[00:28.730 --> 01:01.780]  Hey Dr. Anubis, how are you?
[31:18.000 --> 31:27.000]  And I've I think the last time I believe I missed the last one and she did a whole day on aphids, which was is really incredible.
[31:27.000 --> 31:37.000]  So the the wisdom that comes through on that and to dive deeper and all of the best bio controls beneficial insect people are there.
[31:37.000 --> 31:41.000]  And also, it's really fascinating to learn about bio stimulants and crop steering.
[31:41.000 --> 31:45.000]  So it's just it's just a really awesome educational event.
[31:45.000 --> 31:48.000]  And I highly encourage people to attend if you want to learn more.
[31:49.000 --> 32:01.610]  Can I hit one more thing on the roly poly or the pill bugs if we have time?
[32:01.610 --> 32:04.610]  Or do we still want to focus on the root?
[32:04.610 --> 32:07.610]  Yeah, go ahead. I'm just pulling up that conference thing.
[32:07.610 --> 32:13.610]  You just go ahead and touch on that and then we'll start trying to dig into some more questions from the Future Cannabis Project side.
[32:13.610 --> 32:16.610]  I do see a few of them out there. Don't be afraid to pop them in.
[32:16.610 --> 32:20.610]  And don't be afraid if you're in the audience to raise your hand and come up on stage and ask your question.
[32:20.610 --> 32:23.610]  No big or small. And we will dig right into it.
[32:23.610 --> 32:29.610]  Like as as as deep as the root aphid goes, we will answer that question for you.
[32:29.610 --> 32:32.610]  So if you looks like Jason has his mic open there, too.
[32:32.610 --> 32:35.610]  So if you guys want to just go ahead and I'll get that posted.
[32:35.610 --> 32:43.610]  Yeah, I just I did want to mention that Suzanne is actually going to be speaking here in Massachusetts out near the Sturbridge area.
[32:43.610 --> 32:55.610]  So kind of western Massachusetts, February, I guess, February 12th and 13th at the Organic Cultivators Supernatural Conference.
[32:55.610 --> 32:57.610]  It's February 11th through 13th.
[32:57.610 --> 33:07.610]  And we're actually going to be talking with Eric Brewer, who's one of the main sponsors of that conference tomorrow night on my show.
[33:07.610 --> 33:10.610]  But, yeah, Suzanne's going to be out here in February.
[33:10.610 --> 33:15.610]  I know she's at the Humboldt Regenerative Conference.
[33:15.610 --> 33:20.610]  She's also going to be, I believe, at the Michigan and Maine ones as well.
[33:20.610 --> 33:24.610]  So there's definitely some great opportunities to to chat with Suzanne.
[33:24.610 --> 33:29.610]  Make sure you bring your tinfoil hat if you're going to talk with Suzanne as well.
[33:29.610 --> 33:39.610]  She's a big fan of letting people know that bro science is not OK and that real science is the only way.
[33:39.610 --> 33:51.610]  And she's very, very quick to point out and and go after things that are really not accurate or not truthful.
[33:51.610 --> 34:02.610]  And so she definitely she'll even break out the tinfoil hat herself and has worn it at least more at least once, if not multiple times at the regen conferences.
[34:03.610 --> 34:09.610]  So, yeah, no, she's fantastic. And Matthew Gates is also just a tremendous resource.
[34:09.610 --> 34:20.610]  They both have different approaches and backgrounds and they actually don't necessarily see eye to eye on a lot of things, actually.
[34:20.610 --> 34:26.610]  So they've had some interesting run ins between the two of them, but they're both just fantastic resources.
[34:26.610 --> 34:33.970]  And I love chatting with both of them. They're really wonderful sources of knowledge.
[34:33.970 --> 34:36.970]  Awesome. Let's jump into the next question. So we get answering some of them.
[34:36.970 --> 34:39.970]  Gabe, I hope I gave you every last little bit that you want.
[34:39.970 --> 34:43.970]  And if you guys want to see some creepy bug aphid pictures, Evian, don't look at my profile.
[34:43.970 --> 34:51.970]  I popped a couple of reels up because, like I said, I am it's that time of year where things are going from the cold to the warm.
[34:51.970 --> 34:55.970]  And of course, my my greenhouse is starting to take in some bugs.
[34:55.970 --> 35:00.970]  But I have I have a small population of aphids. Actually, I have two types of aphids in my in my tent right now.
[35:01.970 --> 35:04.970]  Neither of which is touching my cannabis, mind you.
[35:04.970 --> 35:09.970]  So I will I will let you know that they are in all sorts of other plants in my cover crop.
[35:09.970 --> 35:11.970]  There's also a few lacewings in there and stuff like that.
[35:11.970 --> 35:15.970]  The population is getting a little bit higher than my my comfortability states.
[35:15.970 --> 35:22.970]  But I think there's a one last point that before we move on to this next question that I really think is very important to touch on.
[35:22.970 --> 35:28.970]  Because you spoke very strongly, Gabe, about like if you see these be on it, destroy them.
[35:28.970 --> 35:34.970]  Go hard. I mean, in this situation, get that area clear, fix it, and then then look at moving forward and prevention.
[35:34.970 --> 35:38.970]  But sometimes overreaction is exactly that.
[35:38.970 --> 35:43.970]  And just like when we get a virus, we get sick and our body overreacts and makes ourselves sick.
[35:43.970 --> 35:47.970]  We can actually cause further damages and problems in the long run.
[35:47.970 --> 35:56.970]  So, say, for example, you know, there are other beneficial bugs that are about to approach these and have hatched at the same time a little bit later to make sure that you're little.
[35:56.970 --> 36:03.970]  They actually usually hatch a little bit later to make sure that there are pests in your plants so that they have food right off the bat.
[36:03.970 --> 36:10.970]  So like if we pull the trigger too quickly, sometimes we can really end up causing a lot more damage to the situation in general.
[36:10.970 --> 36:17.970]  So I wanted to jump into the next question and not to add more complexity to the situation.
[36:17.970 --> 36:20.970]  Hey, really quick. Would you mind before you jump to that next question?
[36:20.970 --> 36:23.970]  I just want to say something that I forgot.
[36:23.970 --> 36:43.970]  It's just as far as the conversation in general, because what I did see your post and I meant to I just have been working all day, but I meant to respond to you that I've been a huge fan for years on all crops of like washing your plants is like that is literally your first line of defense.
[36:43.970 --> 36:56.970]  And something that actually I felt so good about when I the first time I saw Suzanne the bug lady speak live. That was what she said. And I was like, yes, I've been I've been saying this for so long.
[36:56.970 --> 37:07.970]  And so I just want to say there's lots of different things that you can use. There's lots of safe insecticidal soaps and just soaps in general, but I feel like that is generally like I had roses.
[37:08.970 --> 37:17.970]  My roses and my hops in my home garden both had a since last year and that was the first line of defense. So when I saw your post, that was my immediate thought was like, wash the plants.
[37:17.970 --> 37:31.970]  So, just just want to put that out there because I think it's a valuable in and also to tie back to what Gabe said that's generally part of my three pronged approach, depending on how large a crop and like what you're dealing with and you're dealing with acres.
[37:32.970 --> 37:49.970]  Obviously, that gets a lot harder to do. But I just feel like in IPM in general, I just want people to keep that in their mind that generally a three pronged approach is what is necessary to tackle an issue and and one thing alone is not going to be an answer or solution for you.
[37:54.140 --> 37:55.140]  And I'm completely. Thank you.
[37:56.140 --> 38:09.140]  Awesome. Thank you so much. So again, if you want to come up and ask a question, go ahead. I do have a little bit simpler of a one that I'm going to throw over at you cheddar Bob, while I dig up the next question, which is actually pretty interesting about graphene.
[38:10.140 --> 38:33.140]  So we're gonna talk a little bit and I got some good for Anna, but cheddar Bob, that dude asked, How can I vent my bloom tent without letting light in and I know, like, like, as always, there's no question too big or too small and I'm sure there's been a few people puzzled by this exact problem so cheddar Bob, what's your solutions to this specific issue.
[38:34.140 --> 38:46.140]  Well, I guess, I mean there are these boxes that you can build those like kind of flow hoods that can go over the, the exhaust.
[38:47.140 --> 38:53.140]  But are we talking about like an exhaust fan intake fan is that.
[38:54.140 --> 39:07.140]  Yeah, I think they're exhausting, they're exhausting their space and my guess is they have probably an open hole with a fan in front of it. So what would be your alternative there to make sure to cut off the light so they can manage their bloom site.
[39:09.140 --> 39:15.140]  Yeah, if it's just a fan and you don't have anything kind of leading out like, like the ductwork or something.
[39:16.140 --> 39:20.140]  I would, I would probably look into one of those sort of flow hoods.
[39:23.140 --> 39:32.140]  And if you can put ducting on like an exhaust fan or something, having ducting and then just having it have a bend in it somewhere so it's not able to let in the light.
[39:33.140 --> 39:38.140]  The flow hoods work really good in situations where you can't put ducting on for sure.
[39:39.140 --> 40:02.560]  So, here's, here's the question that I have coming up for you Dr. Anubis I'm pretty sure that'll answer, I think, I think we hit it right on the bone is you just ideally you have some ducting leading in and leading out and you put an S bend in it or something and that will stop the light from getting all the way through.
[40:03.560 --> 40:13.560]  And that that's how you prevent it if you just have a fan, you're, there's not a lot of opportunity there you could put you don't want to put something in front of the fan or by a motor like that because it's not exactly safe.
[40:14.560 --> 40:22.560]  But if you can, you can get pretty deep ducting duct fans, even if it's just a booster and a little bit of ducting, it'll help though.
[40:23.560 --> 40:46.560]  Dr. Anubis, if I graft a low yielding cultivar onto cannabis onto a cultivar with larger yielding root system. Can I get an increased yield, and I, I in theory, like I don't know I don't think information passes between the two other than nutrients so I don't think you would get more of a yield but what would be your opinion on that I know you might not have a solid perfect answer on this because there's a lot of people doing it.
[40:47.560 --> 41:13.560]  You're correct I have no solid answer but I would agree that, you know, the bottom plant with the root system is a separate kind of has a whole separate genome is different cells, different expression than the graft, so I would not expect the higher yielding bottom plant to pass that trait onto the graft.
[41:14.560 --> 41:19.560]  The grafted individual, but I don't really know if that's correct or not.
[41:20.560 --> 41:37.560]  So, I would like 10 just like thinking about it logically be like yes 100%, but after seeing some cactus graphs of some really really slow growing I know it's a different plant and it's a whole different thing completely.
[41:38.560 --> 41:50.560]  The whole different thing completely. But, um, so a cactus that's really slow growing grafted onto a cactus that's fast growing and also can take more water.
[41:51.560 --> 41:54.560]  The cactus that's grafted on top of that plant.
[41:54.560 --> 42:11.560]  The faster growing plant will actually grow substantially faster than it would if it was left to on its own accord. So I'm not sure if that would have there would be any parallels in cannabis, but I wouldn't rule it out completely.
[42:11.560 --> 42:13.560]  I think that's an interesting question.
[42:13.560 --> 42:30.560]  Similar with fruit trees also so I would just be I mean honestly I my question back would be like, well, have you had success with grafting cannabis plants because that's like generally the first thing because it's not sound simple, not actually super simple.
[42:30.560 --> 42:59.560]  I mean I'd love to see like I'd love I want to see more of it I'm kind of been fascinated by it for a long time, especially with like, I still have yet to see in person, cannabis plant hop grafted to like hops root system so I'm like it's kind of fascinating I know that it's happened and there's photography but I'm still, I failed miserably at it and I'm, I'm generally pretty good, have a pretty decent green thumb so obviously I haven't put that much attention to it so I'd be curious if you have any other questions.
[43:01.560 --> 43:15.560]  I agree with you, Evian, and I would also ask the question, what is leading to that I mean if you've grown different strains and this wine just isn't a good performer.
[43:15.560 --> 43:27.560]  Is it because it has, you know, it develops a crappy root system and like it what what's leading to that trait that it's a low yielding plant or a low yielding strain in the first place.
[43:28.560 --> 43:45.560]  If it's, you know, the root system doesn't just doesn't grow big enough for it to uptake what it needs to uptake, you know, then maybe grafting it onto a plant that has the ability to uptake more nutrients more water, whatever may lead to a higher yield but again I'm not sure why.
[43:47.560 --> 43:51.560]  Seems like a lot of work for something that's only around for one growing season.
[43:52.560 --> 44:06.560]  Yeah, that's exactly what I was thinking. It seems like a lot of effort for an annual with a perennial something that's gonna be around for a long time and you have that ability to allow that plant to adapt and adjust and then bear fruit season over season.
[44:07.560 --> 44:24.560]  I can see that I can possibly see the use of it if you're trying to save space and you want to graft a couple of different cultivars onto the same root system so that you only have like one plant instead and and be able to have a couple different flavors from it.
[44:25.560 --> 44:26.560]  Sure, if a plant limit.
[44:26.560 --> 44:55.560]  Yeah, exactly. But I still don't. Other than the fascination right to see if it could be done or, or just to play around. I don't know what you would be gaining through all that effort and to me it would seem to out the amount of additional time that it would take for that plant to take all that adjusting before you would get anything useful for it, you're better you'd probably grow two or three crops in that time and you're probably better off with that.
[44:56.560 --> 44:58.560]  I've never spent time doing that.
[44:59.560 --> 45:25.560]  I have a quick thought to Dr. Anna, I feel like you brought a good point up because this has kind of been interesting point for me and I'd be curious your perception on this and then other people's as well because I feel like there's some misconceptions that like all cannabis is high yielding, whereas my understanding is how it's categorized and I'm not sure how it ties in, you know, on a deeper genetic level of the plant.
[45:26.560 --> 45:54.560]  But my understanding is that there's three different classifications of cannabis and that there's high yielding, medium yielding and low yielding and I kind of feel like this topic of conversation is not really, it's just not it should be more of a conversation because not all genetics are big, big bud strains and a lot of the more exotic stuff and certain things, you know, you can just see it in the structure and I'm sure people who have been growing for a long time kind of know what I'm pointing to.
[45:55.560 --> 46:10.560]  But what I changed my perception when I started to realize there are some genetics that I know that we've run historically, like, you know, something six years in a row and it is never, ever, ever going to yield the same as a high yielding cultivar, no matter what you do.
[46:10.560 --> 46:12.560]  It's just a different structure.
[46:12.560 --> 46:14.560]  It's a different yield.
[46:14.560 --> 46:23.560]  So I just be curious if you have any concept of that within like the kind of deeper construct of what that points to.
[46:25.560 --> 46:45.560]  I really don't, except that, I mean, you're saying that you don't think that there are, like, if you have a highly higher, it's something that has been classified as a high yielding strain.
[46:46.560 --> 46:50.560]  It doesn't always have a high yield or like it varies from year to year.
[46:50.560 --> 46:55.560]  And sometimes, like, I guess I don't understand what you're saying.
[46:55.560 --> 47:03.560]  My understanding, and I believe I learned it, but there's some other plant scientists that I've learned this from the past, is that it's like not all cannabis genetics are created equal.
[47:03.560 --> 47:06.560]  And so there are three different classifications.
[47:06.560 --> 47:11.560]  There are high yielding plants, medium yielding plants and low yielding plants.
[47:11.560 --> 47:23.560]  And I think in the cannabis world, we have this concept that you can get a low yielding cultivar to become like a big bud, high yielding strain just by based on what you're feeding it.
[47:23.560 --> 47:28.560]  But there really is, there's a distinct difference in the genetic structure of those plants.
[47:28.560 --> 47:40.560]  And it's never going to perform like a plant in the low yielding category is never going to perform in the same category as one of the high yielding plants.
[47:40.560 --> 47:46.560]  And so it's kind of it changed my perception because I kind of viewed them for a long time.
[47:46.560 --> 47:48.560]  All is in the same. They're all cannabis plants.
[47:48.560 --> 47:53.560]  They should all be able to do the same thing, but it's just not accurate.
[47:53.560 --> 47:56.560]  And I believe maybe it was I've had this conversation, I think, with Ryan Lee.
[47:56.560 --> 48:07.560]  And it's an interesting because when you grow things historically, it just changed my perception of like how something in the medium or low yielding is just never going to perform the same.
[48:07.560 --> 48:20.560]  And you see this kind of in the data and the metrics when you're harvesting, when you're like, oh, OK, those plants can be treated exactly the same or in a similar preference, but they're just never, they're not going to cross perform, I guess, is the general idea.
[48:20.560 --> 48:35.560]  They're not. They're not. OK, so if you have something that's come from a population that, you know, like if we think back to before we came along and started messing with this plant, you've got a population that's growing and thriving in an area,
[48:35.560 --> 48:42.560]  let's say where it's on a hill and there's a lot of wind. Those plants are going to be small.
[48:42.560 --> 48:49.560]  They're going to adapt to be small because if they were tall, they would bend over or snap and they wouldn't do well in that environment.
[48:49.560 --> 49:02.560]  So that environment has basically driven that phenotype to be shorter in stature so that it can grow well where in the environment that it's living in.
[49:03.560 --> 49:31.560]  So if you have a plant that is a low yielding plant, unless you start crossing it with something else and doing something to it to introduce a genotype that is going to start yielding bigger flowers, it's not in its genome to do that just because of its history and things like that.
[49:31.560 --> 49:41.560]  So you're never going to make a root or allis plant. It's never going to be a photo period plant just because you want it to be or because you put it in a photo period situation.
[49:41.560 --> 49:51.560]  It's an auto flower. It's going to, you know, it's going to flower based on time, based on maturity, not on the light.
[49:52.560 --> 50:01.560]  So a plant can only work with what it has in its genotype. You can't make it express something that it doesn't have.
[50:01.560 --> 50:15.560]  So I would agree with what you said that a low yielding plant is, it's always going to be a low yielder and you might be able to get it to perform a little better if you give it the optimal conditions and whatnot.
[50:15.560 --> 50:18.560]  But it's never going to be a high yielding plant.
[50:20.560 --> 50:31.560]  And what else? I just thought of something else. Oh, like, you know, if you have a ladyfinger banana, it's never going to, you're never going to be able to grow big taquita bananas. It's a different kind of banana.
[50:31.560 --> 50:37.560]  And they're always going to be small. So unless you cross it with a bigger banana, you're not going to get a bigger banana.
[50:38.560 --> 50:47.560]  I think this needs to be shouted from the rooftops because I think people just don't under, I think people just expect all Canada and it's like they see subtle variations, but they're like, well, why doesn't it perform?
[50:47.560 --> 50:53.560]  Like, why does the cookies not yield as much as a train wreck? Or, you know, it's just like, it's just never going to be the same.
[50:53.560 --> 51:00.560]  So it's just an interesting thing that I feel like is maybe not discussed enough. So it kind of begs back to the question.
[51:01.560 --> 51:08.560]  But the user was like that, you know, unless you're going to, I would say you'd have better luck.
[51:08.560 --> 51:24.560]  Like Dr. Anna saying is like crossing those two things. If you want to increase the yield of that one plant, you know, work with a breeder or learn basic breeding and cross those two genetics and see if you can create progeny that gives you the desired result.
[51:25.560 --> 51:30.560]  It's absolutely one of the things that a lot of the breeders do focus on and they actually talk about as well.
[51:30.560 --> 51:51.560]  I've worked with my buddy, Tom, Green Team Genetics. I've helped at his booth a couple of times and, you know, some of his crosses, he had four different crosses and two were, one was banana, you know, banana and a strawberry and orange and a lemon.
[51:52.560 --> 52:03.560]  So these, he did these, this fruit bound series and those four cultivars, the lemon and the orange were much higher yielding plants.
[52:04.560 --> 52:15.560]  The strawberry and the banana though were not and strawberry strains, a lot of the time you tend to get a lot of golf ball sized nugs. You don't really get necessarily the big spears.
[52:16.560 --> 52:29.560]  So it's definitely genetic and you can see it in the crosses and even stuff coming from the same breeder will show those different tendencies even if they had similar parentage, right?
[52:30.560 --> 52:43.560]  You know, it was one line he did, this fruit bound series where all the, you know, all the parents, all the females were crossed to the same male for these four different flavors and he got, you know, you're going to get different yields.
[52:44.560 --> 52:48.560]  You're going to get different bud shapes. The colas themselves are going to have different shapes.
[52:49.560 --> 52:55.560]  You have like big spears or, you know, you're going to get those popcorn, those rounded, you know, buds.
[52:56.560 --> 53:12.560]  I know Kyle Breeder of Pure Breeding also, he breeds a lot of his stuff where he's trying to, you know, he focuses more on plants that are going to be good for indoor growers in many cases that are going to stay shorter.
[53:12.560 --> 53:21.560]  A lot of his plants, they're just bushes and it doesn't matter how long I veg it or what I do to it, it's not going to get six feet tall.
[53:22.560 --> 53:26.560]  It's going to stay three feet and just keep getting wider and wider.
[53:27.560 --> 53:34.560]  So there's definitely some genetic aspects to that and I've seen that even way back in the day.
[53:34.560 --> 53:53.560]  And I think this is also something that has limited some of the genetic variances and availabilities that are out there because, again, if we're focusing on a cash crop, the amount of yield that that plant puts out is going to have an impact on whether somebody continues to grow it.
[53:54.560 --> 54:04.560]  And so we've lost a lot of flavors and strains because people who are working in commercial space are very much focused on that yield percent, that yield amount.
[54:05.560 --> 54:06.560]  This is Jason, I'm done speaking.
[54:07.560 --> 54:09.560]  That's such an amazing point.
[54:10.560 --> 54:32.560]  If I can just throw in here as a point of reference, so the popping corn that you go to the movie theater, you love oh so much, the corn you see on your table, the popping corn you buy over the counter regular, 98%, I believe it is, I might be off by a few percent here, of corn produced in North America is the cross of two plants, period.
[54:33.560 --> 54:40.560]  And the only reason why this specific plant was chosen is due to the fact of its yield.
[54:41.560 --> 54:48.560]  Nothing to do with flavor, nothing to do with quality, only the fact that it had the highest yield per square foot, period.
[54:49.560 --> 54:53.560]  So it had nothing to do with how it feels or what it does or how good it is for you.
[54:54.560 --> 54:55.560]  The only root factor is yield.
[54:56.560 --> 55:09.560]  So when we look at industry, this is always a problem that we run into, and Jason highlighted it oh so well, is that it's all about the yield and how much money I can make and not what's actually there, the bastardization of plants as it were.
[55:10.560 --> 55:14.560]  So I do want to jump over and ask Jason another question, although on a slightly different subject.
[55:15.560 --> 55:19.560]  Brooke Brown asks, and I think this is awesome because you did a show on this.
[55:20.560 --> 55:28.560]  Brock Braun asks, I figured silica was covered, but what's an organic way to get more silica into your system?
[55:29.560 --> 55:33.560]  Jason, I know you did a whole subject show on that, I'm wondering if you could talk on that a little bit.
[55:34.560 --> 55:43.560]  So there's definitely a lot of things out there that can be covered in silica and silicate.
[55:44.560 --> 55:55.560]  Definitely go back and listen to my episode that we did specifically on silica and all the different ways that you can get it.
[55:56.560 --> 56:19.560]  But some really, really good ways to get additional silica naturally that you can add, there's things like aragonite, which is a sea-based calcium that's high in calcium and low in magnesium and has some other really, really nice additional aspects in it.
[56:20.560 --> 56:22.560]  And that's a calcium silicate.
[56:22.560 --> 56:38.560]  One of the things that I really like to use is calcareous algae flour, which is about 32% calcium and has a whole bunch of fantastic amino acids in there as well.
[56:39.560 --> 56:44.560]  And that's C-A-L-C-A-R-E-O-U-S algae flour.
[56:45.560 --> 56:49.560]  So algae, you know, A-L-G-A-E, and of course flour.
[56:49.560 --> 56:51.560]  So those are a couple of different ways.
[56:52.560 --> 56:55.560]  I also am a big proponent of rice hulls.
[56:56.560 --> 57:03.560]  Rice hulls, as they break down, they do release silicon because it's part of, you know, what's in them.
[57:04.560 --> 57:10.560]  We talked a little bit about whether there's much silicon in brown rice vinegar.
[57:11.560 --> 57:12.560]  There is not.
[57:13.560 --> 57:19.560]  It is that the shells, the husks themselves is where that material is.
[57:20.560 --> 57:27.560]  It's not necessarily in the outputs that come from like the vinegar or the core of the rice itself.
[57:28.560 --> 57:31.560]  So that's a couple of places that you can get that.
[57:32.560 --> 57:43.560]  Oyster shells are mostly calcium, but they have a lot of silicates in there as well.
[57:44.560 --> 57:56.560]  It's really trying to get some of those sea creatures because they have the silicates in them as well to add that in with your calcium and your silicon inputs.
[57:57.560 --> 57:58.560]  So hopefully that helped.
[58:01.560 --> 58:07.560]  Another great plant that has high silica, it would be horsetails or equisetum.
[58:08.560 --> 58:14.560]  That is something that I'm beginning to look at to start fermenting and incorporating it into my garden.
[58:15.560 --> 58:24.560]  It's a fantastic bioaccumulator and definitely one of the items that's highlighted in a lot of Korean natural farming guides to use.
[58:28.040 --> 58:30.040]  Little palm tree too.
[58:34.620 --> 58:39.620]  All right, so I will do a quick reset here just so everybody knows what's up and what's going on.
[58:40.620 --> 58:47.620]  I think we should have like a whole show about plants, about side plants, like all the other plants that we can put together.
[58:48.620 --> 58:49.620]  That would be so fun.
[58:50.620 --> 59:01.620]  I think it'd be so cool to get like, if we could get like a doctor on exudates and a doctor on microbiology around the root system and fungi and then a plant doctor.
[59:01.620 --> 59:02.620]  Yeah, no, that's the goal.
[59:03.620 --> 59:04.620]  We're working on it every day.
[59:05.620 --> 59:30.620]  And PotenPonic's mentioned, I think it was one of the conversations in the last couple nights, he's putting together a whole library of those plant to nutrient conversions for natural farmers so that they can pick and choose from a variety of things to help get the inputs that they're looking for, the types of minerals or the nutrients that they're looking for.
[59:31.620 --> 59:34.620]  Steve Reisner, PotenPonic's Growing with Fishes.
[59:35.620 --> 59:40.620]  He's a fantastic resource as well for that type of information.
[59:41.620 --> 59:46.620]  And he is putting together a whole file on it.
[59:47.620 --> 59:49.620]  And I think he actually just sent me a link to it.
[59:50.620 --> 59:55.620]  I haven't had a chance to dive in there yet, but I'm really excited to take a look at what he's put together so far.
[59:56.620 --> 59:58.620]  That's going to be a fantastic resource.
[59:59.620 --> 01:00:04.620]  Awesome. So I got a fun, handy question that I'm going to throw over to Matt here.
[01:00:06.620 --> 01:00:08.620]  And I think it's great. It's nice and simple.
[01:00:09.620 --> 01:00:14.620]  But also, you know, a question that a lot of people ran into in the earlier time that I think it's really important to get onto.
[01:00:15.620 --> 01:00:22.620]  Hi, from Virginia, Paige Foley says, when using plastic pots and saucers, I set up netting.
[01:00:23.620 --> 01:00:26.620]  How do I drain my flushes without moving the plant?
[01:00:26.620 --> 01:00:34.620]  So my guess is that she's probably in like a drain to waste where she's looking at 20% runoff of the plant.
[01:00:35.620 --> 01:00:38.620]  And she's wondering like how to mitigate that because you don't want your plant sitting in the water.
[01:00:39.620 --> 01:00:45.620]  Matt, do you have any, you know, methodologies of navigating this issue?
[01:00:46.620 --> 01:00:53.620]  Honestly, I'd probably say, I mean, I haven't done runoff in a while, but I'd say trays.
[01:00:53.620 --> 01:00:57.620]  Or if you can't do trays, get stands.
[01:00:58.620 --> 01:01:08.620]  And then if you're kind of in a tent, that's what those first like layers are designed for is to like gain water.
[01:01:09.620 --> 01:01:14.620]  So you can go and get Home Depot has these awesome, they're like, I think like $15.
[01:01:15.620 --> 01:01:17.620]  It's like a shop vac that goes inside of like a five gallon bucket.
[01:01:17.620 --> 01:01:27.620]  And you can put your plant, your like stands up on that, do your water through and then use the shop vac to suck up any like excess water.
[01:01:28.620 --> 01:01:33.620]  But that would probably be my go to like if you didn't have access to a tray.
[01:01:34.620 --> 01:01:41.620]  The shop vac is great actually for getting around and just sucking the extra water out of the bottoms of the saucers as well.
[01:01:42.620 --> 01:01:51.620]  So I know, you know, if the plant, sometimes the plants are too heavy to move or to lift, you can just go ahead and suck the water out of there is one way.
[01:01:52.620 --> 01:01:55.620]  There's also, you know, I mean, there's hand siphons that you can get as well.
[01:01:56.620 --> 01:02:08.620]  They don't necessarily work as well, but you can go to the local hardware store and get a siphon that's used for fuel or something along those lines that you can use to pump it out by hand if you don't want to buy a shop vac.
[01:02:09.620 --> 01:02:21.240]  Interesting. Now, sorry, I have my mic open for an extra minute there.
[01:02:22.240 --> 01:02:26.240]  My apologies for that if I interrupted you, but I'm just scanning through the questions.
[01:02:27.240 --> 01:02:28.240]  I'll do a quick reset while we're running into this.
[01:02:29.240 --> 01:02:33.240]  And I think those are excellent points. If you have no money and a turkey baster, get a bucket.
[01:02:34.240 --> 01:02:38.240]  Good way to start. If you need to fix the problem right now.
[01:02:39.240 --> 01:02:44.240]  Yeah, I mean, you know, I haven't, I've had occasionally I've sat there with a sponge.
[01:02:45.240 --> 01:02:56.240]  I won't lie. Like I didn't have anything that I could use handy and I just used a sponge and a bucket and just kept using the sponge to suck up the extra water and just squeeze it out into a bucket.
[01:02:57.240 --> 01:02:59.240]  I mean, that's sometimes you have to go really, really manual.
[01:03:00.240 --> 01:03:02.240]  That's dedication right there.
[01:03:03.240 --> 01:03:08.240]  I will say I don't know how anybody even operates like growing anything like shop vacs are so valuable.
[01:03:09.240 --> 01:03:13.240]  And now they have like that little like mini ones and stuff for people who are operating at a really small home scale.
[01:03:14.240 --> 01:03:20.240]  So I feel like shot and also just being super. I just want to say on the shop vac thing, just make sure you clean it out after every use.
[01:03:21.240 --> 01:03:27.240]  Because that's like the really just seems to kind of be like become practice.
[01:03:28.240 --> 01:03:34.240]  That's why I talk about those ones that come deep like one day like, you know, I think mine had broke or something like that.
[01:03:35.240 --> 01:03:39.240]  And I was walking through and I saw this one that just like clips on top of the five gallon buckets.
[01:03:40.240 --> 01:03:43.240]  And I was like, that's super cheap. I'm going to try it. And I haven't gone away from them.
[01:03:44.240 --> 01:03:48.240]  Like almost every grow that I've worked in, I've brought them in and you can buy a bunch of them for super cheap.
[01:03:49.240 --> 01:03:52.240]  And, you know, you'll get the work out of it, even if it breaks.
[01:03:52.240 --> 01:03:56.240]  I've sucked up like pumice rocks with them and stuff and they don't seem to break that often.
[01:03:57.240 --> 01:03:59.240]  But even if it does, it's like I feel like you'd get your money's worth.
[01:04:00.240 --> 01:04:06.240]  But yeah, they're I think one of the most useful tools to do and pick up soil, water, anything you need.
[01:04:08.240 --> 01:04:15.800]  So I'm just going to say we have about we like to end this at about an hour and a half.
[01:04:16.800 --> 01:04:18.800]  We usually end at about 530 in the evening.
[01:04:18.800 --> 01:04:23.800]  So we get lots of time to jump into dinner for those that are on the West Coast.
[01:04:24.800 --> 01:04:27.800]  If you're on the East Coast, it's a good bad dinner. I'm not too worried about you.
[01:04:28.800 --> 01:04:34.800]  If you have any questions in the Future Cannabis Project side, or you have any questions in the audience,
[01:04:35.800 --> 01:04:37.800]  come on up because we're approaching the last roundabout hour to ask them.
[01:04:38.800 --> 01:04:40.800]  No question too big, no question too small.
[01:04:41.800 --> 01:04:45.800]  Maybe a comment or something that you would like to discuss that's been picking or nagging at your brain.
[01:04:45.800 --> 01:04:49.800]  And maybe there's a way that we could chat through it and develop that.
[01:04:50.800 --> 01:04:52.800]  But again, we got about 20 minutes left. So don't miss out on that part.
[01:04:53.800 --> 01:04:54.800]  I see some more comments in the chat.
[01:04:55.800 --> 01:05:01.800]  Magnus asked a little bit earlier about where did you go?
[01:05:02.800 --> 01:05:06.800]  He was asking about using Swartzki mites if I'm off.
[01:05:07.800 --> 01:05:14.800]  Yes, Swartzki mites and opening up the sachet and depositing them in the soil to use that as a tool.
[01:05:15.800 --> 01:05:18.800]  A defensive means for dealing with fungus gnats.
[01:05:19.800 --> 01:05:23.800]  I'm not familiar of this. I'm pretty sure they just end up going right back up top.
[01:05:24.800 --> 01:05:27.800]  But I think the first person jumped in. Jason, go ahead, brother.
[01:05:28.800 --> 01:05:31.800]  Yeah, I'm happy to take that. Anything that's in a sachet is usually in a sachet for a reason.
[01:05:32.800 --> 01:05:34.800]  They're meant to be a slow release.
[01:05:35.800 --> 01:05:43.800]  And so they're usually eggs and yeast and things in there to maintain the Swartzki eye or cucamorous or whatever the package is.
