[00:00.000 --> 00:02.000]  And how do you pronounce your name?
[38:29.470 --> 38:30.470]  You know, it's true.
[38:31.470 --> 38:35.470]  So let me let me kind of tell you about this Avery fellow, how I come across him.
[38:35.470 --> 38:40.470]  This company, Bob Slade, had hired both of us at the same time to do consulting.
[38:40.470 --> 38:41.470]  We're both consultants.
[38:41.470 --> 38:42.470]  And he was working.
[38:43.470 --> 38:45.470]  He was working in an area and I was working in an area.
[38:46.470 --> 38:54.470]  And in most cases where I've been in this situation, working with two consultants on the same farm, it's usually been they don't.
[38:54.470 --> 38:56.470]  It's not a work together kind of a scene.
[38:56.470 --> 39:03.470]  Most cannabis growers have an ego and they just they know they have the best way and they're going to show it to the company and they don't want anyone to tell them anything else.
[39:03.470 --> 39:05.470]  But this Avery guy, he was a little bit different.
[39:06.470 --> 39:13.470]  And and I noticed we had this one issue where we had one of the greenhouses and me and the operating manager and Avery were kind of talking about it for a minute.
[39:14.470 --> 39:16.470]  And we none of us came up with the answer at that moment.
[39:17.470 --> 39:21.470]  But, you know, like an hour and a half went by and I'm in the greenhouse still by myself.
[39:21.470 --> 39:22.470]  And I looked down the hallway.
[39:22.470 --> 39:24.470]  It was a long, long hallway through a warehouse.
[39:25.470 --> 39:28.470]  And I see this man walking and he's from the East Coast now.
[39:28.470 --> 39:34.470]  OK, so you can tell this guy can put you in the mouth, but he also is very common and can handle a baby nice, too.
[39:34.470 --> 39:37.470]  But he had that walk. And I'm thinking to myself, damn, he's onto something.
[39:38.470 --> 39:41.470]  And when that man has a walk like that, you know, you could just tell he has some knowledge.
[39:42.470 --> 39:44.470]  And he come up to me and he says, Humistat.
[39:45.470 --> 39:49.470]  And he nailed what we needed for that greenhouse to make make the system work.
[39:49.470 --> 39:56.470]  And to me, I kind of sat there and I thought, here's a man who was not satisfied with not having the answer.
[39:57.470 --> 39:59.470]  And it wasn't an answer for him to have for himself.
[39:59.470 --> 40:00.470]  He was given a collective answer.
[40:01.470 --> 40:10.470]  So for me to work with a consultant and the manager of that site together, that's exactly why people hire us for when that kind of chemistry can happen.
[40:10.470 --> 40:16.470]  So I knew Avery right off the bat was kind of tick different than most of the really good growers that I've dealt with.
[40:17.470 --> 40:19.470]  You know, a really good grower has a really big ego.
[40:20.470 --> 40:23.470]  But Avery has a he has a different like he's itching for something different.
[40:24.470 --> 40:25.470]  And it's not it's not the dollar bill.
[40:26.470 --> 40:28.470]  It's like he really wanted to bring something out in the plants.
[40:29.470 --> 40:31.470]  So he had a whole room full of genetics he was working on.
[40:32.470 --> 40:33.470]  And I'm working on the flower rooms.
[40:34.470 --> 40:40.470]  So when Avery left that that area of bobsled, I was able to run his full line of seeds and see what was happening.
[40:41.470 --> 40:42.470]  You know, every every grow site.
[40:43.470 --> 40:45.470]  Now, this is a tier two farm, a big area.
[40:46.470 --> 40:48.470]  We had a veg greenhouse with a bunch of different plants in it.
[40:49.470 --> 40:53.470]  And everybody always has an area of their garden that just gets neglected.
[40:54.470 --> 40:55.470]  And I always would tell my manager, we're torturing these things.
[40:56.470 --> 40:57.470]  You figure out what you're going to do with them.
[40:58.470 --> 40:59.470]  Either take them out or, you know, let's transplant them.
[41:00.470 --> 41:01.470]  And a lot of them are Avery's genetics.
[41:02.470 --> 41:03.470]  And they sat in this greenhouse for a while.
[41:04.470 --> 41:05.470]  And these plants would sometimes start to dip out.
[41:06.470 --> 41:07.470]  They're in one gallon pots.
[41:08.470 --> 41:09.470]  I'd get on my manager.
[41:09.470 --> 41:10.470]  I'd say, you know, bring them back.
[41:11.470 --> 41:12.470]  We're going to we're going to use them again.
[41:13.470 --> 41:14.470]  We had to have backup for different areas.
[41:15.470 --> 41:16.470]  And we weren't quite sure what we were doing.
[41:17.470 --> 41:18.470]  And even we're going to different farms.
[41:19.470 --> 41:25.470]  So trying to keep these plants alive, I noticed after about the third time where I was like, dude, I can't keep bouncing them back.
[41:26.470 --> 41:30.470]  I noticed there was a section of the plants where they were they were green and they were actually healthy.
[41:31.470 --> 41:33.470]  So I went over to those one gallon pots and try to pick one up.
[41:34.470 --> 41:37.470]  And the roots had busted through the root cloth and that tapped in.
[41:37.470 --> 41:38.470]  And this was like the first set.
[41:39.470 --> 41:44.470]  So then after that, like the whole greenhouse started to like root itself in through the cloth, fighting soil.
[41:45.470 --> 41:52.470]  So this really got me excited because it's like you can tell the microbials were leading the way for the root systems to find the earth.
[41:53.470 --> 41:57.470]  And those pots have such a vigorous will to live that they were all busted.
[41:58.470 --> 41:59.470]  We call it a jailbreak.
[42:00.470 --> 42:01.470]  They all busted out a pot and the boss couldn't even move them if he wanted to.
[42:02.470 --> 42:06.470]  So a lot of them got flowered right there in place through a one gallon rooted right into the earth.
[42:07.470 --> 42:12.470]  It's just amazing to watch these things just flower and flower fully, treated so badly and flowered fully.
[42:13.470 --> 42:21.470]  We had some that were treated like princesses, but even the ones that were neglected out just were fast and they kicked right at the at the June 22nd moon.
[42:22.470 --> 42:24.470]  Some of these things just automatically knew the time was kicking back.
[42:25.470 --> 42:27.470]  And when I'm growing up here in Portland, I'm a California grower.
[42:28.470 --> 42:29.470]  There's a lot of stuff we like to grow in California.
[42:30.470 --> 42:33.470]  We can't grow up here in a 45th parallel because we just don't have that kind of light.
[42:33.470 --> 42:40.470]  So I'm looking at like every stuff that matched the terpene profiles of the things we needed California style, but they were fast.
[42:41.470 --> 42:42.470]  They were getting done fast.
[42:43.470 --> 42:49.470]  So this this allows me to when I'm consulting to allow my clients to have good amount of product done in time.
[42:50.470 --> 42:54.470]  So the books are set terpene match because everybody's grabbing all the terpene selections that are hot.
[42:55.470 --> 42:58.470]  And he's stabilizing these things with a vigorous growth.
[42:58.470 --> 43:04.470]  So anytime I you know, if I could, I would grow that line for all my clients, but you know, clients choose their own lines.
[43:05.470 --> 43:09.470]  But his his line is definitely showing up more and more every year with with more of my consistent clients.
[43:10.470 --> 43:14.470]  And we're able to give them direct feedback on what we like and what's happening out there in the field.
[43:15.470 --> 43:18.470]  So that's kind of a little bit about Avery and kind of his passion.
[43:19.470 --> 43:25.470]  What I've learned from working with him is he's looking for he's looking for something different and he's not afraid to put the work in for it.
[43:25.470 --> 43:30.470]  Or even more important, make the partnerships with people that then can do the work with them.
[43:31.470 --> 43:36.470]  And that's why he's able to make the advancement so quickly, I think, in his line, because he's got a lot of people that want to help out on that.
[43:37.470 --> 43:39.470]  Who doesn't want to help a situation like that? Right.
[43:40.470 --> 43:43.470]  So so that makes a really good team and a good network.
[43:44.470 --> 43:45.470]  And your network is your net worth.
[43:46.470 --> 43:47.470]  Bottom line right there.
[43:48.470 --> 43:49.470]  Yeah, there's a lot of work to get done.
[43:50.470 --> 43:51.470]  So Avery, did he do you justice?
[43:52.470 --> 43:53.470]  I don't know. I suppose so.
[43:54.470 --> 43:55.470]  Yeah, yeah, yeah.
[43:56.470 --> 43:57.470]  Well, I appreciate you, brother.
[43:58.470 --> 44:00.470]  It's been a while since I've had the chance to talk to Mr. V.
[44:01.470 --> 44:02.470]  Tapic.
[44:03.470 --> 44:05.470]  Yeah, it's always great to talk with him.
[44:06.470 --> 44:09.470]  He's one of those guys who just brings the energy to a garden and just to the people around him.
[44:10.470 --> 44:22.470]  It's like you said, you know, being a consultant and having a second consultant on the same at the same location can definitely cause some some concerns and some head butting and kind of like a hangover.
[44:23.470 --> 44:24.470]  Hey, listen to what I'm doing.
[44:25.470 --> 44:27.470]  But we were able just to kind of help each other out and work through things.
[44:28.470 --> 44:29.470]  He taught me a ton of stuff.
[44:30.470 --> 44:34.470]  And, you know, I got back on my kind of on my regenerative cannabis game because of Quatamoc.
[44:35.470 --> 44:42.470]  I had gone down a path of some other commercial products and had, you know, just for managing other farms had kind of gone that direction.
[44:43.470 --> 44:48.470]  And then after working with him, I dove straight back into Bokashi and started making all my own Bokashi again.
[44:48.470 --> 44:53.470]  And, you know, really getting into ferments and trying to start powering that stuff back into a lot of my processes.
[44:54.470 --> 44:55.470]  And I couldn't be more thankful for that.
[44:56.470 --> 44:59.470]  You know, it really turned my gardens back around to where I where I was enjoying them before.
[45:01.470 --> 45:05.470]  So can you talk about your intent as a breeder?
[45:06.470 --> 45:10.470]  Like what's you know, if you think about what you're trying to do as a breeder, what is it?
[45:11.470 --> 45:17.470]  And then also like what do you like to either grow or smoke yourself?
[45:18.470 --> 45:20.470]  And does that align with what you breed?
[45:21.470 --> 45:22.470]  Yeah, for sure.
[45:23.470 --> 45:26.470]  So my company name is Old Factory Genetics.
[45:27.470 --> 45:31.470]  It's all about the terpene profiles and high levels of cannabinoids.
[45:32.470 --> 45:33.470]  You know that the flowers just got to stink.
[45:34.470 --> 45:39.470]  I don't I don't have a whole lot of desire to keep on hunting through stuff if it doesn't just straight up stink.
[45:40.470 --> 45:44.470]  You know, and that's that's what it boils down to is it's got to stand out in the garden.
[45:45.470 --> 45:47.470]  I work a lot in commercial settings.
[45:48.470 --> 45:54.470]  I was a manager at Heroes of the Farm for a couple of years and helped, you know, kind of they had a lot of stuff in action.
[45:55.470 --> 45:57.470]  But I was able to start bringing some more systems into place.
[45:58.470 --> 46:03.470]  And I was there through the construction of four more greenhouses and a bunch of a bunch of build out.
[46:04.470 --> 46:11.470]  And during that process, had a lot of opportunity to learn about breeding and just kind of about how the plant works.
[46:12.470 --> 46:18.470]  And then, like Quattamoc said, you know, I worked at a couple other large scale places, Bobsled Gardens.
[46:19.470 --> 46:20.470]  I worked at Cannabis Nation for a little bit.
[46:21.470 --> 46:29.470]  Now I'm over here in Florida and I'm working at another large facility, helping with some consulting needs and trying to get a bunch of problems kind of figured out and back in line.
[46:30.470 --> 46:34.470]  So a lot of my breeding goes back to the need for commercial production lines.
[46:35.470 --> 46:42.470]  Stuff that can grow easily, can grow quickly, needs to yield well, just has to have a bag of peel and desire to it.
[46:43.470 --> 46:44.470]  You know, it kind of has to have the whole package.
[46:45.470 --> 46:49.470]  But I that that's where a lot of my my game goes.
[46:50.470 --> 46:51.470]  And it's all about smell and the structure of the plant.
[46:52.470 --> 46:58.470]  In my mindset, in a commercial scenario, if you don't have the proper structure of a plant, then those plants are going to get left behind.
[46:59.470 --> 47:06.470]  They're the more work that has to be put into a plant, the less work is going to get put into a plant is the way it seems to always go with employees.
[47:07.470 --> 47:09.470]  You know, they have an expectation of it takes this long to get a plant done.
[47:10.470 --> 47:13.470]  Some genetics take longer than that, and oftentimes stuff gets neglected.
[47:13.470 --> 47:22.470]  So a big factor that I try and breed towards is making sure that there's a nice, strong structure to the plant where it's going to be able to support itself as well as possible.
[47:23.470 --> 47:26.470]  And, you know, it just kind of needs as minimal input as we can get.
[47:27.470 --> 47:29.470]  That's definitely kind of one of my big goals.
[47:30.470 --> 47:32.470]  And so that, you know, that's.
[47:34.470 --> 47:40.470]  A lot of these facilities, you know, there's plants that start to get real lanky and real stocky or not stocky.
[47:40.470 --> 47:43.470]  They start to get real lanky and, you know, they need a lot of extra pruning.
[47:44.470 --> 47:46.470]  There's a lot of secondary growth that needs to be cleaned out from things.
[47:47.470 --> 47:49.470]  And, you know, that that stuff just gets difficult.
[47:50.470 --> 47:57.470]  So I do my best to hunt for phenos that have low to medium stretch just kind of across the board.
[47:58.470 --> 48:06.470]  Anytime I can find a male that's just got real stout, stocky branching, you know, that and a stem that smells, that's going to be my first go to.
[48:06.470 --> 48:17.470]  If I can find a dude that just has some real stout branching that I know is going to hold weight, but has also got that stink on the stem, then that's what's going to pass along for me.
[48:18.470 --> 48:22.470]  And that's kind of my main desire in a male side of things.
[48:23.470 --> 48:28.470]  So in regards to what I smoke, it's all about the gas for me.
[48:28.470 --> 48:37.470]  You know, when I when I breed, I like to do different projects that are going to bring in different terpene profiles so that customers can have a wide range of things to choose from.
[48:38.470 --> 48:41.470]  But when, you know, when it comes down to my preferences, it's all about the gas.
[48:42.470 --> 48:45.470]  I love headband. I love all the chems.
[48:46.470 --> 48:48.470]  So I do a good bit of work with those.
[48:49.470 --> 48:53.470]  You know, they can be tough because they can pass along some intersex traits.
[48:54.470 --> 48:59.470]  But, you know, this day and age, that's kind of to be expected with the level of polyhybridism that's going on.
[49:00.470 --> 49:02.470]  So I for me, it's all about the flavor.
[49:03.470 --> 49:08.470]  So when I find those strains that really pass those noses along, then that's what I'm going to stick with.
[49:09.470 --> 49:17.470]  And I my my two first strains that I ever bred about four years ago, I was working Heroes of the Farm and I was about to shut down my gardens at home.
[49:18.470 --> 49:25.470]  Just because I was working so much at the facility all the time that I had no desire to do anything in the garden once I got home.
[49:26.470 --> 49:31.470]  And so I I'd had a male just kind of kicking around kind of as I pop seeds.
[49:32.470 --> 49:40.470]  If I found a stinky male that kind of fit the parameters I wanted, then I would put him aside just to kind of see, you know, see, see if I want to do something eventually.
[49:40.470 --> 49:43.470]  And one of my co-workers, I told him I'll shut down my garden.
[49:44.470 --> 49:48.470]  And he was like, yo, why don't you why don't you do a quick breeding project?
[49:49.470 --> 49:53.470]  He said he had a male. And so I hit a Kim D and I hit a headband.
[49:54.470 --> 49:56.470]  And the headband is a cut from Oregon.
[49:57.470 --> 49:59.470]  It was held by on Facebook.
[50:00.470 --> 50:03.470]  He goes by Broski, King of Babylon 6 on on Instagram.
[50:04.470 --> 50:10.470]  And it's a it's a bit different of a cut and it's just super fire, just super gassy.
[50:11.470 --> 50:14.470]  So I had the Kim D for a while and I was going to pollinate that one.
[50:14.470 --> 50:18.470]  But I asked Pat at Heroes of the Farm if he'd be cool with me pollinating that headband mom.
[50:18.470 --> 50:20.470]  And he was he was kind enough to pass her along to me.
[50:20.470 --> 50:23.470]  And so those are the only two girls that I did that first time.
[50:24.470 --> 50:31.470]  And it was really just a learning experience for me, you know, just to go through the process of pollinating and to see, you know, what what it looked like.
[50:31.470 --> 50:39.470]  What the maturation process was kind of when seeds took place, you know, just kind of all the all the basic stuff because I had never really done it before.
[50:40.470 --> 50:47.470]  And so I did those two crosses. The headband crosses called Tibbet Knob and the Kim Cross.
[50:48.470 --> 50:51.470]  It's called Dog Mountain. And those are two of my favorite hikes.
[50:51.470 --> 50:54.470]  I've named a number of things after hikes from back home in Virginia.
[50:54.470 --> 50:59.470]  I grew up in Virginia and some hikes in Oregon, things along those lines.
[50:59.470 --> 51:01.470]  But those are my two my first two crosses.
[51:03.470 --> 51:07.470]  Both in the both in the direction of gas for sure.
[51:07.470 --> 51:12.470]  They're crossed to a squirrel killer male. The squirrel killer was from Pollination Genetics.
[51:14.470 --> 51:18.470]  And the reason I liked him, the stem just absolutely reeked on this guy.
[51:18.470 --> 51:21.470]  And he was so vigorous in a one gallon pot.
[51:21.470 --> 51:26.470]  I, you know, I kept on having to clone him and cut him back and just had big old families on him.
[51:26.470 --> 51:30.470]  So I kept him around for a couple months and then finally ended up throwing him into flower.
[51:30.470 --> 51:35.470]  And he threw on big old flower sacks, you know, and he just dumped pollen all over the place.
[51:35.470 --> 51:37.470]  So, you know, for a first run, it was a lot of fun.
[51:39.470 --> 51:43.470]  And that's definitely kind of the beginning root of some of my strains.
[51:43.470 --> 51:49.470]  You know, Tibbet Knob is probably the first one that I can get into and kind of start talking about.
[51:50.470 --> 51:52.470]  That's the headband mom.
[51:52.470 --> 51:56.470]  I know I've got a decent amount of packs of those left, but not too awful much.
[51:56.470 --> 52:00.470]  I did some I selected a Tibbet Knob male recently and did some crosses with it.
[52:00.470 --> 52:04.470]  So I did make a Tibbet Knob F2 with after testing it.
[52:08.470 --> 52:14.470]  Sorry, I'm just to throw out real quick. Seeds are available on www.daga.com.
[52:14.470 --> 52:16.470]  Peter will throw it up.
[52:17.470 --> 52:25.470]  So just as he's going through this, if this strikes your fancy, maybe open a window and pop over there because it might go away.
[52:25.470 --> 52:27.470]  So I just want to throw that in there.
[52:29.470 --> 52:33.470]  We had some pre sales before we even went live.
[52:33.470 --> 52:36.470]  So all right. So we're going out of order. Totally fine.
[52:36.470 --> 52:40.470]  Let's start with you want to start with Tibbet Knob because I feel like you set the table.
[52:40.470 --> 52:42.470]  You got a lot of stuff going on.
[52:42.470 --> 52:45.470]  You got your hype man who hyped you up.
[52:45.470 --> 52:47.470]  You talked about your intent as a breeder.
[52:47.470 --> 52:51.470]  And now we're just going to go right down the line, starting with Tibbet Knob.
[52:51.470 --> 52:54.470]  So, yeah, talk about it.
[52:54.470 --> 52:59.470]  Yeah. So Tibbet Knob is first train of bread.
[52:59.470 --> 53:01.470]  She's you know, I just F2 her.
[53:01.470 --> 53:06.470]  So the whatever is left on on line in stock is all that there is of this one.
[53:06.470 --> 53:08.470]  Just super gassy girl.
[53:08.470 --> 53:16.470]  The one that I selected, I hunted one hundred and forty four seeds and I germinated about 18 females that kind of passed the initial test.
[53:16.470 --> 53:19.470]  So structure and stem rub and things along those lines.
[53:19.470 --> 53:23.470]  And they all they all did great for me.
[53:23.470 --> 53:31.470]  But the one that I ended up selecting number 12 had super tennis ball turps, just kind of like tennis balls and gassy girl.
[53:31.470 --> 53:35.470]  And fuel, you know, those are kind of the main notes that came out of it.
[53:35.470 --> 53:38.470]  There's some pics that he's throwing up up there.
[53:38.470 --> 53:40.470]  So she definitely chunks out pretty good.
[53:40.470 --> 53:47.470]  I'm definitely not a large yielder by any means, but definitely in the medium to average to above average level of things.
[53:47.470 --> 53:49.470]  But super gassy.
[53:49.470 --> 53:53.470]  Most phenotypes finished in 60 to 70 days.
[53:53.470 --> 53:57.470]  The one that I got was a female that was about a hundred and forty four.
[53:57.470 --> 54:00.470]  Phenotypes finished in 60 to 70 days.
[54:00.470 --> 54:08.470]  The one that I selected, number 12, I decided that she's going to run about, I think, typically 70 days where I would push her to.
[54:08.470 --> 54:15.470]  These pictures are actually taken at about day 60, 65, 66, I believe.
[54:15.470 --> 54:20.470]  So she's, you know, she stretches about two, two and a half times.
[54:20.470 --> 54:26.470]  If you top her a couple of times and veg, then she'll put out a good number of tops for you.
[54:26.470 --> 54:27.470]  That's the mama right there.
[54:27.470 --> 54:32.470]  And she she threw down some good weight out of that pot.
[54:32.470 --> 54:35.470]  Yeah. All about gas on that one.
[54:35.470 --> 54:47.470]  Quattamoc, they actually ran her out at their out at their farm and they had some one single phenotype that actually came out with some Jack Herrera notes to it.
[54:47.470 --> 54:51.470]  There's some spicy Jack way back in the squirrel killer lineage.
[54:51.470 --> 54:59.470]  And I had never had any come any of those notes come through, but they they had one come through that had that just telltale Jack Herrera smell to it.
[54:59.470 --> 55:06.470]  Couldn't can't mistake it. You know, it's one of those things where you can barely breed Jack Herrera out of something if you wanted to.
[55:06.470 --> 55:11.470]  So it's kind of surprised how how recessive it is in this in this cross.
[55:11.470 --> 55:15.470]  But super gassy. Yeah.
[55:15.470 --> 55:24.470]  Sixty to 70 days or so. And she's she's great for oil and for hash production.
[55:24.470 --> 55:29.470]  We did. My buddy made some bubble hash and some rosen out of some trim for me.
[55:29.470 --> 55:33.470]  And I think it was in the seven or 8 percent return, something along those lines.
[55:33.470 --> 55:38.470]  And I've had her come back over 20 percent yield on oil.
[55:38.470 --> 55:46.470]  Just had some actually tested from a facility in Oregon, I think, came back in the 27 percent THC range, something along those lines.
[55:46.470 --> 55:52.470]  And I've had her test 25 percent THC at another facility and then the five percent terpene range,
[55:52.470 --> 55:59.470]  which is what I'm more excited about, the fact that she's got those that big five percent terpene level on some phenoses.
[55:59.470 --> 56:03.470]  You know, that's what I'm looking for right there. And I did.
[56:03.470 --> 56:06.470]  I want someone to have a bag and not even need to open it.
[56:06.470 --> 56:09.470]  You know, just stinks up the room and someone pulls it out of their pocket kind of thing.
[56:09.470 --> 56:15.470]  So that that's kind of the main gist of of Tibbet Knob.
[56:15.470 --> 56:19.470]  Any other questions about or anything you have in your mind? Yeah.
[56:19.470 --> 56:24.470]  Hold on. So we will we'll come back to it.
[56:25.470 --> 56:30.470]  Since we're only one, we're only on number one.
[56:30.470 --> 56:44.470]  But out of all of your line that we have available, if you're thinking like New England and I mean, you know, I'd say Washington state kind of northern climates.
[56:44.470 --> 56:50.470]  Yeah, definitely. Sleeper hold is going to be way up on that list.
[56:50.470 --> 56:56.470]  That's the L.A. pure cush cross with the Adam Dunn Afghan cush.
[56:56.470 --> 57:04.470]  And that one is, you know, 50 to 55 day kind of indoor flower, like legitimately from flipping 1212.
[57:04.470 --> 57:08.470]  You'll start at something. Those are going to be finishing in less than eight weeks.
[57:08.470 --> 57:12.470]  And you'll you know, you'll definitely have some that will finish outdoors.
[57:12.470 --> 57:18.470]  Late September kind of thing. Blue Ridge eclipse. I believe there's still some of those in stock.
[57:18.470 --> 57:24.470]  If there are still some of those in stock, that is the only ones that are left in stock until I make enough to have it.
[57:24.470 --> 57:32.470]  Blue Ridge eclipse. I have heard the best success out of people out of any of my gear in Michigan.
[57:32.470 --> 57:42.470]  But he's got one little Johnny Gardens on Instagram and his his his finishes the third or fourth week of September.
[57:42.470 --> 57:59.470]  And then I have had some also finished in that Blue Ridge eclipse is that's truth tree, which is bred by Boneyard Genetics, which is I believe it's a Redwood cush cross is kind of escaping me right now.
[57:59.470 --> 58:04.470]  But it's truth tree crossed with Mandelbrot, Royal Cush seven crosses Redwood Cush.
[58:04.470 --> 58:10.470]  And then that's crossed to Tibbett Knob, a Tibbett Knob male that I'd selected out of Heroes of the Farm a couple of years ago.
[58:10.470 --> 58:21.470]  And that Blue Ridge eclipse it. I'll talk about it more later, I suppose. I don't even know if we've got pictures of it on here, but I would check that one out for sure as well.
[58:21.470 --> 58:28.470]  And then there's also a sit an offshoot of Blue Ridge eclipse called Big Schloss that's crossed with Black Lime Reserve.
[58:28.470 --> 58:38.470]  And that's another one that has those quick flower time. So of the three, I would say Sleeper Hold, Big Schloss and Blue Ridge eclipse are going to be the three the three biggest winners for that.
[58:38.470 --> 58:41.470]  So I think you touched on this.
[58:41.470 --> 58:42.470]  Go ahead.
[58:42.470 --> 58:53.470]  Just real quick. What soil medium are you growing and doing your selections in? You kind of touched on that just going in. I mean, it's soil, but if you want to elaborate.
[58:53.470 --> 58:59.470]  Yeah. So the base of my soil was Nectar for the Gods number four soil.
[58:59.470 --> 59:03.470]  And then I've I've been recycling that for probably three or four years.
[59:03.470 --> 59:09.470]  But I run a basic Kutz mix for the most part. I do use a couple Nectar for the Gods thing.
[59:09.470 --> 59:16.470]  I use their one shot product there. That's just kind of like their granular slow release organic fertilizer.
[59:16.470 --> 59:22.470]  I use that in veg. It's just it absolutely crushes plants. Just go crazy with it.
[59:22.470 --> 59:30.470]  But yeah, the Kutz mix is kind of my main thing. Kutz mix biochar, the homeboy Quatamoc, he got me way back in my game again.
[59:30.470 --> 59:37.470]  So I'm all about using the Kutz with biochar. I make my own Bokashi.
[59:37.470 --> 59:43.470]  A lot of times I use different ferments in my Bokashi. So I'll do like a comfrey Bokashi or like, you know,
[59:43.470 --> 59:49.470]  purslane Bokashi or, you know, things along those lines to have some different effects from it.
[59:49.470 --> 59:55.470]  And then all about doing the fermentation. So I do a lot of those fermentations.
[59:55.470 --> 59:58.470]  I don't have a property right now. I'm in the process of looking for a house.
[59:58.470 --> 01:00:02.470]  But back in Portland, I had comfrey planted all over. I lived right in Portland,
[01:00:02.470 --> 01:00:07.470]  but I had pretty much a whole permaculture set up at our property there where I had comfrey planted all over the place
[01:00:07.470 --> 01:00:12.470]  and used artichoke leaves for biomass, for compost and things along those lines.
[01:00:12.470 --> 01:00:18.470]  But I try and do as much as I can with what I have available.
[01:00:18.470 --> 01:00:22.470]  So staying on the Tibet knob, you see that one?
[01:00:22.470 --> 01:00:29.470]  Yep. Yeah. So there's a couple of different phenos. Some of them, there's a couple that are a little bit lankier.
[01:00:29.470 --> 01:00:33.470]  And oftentimes when you're flowering out, you'll see those earlier on.
[01:00:33.470 --> 01:00:36.470]  And they're typically my less desired phenotypes.
[01:00:36.470 --> 01:00:40.470]  They usually have a little bit lower terpene profile, the stretchier ones.
[01:00:40.470 --> 01:00:46.470]  And they do have a little bit of tendency towards that longer, skinnier, secondary growth.
[01:00:46.470 --> 01:00:55.470]  But then the other pheno that mimics a little bit more of the headband mom that she comes from is a little bit more stout.
[01:00:55.470 --> 01:01:00.470]  And so that pheno definitely has a much stronger branching structure.
[01:01:00.470 --> 01:01:05.470]  The number 12 that I selected, that's the flower there from her.
[01:01:05.470 --> 01:01:10.470]  She definitely needs staking just from the size of flowers that she put on.
[01:01:11.470 --> 01:01:16.470]  But put on a good size flower for the structure of the plant.
[01:01:16.470 --> 01:01:25.470]  I would say that typically in veg, I would top her a couple of times and then expect a two and a half time stretch, something along those lines.
[01:01:25.470 --> 01:01:32.470]  But there's a lot of phenos that have kind of minimal side branching and have larger, larger cola sets on them.
[01:01:32.470 --> 01:01:34.470]  And that's kind of what I'm looking for in them.
[01:01:34.470 --> 01:01:38.470]  And that's what I would recommend looking for when you're looking through the female side of things.
[01:01:38.470 --> 01:01:45.470]  If you're the kind of person that doesn't want to flower out everything and you're a little bit pickier about what you're going to put into flowers,
[01:01:45.470 --> 01:01:52.470]  then some of the stockier phenos are going to typically be a little bit gassier and have a little bit stronger nose on them.
[01:01:53.470 --> 01:02:05.400]  Okay. So that was the Tibbets.
[01:02:05.400 --> 01:02:08.400]  And is that one of your hikes in Virginia?
[01:02:08.400 --> 01:02:11.400]  Yeah, that's a hike back in Virginia.
[01:02:11.400 --> 01:02:16.400]  So it's a rock outcropping that overlooks West Virginia.
[01:02:16.400 --> 01:02:22.400]  It's the first place I ever smoked kind bud, the KB from back in the 90s.
[01:02:22.400 --> 01:02:32.400]  So I used to eat acid up there, get good and spun and smoke weed up on this rock outcropping that just overlooked all these beautiful rolling hills of the Appalachian Mountains.
[01:02:32.400 --> 01:02:35.400]  And so it has a close place in my heart for sure.
[01:02:35.400 --> 01:02:39.400]  It's one of those places that whenever I go back home, I do my best to make it up there.
[01:02:41.400 --> 01:02:48.400]  So going, getting back to alphabetical order, you ready for some Big Schloss?
[01:02:48.400 --> 01:02:50.400]  Sure. Yeah, for sure.
[01:02:50.400 --> 01:02:55.400]  So that actually kind of works out well. Big Schloss is the sister hike to Tibbet Knob.
[01:02:55.400 --> 01:03:01.400]  So it's just on the other side and the rock outcropping there actually overlooks the Virginia side of things.
[01:03:01.400 --> 01:03:06.400]  So it's kind of the hikes kind of go right along the ridge there, separate West Virginia from Virginia.
[01:03:06.400 --> 01:03:10.400]  And that's that's where I grew up in the Woodstock, Virginia area.
[01:03:10.400 --> 01:03:15.400]  So Big Schloss is one of those quicker flowering ones that I was describing.
[01:03:15.400 --> 01:03:20.400]  The mother to Big Schloss is Blue Ridge Eclipse. That's one of the ones that I've read as well.
[01:03:20.400 --> 01:03:25.400]  Blue Ridge Eclipse is truth tree across the Tibbet Knob.
[01:03:25.400 --> 01:03:34.400]  So I, I flowered a not a bunch, you know, four or five of the Blue Ridge Eclipse in my backyard.
[01:03:34.400 --> 01:03:44.400]  I think three years ago or so, two years ago. And they just stunk so loud, you know, just like hashy coffee, sour,
[01:03:44.400 --> 01:03:52.400]  you know, like fuely noses to them, but a lot of old school kind of hash and like coffee kind of notes to them.
[01:03:52.400 --> 01:03:56.400]  And she was finishing so damn fast. You know, I, I just kind of couldn't resist.
[01:03:56.400 --> 01:04:05.400]  But to pollinate her, my buddy, Riley Flood, who's Eclectic Elegance Genetics, had selected some black lime reserve males.
[01:04:05.400 --> 01:04:09.400]  He selected two males and he collected pollen from them.
[01:04:09.400 --> 01:04:13.400]  He was kind enough to share some of that pollen with me. And so I had a few different things with it.
[01:04:13.400 --> 01:04:21.400]  One of them, you know, kind of the one that I really wanted to do is the orange cookies cross we'll get to later on.
[01:04:21.400 --> 01:04:24.400]  Orange is the new black lime. But I had some extra pollen left over.
[01:04:24.400 --> 01:04:30.400]  And this this mother was, you know, was only a few weeks in the flowers that was just huge on it.
[01:04:30.400 --> 01:04:34.400]  It just stunk to high hell. I couldn't help but throw some pollen on it.
