[00:00.000 --> 00:04.680]  All right, everybody tell me if we are live in the chat
[33:40.200 --> 33:43.540]  Even if it is like the pheno hunt blend like you're stuck with that blend
[33:50.200 --> 33:52.200]  Fuckin beautiful dude beautiful
[33:52.680 --> 33:58.520]  So, uh, tell us some more about what it's like down there during the corona man. Has it been fucked up or
[33:58.520 --> 34:04.580]  Fucked up or it's more lax now. It's more lax. You still got to wear your mask in the stores
[34:07.320 --> 34:09.880]  It's it's more lax though like like the
[34:10.560 --> 34:17.900]  The the grocery stores like Target Walmart any big chain like that like you you would have to like like when it first started
[34:17.920 --> 34:23.900]  Well, like let me give you the story of Corona for starters Corona was hitting the news and and people were like, yeah
[34:23.900 --> 34:26.940]  Yeah, whatever Corona. I still got to make it to Barcelona
[34:26.940 --> 34:31.580]  My wife's like don't go to Barcelona stupid. You're gonna get stuck over there. You're gonna get stuck
[34:31.580 --> 34:37.700]  I'm like nah, nah Corona man Corona smarona and fucking I fucking fly out to Barcelona
[34:38.220 --> 34:39.300]  I
[34:39.300 --> 34:44.740]  Stay there for like 24 hours and then it's the next day and then we're at a martini bar in the middle of night
[34:44.740 --> 34:47.640]  And I don't know what fucking time it is in the States
[34:47.640 --> 34:51.940]  But my wife hits me up and she's all no no my buddy poetry of plants hits me up
[34:51.940 --> 34:55.180]  And he's like hey Edgar get the fuck out of Barcelona
[34:55.700 --> 34:59.540]  Trump's about to close the borders. I'm like what the fuck and I call my wife on my baby
[35:03.060 --> 35:05.340]  And then like somehow some way dude
[35:05.740 --> 35:11.100]  Her buddy that I never like not that I never want her on the phone with but her buddy that she's always on the phone
[35:11.100 --> 35:15.540]  With and I'm like get off the phone with her. You're always on the phone with her. She found me a ticket
[35:15.740 --> 35:20.460]  So fucking shout out her that she's like, so go ahead talk to her all you want
[35:21.460 --> 35:22.660]  For
[35:22.660 --> 35:24.620]  $900 to escape Barcelona
[35:24.620 --> 35:28.500]  I was the first person at the fucking airport in Barcelona or one of the first
[35:28.620 --> 35:31.780]  As soon as I get there people just start coming in to stooge stooge
[35:31.780 --> 35:36.340]  All my friends are like you're crazy. You're crazy. You're like it's gonna be fun. It's gonna be fine
[35:36.500 --> 35:38.900]  They try to come like the next day
[35:38.900 --> 35:39.220]  No
[35:39.220 --> 35:45.280]  They had to wait till the day that they were scheduled to leave if they were even able to leave that day
[35:45.280 --> 35:49.220]  So I was like, haha motherfuckers like I'm over here overreacting now
[35:49.220 --> 35:55.060]  I'm the only motherfucker that made it home. So I make it home and sure enough. I make it home. I got my wife and
[35:56.180 --> 35:58.180]  She's like pregnant is fun
[35:59.860 --> 36:05.460]  Freaking I managed to make it to the stores and be crazy with everybody else during the panic and you know
[36:05.460 --> 36:08.300]  Rack up on you know, whatever we need not too crazy
[36:08.300 --> 36:09.860]  I wasn't that crazy, but I'm you know
[36:09.860 --> 36:10.700]  I you know
[36:10.700 --> 36:15.340]  You got to be a little bit crazy with them and get your piece just enough because or else we would have been
[36:15.540 --> 36:17.940]  Toilet paperless waterless, etc
[36:17.940 --> 36:24.100]  So we got our whatever we needed worth and I made it back right on time when they hit so it was crazy when it
[36:24.100 --> 36:28.100]  Hit and then shit started chilling out. We're stuck at home. I thought I had the fucking Corona
[36:28.100 --> 36:32.740]  I probably did but I didn't sleep for like 24 hours and I smelt like dog shit
[36:32.740 --> 36:34.900]  Like when my wife picked me up from LAX
[36:34.900 --> 36:39.360]  I smelt terrible because I was on the plane for like 18 hours or some shit
[36:39.360 --> 36:45.020]  I forgot plus not sleeping plus being scared sweating running through the airport and shit sleeping at the airport
[36:45.020 --> 36:47.020]  All types of shit. So
[36:47.180 --> 36:52.300]  Corona was crazy at first now it's lax like you can go to the store on weekends
[36:52.300 --> 36:55.620]  Sometimes you still got to wait in the line to get into like Best Buy and stuff
[36:55.620 --> 37:01.500]  But it totally fucked up everything honestly, like we can't just go to a restaurant now. You got to sit outside
[37:01.500 --> 37:06.340]  You got to make a reservation like like we live in a weird fucking time, man
[37:07.420 --> 37:14.260]  Yeah, and it's especially prevalent in the cities the urban guys. You guys had a much tougher time with us
[37:14.980 --> 37:22.700]  You know, I'm up I'm up in kind of suburbia. So it wasn't it wasn't as crazy here. They never really shut the beaches down
[37:22.700 --> 37:25.980]  Yeah, we ran out of toilet paper water paper towels all that shit
[37:26.660 --> 37:32.280]  But fortunately we had like you, you know enough to get through it until until the shit came back on the market
[37:32.940 --> 37:34.380]  Yeah, I was a similar situation
[37:34.380 --> 37:41.620]  I mean my babe Pauline and I left, New Mexico to move out here to Oxnard and we literally got here
[37:41.820 --> 37:45.900]  Fucking two days later man, everything shut down and it got really fucking weird and
[37:46.900 --> 37:51.260]  You know, we were just trying to like figure out like what is all this shit going on man?
[37:51.580 --> 37:55.780]  So yeah, I'm glad you were safe through all that because it definitely got fucked up
[37:56.380 --> 37:58.380]  in a big way
[37:58.660 --> 38:02.900]  Yeah, and then my son has to you know, fucking no more school dog
[38:02.900 --> 38:08.940]  Like you gotta you're stuck on the computer dog. You need to wear pants. No more. You could wear underwear all day. Fuck it
[38:12.580 --> 38:14.580]  Me too, I need wearing pants right now
[38:17.300 --> 38:22.500]  So did you keep did you keep breeding and growing through all this or did you hunker down into the house I
[38:23.260 --> 38:28.300]  Stepped it up 20 notches. You know how everybody started getting livestock making their own chickens and shit
[38:28.300 --> 38:32.060]  Well, I freaking I had a vegetable garden. I had everything man
[38:32.060 --> 38:38.420]  I might well at least I was you know, putting stuff in the ground. I built four more beds. I only have one I
[38:39.220 --> 38:41.220]  Really stepped it up
[38:41.620 --> 38:45.100]  Nice, so you took advantage of the time. That's that's fucking awesome, bro
[38:45.140 --> 38:51.840]  Yeah, I grew up a lot during this pandemic like I had like like, you know the joke from South Park
[38:51.840 --> 38:56.940]  I don't know if you guys watched it, but he had the pandemic special. Well, I had a pandemic special too when it dropped
[39:00.300 --> 39:03.540]  Yeah, I feel the same way man I got to play with did you see the quick
[39:05.060 --> 39:09.700]  Go ahead Peter. Did you see the question about the shop kind of an update on?
[39:10.300 --> 39:12.300]  Is it open when's it opening?
[39:13.340 --> 39:15.340]  What are you carrying?
[39:15.380 --> 39:17.980]  Give or take I'm selling merchandise 60 days
[39:17.980 --> 39:24.300]  So designer t-shirts like I really went to like a private designer that does like celebrity clothing
[39:24.300 --> 39:27.380]  They only have one store on Sunset Boulevard. Like I'm making some
[39:28.020 --> 39:33.660]  Fucking dope shit. That'll make you feel like like people already buy these t-shirts for a good penny
[39:33.660 --> 39:36.020]  Well now I'm gonna make it worth that shit
[39:36.020 --> 39:40.220]  Like people really invested in it to get it to where they can rock it and be like fuck
[39:40.220 --> 39:42.220]  Yeah, this is like a real brand now, you know
[39:43.900 --> 39:45.540]  Are you selling
[39:45.540 --> 39:47.540]  cannabis related products to or just
[39:47.940 --> 39:49.940]  Gear just gear
[39:50.340 --> 39:51.660]  nice
[39:51.660 --> 39:56.740]  We're gonna I'm aiming for you know, Fairfax vibes. I'm aiming for supreme vibes
[39:56.740 --> 40:02.580]  I'm aiming for people lining up to go by the t-shirt and the art on it because I got an eye for art too
[40:02.580 --> 40:06.060]  Like I'm I like seeds too, but I'm very artsy as well
[40:08.100 --> 40:12.740]  Did you ever have fish as a kid maybe maybe
[40:15.420 --> 40:20.740]  It's just funny man a lot of artsy cannabis related people had fished when they were growing up
[40:20.740 --> 40:24.260]  So I always like to ask that question like fish my son has fish I have
[40:26.580 --> 40:29.220]  I knew it dude. I fucking knew it. Yeah
[40:29.340 --> 40:33.860]  So Brian you've been awful quiet back there brother I got muted
[40:38.380 --> 40:40.380]  Yeah for the echo
[40:40.860 --> 40:44.700]  Yeah, we have we're still working on that audio man, but we bought everything
[40:45.220 --> 40:48.860]  So we'll be able to fix up the studio with the foam and all that kind of stuff
[40:48.860 --> 40:52.820]  But I've enjoyed the conversation. I know that a lot of the viewers
[40:53.540 --> 40:56.420]  Edgar they really want to learn more about your breeding process
[40:56.420 --> 41:00.500]  You know you do your own thing you're more of a you know, you don't write anything down
[41:00.500 --> 41:03.700]  It's just moving along and it seems like that's what works for you
[41:04.740 --> 41:08.580]  It seems like almost in everything everything in your life. I'm sure you didn't really have a plan for Instagram
[41:08.580 --> 41:12.980]  It just seems like you put stuff together. You're putting out content and now you put together a
[41:13.500 --> 41:16.820]  Seat company for yourself and you have a you know to me
[41:16.820 --> 41:21.700]  I've always said you know that you're on to something especially when I saw the Jumbo Boys when people going out of their way to
[41:21.700 --> 41:23.700]  Buy the t-shirts buy the merch
[41:23.980 --> 41:29.340]  To rep that brand because it meant something to the consumer and now I see that for you man
[41:29.620 --> 41:33.540]  People buying the t-shirts people wanting to be representing your your brand
[41:33.740 --> 41:38.700]  Which is pretty cool and hats off to you man for being able to build that in two three years
[41:38.900 --> 41:45.300]  Yeah, man freakin. I just love the weed and the weed loves me apparently fuck it. Let's do it
[41:47.180 --> 41:49.180]  And as far as breeding you want to know what I'm talking about
[41:49.700 --> 41:56.860]  And as far as breeding you want to talk about breeding I like to find like a last run was a
[41:57.780 --> 42:02.540]  F2 Wilson now that I found and he's fucking huge everybody's seen pictures of them
[42:02.540 --> 42:04.140]  And I have him in
[42:04.140 --> 42:09.340]  Veggie form I have them in clone form so I can go make a real back cross so everybody can be like oh
[42:09.340 --> 42:13.900]  He's serious now, so that's what I'm doing now. Just so everybody knows. What's my approach?
[42:13.900 --> 42:17.340]  My approach is to make a real back cross not a
[42:17.940 --> 42:24.100]  In-cross or whatever the fuck you call it when it's crossed to a whole different parent from like the same generation etc, but uh
[42:25.180 --> 42:31.700]  I'm gonna go make a real in cross from a male that I selected and cross it back to the f1 stock and
[42:32.340 --> 42:35.420]  Should I'll go as far as you know I got more time now
[42:35.420 --> 42:39.580]  And and and you know you grow up, and you learn things and I watched a couple
[42:40.100 --> 42:46.260]  Breeding things like you think you know everything till you go back, and you dive in the books, and you're like I'm a fucking asshole man
[42:46.260 --> 42:50.540]  I'm over here thinking I know everything you know what you know and you fucking only know that
[42:50.620 --> 42:55.380]  So I went back and I went back to like I like I watched some mean gene videos
[42:55.380 --> 42:57.940]  And I was like fuck I'm an asshole like I never
[42:58.300 --> 43:02.420]  Put it in perspective like that like when he's talking about how the red leaves
[43:02.780 --> 43:06.460]  Anything that had a red leaf had a sweeter nose and anything that was greener
[43:07.100 --> 43:13.260]  Green was more pungent like I never I'm just like fuck it. You know grow it. Oh, that's cool nice
[43:13.260 --> 43:20.020]  That smells like oranges make it across or you know that's for everything, but uh I will go in and and freakin
[43:20.540 --> 43:26.160]  You know give it my best shot. There's a lot of time, and I'm 28 man. I got 100 years ahead of me
[43:26.160 --> 43:30.940]  I'll make a I'm making a back cross. I've done it f2. I've done it f3
[43:31.340 --> 43:35.940]  Freakin and like I said man. You're damned if you do you're damned if you don't do a little bit of everything
[43:39.700 --> 43:43.380]  So what's your eye on when you're making your male selections?
[43:45.980 --> 43:47.700]  You know
[43:47.700 --> 43:50.780]  Big I like big big is always better with the males
[43:50.780 --> 43:54.980]  I like the stem rum whoever has this close to stem rope any runs get thrown out
[43:56.740 --> 44:01.340]  Whoever stacks more as far as males are concerned and even as far as a
[44:02.180 --> 44:03.340]  freakin
[44:03.340 --> 44:07.020]  How they're how early they show pollen sacks and shit like that so I
[44:07.580 --> 44:15.140]  Like to choose big shit big males stinkier mouths usually they show they choose you they're like hey, I'm right here fool
[44:15.140 --> 44:17.140]  What are you doing like it came with me?
[44:17.380 --> 44:19.380]  Just to be on some spiritual shit
[44:20.980 --> 44:25.860]  Yeah, I love it you're focused on the intuition that's beautiful brother as beautiful
[44:26.460 --> 44:32.900]  Do you look at the thickness of the stock when it hits the root ball too is that is that important for a structure?
[44:33.340 --> 44:37.140]  I'd be lying if I said anything like that. I'd be lying. I'd be lying
[44:37.780 --> 44:40.520]  Yeah, it's one of those things that you know I've picked up
[44:41.500 --> 44:49.220]  some of these guys really like to look at you know the structural support of the plant and the root ball to determine you know
[44:49.220 --> 44:51.220]  Hey, this is going to be a fast eater
[44:51.860 --> 44:53.860]  And support a heavy canopy
[44:53.900 --> 45:00.220]  You know you know some of those plants that just kind of start bending over when they get stacked and so that's why I asked
[45:00.220 --> 45:01.980]  I'm a structural guy
[45:01.980 --> 45:04.420]  That's new to me. That's that's gangster, man
[45:04.420 --> 45:11.220]  I never put that in perspective a fat root ball can keep up a plant better. That's dope man. I'll keep my eye out for that
[45:11.940 --> 45:13.940]  yeah, and it also provides a
[45:14.420 --> 45:19.980]  more surface area to harvest nutrients so that you know that root ball is an indication of
[45:20.180 --> 45:23.720]  The potential that it could could make up over time
[45:24.500 --> 45:28.740]  No, no, no, man. Thanks for that tip. Yeah. Yeah, all good, bro
[45:29.700 --> 45:31.700]  Glad I could drop something on you
[45:32.900 --> 45:38.100]  We only know what we know gee I'm freaking I just know how to make freaking a bunch of seeds
[45:39.780 --> 45:44.300]  Yeah, it's great that you brought up mean gene, man. I'm dying to rap with that boy
[45:44.300 --> 45:49.140]  I mean he's been he's done some like huge pheno huts up in humble
[45:50.100 --> 45:57.740]  You know and I've always wondered like how far did he actually go you know chasing chasing these plants to find proper
[45:58.500 --> 46:04.340]  Mating partners and so hopefully some point we'll get him on the show and we can we can deep dive down about you know
[46:04.340 --> 46:09.260]  How big of a sift that he was actually working on or has been working on you know cool shit?
[46:09.260 --> 46:14.300]  I I think he he were trying to lock in something I
[46:15.180 --> 46:17.900]  think either Friday or Saturday night, but uh
[46:19.500 --> 46:23.580]  Nice nice yeah, he's a great cat met him a couple times
[46:24.580 --> 46:28.540]  Just a real honest, you know good soul so great vibe to him
[46:30.380 --> 46:34.300]  Yeah mean jeans dope man, he's a triple OG quadruple OG
[46:35.860 --> 46:37.860]  Amen amen
[46:41.460 --> 46:46.520]  Just I just want to pack a black lime reserve in an auction for 1,500 man
[46:46.520 --> 46:49.300]  I'm about to cross that bitch to listen. Let's do it, baby
[46:53.580 --> 46:58.460]  That was well that was gonna be one of my next questions what what's exciting you and it sounds like
[46:59.060 --> 47:05.220]  I just won that BLR, and I think they're they're gonna send me some chem 91 Williams wonder
[47:05.220 --> 47:10.680]  I know all you food love that type of shit, and I love it too. I fucking cam heavy, so I'm fucking
[47:10.680 --> 47:12.560]  I'm stoked for those beans, too
[47:12.560 --> 47:13.820]  There's only so much shit
[47:13.820 --> 47:19.100]  I'm stoked on and it's those three things that I've named so far in the thing is the Mac V to
[47:19.580 --> 47:23.860]  The the GMO where GMO was found which is chem cookies and
[47:24.380 --> 47:30.100]  And and the shit that I'm waiting for the BLR and that Williams wonder stuff, which is for you
[47:32.380 --> 47:34.740]  Do you see that already working on my gear I
[47:35.260 --> 47:36.580]  Already worked karma gear
[47:36.580 --> 47:37.940]  I actually
[47:37.940 --> 47:45.140]  Was one of the people that went to Spain and met up with karma to get that seed stock for the United States for the
[47:45.140 --> 47:49.340]  Speakeasy drop I was one of the people that went there to grab that seed stock
[47:49.460 --> 47:54.940]  You know physical seed stock for the people so you know if you guys want some background
[47:54.940 --> 47:58.040]  You know behind the scene shit. That's some shit that you know
[47:58.620 --> 48:00.620]  You know we went out of our way to do
[48:02.100 --> 48:06.380]  So you got some family over there in Spain, or you know what's I'm connect
[48:06.540 --> 48:11.940]  I'm just I just freakin I got people that like Masonic seeds in Spain
[48:11.940 --> 48:16.060]  So I gave it my best shot and actually went to Spain in
[48:17.740 --> 48:20.060]  2018 or 2019 when did I first go to Spain?
[48:20.060 --> 48:21.060]  I don't know
[48:21.060 --> 48:25.220]  But I've been to Spain like prior to and I was like working at right age still and my boss is like what do you?
[48:25.220 --> 48:30.420]  Mean you're going to Spain and then freaking like three weeks later. I'm like I need to go to Spain again
[48:30.460 --> 48:35.140]  He's like what the fuck you work at righty dude like how are you going to Spain so much?
[48:35.140 --> 48:37.740]  I don't know man. I just I sell t-shirts
[48:38.900 --> 48:40.900]  Freaking next to you know like I got a good
[48:42.340 --> 48:46.740]  Like I speak Spanish too, but I'm Mexican so I can like you know they I
[48:47.620 --> 48:51.620]  Know a lot of cafe owners and stuff in Spain. I've been to Spanabus
[48:52.540 --> 48:54.540]  before freakin
[48:54.540 --> 48:59.860]  Like Spain fucks with Masonic. That's pretty much the name South Africa fucks with Masonic, too
[48:59.900 --> 49:04.940]  Like there's like some pockets of people that really fuck with the seeds heavy because I you know
[49:05.260 --> 49:07.260]  Went out of my way to say what's up to them?
[49:07.420 --> 49:11.660]  Who would you like to work with that you haven't worked with yet shit
[49:13.260 --> 49:16.340]  Well you know I'm I do all the force collapse so I've
[49:17.220 --> 49:19.820]  In essence worked with a lot of people's gear
[49:20.340 --> 49:24.020]  But like actually work with somebody work work with somebody
[49:24.780 --> 49:26.780]  shit, man
[49:26.820 --> 49:31.660]  Who do I think is like the fucking the seed guy who's the seed guy to me?
[49:32.540 --> 49:34.540]  shit, man
[49:34.540 --> 49:39.820]  It'd probably be you know mean gene he he he talks a big lot and not like in the bad way
[49:39.820 --> 49:45.420]  But like I look at him like he's the guy you probably want to go talk to so it'd probably be that motherfucker
[49:47.740 --> 49:49.740]  Oh, yeah
[49:50.860 --> 49:55.540]  So tell us a little bit about South Africa, well, how did you end up landing there, man?
[49:55.540 --> 50:00.540]  I didn't land there my seeds made it there, and they fucking love South Africa, man
[50:00.540 --> 50:03.140]  Like coming up in the scene. I was like fuck it
[50:03.140 --> 50:08.060]  I just sent like a lot of seeds over there for free and I sent them to the right guy
[50:08.220 --> 50:13.300]  Because he gave them all out for free so like a hundred people ended up with seeds in South Africa
[50:13.820 --> 50:15.300]  for free
[50:15.300 --> 50:17.300]  Which is fucking dope you know that's like?
[50:18.020 --> 50:23.660]  It was good. I didn't I did it on a whim. I was like here dude like whatever here are these seeds
[50:23.660 --> 50:29.660]  He's like Masonic. I'm gonna. I'm gonna I'm gonna I'm gonna I'm gonna I'm gonna I'm gonna I'm gonna I'm gonna
[50:29.780 --> 50:35.820]  I'm gonna put your name out there. I'm gonna and fucking next you know freaking I have a freaking mural of
[50:36.940 --> 50:44.020]  Cape Town South Africa in my son's room they sent me a pipe they sent me aloe vera seeds. They sent me all types of shit
[50:44.020 --> 50:46.020]  It's beautiful
[50:47.380 --> 50:54.820]  Like you're starting to make a name for yourself on is trading your seats for it seemed like practically almost anything man comic books
[50:55.140 --> 50:56.980]  glass pipes
[50:56.980 --> 50:58.980]  Kind of
[50:58.980 --> 51:03.900]  All day, baby some people don't have money man some people don't want to spend money
[51:03.980 --> 51:10.500]  But some people got a lot of extra shit that you might want that they don't want and and dude is that is that?
[51:10.500 --> 51:12.500]  How you got a bunch of shit?
[51:16.860 --> 51:21.100]  Did you see the question the story of how you name Wilson oh
[51:21.860 --> 51:23.860]  Oh
[51:24.060 --> 51:28.020]  They're asking me how did I name Wilson yeah, I didn't name Wilson
[51:30.100 --> 51:34.660]  Only name Wilson it's a play on castaway castaway is banana og papaya
[51:34.860 --> 51:41.620]  So he just played on that term which is like if you smoke castaway before like that's banana og papaya so
[51:42.180 --> 51:47.580]  Castaway times Tropicana f2 is just a play on the word still so it turned into Wilson
[51:47.580 --> 51:51.220]  Nice yeah, he ran with that at the endo expo
[51:51.220 --> 51:57.020]  He had a buddy of yours or somebody is walking around with Wilson with the red hand and everything
[51:57.540 --> 52:04.100]  So well people I had my buddy put on a Wilson inflatable ball and walk around and get free seat
[52:04.860 --> 52:07.900]  And then I had people paint their face like Wilson
[52:12.580 --> 52:14.580]  Nice nice
[52:14.980 --> 52:20.860]  Nice all right, I got I got a wild one off the cuff you feed your chickens any of your seeds
[52:22.300 --> 52:24.300]  They eat everything man
[52:25.660 --> 52:31.520]  Dude the birds man this season the birds got me hard my wife's like oh look at the cute birds outside
[52:31.540 --> 52:37.180]  I'm all like that's why my fucking seeds are I'm over here thinking like I have a like a rat
[52:37.540 --> 52:42.180]  Infestation like I'm scared like I'm like oh, that's nasty like there's a rat out here
[52:42.220 --> 52:49.780]  No these birds are going to town on the fucking nugs in the air like leaving them like like a whole nug like just
[52:50.420 --> 52:55.660]  Bear like all you see is like the seed pocket where it should have been at fucking birds man
[52:55.660 --> 52:58.820]  They suck and they're like orange chested birds. They're like some smart birds
[52:58.900 --> 53:02.300]  They're not like any given bird and there's a bunch of them
[53:02.300 --> 53:05.060]  They now there's no more shit because I already harvested everything
[53:05.260 --> 53:11.960]  But when this whole fucking place was full those motherfuckers were going to town on specific plants too like there's some
[53:12.180 --> 53:16.100]  Plants that they couldn't stand like the ones that were more healthy I'd imagine
[53:17.580 --> 53:21.380]  Well you never know hey, they may be spreading those seeds all over the place dude
[53:27.620 --> 53:32.280]  Volunteer rogue fucking Wilson's I'm sorry ahead of time everybody
[53:35.580 --> 53:39.220]  Hey one your fault the birds are the ones that did the work man fucking birds
[53:39.220 --> 53:42.580]  Be interesting to find out what type they were I'll find out
[53:44.580 --> 53:46.580]  People are trying to help you out oh
[53:48.180 --> 53:52.420]  Dude, that's thank you, and you know you're it's funny
[53:52.420 --> 53:55.060]  You say that because I went to go visit acre farm
[53:55.060 --> 54:01.300]  And I'm like why what's up with all this fucking party tape like on top of the hoops you know on the one acre farm
[54:01.300 --> 54:06.660]  So thank you, man. I figured it had to do something with keeping past away my G. Thank you very much
[54:06.660 --> 54:11.300]  Thank you very much, but you you solidified it for me. Thank you so much. I appreciate you
[54:13.940 --> 54:19.100]  Yeah, someone said we're gonna shit Compton land-raised seeds all over LA
[54:20.620 --> 54:22.620]  Hell yeah
[54:23.180 --> 54:28.580]  That's the way it used to work till we got all fucking crazy right wild hemp was everywhere
[54:29.180 --> 54:34.660]  So so what what's the relationship with jungle boys because you had posted a while back a bunch of?
[54:34.780 --> 54:37.260]  Jungle boys related stuff
[54:38.780 --> 54:45.660]  Yeah, man, we talked breeding man. I'm actually part of like some you know like breeding program that
[54:46.300 --> 54:50.100]  It's not like we don't sit down in a room or nothing
[54:50.100 --> 54:55.460]  But we do we do talk to each other about breeding and I don't know much like I don't know no root ball type
[54:55.460 --> 54:57.460]  But like I know what I know
[54:58.420 --> 55:00.420]  The root balls the stomach man
[55:03.780 --> 55:05.780]  I'm just I like I like
[55:13.300 --> 55:16.380]  Yeah, but yeah, man shout out I work with jungle boys I
[55:17.260 --> 55:21.060]  Work with people keep asking me that I work for no I work with jungle boys
[55:22.500 --> 55:24.500]  It's different
[55:24.820 --> 55:26.820]  It's different
[55:28.020 --> 55:30.020]  It's very different
[55:32.370 --> 55:34.530]  Thank You Sun grown I appreciate that
[55:38.350 --> 55:40.350]  So what is your work week like are you?
[55:40.630 --> 55:47.310]  You know chilling most of the time and in the shops or you you know homebody being you know dad and all that or
[55:49.310 --> 55:53.950]  Mondays is crunch day. I like to handle most of lingering things on Monday
[55:53.950 --> 55:57.910]  I have workers that do stuff for me like I have people that water for me
[55:58.510 --> 56:01.110]  People that handle all the logistics for me
[56:02.110 --> 56:03.190]  I
[56:03.190 --> 56:07.550]  Have a daughter. She's like four months, so I like to be with her most of the time
[56:09.670 --> 56:11.670]  Instagram is a whole job within itself
[56:12.470 --> 56:16.430]  Content is a whole job within itself. I used to do it for nothing now
[56:16.430 --> 56:21.350]  It's for a reason like every time I answer the hundred messages in my phone
[56:21.350 --> 56:22.510]  It'll take me like an hour
[56:22.510 --> 56:27.710]  Maybe maybe less to get all those mentions and everything going and that's every day so every day
[56:27.710 --> 56:32.710]  I have to fuck up my hands pretty much and and and it beats breaking rocks, though
[56:32.710 --> 56:35.790]  You know what I mean, so I'm very thankful for that job
[56:36.670 --> 56:37.950]  and
[56:37.950 --> 56:39.150]  just
[56:39.150 --> 56:43.270]  You know being creative man thinking of cool things to put on t-shirts
[56:43.270 --> 56:51.190]  You know hollering at people getting seeds, but that's not a work week. That's just what my job consists of but yeah, man freakin
[56:51.990 --> 56:57.590]  It's more of like arm leg head. You know I'm the head of the operation, but I can be
[56:57.750 --> 57:00.150]  the whole body sometimes if I really need to
[57:01.750 --> 57:06.910]  Cuz that's how it started she's you know freaking right-hand lady over here. She she
[57:07.470 --> 57:12.790]  She's actually the the smart funny shit like I just jack her jokes and Sam louder most of the time
[57:13.110 --> 57:15.110]  We yeah shout out my wife
[57:16.110 --> 57:20.150]  There you go good man. Yeah, you know that keeping up with Instagram can be tough
[57:20.630 --> 57:24.230]  If you don't answer right away people get all you know Haiti on you
[57:24.670 --> 57:30.550]  You know it's managing that can be difficult like I don't have the time to spend two hours or an hour a day
[57:30.910 --> 57:36.470]  You know hitting everybody back. I try to get to as many people as I can but you know trust me peeps
[57:36.470 --> 57:41.230]  I'm not hating on you. I'm not disrespecting you. It's just it's tough to take that time
[57:41.750 --> 57:43.950]  to keep up with the pace of the shit, but
[57:44.550 --> 57:48.190]  You know hopefully some point. I'll get someone more techie than I am that can help me
[57:49.470 --> 57:52.390]  Hey, it takes a village to get that shit going man
[57:53.390 --> 57:59.270]  Got to find the right people I luckily have family members that work for me, so you know thank God for that
[58:05.410 --> 58:07.410]  So Brian
[58:08.330 --> 58:16.090]  You had mentioned Nelson before so can you poetry of plans so can you talk about kind of some of the people that
[58:17.250 --> 58:22.510]  like that you learn from or you collaborate with or talk shop with and kind of like
[58:23.270 --> 58:29.490]  Some lessons you know you said you're learning new things and kind of what are some of the more recent things you've learned
[58:31.630 --> 58:33.950]  Nelson's the man with the plan man Nelson
[58:33.950 --> 58:39.570]  You know like there's people that I listen to and and there's people that when I'm fucking up
[58:39.570 --> 58:45.470]  They'll call me right away be like hey, you're fucking up, and he's one of those guys. You know what I mean I I
[58:46.470 --> 58:53.710]  Listen to Nelson and there's probably like three people like that in my life, but he's one of the three so shout out Nelson
[58:53.710 --> 58:55.430]  He's a really nice
[58:55.430 --> 59:00.750]  Upstanding dude very you know blunt too, so shout out that food
[59:02.110 --> 59:03.750]  Was he able to reach out to you?
[59:03.750 --> 59:08.750]  I know that you were pretty vocal on your Instagram about the one night where you got pretty drunk and
[59:09.750 --> 59:11.350]  Yeah
[59:11.350 --> 59:16.350]  Forced you to kind of the next morning kind of wake up and be like holy shit. Yeah, man
[59:16.350 --> 59:18.190]  I haven't drank since that day, bro
[59:18.190 --> 59:23.070]  I've been sober since that day well not sober, but I haven't drank a lick of alcohol since that day
[59:23.070 --> 59:28.950]  I really reflected on that day was a wake-up call it beats getting in a car accident or fighting at a bar
[59:29.670 --> 59:33.990]  You know so thank God it was that and not fucking
[59:34.630 --> 59:37.510]  Something worse man, and Nelson was like hey
[59:38.750 --> 59:40.750]  You need help
[59:43.910 --> 59:47.310]  He's like no you need help like professional help I was like nah I got it
[59:47.310 --> 59:49.350]  I got it, and I figured it out
[59:49.350 --> 59:54.510]  It was you know it was kind of like I put myself on the line because if like I had a lot of people to
[59:54.510 --> 01:00:00.390]  Impress at that point you know Instagram. I'm like okay. I'm going I'm gonna stop drinking guys like if I would have went right back
[01:00:00.390 --> 01:00:04.730]  To drinking four days later. You're scumbag. I'm like 60 days right now. I don't even feel like
[01:00:05.330 --> 01:00:07.450]  Good for you, man, yeah
[01:00:09.130 --> 01:00:16.090]  Yeah, I think you know people want to see in my opinion the real people also want to see people succeed and come from
[01:00:16.090 --> 01:00:17.450]  Nothing and make something of themselves
[01:00:17.450 --> 01:00:22.090]  I know the majority of people on the internet want to see people bleed and they love to see that
[01:00:22.890 --> 01:00:26.410]  Blood in the water, but for some of us out there. We want to see people succeed
[01:00:26.650 --> 01:00:32.370]  That's really the whole goal of this show too is just to to put other people on so that we can have an intelligent conversation
[01:00:32.690 --> 01:00:38.290]  And today, I'm really excited to the you've almost been like a mystery. I feel like for some people out there
[01:00:38.410 --> 01:00:44.050]  You know there's so many people that you know you've been on the scene for what two years and all of a sudden everybody knows
[01:00:44.050 --> 01:00:47.450]  Your life it seems like so that was one of the reasons why I reached out to you
[01:00:47.450 --> 01:00:52.930]  But it's because I think people deserve to hear you know what you're about and the fact that you know from the from
