[00:00.000 --> 00:02.560]  Oh, we're here we're in here now cool
[25:45.200 --> 25:49.760]  Sure end of the day, but uh there people do care. I give a fuck, you know
[25:49.760 --> 25:53.000]  I'm and breeder. What's the difference between a breeder and a pollen chugger?
[25:53.520 --> 25:57.920]  I think is knowledge knowledge pollen chuggers are usually
[25:58.280 --> 26:00.280]  they see money signs I like to think and
[26:01.560 --> 26:03.640]  They can be hobbyists too. Don't get me wrong
[26:04.280 --> 26:07.840]  But the breeder they're like more scientific method behind it
[26:07.840 --> 26:13.840]  You know that they might break out a chart and do some, you know, find the recessive trades, you know
[26:14.320 --> 26:16.680]  markers on what every leaf is in
[26:17.520 --> 26:22.920]  Like data points you collect as much as you can on turf profiles and noses and stuff like that
[26:22.920 --> 26:24.960]  But you can be a pollen chugger and still do that stuff, too
[26:25.080 --> 26:32.120]  But you know, it's like you're actually so breeders actually are Fino hunters, I think that's the biggest part to you Fino and genotype
[26:33.600 --> 26:38.640]  You know hunting goes on and you basically have to go through and get your nose on stuff
[26:38.640 --> 26:41.600]  You have to get dirty and then you use those things for future products
[26:41.600 --> 26:47.040]  And when you say, you know, you mean like and you know, you're not sure you're growing it in Arizona. You're growing it every no
[26:47.040 --> 26:50.600]  That's more like geo climatized. All right, that's good, too. That's what I'm working on
[26:51.360 --> 26:58.720]  Works different but G so basically genotype would be like the structure or the way the leaf sets are things that aren't gonna change
[26:59.240 --> 27:01.240]  so with phenotypical expression
[27:01.680 --> 27:08.400]  Phenotypical expression can be affected by nutrition and environment. Okay, so I could take the same cut as you
[27:08.760 --> 27:13.640]  Right. Yeah, and we could grow it at my house and we could grow it at your house. It's gonna express two different ways
[27:13.640 --> 27:19.000]  You're gonna get different phenotypical expression. Whereas the genotype could be exactly the same. So
[27:19.600 --> 27:22.140]  The basically the way they're like a freak show
[27:23.080 --> 27:28.760]  Freak show that's the genotype of that plant. Yeah that you see a visual expression
[27:28.760 --> 27:33.520]  It's easy to spot that. Yeah, but it could smell different and that would be the phenotype for sure
[27:33.680 --> 27:35.680]  For sure. That's that I was kind of
[27:36.280 --> 27:42.120]  Dabbling in that up. Like I said, I'm just a little old me. We figure out everything as we go totally and these are things
[27:42.920 --> 27:44.920]  You know
[27:44.920 --> 27:47.240]  Wait, actually before you read another one off
[27:47.240 --> 27:54.240]  I had one saved up because this is what I've been thinking about and do I see a Joe citing Joe get on camera
[27:54.800 --> 27:59.160]  There he is. Do you guys know you have an amazing hash maker right behind you?
[27:59.560 --> 28:03.560]  He was asking it. He's like is that Peter and it clearly says quiet on the set
[28:06.080 --> 28:12.360]  I'd not I told him to photobomb the or whatever you call this I video bomb the
[28:15.240 --> 28:19.400]  Here and he always kicks it with me on the weekends. Yeah for everyone watching that dude
[28:20.120 --> 28:23.400]  He can make some some good hash. Yeah, we got
[28:25.840 --> 28:27.320]  So
[28:27.320 --> 28:29.320]  there was a
[28:30.600 --> 28:35.440]  Yeah, sorry, so basically crossing autos with other stuff to kind of
[28:36.360 --> 28:41.560]  Make it sort of a fast finisher. So a trend you're seeing my partner Andrew
[28:41.560 --> 28:46.160]  We were working on some really strong sativa stuff. He is a he's breeding the
[28:47.280 --> 28:50.360]  Well, I'm not gonna say what he's breeding specifically as far as cultivar
[28:50.360 --> 28:55.600]  But he's taking a longer finishing sativa breeding it with some of my auto stuff that I've been working on
[28:55.680 --> 28:59.680]  So my stable lines and it's funny because that first generation right?
[28:59.680 --> 29:03.920]  So like your f1 from an auto they none of them express auto flower
[29:03.920 --> 29:06.760]  They but what it does is it shortens that flower time, right?
[29:06.760 --> 29:11.600]  So they trigger faster and they finish faster. And so then what you have to do is you have to take
[29:12.320 --> 29:15.800]  Something within that progeny and either put auto flower pollen on it again
[29:15.800 --> 29:20.920]  Or you have to cross it with several of the males because you need it from both parents
[29:20.920 --> 29:24.320]  So you have to have donor receiver both have to have that
[29:24.800 --> 29:31.320]  recessive trait for it to express auto flower and then from there on you start using 24 hours of light to do your selections because
[29:31.720 --> 29:35.480]  Whatever it is an auto flower you get rid of it. So I crossed a
[29:36.480 --> 29:40.520]  Photo to an auto I did some dazma Festo Sam squanch nice
[29:40.520 --> 29:47.600]  I did a creme de la creme and I did strawberry nugget and I crossed him to Wilson and the progeny did end up
[29:48.120 --> 29:53.720]  Finishing short up shorter. Yeah, and no auto traits. What's right? Did it capture the nose of it pretty well?
[29:53.720 --> 29:56.160]  It's good really good weed. It's awesome. Yeah
[29:56.800 --> 30:02.600]  Yeah, auto flowers are just getting so much better big ups to Mephisto. Daz, you know, he started with Mephisto
[30:02.600 --> 30:06.120]  He's doing his own thing with night owl now, but I'm a fist oh man those guys
[30:06.120 --> 30:12.760]  We wouldn't be here where we are with auto flowers without Mephisto, you know, Tim and Mitch and those guys they're just crush
[30:14.040 --> 30:16.040]  You know and I got a lot of respect for them
[30:16.160 --> 30:22.280]  You know, it's like we so before Mephisto the auto flowers were freaking. Hey, they smelled like hey
[30:22.620 --> 30:28.280]  They were missing chirps and they were dry. I mean some of them were okay, but they weren't what they are now
[30:28.280 --> 30:31.280]  We're talking about three foot plants. Some of them yield up to four ounces
[30:32.080 --> 30:38.000]  That are turpy that have very unique turpins that wash now my buddy captain planet
[30:38.000 --> 30:44.680]  He's breeding autos for hash out in Colorado and he's getting some good numbers back from these autos
[30:45.320 --> 30:49.760]  Yeah, pretty gnarly. I mean we've had stuff to test it. I had a 31% auto flower
[30:50.760 --> 30:56.040]  31% THC auto flower, which is the first of its kind that I know of I mean there may be someone else has done it
[30:56.040 --> 30:58.920]  But as far as I know 31% is the highest test
[30:59.920 --> 31:01.920]  Just
[31:01.920 --> 31:07.240]  Quickly staying on that same topic when you say keep it under 24 hours a light it like
[31:08.120 --> 31:13.520]  Not 18 like it has to be 24 or just to be no you have to like so in my opinion
[31:13.520 --> 31:18.080]  And this is my humble opinion because I feel like there's other opinions. Some people might say 20
[31:18.760 --> 31:19.520]  But you know
[31:19.520 --> 31:24.680]  I used to have a blue dream that I vegged out and I had to keep my veg lights on 24 hours because I
[31:24.800 --> 31:28.600]  Believe blue dream to be a fast finisher for what it is
[31:28.600 --> 31:31.360]  I mean it still takes you know, 10 weeks or whatever 10 plus
[31:31.680 --> 31:37.000]  But if you don't keep it under 24 hours of light, it'll start to flower like those clones will start to pop
[31:38.520 --> 31:42.120]  And so with auto flowers if you don't keep it under 24
[31:42.120 --> 31:46.760]  There's a chance you might be taking something that's a quick that did basically
[31:47.280 --> 31:51.280]  It'll flower under 20, but then you put it under 24 and it goes back into veg
[31:51.280 --> 31:54.720]  Yeah for breeding purposes I did it's 24 just to be absolutely sure
[31:55.560 --> 32:01.200]  Just to be absolutely sure and the thing is is like when I grow auto flowers when I when I'm growing them
[32:01.200 --> 32:05.760]  I grow them under 20 hours of light rather than 18. I feel like they can handle it
[32:06.920 --> 32:13.040]  You know, I love auto flowers. I think auto flowers are definitely a great solution and you know, even smoking auto flowers
[32:13.040 --> 32:15.040]  I love smoking this stuff. I did a gelato auto
[32:15.520 --> 32:17.520]  They came out dark purple
[32:17.720 --> 32:21.080]  I have a chem sweat that came out dark purple the colder it gets with those
[32:21.080 --> 32:22.400]  I think it's getting in the 40s
[32:22.400 --> 32:26.320]  So now these things are expressing super dark purple colors when I said in the past
[32:26.320 --> 32:30.680]  That's actually another thing that has happened with the switches. So we have the we've deployed duct tape
[32:30.880 --> 32:35.880]  And I got white patches but when I was working with duct tape I wound up being a little pink
[32:36.060 --> 32:39.540]  So when you hang a switch I would be expecting to see a little dodge
[32:39.540 --> 32:43.620]  with those. I think it's getting in the 40s. So now these things are expressing super dark purple
[32:43.620 --> 32:49.620]  colors. When I seen gelato autos, that's not like, all right, we're on the right track, you know,
[32:49.620 --> 32:56.020]  or, or, you know, whatever. I thought it was really freaking dope that autos are evolving this
[32:56.020 --> 33:01.700]  quick. Cause there's a huge stigma for autos even still today. And what people like James loud saying,
[33:01.700 --> 33:05.860]  like there's, you know, autos are dope. You know, they're pretty fucking dope. I think they're
[33:05.940 --> 33:10.500]  really cool. I grew those dads, Sam's quiet strawberry nugget with like, I had grown some
[33:10.500 --> 33:14.740]  prior and it was like, the shit was stuck in time when it was growing, but these are a little bit
[33:14.740 --> 33:20.420]  more vigorous and the turps on it are pretty explosive. Yeah. It's only getting better. I mean,
[33:20.420 --> 33:25.620]  I'm trying to go in several directions cause I offer seeds to large scale cultivators. And so
[33:25.620 --> 33:29.540]  a lot of times they're just blasting everything. Yeah. They're processing it. So they're not
[33:29.540 --> 33:33.460]  selling any flour. What they're looking for is unique chirps. So I'm trying to offer as many
[33:33.460 --> 33:38.100]  unique chirps as possible. I heard a raw garden does that from what I've heard. They grow a lot
[33:38.100 --> 33:42.580]  of autos and they, they, they, they turn it into live resin or whatever the case be, but that's
[33:42.580 --> 33:47.300]  cool. And it's, it's more production. It's not the best solution for everything, but it is the best
[33:47.300 --> 33:53.060]  solution for some things. And auto flower, if you have a region that's monsoon, auto flower is great
[33:53.060 --> 33:56.820]  where you don't want to tarp if you, cause the second you put those tarps in a monsoon type
[33:56.820 --> 34:02.180]  environment, you're increasing the chances for mold, all types of mold, all kinds of Michigan,
[34:02.180 --> 34:07.460]  right. They had monsoon, monsoon season when I was over there recently, floods and shit.
[34:08.180 --> 34:11.700]  But yeah, so it's a great solution. You can do three runs per year sometimes. I mean,
[34:11.700 --> 34:17.060]  it's pretty amazing that you could do. So my stuff finishes 60 to 70 days, depending on the
[34:17.060 --> 34:21.620]  cultivator, depending on the environment, those things can be affected. Like if you have cold
[34:21.620 --> 34:24.820]  nighttime temps, you can expect to take it a hundred days. Sometimes it's good to fill the
[34:24.820 --> 34:30.100]  gaps with them too. If you got extra space, you could put autos anywhere. Yeah. So actually I'm
[34:30.100 --> 34:35.540]  looking at the comments. Jesse James said, nobody's really talks about flavonoids.
[34:37.460 --> 34:42.980]  We're actually going to do a, we're going to do a show on flavonoids. I kind of view them as
[34:43.860 --> 34:48.260]  like everybody talks about cannabinoids and terpenes and flavonoids are like the
[34:49.460 --> 34:52.900]  bastard brother or something. Overlooks flavor molecule.
[34:53.380 --> 35:01.060]  Somebody asked a while ago, do you have any Durban, any access to Durban poison?
[35:02.180 --> 35:10.180]  No. Okay. I do not. You know what? I got cookies. Cookies has Durban in it. So take that for what
[35:10.180 --> 35:13.540]  it is. But yeah, you know, you should go to Durban, go to Africa, go get some Durban seeds
[35:13.540 --> 35:19.380]  yourself. They still have them over there. I mean, I would say that the Durban poison over
[35:19.460 --> 35:25.060]  here is pretty much crossed with the super silver for the most part. We talked about that before on
[35:25.060 --> 35:30.340]  the show, but if you, you know, there's, there's several regions in Durban that have different,
[35:30.340 --> 35:39.540]  different varieties of Durban of the land race. But, and then someone asked right below that,
[35:39.540 --> 35:48.660]  cause you guys were just talking about, anything crossed with GMO is going to dump Wilson hybrids,
[35:48.660 --> 35:52.580]  Wilson hybrids. But the thing is, is like Frenchie can only, what he always said was
[35:52.580 --> 35:57.780]  every strain is a good hash chain. It just depends on what you like. So if we're talking about,
[35:57.780 --> 36:01.860]  you're talking about money, that's a different thing than like, than hash hashes should be
[36:01.860 --> 36:06.580]  whatever you like could be a good hash chain. Yeah. I mean, you know, obviously some stuff
[36:06.580 --> 36:11.540]  washes belts, you know, it's really fucking good, but you're only getting 2% out of it.
[36:11.540 --> 36:17.300]  Or, you know, GMO is everywhere, but you get in a lot more. So yeah, I mean, hashes is just,
[36:17.300 --> 36:22.020]  you're not going to get as much. You won't get a lot of yield on stuff. Yeah, for sure. I mean,
[36:22.020 --> 36:28.420]  I I love Skittles. I still love Skittles. Dude fucking Skittles hash Skittles extract is just
[36:28.420 --> 36:32.580]  nuts. And it's expensive because everybody only has a little bit. Well, nobody wants to grow
[36:32.580 --> 36:36.180]  Skittles cause it's the ugliest frigging plant. And it's super sensitive. It's like how, kind of
[36:36.180 --> 36:43.140]  how OG was in the back of the day where back in the day, nobody wanted to grow OG for basically,
[36:43.140 --> 36:46.420]  cause it didn't yield. And if like you could grow blue dream and get way bigger, there was this
[36:46.500 --> 36:52.340]  time when blue dream was out, people, they quit growing OGs and blue dream was getting top dollar
[36:52.340 --> 36:57.540]  for a minute. And then it just fell off and then you couldn't even sell blue dream, but OG, you
[36:57.540 --> 37:01.940]  know, it's a finicky plant. You can't feed it too much. You can't feed it too little super
[37:01.940 --> 37:07.540]  temperamental. It didn't yield anyway. I think people are getting better at growing as far as
[37:07.540 --> 37:12.980]  like with lighting and nutrition. So they're able to get stuff to yield better, but they just cross
[37:12.980 --> 37:17.620]  up Skittles. Somebody will make a nice Skittles hybrid where we can taste all the Skittles and
[37:17.620 --> 37:22.260]  get some bigger and some nice flower. If it's not, it's probably out there already. It just
[37:22.260 --> 37:28.740]  needs to be popularized more or put it in my hands. I hate Skittles. I love the variety of opinions.
[37:28.740 --> 37:33.540]  Totally. And it's okay. I mean, I like the candy of Skittles and I like the candy gas
[37:33.540 --> 37:38.100]  with a little bit of citrus. I feel like it just kind of checks the box, but you know,
[37:38.100 --> 37:44.900]  I mean, I also like sour diesel. I love fucking sour diesel and I love OG Kush and I love almost
[37:44.900 --> 37:49.460]  everything except for except for purple punch. I fucking hate purple. I don't dislike or hate
[37:49.460 --> 37:54.420]  these things. I just like some more than others. You know, like purple punch. I'd rather not have
[37:54.420 --> 37:59.700]  it, but I don't hate it. Oh, I think it breeds. Okay. It's really nice. They're breeders that
[37:59.700 --> 38:02.820]  don't even say they're breeding with purple punches. They're embarrassed to say that they're
[38:02.820 --> 38:06.500]  breeding with it, but they're fucking breeding with it because it creates good varieties. Yeah.
[38:06.500 --> 38:11.860]  That's a nice cross. It's one of the first good cuts that I grew, you know, put on a show. Yeah.
[38:11.860 --> 38:18.980]  RIP Eddie Lep. Saw that in the comments. You know, it's been a rough couple of years in cannabis for
[38:20.020 --> 38:25.060]  James. Just quickly. Can you, can you just give people kind of a, who Eddie was and why he was
[38:25.060 --> 38:30.980]  important? Oh, he was the biggest fucking fuck you to the government that there was for cannabis.
[38:31.220 --> 38:37.060]  He was like, come and get me. I'm going to fucking grow this. He was a type of person that didn't
[38:37.060 --> 38:42.020]  give a fuck about what the government did. And he stood up for people like us that are here today.
[38:42.020 --> 38:48.820]  We wouldn't be here without people like Eddie Lep. You know, it's great to have guys that try,
[38:48.820 --> 38:54.660]  you know, with cannabis, when we were going through medical, once we got to medical, he's
[38:54.660 --> 38:59.300]  the type of person that helped push it to where it is today without, without that. And without
[38:59.300 --> 39:03.140]  so, you know, he'd been cultivating for a long time. And I mean, part of, you know,
[39:03.140 --> 39:06.580]  I think the Skittles wouldn't be around. We had, you know, Shiloh and Brandon from third gen.
[39:07.380 --> 39:11.780]  That's all part of Eddie Lep. You know, they worked for Eddie and it's like,
[39:13.140 --> 39:19.060]  there's special people like Eddie Lep that without him, we wouldn't be where we are today. They helped
[39:19.060 --> 39:27.140]  push the industry forward. You know, it's sad to see these people go. I'm, you know, I'm newer
[39:27.140 --> 39:33.220]  to the scene and I see how other enter, you know, entertainment world, the music world,
[39:33.220 --> 39:37.380]  they give their roses to people that pass, but you know, they also give them to them while
[39:37.380 --> 39:42.740]  they're around in here. And like dudes die every day from the weed world. And they're like, oh,
[39:42.740 --> 39:46.580]  that's the inventor of Bubba or that's the inventor. And they just die. And we're like,
[39:46.580 --> 39:54.980]  really? Like Josie Wells, GG four guy just died. And everybody's like, Whoa, he did GG four. And
[39:54.980 --> 40:00.340]  I don't think we give enough roses and credit to the pioneers that might still be lying around
[40:00.340 --> 40:07.300]  people that are so impactful in an industry that's still in its infancy. You know, cause I mean,
[40:07.300 --> 40:12.180]  there were people in the seventies and eighties that didn't give a fuck. There are people, you
[40:12.180 --> 40:16.980]  know, we'll, we'll see, go for example, you know, he went to prison in the early nineties, part of
[40:16.980 --> 40:24.100]  that whole fucking crazy raid. And it's people like that, that if it wasn't for those people,
[40:24.100 --> 40:29.140]  it would still fucking be illegal. We would still be going to prison for cannabis. And,
[40:29.780 --> 40:36.100]  you know, we, there's, I can't think these people enough. Yeah. You know, I mean, I think I've been
[40:36.100 --> 40:40.100]  cultivated. If, if basically if you were cultivating when it was illegal, you were doing your part,
[40:40.660 --> 40:46.420]  but there's some people that took it another step and, you know, these people, you know, I mean,
[40:46.420 --> 40:50.660]  there's a bunch of them out there. Not to say they didn't get their roses, but there's gotta be like
[40:50.660 --> 40:55.140]  some rock hall of fame where we can just, while they're alive, be like, Hey, like, thank you. You
[40:55.140 --> 41:00.100]  know? And until wait till they're dead and be like, Oh, we'll buy all your seeds now. Yeah.
[41:00.100 --> 41:04.820]  You know, TGA sub cool diet. Like, well, whatever. Now we'll buy your penny wise seed,
[41:05.460 --> 41:11.460]  you know, things like that. Maybe somebody can like, I don't know. There has to be some type
[41:11.460 --> 41:15.780]  of literature or something where like we can put a finger on the people that are still alive.
[41:16.740 --> 41:20.820]  Well, it's like there's, there's activated activists and there's cultivators and there's
[41:20.820 --> 41:24.820]  people, you know, those, the activists that were in there that fucking stood on the front line and
[41:24.820 --> 41:30.580]  were like, fuck you come get me. This is wrong. What you guys are doing, you know, without that,
[41:30.580 --> 41:34.580]  I mean, it definitely still be illegal. And the fact that we're able to fucking
[41:35.460 --> 41:43.060]  walk around with jars of weed like this, leave it on. Yeah. That's an apples and bananas here.
[41:43.060 --> 41:48.580]  It's pretty fucking good. But, uh, I love that smell. That's a good one.
[41:49.540 --> 41:53.060]  Is that something you brought down? I did bring this down. Yeah. I mean,
[41:53.060 --> 41:58.020]  I fly with weed in California, especially I don't give a fuck and you shouldn't either. It's our
[41:58.020 --> 42:02.820]  God given right. And also it's legal in California, you know, our state, it's legal to have
[42:02.820 --> 42:07.540]  cannabis and it should be legal to fly with it. I also have a recommendation for a doctor. So it's
[42:07.540 --> 42:13.140]  also, you know, legal on that medical note, but regardless it's, it's our God, God given right to
[42:13.140 --> 42:17.460]  be able to have marijuana. I think that anybody that disagrees with that, there's something wrong
[42:17.460 --> 42:23.940]  with it. Yeah. They're just misinformed for sure. Yeah. I mean, I think a lot of it, the reason it's
[42:23.940 --> 42:28.900]  illegal, there's a lot of bullshit behind that too. And it has a lot to do with money. Yep.
[42:28.900 --> 42:32.740]  As everything. And a lot of the fucked up things in this world, you know, they have a lot to do
[42:32.740 --> 42:39.140]  with money, unfortunately. So yeah, everybody took a DMT trip tonight. You wouldn't have somebody
[42:39.140 --> 42:44.420]  flipping your burgers tomorrow at McDonald's. No, I went to Joe Rogan on, on a Friday night.
[42:44.420 --> 42:48.260]  I've been all over. I was in Seattle all last week, working, did site visits to places.
[42:49.300 --> 42:53.540]  Then I got home and literally two hours later, I left the limo to go see Joe Rogan with friends.
[42:53.540 --> 42:59.780]  And Joe Rogan was talking about how he'd be like in the studio. No, I went to Joe Rogan.
[43:00.580 --> 43:06.020]  He performed. Oh, he did. He did a comedy session. Yeah. Comedy with 30,000 people,
[43:06.020 --> 43:12.020]  super spreader event, talking about how he beat COVID and you know, how Prince Harry,
[43:12.020 --> 43:18.100]  it's so weird. Cause he has a Prince talking about how he's such a bad person for spreading
[43:18.100 --> 43:23.140]  misinformation about some horse warming, deworming drug. And it's like something that people are
[43:23.140 --> 43:27.060]  calling a horse. You know, I don't want to get into the details right now, but it's definitely
[43:27.140 --> 43:31.940]  not just a horse deworming drug. It's something that's prescribed to humans
[43:31.940 --> 43:36.980]  in small amounts. It's safe. It's the people that take a horse dose that have problems. But you know,
[43:36.980 --> 43:40.820]  this is a topic for another one, but he's making fun of Prince Harry telling him the Prince,
[43:40.820 --> 43:42.740]  telling everybody that Prince Harry needs to take mushrooms.
[43:42.740 --> 43:47.460]  Yeah. The Ivermectin, the milligram tablets. I used to sell those when I was working in the
[43:47.460 --> 43:51.300]  pharmacy. Like I seen those on TV. I'm like, those are, you're allowed to take those. We
[43:51.300 --> 43:55.780]  give those to people, but people were going to the fucking veterinarian and shit.
[43:56.420 --> 43:59.620]  Give me the fucking horse dewormer and going home and those.
[43:59.620 --> 44:00.820]  Give me that special K.
[44:01.540 --> 44:07.140]  Yeah. I mean, I think we need to look deeper at what the actual problem is, not just the symptoms.
[44:07.140 --> 44:12.100]  That's what a lot of times goes on as we look at something, individuals, I think people that
[44:12.100 --> 44:18.580]  had problems with Trump or with Obama or whatever, as a president, we need to look more at what the
[44:18.580 --> 44:22.980]  actual problem is, not just the symptoms of the problem. Because a lot of times, even with plants,
[44:22.980 --> 44:30.180]  what we see, the plant's turning yellow. Well, what's the actual real problem? Or if it has
[44:30.180 --> 44:34.980]  problems with bugs or is the plant health wrong? We need to look deeper into issues rather than
[44:34.980 --> 44:42.580]  looking on the surface. So yeah, totally off topic from cannabis.
[44:43.780 --> 44:45.220]  And totally contentious.
[44:45.940 --> 44:47.620]  Everything besides weed today.
[44:48.580 --> 44:55.380]  Yeah. I love that. I was going to keep pushing you guys and talk more about comics and-
[45:00.340 --> 45:06.500]  Yeah. Love comics. Can't go wrong. Yeah. It's been an interesting conversation today. We've
[45:06.500 --> 45:10.500]  had some good stuff. Impromptu. And then you just had a baby, Peter. So why don't you tell
[45:10.500 --> 45:12.420]  us about that experience? I mean, not physically, but-
[45:16.820 --> 45:24.100]  It was the third time I've been on the front lines of a baby popping out of a vagina and
[45:26.100 --> 45:32.500]  cutting the umbilical cord. Every time the doctor gives me the scissors to cut the umbilical cord,
[45:34.420 --> 45:40.420]  you can't be like, I don't want to do this. But it feels like you're cutting through rubbery
[45:41.380 --> 45:44.580]  squid. Yeah. Yeah. Yeah. Yeah. Oh, you've been there.
[45:44.580 --> 45:49.540]  Yeah. I did it. And I pass out when I see blood and he's like, you have to do it.
[45:49.540 --> 45:51.700]  Yeah. And then the placenta pops out and-
[45:54.420 --> 45:56.420]  Lots of fun. Yes.
[45:56.420 --> 46:00.420]  I got goosebumps now, Peter. Thank you. So are you guys all home together now?
[46:01.300 --> 46:11.060]  I- Yes. So my wife is currently napping upstairs. My three-year-old's napping upstairs. The newborn
[46:11.060 --> 46:15.780]  is napping upstairs. And Gemma's with her mom right now. What?
[46:15.780 --> 46:19.460]  You didn't by chance have a midwife come to the house and do a water birth or anything like that?
[46:19.460 --> 46:20.500]  No. No.
[46:22.340 --> 46:24.420]  It was an epidural.
[46:24.820 --> 46:32.260]  Yeah. My good buddy, Selma from Amsterdam, did the water birth with his son, Jake. Trippy.
[46:32.260 --> 46:34.740]  My buddy, Malinale, did a standing birth.
[46:35.460 --> 46:37.620]  Whoa. That's hardcore.
[46:37.620 --> 46:42.180]  That is hardcore. He dressed like an Aztec, so he's a hardcore motherfucker.
[46:42.180 --> 46:44.260]  Yeah. He gets in the regalia and shit.
[46:44.260 --> 46:47.380]  Trippy. He does rain dance with plants and shit.
[46:48.340 --> 46:55.780]  Let me slowly moving back in the comment- Well, first of all, have you hooked James up with a
[46:55.780 --> 46:58.980]  t-shirt? Because I see a lot of t-shirts. He did. He gave me a bust bump. I didn't wear it
[46:58.980 --> 47:03.060]  today. I wore my greenstone, you know. I'm wearing a Simpsons. We're good. Sunday,
[47:03.060 --> 47:09.380]  I did not. James, can you pull off the shelf behind you your favorite t-shirt?
[47:10.260 --> 47:14.340]  My favorite t-shirt? I like the MF dinner one.
[47:15.300 --> 47:18.660]  MF dinner. Yeah. It's some old school hip hop.
[47:20.020 --> 47:28.400]  I mean, you guys want to see a cool massage shirt? This is still my favorite design right here.
[47:30.320 --> 47:33.200]  That one. Solid. You want to talk about-
[47:33.840 --> 47:39.600]  Yeah. So this is a collaboration and effort with Hashishin Podcast. He likes to talk about Hash.
[47:39.600 --> 47:44.640]  He has Hash people on his show, and I happen to make strains that are good for Hash. So he put
[47:44.640 --> 47:50.480]  me on his show, and he's like, I got this dope idea. He sent me three mock-ups. This was my
[47:50.480 --> 47:56.720]  favorite one. It's kind of like a Jimi Hendrix-esque theme. And they put some things that might
[47:56.720 --> 48:02.160]  mark me. So there's like a Pikachu poster, MF doom, Wilson ball. These are seeds right here.
[48:02.160 --> 48:08.720]  Cats, roosters, all CNI. 90059 is where I'm from. I'm actually from Watts, California,
[48:08.720 --> 48:15.120]  and Masonic's on Fairfax. That's my store. Masonic. I'm not a Freemason. It's named after
[48:15.120 --> 48:20.080]  Mason jars. Long story short, we just kind of played on the Mason thing, and it turned into
[48:20.080 --> 48:25.920]  Pyramid Illuminati secret handshakes the whole night. Right. Yeah. It looks like it. So this
[48:25.920 --> 48:32.000]  reminds me of all the 70s concert posters. Grateful Dead, Jimi Hendrix, all that. The old
[48:32.000 --> 48:37.280]  school. Yeah. It's got a unique touch. And I mean, all his shirts have a unique vibe to them.
[48:38.240 --> 48:44.720]  I really like the fact that he gets creative with it. I think the world needs more creativity in it.
[48:45.440 --> 48:51.200]  And as far as people want to get, they get in this mindset that things have to look
[48:52.160 --> 48:56.400]  specifically like this or specifically like that. We need a lot more creativity in the world.
[48:56.400 --> 49:01.280]  So yeah, I don't even have one logo that identifies me to this day. They're like,
[49:01.280 --> 49:06.800]  what's your Coca-Cola symbol? What's your Nike sign? I don't have one yet.
[49:06.800 --> 49:15.200]  Yeah. I've always been like that of like the brand is like the fact that it's not really a brand.
[49:15.200 --> 49:19.440]  Yeah. It's like this. Does Grateful Dead have one like is the steal your face there?
[49:19.440 --> 49:23.600]  But then when they do this to your face, they put whatever on the inside. They switch up the scheme.
[49:23.600 --> 49:28.720]  Yeah. Whatever the case is, just, you know, I was born one day before Jerry. So
[49:28.720 --> 49:32.560]  I don't know. Maybe we got that same thing going on in the brain.
[49:32.560 --> 49:40.960]  Yeah. Same vibe. Yeah. Good old Jerry. Rest in peace. Yeah. I mean, it's funny because I listen
[49:40.960 --> 49:45.280]  to Grateful Dead more now than I probably ever did as a kid. I love Grateful Dead as a kid.
[49:45.280 --> 49:49.440]  Some of the stuff, but some of those, you know, there was songs I liked and songs I didn't like.
[49:49.440 --> 49:53.440]  Now I kind of appreciate everything. The nostalgia is probably part of it.
[49:55.920 --> 50:02.160]  You know, and it's like it's a lifestyle, too. I love the designs. I gravitate. I have a couple
[50:02.160 --> 50:07.360]  vinyls from them that people give me and I'll slap them on and they're kind of folksy, but I'll
[50:07.360 --> 50:13.920]  listen. No. Yeah. And Grateful Dead is just good driving music. Yeah. That's what I noticed as well.
[50:13.920 --> 50:18.880]  It is good driving music. Yeah. So if you're depressed, you listen to Grateful Dead. If
[50:18.880 --> 50:21.840]  you're happy, you listen to Grateful Dead. It's just one of those things that kind of fits in
[50:21.840 --> 50:27.200]  every scenario. But it's not for everybody. Shooting up people on a helicopter. Grateful
[50:27.200 --> 50:35.840]  Dead. Yeah. Right. Yeah, it's it's an acquired taste for sure. Yeah. I don't know about John
[50:35.840 --> 50:41.040]  Mayer and Dead and Co. Is that what he's talking about? Yeah. I mean, no comment. I think I did not
[50:41.040 --> 50:48.080]  like it when John Mayer was at first. I thought, man, this is shitty. That was Jerry's job. What
[50:48.080 --> 50:53.280]  the fuck is going on with John Mayer? But I have to give him respect. I think he's been respectful
[50:53.280 --> 50:58.800]  with the music and obviously Bobby wants to continue playing. And so how can you hate on it
[50:58.800 --> 51:01.600]  too much? I mean, it's you know, if you don't like it, you don't like it. You don't have to listen
[51:01.600 --> 51:05.520]  to it. But there's a lot of people that do love it and do listen to it. And I think John Mayer
[51:05.520 --> 51:11.520]  is definitely talented. You know, Bobby, for sure. He's probably the greatest rhythm guitar player of
[51:11.520 --> 51:19.760]  all time ever. I mean, to be in Jerry's shadows to a degree and be so talented, I think.
[51:20.080 --> 51:23.600]  It's just amazing. And the guy, the way he can play guitar and sing is just epic.
[51:25.920 --> 51:32.880]  You know, so. We're on Grateful Dead now. What else? Jerry, speaking of Dead and Company,
[51:32.880 --> 51:36.560]  I'm going to go my first Dead and Company show. If you guys are going to be there, it's October
