[00:03.070 --> 00:20.660]  Welcome back, Cannabis Community.
[18:45.780 --> 18:49.780]  Their attorney, Robert J. Corey wrote in a court motion filed Thursday to dismiss
[18:49.980 --> 18:53.540]  the charges. The article also states that amendment 64,
[18:53.540 --> 18:56.260]  the 2012 voter approved approved ballot measure,
[18:56.260 --> 19:00.700]  legalizing adult use marijuana sales establishes threshold immunity from
[19:00.700 --> 19:04.900]  criminal protection. Robert Corey claimed the Colorado constitution allows for
[19:04.900 --> 19:09.500]  adults to possess one ounce or fewer of marijuana in additions to actions such
[19:09.500 --> 19:12.540]  as transferring of one ounce or under to another adult,
[19:12.540 --> 19:16.780]  as well as assisting another adult. Corey wrote those and other personal rights
[19:16.780 --> 19:21.340]  included in legalization amendment 64 specifically immunize immunizes
[19:21.340 --> 19:25.780]  actions taken by marijuana establishments. Corey added.
[19:26.260 --> 19:28.100]  So it looks like they've got a good lawyer. Uh,
[19:28.140 --> 19:29.900]  they're trying to get the charges dismissed.
[19:30.420 --> 19:33.580]  A lot of people think that this was just kind of a wake up call by the MED
[19:33.580 --> 19:35.540]  saying, Hey, we see people doing things.
[19:35.580 --> 19:38.300]  This is our way to let people know that we're going to step in and do some shit
[19:38.300 --> 19:40.860]  about it. So, uh, I will keep my eye on this.
[19:40.860 --> 19:44.260]  I will try to keep you guys updated on how things unfold. Once again,
[19:44.260 --> 19:47.020]  I owe a huge shout out to our friends over at the cannabis. Uh,
[19:47.020 --> 19:51.780]  if you want to read more, there are several links at the cannabis.co.
[19:52.540 --> 19:54.740]  All right. Podcast world. I've been going for like 20 minutes and my throat's
[19:54.740 --> 19:57.700]  getting super dry. My eyes are getting bright and white and lifting up.
[19:57.900 --> 20:00.300]  It's time for me to press pause, take a couple of dabs,
[20:00.500 --> 20:02.900]  put some caffeine in my head, put a little water on my throat,
[20:03.020 --> 20:03.980]  and then I'll be right back.
[20:04.140 --> 20:08.100]  And we're going to talk about ARI buds and a question that I got from my
[20:08.100 --> 20:12.580]  Instagram live feed about do ARI buds contain more THC.
[20:12.780 --> 20:15.820]  And I started talking about ARI fluffy buds and a lot of people on my Instagram
[20:15.820 --> 20:19.220]  live feed right away were like, yeah, fuck fluffy buds. But guess what?
[20:19.900 --> 20:22.540]  Your opinion may change when I talk about it after this dab,
[20:22.540 --> 20:25.700]  you guys get your nail hot and get a fat dab out, take a dab with me.
[20:25.860 --> 20:35.000]  And I'll be right back. All right. Podcast world. I am back.
[20:35.000 --> 20:37.960]  I just took maybe too big of a dab of some lucky charms,
[20:37.960 --> 20:42.160]  high cannabinoid full spectrum extract, uh, from our friends at apothecary.
[20:42.560 --> 20:45.440]  I got super lit from that. I feel a coughing fit coming on here,
[20:45.440 --> 20:48.560]  just a couple of minutes. So I apologize when that does begin. Uh,
[20:48.560 --> 20:50.680]  before I took a break and got way too high, uh,
[20:50.680 --> 20:53.600]  I teased that I was going to talk about ARI buds.
[20:53.920 --> 20:58.120]  I was on Instagram live a few days ago and somebody asked me if ARI buds
[20:58.360 --> 21:02.240]  contain more THC. I wrote a little piece about that.
[21:02.520 --> 21:05.080]  And then I was on Instagram live again today. And somebody said,
[21:05.080 --> 21:08.240]  what's the podcast going to be about? And I said, it's going to be ARI buds.
[21:08.600 --> 21:11.400]  And a couple of my friends instantly said, fuck ARI buds.
[21:11.880 --> 21:14.840]  Uh, everyone's allowed to their own opinion. So I asked politely,
[21:14.880 --> 21:19.640]  why fuck ARI buds? The answers I got were they're terrible to trim. Yes.
[21:19.720 --> 21:22.760]  ARI buds do suck the trim. That is very true. Uh,
[21:22.800 --> 21:26.840]  the other answer was zero bag appeal, which is kind of true.
[21:27.080 --> 21:29.360]  Other than it makes your bud, your bag look huge,
[21:29.360 --> 21:30.920]  but everybody wants those little rocks.
[21:31.160 --> 21:33.720]  Everybody wants those cushy tight, compacted buds.
[21:33.720 --> 21:37.160]  Everybody wants not ARI buds. They want dense buds. Uh,
[21:37.160 --> 21:39.160]  they want a nice fat looking bag of weed.
[21:39.160 --> 21:42.680]  They want some green and some purple, maybe some orange in there. Uh, that's,
[21:42.680 --> 21:45.880]  that's what people are looking for. Not fluffy, crappy, shitty,
[21:45.880 --> 21:49.600]  trimmed looking weed. So somebody, the first question that started this was, uh,
[21:49.640 --> 21:53.360]  do ARI buds have more THC? Uh,
[21:53.960 --> 21:56.560]  maybe that depends on the genetics that depends on your strain.
[21:56.560 --> 21:57.440]  That depends on the grower.
[21:57.720 --> 22:02.640]  I don't think more THC because it's ARI is a thing. What is possible,
[22:02.840 --> 22:06.000]  however, is there is more surface area of an ARI bud.
[22:06.280 --> 22:11.000]  So that may allow for more room for more trichomes because that is where the
[22:11.000 --> 22:15.080]  oils, the THC are contained. So there are more,
[22:15.320 --> 22:18.200]  put your hand in a fist, hold your hand in a fist in front of you. Now,
[22:18.400 --> 22:21.560]  imagine if I were to coat your fist in trichomes,
[22:21.880 --> 22:25.080]  you've got a fist covered in trichomes, right? You can, you can visualize that.
[22:25.080 --> 22:27.880]  Your hand is covered in trichomes. Now open your hand.
[22:28.440 --> 22:31.920]  Now look at all the space that would have been missed by those trichomes.
[22:31.920 --> 22:34.920]  If we had just coated your hand in trichomes, all you had a fist. Now,
[22:35.040 --> 22:37.480]  if you've got an ARI bud that is open like your hand,
[22:37.600 --> 22:40.200]  you've got that much more surface area to put trichomes.
[22:40.520 --> 22:43.080]  Another way you could think about it, make a fist, uh,
[22:43.360 --> 22:45.400]  spray your hand with a spray bottle. So your hands all wet,
[22:45.600 --> 22:48.560]  stick your hand in some flour or some powdered sugar, pull your hand out.
[22:49.280 --> 22:51.680]  Now you see where all the trichomes would have gone. Open your hand.
[22:51.920 --> 22:53.840]  Now you see where all the trichomes did not go.
[22:54.000 --> 22:55.280]  Spray your hand down with more water,
[22:55.440 --> 22:57.600]  stick that bitch back in the flour or the powdered sugar.
[22:58.080 --> 22:59.840]  See how many more trichomes you just gathered.
[23:00.200 --> 23:04.200]  So the ARI buds do not have more THC per se.
[23:04.360 --> 23:07.920]  They have more surface area. So I guess if you lab tested a gram of those,
[23:08.560 --> 23:13.560]  if you tested a gram of high five buds against a gram of fist punch buds,
[23:14.280 --> 23:18.800]  I guess maybe the high five open handed buds would probably contain more THC per
[23:18.800 --> 23:23.360]  gram because there is more surface area. So that may be a thing.
[23:23.840 --> 23:27.520]  Now we need to find out are the buds getting fluffy and foxtailed because of
[23:27.520 --> 23:29.240]  genetics or because of heat.
[23:29.840 --> 23:34.120]  And that may help us decide if we've got good genetics that we want to use that
[23:34.160 --> 23:37.240]  foxtail. Now you're going to say, why would I even want it if it foxtails?
[23:37.720 --> 23:42.520]  Because if it makes a lot of big foxtails and it produces huge amounts of
[23:42.520 --> 23:47.080]  resin and huge amounts of THC, grow it and make concentrates out of it.
[23:47.680 --> 23:52.200]  The market in Colorado Springs is about 70% concentrates,
[23:52.360 --> 23:56.960]  30% flour in Pueblo. It's about 50% in Denver. I do not know,
[23:56.980 --> 24:00.040]  but I would assume it's right up there with Colorado Springs and the 70%
[24:00.040 --> 24:02.160]  concentrate, 30% flour range.
[24:02.480 --> 24:04.320]  I'm sure edibles take up some of that business,
[24:04.320 --> 24:06.920]  but for what I'm watching and the conversation that I had,
[24:07.200 --> 24:10.240]  people sell a lot more concentrates than they do flowers.
[24:10.560 --> 24:13.360]  And I see that becoming the trend. People are,
[24:14.360 --> 24:17.120]  people are in a hurry nowadays. They don't have time to roll a joint,
[24:17.280 --> 24:21.320]  smoke an entire joint and then fucking smoke another one to get as high as you
[24:21.320 --> 24:23.760]  want to be. When you could grab a dabber, heat the nail,
[24:23.880 --> 24:28.360]  take a fat dab and be on your way. Also, people are much more health conscious.
[24:28.360 --> 24:31.720]  They don't want to consume as much flour. And also dabbing is just,
[24:31.760 --> 24:34.600]  I like dabbing. Don't get me wrong. I like to smoke flowers,
[24:34.800 --> 24:38.240]  but the trend is getting to where concentrates are more popular.
[24:38.440 --> 24:40.040]  Concentrates sell more.
[24:40.880 --> 24:44.320]  So if you're growing specifically to make concentrates,
[24:44.440 --> 24:49.400]  why wouldn't you want airy buds that have more surface area to contain more THC?
[24:50.840 --> 24:52.160]  I don't see that to be a problem.
[24:52.240 --> 24:54.040]  If you're just going to turn it into concentrates,
[24:54.040 --> 24:56.880]  you just have to take off those big leaves. If you've got big fan leaves,
[24:56.880 --> 25:00.600]  go clip those off. You can start taking those off a week before harvest.
[25:00.640 --> 25:02.000]  Just go in there and start cleaning up the room.
[25:02.000 --> 25:05.560]  Whenever you're in there watering, pick one plant, just strip that bitch naked.
[25:05.680 --> 25:08.880]  Keep going every day until harvest. However many plants you got. I know,
[25:08.880 --> 25:11.720]  you may have a lot of plants I know, but just start cleaning up before harvest.
[25:12.480 --> 25:15.320]  So you can just pull off all those leaves and then a harvest time you got these
[25:15.320 --> 25:17.000]  airy buds that are covered in trichomes.
[25:17.320 --> 25:21.840]  So find out if it's foxtailing and getting airy because of environmental
[25:21.840 --> 25:25.440]  problems. Is it too hot? Is it stressing out? Is it too dry in there?
[25:25.640 --> 25:29.800]  Does it have a problem? If you have a problem, you've got to figure that out.
[25:29.800 --> 25:33.320]  Maybe you've got a problem and you're still getting mad THC. If it ain't broke,
[25:33.360 --> 25:34.200]  don't fix it.
[25:34.440 --> 25:39.000]  But if it's genetics that's making it foxtail and it's you've got the room
[25:39.020 --> 25:43.040]  dialed in and it makes foxtails and it's making a lot of THC,
[25:43.240 --> 25:45.200]  that may be a hash plant that is worth keeping.
[25:45.920 --> 25:50.640]  And I do predict that that is the way that you're going to see cannabis turning
[25:50.640 --> 25:53.520]  for a lot of commercial grows in the future. You're going to see more fluffy stuff.
[25:54.120 --> 25:56.360]  The bag appeal right now is all about, like I said earlier,
[25:56.360 --> 25:59.280]  it's about little acorns. Everyone wants rocks, acorns,
[25:59.280 --> 26:02.640]  tight little buds that are covered in resin, very well trimmed. Uh,
[26:02.720 --> 26:06.400]  you want to see orange on there. You want to see bright green in there.
[26:06.520 --> 26:08.760]  You want to see purple in there. Depending on what you're into.
[26:08.920 --> 26:11.040]  The purple and orange combination looks really sharp to me.
[26:11.060 --> 26:12.800]  I think that really has a lot of bag appeal.
[26:13.000 --> 26:15.760]  That's usually not the weed I want to smoke. I want the bright green stuff.
[26:16.160 --> 26:19.800]  Most of the time. I don't know, but it's been all about the bag appeal.
[26:20.040 --> 26:22.000]  Since you're not going for bag appeal, if you're making concentrates,
[26:22.020 --> 26:25.720]  you can grow airy fluffy buds if it's based on the genetics and not based on a
[26:25.720 --> 26:26.440]  problem.
[26:26.440 --> 26:30.800]  And if those fluffy airy buds are producing enough resin to make it worth your
[26:30.800 --> 26:33.840]  time and energy. So if you've got a strain that's growing fluffy,
[26:33.880 --> 26:38.200]  perhaps a haze or some sort of a tropical sativa that takes a long time and it's
[26:38.200 --> 26:42.040]  growing real fluffy buds when you're finished with it, make hash out of it,
[26:42.240 --> 26:43.360]  make BHO out of it,
[26:43.400 --> 26:46.720]  make live resin out of it and see what percentage of a return you get.
[26:46.960 --> 26:50.440]  See if it's higher than your standard return that you get on your BHO or your
[26:50.440 --> 26:51.260]  live resin.
[26:51.400 --> 26:55.240]  Just see if you get more out of it and it may be worth your time and energy just
[26:55.240 --> 26:56.280]  because it's Fox Tailey,
[26:56.320 --> 27:00.920]  just because it's airy does not necessarily mean that that is not able to be
[27:01.200 --> 27:03.840]  high quality concentrates. And if you're not picky,
[27:03.960 --> 27:05.840]  you're going to put that bud in your grinder anyway,
[27:06.000 --> 27:09.080]  and you're going to spin that grinder and turn it into this little mulchy shit
[27:09.080 --> 27:10.120]  and you're going to roll the joint out of it.
[27:10.440 --> 27:15.440]  So if it's your grow and it's airy and fluffy and it's got like 38% THC,
[27:16.680 --> 27:20.200]  who gives a shit that it was fluffy, right? It might taste amazing.
[27:20.400 --> 27:24.080]  It might have all the trichomes in the world. And if it's just airy, who cares?
[27:24.080 --> 27:26.520]  As long as you're getting your weight that you expect that you need to meet
[27:26.520 --> 27:30.080]  your needs. Like if you're growing medically and you smoke two ounces a week,
[27:30.080 --> 27:33.440]  as long as you're pulling two ounces a week, maybe that's the product for you.
[27:33.440 --> 27:35.480]  Who cares that it's airy? There's nothing wrong with it.
[27:35.680 --> 27:38.400]  Other than it doesn't have bag appeal and it sucks to trim.
[27:38.760 --> 27:40.960]  If you're making concentrates, it's the way to go. All right.
[27:41.200 --> 27:43.360]  I feel like I've rambled on enough about that. Uh,
[27:43.400 --> 27:44.880]  thanks to my friends on Instagram live.
[27:45.120 --> 27:49.480]  First off for asking the question about more THC and airy buds.
[27:49.800 --> 27:53.160]  The answer there is there's more surface area. So technically by weight,
[27:53.360 --> 27:56.680]  there could be, there could be, it's not always a thing.
[27:56.840 --> 27:57.960]  There's not a general rule,
[27:58.200 --> 28:00.840]  but if it's coated in trichomes because there's more surface area,
[28:01.240 --> 28:03.200]  that is very possible. Also,
[28:03.200 --> 28:06.600]  big shout out to all of my friends who had the conversation with me a little bit
[28:06.600 --> 28:09.720]  on Instagram live and made me think about it. I appreciate all of you guys.
[28:09.760 --> 28:11.720]  I encourage everybody to follow me on Instagram live.
[28:11.760 --> 28:14.880]  That way you can be a part of the interaction. Ask some questions there.
[28:15.240 --> 28:17.240]  If you don't want to find me on Instagram live, of course,
[28:17.360 --> 28:18.520]  you can find me on the Facebook.
[28:18.600 --> 28:21.160]  Simply search for the growth of your heart podcast. You can go to Twitter.
[28:21.200 --> 28:23.920]  It's at GFYH podcast. And you can always email me.
[28:24.200 --> 28:28.560]  It's grow from your heart at hotmail.com. Ladies and gentlemen,
[28:28.560 --> 28:31.440]  this is the part of the podcast where I remind you about Patreon.
[28:31.440 --> 28:35.880]  Patreon.com slash grow from your heart is a spot where you can contribute to the
[28:35.880 --> 28:38.640]  podcast. If you feel like this podcast was worth a couple bucks,
[28:38.800 --> 28:40.640]  if you'd like to make a financial contribution,
[28:40.800 --> 28:43.720]  simply go to patreon.com slash grow from your heart.
[28:44.120 --> 28:46.800]  All the information you need will be right there. You can sign up,
[28:46.960 --> 28:48.200]  enter all of your information,
[28:48.400 --> 28:51.840]  and you can make a financial contribution to help keep the podcast alive.
[28:52.160 --> 28:56.800]  I do host the podcast on the IRI genetics, colorado.com website.
[28:56.800 --> 28:59.800]  I apologize for that website. It looks like total shit right now.
[29:00.400 --> 29:02.640]  I've been spending my energy more in the garden, more at work,
[29:02.680 --> 29:05.720]  more on the podcast than actually working on the website. I am not the web guy.
[29:05.760 --> 29:08.080]  I'm better at breaking the website than improving it.
[29:08.080 --> 29:11.880]  So I've got a guy that does that. We haven't spent any time together working on that.
[29:11.880 --> 29:15.200]  So I apologize. The website looks like shit, but it is alive and active.
[29:15.200 --> 29:16.960]  And that is where the podcast comes from.
[29:17.240 --> 29:18.920]  That's where the RSS feed is created.
[29:19.120 --> 29:22.040]  RSS feed is then sent out to all of the other services where you're able to
[29:22.040 --> 29:23.360]  listen for free.
[29:23.560 --> 29:28.000]  It does cost me a little bit of money to keep IRI genetics, colorado.com alive.
[29:28.200 --> 29:31.840]  I post a lot of content there. There are two episodes every week.
[29:32.000 --> 29:34.880]  One of those episodes is about three hours every week. And then the other,
[29:35.320 --> 29:38.400]  it varies between 30 and an hour and a half just depends on who comes over and
[29:38.400 --> 29:41.480]  rambles with me, but it takes a lot of bandwidth to keep that website alive.
[29:41.680 --> 29:43.680]  So the people that contribute to Patreon,
[29:43.720 --> 29:45.920]  you were covering the cost of my website.
[29:45.920 --> 29:49.680]  You were keeping the podcast alive and free for everybody else. So thank you.
[29:49.880 --> 29:52.040]  I appreciate it. The other listeners appreciate it.
[29:52.320 --> 29:55.160]  If you were unable to contribute to Patreon, don't feel bad.
[29:55.320 --> 29:58.480]  Somebody else has got your back. Uh, in 2017,
[29:58.480 --> 30:01.160]  we did cover the cost of the website perfectly.
[30:01.280 --> 30:05.640]  We just barely covered the cost of the website, uh, by with Patreon contributions.
[30:05.800 --> 30:08.840]  So thank you guys. I appreciate that. Uh, they're covering it for you.
[30:09.000 --> 30:12.120]  If you want to help out, I appreciate that. I feel like that's enough begging,
[30:12.640 --> 30:15.600]  but I do appreciate the love and support. All right, ladies and gentlemen,
[30:15.720 --> 30:17.760]  I'll be back Thursday with the throwback Thursday episode.
[30:17.760 --> 30:21.240]  I want to thank you guys for listening to me ramble by myself for 30 minutes.
[30:21.240 --> 30:22.880]  I truly appreciate all the love and support.
[30:23.080 --> 30:25.800]  I've been getting a lot of messages on Instagram, a lot of emails,
[30:26.080 --> 30:27.280]  a lot of Facebook messages.
[30:27.440 --> 30:29.960]  I've been getting more and more interaction from a lot of people,
[30:30.080 --> 30:33.320]  people trusting me with their gardens, trusting me with advice and guidance.
[30:33.560 --> 30:36.600]  I truly appreciate it. Thanks for all the interaction, all the support,
[30:36.760 --> 30:40.000]  all the words of encouragement. It all means a lot to me. Um,
[30:40.000 --> 30:41.080]  I think that's all I've got for you.
[30:41.120 --> 30:43.000]  I'll be back Monday with a brand new episode.
[30:43.120 --> 30:45.840]  I want to give a huge shout out to my friend, Michael P and until next time,
[30:45.840 --> 30:48.120]  take a fat dab and give your mom a hug for me.
[31:43.330 --> 31:46.730]  More than breakfast. Everyone on the center.
[31:53.810 --> 31:56.290]  People say that a sensei party,
[31:56.610 --> 31:58.610]  everyone jump run like them.
[31:59.650 --> 32:01.890]  Here comes the naughty dread.
[32:02.610 --> 32:05.130]  They say his name is Freddy.
[32:06.610 --> 32:07.930]  Long time already.
[32:14.330 --> 32:15.690]  Kid come Jamaica.
[32:17.490 --> 32:18.730]  She got a T pot.
[32:20.370 --> 32:22.210]  She smoked sense. Amelia.
[32:23.330 --> 32:25.210]  She spoke a sense. Amelia.
[32:28.650 --> 32:31.210]  All day on night in the party.
[32:31.450 --> 32:33.770]  Everyone's smoking sense of me.
[32:34.490 --> 32:36.730]  What's one? He walking out with the mouse.
[32:37.450 --> 32:39.690]  John Brown locked out of the house.
[32:40.330 --> 32:42.930]  On the eve of the sensei party.
[32:43.450 --> 32:46.090]  Yeah, the house started getting ready.
[32:46.410 --> 32:48.690]  So the band, roll a big fat sleep.
[32:49.490 --> 32:52.090]  And the lay down the big fat deep smoke.
[33:21.490 --> 33:24.010]  Here comes the mouse is a tower.
[33:24.330 --> 33:27.010]  Since you give him strength and power.
[33:27.290 --> 33:29.730]  When he comes to the sensei party,
[33:30.210 --> 33:31.810]  all the girls jump around.
[33:31.810 --> 33:32.810]  So Hardy.
[33:35.330 --> 33:38.690]  Bang, bang, bang, bang, bang, bang.
[33:39.090 --> 33:41.370]  Is it tip from the 420 crew?
[33:41.890 --> 33:44.250]  Stay clear of the red and the blue.
[33:44.890 --> 33:47.210]  Because he's always got it in for you.
[33:47.450 --> 33:49.930]  And there's nothing that you can do.
[33:51.130 --> 33:53.290]  Bang, bang, bang, bang, bang.
[33:54.090 --> 33:56.210]  Bang, bang, bang, bang, bang.
[33:56.610 --> 33:59.170]  All day on night in the party.
[33:59.410 --> 34:01.770]  Everyone's smoking sense of me.
[34:02.410 --> 34:04.730]  What's one? He walking out with the mouse.
[34:05.330 --> 34:07.650]  John Brown locked out of the house.
[34:08.650 --> 34:10.770]  Bang, bang, bang, bang, bang.
[34:11.610 --> 34:13.730]  Bang, bang, bang, bang, bang.
[34:14.170 --> 34:16.610]  They took it right before them dinner.
[34:16.930 --> 34:19.330]  Yeah, they took it right before the lunch.
[34:19.970 --> 34:22.650]  So they took it right before them breakfast.
[34:22.890 --> 34:25.290]  Everyone on the sensei me.
[34:26.210 --> 34:28.170]  Bang, bang, bang, bang, bang.
[34:29.170 --> 34:31.250]  Bang, bang, bang, bang, bang.
[34:31.730 --> 34:34.250]  All day on night in the party.
[34:34.250 --> 34:36.570]  Everyone's smoking sense of me.
[34:37.330 --> 34:39.490]  What's one? He walking out with the mouse.
[34:40.290 --> 34:42.650]  John Brown locked out of the house.
[34:43.250 --> 34:45.730]  All day on night in the party.
[34:46.010 --> 34:48.610]  Everyone's smoking sense of me.
[34:49.010 --> 34:51.330]  What's one? He walking out with the mouse.
[34:51.930 --> 34:54.370]  John Brown locked out of the house.
[34:54.970 --> 34:57.490]  All day on night in the party.
[35:00.800 --> 35:08.680]  All day on night in the party.
[35:14.080 --> 35:36.250]  in the party.
[35:36.250 --> 36:02.010]  Now you know that it is getting late, and now is the time for me to go away, my friend.
[36:02.010 --> 36:16.650]  To you all the mouse to go away, my friend.
[36:16.650 --> 36:38.010]  To you all the mouse to play.
[36:38.010 --> 36:47.210]  Good night.
[36:47.210 --> 36:57.210]  I will see you.
