[00:00.000 --> 00:01.520]  Yeah, here we go.
[21:58.760 --> 21:59.920]  Did you forget what you're doing?
[21:59.920 --> 22:01.600]  Or did you get fucking paranoid?
[22:01.600 --> 22:03.080]  Or did you want to take a nap?
[22:03.080 --> 22:04.080]  Did you get the giggles?
[22:04.080 --> 22:05.080]  Did you want to watch cartoons?
[22:05.080 --> 22:06.760]  Did you get the munchies?
[22:06.760 --> 22:08.800]  Write all of that shit down.
[22:08.800 --> 22:11.200]  Then tomorrow, let's repeat the process.
[22:11.200 --> 22:14.920]  Let's get up, get the day started, have a little snack, get the blood flowing, get some
[22:14.920 --> 22:17.000]  air in your lungs, get your life going.
[22:17.000 --> 22:20.880]  And then that first rip you want to take of the day, let's smoke some of that concentrate
[22:20.880 --> 22:23.840]  we made from the plant we cut down at week eight.
[22:23.840 --> 22:27.760]  Then let's take the same notes on that plant as we did on the week seven plant.
[22:27.760 --> 22:28.760]  Do you get giggly?
[22:28.760 --> 22:29.760]  Do you get paranoid?
[22:29.760 --> 22:30.760]  Do you get the munchies?
[22:30.760 --> 22:32.200]  Did it make your eyes real red?
[22:32.200 --> 22:34.400]  Did it make you hear a weird ringing noise?
[22:34.400 --> 22:35.600]  Did it make you want to take a nap?
[22:35.600 --> 22:36.880]  Did you have to poop?
[22:36.880 --> 22:37.880]  What did it do?
[22:37.880 --> 22:39.920]  What were the effects of that concentrate?
[22:39.920 --> 22:42.600]  Then tomorrow, let's repeat the process.
[22:42.600 --> 22:47.000]  Wake up nice and fresh, have breakfast, have a little snack, whatever you do.
[22:47.000 --> 22:50.680]  Watch some cartoons, get the day moving, get some blood flowing, get some air in your lungs,
[22:50.680 --> 22:52.960]  get the brain started when it's time to smoke.
[22:52.960 --> 22:56.000]  Let's get down on the plant that we cut down on week nine.
[22:56.000 --> 22:57.000]  Let's see what it does.
[22:57.000 --> 22:59.420]  Again, take all kinds of notes.
[22:59.420 --> 23:02.440]  By this smoke, you're going to know which one you prefer.
[23:02.440 --> 23:05.400]  Is it week seven, week eight, or week nine?
[23:05.400 --> 23:09.440]  Now, what you also may notice is that you may like the one that was cut down at week
[23:09.440 --> 23:10.600]  seven.
[23:10.600 --> 23:14.440]  What may be really weird is that your buddy really likes the one from week nine.
[23:14.440 --> 23:19.680]  Now, the best part of that is all three of those concentrates are quality concentrates.
[23:19.680 --> 23:27.000]  They are all acceptable by consumers and connoisseurs worldwide, but for some reason, the week seven
[23:27.000 --> 23:28.220]  is better for you.
[23:28.220 --> 23:30.360]  The week nine is better for your buddy.
[23:30.360 --> 23:32.360]  It is all about our personal preference.
[23:32.360 --> 23:33.840]  It's all about our physical makeup.
[23:33.840 --> 23:35.840]  It is all about our body chemistry.
[23:35.840 --> 23:37.520]  It is all about, I don't know what it could be about.
[23:37.520 --> 23:38.520]  It could be your blood type.
[23:38.520 --> 23:39.520]  It could be your brain type.
[23:39.520 --> 23:44.440]  It could be your level of whatever that that certain one works best for you.
[23:44.440 --> 23:50.360]  So overall, yes, I do agree that I would prefer to cut down flowers that are intended to be
[23:50.360 --> 23:55.400]  used as a concentrate a little bit earlier than a flower that is intended to be smoked
[23:55.400 --> 24:01.160]  as a raw bud or a flower, but I do not find it to be a myth that harvesting our plants
[24:01.160 --> 24:04.840]  at different times will create a different effect for the consumer.
[24:04.840 --> 24:09.580]  I think we will find that in a raw flower and I think we will also find that in any
[24:09.580 --> 24:13.960]  type of concentrates, whether it be a fresh frozen concentrate, whether it's a pressed
[24:13.960 --> 24:20.080]  or a washed product, or even the same with a BHO extracted concentrate.
[24:20.080 --> 24:24.000]  I think you will notice a difference in different harvest windows.
[24:24.000 --> 24:28.400]  Now, again, what individual consumers are going to prefer will be different.
[24:28.400 --> 24:29.760]  That will be consumer based.
[24:29.760 --> 24:35.520]  That is going to be blood type, body type, body chemistry, brain chemistry, and also
[24:35.520 --> 24:37.080]  what does that consumer prefer?
[24:37.080 --> 24:38.080]  Do they want to go up?
[24:38.080 --> 24:39.080]  Do they want to go down?
[24:39.080 --> 24:40.320]  Do they want to go sideways?
[24:40.320 --> 24:46.060]  It is all about the product and the consumer having that connection and that symbiosis.
[24:46.060 --> 24:51.720]  So I do not find it to be a myth that we can get a different effect through different harvest
[24:51.720 --> 24:52.720]  windows.
[24:52.720 --> 24:56.420]  I actually find that to be very true and I actually have science that can back that up.
[24:56.420 --> 24:58.680]  Really quickly, the science would be like this.
[24:58.680 --> 25:02.300]  If you cut down the plants early, there are different compounds available than if we cut
[25:02.300 --> 25:03.640]  down the plants later.
[25:03.640 --> 25:08.000]  Why wouldn't those different compounds affect a consumer in a different way?
[25:08.000 --> 25:10.320]  That is a really quick way to wrap that up.
[25:10.320 --> 25:14.120]  So I want to give a big thank you to our friend who says I can say his name, but did not include
[25:14.120 --> 25:15.800]  his name in the email.
[25:15.800 --> 25:17.080]  Thank you for the great question.
[25:17.080 --> 25:19.600]  I hope I got to clear up what you thought was a myth.
[25:19.600 --> 25:21.280]  I hope I got to give you some good information.
[25:21.280 --> 25:26.800]  Yes, it is a good idea to cut those plants down early if you intend to make a concentrate
[25:26.800 --> 25:27.800]  out of them.
[25:27.920 --> 25:32.760]  However, if you're going to smoke a raw flower, give it time, let it finish, and don't cut
[25:32.760 --> 25:36.400]  it down until those trichomes tell you that the plant is ready.
[25:36.400 --> 25:39.920]  All right, podcast world, that message took me a little longer than anticipated, so I'm
[25:39.920 --> 25:41.680]  going to wrap up the podcast here.
[25:41.680 --> 25:45.980]  I want to thank everybody for listening to this episode of the Grow From Your Heart podcast.
[25:45.980 --> 25:49.840]  If you feel like this episode was educational, informative, or entertaining, and you would
[25:49.840 --> 25:56.560]  like to make a financial contribution to the show, you can do so by visiting www.patreon.com
[25:57.320 --> 26:01.320]  All of the information you need will be right there on the screen.
[26:01.320 --> 26:05.680]  Once again, big thank you and big shout out to everybody who has supported the show through
[26:05.680 --> 26:10.240]  the Patreon campaign in the past, in the present, and in the future.
[26:10.240 --> 26:14.160]  I would also appreciate it if you follow the show on YouTube.
[26:14.160 --> 26:18.200]  Simply go to YouTube, search for the Grow From Your Heart podcast, click on the subscribe
[26:18.200 --> 26:21.800]  button, type some comments on the videos, and let me know what you think of the show.
[26:21.800 --> 26:25.000]  I really do appreciate the listener support.
[26:25.000 --> 26:26.920]  Also find me on Cannabuzz.
[26:26.920 --> 26:30.660]  Cannabuzz is a free cannabis-friendly social media application.
[26:30.660 --> 26:35.840]  You can't buy, sell, or trade cannabis on Cannabuzz, but you can freely post your cannabis
[26:35.840 --> 26:36.840]  photography.
[26:36.840 --> 26:40.720]  You can post your bud shots, you can post your grow room photos, you can post your dab
[26:40.720 --> 26:44.980]  videos, and if you have cannabis-related questions, you can ask them there.
[26:44.980 --> 26:48.280]  Post a picture of your fucked up plant, and then a friendly grower will come along and
[26:48.280 --> 26:52.360]  we will help you out and tell you how to correct and diagnose that problem.
[26:52.360 --> 26:53.480]  So join us on Cannabuzz.
[26:53.960 --> 26:58.600]  It is a free application on your Android or Apple mobile device.
[26:58.600 --> 26:59.600]  Give it a download.
[26:59.600 --> 27:00.600]  Give me a follow.
[27:00.600 --> 27:04.920]  I'm Iry underscore genetics, and I look forward to seeing you on Cannabuzz.
[27:04.920 --> 27:07.560]  Ladies and gentlemen, that is all I've got for you for this episode.
[27:07.560 --> 27:09.160]  I want to thank you again for listening.
[27:09.160 --> 27:11.880]  I'll be back in just a few days with fresh new content.
[27:11.880 --> 27:16.320]  I want to give a huge shout out to my buddy NorCal Iry, and until next time, take a fat
[27:16.320 --> 27:18.200]  dab and give your mom a hug for me.
[27:23.480 --> 27:38.920]  On your way to the path that you follow, on to the land far and wide, searching for sweet
[27:38.920 --> 27:46.040]  inspiration, feeling right, you're feeling right, you got the tools you've been given,
[27:46.600 --> 27:57.560]  we can build this fire tonight, we've got to work together now and do it right, do it right, yeah.
[27:57.560 --> 28:18.600]  Yeah, it's not an easy road they keep telling me, but I know that it's the only road that I'll go.
[28:18.680 --> 28:28.840]  And all along the way, they'll be my friends and family, we're gonna help one another,
[28:28.840 --> 28:37.640]  my sister, my brother, right on, yeah, gonna help one another, my sister, my brother, right on,
[28:38.600 --> 28:42.680]  yeah.
[28:42.680 --> 29:10.040]  You got to check your step when the day turns to night, know that you're never alone,
[29:11.000 --> 29:19.800]  lion guide, hold your head high, just everywhere you roam, now you got the tools you've been given,
[29:19.800 --> 29:33.400]  we got to build this fire tonight, we got to learn to work together and do it right, do it right, yeah.
[29:41.000 --> 29:51.960]  Yeah, it's not an easy road they've been telling me, but I know that it's the only road that I know,
[29:53.640 --> 30:02.200]  and all along the way, they'll be my friends and family, we got to help one another,
[30:02.200 --> 30:10.920]  my sister, my brother, right on, yeah, gonna help one another, my sister, my brother, right on,
[30:11.800 --> 30:17.320]  yeah, we got to help one another, my sister, my brother, right on,
[30:18.120 --> 30:27.240]  yeah, we got to help one another, my sister, my brother, right on, yeah we got to help one another,
[30:27.240 --> 30:30.240]  My sister, my brother, right on
[30:30.240 --> 30:33.240]  Yeah, we gotta help one another
[30:33.240 --> 30:36.240]  My sister, my brother, right on
[30:37.240 --> 30:39.240]  We gotta help one another
[30:39.240 --> 30:45.240]  My sister, my brother, right on
