[00:15.480 --> 00:18.240]  Welcome back, Cannabis Community.
[19:59.780 --> 20:04.320]  declined to comment. The coordinating coordinated enforcement action was solely,
[20:04.480 --> 20:07.080]  a Colorado agency effort headed by Denver police,
[20:07.080 --> 20:09.080]  which partnered with the Aurora police department,
[20:09.260 --> 20:12.920]  Colorado marijuana enforcement division, Denver district attorney's office,
[20:12.960 --> 20:14.400]  Denver city attorney's office,
[20:14.420 --> 20:18.680]  Denver department of excise and licenses and Denver department of public health.
[20:18.680 --> 20:21.600]  That's a lot of people to have come and knocking on your door. Uh,
[20:21.620 --> 20:25.440]  the U S drug enforcement and administration was not involved in the operation.
[20:25.440 --> 20:26.840]  Spokesman Randy lad said,
[20:27.300 --> 20:30.340]  and then they list all the sweet leaf locations that were rated. Uh,
[20:30.340 --> 20:35.340]  just in case you're interested, 1474 South of coma, 2647 West 38th,
[20:36.220 --> 20:40.140]  5100 West 38th, 4,400 East Evans,
[20:40.340 --> 20:44.180]  2609 Walnut street, 4125 North a lot.
[20:44.420 --> 20:49.420]  I don't know if I said that right. ELA TI street and 7,200 East Smith road.
[20:50.820 --> 20:53.020]  So I was right, right in my assumption.
[20:53.020 --> 20:55.700]  They were selling more cannabis than they should have been selling to each
[20:55.720 --> 20:59.680]  customer. So you guys check this out. If you are not from Colorado,
[20:59.680 --> 21:03.160]  or even if you are from Colorado and you go to a dispensary and you're that guy
[21:03.160 --> 21:05.680]  that's like, and you're shopping recreationally or even medically,
[21:06.040 --> 21:10.680]  and you're asking somebody to bend or break a rule and you are a dick because
[21:10.680 --> 21:14.360]  they won't break the rules because they are a well-trained trustworthy employee.
[21:14.800 --> 21:16.880]  This is why they are not breaking the rules.
[21:17.400 --> 21:20.280]  These guys lost eight dispensaries. Let's see.
[21:20.300 --> 21:23.200]  I want to scroll up and read how many licenses they lost. Cause it was crazy.
[21:23.620 --> 21:25.580]  Uh, eight places got raided.
[21:25.820 --> 21:30.820]  11 stores were closed and 26 licenses have been suspended because somebody in
[21:31.900 --> 21:36.860]  this company said that it was okay to break rules and create major violations.
[21:36.880 --> 21:39.900]  Now the whole company is being shut down.
[21:40.100 --> 21:43.940]  Everybody from the growers to the trimmers, to the bud tenders,
[21:43.940 --> 21:47.100]  to the managers, to the CEOs, they're all on hold right now.
[21:47.140 --> 21:48.500]  There might not be a business.
[21:48.660 --> 21:51.880]  Nobody knows what's going on with these licenses until they have their hearings.
[21:51.880 --> 21:53.620]  Usually these hearings happen within,
[21:53.620 --> 21:57.340]  I think it's about 30 days that have to be heard and everybody goes to court and
[21:57.340 --> 21:59.680]  talks about this. But until this happens,
[21:59.920 --> 22:02.080]  the growers don't know where their paycheck comes from.
[22:02.080 --> 22:04.140]  The trimmers don't know where their paycheck comes from.
[22:04.500 --> 22:08.500]  Everyone's in a scramble. So they got greedy. They tried to make extra money.
[22:08.540 --> 22:12.180]  They tried to break some rules and all they did was totally fuck themselves.
[22:12.380 --> 22:15.380]  26 licenses. You guys licenses are not cheap.
[22:15.700 --> 22:18.180]  If you fuck up with the license and they find out,
[22:18.480 --> 22:22.240]  they find that you are incapable of properly handling a license and conducting
[22:22.240 --> 22:25.500]  business like an adult. They will take your fucking license from you.
[22:25.760 --> 22:26.800]  And I don't know what happens to it.
[22:26.800 --> 22:29.120]  They sell it or you have to sell it to somebody else or something,
[22:29.120 --> 22:31.520]  but you're not allowed to hold a marijuana license,
[22:31.520 --> 22:34.520]  a business license for any type of cannabis related business anymore.
[22:34.800 --> 22:39.240]  They can do that. Who knows what's going to happen with these businesses?
[22:39.240 --> 22:41.880]  Who knows? There are bud tenders that are not at work.
[22:42.000 --> 22:43.560]  There's one location open tomorrow.
[22:44.320 --> 22:46.400]  And I don't know that those employees are going to want to go to work.
[22:46.420 --> 22:48.020]  They're probably paranoid and worried.
[22:49.260 --> 22:52.460]  Then now there's a whole company shut down millions of dollars.
[22:52.460 --> 22:56.380]  You guys millions of dollars, millions. I don't,
[22:56.380 --> 23:00.380]  I couldn't even fathom how many millions of dollars come with 26 licenses.
[23:00.820 --> 23:03.620]  So they say eight sweet leaf marijuana center locations.
[23:03.640 --> 23:07.020]  There's eight locations shut down, but there are 26 licenses,
[23:07.260 --> 23:09.660]  which means there are eight dispensaries.
[23:09.820 --> 23:14.460]  There are probably 10 grows that puts it 18 and then like maybe eight, uh,
[23:14.600 --> 23:18.120]  MIPS, which would be where they make edibles or where they make concentrates.
[23:18.480 --> 23:21.640]  MIPS is medically infused products is what that license is.
[23:21.680 --> 23:25.680]  MIP and that's where you can do extractions. They're all specialized.
[23:25.680 --> 23:28.920]  It's either a kitchen or a lab or whatever, but so yeah,
[23:28.920 --> 23:33.080]  they probably had eight dispensaries, 10 grows. It puts you at 18.
[23:33.300 --> 23:35.160]  And then however, whatever else I said, uh,
[23:35.200 --> 23:37.400]  eight more would be MIPS or whatever. I'm just guessing.
[23:37.400 --> 23:40.640]  I don't know what they really are, but 26 licenses have been taken away.
[23:41.240 --> 23:42.840]  So many people are going to be fucked you guys.
[23:42.860 --> 23:45.780]  So when you go to the dispensary and the bud tender won't break the rules or
[23:45.780 --> 23:48.940]  won't bend the rules or won't sell you extra or won't hook you up or you don't
[23:48.940 --> 23:51.900]  have the proper idea and they tell you, no, this is why you guys,
[23:51.900 --> 23:54.420]  we would like to keep our businesses. We would like to be employed.
[23:54.780 --> 23:56.100]  It is the middle of December.
[23:56.260 --> 23:58.900]  And now there are a bunch of people that were probably counting on that next
[23:58.900 --> 24:02.180]  paycheck that they're going to make over the next week to cover some Christmas
[24:02.180 --> 24:04.420]  gifts to cover something. People already spent money.
[24:04.420 --> 24:06.540]  I'm sure because it's Christmas time and we're fucking humans.
[24:06.540 --> 24:07.440]  We don't plan ahead.
[24:07.660 --> 24:10.540]  We just spend money that we don't have because the TV tells us that it's okay
[24:10.540 --> 24:13.880]  because just spend that money. And so they did, I bet you they did.
[24:13.880 --> 24:15.720]  Now these people are going to be fucked because they don't have a job.
[24:16.120 --> 24:20.360]  So stop breaking the rules. Stop asking people to break rules. And look,
[24:20.760 --> 24:23.680]  here's an example. There are rules in Colorado. We're not just,
[24:23.720 --> 24:25.000]  it's not the wild West anymore.
[24:25.000 --> 24:28.780]  For you people that may think we're just out here slinging dope and nobody cares.
[24:28.900 --> 24:33.080]  There are rules. Doors got kicked in. Licenses were taken away.
[24:33.360 --> 24:36.320]  People are in jail. All right. I've got one more little piece.
[24:36.320 --> 24:39.440]  I want to add to this before I wrap up this segment of the show. Uh,
[24:39.440 --> 24:43.940]  this was from the Westward, which is, uh, if you're not from Colorado,
[24:43.940 --> 24:47.300]  the Westward is like a little local paper. It's the hip, cool, uh,
[24:47.340 --> 24:51.020]  color paper, uh, with all the ads in it and all the local stuff.
[24:51.020 --> 24:52.660]  It tells you about all the cool shows coming up.
[24:52.660 --> 24:54.300]  It tells you about all the art that's happening.
[24:54.580 --> 24:58.220]  And then the back three pages are all ads and coupons for dispensaries in
[24:58.220 --> 25:02.100]  Denver. Uh, but they put out a great magazine, I think monthly.
[25:02.480 --> 25:07.220]  And they also have a website and sweet leaf sent them a message.
[25:07.480 --> 25:11.960]  And it's an official assertion from corporate and Westward posted it.
[25:11.960 --> 25:13.120]  And it says this morning,
[25:13.120 --> 25:15.640]  sweet leaf was surprised to receive notification from the,
[25:15.680 --> 25:17.640]  from the department of excise and license,
[25:17.800 --> 25:21.720]  suspending all of our city licenses in the city and County of Denver.
[25:22.000 --> 25:25.960]  It is unclear at this point, exactly what actions, if any sweet leaf took to cause
[25:26.280 --> 25:27.720]  the city to issue this order.
[25:27.880 --> 25:31.200]  Sweet leaf is cooperating with the authorities to resolve this issue and hopes
[25:31.220 --> 25:35.520]  to have all of their stores back in operation as soon as possible.
[25:36.220 --> 25:38.820]  Yeah. It said that they were cooperating. Of course they're cooperating.
[25:38.820 --> 25:43.140]  12 people are in jail. Now I'm curious. Are those people, uh, owners,
[25:43.140 --> 25:46.900]  are they corporate? It doesn't say I've been researching everything I can find.
[25:46.900 --> 25:50.860]  So far at the time of this recording, the people arrested have not been processed.
[25:50.860 --> 25:53.140]  They are still in booking in the Denver jail, the Denver,
[25:53.140 --> 25:56.180]  I don't know the Denver city, Denver County jail. They're still being processed.
[25:56.180 --> 25:58.300]  So I can't find any information on who it was.
[25:58.660 --> 26:02.140]  What I'm curious about is where they bud tenders, where they manage me,
[26:02.360 --> 26:05.560]  where they owners, where they, where were they in the food chain of the,
[26:05.600 --> 26:09.480]  of the company? Uh, because honestly, I don't know.
[26:09.560 --> 26:11.880]  I know there is a rule in place and I have to ask,
[26:11.960 --> 26:14.160]  we got to get white Mike in on this one. Uh,
[26:14.160 --> 26:17.160]  there's a rule that says if somebody commits a crime in the dispensary,
[26:17.160 --> 26:20.040]  that it's either the management's responsibility or the actual,
[26:20.200 --> 26:22.560]  like if a bud tender sells somebody illegally,
[26:22.780 --> 26:25.880]  I think the bud tender can actually legally be held responsible,
[26:26.120 --> 26:30.520]  but I'm not certain. So I think the bud tenders may be the ones detained.
[26:30.980 --> 26:35.420]  I'm not sure when I find out, I will let you guys know on a future episode.
[26:36.060 --> 26:39.860]  All right. So I took a second and contacted a compliance officer who knows a lot
[26:39.880 --> 26:43.500]  about the marijuana enforcement division rules and regulations. And they told me,
[26:43.500 --> 26:47.980]  yes, if a bud tender is caught violating a rule, they will be arrested and charged.
[26:48.060 --> 26:50.900]  But they also stated, they doubt that's what happened in this case.
[26:51.160 --> 26:53.780]  They said there's more to this case that they can't talk about right now.
[26:54.060 --> 26:57.420]  And they will talk to me in person because we were just texting. So, uh,
[26:57.460 --> 27:00.100]  they're an insider. They're in the industry. They know a lot of people.
[27:00.100 --> 27:03.440]  I'll find out some stuff and then I'll see what I can share with you,
[27:03.920 --> 27:07.080]  but it is not what it looks like is what I can say after reading that whole
[27:07.100 --> 27:08.880]  article and then talking with my friend,
[27:09.120 --> 27:11.440]  it doesn't appear to be what it looks like.
[27:11.460 --> 27:15.400]  This is a different thing than what I thought and what the reporters have all
[27:15.400 --> 27:19.160]  said so far. So I'll find out if there's anything else I can share with you guys.
[27:19.160 --> 27:21.720]  And then I will let you know, as soon as I've got some more information.
[27:22.200 --> 27:25.360]  All right. I'm running out of time and my throat is starting to get a little bit
[27:25.360 --> 27:29.520]  funky, but I want to read one email and then we're going to wrap up this podcast.
[27:29.540 --> 27:33.100]  I know there wasn't a whole lot of very specific cannabis education this time,
[27:33.360 --> 27:36.780]  but the theme of the show is cannabis news, education and conversation.
[27:36.780 --> 27:39.300]  You got some news and conversation for sure.
[27:39.660 --> 27:43.740]  I think the last episode was very, uh, education based.
[27:44.220 --> 27:48.060]  So we're evening shit out. I hope you like it. All right.
[27:48.180 --> 27:50.700]  So this email goes like this. It says, Hey Jeff,
[27:50.700 --> 27:52.500]  been a long time listener of the podcast.
[27:52.500 --> 27:55.920]  So much good information to learn from and I appreciate you putting it out
[27:55.920 --> 27:57.580]  there. Well, you're very welcome. Thanks for the email.
[27:58.000 --> 28:01.000]  It goes on to say the reason I'm writing is I would like to possibly get ahold
[28:01.000 --> 28:04.420]  of some of your seeds and was wondering if you could shoot me in the direction
[28:04.420 --> 28:07.600]  as to where to find some. Yes.
[28:07.680 --> 28:12.200]  Google the Hella Dank Seed Company or go to dankseed.store and you will be able
[28:12.200 --> 28:16.800]  to find seeds. If you type in Hella Dank Seed Bank, I read genetics,
[28:17.080 --> 28:18.120]  you will be golden.
[28:18.120 --> 28:21.000]  Hella Dank Seed Bank is the place I recommend today,
[28:21.280 --> 28:24.680]  or you can always check my friends out at thedankteam.com.
[28:24.780 --> 28:29.780]  The dank team.com thedankteam.com check Hella Dank Seed Bank or thedankteam.com
[28:32.300 --> 28:35.900]  are two great places to get iri genetic seeds. Uh, let's see.
[28:35.900 --> 28:40.220]  The email goes on to say I will be road tripping around Colorado in a couple of
[28:40.220 --> 28:44.020]  weeks. So destination is not much of a concern. Uh, when did you write this?
[28:44.020 --> 28:46.580]  This was a while ago. That trip already happened. I hope you had a good time.
[28:46.580 --> 28:49.700]  I apologize for missing you. I'm just going through old emails and catching up.
[28:50.220 --> 28:52.980]  He says specifically, I would like to find some lemon, Jeffrey, golden goat,
[28:52.980 --> 28:55.720]  or a rise. The arise is available.
[28:55.880 --> 28:58.280]  The golden goat won't be available for a long time.
[28:58.480 --> 29:00.520]  The lemon Jeffrey is not available by itself,
[29:00.520 --> 29:02.920]  but it is available in the form of lemon sunrise,
[29:03.120 --> 29:05.760]  which is lemon Jeffrey cross to the arise.
[29:05.760 --> 29:08.840]  So that's available at the dank team and the Hella Dank Seed Bank.
[29:09.440 --> 29:10.560]  The email goes on to say,
[29:10.800 --> 29:13.640]  I know you recently mentioned that you don't care to mess with feminized seeds,
[29:13.880 --> 29:16.520]  but if there are any feminized seeds of these strains floating around,
[29:16.520 --> 29:19.440]  I would like to get my hands on them. Uh,
[29:19.980 --> 29:24.060]  there are no more golden goat or lemon Jeffrey feminized seeds available right
[29:24.080 --> 29:27.940]  now that may change in the future, but currently that's not a thing.
[29:28.260 --> 29:31.940]  A rise is currently not available in a feminized seed form.
[29:31.940 --> 29:36.500]  So no feminized seeds right now from me, although, um,
[29:36.700 --> 29:40.180]  I will be making a new line of feminized seeds very soon.
[29:40.540 --> 29:43.780]  I'm going to reverse a male, a female plant and turn it into a male.
[29:44.100 --> 29:47.180]  I'm going to pollinate a few things. I will test run those.
[29:47.360 --> 29:51.000]  If I like what comes out of those, I will do it again and put it into production.
[29:51.000 --> 29:54.360]  I was asked to do a favor for somebody because they really liked to strain and
[29:54.360 --> 29:58.120]  they wanted to play with seeds of it. So I'm going to make S ones of a strain.
[29:58.320 --> 30:00.000]  I'll talk about it a little more in the future,
[30:00.280 --> 30:02.800]  but that's what I'm doing with feminized seeds.
[30:02.820 --> 30:05.680]  I've got a whole new plant that I'm going to be reversing.
[30:05.680 --> 30:07.800]  I'm going to make a whole new line of femme stuff.
[30:07.800 --> 30:11.000]  There will only be about four or five crosses in the whole line,
[30:11.520 --> 30:13.040]  but those will be coming in a little bit here.
[30:13.120 --> 30:16.160]  I'm going to get back to this email and get my brain back focused.
[30:16.180 --> 30:20.740]  He says, I hope to hear back from you and keep up the good work on the podcast.
[30:21.900 --> 30:23.180]  Hey, thanks. I'll keep up the good work.
[30:23.180 --> 30:26.140]  I apologize for taking forever to get back to you with the emails.
[30:26.140 --> 30:30.580]  I've got a lot of emails. Obviously the email goes on to say,
[30:30.660 --> 30:33.460]  I lost my space. Here we go. It is by far one of my top three,
[30:33.460 --> 30:36.420]  right alongside Joe Rogan experience. Wow.
[30:36.860 --> 30:39.940]  I'm in the top three right alongside Joe Rogan. So who else is up there?
[30:39.940 --> 30:42.540]  I want to know who number three is. It's Joe Rogan myself.
[30:42.540 --> 30:45.700]  And who else do you have up there? I'm very curious. And honestly,
[30:45.960 --> 30:46.600]  it's an honor.
[30:46.600 --> 30:50.760]  Every time somebody compares me to Joe Rogan in podcasting or in any way,
[30:50.780 --> 30:51.360]  shape or form,
[30:51.360 --> 30:54.400]  it's a fucking honor because Joe Rogan is an amazing individual.
[30:54.400 --> 30:58.360]  That man's a savage. There's never an insult to be compared to Joe Rogan.
[30:58.360 --> 30:59.720]  So thank you for that huge compliment.
[30:59.960 --> 31:03.640]  I'm glad that my podcast is one of your favorites, right alongside Joe Rogan.
[31:04.400 --> 31:06.360]  I listened to Joe Rogan kind of religiously.
[31:06.680 --> 31:10.080]  Rogan puts out three, sometimes four or five shows every week.
[31:10.440 --> 31:14.560]  And I listened to almost every second of every show that that guy puts out.
[31:15.060 --> 31:17.500]  That's one of my favorite podcasts. So I'm glad you dig it with me.
[31:17.500 --> 31:20.580]  I'm glad we're probably listening to the Joe Rogan experience together.
[31:20.600 --> 31:24.180]  Sometimes during long days at work, man, thanks for the huge compliment.
[31:24.420 --> 31:29.200]  He also says, PS, you should do more organic episodes on organic growing.
[31:29.200 --> 31:33.980]  I know it's not your thing, but I'm sure many listeners would enjoy hearing them.
[31:34.580 --> 31:37.140]  Yes. I would love to get more organic episodes going.
[31:37.140 --> 31:41.020]  I need to schedule some more organic based growers to come and be on the show
[31:41.020 --> 31:43.180]  with me. I've just been chaotic lately.
[31:43.180 --> 31:46.320]  My schedule is hard to nail down. Other people are hard to nail down.
[31:46.560 --> 31:49.520]  I need to reach out to some folks and have them come be on the podcast and talk
[31:49.520 --> 31:53.600]  about organics. You are right. The email finishes up like this. He says, thanks.
[31:53.600 --> 31:58.360]  And if this makes it on your show, please don't mention my name. All right, dude,
[31:58.360 --> 31:59.160]  I won't mention your name,
[31:59.160 --> 32:02.260]  but I do want to give you a huge thanks for sending me a great email for letting
[32:02.260 --> 32:06.440]  me ramble on about getting some seeds. I hope your trip to Colorado was fun.
[32:06.460 --> 32:08.760]  I apologize for not linking up with you and dude,
[32:08.760 --> 32:10.480]  huge thanks for the compliment.
[32:11.300 --> 32:13.380]  I love hearing that I'm somebody's favorite podcast,
[32:13.380 --> 32:17.340]  but saying that I'm right alongside the Joe Rogan experience never gets old.
[32:17.500 --> 32:19.180]  All right, you guys, if you want to send me an email,
[32:19.180 --> 32:22.020]  I would love to hear from you. It's growfromyourheartathotmail.com.
[32:22.220 --> 32:26.780]  You never know. I may read your email on a future episode.
[32:27.380 --> 32:29.980]  Ladies and gentlemen, it's time for me to start wrapping up this podcast.
[32:29.980 --> 32:32.860]  I feel like I've been talking super fast. I've been rambling my ass off.
[32:33.060 --> 32:36.020]  I hope you enjoyed this episode. If you're listening on iTunes,
[32:36.040 --> 32:38.980]  I hope you go to iTunes and leave me a rating and a review. Also,
[32:38.980 --> 32:41.120]  I would love it if you find me on all of the social media,
[32:41.980 --> 32:44.880]  interact with me on Facebook, find me at the Grow From Your Heart Podcast.
[32:45.120 --> 32:48.000]  You can find me on Twitter at GFYH podcast. Also,
[32:48.000 --> 32:51.640]  I would love it if you follow me on Instagram. I use my other company name.
[32:51.640 --> 32:53.480]  It's Irie underscore genetics.
[32:53.680 --> 32:57.280]  I R I E underscore G E N E T I C S.
[32:57.280 --> 33:00.000]  Irie Genetics on Instagram. Please check me out there.
[33:00.000 --> 33:01.560]  Check out my cannabis photography.
[33:01.720 --> 33:05.360]  Sometimes I do Instagram live videos and I go on and just talk about cannabis
[33:05.360 --> 33:07.780]  growing and let the people in the live feed ask me questions.
[33:07.800 --> 33:10.200]  And then I just answered off the top of my head the best I can.
[33:10.760 --> 33:13.180]  So if you want to join me for that, check me out on Instagram.
[33:13.180 --> 33:16.140]  It's Irie underscore genetics. Turn on your notifications.
[33:16.140 --> 33:18.600]  And when I go live, it'll tell you I'm there. You can hang out,
[33:18.600 --> 33:19.640]  take some dabs with me.
[33:20.360 --> 33:22.840]  If you're not into the social media and you've still got something to say,
[33:22.860 --> 33:26.800]  of course you can email me. It's growfromyourheart at hotmail.com.
[33:26.920 --> 33:30.940]  Also there are about 130 videos on the Grow From Your Heart YouTube channel.
[33:31.080 --> 33:32.640]  So if you want to see old episodes,
[33:32.840 --> 33:36.960]  numbers one through one 30 are available on the Grow From Your Heart YouTube
[33:36.980 --> 33:40.200]  channel. Please subscribe to that. Also,
[33:40.820 --> 33:45.060]  I would appreciate it if you check out Patreon, patreon.com slash growfromyourheart.
[33:45.420 --> 33:47.460]  If you feel like this podcast was worth a couple of bucks,
[33:47.780 --> 33:51.860]  please head over to patreon.com and read all the information you need to figure
[33:51.860 --> 33:53.420]  out how to contribute to the podcast.
[33:54.020 --> 33:55.900]  I'm not trying to charge anybody for this podcast.
[33:55.900 --> 33:59.140]  This podcast will always be free. I do this out of, out of my heart,
[33:59.140 --> 34:01.500]  out of my love for cannabis, out of my love for helping people,
[34:01.740 --> 34:04.460]  out of wanting to make cannabis legal worldwide,
[34:04.720 --> 34:08.920]  out of being able to help people grow, smoke, consume, enjoy, be more educated,
[34:09.080 --> 34:11.600]  everything positive about cannabis. That's why I do this. I love it.
[34:11.760 --> 34:14.440]  I want people to grow a better herb. I want people to smoke better herb.
[34:14.440 --> 34:17.240]  I want people to feel better because they're able to medicate and recreate with
[34:17.240 --> 34:18.360]  the best herb possible.
[34:18.680 --> 34:21.120]  I want to shine light on urban I'm going to do it free for you guys,
[34:21.400 --> 34:25.360]  but my website costs money. My website is where I host my podcast.
[34:25.380 --> 34:28.040]  My microphone covers cost money. My water bottles cost money.
[34:28.040 --> 34:31.200]  Sometimes my equipment fucks up and it costs money. I'm not begging,
[34:31.200 --> 34:34.780]  but if you would like to help me offset those costs, if you're able to do so,
[34:34.860 --> 34:38.340]  patreon.com slash grow from your heart is the way you can do it.
[34:38.340 --> 34:40.220]  So go there, check it out. I'm not begging.
[34:40.260 --> 34:43.020]  If you're not able to contribute, please keep listening to the show.
[34:43.020 --> 34:46.780]  I love you just the same. There are a few people that want to help. Thank you.
[34:47.060 --> 34:49.680]  If you can't help, thank you. Thank you for listening.
[34:49.740 --> 34:52.140]  Thank you for being a part of the grow from your heart podcast family.
[34:52.340 --> 34:54.460]  I appreciate every single one of my listeners.
[34:54.660 --> 34:58.020]  Even if you're not able to contribute, being a listener is your contribution.
[34:58.240 --> 35:01.920]  All you have to do is grow cannabis the best you can share cannabis in a
[35:01.920 --> 35:06.000]  positive light. Never talk negatively, never be embarrassing about cannabis.
[35:06.440 --> 35:08.080]  Just be positive about cannabis.
[35:08.100 --> 35:09.920]  That's what you can do to support my show for free.
[35:10.120 --> 35:12.600]  You'll never have to reach into your pocket ever for my podcast.
[35:12.600 --> 35:16.640]  Just be a good dude or a good dude at and be a positive cannabis advocate.
[35:16.760 --> 35:20.120]  That's all I ask for. It's free. All right, podcast world.
[35:20.120 --> 35:22.920]  I will be back Thursday with a throwback Thursday episode.
[35:23.080 --> 35:25.280]  Then of course I'll be back Monday with fresh content.
[35:25.420 --> 35:27.900]  I want to thank everybody for listening to a long podcast.
[35:28.460 --> 35:30.860]  I want to give a huge shout out to my friend bag seed, Jesse,
[35:30.920 --> 35:34.300]  and until next time take a fat dab and give your mom a hug for me.
