[00:00.000 --> 00:01.160]  Here we go.
[19:19.860 --> 19:23.100]  If you feel like this episode of the show is educational, informative, or entertaining,
[19:23.100 --> 19:28.700]  and you would like to make a financial contribution to the show, you can do so by visiting patreon.com
[19:28.700 --> 19:30.220]  slash growfromyourheart.
[19:30.220 --> 19:34.540]  All of the information you need to help the show will be right there on the screen.
[19:34.540 --> 19:38.380]  I would also appreciate it if you join us on Cannabuzz.
[19:38.380 --> 19:41.900]  Cannabuzz is a cannabis-friendly social media application.
[19:41.900 --> 19:46.860]  It's like a lot of our favorite applications, but you can post your cannabis-related content
[19:46.860 --> 19:50.220]  without fear of getting your account or your posts deleted.
[19:50.220 --> 19:56.420]  We can't buy, sell, or trade cannabis on Cannabuzz, but we can absolutely post our cannabis photos.
[19:56.420 --> 19:57.780]  You can post your garden photos.
[19:57.860 --> 19:59.500]  You can post your bud photos.
[19:59.500 --> 20:01.060]  You can post your bong rip videos.
[20:01.060 --> 20:02.660]  You can post your dab videos.
[20:02.660 --> 20:07.980]  You can post all of your cool cannabis-related content without fear of getting your account
[20:07.980 --> 20:11.580]  blocked or deleted for free on Cannabuzz.
[20:11.580 --> 20:13.980]  Come join the community on Cannabuzz.
[20:13.980 --> 20:19.460]  Also, if you are growing or if you are interested in growing Irie genetic seeds, join us on
[20:19.460 --> 20:23.460]  Cannabuzz in the new Irie Genetics Breeders group.
[20:23.460 --> 20:24.460]  That's right.
[20:24.460 --> 20:26.500]  We've got our own group on Cannabuzz.
[20:26.500 --> 20:28.460]  We post about Irie Genetics grows.
[20:28.460 --> 20:31.780]  I answer a lot of questions and interact with my friends on there.
[20:31.780 --> 20:34.980]  So please give us a follow on Cannabuzz.
[20:34.980 --> 20:35.980]  It's free.
[20:35.980 --> 20:39.000]  You can find it in the app store for whatever type of phone you are playing with.
[20:39.000 --> 20:43.460]  If you've got an Android device, if you've got an Apple device, give it a download, catch
[20:43.460 --> 20:46.020]  the buzz, join us on Cannabuzz.
[20:46.020 --> 20:48.940]  Also, don't forget about my YouTube channel.
[20:48.940 --> 20:52.380]  If you'd like to follow the show on YouTube, just go to YouTube, type in Grow From Your
[20:52.380 --> 20:55.440]  Heart Podcast, smash on that red subscribe button.
[20:55.440 --> 20:59.520]  Give us a subscribe, check out some of the videos, leave some comments, let me know what
[20:59.520 --> 21:00.520]  you think of the show.
[21:00.520 --> 21:04.240]  I do appreciate and enjoy the interaction.
[21:04.240 --> 21:06.960]  If you've got something you'd like to say and you're not into all that social media
[21:06.960 --> 21:09.240]  nonsense, you know I do love emails.
[21:09.240 --> 21:14.760]  My email address is growfromyourheartathotmail.com and I would love to hear from you.
[21:14.760 --> 21:17.560]  Ladies and gentlemen, that is all I've got for this Thursday episode.
[21:17.560 --> 21:19.480]  I'll see you guys in a couple of days.
[21:19.480 --> 21:22.680]  I'm going to go enjoy the Fish concerts in Denver for three nights.
[21:22.680 --> 21:24.240]  I hope to see you there.
[21:24.240 --> 21:29.040]  If you see me at Fish, give me a high five, stop and give me a hug, say hello.
[21:29.040 --> 21:32.720]  I don't want to hear about it Monday on Twitter, how you're like, hey dude, I saw you at Fish,
[21:32.720 --> 21:34.000]  didn't want to say hi.
[21:34.000 --> 21:37.000]  If Fish is not playing, say hello.
[21:37.000 --> 21:38.880]  If Fish is playing, keep on moving.
[21:38.880 --> 21:39.880]  We'll catch up later.
[21:39.880 --> 21:41.760]  Ladies and gentlemen, that is all I've got for you.
[21:41.760 --> 21:44.480]  I want to give a huge shout out to my friend, Lemur Priest.
[21:44.480 --> 21:47.840]  Until next time, take a fat dab and give your mom a hug for me.
