[00:02.430 --> 00:26.060]  Alright, here we go.
[19:22.700 --> 19:24.300]  I want to set them up for success.
[19:24.300 --> 19:29.020]  So I find plants that can take abuse, can handle pests, pathogens, problems.
[19:29.020 --> 19:30.260]  That's really what I'm looking for.
[19:30.260 --> 19:31.900]  So did the breeder do the work?
[19:31.900 --> 19:33.340]  Did they stress test their plants?
[19:33.340 --> 19:34.740]  Did they sex test them?
[19:34.740 --> 19:38.980]  Did they intersex test them and put them through the ringer before they bred to them?
[19:38.980 --> 19:41.620]  So if they did all that part, then you did your proper selection.
[19:41.620 --> 19:46.220]  If you selected your females and you ran them through a few stress tests a couple of times,
[19:46.220 --> 19:47.740]  did the proper pheno hunt.
[19:47.780 --> 19:51.540]  And if you're going to breed with them, they will work just like any other seeds.
[19:51.540 --> 19:52.820]  I made Lemon Jeffrey.
[19:52.820 --> 19:54.260]  Let's talk again about Lemon Jeffrey.
[19:54.260 --> 19:57.500]  That is a, it's a lemon skunk plant from greenhouse seeds.
[19:57.500 --> 19:59.700]  I got it in a pack of seeds as a gift.
[19:59.700 --> 20:01.620]  It is a champion lemon skunk.
[20:01.620 --> 20:02.620]  I came from seeds.
[20:02.620 --> 20:04.140]  So nobody's got the one that I've got.
[20:04.140 --> 20:05.980]  That's one of the best parts about growing from seed.
[20:05.980 --> 20:08.540]  I've got this phenotype that you don't have.
[20:08.540 --> 20:09.900]  So I've got the lemon skunk.
[20:09.900 --> 20:11.700]  I reversed golden goat.
[20:11.700 --> 20:15.020]  I put that reversed golden goat pollen onto the lemon skunk.
[20:15.020 --> 20:17.060]  We now made Lemon Jeffrey.
[20:17.100 --> 20:19.860]  I have got the prized keeper of Lemon Jeffrey.
[20:19.860 --> 20:21.300]  I've got the champion.
[20:21.300 --> 20:22.340]  It's amazing.
[20:22.340 --> 20:25.180]  This cut of Lemon Jeffrey does everything you would want it to do.
[20:25.180 --> 20:26.380]  It tastes amazing.
[20:26.380 --> 20:27.700]  It hits in potency.
[20:27.700 --> 20:28.740]  It hits in weight.
[20:28.740 --> 20:29.940]  It grows quickly.
[20:29.940 --> 20:31.580]  It's a perfect fucking plant.
[20:31.580 --> 20:34.460]  So I took that plant and I pollinated it.
[20:34.460 --> 20:35.820]  What did I pollinate it with?
[20:35.820 --> 20:37.500]  I've hit it with the grateful dog.
[20:37.500 --> 20:40.620]  I've also hit it with, oh, the grateful dog is also feminized.
[20:40.620 --> 20:41.460]  What?
[20:41.460 --> 20:42.660]  That's a great thing to talk about.
[20:42.660 --> 20:44.380]  Grateful dog is feminized.
[20:44.380 --> 20:45.980]  Lemon Jeffrey is feminized.
[20:45.980 --> 20:48.420]  I have reversed the grateful dog
[20:48.420 --> 20:51.540]  and put that pollen on the feminized Lemon Jeffrey.
[20:51.540 --> 20:55.020]  And that makes amazing, what, feminized offspring.
[20:55.020 --> 20:55.860]  What?
[20:55.860 --> 20:57.580]  Yeah, I've never released those to many people.
[20:57.580 --> 20:58.500]  I put out some testers
[20:58.500 --> 21:00.940]  and then my social media accounts got squashed
[21:00.940 --> 21:01.820]  right as I put those out
[21:01.820 --> 21:03.500]  and I lost contact with all those testers.
[21:03.500 --> 21:05.100]  And I've only got a few seeds left.
[21:05.100 --> 21:07.460]  I can make more, but that's not what I'm gonna do right now.
[21:07.460 --> 21:09.660]  Also with that, what else have we made?
[21:09.660 --> 21:11.180]  We have made Lemon Sunrise.
[21:11.180 --> 21:13.660]  That's Lemon Jeffrey to the arise.
[21:13.660 --> 21:15.420]  That's a regular King Solomon,
[21:15.420 --> 21:17.620]  regular male to a feminized plant
[21:17.620 --> 21:19.020]  that makes amazing offspring.
[21:19.020 --> 21:21.740]  So yes, I do keep a Lemon Jeffrey mother plant.
[21:21.740 --> 21:22.980]  It's been around for a long time.
[21:22.980 --> 21:25.540]  The grateful dog is a feminized mother plant,
[21:25.540 --> 21:27.460]  which has been around for a long time,
[21:27.460 --> 21:30.360]  which has been bred to regular and feminized stuff.
[21:30.360 --> 21:32.140]  So I've done it both ways, you guys.
[21:32.140 --> 21:36.100]  I've done regular male plants to feminized females
[21:36.100 --> 21:40.560]  and I've done reversed females to regular females,
[21:40.560 --> 21:41.480]  which sounds weird.
[21:41.480 --> 21:43.380]  I've done everything you can think about doing,
[21:44.100 --> 21:47.220]  reverse to regular, regular to reverse, reverse to reverse.
[21:47.220 --> 21:48.940]  I've done it all and they all work
[21:48.940 --> 21:51.480]  because they are plants and that feminized factor
[21:51.480 --> 21:54.780]  only makes a difference when it comes to making the seeds
[21:54.780 --> 21:57.580]  and ensuring that the consumer, the customer,
[21:57.580 --> 22:02.540]  the clientele, the grower ends up with a feminized seed,
[22:02.540 --> 22:03.860]  a feminized plant.
[22:03.860 --> 22:04.960]  All right, I've been rambling.
[22:04.960 --> 22:06.860]  I think I've covered my notes here.
[22:06.860 --> 22:08.420]  I think I covered all the bullet points
[22:08.420 --> 22:09.700]  I wanted to touch on.
[22:09.700 --> 22:11.340]  I don't know how long this episode was.
[22:11.340 --> 22:12.500]  I feel like I was going fast.
[22:12.500 --> 22:15.020]  It feels kind of quick, but once again,
[22:15.020 --> 22:16.740]  I don't need to ramble and make this too long.
[22:16.740 --> 22:18.360]  It would just get worse from here.
[22:18.360 --> 22:20.460]  So let's start wrapping it up.
[22:20.460 --> 22:22.380]  Ladies, gentlemen, boys, girls, pimps, hoes,
[22:22.380 --> 22:24.640]  friends, foes, smokers, growers, clone cutters,
[22:24.640 --> 22:26.420]  pollen chuckers, all of you beautiful
[22:26.420 --> 22:27.940]  cannabis enthusiasts out there,
[22:27.940 --> 22:29.460]  I do thank you once again for listening
[22:29.460 --> 22:30.860]  to the Grow From Your Heart podcast.
[22:30.860 --> 22:35.060]  Also thank you for a great Patreon month in January.
[22:35.060 --> 22:38.260]  We did hit records, high numbers of patrons
[22:38.260 --> 22:39.900]  and high numbers of contributions.
[22:39.900 --> 22:41.220]  I do appreciate that.
[22:41.220 --> 22:42.060]  Big thanks.
[22:42.580 --> 22:44.620]  I'm going to offer more discounts and coupon codes,
[22:44.620 --> 22:46.300]  try to find more ways to make it up for you.
[22:46.300 --> 22:48.220]  I'm working on new merch.
[22:48.220 --> 22:49.740]  I've talked about this already.
[22:49.740 --> 22:52.800]  Stay tuned because episode 719 is coming.
[22:52.800 --> 22:54.780]  That may not be significant to you.
[22:54.780 --> 22:56.920]  My area code is 719.
[22:56.920 --> 22:59.340]  We're going to focus on my city,
[22:59.340 --> 23:02.020]  the way that cannabis legalization helped my city.
[23:02.020 --> 23:05.200]  I'm doing my best to get Mike on that show.
[23:05.200 --> 23:06.620]  Mike, if you are listening,
[23:06.620 --> 23:08.260]  I'm going to order another microphone
[23:08.260 --> 23:10.460]  and some more equipment to have you right here
[23:10.460 --> 23:13.260]  at this side of the table to make it a group show.
[23:13.260 --> 23:14.540]  We'll do two guys on the show.
[23:14.540 --> 23:16.540]  It's been a long time since I've had anybody on the show,
[23:16.540 --> 23:19.180]  since this whole, the pandemic has happened.
[23:19.180 --> 23:21.940]  So Mike, get prepared, get some notes, buddy.
[23:21.940 --> 23:23.420]  We're going to let Mike talk about numbers
[23:23.420 --> 23:25.500]  because Mike's the numbers guy.
[23:25.500 --> 23:27.360]  Talk about growth and stuff here in Pueblo
[23:27.360 --> 23:30.980]  because of the legalization of recreational cannabis.
[23:30.980 --> 23:32.660]  Mike will be here for that.
[23:32.660 --> 23:34.240]  If you have any questions, corrections, comments,
[23:34.240 --> 23:35.860]  or concerns, you know I would love to hear from you.
[23:35.860 --> 23:38.920]  The email address is growfromyourheartathotmail.com.
[23:38.920 --> 23:41.320]  Also, don't forget about the Grow Help tab.
[23:41.320 --> 23:42.640]  I talked about that at the start of the show.
[23:42.640 --> 23:45.220]  Go to the website, iereadgenetics.com,
[23:45.220 --> 23:47.180]  find the Grow Help tab, send me your questions.
[23:47.180 --> 23:48.720]  There's a lot of great shit on there.
[23:48.720 --> 23:49.720]  There's a Grow Help tab.
[23:49.720 --> 23:51.120]  There is a link to the Discord.
[23:51.120 --> 23:53.680]  If you're not on the Discord, you're missing out.
[23:53.680 --> 23:56.400]  Join the Discord, lots of great shit happening over there.
[23:56.400 --> 23:58.380]  I hung out on the Discord group chat last night
[23:58.380 --> 24:00.500]  for probably two and a half hours,
[24:00.500 --> 24:01.400]  took a bunch of dabs,
[24:01.400 --> 24:03.520]  talked a bunch of shit with the crew, good time.
[24:03.520 --> 24:05.160]  Shout out to all my friends on Discord.
[24:05.160 --> 24:07.460]  Love you guys, always a good time hanging out with you.
[24:07.500 --> 24:08.980]  Also, there's a link to the merch.
[24:08.980 --> 24:10.400]  There's a lot of great merchandise
[24:10.400 --> 24:14.200]  on the iereadgenetics merch page.
[24:14.200 --> 24:15.560]  Everything else, check out the website.
[24:15.560 --> 24:18.860]  Don't forget patreon.com forward slash growfromyourheart.
[24:18.860 --> 24:20.800]  My voice is burning out, I'm getting thirsty,
[24:20.800 --> 24:24.060]  and I want a dab, so it is time to wrap up this show.
[24:24.060 --> 24:27.100]  I wanna give a big shout out to my buddy, Shiz Khalifa.
[24:27.100 --> 24:29.380]  And until next time, take a fat dab
[24:29.380 --> 24:30.940]  and give your mom a hug for me.
