[00:00.000 --> 00:01.000]  Here we go.
[19:45.680 --> 19:49.080]  Plants that are on top of each other, that are resting on top of each other really have
[19:49.080 --> 19:51.800]  a lot of potential to cause problems.
[19:51.800 --> 19:56.520]  Imagine if all day I just put my sweaty arm right across your sweaty chest.
[19:56.520 --> 20:02.440]  Just all day in the middle of the summer in a clone dome, just sweaty, sticky, stagnant.
[20:02.440 --> 20:06.440]  You're going to get pissed off at my arm in about five minutes, but you're a plant.
[20:06.440 --> 20:07.440]  You can't move it.
[20:07.440 --> 20:09.240]  You just got to sit there and deal with it.
[20:09.240 --> 20:12.600]  That's what it is like if you've got them too close together, if they're all crushed
[20:12.600 --> 20:13.600]  together.
[20:13.600 --> 20:17.400]  The first thing is they don't like being crammed together like that and it will lead to problems
[20:17.400 --> 20:18.620]  down the road.
[20:18.620 --> 20:23.360]  These clones are going to be in this dome for probably 14-ish days, maybe 10, maybe
[20:23.360 --> 20:27.120]  20, depending on your experience, depending on your cultivar.
[20:27.120 --> 20:30.280]  You've got a lot of options there, but they're going to be in there for a long enough time
[20:30.360 --> 20:34.600]  to where we need to put some care into this before we set ourselves up for failure.
[20:34.600 --> 20:38.040]  You've got the option to set yourself up for success from the beginning.
[20:38.040 --> 20:40.720]  Let's take all of the appropriate steps.
[20:40.720 --> 20:45.400]  I like to cut the tips of the leaves off because first, it prevents the leaves from resting
[20:45.400 --> 20:47.400]  on each other too ridiculously.
[20:47.400 --> 20:51.960]  There's enough foliage in there, even after I do the trim, all that excess foliage would
[20:51.960 --> 20:53.120]  just cause me problems.
[20:53.120 --> 20:54.480]  I'm getting that out of there.
[20:54.480 --> 20:57.160]  I am eliminating potential problems.
[20:57.160 --> 20:59.960]  There is another reason why I cut the tips off of those leaves.
[21:00.640 --> 21:06.040]  I feel like the less leaf there is on that plant is the less that there is to try for
[21:06.040 --> 21:07.800]  that plant to support.
[21:07.800 --> 21:09.360]  That plant doesn't have a root system.
[21:09.360 --> 21:11.360]  It was living off of the root system.
[21:11.360 --> 21:14.280]  Now, its only way to live is through the leaves.
[21:14.280 --> 21:17.400]  Now, I said that I want to cut a bunch of that leaf off, so you're like, wait, how is
[21:17.400 --> 21:18.400]  it going to live?
[21:18.400 --> 21:23.360]  Imagine if you had 12-foot arms and you had to hold the other six foot of your arm up
[21:23.360 --> 21:24.400]  all the time.
[21:24.400 --> 21:25.400]  Your arm's going to get exhausted.
[21:25.400 --> 21:29.160]  You're going to use all of your energy just trying to hold your arms out all day long.
[21:29.360 --> 21:33.360]  Now that you've only got probably two-something foot, my arms are long, so I'm 6'5".
[21:33.360 --> 21:35.240]  You probably got two-foot long arms, right?
[21:35.240 --> 21:37.280]  It doesn't take a lot of energy to hold those out.
[21:37.280 --> 21:38.280]  You can do that.
[21:38.280 --> 21:41.360]  You're not going to spend all of your calories, all of your life source, trying to keep your
[21:41.360 --> 21:42.360]  arms up.
[21:42.360 --> 21:45.640]  If you've got less plant, it's just less to sustain.
[21:45.640 --> 21:47.860]  It is less stress on the plant.
[21:47.860 --> 21:52.920]  That plant only has so much energy, so let's not make it spend so much energy keeping those
[21:52.920 --> 21:54.800]  leaves upright so it can survive.
[21:54.800 --> 21:56.480]  Let's just cut it to where they're short.
[21:56.480 --> 21:59.680]  You notice when they're shorter, they kind of want to stick up anyway, so let's trim
[21:59.680 --> 22:02.040]  them down a little bit and help them survive.
[22:02.040 --> 22:04.500]  We want to set ourselves up for success.
[22:04.500 --> 22:07.680]  By trimming those leaves, we kind of minimize transpiration.
[22:07.680 --> 22:10.520]  That gives us an advantage in the clone dome.
[22:10.520 --> 22:14.620]  I also think that when we cut those leaves, that the plant goes into sort of a panic mode
[22:14.620 --> 22:15.720]  and it sort of knows.
[22:15.720 --> 22:19.320]  It's like, hey, I better root because I'm getting all beat up up here.
[22:19.320 --> 22:22.880]  I better start doing something down here so that I can survive.
[22:22.880 --> 22:25.280]  Now there is a very fine line when cutting clones.
[22:25.280 --> 22:29.960]  We need enough leaf to keep a plant alive, but we don't want too much leaf to try to
[22:29.960 --> 22:32.420]  sustain while we don't have a root system.
[22:32.420 --> 22:36.700]  We need just enough leaf to keep the plant functioning to where it can survive without
[22:36.700 --> 22:41.320]  a root system until it develops roots, but we also don't need so many leaves that that
[22:41.320 --> 22:44.400]  plant can't sustain those leaves without a root system.
[22:44.400 --> 22:45.820]  It's a very fine line.
[22:45.820 --> 22:47.960]  We also need to think about hormones.
[22:47.960 --> 22:53.180]  Each of those leaves and shoots contain hormones that contribute to the function of the plant.
[22:53.180 --> 22:58.400]  If we leave some of the shoots and take off the leaves, we will preserve hormones and
[22:58.400 --> 23:03.620]  that will increase overall success rate of our clones in our domes.
[23:03.620 --> 23:08.300]  So it is a good idea to remove as much leaf as possible, but be mindful that you are also
[23:08.300 --> 23:09.940]  taking out hormones.
[23:09.940 --> 23:11.300]  There's a fine balance.
[23:11.300 --> 23:14.260]  Just like everything we do in cannabis, there is a balance.
[23:14.260 --> 23:15.700]  There's a pro and a con.
[23:15.700 --> 23:19.900]  There's always some kind of a balance and you always have to find the fine line.
[23:19.900 --> 23:24.420]  Most of the time it is phenotype specific, so you just have to develop a relationship
[23:24.420 --> 23:26.160]  with your plants.
[23:26.160 --> 23:28.460]  Some plants are really challenging to clone.
[23:28.460 --> 23:30.700]  Some plants will clone just by looking at them.
[23:30.700 --> 23:33.680]  You can knock a cutting off and set it in a cup of water and come back and the next
[23:33.680 --> 23:36.060]  day you got a whole fucking rooted plant.
[23:36.060 --> 23:37.580]  Some are not that easy.
[23:37.580 --> 23:42.500]  Some plants really like to be cloned in a rapid rooter and dome type of a setup.
[23:42.500 --> 23:48.580]  Some plants really prefer a turbo cloner or easy cloner, an aero cloner type of environment.
[23:48.580 --> 23:51.860]  Sometimes it is very clone specific, very strain specific.
[23:51.860 --> 23:56.820]  You may need to work on each specific cultivar and get them figured out.
[23:56.820 --> 23:59.840]  Sometimes in a commercial environment, I know which strains work well together.
[23:59.840 --> 24:01.260]  They go in this dome.
[24:01.260 --> 24:05.660]  Sometimes I'll have a dome that is only half full because it's a very specific strain that
[24:05.660 --> 24:07.460]  is just that I need 25 of these.
[24:07.460 --> 24:11.500]  I'm going to do them by their selves so that they have a better chance of surviving.
[24:11.500 --> 24:15.500]  I know they need to stay sealed up for a few more days or they need to be open sooner or
[24:15.500 --> 24:16.500]  whatever.
[24:16.660 --> 24:17.780]  Those need special attention.
[24:17.780 --> 24:22.340]  So I will fill one dome with just that one strain and treat it special on its own.
[24:22.340 --> 24:25.500]  That may be what you have to do to get your clones to root.
[24:25.500 --> 24:28.060]  That puts me off on another side tangent.
[24:28.060 --> 24:33.300]  Our friend Mr. Soul has recently reminded us to start taking the domes off of our clones
[24:33.300 --> 24:34.580]  sooner.
[24:34.580 --> 24:37.520]  Mr. Soul and I see eye to eye on many things.
[24:37.520 --> 24:38.660]  This is one of them.
[24:38.660 --> 24:44.140]  In commercial facilities, I quite often see clones in domes that the dome has been on
[24:44.140 --> 24:45.780]  there for far too long.
[24:45.780 --> 24:47.220]  We can get that dome off of there.
[24:47.220 --> 24:51.780]  We can get those clones acclimated to the environment, get them out of that clone situation
[24:51.780 --> 24:57.620]  and into some dirt much more quickly if we start burping the clones sooner and start
[24:57.620 --> 25:01.140]  gradually getting them used to that open environment.
[25:01.140 --> 25:04.700]  Then just remove the dome and let them live in that tray for a couple of days with no
[25:04.700 --> 25:06.960]  dome and they will be okay.
[25:06.960 --> 25:11.620]  So let's work on getting the clones off of the domes earlier and we will see healthier
[25:11.620 --> 25:12.980]  starting baby plants.
[25:12.980 --> 25:15.000]  What is happening is they're trapped in that environment.
[25:15.000 --> 25:16.000]  They can't thrive.
[25:16.000 --> 25:17.000]  They can't expand.
[25:17.000 --> 25:18.000]  Their roots are stuck.
[25:18.000 --> 25:19.000]  They're pissed off.
[25:19.000 --> 25:20.360]  They're not getting the appropriate nutrients.
[25:20.360 --> 25:21.680]  They want to grow.
[25:21.680 --> 25:25.520]  They start getting nutrient deficiencies because they're just angry for being trapped in a
[25:25.520 --> 25:27.800]  little tiny dome in a little cube.
[25:27.800 --> 25:31.020]  So let's try to speed that process up, get them out of there.
[25:31.020 --> 25:36.300]  And once again, let's do what we can to set ourselves up for success.
[25:36.300 --> 25:40.920]  Every day of every phase counts in this new cannabis industry.
[25:40.920 --> 25:44.960]  Now since we're talking about clone domes, I've got one more great thing to add to that.
[25:45.920 --> 25:50.120]  If you were using an auto cloner, an easy cloner, a turbo cloner, whatever kind of cloner
[25:50.120 --> 25:56.080]  you were using that is an arrow cloner type machine, you do not need a dome on that clone
[25:56.080 --> 25:57.080]  machine.
[25:57.080 --> 26:00.280]  I find it really silly to put a cloner on that machine.
[26:00.280 --> 26:02.040]  I find it really detrimental.
[26:02.040 --> 26:03.400]  It kind of slows you down.
[26:03.400 --> 26:05.400]  It does more harm than it does good.
[26:05.400 --> 26:09.680]  If you were using a turbo cloner, an easy cloner, whatever brand it is, I don't care
[26:09.680 --> 26:13.560]  if it's spraying from the bottom and you're getting your roots misted from the bottom,
[26:13.560 --> 26:15.800]  you do not need a dome on that cloner.
[26:15.800 --> 26:21.160]  If you take healthy cuts and you can either cut the base of that cut at a 45 degree angle
[26:21.160 --> 26:26.160]  or for an easy cloner, what I like to do is cut that clone right up the center of the
[26:26.160 --> 26:27.160]  stick.
[26:27.160 --> 26:28.160]  I don't go too far.
[26:28.160 --> 26:29.160]  Maybe a quarter of an inch is all you need.
[26:29.160 --> 26:30.160]  Right in the middle.
[26:30.160 --> 26:31.160]  Boom.
[26:31.160 --> 26:33.360]  Now it looks like you just took your forefinger and your middle finger that are together.
[26:33.360 --> 26:36.560]  Now you just go zip and just put a little slit right between them.
[26:36.560 --> 26:39.980]  Now I think that when the water from that easy cloner sprays up there, it will start
[26:39.980 --> 26:44.260]  to roll those tips up and the roots will grow out of that little slit that you just
[26:44.260 --> 26:45.260]  made.
[26:45.260 --> 26:46.260]  It is beautiful.
[26:46.260 --> 26:48.660]  When you see it, you'll say, holy shit, that worked really well.
[26:48.660 --> 26:51.460]  So I like to cut a little slit right in the middle of it.
[26:51.460 --> 26:53.620]  Then dip it in my, I use clonex.
[26:53.620 --> 26:54.940]  We talked about this earlier.
[26:54.940 --> 26:56.580]  Use whatever solution you like.
[26:56.580 --> 26:57.580]  I use clonex.
[26:57.580 --> 26:58.580]  I dip it in there.
[26:58.580 --> 27:02.780]  Then I put it in a permaclone reusable clone collar.
[27:02.780 --> 27:03.780]  Permaclone doesn't pay me.
[27:03.780 --> 27:08.240]  I just think they're great because they're reusable and I can fit two cuts in one collar.
[27:08.240 --> 27:12.880]  So quite often you will find two clones per clone collar when I'm using a permaclone.
[27:12.880 --> 27:17.760]  So you put it in the clonex gel, you put it in your permaclone clone collar, you set it
[27:17.760 --> 27:20.320]  in the turbo cloner and you forget it.
[27:20.320 --> 27:24.260]  If you have got the nutrients in your turbo cloner dialed in correctly and you've got
[27:24.260 --> 27:29.680]  your pH in your turbo cloner dialed in correctly, you will not have to put a dome over those
[27:29.680 --> 27:31.520]  plants ever.
[27:31.520 --> 27:34.620]  That aero cloner should be spraying constantly.
[27:34.620 --> 27:39.260]  If you do run into heat issues, you can do a cycle where the pump is off and on for certain
[27:39.260 --> 27:40.260]  durations.
[27:40.260 --> 27:44.100]  Just give it time to cool so that the water doesn't heat up too ridiculously hot because
[27:44.100 --> 27:46.140]  those pumps will heat up your water.
[27:46.140 --> 27:50.060]  Depending on the size of your cloner and your environment, you may need to give it a break.
[27:50.060 --> 27:53.100]  I have had great success running it 24 hours a day.
[27:53.100 --> 27:58.540]  I have had great success running it for different intervals, maybe like 45 seconds on and 15
[27:58.540 --> 28:02.340]  seconds off, maybe 30 minutes on and 10 minutes off.
[28:02.340 --> 28:04.620]  A lot of different cycles have worked for me.
[28:04.620 --> 28:09.820]  If you've got to experiment to keep your water cool, do the experiments that are necessary.
[28:09.820 --> 28:11.180]  Let's get back on track here.
[28:11.180 --> 28:13.340]  You've got the water spraying up from the bottom.
[28:13.340 --> 28:17.580]  If you've got the pH dialed in, you've got your nutrient solution correct, you do not
[28:17.580 --> 28:19.420]  need to put a dome over those plants.
[28:19.420 --> 28:23.540]  They are going to be so happy about that water spraying up their little butt that they're
[28:23.540 --> 28:28.220]  just going to start dancing and they're going to develop roots in seven to 10 days and these
[28:28.220 --> 28:30.980]  plants will be vigorous and healthy.
[28:31.180 --> 28:37.340]  Keep in mind, I keep saying this will only work if your pH and your EC or PPMs are dialed
[28:37.340 --> 28:38.820]  in in your cloning machine.
[28:38.820 --> 28:41.460]  You have got to have the proper numbers in there.
[28:41.460 --> 28:46.220]  You have also got to maintain the proper numbers in your cloning machine.
[28:46.220 --> 28:50.700]  You have got water creating a bubbly mist all day long and spraying at the roots of
[28:50.700 --> 28:52.820]  these plants all day long in that machine.
[28:52.820 --> 28:56.060]  You can hear it from across the room.
[28:56.060 --> 28:57.340]  All day long, that thing is moving.
[28:57.340 --> 28:59.140]  The water hasn't stopped.
[28:59.300 --> 29:01.300]  You are going to get evaporation.
[29:01.300 --> 29:03.780]  You are going to get slight leaks out of that machine.
[29:03.780 --> 29:07.380]  Anybody that has ran that machine knows that there's going to be a drip from somewhere
[29:07.380 --> 29:08.620]  all the time.
[29:08.620 --> 29:10.140]  You're going to lose water.
[29:10.140 --> 29:14.100]  Also, your plants are going to be drinking some of that water.
[29:14.100 --> 29:20.020]  You are going to need to check on the water level of that machine on a regular basis.
[29:20.020 --> 29:23.700]  If you're in a commercial facility, the first thing you should do when you get there is
[29:23.700 --> 29:25.020]  check on the cloner.
[29:25.020 --> 29:26.220]  Is the pump on?
[29:26.220 --> 29:28.140]  Is it making a funny noise?
[29:28.140 --> 29:29.740]  Does it sound like it's spraying correctly?
[29:29.740 --> 29:33.700]  If it's spraying correctly, you've got to risk just a couple of seconds of your life
[29:33.700 --> 29:36.980]  and lift it up and look in there and see if any of the sprayers are clogged.
[29:36.980 --> 29:37.980]  I know it's a real bitch.
[29:37.980 --> 29:39.580]  You're going to get sprayed first thing in the morning.
[29:39.580 --> 29:40.580]  You're awake now.
[29:40.580 --> 29:41.580]  Let's get it on.
[29:41.580 --> 29:43.180]  Just lift that lid up and look and see.
[29:43.180 --> 29:44.780]  Are all the clones getting sprayed?
[29:44.780 --> 29:46.220]  If they are, you're good.
[29:46.220 --> 29:47.460]  Now you've got to unplug it.
[29:47.460 --> 29:52.580]  Now you get your EC meter or your PPM meter, whichever one you're using, and your pH meter
[29:52.580 --> 29:54.660]  and just stick them right in that nutrient solution.
[29:54.660 --> 29:55.900]  The machine is off at this point.
[29:55.900 --> 29:57.340]  You take the lid off carefully.
[29:57.340 --> 30:01.260]  Don't break the bottoms of any of those clones, but then you put your PPM or your EC meter
[30:01.260 --> 30:04.820]  in there and your pH meter in there and just test that solution.
[30:04.820 --> 30:06.140]  What are your numbers?
[30:06.140 --> 30:08.380]  Is your pH in the acceptable range?
[30:08.380 --> 30:11.160]  Are your PPMs in the acceptable range?
[30:11.160 --> 30:13.460]  If not, adjust that shit.
[30:13.460 --> 30:15.300]  Is the water at the correct height?
[30:15.300 --> 30:17.500]  If not, correct that shit.
[30:17.500 --> 30:18.500]  Write it down.
[30:18.500 --> 30:23.460]  I have a sticker on the front of my cloner that shows when my cloner was last checked
[30:23.460 --> 30:24.460]  and who checked it.
[30:24.460 --> 30:25.460]  We have little stickers.
[30:25.580 --> 30:29.500]  You just write your name, Rasta Jeff, at 420 on Monday.
[30:29.500 --> 30:30.940]  Put that little sticker on there.
[30:30.940 --> 30:32.180]  Now I'm accountable for that.
[30:32.180 --> 30:34.980]  I know that on 420 on Monday, I checked it.
[30:34.980 --> 30:36.180]  The PPMs were cool.
[30:36.180 --> 30:37.220]  The EC was cool.
[30:37.220 --> 30:38.420]  The water was cool.
[30:38.420 --> 30:39.860]  All the plants looked happy.
[30:39.860 --> 30:41.020]  Everything was fine.
[30:41.020 --> 30:45.260]  Also, I have another sticker on there that says ResClear.
[30:45.260 --> 30:47.660]  I like to put ResClear in my EasyCloners.
[30:47.660 --> 30:50.900]  That makes sure that I don't get any funky algae or anything happening in there.
[30:50.900 --> 30:52.300]  It keeps my plants nice and healthy.
[30:52.300 --> 30:55.100]  I put that in there every five days.
[30:55.100 --> 30:59.820]  I will write a little note, ResClear on Monday, January 1st.
[30:59.820 --> 31:04.380]  I know that on January 6th, I know I need to put some ResClear in there.
[31:04.380 --> 31:08.420]  My main point here is you don't need a dome on your cloning machine.
[31:08.420 --> 31:13.060]  That spray that comes from the bottom, if your nutrients and your pH and your EC and
[31:13.060 --> 31:17.300]  your PPM and your water is not too hot, if everything is dialed in, they're going to
[31:17.300 --> 31:21.540]  love getting sprayed from the bottom and they do not need a dome.
[31:21.540 --> 31:27.860]  You are only slowing yourself down by putting a dome on plants that are in an EasyCloner.
[31:27.860 --> 31:31.260]  Then you have to adjust them to the non-domed environment.
[31:31.260 --> 31:34.660]  If you don't ever give them a dome, they don't know what that life was like.
[31:34.660 --> 31:36.300]  They don't ever need it again.
[31:36.300 --> 31:40.340]  The reason we put a dome on the clones that are in the Rapid Rooters is because they're
[31:40.340 --> 31:44.620]  not getting sprayed in their little bums with constant fresh nutrient water.
[31:44.620 --> 31:47.380]  They've got to learn to develop roots to get the water.
[31:47.380 --> 31:49.020]  They've got to eat from the air.
[31:49.020 --> 31:52.940]  They've got to eat from that humidity that is kept in that domed environment.
[31:52.940 --> 31:54.220]  That is their only life source.
[31:54.220 --> 31:55.300]  They don't have roots.
[31:55.300 --> 31:58.500]  They're not getting a little bidet spray to get tickled and kept alive.
[31:58.500 --> 32:04.420]  That is why I feel it is silly and almost detrimental to your garden to put a dome on
[32:04.420 --> 32:08.060]  your clones that are in an EasyCloning type machine.
[32:08.060 --> 32:12.260]  I've got one more thing to talk about and we are going to start wrapping up this podcast.
[32:12.260 --> 32:18.100]  The last part of this episode is I do not find it necessary to put a dome on seedlings.
[32:18.180 --> 32:23.580]  I feel the same thing about clones in a clone machine as I do seedlings with a dome over
[32:23.580 --> 32:24.580]  them.
[32:24.580 --> 32:29.180]  I believe that putting a dome over a seedling will make that seedling a little bitch.
[32:29.180 --> 32:32.940]  I want that seedling to grow in the environment with the rest of the plants.
[32:32.940 --> 32:34.260]  It doesn't need a dome.
[32:34.260 --> 32:37.740]  I think putting a dome on it is like wrapping it up in bubble wrap.
[32:37.740 --> 32:39.260]  It's like nerfing my seedling.
[32:39.260 --> 32:40.700]  I want it to survive.
[32:40.700 --> 32:44.460]  I want to put a fan on my seedling so where it gets really strong and gets abused from
[32:44.460 --> 32:46.060]  the very beginning.
[32:46.060 --> 32:49.660]  I want my seedlings to grow and to know that they are not going to be babied.
[32:49.660 --> 32:53.140]  I want them to come out and go, ah shit, I better be strong or I just might not make
[32:53.140 --> 32:54.140]  it in this world.
[32:54.140 --> 32:58.180]  Now, that may be different for me because I've got experience and I have access to a
[32:58.180 --> 33:03.140]  lot of seeds and I understand that seeds are quite expensive so people really want to baby
[33:03.140 --> 33:04.900]  them and not destroy them.
[33:04.900 --> 33:09.080]  But I feel like by putting them in a dome or putting a bag over the cup with a seedling
[33:09.080 --> 33:11.780]  in it, you're kind of slowing it down.
[33:11.780 --> 33:15.220]  You're kind of giving it a participation trophy and making it a little bitch.
[33:15.380 --> 33:19.380]  So I think it would be better if we did not put domes over the seedlings.
[33:19.380 --> 33:23.500]  I also do not like to use heat mats when germinating seeds.
[33:23.500 --> 33:27.340]  I feel like that sometimes will make them too hot and you do have the opportunity to
[33:27.340 --> 33:28.420]  roast your seeds.
[33:28.420 --> 33:32.560]  If you've got them in a paper towel in the baggie and then you put them on a heat mat,
[33:32.560 --> 33:33.560]  you're going to cook them.
[33:33.560 --> 33:37.780]  I think that if you put them in a baggie and a paper towel on a plate and on top of the
[33:37.780 --> 33:41.700]  refrigerator, that is more than enough heat and you should have great success there.
[33:41.700 --> 33:45.820]  If you've got one of those old school TVs, a big box TV, who still has that shit?
[33:45.820 --> 33:50.140]  But if you've got one of those old Sony Trinitrons, the back of that bad bitch is the perfect
[33:50.140 --> 33:52.460]  heat to germinate your new seedlings.
[33:52.460 --> 33:55.140]  All right, Podcast World, this was a great episode.
[33:55.140 --> 33:58.460]  I feel like this rosin had me fucking super rambly.
[33:58.460 --> 34:01.480]  Once again, I want to give a big shout out to my friends over at Apothecary Farms for
[34:01.480 --> 34:02.820]  always taking great care of me.
[34:02.820 --> 34:06.420]  Big shout out to the entire Pueblo crew, big shout out to the Springs crew and big shout
[34:06.420 --> 34:07.860]  out to my friends up in Denver.
[34:07.860 --> 34:09.100]  I hope everybody's feeling iry.
[34:09.260 --> 34:13.740]  I hope you guys get to hear this big fist bump to the entire Apothecary family.
[34:13.740 --> 34:16.380]  Ladies and gentlemen, I want to thank you for listening to this episode.
[34:16.380 --> 34:19.960]  If you feel like this episode was educational, informative, or entertaining, and you'd like
[34:19.960 --> 34:25.500]  to make a financial contribution to the show, you can do so by going to patreon.com slash
[34:25.500 --> 34:26.820]  growfromyourheart.
[34:26.820 --> 34:29.540]  All of the information you need will be right there on the screen.
[34:29.540 --> 34:34.260]  Once again, big thank you, big shout out, big fist bump, and big grow from your heart
[34:34.260 --> 34:39.500]  hugs to everybody who's contributed to the Patreon campaign in the past, in the present,
[34:39.500 --> 34:40.500]  and in the future.
[34:40.500 --> 34:43.220]  Ladies and gentlemen, make sure you follow me on Cannabuzz.
[34:43.220 --> 34:46.020]  I talk about Cannabuzz on almost every episode now.
[34:46.020 --> 34:49.660]  Cannabuzz is a cannabis-friendly social media application.
[34:49.660 --> 34:55.500]  You cannot buy, sell, or trade cannabis, but you can post your cannabis-related content.
[34:55.500 --> 35:01.060]  Other popular social media platforms have been removing cannabis-related accounts.
[35:01.060 --> 35:05.780]  If you are a cannabis-related photographer, a cannabis enthusiast, if you are part of
[35:05.780 --> 35:10.060]  the cannabis community and you would like to find more like-minded friends, join us
[35:10.060 --> 35:11.340]  on Cannabuzz.
[35:11.340 --> 35:15.980]  We are posting our flower photos, we're posting our dab videos, we're posting our concentrate
[35:15.980 --> 35:16.980]  pictures.
[35:16.980 --> 35:20.940]  We are hanging out and creating a brand new community on Cannabuzz.
[35:20.940 --> 35:21.940]  Cannabuzz is free.
[35:21.940 --> 35:24.860]  It's available on your Android and your Apple device.
[35:24.860 --> 35:30.540]  Give it a download, create a screen name, join us, give me a follow, join Cannabuzz,
[35:30.540 --> 35:32.100]  and catch a buzz with us.
[35:32.100 --> 35:33.580]  I just made that up, catch a buzz with us.
[35:33.580 --> 35:34.580]  Hey, you guys should use that.
[35:34.580 --> 35:36.980]  Cannabuzz, if you heard that, you better use that shit.
[35:36.980 --> 35:37.980]  All right.
[35:37.980 --> 35:39.940]  Also, please subscribe to my YouTube channel.
[35:39.940 --> 35:40.940]  Go to the YouTube.
[35:40.940 --> 35:41.940]  Go to the YouTube.
[35:41.940 --> 35:42.940]  I sound like an old guy.
[35:42.940 --> 35:46.940]  Go to the YouTube there and pull up the old Grow From Your Heart podcast.
[35:46.940 --> 35:48.500]  Click subscribe on my channel.
[35:48.500 --> 35:50.300]  Leave some comments on my videos.
[35:50.300 --> 35:51.540]  Let me know what you think of the show.
[35:51.540 --> 35:54.720]  I do appreciate all of the YouTube interaction.
[35:54.720 --> 35:57.500]  If you've got something you'd like to say, maybe you've got a product you'd like me to
[35:57.500 --> 36:01.500]  review, maybe you'd like to sponsor the podcast, or maybe you've just got a cannabis cultivation
[36:01.500 --> 36:03.020]  question, send me an email.
[36:03.020 --> 36:06.340]  My email address is growfromyourheart at hotmail.com.
[36:06.340 --> 36:08.500]  You know that I would love to hear from you.
[36:08.500 --> 36:11.420]  Ladies and gentlemen, that is all I've got for this episode of the Grow From Your Heart
[36:11.420 --> 36:12.420]  podcast.
[36:12.420 --> 36:13.980]  I want to thank you once again for joining me.
[36:13.980 --> 36:15.060]  Be good to yourselves.
[36:15.060 --> 36:16.060]  Be good to one another.
[36:16.060 --> 36:19.300]  I want to give a big shout out to my friend, Sun Grown Bag Seed.
[36:19.300 --> 36:22.780]  Until next time, take a fat dab and give your mom a hug for me.
