[00:14.720 --> 00:17.440]  Welcome back, Cannabis community.
[15:53.560 --> 15:55.300]  and this may, a lot of people are gonna argue with me,
[15:55.300 --> 15:56.140]  but this is my opinion.
[15:56.140 --> 15:58.120]  The more non-organic you go,
[15:58.120 --> 15:59.400]  the more bottle-based you get,
[15:59.400 --> 16:00.840]  the more simple it is.
[16:00.840 --> 16:02.520]  But when you work more towards the organics,
[16:02.520 --> 16:03.840]  there's a little more work to it,
[16:03.840 --> 16:06.440]  but it's also a little more pleasing product
[16:06.440 --> 16:09.080]  to some people to know it's all organic.
[16:09.800 --> 16:12.280]  Mike just gave me kind of a look.
[16:12.280 --> 16:13.880]  I know a couple of organic people
[16:13.880 --> 16:15.360]  that they could spend three years
[16:15.360 --> 16:16.560]  trying to teach me their method,
[16:16.560 --> 16:17.720]  and I'd only know a part of it.
[16:17.720 --> 16:18.560]  Right, right.
[16:18.560 --> 16:21.280]  And I know bottle people the same way.
[16:21.280 --> 16:24.560]  I was just picturing in my head the full advanced line.
[16:24.560 --> 16:26.120]  Oh no, unnecessary, highly unnecessary.
[16:26.120 --> 16:27.200]  Oh no, there's a lot of that shit
[16:27.200 --> 16:28.640]  that's insanely unnecessary.
[16:28.640 --> 16:29.480]  You can do everything
[16:29.480 --> 16:31.480]  what the advanced nutrients line does
[16:31.480 --> 16:35.000]  with Veg Bloom and two or three bottles of extra additives.
[16:35.000 --> 16:36.440]  Yep.
[16:36.440 --> 16:38.000]  And this is where taking the time
[16:38.000 --> 16:40.880]  to do a little research and education
[16:40.880 --> 16:42.160]  comes in incredibly handy.
[16:42.160 --> 16:43.680]  Go to the growth store.
[16:43.680 --> 16:45.360]  Ask the person behind the counter lots of questions.
[16:45.360 --> 16:46.920]  Don't even ask the growth store dude.
[16:46.920 --> 16:47.760]  The growth store dude
[16:47.760 --> 16:49.440]  is paid to sell a certain fucking brand.
[16:49.440 --> 16:51.360]  He uses a certain brand.
[16:51.360 --> 16:53.640]  One thing that pisses me off about growth stores,
[16:53.640 --> 16:55.960]  and it also happens at Guitar Center,
[16:55.960 --> 16:57.480]  it happens at Best Buy,
[16:57.480 --> 16:58.480]  you go somewhere,
[16:58.480 --> 17:00.000]  and Guitar Center is fucking notorious for this.
[17:00.000 --> 17:02.240]  You're like, hey, I wanna buy these kind of drumsticks.
[17:02.240 --> 17:03.920]  And the drum guy goes, fuck those sticks, bro.
[17:03.920 --> 17:04.760]  I play these sticks.
[17:04.760 --> 17:06.200]  They're all that fucking matter.
[17:06.200 --> 17:07.840]  And he spins his sticks and flips his hair around
[17:08.680 --> 17:09.520]  like he's cooler than everybody.
[17:09.520 --> 17:11.320]  And I'm like, I don't fucking care about your emo band.
[17:11.320 --> 17:13.160]  I want these sticks I came for.
[17:13.160 --> 17:15.400]  And so I feel like they do the same shit at growth stores.
[17:15.400 --> 17:16.880]  You're like, hey man, I came to buy Botanic.
[17:16.880 --> 17:18.400]  I'm like, fuck Botanicare, bro.
[17:18.400 --> 17:19.440]  I use Psycho, bro.
[17:19.440 --> 17:20.480]  It's all that matters.
[17:20.480 --> 17:22.160]  And they treat you like they're better than you.
[17:22.160 --> 17:23.000]  And I don't like that shit.
[17:23.000 --> 17:25.120]  They push whatever brand
[17:25.120 --> 17:27.560]  whose rep has a special going on that month.
[17:27.560 --> 17:29.720]  Or whichever brand threw them free shit.
[17:29.720 --> 17:30.560]  Yep.
[17:30.560 --> 17:31.840]  Or whichever brand gave them a fucking hat.
[17:31.840 --> 17:32.840]  Or is about to expire.
[17:32.840 --> 17:34.160]  Look and see what shirt they're wearing.
[17:34.160 --> 17:35.320]  And if that's what they're pitching you,
[17:35.320 --> 17:36.640]  I mean, somebody's fucking doing it.
[17:36.640 --> 17:37.480]  It's, yeah.
[17:38.000 --> 17:39.400]  So there are plenty of places to do your research
[17:39.400 --> 17:41.920]  on which new line to use and which gear to get.
[17:41.920 --> 17:45.560]  I have been using for years, Botanicare Pure Blend Pro.
[17:45.560 --> 17:46.840]  They've been bought out by a company
[17:46.840 --> 17:48.920]  that I'm not sure I want to support.
[17:48.920 --> 17:51.840]  So when I run out of Botanicare Pure Blend Pro product,
[17:51.840 --> 17:53.360]  Pure Blend Pro products,
[17:53.360 --> 17:55.440]  that's hard as fuck to say when you're as high as I am
[17:55.440 --> 17:57.000]  to tell you the god damn truth.
[17:57.000 --> 18:01.040]  I think I'm going to switch to another brand that is small.
[18:01.040 --> 18:03.160]  And I don't know if I want to say the name of the company
[18:03.160 --> 18:04.440]  on the show right now,
[18:04.440 --> 18:07.080]  because I'm going to switch to New Millennium.
[18:07.680 --> 18:11.600]  I'll be using Veg Bloom base with New Millennium additives
[18:11.600 --> 18:14.680]  and Shine and Plus Life and Mammoth Pea.
[18:14.680 --> 18:17.920]  That's what I plan on switching to in the long run.
[18:17.920 --> 18:19.280]  It'll be a slow process
[18:19.280 --> 18:22.560]  because I've got a lot of Botanicare products left.
[18:22.560 --> 18:23.580]  But once those are gone,
[18:23.580 --> 18:25.520]  it'll be replaced with New Millennium.
[18:26.760 --> 18:28.800]  I was not happy about that purchase either.
[18:28.800 --> 18:29.880]  Yeah, but shit happens.
[18:29.880 --> 18:31.320]  It's big companies and that's going to happen.
[18:31.320 --> 18:33.720]  So I would recommend Veg Bloom is great.
[18:33.720 --> 18:36.640]  If you want something simple, Veg Bloom.
[18:37.160 --> 18:39.000]  I like the Veg Bloom, the one for the dirty.
[18:39.000 --> 18:40.560]  It's called dirty, it's for hard water.
[18:40.560 --> 18:41.800]  Most of you guys probably live in an area
[18:41.800 --> 18:42.960]  where you've got hard water.
[18:42.960 --> 18:43.920]  So you want the dirty.
[18:43.920 --> 18:47.640]  Veg Bloom dirty, add Shine, add Plus Life,
[18:47.640 --> 18:52.560]  spray them with Push, and then maybe add some Mammoth Pea.
[18:52.560 --> 18:55.160]  It's not even necessary if you're using the Plus Life.
[18:55.160 --> 18:56.720]  I was using the Mammoth Pea to start them,
[18:56.720 --> 18:57.960]  to get them going faster.
[18:58.880 --> 19:00.300]  And then maybe something,
[19:00.300 --> 19:02.180]  you might need some Cow Mag in there,
[19:02.180 --> 19:04.020]  maybe a kelp product just to beef them up.
[19:04.020 --> 19:07.100]  But honestly, the Veg Bloom, with the Plus Life,
[19:07.100 --> 19:09.820]  the Shine, and the Push spray,
[19:09.820 --> 19:12.820]  you can get through the whole process with that.
[19:12.820 --> 19:16.940]  If what Jeff said just now didn't make a lot of sense to you,
[19:16.940 --> 19:18.260]  please go buy the book.
[19:18.260 --> 19:20.340]  Or go to the Veg Bloom website.
[19:20.340 --> 19:21.660]  They don't pay me or anything.
[19:21.660 --> 19:23.000]  I just like the Veg Bloom products.
[19:23.000 --> 19:25.500]  They're super easy to use and they give great results.
[19:25.500 --> 19:27.180]  And listen to back episodes of the show.
[19:27.180 --> 19:28.700]  For the correct strain.
[19:28.700 --> 19:31.820]  For Kush type strains, Veg Bloom's fucking awesome.
[19:31.820 --> 19:34.420]  For other strains, it doesn't do as well.
[19:34.420 --> 19:36.260]  If you've got like an OG Kush,
[19:36.260 --> 19:37.860]  or a Grateful Dog type of strain,
[19:37.860 --> 19:39.620]  the Veg Bloom will do wonderfully.
[19:39.620 --> 19:42.100]  It felt like I was trying to get at something else.
[19:42.100 --> 19:44.540]  But for certain strains, it'll do a really good job.
[19:44.540 --> 19:45.460]  It's real simple.
[19:45.460 --> 19:46.300]  I don't remember.
[19:46.300 --> 19:47.140]  There's something else I was gonna say on there.
[19:47.140 --> 19:50.020]  But I was gonna say to go to hydroponicresearch.com.
[19:50.020 --> 19:52.220]  Hydroponic-research.com.
[19:52.220 --> 19:53.740]  That's the Veg Bloom website.
[19:53.740 --> 19:54.820]  All their information's there.
[19:54.820 --> 19:56.180]  There'll be feed charts.
[19:56.180 --> 19:57.020]  It's real easy.
[19:57.020 --> 19:59.820]  Just there's fucking three dry products
[19:59.820 --> 20:00.940]  and a foliar spray.
[20:00.940 --> 20:01.980]  Super simple.
[20:01.980 --> 20:03.500]  All right, I'm gonna quit pitching Veg Bloom.
[20:03.500 --> 20:04.340]  They're not paying me.
[20:04.340 --> 20:05.420]  So you got good nutrients.
[20:05.420 --> 20:06.980]  You have to get your pH dialed in.
[20:06.980 --> 20:09.020]  You have to find out what pH those plants like.
[20:09.020 --> 20:11.620]  Start at six five and see what's happening with your plants.
[20:11.620 --> 20:14.540]  Learn how to identify pH problems.
[20:14.540 --> 20:16.820]  Raise them up or down if you need to.
[20:16.820 --> 20:19.220]  I hardly ever check the pH of my soil.
[20:19.220 --> 20:21.180]  I haven't ever checked the pH of the soil
[20:21.180 --> 20:22.020]  in the fucking commercial.
[20:22.020 --> 20:22.900]  We're using cocoa.
[20:22.900 --> 20:24.600]  I've never checked the pH of the cocoa
[20:24.600 --> 20:25.440]  at the commercial grow.
[20:25.440 --> 20:26.740]  I check the runoff.
[20:26.740 --> 20:29.460]  I check the pH of the runoff and I check the EC,
[20:29.500 --> 20:31.260]  the electrical conductivity of the runoff,
[20:31.260 --> 20:33.740]  but I do not check the fucking cocoa itself.
[20:33.740 --> 20:35.180]  I can tell what's going on by what goes in
[20:35.180 --> 20:36.340]  and what comes out.
[20:36.340 --> 20:38.540]  Another thing you gotta keep in mind is the CO2.
[20:38.540 --> 20:40.500]  You guys are augmenting CO2.
[20:40.500 --> 20:42.380]  You can give it a lot of CO2.
[20:42.380 --> 20:45.900]  The natural environment rocks around 400 ppms of CO2.
[20:45.900 --> 20:47.020]  Depends on where you are.
[20:47.020 --> 20:48.660]  These plants can take,
[20:48.660 --> 20:52.740]  I've seen people push them up to the 2200 ppms of car lot.
[20:52.740 --> 20:54.300]  A lot of people run around 15.
[20:54.300 --> 20:56.660]  Yeah, we rock about 1500 at the big grow,
[20:56.660 --> 20:58.340]  but you can push them.
[20:58.340 --> 21:00.140]  Temperatures, you've gotta dial in temperatures.
[21:00.140 --> 21:01.260]  Do you have temperature swings?
[21:01.260 --> 21:02.260]  Is it too hot during the day?
[21:02.260 --> 21:03.360]  Is it too cold during the night?
[21:03.360 --> 21:05.380]  Is it too hot during the night, too cold during the day?
[21:05.380 --> 21:07.500]  Any of that is gonna fuck with your plant.
[21:07.500 --> 21:09.300]  So there's no one magic thing so far.
[21:09.300 --> 21:11.500]  I've already read off like a list of seven or eight things.
[21:11.500 --> 21:13.820]  Moisture in the soil, moisture in the room,
[21:13.820 --> 21:16.220]  floor temperature, leaf surface temperature.
[21:16.220 --> 21:17.620]  Dude, floor temperature.
[21:17.620 --> 21:21.420]  I got a tour of a major facility not that long ago.
[21:21.420 --> 21:24.060]  Plants on concrete in February, bitches.
[21:24.060 --> 21:25.940]  Yeah, you can't do that in Colorado.
[21:26.780 --> 21:27.620]  Take off your shoes and walk around.
[21:27.620 --> 21:30.020]  Just walk around on the concrete.
[21:30.020 --> 21:31.940]  The first time I saw that in a
[21:31.940 --> 21:34.020]  how to build your grow room video,
[21:34.020 --> 21:36.460]  dude, in the video is he's showing people
[21:36.460 --> 21:37.900]  how to build his little room in Amsterdam,
[21:37.900 --> 21:41.020]  bust his shoes and socks off and walks around on the floor
[21:41.020 --> 21:42.860]  and he's like, this is way too cold.
[21:42.860 --> 21:45.820]  And he goes and installs some pads on the floor.
[21:45.820 --> 21:46.660]  Yeah.
[21:46.660 --> 21:47.980]  And I just rocked my world.
[21:47.980 --> 21:51.540]  I never would have thought of that before, but huge effect.
[21:51.540 --> 21:53.580]  You've got these pots filled with dirt and roots
[21:53.580 --> 21:54.900]  and then you're gonna pour water into it
[21:54.900 --> 21:55.860]  and it's gonna get cold.
[21:56.700 --> 21:57.900]  It's ice cold on that floor.
[21:57.900 --> 21:59.780]  And if you're in a warehouse or a basement,
[21:59.780 --> 22:02.020]  it's gonna get chilly, super chilly.
[22:03.780 --> 22:06.220]  The acronym you gave out earlier,
[22:06.220 --> 22:09.860]  I like that the four points that it hit
[22:09.860 --> 22:12.260]  and I liked that it spelled out LAWS.
[22:12.260 --> 22:15.700]  Because that's the one thing we didn't bring up so far
[22:15.700 --> 22:18.100]  in shit you should take a minute to look up
[22:18.100 --> 22:20.660]  if you wanna be successful growing.
[22:20.660 --> 22:24.740]  Dude, the local laws, you're gonna wanna know those.
[22:24.860 --> 22:26.340]  They're gonna apply.
[22:26.340 --> 22:27.620]  They're gonna impact you.
[22:29.020 --> 22:30.340]  We live in a legal state.
[22:30.340 --> 22:32.380]  It's totally legal to grow here.
[22:32.380 --> 22:34.020]  The smell of marijuana is no longer
[22:34.020 --> 22:35.980]  a probable cause in Colorado.
[22:35.980 --> 22:38.340]  I had cops pounding on my door,
[22:38.340 --> 22:40.720]  wondering if I knew my neighbor
[22:40.720 --> 22:43.180]  because they thought he was growing
[22:43.180 --> 22:44.940]  and why he wouldn't answer his door.
[22:44.940 --> 22:46.380]  And I was like, he ain't home, bro.
[22:46.380 --> 22:47.380]  And they're like, what do you mean?
[22:47.380 --> 22:49.100]  And I was like, there's six cars in the driveway,
[22:49.100 --> 22:51.540]  but the one he drives every day ain't there.
[22:51.540 --> 22:53.140]  Like have a nice day.
[22:53.140 --> 22:55.060]  And they kept talking to me and they're like,
[22:55.060 --> 22:56.740]  yeah, we know he's growing a whole bunch of weed
[22:56.740 --> 22:58.700]  because, and get this folks,
[22:58.700 --> 23:02.160]  they accused him of screwing up people's cable connections
[23:02.160 --> 23:06.100]  and their radio frequencies in the area
[23:06.100 --> 23:08.500]  with his little tiny home grow.
[23:08.500 --> 23:09.820]  With the right amount of ballasts,
[23:09.820 --> 23:10.900]  that's actually possible.
[23:10.900 --> 23:13.700]  With the right equipment and the right number of pieces,
[23:13.700 --> 23:16.520]  you can fuck with radio frequencies a little bit,
[23:16.520 --> 23:18.620]  but you can't fuck with no people's cable.
[23:18.620 --> 23:20.900]  Right, they're just trying to fake probable cause.
[23:20.900 --> 23:21.740]  It's just nonsense.
[23:22.300 --> 23:26.060]  The other person that was staying with me at the time
[23:26.060 --> 23:27.740]  mentioned something about our cable
[23:27.740 --> 23:29.660]  while the cop happened to be standing in earshot.
[23:29.660 --> 23:32.060]  And so he tried to like use it as a,
[23:32.060 --> 23:33.660]  in with me like, bro, dude,
[23:33.660 --> 23:35.300]  the jerk next door that's growing weed
[23:35.300 --> 23:37.340]  is fucking up your TV.
[23:37.340 --> 23:38.460]  It's just nonsense.
[23:38.460 --> 23:40.160]  Trying to find a way to be your friend.
[23:40.160 --> 23:42.900]  I know for a fact the dude next door is 100% legal
[23:42.900 --> 23:45.360]  because he showed off his grow to me one night,
[23:45.360 --> 23:47.220]  like super proud of having finished building it.
[23:47.220 --> 23:48.620]  And like I high fived him
[23:48.620 --> 23:51.340]  and like made sure to wash my clothes right after
[23:51.980 --> 23:53.100]  because it wasn't pro status,
[23:53.100 --> 23:57.700]  but it was small and couldn't possibly fit
[23:57.700 --> 24:01.000]  more than six plants, let alone exceed any sort of limit.
[24:03.020 --> 24:05.940]  But even in our little place, they're worried about it.
[24:05.940 --> 24:07.940]  And if it's not the cops that notice
[24:07.940 --> 24:09.740]  that you're growing weed and are interested in it,
[24:09.740 --> 24:11.140]  it's the neighborhood teenagers
[24:11.140 --> 24:14.580]  or the creepy biker dude up the street.
[24:14.580 --> 24:17.340]  Like just, you're gonna wanna think about all that stuff
[24:17.340 --> 24:19.000]  before you go down this road,
[24:19.000 --> 24:20.680]  because if you don't,
[24:20.680 --> 24:23.840]  that's where the really nasty problems
[24:23.840 --> 24:26.800]  and headaches and black eyes for the community come in.
[24:26.800 --> 24:29.040]  The dude who throws 30 plants in his backyard
[24:29.040 --> 24:30.040]  sneaks out the neighborhood
[24:30.040 --> 24:31.840]  and ends up shooting one of the local teenagers
[24:31.840 --> 24:32.680]  during harvest.
[24:32.680 --> 24:33.520]  Right, right.
[24:33.520 --> 24:35.000]  But this guy's doing an indoor grow.
[24:35.000 --> 24:36.400]  You know who this guy is.
[24:36.400 --> 24:37.680]  Just look up the local laws
[24:37.680 --> 24:40.680]  that you know how to best protect yourself
[24:40.680 --> 24:43.880]  and what parameters you wanna operate under.
[24:43.880 --> 24:44.720]  Yeah.
[24:44.720 --> 24:46.600]  It's just a good another point to look up as well.
[24:46.600 --> 24:47.840]  That's something that goes right along
[24:47.840 --> 24:49.640]  with the type of nutrients you're gonna buy.
[24:49.640 --> 24:51.320]  I think the type of that shows, you know,
[24:51.320 --> 24:52.640]  those the kind of person you are,
[24:52.640 --> 24:54.200]  the type of nutrients you buy,
[24:54.200 --> 24:56.680]  the amount of attention you pay to the law,
[24:56.680 --> 24:58.320]  that's all gonna reflect in your garden
[24:58.320 --> 25:00.120]  and the type of person that you are.
[25:00.120 --> 25:02.640]  But all right, let's focus back down on here a little bit.
[25:02.640 --> 25:03.580]  Mike wants you to buy books
[25:03.580 --> 25:06.120]  and follow the rules a lot, you guys.
[25:06.120 --> 25:08.760]  I wanna give a lot of credit to what I'm talking about
[25:08.760 --> 25:10.320]  to a guy known as Soma.
[25:10.320 --> 25:12.360]  Soma is a cannabis breeder.
[25:12.360 --> 25:13.200]  He's an old hippie.
[25:13.200 --> 25:14.120]  He's got some dreadlocks.
[25:14.120 --> 25:15.160]  He wears a bunch of crystals.
[25:15.160 --> 25:16.840]  He's kind of a weird dude.
[25:16.840 --> 25:18.800]  I kind of used to look up to him quite a bit.
[25:18.800 --> 25:21.480]  He teaches us about a thing called memetics.
[25:21.480 --> 25:24.140]  He says that there are 64 squares on the chess board
[25:24.140 --> 25:26.040]  and every one of them is an opportunity
[25:26.040 --> 25:28.000]  to improve or fuck up your garden.
[25:28.000 --> 25:29.760]  So think about where you're putting your kings and queens
[25:29.760 --> 25:32.560]  on the chess board and play chess the best that you can.
[25:32.560 --> 25:34.640]  Memetics, that's all of the things in your environment.
[25:34.640 --> 25:35.680]  I did not Google this word.
[25:35.680 --> 25:38.040]  This is just from my memory from what Soma told me.
[25:38.040 --> 25:40.640]  Memetics is all the things in your environment combined.
[25:40.640 --> 25:43.120]  Every little detail that you can see and cannot see,
[25:43.120 --> 25:45.440]  can control and cannot control, those are memetics.
[25:45.440 --> 25:47.320]  The way that Mike is looking off into the distance
[25:47.320 --> 25:48.720]  right now like he's confused,
[25:48.720 --> 25:50.600]  that is part of the memetics of my environment.
[25:50.600 --> 25:53.400]  Even though it doesn't affect me, it is still part of,
[25:53.400 --> 25:55.440]  it's somehow, it's the memetics of this room.
[25:55.440 --> 25:57.240]  The airflow coming out of that duct,
[25:57.240 --> 25:58.760]  that's one of the things on my chess board.
[25:58.760 --> 25:59.760]  That light coming from above,
[25:59.760 --> 26:01.520]  that's one of the things on my chess board.
[26:01.520 --> 26:03.480]  The window open over there,
[26:03.480 --> 26:04.800]  that's one of the parts of my chess board.
[26:04.800 --> 26:06.480]  Those are all affecting my environment
[26:06.480 --> 26:08.120]  and my performance right now.
[26:08.120 --> 26:10.720]  And every one of those things has a very small impact.
[26:10.720 --> 26:13.160]  The Dr. Pepper, the water, the dab rig,
[26:13.160 --> 26:14.560]  all of those things have,
[26:14.560 --> 26:15.840]  this phone right here is distracting,
[26:15.840 --> 26:18.400]  so all those things have a few pieces of memetics
[26:18.400 --> 26:19.240]  on my chess board.
[26:19.240 --> 26:21.160]  And your plants have the same option in the grow.
[26:21.160 --> 26:23.200]  So every piece of dust in there
[26:23.200 --> 26:24.560]  is part of that grow environment
[26:24.560 --> 26:26.840]  that's affecting that plant in some weird way.
[26:26.840 --> 26:29.480]  So shout out to Soma for putting the memetics idea
[26:29.480 --> 26:31.560]  into my head that kind of put a lot of,
[26:31.560 --> 26:34.240]  it opened up a lot of stuff in my brain.
[26:34.240 --> 26:35.440]  It's super important.
[26:35.440 --> 26:38.120]  I mean, you're really creating an artificial environment
[26:38.120 --> 26:39.920]  for a life.
[26:39.920 --> 26:43.120]  And the amount of little pieces that can impact that
[26:43.120 --> 26:46.460]  in the environment you create is just limitless.
[26:48.140 --> 26:51.640]  How many times have we stood in the same grow room
[26:51.640 --> 26:55.120]  looking for new issues, issues we haven't seen before,
[26:55.120 --> 26:57.560]  issues that have come up since the last cleaning,
[26:59.240 --> 27:00.880]  and just knowing what to look out for?
[27:00.880 --> 27:04.760]  It takes a long time to be able to look into a space
[27:04.760 --> 27:08.240]  and think, okay, if I'm gonna do a small grow here,
[27:08.240 --> 27:11.160]  these are the things that are gonna be major issues here.
[27:11.160 --> 27:12.980]  These are the things I'm gonna need to upgrade
[27:13.840 --> 27:15.580]  or purchase, or this is the kind of size
[27:15.580 --> 27:16.680]  I could get away with.
[27:18.100 --> 27:19.920]  Just taking the time to understand
[27:19.920 --> 27:22.460]  what your parameters are, it's gonna help you out a lot.
[27:22.460 --> 27:23.880]  Like it's hard to know where to put the pieces
[27:23.880 --> 27:25.940]  on a chessboard if you don't know how to play the game.
[27:25.940 --> 27:27.820]  Not sure that memetics is the word I'm looking for
[27:27.820 --> 27:29.420]  now that I'm kind of looking at it on Wikipedia,
[27:29.420 --> 27:31.060]  but shout out to Soma for teaching me a word
[27:31.060 --> 27:32.300]  I fucking forgot.
[27:32.300 --> 27:33.420]  It could be memetics.
[27:33.420 --> 27:35.660]  This is the Wikipedia for memetics
[27:35.660 --> 27:37.480]  is a really not what I wanted.
[27:38.300 --> 27:40.500]  One thing I wrote down is you can't put turbos
[27:40.700 --> 27:43.460]  on an 86 Ford Escort and expect to win a race.
[27:43.460 --> 27:44.660]  If you're gonna build a race car,
[27:44.660 --> 27:46.320]  you gotta get a racing transmission.
[27:46.320 --> 27:48.420]  You've got to get yourself a racing steering wheel.
[27:48.420 --> 27:49.700]  You need a racing harness.
[27:49.700 --> 27:51.860]  A lot of you motherfuckers need a helmet.
[27:51.860 --> 27:53.940]  If you're gonna race, you gotta get all the racing gear.
[27:53.940 --> 27:55.380]  You can't just throw up some big lights
[27:55.380 --> 27:57.660]  and think that, that was the main point of this question.
[27:57.660 --> 27:58.820]  You can't just buy one thing.
[27:58.820 --> 28:00.540]  You've gotta get it all correct.
[28:00.540 --> 28:03.220]  And if you've got a budget, I would say,
[28:03.220 --> 28:05.860]  start with the lights, then go nutrients,
[28:05.860 --> 28:09.160]  then work on the soil, and then spend your budget
[28:09.160 --> 28:10.340]  where you can otherwise.
[28:11.180 --> 28:13.380]  Don't just go best lights and then shitty soil
[28:13.380 --> 28:14.380]  and shitty nutrients.
[28:14.380 --> 28:17.700]  You gotta kind of figure out where to spread the spread.
[28:17.700 --> 28:19.380]  We used to joke all the time
[28:19.380 --> 28:22.700]  that there should be a cannabis protective services,
[28:22.700 --> 28:25.280]  people you could call to come and rescue plants
[28:25.280 --> 28:28.080]  that were essentially being tortured to death by morons.
[28:29.260 --> 28:32.740]  And universally, it was people who loved cannabis,
[28:32.740 --> 28:34.380]  wanted to produce their own cannabis,
[28:34.380 --> 28:36.040]  had a huge passion for growing,
[28:36.040 --> 28:38.780]  and not a single fucking clue about how to go about it.
[28:39.660 --> 28:42.580]  And did, they had a $600 budget
[28:42.580 --> 28:45.520]  and went to the growth store and bought a $580 light.
[28:46.380 --> 28:49.180]  And then a $2 watering can and a $3 pot
[28:49.180 --> 28:51.460]  and said, I got what I need.
[28:51.460 --> 28:53.940]  They went home, they dug up some soil out of the backyard,
[28:53.940 --> 28:56.700]  they threw it in the pot, they planted their little plant,
[28:56.700 --> 29:00.400]  they stuck it under their giant light in a 95 degree garage
[29:00.400 --> 29:02.680]  and shut the door and called it a grow room.
[29:04.220 --> 29:05.900]  And you see something like that
[29:05.900 --> 29:07.060]  and you feel bad for the person
[29:07.140 --> 29:09.420]  because you know they dropped their whole nut
[29:09.420 --> 29:12.420]  on one piece of gear that's not useful on its own.
[29:12.420 --> 29:14.860]  And now you're running that wipe, it's just gonna cost.
[29:14.860 --> 29:19.260]  And now they're out the cost of that light every month extra.
[29:19.260 --> 29:21.220]  That's money that they could be saving
[29:21.220 --> 29:23.580]  to buy the two pieces of gear
[29:23.580 --> 29:25.980]  to make that one piece of gear useful.
[29:25.980 --> 29:26.820]  A duct fan.
[29:26.820 --> 29:28.500]  Remember that time we went to the dude's house
[29:28.500 --> 29:31.860]  and he had the LED light like 13 feet off the ground
[29:31.860 --> 29:33.080]  in that fucking plant.
[29:33.080 --> 29:34.340]  He's like, look how much this plant
[29:34.340 --> 29:35.660]  has grown in the past couple of days.
[29:35.660 --> 29:37.980]  I was like, bro, there's like a foot and a half
[29:37.980 --> 29:38.940]  between node spacing.
[29:38.940 --> 29:41.340]  That thing is not growing, that's called stretching.
[29:41.340 --> 29:44.940]  And it was in a pot the size of like a one liter soda bottle.
[29:44.940 --> 29:46.800]  Yeah, yeah, it looked like he just cut the top off
[29:46.800 --> 29:47.640]  my Dr. Pepper bottle.
[29:47.640 --> 29:49.700]  It was like seven feet tall.
[29:49.700 --> 29:51.300]  I'm sorry, I don't mean to make fun of that poor guy,
[29:51.300 --> 29:53.460]  but if he would have just thought about it
[29:53.460 --> 29:55.140]  and put that, bought the right light
[29:55.140 --> 29:56.580]  or put that light closer to the plant,
[29:56.580 --> 29:58.180]  he would have had much more success.
[29:58.180 --> 29:59.260]  Yeah, I mean.
[30:00.100 --> 30:01.620]  It was just right where he was playing video games.
[30:01.620 --> 30:02.940]  Dude, he was at a weed plant next to him
[30:02.940 --> 30:03.980]  playing video games.
[30:03.980 --> 30:06.460]  I can't tell you how many people I've seen
[30:06.460 --> 30:08.780]  chain smoking cigarettes in their grow room
[30:08.780 --> 30:11.380]  because they heard somewhere that the plants
[30:11.380 --> 30:13.740]  like extra carbon dioxide and they heard somewhere
[30:13.740 --> 30:16.740]  that carbon dioxide is something that comes off cigarettes.
[30:16.740 --> 30:17.580]  Yummy.
[30:17.580 --> 30:22.440]  And they take two technically true pieces of information,
[30:22.440 --> 30:24.540]  slam them together in their head in a way
[30:24.540 --> 30:27.100]  that sort of makes sense on the surface.
[30:27.100 --> 30:28.100]  And then they can't figure out
[30:28.100 --> 30:29.460]  why their plants are super sick.
[30:29.460 --> 30:33.380]  It's like, because you're blowing that toxic smoke at them.
[30:33.940 --> 30:34.980]  It's not good for them.
[30:34.980 --> 30:36.660]  They don't like it.
[30:36.660 --> 30:38.960]  It's hurting them, it's giving them diseases.
[30:40.420 --> 30:42.500]  I know so many people who's,
[30:42.500 --> 30:44.460]  the big problem in their grow turned out to be
[30:44.460 --> 30:46.580]  their dog likes to piss on their plants.
[30:46.580 --> 30:47.420]  Oh, that's awesome.
[30:47.420 --> 30:48.460]  Yeah, I know who that was.
[30:48.460 --> 30:50.080]  I've seen it happen to three or four people.
[30:50.080 --> 30:51.360]  It happened to the one fucking dude
[30:51.360 --> 30:53.360]  you're thinking of like six times.
[30:53.360 --> 30:56.340]  But I mean, some people are slower learners than others.
[30:56.340 --> 30:57.580]  You guys keep your pets and your cigarettes
[30:57.580 --> 30:58.540]  out of your grow room.
[30:58.540 --> 31:00.580]  A lot of people like to take pictures of their dogs
[31:00.580 --> 31:01.640]  and their cats in their grow room,
[31:01.640 --> 31:04.640]  but I think your animal's got bugs, bro.
[31:04.640 --> 31:05.640]  No matter how clean he is,
[31:05.640 --> 31:07.320]  but he's covered in fur, that fucker's got bugs.
[31:07.320 --> 31:08.400]  He's just not shitting in the yard.
[31:08.400 --> 31:09.600]  He's got some bugs on him.
[31:09.600 --> 31:11.480]  Don't let him in the grow.
[31:11.480 --> 31:12.840]  I barely let Mike in the grow.
[31:12.840 --> 31:17.640]  If you're in a bookstore or at a computer,
[31:17.640 --> 31:20.240]  the first four grow books you see
[31:20.240 --> 31:23.120]  will cover every issue we've brought up so far.
[31:24.100 --> 31:27.300]  At least enough to keep you from screwing it up real bad.
[31:29.760 --> 31:30.600]  Fair?
[31:30.600 --> 31:31.440]  Yeah, yeah.
[31:32.200 --> 31:33.160]  I was just waiting for you to tie that around
