[00:00.000 --> 00:05.600]  Alright, here we go, welcome back podcast world, I'm your host, my friends call me
[24:17.820 --> 24:22.780]  Something that you're familiar with something that my brain is familiar with and just try to articulate that from
[24:23.580 --> 24:25.780]  Just from my mental memory
[24:25.780 --> 24:31.180]  I've got a roll of decks of flavors and aromas in my nose that I will never forget and when I smell them I can
[24:31.180 --> 24:35.420]  Recall them quite quickly. You could probably blindfold me and take me to a few places
[24:35.420 --> 24:39.700]  I've been quite often and just let me go in there and smell it and I could probably tell you where I am
[24:39.860 --> 24:44.460]  There are a couple of commercial grows in Colorado that when I walk into them
[24:44.460 --> 24:47.980]  I can smell that grow very specifically
[24:47.980 --> 24:49.260]  I know that sounds crazy
[24:49.260 --> 24:54.020]  But I know the smell of I'm not even gonna say the names of the few of the cultivation facilities
[24:54.020 --> 24:58.980]  But they've all got a very distinct smell and if I walked in you blindfolded me I could say oh
[24:58.980 --> 25:03.440]  We're over here at this place and I can say oh we're over here at this place by the smell of the facility
[25:03.540 --> 25:05.660]  Maybe it's crazy. Maybe it's bionic
[25:06.500 --> 25:12.940]  Whatever it is. I think it's a blessing as a seed breeder to be able to identify flavors and aromas in that manner
[25:13.100 --> 25:18.780]  All right, I'm gonna keep moving forward. There are two more questions. I'm gonna fit them both in it says number five
[25:18.780 --> 25:23.260]  Is there anything to harvesting by the full moon lunar cycle or is this faux grow science?
[25:23.380 --> 25:30.980]  There are two major solar events in 2021. Have you observed these types of celestial events having any beneficial effects on a harvest?
[25:31.780 --> 25:34.860]  My first response to this was no because I'm not a hippie
[25:34.940 --> 25:40.180]  But honestly, I grow indoors on an indoor commercial production cultivation schedule
[25:40.180 --> 25:45.460]  and I don't even know if it's sunshine or rainy or snowy or daylight or
[25:45.780 --> 25:52.220]  Nighttime or an eclipse or a riot or a fire outside when I'm working in the cultivation facility
[25:52.220 --> 25:56.820]  It is the lights come on at this time. The lights go off at this time. The plants are on this schedule
[25:56.820 --> 26:04.140]  I don't know what's going on with the Sun and the moon and the hippie lunar calendar. I don't have any clue what's happening
[26:04.140 --> 26:07.360]  I don't pay any attention to that if I had an outdoor grow
[26:07.360 --> 26:11.200]  I would probably adjust and learn that hippie science stuff
[26:11.200 --> 26:14.480]  I would do all of that if I had an outdoor girl, but being an indoor farmer
[26:14.480 --> 26:17.920]  I do not pay any any attention to any of that stuff
[26:18.440 --> 26:21.720]  If you've got hate mail for that or any questions or updates for that
[26:21.720 --> 26:26.520]  My email address is grow from your heart at hotmail.com. I'd love to hear from anybody who's got input on that
[26:26.840 --> 26:33.780]  Honestly being an indoor cultivator running on a commercial cultivation schedule the Sun the moon lunar cycles
[26:33.900 --> 26:39.380]  Eclipses that doesn't make any difference in my grow. I like to go watch the eclipses myself. I'll check them out
[26:39.900 --> 26:43.260]  But the grow I don't think the grow cares at all
[26:44.380 --> 26:49.800]  Alright the last part number six and lastly you mentioned someone's name. I'm not gonna say their name
[26:50.020 --> 26:54.780]  Somebody dropped off some presents early for my divas. I'm using two of these items already
[26:54.780 --> 27:01.580]  I've got a handheld infrared thermometer and a desktop monthly planner that monthly planner will be invaluable
[27:01.580 --> 27:03.580]  It's one of the best things you can have
[27:03.780 --> 27:05.180]  Then it says
[27:05.180 --> 27:11.220]  My question is about the infrared thermometer. This thermometer has a laser used for pinpoint accuracy
[27:11.220 --> 27:18.100]  However, I'm wondering if said laser can damage the leaves even if the grow lights are on after all
[27:18.100 --> 27:22.380]  We're not supposed to look into that same laser. Do you implement an infrared thermometer?
[27:22.380 --> 27:25.820]  If so, where on the plant do you take your readings?
[27:25.820 --> 27:32.540]  I do not think that the infrared dot on that thermometer is going to disrupt your plants in any way
[27:33.060 --> 27:37.100]  As long as you don't hit it in the plants I and I don't know where the plants eyes are
[27:37.100 --> 27:40.460]  I don't think they have rods and cones to worry about. I think they've got
[27:41.420 --> 27:45.260]  We're not even gonna go into that what the whole that shit's called. I was gonna go down a long rabbit hole
[27:45.260 --> 27:47.260]  We're gonna skip that they've got leaves
[27:47.660 --> 27:53.500]  You can put that red dot on the leaves and I think it will tell you the leaf surface temperature of those leaves without doing
[27:53.500 --> 27:58.700]  Any damage? Where do I take those readings? I don't play with the infrared thermometer quite often
[27:58.700 --> 28:00.700]  I don't find it to be completely necessary
[28:01.180 --> 28:06.660]  But I would hit about the top of the canopy where the lights are shining and then about a third of the way down and
[28:06.660 --> 28:09.020]  Then toward the bottom just to have a nice comparison
[28:09.020 --> 28:12.540]  What's happening at different points of the room and you will notice that the leaf?
[28:12.900 --> 28:18.660]  Surface temperature will be vastly different than the air temperature of the room, especially when using LEDs
[28:18.660 --> 28:23.540]  I'm not gonna go too far into that because I do have somebody that I want to get on the show to teach us about
[28:23.540 --> 28:28.780]  That a little bit but when you're using LEDs the leaf surface temperature will be drastically different when you're using
[28:29.300 --> 28:31.700]  Metal halide or HPS lights
[28:31.780 --> 28:33.420]  So that is something to think about
[28:33.420 --> 28:37.680]  But I check in about three different spots up at the top where the lights really intense
[28:37.780 --> 28:42.460]  Down in the middle where the lights not so intense and then down lower where we're not getting much light
[28:42.660 --> 28:44.900]  Right right at the top of where we defoliated
[28:44.900 --> 28:49.060]  that's where I would check also and see make a note of it right down with the
[28:49.460 --> 28:53.380]  Temperature is on your leaf surface temperature and see if things go wrong or if things go, right?
[28:53.380 --> 28:57.700]  See if that leaf surface temperature had anything to do with it. All right, mister
[28:57.700 --> 29:02.540]  This was a long and great email. We took up the whole episode with this one. Thank you for the great contribution
[29:03.220 --> 29:05.660]  Thank you for the patreon support and most of all
[29:05.660 --> 29:06.700]  Thank you for your service
[29:06.700 --> 29:11.100]  Like I've said before if we can do anything for you the grow from your heart crew the IRIE army crew
[29:11.100 --> 29:14.500]  We have all got your back. Just reach out. Let us know what we can do for you
[29:14.500 --> 29:17.860]  We've already proven that we're here to help you out. Um, let's see
[29:18.780 --> 29:19.700]  What else do we have?
[29:19.700 --> 29:24.700]  It says thank you for all your time effort and all that you do for our community Rasta Jeff have a safe and IRIE
[29:24.700 --> 29:29.220]  December everybody I'm already writing down my questions for my January letter
[29:29.260 --> 29:31.660]  We're gonna have to break that one up into a couple of episodes
[29:31.900 --> 29:35.820]  It says lastly a hand salute to all of my fellow veteran growers
[29:35.820 --> 29:38.020]  Yes big shout out to all of the veteran growers out there
[29:38.020 --> 29:43.020]  Then it says regardless if you're a novice a noob or if you're a novice or a noob
[29:43.020 --> 29:48.400]  You are still a veteran growers a big shout out. It sounds like mrs. Sent it a lot of love in this message
[29:48.880 --> 29:55.680]  Then it says peace love and a truly happy new year to all my growers love hugs and respect from
[29:56.200 --> 30:01.500]  Mr. Thank You. Mr. I do appreciate it big shout out. I look forward to January's message
[30:01.500 --> 30:07.320]  Like I said, I may break that one down into a couple of episodes because this one did get quite long and you stole the show
[30:07.320 --> 30:09.120]  Today buddy. Thank you for all the support, bro
[30:09.120 --> 30:15.840]  I do enjoy seeing you in the premieres you guys when the show drops on YouTube it happens on Sunday night at midnight
[30:15.840 --> 30:17.840]  Which is Monday morning Sunday night Monday morning
[30:18.400 --> 30:24.400]  At midnight and also Wednesday night into Thursday morning at midnight. I do the shows on YouTube at 12 o'clock
[30:24.400 --> 30:29.360]  I premiere them. The show is not live. I've had a few people say hey, I love watching your live shows at midnight
[30:29.360 --> 30:31.340]  It's fun hanging out with you. It is not live
[30:31.340 --> 30:36.600]  It is pre-recorded, but it does drop at midnight and I do hang out in the premiere and chat with the folks
[30:37.240 --> 30:40.760]  Sometimes I'm working on other projects and just kind of side chatting with you guys
[30:40.760 --> 30:43.480]  Sometimes I'm fully focused on hanging out taking dabs and chatting
[30:43.560 --> 30:49.560]  But it's always good to see everybody in there and it is super great to see mr. Pop in in every episode in every premiere
[30:49.560 --> 30:50.880]  Thank you for being there, bro
[30:50.880 --> 30:53.740]  It's good to know that you're always part of the irie army
[30:53.920 --> 30:56.400]  And again, let me know if we can do anything because I love your support
[30:56.600 --> 31:01.160]  Alright you guys I feel like this episode got really long really quickly big shout out to our buddy mister
[31:01.160 --> 31:05.840]  If anybody out there has any questions corrections comments or concerns again, I would love to hear from you
[31:05.840 --> 31:10.360]  My email address is grow from your heart at hotmail.com. Don't be shy reach out
[31:10.360 --> 31:15.360]  Let me know what you think of the show ask your questions send your corrections comments concerns. I'm not shy
[31:15.360 --> 31:16.720]  You don't be shy either
[31:16.720 --> 31:22.560]  Also, if you feel like this episode was educational informative or entertaining and you'd like to make a financial contribution to the show
[31:22.560 --> 31:24.560]  All you have to do is visit
[31:24.560 --> 31:26.560]  www.patreon.com
[31:26.640 --> 31:30.840]  Forward slash grow from your heart all of the information you need will be right there on the screen
[31:30.840 --> 31:34.720]  And of course, there is a link in the show notes and in the video description
[31:35.480 --> 31:37.000]  Don't forget to visit my website
[31:37.000 --> 31:43.080]  I read genetics calm all things I read genetics all things grow from your heart all things Ross to Jeff are right there on the
[31:43.080 --> 31:44.680]  website at IRIE
[31:44.680 --> 31:50.700]  Genetics calm click on that merch tab and you can actually get taken right to my web store where you can get these sweet
[31:50.920 --> 31:54.080]  Irie army t-shirts there are only a few left
[31:54.080 --> 31:55.520]  So I will have to restock
[31:55.520 --> 32:00.700]  Get them before the first batch is gone because it is taking quite a bit of time to get shirts made right now
[32:00.820 --> 32:06.660]  Shirts are unavailable. We can't get shirts. We can't get blank shirts to print on so grab them before they disappear
[32:06.660 --> 32:09.100]  I think that is all I've got for you for this episode
[32:09.100 --> 32:11.780]  I'll be back in just a couple of days with fresh new content
[32:11.780 --> 32:16.180]  I want to thank you again for listening to episode 601 of the girl from your heart podcast
[32:16.180 --> 32:18.380]  I want to give a giant shout out to my buddy easy
[32:18.980 --> 32:23.220]  057 and until next time take a fat dab and give your mom a hug for me
