[00:11.450 --> 00:19.760]  Welcome back, Cannabis community.
[18:35.120 --> 18:39.880]  when 20 something males have a marijuana that they can go buy at a store,
[18:40.400 --> 18:40.840]  um,
[18:40.840 --> 18:43.200]  they consume significantly less alcohol.
[18:43.320 --> 18:44.160]  Honestly,
[18:44.280 --> 18:44.680]  um,
[18:44.680 --> 18:45.720]  my mic sounded really hot.
[18:45.720 --> 18:46.200]  Sorry.
[18:46.200 --> 18:46.760]  Honestly,
[18:46.760 --> 18:47.040]  when,
[18:47.040 --> 18:47.400]  uh,
[18:47.400 --> 18:49.480]  I got my first medical marijuana card,
[18:49.480 --> 18:51.880]  I told myself and my friends and my family,
[18:51.880 --> 18:52.120]  I was like,
[18:52.120 --> 18:52.520]  you know what?
[18:52.520 --> 18:54.160]  I can smoke all the cannabis I want.
[18:54.280 --> 18:55.440]  I'm going to quit drinking.
[18:55.880 --> 18:56.960]  And they're like bullshit.
[18:57.240 --> 18:59.120]  And here it is probably six,
[18:59.120 --> 18:59.680]  seven,
[18:59.680 --> 19:00.160]  eight years.
[19:00.160 --> 19:00.880]  Maybe later.
[19:00.880 --> 19:04.040]  I haven't drank since I started using medical cannabis since I was able to go
[19:04.040 --> 19:06.560]  to the dispensary and point at that jar and say,
[19:06.560 --> 19:10.720]  let me get an ounce of that tastiness right there and go home and roll up and
[19:10.720 --> 19:12.760]  puff down as hard as I want without any worries.
[19:12.960 --> 19:15.400]  Cause back in the day I didn't know where I was going to buy my next weed.
[19:15.400 --> 19:18.480]  You have to preserve that ounce cause you paid way too much and you don't know
[19:18.480 --> 19:19.920]  if that dude's going to have good weed or not.
[19:19.920 --> 19:20.760]  Next time.
[19:21.000 --> 19:22.400]  Now you can medicate as needed.
[19:22.440 --> 19:23.920]  I don't need to drink any alcohol.
[19:23.960 --> 19:25.160]  I don't like being drunk.
[19:25.160 --> 19:25.720]  I'm no good.
[19:25.720 --> 19:27.880]  I don't know if I'm really good at it or really bad at it.
[19:27.880 --> 19:28.720]  I'm not sure.
[19:28.840 --> 19:30.080]  I'm not sure what the case is,
[19:30.080 --> 19:31.680]  but I know that it's not my friend.
[19:32.080 --> 19:35.720]  I don't wake up hungover and regretful when I smoke cannabis.
[19:37.040 --> 19:38.600]  I've got a very similar story.
[19:38.600 --> 19:39.420]  It's not,
[19:39.840 --> 19:42.400]  I quit drinking before I had a medical marijuana card,
[19:42.400 --> 19:45.120]  but essentially the same thing is I got really good at drinking.
[19:46.520 --> 19:47.160]  Um,
[19:47.160 --> 19:49.680]  and I decided that I didn't like some of those character traits.
[19:49.680 --> 19:51.320]  So I was going to take a couple of days off,
[19:51.960 --> 19:53.320]  a couple of days became a week.
[19:53.320 --> 19:55.120]  And now it's been like eight years.
[19:55.680 --> 20:00.680]  Like I went to Mardi Gras two years ago and had three beers,
[20:01.760 --> 20:06.320]  like just like with dinners just because I was there and I was at sea level and
[20:06.320 --> 20:08.400]  I wouldn't feel the repercussions of it the next day.
[20:08.400 --> 20:09.160]  Like I would have had,
[20:09.160 --> 20:10.560]  I had three beers here.
[20:10.800 --> 20:11.720]  Is that where Davey happened,
[20:11.720 --> 20:12.160]  bro?
[20:12.160 --> 20:12.560]  No,
[20:12.560 --> 20:13.360]  we found out,
[20:13.360 --> 20:16.440]  we found out about Davey the day after we got to new Orleans.
[20:16.480 --> 20:16.760]  Oh,
[20:16.760 --> 20:19.080]  so the wife couldn't have any alcohol the whole time on the trip.
[20:19.080 --> 20:20.440]  That's sort of how we found out.
[20:20.520 --> 20:21.360]  Um,
[20:21.920 --> 20:22.360]  the,
[20:22.360 --> 20:23.400]  the day we got there,
[20:23.400 --> 20:23.720]  she,
[20:23.720 --> 20:27.080]  she took a sip out her first drink and got queasy and was like,
[20:27.080 --> 20:27.920]  man.
[20:28.160 --> 20:29.320]  And then the second day,
[20:29.360 --> 20:30.160]  same thing.
[20:30.160 --> 20:31.960]  And after the second day she was like,
[20:31.960 --> 20:32.800]  go to Walgreens.
[20:32.880 --> 20:33.560]  Oh,
[20:33.560 --> 20:34.280]  um,
[20:34.280 --> 20:34.960]  and yep.
[20:34.960 --> 20:37.600]  And so we were in new Orleans for 10 days and we found out we were,
[20:37.640 --> 20:38.920]  we were pregnant on the second day.
[20:38.960 --> 20:40.320]  You get to celebrate while you're there.
[20:40.440 --> 20:40.920]  Kind of.
[20:40.920 --> 20:41.360]  We did.
[20:41.360 --> 20:42.000]  It was a,
[20:42.000 --> 20:42.600]  it was great.
[20:42.600 --> 20:43.600]  We celebrated the whole time.
[20:43.600 --> 20:44.720]  We had a truckload of good food.
[20:44.720 --> 20:46.440]  Neither of us are real heavy drinkers anyway,
[20:46.440 --> 20:48.720]  so it's not like we're missing out on anything.
[20:48.720 --> 20:49.120]  Right.
[20:49.120 --> 20:49.640]  Yeah.
[20:49.640 --> 20:50.200]  Um,
[20:50.200 --> 20:50.640]  but yeah,
[20:50.640 --> 20:53.200]  I had a great time and I had a lot to celebrate,
[20:54.200 --> 20:54.760]  but yeah,
[20:54.760 --> 20:56.080]  I don't really drink.
[20:56.080 --> 20:57.320]  And a lot of it has to do with,
[20:57.320 --> 20:59.280]  I can relax and unwind with cannabis.
[21:00.000 --> 21:01.520]  And it's a much better unwind.
[21:02.000 --> 21:02.840]  There's no,
[21:03.080 --> 21:04.640]  there's no penalty the next day.
[21:05.520 --> 21:10.160]  And that's what I hated about drinking is the incredibly bad decisions I would
[21:10.160 --> 21:13.320]  make while drinking and then waking up the next day,
[21:13.360 --> 21:14.960]  getting home while you're drunk.
[21:15.440 --> 21:15.800]  Right.
[21:15.800 --> 21:17.440]  Just figuring out how to get home dry.
[21:17.440 --> 21:18.240]  Am I going to drive?
[21:18.240 --> 21:19.240]  Am I going to take a taxi?
[21:19.280 --> 21:21.440]  Am I going to jump in one of my drunk friends' cars?
[21:21.840 --> 21:22.600]  Uh,
[21:22.640 --> 21:23.560]  so many nights I,
[21:23.720 --> 21:24.240]  so many,
[21:24.240 --> 21:25.640]  so many mornings I've woken up saying,
[21:25.640 --> 21:28.480]  I am so thankful that I made it home last night.
[21:28.520 --> 21:30.400]  I talked to someone today who's like,
[21:30.400 --> 21:32.280]  I quit drinking this morning and it's like,
[21:34.520 --> 21:36.160]  I hear it a lot when you get to six months,
[21:36.160 --> 21:36.880]  holler.
[21:36.880 --> 21:37.720]  Yeah.
[21:37.880 --> 21:41.800]  So the point we're at here is people are consuming less cannabis or consuming
[21:41.840 --> 21:42.360]  less alcohol.
[21:42.360 --> 21:47.080]  They're consuming less pills because we are able to access cannabis safely.
[21:47.960 --> 21:48.800]  It's a,
[21:49.520 --> 21:50.160]  it's,
[21:50.160 --> 21:52.200]  there's a lot of people who don't want that to happen.
[21:52.240 --> 21:57.080]  And there's a lot of people who don't want to lose that lever of control on
[21:57.080 --> 21:57.920]  people.
[21:58.120 --> 21:58.560]  Um,
[21:58.560 --> 22:01.880]  it's an immediate excuse to get to further a car stop.
[22:02.600 --> 22:02.880]  Um,
[22:02.880 --> 22:03.920]  I smell marijuana.
[22:04.520 --> 22:04.880]  There's,
[22:04.880 --> 22:07.440]  there's not one video on YouTube where the cop goes,
[22:07.680 --> 22:08.600]  I smell heroin.
[22:08.640 --> 22:09.720]  I want to search your vehicle.
[22:10.160 --> 22:11.280]  I want to smoke cocaine.
[22:11.520 --> 22:12.440]  Or I smell cocaine.
[22:12.440 --> 22:13.400]  I want to search your vehicle.
[22:13.480 --> 22:13.880]  Right?
[22:13.880 --> 22:14.480]  Um,
[22:14.480 --> 22:15.840]  that video doesn't exist.
[22:15.840 --> 22:17.160]  It never gets said.
[22:17.160 --> 22:17.360]  I,
[22:17.360 --> 22:17.640]  I,
[22:17.640 --> 22:18.800]  I think I smell a gun.
[22:18.800 --> 22:19.920]  I want to search your vehicle.
[22:20.600 --> 22:21.080]  Um,
[22:21.080 --> 22:23.720]  I think I smell someone you're smuggling in your trunk.
[22:23.800 --> 22:24.720]  I want to search your vehicle.
[22:24.760 --> 22:25.280]  The,
[22:25.280 --> 22:26.520]  that video doesn't exist.
[22:26.680 --> 22:27.800]  Every single video is,
[22:27.800 --> 22:32.040]  I think I smell marijuana when that takes steps away.
[22:32.040 --> 22:34.360]  Everything for law enforcement gets a little bit harder.
[22:34.400 --> 22:36.800]  That is so true because I recently got pulled over.
[22:36.800 --> 22:37.920]  I talked about it on the show.
[22:38.080 --> 22:39.720]  And the first thing that cop said was,
[22:39.720 --> 22:41.360]  do you have any marijuana in the vehicle?
[22:42.160 --> 22:45.080]  And I had to reprogram my brain real quickly because first I was like,
[22:45.080 --> 22:45.240]  no,
[22:45.240 --> 22:45.440]  sir,
[22:45.440 --> 22:46.120]  there's no weed in here.
[22:46.120 --> 22:46.560]  But then I was like,
[22:46.560 --> 22:47.040]  wait a minute.
[22:47.040 --> 22:48.560]  That's 2016 bro.
[22:48.600 --> 22:49.720]  You've got your badge on,
[22:49.720 --> 22:51.160]  you've got your purple card in your pocket.
[22:51.160 --> 22:52.480]  And I looked him straight in the face and I go,
[22:52.840 --> 22:54.600]  it may be because I wasn't certain,
[22:54.800 --> 22:55.680]  but there may be,
[22:55.680 --> 22:56.560]  there could be weed in here.
[22:57.040 --> 22:57.360]  And he's like,
[22:57.360 --> 22:58.440]  it smells really strong.
[22:58.440 --> 22:58.760]  And I was like,
[22:58.760 --> 22:58.920]  Oh,
[22:58.920 --> 23:02.360]  I work at a grow and just being honest with them that changed everything.
[23:02.360 --> 23:03.640]  He had no problem to mess with me now.
[23:03.640 --> 23:04.040]  So you're right.
[23:04.040 --> 23:05.840]  That does take all the stress.
[23:05.840 --> 23:07.160]  I'm not a criminal anymore.
[23:07.320 --> 23:07.600]  Yep.
[23:07.640 --> 23:10.360]  The only thing I used to do wrong was have a bunch of weed in the car.
[23:10.400 --> 23:13.360]  Those first couple of law enforcement interactions are bizarre.
[23:14.080 --> 23:14.920]  Um,
[23:15.480 --> 23:15.720]  it,
[23:15.720 --> 23:16.160]  you,
[23:16.160 --> 23:20.000]  it's almost a genetic response with this community at this point.
[23:20.000 --> 23:20.440]  Right.
[23:20.520 --> 23:21.360]  Um,
[23:21.480 --> 23:25.760]  because if we admit to being part of the cannabis community or having cannabis or
[23:25.760 --> 23:27.040]  supporting it in any way,
[23:27.480 --> 23:30.120]  we subject ourselves to all sorts of horrible things.
[23:30.600 --> 23:31.160]  Um,
[23:31.160 --> 23:32.040]  and in Colorado,
[23:32.040 --> 23:33.120]  that's not true anymore.
[23:33.120 --> 23:35.360]  And as those realization sets in,
[23:35.360 --> 23:36.080]  it's awesome.
[23:36.360 --> 23:41.000]  Have you been to an event or a place where you have consumed cannabis near law
[23:41.000 --> 23:44.960]  enforcement and they've watched you many times before it was legal?
[23:45.120 --> 23:45.680]  Um,
[23:45.680 --> 23:46.080]  I,
[23:46.080 --> 23:46.600]  uh,
[23:46.600 --> 23:51.600]  I was up in Denver and Boulder during the heydays of the Boulder smoke out on
[23:51.720 --> 23:54.040]  four 20 in the civic center,
[23:54.080 --> 23:54.440]  um,
[23:54.440 --> 23:56.080]  gatherings on four 20 where,
[23:56.560 --> 23:56.920]  um,
[23:56.920 --> 23:59.880]  tens or hundreds of thousands of people get together all at once.
[23:59.920 --> 24:01.760]  Everybody lights up at the same time,
[24:02.120 --> 24:03.200]  sort of as a dare,
[24:03.520 --> 24:04.360]  go ahead.
[24:04.720 --> 24:07.320]  There's 10,000 of us arrest 11 of us.
[24:07.320 --> 24:08.080]  See what happens.
[24:08.120 --> 24:08.640]  Right.
[24:08.640 --> 24:09.120]  Um,
[24:09.120 --> 24:13.000]  like we're going to peacefully sit here and smoke pot and play bad music and
[24:13.000 --> 24:15.720]  then cheer at four 20 and all smoke pot together.
[24:15.720 --> 24:16.960]  And there'll be a big cloud.
[24:17.400 --> 24:19.520]  And by five o'clock we'll all be gone.
[24:20.360 --> 24:21.200]  Um,
[24:21.240 --> 24:23.680]  the shops in the area that sell food,
[24:23.680 --> 24:25.320]  we'll all make an extra five grand,
[24:25.320 --> 24:26.480]  10 grand that day.
[24:26.920 --> 24:27.880]  Everybody's happy.
[24:28.440 --> 24:28.800]  Um,
[24:28.800 --> 24:32.440]  everybody except people that have to take public transportation or commute during
[24:32.440 --> 24:33.280]  those hours.
[24:33.760 --> 24:34.600]  Anyway,
[24:34.880 --> 24:35.200]  but,
[24:35.200 --> 24:35.840]  uh,
[24:35.840 --> 24:37.600]  Uber drivers are making mad thing,
[24:37.600 --> 24:38.760]  downtown Denver.
[24:38.840 --> 24:39.240]  Um,
[24:39.240 --> 24:41.840]  a hundred thousand people just convene at civic center.
[24:42.400 --> 24:43.240]  Um,
[24:43.240 --> 24:43.560]  the,
[24:43.560 --> 24:45.720]  the cops stand by and they always had,
[24:46.200 --> 24:46.480]  um,
[24:46.480 --> 24:49.960]  and just kind of made sure everything was calm and collected and nobody got out
[24:49.960 --> 24:51.200]  of control and it was fine.
[24:52.160 --> 24:52.720]  Um,
[24:52.720 --> 24:53.040]  but,
[24:53.040 --> 24:53.440]  uh,
[24:53.440 --> 24:54.880]  at post legalization,
[24:54.880 --> 24:55.720]  only a few.
[24:55.840 --> 24:56.480]  Okay.
[24:56.480 --> 24:57.000]  It's just,
[24:57.000 --> 24:58.040]  I've been too busy.
[24:58.040 --> 24:59.760]  I always end up working those days.
[24:59.760 --> 25:01.320]  You're not the guy that goes to all the events.
[25:01.320 --> 25:02.200]  You're not that dude.
[25:02.440 --> 25:02.800]  There.
[25:02.800 --> 25:05.560]  I desperately want to go to like the next secret sesh.
[25:05.600 --> 25:08.000]  I need to get out and enjoy a few events now.
[25:08.360 --> 25:09.240]  August 27th.
[25:09.240 --> 25:11.240]  Now that Davy's a little bit older,
[25:11.240 --> 25:13.360]  I can start doing that a little bit easier.
[25:13.480 --> 25:14.320]  Yeah.
[25:14.680 --> 25:16.080]  He's going to be so much fun pretty soon.
[25:16.240 --> 25:20.560]  So I remember the first time we used to go to smoke nights at the cloud nine
[25:20.560 --> 25:21.720]  hookah bar here in Pueblo.
[25:21.720 --> 25:24.360]  I've talked about them on the podcast way back in the early episodes,
[25:24.360 --> 25:25.200]  cause that was back in the,
[25:25.240 --> 25:26.080]  in the day here.
[25:26.680 --> 25:26.920]  Uh,
[25:26.920 --> 25:29.520]  since then they've shut them down and we can't do that here in Pueblo anymore,
[25:30.000 --> 25:32.400]  but we were at the cloud nine hookah bar and I was sitting,
[25:32.920 --> 25:33.840]  I was at the bar,
[25:33.840 --> 25:34.240]  which is,
[25:34.240 --> 25:34.920]  it's an old bar,
[25:34.920 --> 25:36.120]  but it's now turned into a hookah bar,
[25:36.120 --> 25:37.120]  but they didn't change much.
[25:37.120 --> 25:37.280]  You know,
[25:37.280 --> 25:38.360]  it's still got the bar seating.
[25:38.360 --> 25:39.320]  They just put hookahs out.
[25:39.640 --> 25:43.000]  I was sitting at the bar and there was one person and then me.
[25:43.160 --> 25:45.440]  And in front of me is my little oil slick pad,
[25:45.440 --> 25:46.000]  my rig,
[25:46.000 --> 25:46.840]  my torch,
[25:46.960 --> 25:48.320]  my little variety of hash.
[25:48.320 --> 25:49.720]  I was hitting a bull or at a bull.
[25:49.720 --> 25:50.520]  I was in a bowl that night.
[25:50.520 --> 25:51.680]  I had a bowl of some flowers in it.
[25:51.680 --> 25:53.080]  I had a bag of weed next to me.
[25:53.680 --> 25:53.800]  Uh,
[25:53.800 --> 25:54.640]  and I was just chilling,
[25:54.640 --> 25:57.440]  just sitting on the bar stool and the cops walked in three of them together.
[25:57.760 --> 25:58.600]  And I heard the radio.
[25:58.600 --> 25:59.440]  You always hear the,
[26:00.120 --> 26:01.360]  and then they walk in and I was like,
[26:01.400 --> 26:01.720]  ah,
[26:01.720 --> 26:02.560]  what do I do?
[26:03.040 --> 26:03.880]  And I thought,
[26:04.280 --> 26:05.040]  fucking sit here,
[26:05.040 --> 26:05.280]  dude,
[26:05.280 --> 26:06.440]  you're a 21 year old.
[26:06.480 --> 26:07.480]  You're over 21.
[26:07.920 --> 26:09.720]  You've got a red card in your pocket or purple card.
[26:09.720 --> 26:10.560]  Now,
[26:10.640 --> 26:11.600]  cannabis is legal.
[26:11.840 --> 26:14.520]  The owner of this place is who's going to have to fucking deal with anything.
[26:14.520 --> 26:14.840]  Yep.
[26:14.840 --> 26:17.680]  Those cops walked right past me and they went and talked to the owner,
[26:17.680 --> 26:19.440]  the owner nodded and smiled a couple of times.
[26:19.440 --> 26:20.320]  They all shook hands.
[26:20.560 --> 26:22.600]  The cops walked past me and they kind of looked at my,
[26:22.600 --> 26:22.920]  uh,
[26:22.920 --> 26:24.200]  what I had sitting on the table.
[26:24.480 --> 26:26.400]  Like they looked at it more curiously.
[26:26.440 --> 26:26.800]  They were like,
[26:26.800 --> 26:27.160]  huh?
[26:27.160 --> 26:27.480]  Okay.
[26:27.480 --> 26:29.320]  That's what smoking hash supplies look like.
[26:29.600 --> 26:31.080]  And they walked past it and they nodded at me.
[26:31.080 --> 26:32.080]  And they kind of smiled like,
[26:32.080 --> 26:32.200]  Hey,
[26:32.200 --> 26:33.000]  what's up stoner.
[26:33.240 --> 26:35.080]  Like one of them kind of condescendingly smile.
[26:35.080 --> 26:35.560]  Like what's up?
[26:35.560 --> 26:36.760]  You weed head your highest fuck.
[26:36.760 --> 26:38.560]  And the other two just kind of nodded politely.
[26:38.920 --> 26:39.760]  They walked out.
[26:40.360 --> 26:41.760]  One of the kids that was there was younger,
[26:41.760 --> 26:42.600]  dude.
[26:42.600 --> 26:42.800]  Uh,
[26:42.800 --> 26:43.440]  just,
[26:43.440 --> 26:44.800]  just being a typical dude.
[26:44.800 --> 26:47.280]  I probably would have said the same thing fucking 15 years ago,
[26:47.280 --> 26:48.320]  but as soon as they got outside,
[26:48.320 --> 26:48.480]  he goes,
[26:48.480 --> 26:48.720]  man,
[26:48.720 --> 26:49.800]  fuck the police.
[26:50.280 --> 26:51.200]  And I looked at him and I was like,
[26:51.200 --> 26:51.800]  bro,
[26:51.800 --> 26:52.880]  unfuck those police.
[26:52.880 --> 26:54.920]  They didn't take my hash and we didn't go to jail.
[26:54.920 --> 26:57.480]  Cause you were the first motherfucker they saw when they walked in here.
[26:57.760 --> 26:59.040]  Like they didn't do anything.
[26:59.040 --> 26:59.520]  So yeah,
[26:59.520 --> 27:00.360]  it was like,
[27:00.360 --> 27:02.320]  I had to remind him like we didn't go to jail for that.
[27:02.320 --> 27:03.600]  It was like two years ago.
[27:03.640 --> 27:04.880]  They would have threw me on the floor.
[27:05.160 --> 27:06.680]  Like just for having that shit.
[27:07.280 --> 27:07.800]  And there are,
[27:07.800 --> 27:10.640]  there are a lot of people who don't want to give that out.
[27:11.040 --> 27:15.080]  And that's why you see things like the DEA make decisions like this.
[27:16.040 --> 27:16.680]  It's it's,
[27:16.680 --> 27:17.880]  it's just silly.
[27:18.440 --> 27:19.040]  It is silly.
[27:19.040 --> 27:19.880]  If they,
[27:19.880 --> 27:23.240]  if they would have rescheduled cannabis to a schedule two substance,
[27:23.240 --> 27:24.120]  what that would have mean,
[27:24.280 --> 27:28.120]  what that would have meant is it would have now been allowable for prescriptions by
[27:28.120 --> 27:29.800]  all medical doctors.
[27:29.800 --> 27:32.440]  So they'd be able to write you a prescription for cannabis basically.
[27:32.800 --> 27:33.040]  Well,
[27:33.040 --> 27:33.840]  and they'd also,
[27:33.840 --> 27:36.800]  it makes research significantly easier.
[27:37.400 --> 27:38.240]  Um,
[27:38.880 --> 27:39.400]  I mean,
[27:39.400 --> 27:43.520]  I hate to keep going back to CNN specials cause CNN is usually obnoxious as all
[27:43.520 --> 27:43.800]  hell,
[27:43.800 --> 27:46.720]  but their marijuana reporting that they've done has been spectacular.
[27:47.400 --> 27:48.240]  Um,
[27:48.760 --> 27:53.280]  it's easy to research cocaine in the U S because it's a schedule two drug.
[27:53.760 --> 27:54.600]  It's easy to,
[27:54.760 --> 27:57.520]  it's easy to research schedule two drugs because,
[27:57.560 --> 27:58.400]  um,
[27:58.600 --> 27:59.520]  they're scheduled to,
[27:59.520 --> 28:02.520]  if they're scheduled one significantly more red tape,
[28:02.600 --> 28:03.440]  right?
[28:03.440 --> 28:03.480]  Um,
[28:03.480 --> 28:03.760]  much,
[28:03.760 --> 28:05.280]  much harder to research.
[28:05.840 --> 28:06.400]  And it,
[28:06.400 --> 28:06.720]  I mean,
[28:06.720 --> 28:11.640]  it takes years of going through approval meetings and submitting paperwork years
[28:12.080 --> 28:14.040]  to just begin your study.
[28:14.600 --> 28:15.040]  Um,
[28:15.040 --> 28:17.200]  and then in studies take years to complete.
[28:17.200 --> 28:18.720]  They take more years to,
[28:18.760 --> 28:20.760]  to write the conclusions,
[28:20.760 --> 28:21.680]  examine the data,
[28:21.680 --> 28:22.520]  all of that,
[28:22.840 --> 28:24.640]  and then more years to publish.
[28:25.240 --> 28:29.480]  And when you add another decade of red tape at the beginning of all of that,
[28:29.560 --> 28:33.040]  marijuana research is something that's not going to happen until we're all men.
[28:33.760 --> 28:34.600]  And,
[28:35.240 --> 28:38.440]  that's because it's a schedule one drug and,
[28:38.520 --> 28:39.120]  uh,
[28:39.120 --> 28:41.040]  moving it to schedule two changes on that.
[28:41.720 --> 28:42.040]  Um,
[28:42.040 --> 28:45.080]  any competent researcher can submit the paperwork and,
[28:45.120 --> 28:47.520]  and within a relatively reasonable amount of time,
[28:47.520 --> 28:48.480]  begin researching.
[28:48.920 --> 28:50.600]  And none of those changes were made.
[28:51.080 --> 28:55.520]  And so even though they created more places to grow it in the selection of
[28:55.520 --> 28:56.840]  research grade cannabis,
[28:56.840 --> 28:58.680]  that's available to be researched,
[28:58.680 --> 29:00.000]  will be expanding,
[29:00.560 --> 29:01.040]  uh,
[29:01.040 --> 29:03.120]  access to that material won't be.
[29:03.720 --> 29:04.920]  And that's really unfortunate.
[29:05.720 --> 29:07.120]  And this is why I,
[29:07.120 --> 29:07.440]  I,
[29:07.440 --> 29:12.440]  I ran and tell people to vote because none of this shit changes until a,
[29:13.080 --> 29:15.920]  most of the people involved in this have gotten old and died.
[29:16.400 --> 29:20.480]  Like we just have to wait until the generation that's so tied to this,
[29:20.920 --> 29:21.360]  um,
[29:21.360 --> 29:23.520]  has seceded power to our generation.
[29:23.520 --> 29:25.360]  And it's just gonna take another couple of decades.
[29:26.040 --> 29:26.480]  Um,
[29:26.480 --> 29:27.560]  and in the meantime,
[29:27.600 --> 29:29.640]  we need more people in our generation,
[29:29.640 --> 29:30.680]  politically active.
[29:31.240 --> 29:36.200]  So many members of our community tuned out because if we spoke up about what we
[29:36.200 --> 29:36.800]  believed in,
[29:36.800 --> 29:37.600]  we went to jail.
[29:37.640 --> 29:38.400]  I was scared,
[29:38.400 --> 29:38.600]  dude.
[29:38.600 --> 29:39.160]  Back in the day,
[29:39.160 --> 29:39.640]  you would be like,
[29:39.640 --> 29:41.600]  come to these little city council meetings with me.
[29:41.600 --> 29:41.960]  And I was like,
[29:41.960 --> 29:42.800]  no,
[29:42.800 --> 29:43.080]  I'm,
[29:43.080 --> 29:43.880]  I grow.
[29:43.880 --> 29:44.480]  And that,
[29:44.480 --> 29:45.320]  that I'm scared.
[29:45.520 --> 29:45.760]  Well,
[29:45.760 --> 29:49.800]  and that's part of the reason I became the politically active one down here is
[29:49.800 --> 29:52.280]  because I didn't physically have the space to grow,
[29:52.880 --> 29:53.360]  um,
[29:53.360 --> 29:55.520]  or the money for the startup equipment.
[29:56.120 --> 29:57.280]  And so I didn't,
[29:57.520 --> 29:57.760]  like,
[29:57.760 --> 29:59.840]  go ahead and shove my ass of a warrant.
[30:00.760 --> 30:02.240]  You could search all 12 square feet.
[30:03.240 --> 30:04.960]  Start with the dirty laundry prick.
[30:05.400 --> 30:07.440]  Like I didn't care.
[30:07.440 --> 30:08.080]  I like,
[30:08.080 --> 30:09.440]  I could have cops show up.
[30:09.440 --> 30:13.120]  I could have cops pull me over and demand to search my car and I'd be okay.
[30:13.720 --> 30:14.560]  Um,
[30:14.720 --> 30:15.880]  most of the time.
[30:17.400 --> 30:17.800]  But,
[30:17.800 --> 30:18.400]  uh,
[30:18.400 --> 30:21.960]  I w I was able to risk it where a lot of other people in the community simply
[30:21.960 --> 30:23.680]  weren't in a position to do that.
[30:24.240 --> 30:24.840]  Um,
[30:24.840 --> 30:25.560]  but one of the,
[30:25.560 --> 30:30.560]  one of the really interesting things that I noticed when I spoke out is that
[30:30.760 --> 30:32.200]  it gives you a shield.
[30:33.240 --> 30:34.080]  Um,
[30:34.280 --> 30:37.960]  when you go to city council meeting reporters for the local paper there,
[30:37.960 --> 30:41.600]  if you live in a major city reporters for a major papers are there.
[30:42.200 --> 30:43.040]  Um,
[30:43.400 --> 30:48.280]  when the guy that comes down to city council or the County commissioner
[30:48.280 --> 30:51.840]  meetings and makes really coherent articulate arguments,
[30:52.320 --> 30:52.840]  um,
[30:52.840 --> 30:54.920]  in the appropriate manner and setting,
[30:55.240 --> 30:57.680]  form marijuana gets his house raided.
[30:58.000 --> 30:59.440]  They break a bunch of furniture,
[30:59.440 --> 31:00.120]  rough him up,
[31:00.120 --> 31:04.000]  shoot his dog and don't find anything that shit makes the front page of the
[31:04.000 --> 31:05.920]  Washington post every day for a week.
[31:06.880 --> 31:08.080]  And they know this.
[31:08.080 --> 31:09.120]  And so it doesn't happen.
[31:10.160 --> 31:11.000]  Um,
[31:11.080 --> 31:12.760]  and that's not universally true.
[31:12.760 --> 31:15.160]  It's not being granted immunity by a judge,
[31:15.480 --> 31:19.560]  but it does provide you a significant layer of protection because by becoming
[31:19.560 --> 31:20.600]  mildly public,
[31:21.080 --> 31:21.680]  um,
[31:21.680 --> 31:22.200]  you,
[31:22.200 --> 31:24.080]  you're granted some of that protection.
[31:24.240 --> 31:24.560]  Yep.
[31:24.680 --> 31:25.000]  All right.
[31:25.000 --> 31:26.280]  So the DEA failed you guys.
[31:26.320 --> 31:26.600]  That was,
[31:26.600 --> 31:27.720]  that was my point of that topic.
[31:28.040 --> 31:29.440]  I want to move on to another topic here,
[31:29.440 --> 31:29.640]  Mike,
[31:29.640 --> 31:32.600]  thanks for having a whole lot of info on that one for supporting me on that.
[31:32.600 --> 31:33.600]  Y'all just learned a lot.
[31:34.080 --> 31:35.240]  I rambled a lot,
[31:35.240 --> 31:35.920]  but you like it.
[31:35.920 --> 31:36.360]  Both,
[31:36.360 --> 31:37.180]  both happened.
[31:37.180 --> 31:38.020]  Uh,
[31:39.400 --> 31:40.240]  it is now Wednesday,
[31:40.240 --> 31:42.720]  August 17th as we were recording this at just past midnight.
[31:43.080 --> 31:43.440]  Uh,
[31:43.440 --> 31:45.040]  right now it is August 17th.
[31:45.040 --> 31:45.840]  Happy birthday,
[31:45.840 --> 31:46.280]  Gibbs,
[31:46.280 --> 31:46.520]  Gibbs.
[31:46.520 --> 31:47.680]  I don't know if you listen to this podcast,
[31:47.680 --> 31:47.800]  bro.
[31:47.800 --> 31:48.360]  I love you.
[31:48.360 --> 31:49.160]  It's great being your friend.
[31:49.160 --> 31:49.560]  I miss you.
[31:49.560 --> 31:50.480]  I wish we'd hang out more.
[31:50.600 --> 31:51.880]  I hope everything is going well for you.
[31:52.040 --> 31:53.400]  Happy fucking birthday.
[31:53.400 --> 31:54.240]  Giblet.
[31:54.560 --> 32:00.120]  Also today marks the anniversary of the first time that my friend Amanda and myself took dabs together.
[32:00.360 --> 32:02.440]  Amanda has been in Colorado for one year now.
[32:02.480 --> 32:02.840]  Amanda,
[32:02.840 --> 32:04.720]  I don't know what Colorado would be like without you.
[32:04.720 --> 32:05.840]  I'm so glad you showed up.
[32:06.360 --> 32:07.180]  Uh,
[32:07.280 --> 32:07.480]  yeah,
[32:07.480 --> 32:08.640]  fucking friends forever there,
[32:08.640 --> 32:08.960]  dude.
