[00:01.790 --> 00:04.130]  Welcome back podcast world.
[15:36.160 --> 15:38.360]  uncontrollably to where you've made a mess on the floor
[15:38.360 --> 15:39.880]  and you're like, what the hell is happening?
[15:39.880 --> 15:41.000]  You're kind of mad at me about it now.
[15:41.000 --> 15:42.940]  And you're like, why do I have all this water on the floor?
[15:42.940 --> 15:45.040]  This is for the sake of training.
[15:45.040 --> 15:47.080]  We wanna soak that plant to death.
[15:47.120 --> 15:49.840]  Now, while all that water is running out of there,
[15:49.840 --> 15:51.180]  I want you to pick that pot up.
[15:51.180 --> 15:53.880]  If you're using a fabric pot, it's gonna be heavy.
[15:53.880 --> 15:56.580]  You're gonna have to grab it with two hands by the edges
[15:56.580 --> 15:57.880]  and it's gonna try to stretch on you.
[15:57.880 --> 15:59.120]  It's gonna be real heavy and all the dirt,
[15:59.120 --> 16:00.560]  it's gonna act like a big grocery bag.
[16:00.560 --> 16:01.880]  All the dirt's gonna cave to the bottom.
[16:01.880 --> 16:03.580]  It's gonna get real cumbersome.
[16:03.580 --> 16:05.960]  If you're using a plastic pot, you're gonna need two hands.
[16:05.960 --> 16:07.920]  You're gonna have to grab it under the lips on the edges
[16:07.920 --> 16:09.520]  and try to pick it up.
[16:09.520 --> 16:10.640]  It's gonna be really heavy.
[16:10.640 --> 16:12.040]  Remember the weight of that.
[16:12.040 --> 16:13.360]  That is a five.
[16:13.360 --> 16:14.480]  That's how we're gonna start teaching
[16:14.480 --> 16:15.680]  one through five water tech.
[16:15.680 --> 16:19.240]  That saturated, over-watered, that's a number five.
[16:19.240 --> 16:20.760]  That other pot that we pushed to the side
[16:20.760 --> 16:23.920]  that we didn't put any water in, that is a number one.
[16:23.920 --> 16:24.920]  Pick that pot up.
[16:24.920 --> 16:26.800]  When you go to pick it up, you might accidentally
[16:26.800 --> 16:29.540]  throw it up into the air after picking up that number five.
[16:29.540 --> 16:31.640]  It's gonna be super light.
[16:31.640 --> 16:33.260]  That is a number one.
[16:33.260 --> 16:35.920]  Now, let's talk a little bit about the range
[16:35.920 --> 16:38.600]  of one through five water tech.
[16:38.600 --> 16:40.880]  The idea behind water tech is picking up
[16:40.880 --> 16:43.520]  each and every single plant and deciding,
[16:43.520 --> 16:46.200]  is this a one, is this a two, is this a three,
[16:46.200 --> 16:48.640]  is this a four, is this a five?
[16:48.640 --> 16:51.260]  And then understanding how to water it appropriately
[16:51.260 --> 16:53.480]  based on your professional assessment.
[16:53.480 --> 16:55.680]  Yes, you'll be a professional after this training.
[16:55.680 --> 16:58.520]  So, number one, when you pick up the plant
[16:58.520 --> 17:00.160]  and you almost throw it up into the air
[17:00.160 --> 17:02.880]  because it's so dry, that's a number one.
[17:02.880 --> 17:04.960]  You should be able to tell by looking at the plant
[17:04.960 --> 17:06.960]  that it is at a number one.
[17:06.960 --> 17:08.860]  The leaves are drooping, they're hanging down,
[17:08.860 --> 17:11.560]  the plant looks sad, it's starting to tip over a little bit.
[17:11.560 --> 17:13.480]  The top soil or the top of your cocoa,
[17:14.320 --> 17:16.040]  the surface is starting to look a little crispy and crunchy.
[17:16.040 --> 17:18.180]  You can tell that it is visibly dry.
[17:18.180 --> 17:19.760]  That is a number one.
[17:19.760 --> 17:22.800]  That is a sign that your plant is slowly dying.
[17:22.800 --> 17:24.400]  It is not eating.
[17:24.400 --> 17:26.720]  It has got the risk of death.
[17:26.720 --> 17:29.480]  And also, you are absolutely going to have
[17:29.480 --> 17:30.880]  diminished yields.
[17:30.880 --> 17:32.340]  You are losing time.
[17:32.340 --> 17:34.080]  The whole time that plant is sitting there
[17:34.080 --> 17:37.040]  looking like death, you are wasting time.
[17:37.040 --> 17:39.040]  You are moving backwards with your growth.
[17:39.040 --> 17:40.560]  You're not making any productivity.
[17:40.560 --> 17:42.880]  You are torturing that plant and pissing it off
[17:42.920 --> 17:44.000]  and wasting time.
[17:44.000 --> 17:46.680]  So, number one, undesirable.
[17:46.680 --> 17:48.920]  Also another result of a number one,
[17:48.920 --> 17:49.760]  you're fucking fired.
[17:49.760 --> 17:52.240]  If you work in a commercial grow and I'm the manager
[17:52.240 --> 17:54.200]  and I walk in and those plants are a number one,
[17:54.200 --> 17:56.760]  whoever was in charge that day is coming to the office
[17:56.760 --> 17:57.980]  and we're gonna talk about it.
[17:57.980 --> 18:00.140]  And you may not come back after that.
[18:00.140 --> 18:01.680]  So that's number one and don't be scared,
[18:01.680 --> 18:02.680]  I'm not gonna fire you guys.
[18:02.680 --> 18:06.280]  Number two, number two is when the plants need water.
[18:06.280 --> 18:08.120]  You can see it, they're just starting to droop.
[18:08.120 --> 18:09.900]  They're like, hey, can we get a drink now?
[18:09.900 --> 18:12.080]  That's number two, right when they start to droop,
[18:12.080 --> 18:14.080]  you can see the difference in the topsoil.
[18:14.080 --> 18:16.920]  That top layer is just starting to change to brownish.
[18:16.920 --> 18:18.880]  It's not totally, it's not black anymore
[18:18.880 --> 18:20.920]  like when it was moist and it's not gray
[18:20.920 --> 18:22.840]  because it's totally dry or it hasn't turned
[18:22.840 --> 18:24.880]  that cork color because it's cocoa.
[18:24.880 --> 18:26.220]  We haven't gotten that far.
[18:26.220 --> 18:28.960]  Number two, it's like, hey, we could use some water.
[18:28.960 --> 18:31.440]  That's pretty much the prime time to give it some water.
[18:31.440 --> 18:34.520]  So number two, the growth is kind of slowing down.
[18:34.520 --> 18:35.600]  The roots are going, hey man,
[18:35.600 --> 18:37.200]  we could use some water pretty soon,
[18:37.200 --> 18:39.080]  but that's right when you wanna give it some water,
[18:39.080 --> 18:40.920]  right when it hits the number two.
[18:40.920 --> 18:44.440]  Number three, number three is when it is perfect
[18:44.440 --> 18:45.560]  and thriving.
[18:46.440 --> 18:48.440]  Number three is where you want to be.
[18:48.440 --> 18:49.900]  To get to number three though,
[18:49.900 --> 18:53.080]  you're going to have to water either at a four or a five
[18:53.080 --> 18:55.600]  and let it dry down to that three
[18:55.600 --> 18:58.780]  and then maybe just a little bit past to that two.
[18:58.780 --> 19:01.480]  Now it sounds really easy if you've got a home grow,
[19:01.480 --> 19:03.380]  but what if you work in a large facility
[19:03.380 --> 19:04.920]  and you've got to leave overnight?
[19:04.920 --> 19:06.200]  In a lot of commercial facilities,
[19:06.200 --> 19:08.120]  we clock out at five or 7 p.m.
[19:08.160 --> 19:11.680]  We don't come back until seven or nine in the morning.
[19:11.680 --> 19:12.680]  The plants are still gonna be,
[19:12.680 --> 19:14.440]  the lights are still gonna be on for a little while
[19:14.440 --> 19:15.260]  when we leave.
[19:15.260 --> 19:17.320]  If we work an eight or a nine or a 10 hour shift,
[19:17.320 --> 19:18.600]  the lights are on for 12 hours.
[19:18.600 --> 19:21.280]  So we're still gonna have two hours of lights on.
[19:21.280 --> 19:22.760]  They're still gonna be, or if they're in veg,
[19:22.760 --> 19:24.320]  they're still gonna be on for way longer,
[19:24.320 --> 19:25.760]  but the plants are still gonna be on.
[19:25.760 --> 19:27.240]  So they're still gonna be active
[19:27.240 --> 19:28.480]  and they're gonna be drinking
[19:28.480 --> 19:30.400]  and then you're gonna have the night cycle to deal with.
[19:30.400 --> 19:32.620]  They're gonna have to last that shift
[19:32.620 --> 19:34.480]  until we come back to work, whatever it is.
[19:34.480 --> 19:36.520]  If we leave at, we'll say five,
[19:36.520 --> 19:38.800]  and then you have six, seven, eight, nine, 10, 11, 12,
[19:38.800 --> 19:41.600]  one, two, three, four, five, six, seven, eight
[19:41.600 --> 19:43.160]  in the morning, you got 10 solid hours
[19:43.160 --> 19:44.880]  till anybody comes back and checks on them.
[19:44.880 --> 19:45.880]  They have to stay wet.
[19:45.880 --> 19:48.720]  So that's why I say maybe water them at a five
[19:48.720 --> 19:51.260]  and let them chill out and work their way through.
[19:51.260 --> 19:52.840]  Let them cycle through overnight.
[19:52.840 --> 19:54.200]  And then by the time you get there in the morning,
[19:54.200 --> 19:57.000]  hopefully they're right at a three or maybe at a two
[19:57.000 --> 19:58.240]  so that you can water them.
[19:58.240 --> 20:00.660]  So that's why it's an important thing to think about.
[20:00.660 --> 20:02.960]  You may have to overwater at that five
[20:02.960 --> 20:05.120]  just so that by the time you come back to work
[20:05.120 --> 20:06.960]  the next morning, they're not at a one
[20:06.960 --> 20:07.920]  and everybody goes home
[20:07.920 --> 20:09.700]  because there are no plants to take care of.
[20:09.700 --> 20:11.960]  So I'm gonna continue on with the number three
[20:11.960 --> 20:12.920]  is where I was.
[20:12.920 --> 20:14.200]  Three is perfect.
[20:14.200 --> 20:16.360]  That's where we would like to stay all the time.
[20:16.360 --> 20:18.520]  There's the right amount of oxygen in the root zone.
[20:18.520 --> 20:19.640]  The pH is correct.
[20:19.640 --> 20:21.560]  The plants are eating, the plants are thriving,
[20:21.560 --> 20:22.920]  they're growing.
[20:22.920 --> 20:24.320]  Everybody is happy.
[20:24.320 --> 20:26.220]  Three is where we would like to stay.
[20:26.220 --> 20:28.320]  But we've got airflow and evaporation
[20:28.320 --> 20:29.760]  and science and nature to work with.
[20:29.760 --> 20:33.280]  So we can't stay at a constant, at a constant three.
[20:33.280 --> 20:35.840]  Three is kinda, if you poke your finger down
[20:35.840 --> 20:39.280]  into the dirt just about two inches
[20:39.280 --> 20:40.880]  and you feel some moisture in there,
[20:40.880 --> 20:42.400]  that's about a number three.
[20:42.400 --> 20:44.620]  They're not soaked, they're not dry.
[20:44.620 --> 20:46.240]  The plants are just going crazy.
[20:46.240 --> 20:48.440]  You can tell that is a number three
[20:48.440 --> 20:49.920]  when those plants are happy.
[20:49.920 --> 20:51.520]  So that's a number three, you guys.
[20:51.520 --> 20:53.600]  Try to, you're gonna have to dial this in and practice.
[20:53.600 --> 20:55.200]  Like I said, this is gonna take some practice
[20:55.200 --> 20:56.300]  in your own garden.
[20:56.300 --> 20:57.840]  That's why I gave you a number one.
[20:57.840 --> 20:59.720]  That's why I gave you a number five to see.
[20:59.720 --> 21:01.800]  And then you're gonna have to watch them a little bit
[21:01.800 --> 21:03.640]  and see where that fine line for number three is.
[21:03.640 --> 21:05.940]  Watch your plants, see when they're super happy.
[21:05.940 --> 21:07.920]  Pick up the pot, feel the weight of that.
[21:07.920 --> 21:09.440]  That's probably at number three.
[21:09.440 --> 21:11.400]  So let's move forward to number four.
[21:11.400 --> 21:14.520]  Number four is when you're just a little bit too wet.
[21:14.520 --> 21:17.960]  But honestly, number four is where I water my plants to
[21:17.960 --> 21:18.920]  right when they're watered.
[21:18.920 --> 21:21.080]  As I'm watering, I aim for number four.
[21:21.080 --> 21:22.880]  Like that's just a little bit too much water.
[21:22.880 --> 21:25.960]  I've got 10 to 20% of my water that goes in
[21:25.960 --> 21:27.700]  is dripping out of the bottom of my pots.
[21:27.700 --> 21:30.120]  But I'm making sure to water in a circle.
[21:30.160 --> 21:32.120]  I don't just pour the water right into the center.
[21:32.120 --> 21:33.480]  I go around the edge of the pots
[21:33.480 --> 21:35.880]  and watch the water fill into the middle as it goes.
[21:35.880 --> 21:37.440]  It really works very well.
[21:37.440 --> 21:39.720]  So I water until about 10 or 20%
[21:39.720 --> 21:41.000]  is coming out of the bottom.
[21:41.000 --> 21:42.240]  That's a number four.
[21:42.240 --> 21:45.840]  The pot is heavy, but they're not goopy and muddy.
[21:45.840 --> 21:47.560]  There's not mud in your pot.
[21:47.560 --> 21:49.040]  It is just really wet.
[21:49.040 --> 21:50.800]  And I know you're gonna have to play with this
[21:50.800 --> 21:51.640]  to figure it out.
[21:51.640 --> 21:53.560]  It depends on how much perlite you've got in there.
[21:53.560 --> 21:55.720]  It depends on how much cocoa you're using.
[21:55.720 --> 21:57.080]  It's gonna depend on a few things,
[21:57.080 --> 21:58.900]  but you'll be able to dial this in
[21:58.900 --> 22:00.740]  and customize this to your grow.
[22:00.740 --> 22:03.380]  You'll be able, if you're the manager,
[22:03.380 --> 22:05.980]  this is a good way to teach your staff on one through five.
[22:05.980 --> 22:08.460]  If you're the manager, you're catching on.
[22:08.460 --> 22:09.300]  Does that make sense?
[22:09.300 --> 22:10.340]  If you're the manager, you're bright enough.
[22:10.340 --> 22:11.740]  They trusted you and you're bright enough
[22:11.740 --> 22:13.900]  to be able to catch on to what I'm saying by now.
[22:13.900 --> 22:14.820]  If you're a home grower,
[22:14.820 --> 22:16.820]  this is a good way to teach your backup.
[22:16.820 --> 22:19.100]  Maybe you've got somebody that's gonna come help you grow
[22:19.100 --> 22:20.100]  when you go on vacation.
[22:20.100 --> 22:21.980]  Maybe you wanna get your girlfriend into there
[22:21.980 --> 22:24.380]  and you're kinda leery on teaching her how to water.
[22:24.380 --> 22:27.660]  This is a way to involve your other half into the garden.
[22:27.700 --> 22:29.060]  Maybe you wanna get the kids in there.
[22:29.060 --> 22:29.980]  Maybe you got a new grower.
[22:29.980 --> 22:32.180]  Whoever it is, this is a good way to teach people
[22:32.180 --> 22:33.780]  one through five technique.
[22:33.780 --> 22:36.620]  So number four is where I water my plants to
[22:36.620 --> 22:38.060]  right in the morning when I'm giving them
[22:38.060 --> 22:39.140]  that fresh first feed.
[22:39.140 --> 22:40.260]  I aim for number four.
[22:40.260 --> 22:41.740]  They're a little bit too wet,
[22:41.740 --> 22:43.580]  but if you watch them an hour or two later,
[22:43.580 --> 22:44.740]  they've hit number three.
[22:44.740 --> 22:45.780]  They're just fine.
[22:45.780 --> 22:47.260]  By the time the lights go off,
[22:47.260 --> 22:48.780]  they're just about to hit number two,
[22:48.780 --> 22:51.300]  but they don't cycle through much through the night.
[22:51.300 --> 22:53.100]  So the plants are gonna be just fine overnight.
[22:53.100 --> 22:54.580]  When the lights come on in the morning,
[22:54.580 --> 22:57.380]  they're either gonna be right at the low end of number three,
[22:58.060 --> 22:58.900]  just getting a little bit dry,
[22:58.900 --> 23:00.140]  or right at the top end of number two,
[23:00.140 --> 23:01.900]  just like, hey, you should water us.
[23:01.900 --> 23:03.140]  You guys, I'm not sure why,
[23:03.140 --> 23:06.300]  but at this point in the recording for about 30 seconds,
[23:07.420 --> 23:09.740]  the file just started making a hissing noise
[23:09.740 --> 23:10.860]  and it sounded terrible.
[23:10.860 --> 23:13.540]  So you only missed about 30 seconds of this episode.
[23:13.540 --> 23:15.540]  I'm going to figure out why this keeps happening
[23:15.540 --> 23:17.100]  and I'm going to correct the issue,
[23:17.100 --> 23:18.740]  but it was only about 30 seconds.
[23:18.740 --> 23:20.220]  I cut out the annoying hiss.
[23:20.220 --> 23:21.780]  So let's get back to the show.
[23:21.780 --> 23:25.900]  And also if you've got more than like 10 or 20%
[23:25.900 --> 23:27.580]  of what you're putting in coming out of the bottom,
[23:27.580 --> 23:28.740]  then you're starting to overwater.
[23:28.740 --> 23:31.980]  We only want about 10 or 20% coming out of the bottom.
[23:31.980 --> 23:34.460]  Now let's talk about the dreaded number five.
[23:34.460 --> 23:37.500]  If you were at number five, your medium is soggy.
[23:37.500 --> 23:39.660]  There's just water gushing out of the bottom of your pot.
[23:39.660 --> 23:41.660]  It may be sitting in stagnant water.
[23:41.660 --> 23:43.040]  We never want that.
[23:43.040 --> 23:44.040]  That is a number five.
[23:44.040 --> 23:45.660]  Those plants are drowning.
[23:45.660 --> 23:47.260]  They're not getting any oxygen.
[23:47.260 --> 23:48.220]  They are struggling.
[23:48.220 --> 23:49.960]  The leaves are drooping.
[23:49.960 --> 23:52.780]  They're probably starting to get kind of soft at the base
[23:52.780 --> 23:54.060]  where the stick meets the soil.
[23:54.060 --> 23:55.060]  You're gonna get mushy there
[23:55.100 --> 23:56.500]  because they're starting to rot.
[23:56.500 --> 23:58.300]  We are risking root rot.
[23:58.300 --> 23:59.940]  We are risking stem rot.
[23:59.940 --> 24:03.700]  We are risking death when the plants are that moist.
[24:03.700 --> 24:06.460]  Also, you are certainly slowing down your growth
[24:06.460 --> 24:09.300]  and diminishing your yields when you get your plants
[24:09.300 --> 24:11.660]  to a number five level of moisture.
[24:11.660 --> 24:13.140]  So try to avoid that, you guys.
[24:13.140 --> 24:16.100]  Pay attention to where number four is and stop there.
[24:16.100 --> 24:17.220]  Water the plants.
[24:17.220 --> 24:18.580]  Wait for some to come out of the bottom.
[24:18.580 --> 24:20.580]  If nothing comes out, pour in a little bit more.
[24:20.580 --> 24:22.820]  If nothing comes out, pour in a little bit more.
[24:22.820 --> 24:25.300]  If you're using a three gallon pot,
[24:25.300 --> 24:27.140]  maybe just pour in a half a gallon of water
[24:27.140 --> 24:27.980]  and see what happens.
[24:27.980 --> 24:29.380]  That's a good start.
[24:29.380 --> 24:31.380]  Then if you need more, you can always add more.
[24:31.380 --> 24:32.740]  Remember, you can't reach in there
[24:32.740 --> 24:34.960]  and take water out of that pot.
[24:34.960 --> 24:36.780]  Now that's one through five.
[24:36.780 --> 24:38.140]  One will kill the plants.
[24:38.140 --> 24:40.280]  Five, you run the risk of killing the plants.
[24:40.280 --> 24:41.800]  Three is right where you wanna be.
[24:41.800 --> 24:44.280]  You've got to figure out how to keep those plants
[24:44.280 --> 24:47.120]  right around a three for as long as possible.
[24:47.120 --> 24:47.960]  And when they get too dry,
[24:47.960 --> 24:51.000]  you gotta water them again without over watering them.
[24:51.000 --> 24:52.260]  Now this is gonna be challenging
[24:52.700 --> 24:53.700]  based on the size of your plants.
[24:53.700 --> 24:54.940]  If your plants are smaller,
[24:54.940 --> 24:56.300]  they are much more critical
[24:56.300 --> 24:58.060]  through that one through five phase.
[24:58.060 --> 24:59.260]  It means a lot more to them.
[24:59.260 --> 25:01.900]  When they get bigger, they can handle a lot more stress.
[25:01.900 --> 25:03.540]  They can handle a lot more abuse.
[25:03.540 --> 25:05.760]  Once that root ball gets developed in that pot,
[25:05.760 --> 25:08.620]  they can definitely take more excessive water.
[25:08.620 --> 25:10.700]  So if you've got big plants
[25:10.700 --> 25:12.860]  and you do need to go away for a long time,
[25:12.860 --> 25:15.060]  you can soak those up to a number five.
[25:15.060 --> 25:16.340]  Just be careful.
[25:16.340 --> 25:17.960]  Just make sure that you're not keeping them
[25:17.960 --> 25:19.620]  too soggy for too long.
[25:19.620 --> 25:22.180]  Like in a large grow, I'm running three gallon pots.
[25:23.000 --> 25:24.100]  We've got plants that weigh 2,000 grams
[25:24.100 --> 25:25.260]  when we harvest them.
[25:25.260 --> 25:27.060]  Those plants, right before we leave,
[25:27.060 --> 25:28.660]  I soak the shit out of them.
[25:28.660 --> 25:30.220]  I soak them to a five.
[25:30.220 --> 25:31.860]  But I'm confident that by the time
[25:31.860 --> 25:33.420]  I get back to work the next day,
[25:33.420 --> 25:35.200]  they're only gonna be at a two.
[25:35.200 --> 25:37.500]  So you've gotta learn how to dial in those cycles
[25:37.500 --> 25:38.460]  with your plants.
[25:38.460 --> 25:41.100]  The bigger plants will be more forgiving.
[25:41.100 --> 25:44.060]  The smaller plants are always going to be less forgiving.
[25:44.060 --> 25:46.860]  They will let you know when you make mistakes right away
[25:46.860 --> 25:48.920]  and their cycles will not be as long.
[25:48.920 --> 25:51.860]  So if you've gotta be away from the grow for several hours,
[25:52.540 --> 25:54.500]  make sure you water those little plants right before you go
[25:54.500 --> 25:56.140]  because they could dry up overnight
[25:56.140 --> 25:58.140]  if you're not paying attention.
[25:58.140 --> 26:00.500]  You guys, that is one through five watering tech.
[26:00.500 --> 26:02.900]  I tried to keep it as simple as I could.
[26:02.900 --> 26:05.460]  You're gonna have to get a pot and fill it
[26:05.460 --> 26:06.620]  and make that a number one.
[26:06.620 --> 26:07.900]  You're gonna have to get another pot
[26:07.900 --> 26:11.020]  and soak the shit out of it and make that a number five.
[26:11.020 --> 26:14.220]  Maybe get another one and get water running out 10 or 20%.
[26:14.220 --> 26:15.460]  That's your number four.
[26:15.460 --> 26:16.460]  Then you'll be able to figure out
[26:16.460 --> 26:18.680]  where the three and the two lie from there.
[26:18.680 --> 26:20.120]  Then you'll be able to dial it in.
[26:20.120 --> 26:22.360]  Then if you're setting up an auto water system,
[26:22.360 --> 26:25.040]  that will help you dial in how much water to give it
[26:25.040 --> 26:26.040]  and how often.
[26:26.040 --> 26:28.400]  It'll also help you to teach the new people
[26:28.400 --> 26:30.860]  how to dial in that garden perfectly.
[26:30.860 --> 26:32.280]  And keep in mind,
[26:32.280 --> 26:35.140]  cannabis is very picky and strain specific.
[26:35.140 --> 26:37.360]  So some plants may want a lot of water
[26:37.360 --> 26:40.020]  and some plants may not want any water.
[26:40.020 --> 26:44.640]  So pay attention to each cultivar, not just each table.
[26:44.640 --> 26:47.320]  You may have to think about which plants go on which table
[26:47.320 --> 26:48.960]  if you're gonna set up an auto system
[26:48.960 --> 26:53.200]  because Durban poison wants barely any water
[26:53.200 --> 26:55.760]  where Golden Goat will drink all of the water.
[26:55.760 --> 26:57.000]  So you're gonna have to plan on that
[26:57.000 --> 26:59.680]  and pay attention and adjust and adapt.
[27:01.040 --> 27:01.860]  All right, you guys,
[27:01.860 --> 27:03.560]  that's what I've got for you on one through five
[27:03.560 --> 27:04.400]  watering tech.
[27:04.400 --> 27:05.560]  I hope you guys learned something.
[27:05.560 --> 27:07.640]  I hope you're able to teach somebody else
[27:07.640 --> 27:09.520]  something about one through five water tech.
[27:09.520 --> 27:10.780]  I know it sounds simple,
[27:10.780 --> 27:13.040]  but it's probably something a lot of people
[27:13.040 --> 27:16.500]  are making mistakes on and overlooking.
[27:16.500 --> 27:18.500]  It's also something that managers
[27:18.500 --> 27:20.560]  will be able to train grow techs on,
[27:20.560 --> 27:23.700]  which will be very helpful for the cannabis industry.
[27:23.700 --> 27:24.540]  Ladies and gentlemen,
[27:24.540 --> 27:25.820]  I wanna thank you guys again for listening.
[27:25.820 --> 27:27.080]  Make sure you support my friends
[27:27.080 --> 27:28.460]  at the Hella Dank Seed Company.
[27:28.460 --> 27:31.020]  You can grab new seeds at dankseed.store.
[27:31.020 --> 27:32.420]  I would appreciate it if you follow me
[27:32.420 --> 27:33.560]  on all of the social media.
[27:33.560 --> 27:35.140]  You can find me on Facebook.
[27:35.140 --> 27:37.300]  Simply search for the Grow From Your Heart podcast.
[27:37.300 --> 27:38.540]  You can find me on Instagram.
[27:38.540 --> 27:41.060]  It's irie underscore genetics on Instagram.
[27:41.060 --> 27:42.700]  You can stalk me on Twitter.
[27:42.700 --> 27:45.260]  You can find the show, it's GFYH podcast,
[27:45.260 --> 27:46.780]  or you can follow my personal account.
[27:46.780 --> 27:48.860]  It's at rostageff420.
[27:48.860 --> 27:50.680]  And as always, if you've got something to say
[27:50.680 --> 27:52.300]  and you're not into the social media,
[27:52.300 --> 27:54.520]  or if you've got a product you'd like me to review,
[27:54.520 --> 27:56.460]  or if you'd like to sponsor the podcast,
[27:56.460 --> 27:57.820]  you can always send me an email.
[27:57.820 --> 28:00.300]  It's growfromyourheartathotmail.com.
[28:00.300 --> 28:01.820]  I would love to hear from you there.
[28:01.820 --> 28:04.300]  Don't forget the show is available on iTunes, Stitcher,
[28:04.300 --> 28:08.060]  and every single episode is available on the YouTube channel.
[28:08.060 --> 28:10.260]  Just search for the Grow From Your Heart podcast.
[28:10.260 --> 28:11.100]  Ladies and gentlemen,
[28:11.100 --> 28:13.420]  I would appreciate it if you support me on Patreon.
[28:13.420 --> 28:15.460]  If you feel like this podcast was educational,
[28:15.460 --> 28:17.260]  informative, and or entertaining,
[28:17.260 --> 28:19.340]  and you'd like to contribute to the show financially,
[28:19.340 --> 28:21.860]  you can do so by going to patreon.com
[28:21.860 --> 28:23.500]  slash growfromyourheart.
[28:23.500 --> 28:26.440]  All of the information that you need will be right there.
[28:26.440 --> 28:27.860]  Big shout out to everybody
[28:27.860 --> 28:30.580]  who has been supporting the Patreon campaign.
[28:30.580 --> 28:32.940]  I do appreciate all of that.
[28:32.940 --> 28:34.700]  You guys don't forget to go to Leafly
[28:34.700 --> 28:36.760]  and add Arise to the Leafly database.
[28:36.760 --> 28:38.200]  I'd appreciate your help with that.
[28:38.200 --> 28:40.100]  Just leave a quick review if you've smoked it,
[28:40.100 --> 28:42.380]  grown it, consumed it, smelled it, seen it,
[28:42.420 --> 28:43.620]  anything like that.
[28:43.620 --> 28:45.200]  Go ahead and leave your review there.
[28:45.200 --> 28:46.720]  I would appreciate the help.
[28:46.720 --> 28:48.380]  I wanna thank all you guys for hangin' out.
[28:48.380 --> 28:50.420]  I'll be back Monday with a fresh new episode.
[28:50.420 --> 28:52.600]  I wanna give a huge shout out to Grimbold the Druid,
[28:52.600 --> 28:54.900]  and until next time, take a fat dab
[28:54.900 --> 29:30.680]  and give your mom a hug for me.
[29:30.680 --> 29:48.560]  ♪ Ooh, ooh, ooh, ooh, ooh ♪
[29:48.560 --> 29:50.600]  ♪ Ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah ♪
