[00:32.960 --> 00:39.400]  Yeah, welcome back podcast world. I'm your host my friends call me Rasta Jeff and this is episode
[24:59.700 --> 25:02.980]  Which cow mag there are a lot of brands out there a lot of different products available
[25:03.100 --> 25:09.220]  Some may be organic, but it's gonna be hard to find a straight pure liquid organic cow mag solution
[25:09.220 --> 25:13.640]  I think I've never looked for a purely organic cow mag that could be a challenge
[25:13.640 --> 25:18.860]  So it depends on the brand make sure you're checking that OMRI listing for organics on your cow mag
[25:19.500 --> 25:23.780]  So the turpenator the cow mag those are the things that I would question
[25:23.980 --> 25:26.740]  Everything else you mentioned in here seems to make sense for your grow
[25:26.860 --> 25:31.460]  The only thing you're not the only goal you're not reaching is that complete organic desire
[25:31.460 --> 25:34.060]  I don't know that you're getting that with your list now
[25:34.060 --> 25:38.900]  I said this on the other talk about the outdoor grow that I saw on social media
[25:39.100 --> 25:44.420]  People are asking about what to grow with outdoors so they can stay completely organic which bottled nutrients should they buy?
[25:44.420 --> 25:47.340]  What product should they use? I'm gonna repeat what I said about that
[25:47.980 --> 25:51.900]  If you're going to grow completely organically and you don't want to do
[25:52.540 --> 25:54.100]  Salts and synthetic nutrients
[25:54.100 --> 26:00.920]  Why not just go with the full-on organic amended soil the way that nature would have done it go no-till go super soil
[26:01.040 --> 26:02.840]  Go something like that
[26:02.840 --> 26:08.100]  Get all of the things that would go into the dirt and get a big tarp and put it on the garage floor
[26:08.580 --> 26:10.580]  makes up a couple of bags of
[26:11.380 --> 26:15.300]  Whatever soil is available right now. Damn it soil and dirt are hard to get right now
[26:15.300 --> 26:20.300]  You guys I've been to the grow store a couple of grow stores to get products and soil is low
[26:20.300 --> 26:25.600]  But get the soilless mix the soil that you can get and then mix in all of the proper
[26:26.460 --> 26:30.140]  Amendments nutrients there are a lot of different ways to mix up a super soil
[26:30.140 --> 26:35.820]  I make this disclaimer often I do not claim to be an organic grower. I am NOT a super soil expert
[26:35.820 --> 26:39.100]  I could tell you the basics, but there are plenty of websites
[26:39.100 --> 26:43.260]  There are plenty of things on the internet that will get you building a great super soil
[26:43.260 --> 26:45.260]  They don't pay me to say it. They don't sponsor me
[26:45.820 --> 26:52.240]  But build a soil calm will be a great start for building an organic soil and amended soil
[26:52.340 --> 26:55.180]  So what I would do I'd skip all the bottles
[26:55.180 --> 26:58.800]  I would skip all this shit and I would mix up an amended super soil
[26:58.880 --> 27:04.560]  Some sort of build a soil some sort of ready mix soil that you could put those plants in then all you've got to feed
[27:04.560 --> 27:07.080]  Them is maybe a top dress between phases
[27:07.080 --> 27:10.220]  Maybe like at the end of veg give them a top dress right at the start of flower
[27:10.460 --> 27:14.500]  Top dress right as they start to bloom a specific top dress as they're going
[27:14.860 --> 27:19.960]  They're getting bigger. Give them a specific bloom booster top dress. I'm not the fucking organic guy
[27:19.960 --> 27:24.300]  So I don't know what to even tell you to top dress or tea teas would be a good idea feed them some teas
[27:24.660 --> 27:27.660]  But if you want to go completely organically and grow
[27:28.460 --> 27:33.540]  Organics and not have the bottles and all that stuff and be sure that everything you're using is organic. I would buy
[27:34.140 --> 27:39.840]  Amendments and mix up a good pre amended super soil. It's gonna save you it's gonna take time in the beginning
[27:39.840 --> 27:41.540]  You're gonna spend a day mixing it up
[27:41.540 --> 27:46.540]  But then you don't have to mix up nutrients every time you water and that's why to the outdoor growers
[27:46.540 --> 27:54.140]  Who are looking to do something organic outdoors and want to know what nutrients to use you're going to be watering every single day outdoors
[27:54.140 --> 27:57.900]  Do you want to spend the time to mix up you might water 20 gallons out there?
[27:57.900 --> 28:03.060]  Do you want to spend time mixing up 20 gallons of water worth of nutrients every single day?
[28:03.060 --> 28:07.460]  Or do you want to spend one or two days in the garage mixing up a big fat batch of super soil?
[28:07.540 --> 28:13.700]  Put your plants in that and then just water the whole cycle because all you've got to do is keep them wet because inside that soil
[28:13.700 --> 28:15.700]  Is everything that they need?
[28:16.260 --> 28:20.580]  Some of you organic growers insist that the herb tastes better gets you higher
[28:20.660 --> 28:24.460]  So if it's doing that it may be worth the pre-mix. I don't know the difference
[28:24.460 --> 28:27.980]  Honestly, I think it all gets me plenty stone nowadays. You guys are all growing such good weed
[28:28.580 --> 28:30.580]  But my advice
[28:30.660 --> 28:35.380]  Would be to ditch 90% of these products if you've already got them use them, dude
[28:35.380 --> 28:37.180]  Don't let me fuck up your plans your ideas
[28:37.180 --> 28:43.220]  But if you want to stay as organic as possible, I would abandon ship on all these liquid products and I would buy
[28:43.740 --> 28:48.820]  Powders boxes of stuff organic stuff when you go to the grow store when you go to the gardening store
[28:48.820 --> 28:52.500]  You'll see all the boxes that you need all the dry amendments. They're all in one area
[28:53.300 --> 28:56.160]  Maybe you'll go to build a soil. Maybe you'll go to your local grow shop
[28:56.160 --> 28:57.980]  I recommend you go to like the local
[28:57.980 --> 29:03.380]  Farm area the local farming store if you can if they're not gonna bust you for growing weed because sometimes
[29:03.700 --> 29:06.380]  Most people know what we're doing and they may not like the way you look
[29:06.780 --> 29:11.700]  So be careful where you're going but shop locally if you can is what I'm getting at give mom and pop the money try not
[29:11.700 --> 29:16.340]  To give the big boxes your money try not to give Amazon your money if possible. Trust me
[29:16.340 --> 29:19.460]  I order plenty of shit. I shop where I have to especially during a pandemic
[29:20.100 --> 29:21.100]  Give me what I need
[29:21.100 --> 29:21.460]  however
[29:21.460 --> 29:23.460]  the fuck I can get it but I
[29:23.540 --> 29:28.980]  would get away from the bottle and stuff if if you really want to be and you said I'm trying to be as
[29:29.260 --> 29:32.500]  Organic of a grower as possible, bro. I would really recommend
[29:33.260 --> 29:38.820]  No till growing for you. I would recommend super soil. I would recommend some type of living soil growing for you
[29:38.820 --> 29:40.220]  That's not how I do it
[29:40.220 --> 29:41.100]  That's not what I do
[29:41.100 --> 29:45.580]  But you're saying as organic as possible and that is how you get as organic as possible
[29:45.580 --> 29:49.380]  No till with a worm bin and fucking a compost pile
[29:49.980 --> 29:51.340]  It's really rewarding
[29:51.340 --> 29:56.460]  I eat a lot of vegetables and a lot of ends of vegetables end up in a Bokashi bucket and stuff and to know that
[29:56.460 --> 30:01.060]  I'm making fertilizer with my leftover food scraps. That's just rewarding
[30:01.060 --> 30:05.380]  So if you turn that into cannabis products, you're gonna love that. That's a good way to stay as
[30:05.980 --> 30:13.780]  Organic as possible. There are more questions to this one. It says what are some considerations to have when deciding to grow a mother plant?
[30:14.580 --> 30:16.980]  That's a really easy question. It's like falling in love
[30:17.340 --> 30:20.180]  If you're in love with that plant keep it and grow it as a mother plant
[30:20.180 --> 30:23.180]  I always recommend every time you grow a cannabis plant
[30:23.180 --> 30:29.340]  Take a clone like before you put a plant into flower get a clone because what you're growing could be the most amazing medicine
[30:29.340 --> 30:33.380]  You've ever grown it could work in your grow better than everything you've ever grown. It could work for your medicine
[30:33.380 --> 30:36.800]  I could work for your wallet. Maybe you're a commercial grower growing for profit
[30:36.800 --> 30:42.340]  Maybe this one plant works better than everything for you. Take a freaking clone of everything you ever grow
[30:42.700 --> 30:46.500]  Then if you find out that it's the hottest fire, you've got a mother plant
[30:46.500 --> 30:49.140]  That is how you decide to keep a mother plant if you fell in love with it
[30:50.140 --> 30:53.180]  Something that sounds very crass, but this is the absolute fucking truth
[30:53.180 --> 30:57.540]  It's a lot like the dating pool if you got one option, you're gonna keep that one
[30:57.540 --> 30:59.700]  You're gonna fall in love you'd be completely fucking happy
[30:59.700 --> 31:04.260]  But if you got a bunch to choose from the one that stands out to you will be the mother plant you want to keep
[31:04.260 --> 31:10.100]  Something will tell you it's just like falling in love with a person the way I fall in love with plants is very similar
[31:10.100 --> 31:15.020]  I see plants plants plants. Oh, look at that plant. That's just the way it happens to me
[31:15.500 --> 31:21.740]  Just like it does with people it's like people people people damn look at her like I'm just attracted to specific things and the plants
[31:21.740 --> 31:27.700]  Do it just like people do I get similar signals in my body that say that plant right there, bro
[31:27.700 --> 31:29.700]  That is the one you want to pick
[31:29.780 --> 31:32.820]  sometimes I'm wrong most of the time I'm right being a breeder being a
[31:33.740 --> 31:36.100]  Seed selector being a commercial cultivator
[31:36.100 --> 31:39.660]  I get to see a lot of plants and I get to make a lot of selections and I'm getting
[31:39.780 --> 31:44.700]  Pretty damn good at it. I think so considerations to have when deciding to grow a mother plant
[31:44.700 --> 31:49.860]  Is it a good plant did that plant work well for you? Did it meet all of your goals people ask me?
[31:49.860 --> 31:52.300]  What do I pick for a phenotype? What do you want, dude?
[31:52.580 --> 31:54.860]  Pick the shit that you want in your garden
[31:54.860 --> 31:58.220]  Did it smell the way you want it it tastes the way you want it to give you the buzz you want
[31:58.340 --> 32:02.180]  Did it flower and a timely manner did it work well for your growth?
[32:02.180 --> 32:05.100]  Did all the other plants in the room get powdery mildew except that one?
[32:05.100 --> 32:10.100]  Did all the other plants get hit by mites except that one did all the other plants harm out except that one?
[32:10.220 --> 32:14.900]  Where all the other plants like sevens, but this one's a nine that nine is your keeper mother plant, bro
[32:14.900 --> 32:19.060]  So as long as it's a good plant as long as it makes you happy and you want to grow it again and keep it
[32:19.060 --> 32:22.620]  Around that is a characteristic. I look for in a mother plant
[32:22.620 --> 32:27.420]  You're basically just preserving genetics to grow it over and over again. Do you love it? Does it work?
[32:27.420 --> 32:31.900]  Is it successful keep it for a mother plant then it says lastly as a grower
[32:32.500 --> 32:36.820]  How different how difficult is it to create an auto flower strain?
[32:36.820 --> 32:39.540]  I know autos are not necessarily your bag
[32:39.580 --> 32:46.340]  But I'm asking about what process would entail in general to create auto flower seeds. That's a good question
[32:46.340 --> 32:50.780]  I am NOT an auto flower maker. So everything I say right now is kind of
[32:51.300 --> 32:55.060]  Partially coming out of my ass just a little bit, but I know enough about breeding
[32:55.060 --> 32:59.100]  I know enough about seeds that I can cover this I feel like to make an auto flower
[32:59.100 --> 33:02.380]  You need an auto flower. You need at least one auto flower
[33:02.380 --> 33:08.100]  So get a pack of auto flower seeds would be the way to do that now because auto flowers you can't clone them
[33:08.100 --> 33:12.780]  They're gonna flower that clone is the same age as the original plant which it came from
[33:12.780 --> 33:15.180]  They're both gonna flower at the same time to the best of my understanding
[33:16.100 --> 33:19.820]  So you're gonna have to get a pack of auto flower seeds. I recommend
[33:20.220 --> 33:24.560]  Feminized auto flowers if you can get them, I think most of the people making them are doing fems right now
[33:24.560 --> 33:29.340]  So get you an auto flower feminized seed pack then grow them
[33:30.140 --> 33:31.620]  then
[33:31.660 --> 33:35.900]  To create an auto flower strain. So you need auto flower to fucking have auto flower
[33:35.900 --> 33:38.360]  You need that trait to start with you can't make
[33:39.460 --> 33:43.820]  Orange stuff without some orange. So you're gonna need an auto flower plant in the mix
[33:44.540 --> 33:48.260]  So get an auto flower plant and then get a regular plant and then you need to
[33:49.100 --> 33:52.820]  Select most of us are gonna get a feminized auto flower
[33:52.820 --> 33:57.540]  So you're gonna have to get pollen from a regular male plant and then pollinate your auto flowers
[33:57.620 --> 33:59.620]  Those auto flowers are gonna make seeds
[33:59.980 --> 34:05.940]  That is your f1 that's a real f1 you've got a brand new cross a fucking auto flower to a photo period
[34:06.100 --> 34:09.740]  You've just made a really unstable sloppy fucking crazy
[34:11.020 --> 34:14.100]  Really high in variation f1 find
[34:14.660 --> 34:19.540]  Two of those that auto flower you got to find a male and a female that auto flower at this point
[34:19.700 --> 34:22.580]  The only way you're gonna know is to grow them and they're going to auto flower
[34:22.900 --> 34:25.980]  So once you found the male and female that meet the criteria you want
[34:26.620 --> 34:32.180]  They've got the shape and structure aroma the traits you desire the leaf shape and whatnot for your goal
[34:32.900 --> 34:39.220]  They're auto flowering. You see them start to auto flower breed that male to that female now, you've got f2
[34:39.820 --> 34:45.700]  They're not going to carry that auto flower trait until we get to about f5 f6
[34:45.700 --> 34:49.180]  Maybe f7 so you're going to have to keep doing this process
[34:49.820 --> 34:55.180]  Grow the seeds out find a male and a female that begin to auto flower on you put them in a room
[34:55.260 --> 35:01.820]  Let them pollinate each other get the seeds out find grow those seeds and veg find plants that meet the criteria
[35:01.900 --> 35:06.140]  You're looking for plant shape plant structure stem rub smell
[35:06.740 --> 35:11.380]  Let them start flowering when they get into flower. Let that male pollinate that female
[35:11.380 --> 35:16.100]  We're probably at what now f2 f3 keep going until we get to f6 by then
[35:16.420 --> 35:21.460]  By then they should start coming out more uniform more uniform each time
[35:21.780 --> 35:25.980]  Another way you can do it is by reversing that auto flower, but that is a whole nother ballgame
[35:26.540 --> 35:31.660]  We're going to reverse the auto flower plant. It'll make pollen you put that pollen on another plant
[35:32.140 --> 35:38.020]  Hopefully a female that is auto flowering that's going to increase your chances of getting more auto flower more quickly
[35:38.660 --> 35:41.100]  Again, I am NOT an auto flower breeder
[35:41.100 --> 35:47.380]  I don't know exactly how many filial generations it would take to solidify that auto flower trait
[35:47.380 --> 35:50.620]  I think by selfing a couple of things you could probably lock it in
[35:51.380 --> 35:53.220]  Maybe back crossing or something
[35:53.220 --> 35:59.500]  But I think by going forward in filial generation and just finding auto flower trait auto flower trait auto flower trait
[35:59.500 --> 36:00.540]  That's gonna lock it in
[36:00.540 --> 36:06.460]  That's probably the best way to do it all the other traits have to be secondary at that point that in my opinion is
[36:06.620 --> 36:10.660]  Why a lot of people find that auto flowers are inferior
[36:11.180 --> 36:15.940]  Our first trait that we're searching for most of the time is potency and quality, right?
[36:15.940 --> 36:19.180]  We're going for potency turps then after that we think about
[36:20.020 --> 36:22.740]  Problems like is it resistant to bugs resistant to mildew?
[36:22.740 --> 36:23.580]  Does it handle the room?
[36:23.580 --> 36:27.180]  Well, but most of the time we go for potency and turps and auto flowers
[36:27.180 --> 36:30.100]  The main thing the main trait we're looking for is auto flower
[36:30.220 --> 36:35.380]  So everything else is secondary in my opinion take that with a grain of salt you guys because like I said
[36:35.460 --> 36:38.500]  I'm not the auto flower guy all of what I just said
[36:39.220 --> 36:43.740]  Came out my ass. All right. I tried to talk the best I could about that. I'm not an expert
[36:43.740 --> 36:47.440]  I feel like I'm knowledgeable. I understand plants. I understand breeding enough to have advice on that
[36:47.440 --> 36:50.960]  But again take that with the big stinky grain of salt. All right
[36:50.960 --> 36:56.200]  I feel like I've been going on for quite some time. This is a long podcast with very little information
[36:56.200 --> 36:59.320]  I do apologize for that. I feel like I talked a long time and did not teach you enough
[36:59.400 --> 37:00.760]  Thank you again for listening
[37:00.760 --> 37:07.360]  Ladies and gentlemen boys and girls pimps hose friends foes smokers growers clone cutters Paul and Chuckers skateboarders fruit booters
[37:08.520 --> 37:13.640]  Wind surfers and parasailors. I love all you folks out there all the cannabis community
[37:13.640 --> 37:19.240]  Thank you guys for hanging out. If you feel like this episode was educational informative and or entertaining
[37:19.240 --> 37:22.360]  I maybe you'd like to support the show financially. All you've got to do is visit
[37:23.040 --> 37:24.760]  www.patreon.com
[37:24.760 --> 37:31.040]  Forward slash grow from your heart all of the information you need is right there on the screen once again big shout out to my friends
[37:31.040 --> 37:34.800]  Single T Frankie and Noah and for the continued patreon support
[37:34.840 --> 37:39.920]  Don't know what I would do without you gang gang buzz buzz shout out to the iRi army
[37:40.080 --> 37:42.840]  Also, if you've got any questions corrections comments or concerns
[37:42.840 --> 37:47.400]  I would love to hear from you. My email address is grow from your heart at hotmail.com
[37:47.480 --> 37:53.880]  Don't be shy send me your questions. Send me your corrections. Send me comments concerns words of wisdom
[37:54.400 --> 38:00.240]  Constructive criticism anything you've got to say don't worry about my ego. Don't worry about my feelings. I'm ready
[38:00.240 --> 38:04.240]  Let me hear it send that shit. I got to check the spam folder now
[38:04.320 --> 38:06.480]  All right. Well, so we have the website
[38:06.960 --> 38:08.960]  Make sure you check out the website all things
[38:09.360 --> 38:13.920]  IRI genetics all things grow from your heart are all on my website at IRI genetics calm
[38:14.080 --> 38:16.800]  Check that out. Make sure you click on the newsletter tab
[38:16.800 --> 38:22.640]  I can click on the newsletter tab sign up for the newsletter. You will stay updated. You'll get a mail chimp newsletter
[38:23.280 --> 38:27.440]  Approximately once a month if you're wondering where the main newsletter went. I did not send one
[38:27.440 --> 38:30.600]  I didn't have much to talk about anything you wanted to talk about
[38:30.600 --> 38:32.640]  I wanted to tell you about you heard about here on the show
[38:32.960 --> 38:38.320]  So, thank you for the support check out the website IRI genetics calm also while you're there
[38:38.680 --> 38:41.920]  What else is I gonna tell you about there is the newsletter the grow help tab
[38:41.920 --> 38:44.120]  That's what I wanted to talk about. There's a grow help tab
[38:44.120 --> 38:49.320]  If you've got grow questions click on the grow help tab, you'll be asked a few preliminary questions
[38:49.320 --> 38:55.120]  Then from there, you'll be free to ask a grow question. I will answer your question on the air. Please be patient
[38:55.120 --> 38:59.880]  I've got a lot of questions lined up in front of me got a big stack of patreon questions and grow help questions
[38:59.880 --> 39:04.880]  I will get through them because they do create great content. That is all I've got for you
[39:04.880 --> 39:08.240]  I've been rambling for a long time throats getting dry. The ADD is kicking in
[39:08.240 --> 39:13.200]  I want to thank you once again for hanging out. I'll be back in a couple of days with fresh fresh new content
[39:13.200 --> 39:19.040]  I want to give a giant shout out to my friend chief leaf for 20 and until next time take a fat dab and
[39:19.240 --> 39:21.240]  Give your mom a hug for me
