[00:00.000 --> 00:01.000]  Alright, here we go.
[21:12.280 --> 21:13.280]  me an email.
[21:13.280 --> 21:16.280]  My email address is growfromyourheartathotmail.com.
[21:16.280 --> 21:19.280]  Again, you know I would love to hear from you.
[21:19.280 --> 21:21.880]  Ladies and gentlemen, that is all I've got for you for this episode.
[21:21.880 --> 21:23.600]  I'll be back Monday with a fresh new episode.
[21:23.600 --> 21:27.160]  I want to give a giant shout out to my buddy James Butterson.
[21:27.160 --> 21:31.160]  Until next time, take a fat dab and give your mom a hug for me.
[25:13.450 --> 25:24.610]  lier Every time I was below, you always grabbed
[25:24.610 --> 25:29.810]  my hand and then you held me up, nice and slow, triple slip for change, don't give me
[25:29.810 --> 25:32.810]  no hassle, all I want is love to share.
[25:32.810 --> 25:39.730]  Every time I was below, you always grabbed my hand and then you held me up, nice and
[25:39.730 --> 25:42.510]  slow, triple slip for change, don't give me no hassle, all I want is love to share.
