[00:15.870 --> 00:18.430]  Welcome back, Cannabis community.
[15:58.950 --> 16:01.650]  give them at least 10 to 14 days to recover
[16:01.650 --> 16:03.510]  from the shock you just put them into
[16:03.510 --> 16:04.930]  before you put them into flower.
[16:04.930 --> 16:06.750]  If you don't, you're only gonna grow
[16:06.750 --> 16:09.090]  little tiny buds out of all those top sites.
[16:09.130 --> 16:11.850]  They're not gonna perform the way you wish they would.
[16:11.850 --> 16:14.370]  That's the guy who says you just cut out your main cola.
[16:14.370 --> 16:17.490]  Yeah, he probably didn't give his plants time to recover
[16:17.490 --> 16:19.530]  after he did it and he got little shitty buds.
[16:19.530 --> 16:21.050]  So, if you're gonna top your plants,
[16:21.050 --> 16:22.990]  give yourself at least 10 days.
[16:22.990 --> 16:26.510]  I would prefer 14 days before you put them into flower.
[16:26.510 --> 16:28.590]  Now, your main question was when to top them.
[16:28.590 --> 16:29.970]  That's kind of up to you.
[16:29.970 --> 16:31.290]  When you see them branching out
[16:31.290 --> 16:32.650]  the way that you want them to branch out,
[16:32.650 --> 16:35.290]  once they've got like four or five branches
[16:35.290 --> 16:37.170]  coming off of them that are competing to be the tops
[16:37.170 --> 16:38.290]  and you take out that main top,
[16:38.290 --> 16:39.730]  they'll really start branching.
[16:39.730 --> 16:40.930]  So, you can top them early
[16:40.930 --> 16:42.530]  when they're still in little pots.
[16:42.530 --> 16:44.210]  I like to do it when they start getting
[16:44.210 --> 16:46.490]  a lot of branches and a nice root ball.
[16:46.490 --> 16:47.810]  I like to do it when they're probably,
[16:47.810 --> 16:50.570]  like I said, about 16, maybe 18 inches tall.
[16:50.570 --> 16:51.630]  Take out that main top,
[16:51.630 --> 16:53.970]  bring them back down to about 12 inches.
[16:53.970 --> 16:55.450]  They look really sexy when you do it too.
[16:55.450 --> 16:56.490]  They look all nice and even.
[16:56.490 --> 16:58.850]  It looks like you gave everybody a nice flat top.
[16:58.850 --> 17:01.410]  So, I don't know how fast your plants are going to grow.
[17:01.410 --> 17:03.210]  I don't know how they're going to perform in your garden.
[17:03.210 --> 17:04.770]  I don't know what kind of lights you've got.
[17:04.770 --> 17:07.430]  I don't know what kind of genetics you're using.
[17:07.430 --> 17:09.430]  All I really know is that you're using deep water culture
[17:09.430 --> 17:10.690]  and you're scrugging it.
[17:10.690 --> 17:14.250]  So, top it when it starts to get kind of branchy.
[17:14.250 --> 17:17.390]  And I usually do it right about the time I up-pot
[17:17.390 --> 17:20.070]  from a small pot to my finishing pot.
[17:20.070 --> 17:22.950]  Which like I said, is usually a four by four square pot
[17:22.950 --> 17:26.030]  or a six inch net pot into a three gallon pot.
[17:26.030 --> 17:29.110]  I'm always using a bunch of cocoa, a bunch of perlite,
[17:29.110 --> 17:30.510]  maybe a soilless mix.
[17:30.510 --> 17:32.530]  Just depends on what facility I'm growing in.
[17:32.530 --> 17:34.510]  If I'm at a commercial facility, if I'm at home,
[17:34.510 --> 17:38.070]  if I'm breeding, that's usually just why it varies.
[17:38.070 --> 17:39.990]  So, that's what I would talk you guys.
[17:39.990 --> 17:41.230]  I hope that answers your question.
[17:41.230 --> 17:43.310]  I said I was going to keep it short and concise
[17:43.310 --> 17:44.750]  and I lied to you.
[17:44.750 --> 17:46.710]  I apologize for that.
[17:46.710 --> 17:48.530]  All right, now the next part of your question
[17:48.530 --> 17:50.930]  was for tips on deep water culture.
[17:50.930 --> 17:52.450]  And you know that I don't personally grow
[17:52.450 --> 17:53.290]  deep water culture.
[17:53.290 --> 17:55.710]  So, thanks for being gentle on me with that.
[17:55.710 --> 17:58.350]  The couple of things I do know about deep water culture
[17:58.350 --> 17:59.430]  really do matter.
[17:59.430 --> 18:00.910]  One of them is pH.
[18:00.910 --> 18:03.230]  You have got to keep that pH under control.
[18:03.270 --> 18:05.270]  The pH gets too high or too low,
[18:05.270 --> 18:07.730]  things can go wrong very quickly
[18:07.730 --> 18:09.790]  with your deep water culture system.
[18:09.790 --> 18:11.870]  Maybe I should talk about what a deep water culture system
[18:11.870 --> 18:13.070]  is real quick.
[18:13.070 --> 18:14.190]  There are different ways to do it,
[18:14.190 --> 18:18.310]  but mostly you've got a plant that is suspended in a medium.
[18:18.310 --> 18:20.050]  Most of the time it starts off with those little
[18:20.050 --> 18:22.590]  hydroton pebbles in a small net pot.
[18:22.590 --> 18:25.030]  And that sits in another bucket usually.
[18:25.030 --> 18:27.870]  And that bucket has a sprayer on the bottom of it
[18:27.870 --> 18:31.790]  that sprays a continuous spray to the bottom of the roots
[18:31.790 --> 18:33.550]  to keep them alive just through a spray.
[18:33.550 --> 18:35.470]  Instead of constantly sitting in water
[18:35.470 --> 18:37.110]  or instead of sitting in a soil,
[18:37.110 --> 18:39.630]  they're getting oxygenated water all the time
[18:39.630 --> 18:42.190]  spraying up to them with nutrients in it as well.
[18:42.190 --> 18:43.190]  So they're getting oxygen,
[18:43.190 --> 18:45.190]  they're getting plenty of nutrients.
[18:45.190 --> 18:47.570]  The roots grow fucking rapidly
[18:47.570 --> 18:48.870]  in a deep water culture system.
[18:48.870 --> 18:49.950]  There are a lot of ways to do it.
[18:49.950 --> 18:51.930]  My explanation was very brief,
[18:51.930 --> 18:55.270]  but you're basically hanging the roots over a sprayer.
[18:55.270 --> 18:56.490]  The little easy cloners,
[18:56.490 --> 18:58.610]  that is basically the start of deep water culture.
[18:58.610 --> 19:01.350]  Deep water culture is that you just go bigger.
[19:02.190 --> 19:04.310]  You can do it with multiple plants in one thing.
[19:04.310 --> 19:07.750]  The most common way I've seen it is one plant in one bucket.
[19:07.750 --> 19:09.430]  Like I said, you've got a five gallon bucket,
[19:09.430 --> 19:11.510]  maybe a seven gallon bucket with a lid
[19:11.510 --> 19:13.550]  with a little modified hole into it.
[19:13.550 --> 19:15.150]  And then a net pot sits in that
[19:15.150 --> 19:18.990]  and you put your hydroton or your pebbles into that net pot.
[19:18.990 --> 19:20.290]  And then you set a clone inside of there.
[19:20.290 --> 19:22.710]  It's usually the clone starts off in a rockwool cube
[19:22.710 --> 19:23.910]  or something to keep it balanced.
[19:23.910 --> 19:25.350]  You set that in there.
[19:25.350 --> 19:27.270]  You put a sprayer in there.
[19:27.270 --> 19:28.430]  It sprays up from the bottom
[19:28.430 --> 19:30.230]  and keeps the roots wet at all times.
[19:30.230 --> 19:31.750]  And those roots just grow.
[19:31.750 --> 19:33.030]  The roots grow like crazy.
[19:33.030 --> 19:35.830]  So what really matters in there is the pH.
[19:35.830 --> 19:38.950]  The pH in deep water culture is super important.
[19:38.950 --> 19:41.710]  When you're growing in hydroponic mediums and methods,
[19:41.710 --> 19:45.110]  the pH and PPMs and temps are much more important
[19:45.110 --> 19:47.910]  than when you're growing in like a soilless mix or in soil.
[19:47.910 --> 19:49.470]  So it's much more critical.
[19:49.470 --> 19:51.270]  In a deep water culture, like everything else,
[19:51.270 --> 19:54.670]  you've got to keep the pH of your solution around,
[19:55.510 --> 19:59.230]  the books all say, the internet all says 5.5 to 6.5.
[19:59.230 --> 20:02.070]  It's gonna be very plant specific.
[20:02.070 --> 20:04.830]  You'll notice that if you've got OG Cush in one pot
[20:04.830 --> 20:06.790]  and Super Silver Haze in another pot,
[20:06.790 --> 20:09.190]  that they're going to want different pHs.
[20:09.190 --> 20:12.150]  And you're going to have to learn that about each plant.
[20:12.150 --> 20:14.710]  It depends on, it just depends on your plant, you guys.
[20:14.710 --> 20:17.910]  So I would start off, maybe start off around 6.3
[20:17.910 --> 20:19.310]  and maybe work your way down.
[20:19.310 --> 20:21.630]  And if that doesn't seem to do it, go back up.
[20:21.630 --> 20:24.650]  You'll have to learn how to identify pH issues
[20:24.650 --> 20:25.830]  in your plants.
[20:25.830 --> 20:28.050]  Hopefully if you start off around 6.3,
[20:28.050 --> 20:29.410]  you won't have any problems.
[20:29.410 --> 20:31.130]  I run a large commercial grow.
[20:31.130 --> 20:34.290]  We usually go about 6.2, 6.3 on the pH.
[20:34.290 --> 20:37.130]  And that keeps, we've got 43 different strains,
[20:37.130 --> 20:39.570]  somewhere between 40 and 50, about 40,
[20:39.570 --> 20:41.530]  I'm gonna say 43, I'm guessing.
[20:41.530 --> 20:43.410]  There's about 40, 43 different strains
[20:43.410 --> 20:44.770]  on our shelves right now.
[20:44.770 --> 20:49.030]  And 6.2, 6.3 keeps them all fairly happy.
[20:49.030 --> 20:50.890]  I can tell that a couple, like some of the other things
[20:50.890 --> 20:52.870]  would like a little lower, but I can't do it
[20:52.870 --> 20:55.050]  because the other plants would probably get pissed off.
[20:55.050 --> 20:57.290]  So make sure you get your pH dialed in.
[20:57.290 --> 20:59.250]  Also your temperatures.
[20:59.250 --> 21:03.290]  You wanna be somewhere between like 67 and 72 degrees.
[21:03.290 --> 21:05.450]  Maybe just a little bit higher would be okay,
[21:05.450 --> 21:07.330]  but that's when you start getting problems.
[21:07.330 --> 21:08.330]  You don't wanna go too cold
[21:08.330 --> 21:09.370]  because the roots will get shocked.
[21:09.370 --> 21:12.850]  You don't wanna go too high, you'll start getting mildews.
[21:12.850 --> 21:15.970]  So somewhere between like 67 and 72 degrees
[21:15.970 --> 21:19.170]  is ideal for your water temperature, the water temperature.
[21:19.170 --> 21:21.010]  You've gotta keep the air around the plant
[21:21.010 --> 21:24.050]  a different temperature than the water temperature.
[21:24.050 --> 21:26.490]  Also the PPMs are very important.
[21:26.490 --> 21:28.370]  That's something you're going to have to learn
[21:28.370 --> 21:29.730]  on a plant basis.
[21:29.730 --> 21:33.850]  It'll be a strain specific, plant by plant specific basis
[21:33.850 --> 21:36.010]  on how many PPMs to feed your plant.
[21:36.010 --> 21:37.330]  Never go too high.
[21:37.330 --> 21:40.130]  I read often that like 1800 is too high,
[21:40.130 --> 21:43.070]  but if you know what you're doing, you can push the limits.
[21:43.070 --> 21:44.610]  I'm not telling you to go crazy.
[21:44.610 --> 21:47.250]  Don't feed them rocket fuel, they will burn.
[21:47.250 --> 21:49.850]  Another thing we should talk about is water quality.
[21:49.850 --> 21:51.950]  Check the quality of the water you're starting with.
[21:51.950 --> 21:56.130]  If you've got a PPM meter, an EC meter, a pH meter,
[21:56.770 --> 21:57.610]  why don't you ever check the water
[21:57.610 --> 21:58.530]  that you're starting with?
[21:58.530 --> 22:00.130]  See what you are working with.
[22:00.130 --> 22:02.650]  I would recommend in a deep water culture system,
[22:02.650 --> 22:04.570]  I would recommend RO water.
[22:04.570 --> 22:08.370]  I would buy an RO system, a reverse osmosis system
[22:08.370 --> 22:10.650]  that would give you enough water that you're gonna need
[22:10.650 --> 22:13.290]  however often you're gonna change these buckets.
[22:13.290 --> 22:15.010]  So quality of the water is important.
[22:15.010 --> 22:16.490]  Start off with good water.
[22:16.490 --> 22:17.610]  Find out your PPMs.
[22:17.610 --> 22:19.950]  Find out how much shit is in that water before you start
[22:19.950 --> 22:21.210]  so that you can kind of do the math
[22:21.210 --> 22:23.310]  on what you're putting in also.
[22:23.310 --> 22:24.910]  Now another thing that I kind of mentioned
[22:24.910 --> 22:26.550]  is changing the water.
[22:26.550 --> 22:28.270]  You're going to need to change the water
[22:28.270 --> 22:31.630]  and clean out that deep water culture bucket every so often.
[22:31.630 --> 22:33.550]  I'm not sure how much funk is going to build up
[22:33.550 --> 22:35.270]  in your buckets, but I would recommend
[22:35.270 --> 22:38.150]  you change that water out at least once a week
[22:38.150 --> 22:40.710]  or every 10 days at minimum.
[22:40.710 --> 22:43.790]  The way I would do it, the way I have seen it done,
[22:43.790 --> 22:46.190]  instead of having just one five or seven gallon bucket
[22:46.190 --> 22:48.890]  as your base, it's really easy to have two of those
[22:48.890 --> 22:49.910]  as your base.
[22:49.910 --> 22:52.670]  So take the one that's got the pump and shit in there,
[22:52.670 --> 22:54.550]  take that lid right off, set your plant
[22:55.190 --> 22:56.430]  and root ball right inside that other bucket
[22:56.430 --> 22:57.670]  as a base for a little bit.
[22:57.670 --> 22:59.490]  You're going to need to put some water in there
[22:59.490 --> 23:01.750]  because you need weight to hold that plant up.
[23:01.750 --> 23:03.030]  I don't know if your roots are going to get
[23:03.030 --> 23:04.110]  into that water or not.
[23:04.110 --> 23:07.510]  If they do get into that water, pH that water.
[23:07.510 --> 23:09.990]  If the roots are going to hang into it, adjust the pH.
[23:09.990 --> 23:11.830]  If the roots aren't going to touch it, you'll be just fine.
[23:11.830 --> 23:13.470]  It's acting as a base.
[23:13.470 --> 23:15.790]  It's in there for weight, for support to hold that plant
[23:15.790 --> 23:16.990]  because you're putting weight at the top.
[23:16.990 --> 23:17.910]  You don't want it top heavy.
[23:17.910 --> 23:19.290]  That's why the water's there.
[23:19.290 --> 23:21.230]  That's a pro tip for you right before you fuck up.
[23:21.230 --> 23:23.350]  So take the other five gallon bucket with some water,
[23:23.350 --> 23:24.530]  set the plant right inside there.
[23:25.370 --> 23:27.370]  Then take the one that you've been using and clean it.
[23:27.370 --> 23:29.370]  Get a sponge or something and clean that shit out.
[23:29.370 --> 23:30.530]  Just wipe it down real good.
[23:30.530 --> 23:32.210]  Get a hose and hose it out if you can.
[23:32.210 --> 23:34.090]  I understand a lot of you live in apartments or whatever.
[23:34.090 --> 23:35.290]  You can't do that.
[23:35.290 --> 23:37.230]  Just clean it out the best that you can.
[23:37.230 --> 23:38.510]  You want this clean.
[23:38.510 --> 23:40.570]  If you can take some Fizan to it and scrub it out
[23:40.570 --> 23:42.370]  with Fizan, I would do that.
[23:42.370 --> 23:44.730]  So get your bucket, get anything that goes inside the bucket.
[23:44.730 --> 23:45.990]  Get it nice and clean.
[23:45.990 --> 23:48.890]  Fill it back up with the appropriate amount of water
[23:48.890 --> 23:50.610]  so that when you plug in your pump that it sprays
[23:50.610 --> 23:52.030]  to the bottom of the roots.
[23:52.030 --> 23:53.690]  Fill it up with the appropriate amount of water.
[23:53.690 --> 23:54.890]  Now put your nutrients in there.
[23:54.890 --> 23:57.970]  Put your, if you're using a potassium silicate,
[23:57.970 --> 24:01.370]  add that first, add your base, then add all your microbes.
[24:01.370 --> 24:03.490]  Then adjust the pH if you need to.
[24:03.490 --> 24:05.750]  Then put that plant right back into that main bucket
[24:05.750 --> 24:06.590]  that you started with.
[24:06.590 --> 24:07.810]  It's all clean, it's all brand new.
[24:07.810 --> 24:10.010]  It's got all fresh nutrients into it.
[24:10.010 --> 24:12.110]  Make sure the pH is cool, the PPMs are cool.
[24:12.110 --> 24:13.450]  Make sure the temperature's cool.
[24:13.450 --> 24:15.610]  Plug that bitch back in and get her growing.
[24:15.610 --> 24:17.250]  Now another thing you're gonna have to watch out for
[24:17.250 --> 24:19.650]  with deep water culture is those plants are growing
[24:19.650 --> 24:21.350]  to grow very quickly.
[24:21.350 --> 24:23.590]  So make sure you don't wait too long to flower
[24:24.490 --> 24:25.750]  before you're going to run out of sealing space.
[24:25.750 --> 24:27.710]  They're gonna go crazy.
[24:27.710 --> 24:29.670]  All right, so just a couple of more quick small tips
[24:29.670 --> 24:32.550]  before we wrap up the discussion on deep water culture.
[24:32.550 --> 24:34.750]  If you do buy those pebbles that they use,
[24:34.750 --> 24:36.110]  the hydroton clay pebbles,
[24:36.110 --> 24:37.690]  rinse the shit out of those things.
[24:37.690 --> 24:39.590]  They're gross, they're filthy.
[24:39.590 --> 24:41.510]  Put them in like a colander or something
[24:41.510 --> 24:43.190]  and just run water through them and shake them
[24:43.190 --> 24:44.470]  and rinse the shit out of them.
[24:44.470 --> 24:46.030]  They're really dirty, they're really dusty.
[24:46.030 --> 24:46.910]  If you start running those
[24:46.910 --> 24:48.570]  in your deep water culture buckets,
[24:48.570 --> 24:50.330]  it's going to start mucking up your stuff.
[24:50.330 --> 24:51.430]  It'll mess up your pH.
[24:51.430 --> 24:54.070]  It'll mess with all of your PPM readings.
[24:54.070 --> 24:55.490]  Clean that shit out of there.
[24:55.490 --> 24:57.450]  Also check everything daily.
[24:57.450 --> 24:58.870]  You're gonna have to check everything,
[24:58.870 --> 25:00.510]  the equipment, your pumps.
[25:00.510 --> 25:02.870]  Also check the pH and the PPMs.
[25:02.870 --> 25:04.390]  Make sure you get your temperatures in there
[25:04.390 --> 25:05.630]  dialed in every day.
[25:05.630 --> 25:08.110]  It doesn't need to change too much.
[25:08.110 --> 25:10.350]  If you notice that the water's getting low,
[25:10.350 --> 25:13.550]  add some water and make sure that you readjust the pH
[25:13.550 --> 25:14.390]  at that point.
[25:14.390 --> 25:17.150]  If your PPMs get too high because the water does evaporate,
[25:17.150 --> 25:18.830]  just add a little bit of water in there
[25:18.830 --> 25:20.910]  until you get the PPMs back to where you want them.
[25:21.390 --> 25:22.230]  Don't go too high.
[25:22.230 --> 25:25.790]  1600, 1800, that's pretty high on PPM levels.
[25:25.790 --> 25:27.310]  Make sure you check that.
[25:27.310 --> 25:29.590]  You don't want to burn your plants.
[25:29.590 --> 25:32.270]  Speaking of all of your pH and PPM and EC levels
[25:32.270 --> 25:34.270]  and all that good stuff and your temperatures,
[25:34.270 --> 25:35.530]  calibrate your tools.
[25:35.530 --> 25:37.470]  I don't know what kind of meters you're using.
[25:37.470 --> 25:38.830]  If you're using Blue Lab meters,
[25:38.830 --> 25:40.590]  if you're using Milwaukee meters,
[25:40.590 --> 25:43.870]  I highly suggest you invest in quality equipment.
[25:43.870 --> 25:46.610]  pH meters, EC meters, all that stuff,
[25:46.610 --> 25:49.270]  you're going to use it on a daily basis.
[25:49.270 --> 25:51.790]  These are things that help you ensure
[25:51.790 --> 25:53.710]  healthy and happy plants.
[25:53.710 --> 25:56.870]  So invest in quality meters, use them daily,
[25:56.870 --> 26:00.390]  check them very often, calibrate them as needed,
[26:00.390 --> 26:01.350]  and keep them clean.
[26:01.350 --> 26:04.110]  Also, with a pH meter, you guys always remember the rule,
[26:04.110 --> 26:05.710]  if it dries, it dies.
[26:05.710 --> 26:09.350]  So keep the probe on your pH meter wet at all times.
[26:09.350 --> 26:10.270]  Store it properly.
[26:10.270 --> 26:12.990]  I see so many people fucking ruin their pH meters
[26:12.990 --> 26:14.990]  by not keeping it wet.
[26:14.990 --> 26:16.990]  All right, I hope I gave you some useful advice there
[26:16.990 --> 26:18.310]  on deep water culture.
[26:18.310 --> 26:19.710]  I think I got some nuggets in there.
[26:19.710 --> 26:22.750]  Rinse those pebbles was probably a good trick to teach you.
[26:22.750 --> 26:24.290]  And everybody needs to be reminded
[26:24.290 --> 26:26.470]  to calibrate their meters occasionally.
[26:26.470 --> 26:28.310]  Also, while you're calibrating your meters,
[26:28.310 --> 26:29.530]  get in there and clean out the filters
[26:29.530 --> 26:31.470]  on your air conditioners if you've got one.
[26:31.470 --> 26:34.750]  That's something that people quite often forget about.
[26:34.750 --> 26:35.910]  All right, you guys, I'm going to start
[26:35.910 --> 26:36.910]  wrapping up this podcast.
[26:36.910 --> 26:38.050]  Thanks for the great email.
[26:38.050 --> 26:40.550]  If anybody else out there has a question for the podcast,
[26:40.550 --> 26:43.110]  send me an email, it's growfromyourheartathotmail.com.
[26:43.110 --> 26:45.550]  That is the best way to get your questions answered.
[26:45.550 --> 26:47.630]  An even better way to get your question answered
[26:47.630 --> 26:49.290]  is to remind me that you contributed
[26:49.290 --> 26:50.510]  to the Patreon campaign.
[26:50.510 --> 26:52.210]  If you're not sure what Patreon is,
[26:52.210 --> 26:55.630]  make sure you check out patreon.com slash growfromyourheart.
[26:55.630 --> 26:58.510]  Patreon is a way that lets you as a podcast listener
[26:58.510 --> 27:00.550]  financially contribute to the podcast
[27:00.550 --> 27:03.630]  to help me to keep the podcast up on the website for free
[27:03.630 --> 27:05.270]  so that everybody else can listen.
[27:05.270 --> 27:07.390]  I'm not asking everybody to contribute,
[27:07.390 --> 27:09.750]  but there are some who can, and I would appreciate it.
[27:09.750 --> 27:10.910]  Big shout out again to the person
[27:10.910 --> 27:14.550]  who threw down a $4.20 contribution recently.
[27:14.550 --> 27:15.630]  That stands out.
[27:15.630 --> 27:17.510]  Their question got answered right away.
[27:18.350 --> 27:19.190]  I appreciate it.
[27:19.190 --> 27:20.750]  All right, I would love it if you follow me on social media.
[27:20.750 --> 27:21.790]  Check me out on Facebook.
[27:21.790 --> 27:23.590]  Simply search for the Grow From Your Heart Podcast.
[27:23.590 --> 27:24.730]  I'm on Twitter.
[27:24.730 --> 27:26.790]  You can find me at GFYH Podcast.
[27:26.790 --> 27:29.190]  And on Instagram, I use my other company name.
[27:29.190 --> 27:30.670]  It's Irie Genetics.
[27:30.670 --> 27:35.230]  Search for Irie, I-R-I-E underscore G-E-N-E-T-I-C-S,
[27:35.230 --> 27:37.870]  Irie underscore genetics on Instagram.
[27:37.870 --> 27:40.590]  Irie is a word that means feeling the most blessed
[27:40.590 --> 27:43.230]  you could feel, feeling the best you could possibly feel.
[27:43.230 --> 27:45.030]  It's pleasing and powerful.
[27:45.030 --> 27:46.050]  It's Irie.
[27:47.050 --> 27:50.050]  Maybe for me, it's like sitting on a grassy hill
[27:50.050 --> 27:51.970]  underneath a tree, got some sunshine,
[27:51.970 --> 27:54.110]  just a little bit of wind, maybe got my lady
[27:54.110 --> 27:56.690]  or my dog with me, or maybe both,
[27:56.690 --> 27:58.650]  and it's not too bright and it's not too cold
[27:58.650 --> 28:00.710]  and it's just perfect and the grass is kinda cool
[28:00.710 --> 28:03.730]  on your butt and the grass feels nice on your toes
[28:03.730 --> 28:05.010]  and there's nothing to worry about
[28:05.010 --> 28:06.550]  and there's a little breeze going on
[28:06.550 --> 28:10.210]  and you're like, ah, and everything just feels all right.
[28:10.210 --> 28:11.130]  That's Irie.
[28:11.130 --> 28:12.770]  That's when you're feeling Irie.
[28:12.770 --> 28:15.130]  Everyone's got their own Irie space.
[28:15.170 --> 28:17.250]  My Irie spaces are behind a drum set.
[28:17.250 --> 28:18.330]  I love playing some drums.
[28:18.330 --> 28:19.870]  That's when I get that ah feeling
[28:19.870 --> 28:21.050]  when everything just falls together,
[28:21.050 --> 28:22.650]  when the bass guitar is playing,
[28:22.650 --> 28:24.610]  the guitar starts strumming and the drums are right there
[28:24.610 --> 28:25.930]  and everything is just in the pocket
[28:25.930 --> 28:27.730]  and all the people are dancing and loving it.
[28:27.730 --> 28:29.730]  That's such an Irie feeling for me.
[28:29.730 --> 28:32.650]  And then also growing, breeding, experiencing,
[28:32.650 --> 28:34.390]  teaching, loving cannabis,
[28:34.390 --> 28:36.310]  that's always been an Irie feeling for me.
[28:36.310 --> 28:39.170]  So it goes hand in hand, Irie genetics.
[28:39.170 --> 28:40.310]  See, I did wrap it all around.
[28:40.310 --> 28:41.910]  I wasn't just off on a random rant.
[28:41.910 --> 28:43.250]  Irie genetics on Instagram.
[28:43.250 --> 28:45.610]  I post a lot of cannabis photography up there, you guys.
[28:45.610 --> 28:47.390]  I post probably two or three photos a day,
[28:47.390 --> 28:49.510]  depending on how hectic my day is.
[28:49.510 --> 28:52.530]  I think that if you're into cannabis and cannabis photography
[28:52.530 --> 28:55.670]  there's something there that you would enjoy looking at.
[28:55.670 --> 28:57.210]  If there's something you'd like to say,
[28:57.210 --> 28:58.770]  if you'd like to sponsor the podcast,
[28:58.770 --> 29:00.930]  if you've got a product you'd like me to review,
[29:00.930 --> 29:02.370]  you can simply send me an email
[29:02.370 --> 29:04.290]  at growfromyourheartathotmail.com.
[29:04.290 --> 29:06.130]  I would love to hear from you.
[29:06.130 --> 29:08.570]  I'll be back Thursday with the Throwback Thursday episode.
[29:08.570 --> 29:10.650]  And of course I'll be back Monday with the Freshie.
[29:10.650 --> 29:12.610]  I wanna give a huge shout out to Amber B.
[29:12.610 --> 29:14.930]  And until next time, take a fat dab
[29:14.930 --> 29:16.490]  and give your mom a hug for me.
[29:16.490 --> 30:22.520]  ♪ I'm all upset and a word ♪
[30:22.520 --> 30:47.340]  ♪ I will explain if I may ♪
[30:47.340 --> 31:01.420]  ♪ I sat up in the branches and I felt like a bird ♪
[31:01.580 --> 31:03.540]  ♪ I felt so good that night ♪
[31:03.540 --> 31:08.540]  ♪ My soul just seemed to fly out of that night ♪
[31:09.540 --> 31:19.520]  ♪ As I flew that night for one second I felt like a bird ♪
[31:19.680 --> 31:24.660]  ♪ Hanging up in the air ♪
[31:24.660 --> 31:29.380]  ♪ Feeling so solid from the sand in my work ♪
[31:29.380 --> 32:40.670]  ♪ To be without a care ♪
[32:41.070 --> 32:44.350]  ♪ I swam in the sea that night ♪
[32:44.350 --> 32:49.350]  ♪ And dove through the waves and I felt like a fish ♪
[32:49.990 --> 32:58.900]  ♪ Was the best feeling in the world ♪
[32:58.900 --> 33:00.900]  ♪ I felt so good that night ♪
[33:00.900 --> 33:07.370]  ♪ My soul just seemed to swim around the night ♪
[33:07.370 --> 33:16.840]  ♪ As I swam that night for one second I felt like a fish ♪
[33:21.520 --> 33:26.360]  ♪ Cruising around in the sea ♪
[33:26.360 --> 33:31.360]  ♪ Feeling so solid from the sand in my work ♪
[33:32.480 --> 33:37.480]  ♪ It's the feeling ♪
[34:23.220 --> 34:28.220]  ♪ For one second I felt like a fish ♪
[34:29.860 --> 34:34.540]  ♪ Cruising around in the sea, child ♪
[34:34.540 --> 34:39.540]  ♪ The feeling stopped all of a sudden, why? ♪
[34:40.860 --> 34:45.860]  ♪ It's the feeling to be free ♪
[34:46.980 --> 34:52.380]  ♪ To be free, to be free, to be free, to be free ♪
