[00:00.000 --> 00:22.520]  Alright, here we go.
[19:59.320 --> 20:00.320]  That is a great question.
[20:00.320 --> 20:06.360]  That is an ever-evolving, ever-changing question for me because I do get to try a lot of different
[20:06.360 --> 20:07.360]  products.
[20:07.360 --> 20:08.360]  I get sent free things.
[20:08.360 --> 20:09.360]  I get sent samples.
[20:09.360 --> 20:10.360]  I get asked to try things.
[20:10.360 --> 20:14.040]  My friends give me a lot of input and a lot of feedback on products they're using.
[20:14.040 --> 20:17.340]  When I was working in a lot of commercial environments, I had a lot of space and places
[20:17.340 --> 20:19.520]  to experiment with new stuff.
[20:19.520 --> 20:22.040]  I keep going back to a few of the same things.
[20:22.040 --> 20:25.800]  Let's talk about the top three that I would recommend.
[20:25.800 --> 20:30.200]  For a very long time, I was having great success with the Botanicare line.
[20:30.200 --> 20:38.920]  I was using Botanicare, Pure Blend Pro, Liquid Karma, the CalMag, the Silica Blast, the Hydra
[20:38.920 --> 20:43.440]  Guard or Hydra Plex, maybe both.
[20:43.840 --> 20:45.640]  They had a couple other great products.
[20:45.640 --> 20:48.080]  There's a Bloom Booster that I can't think of the name of right now.
[20:48.080 --> 20:50.720]  They had a few other products that they were adding to their mix.
[20:50.720 --> 20:52.680]  Then I would add a couple other key things.
[20:52.680 --> 20:54.400]  Of course, I always add a couple of stuff.
[20:54.400 --> 20:56.960]  Whenever I get a brand, I like to add a couple of things.
[20:56.960 --> 20:59.560]  I was having great success with Botanicare.
[20:59.560 --> 21:05.720]  Unfortunately, there were some political reasons why I chose to sway away from Botanicare.
[21:05.720 --> 21:11.400]  It was mainly political reasons and I was seeing great success with another brand.
[21:11.400 --> 21:13.100]  Let's talk about the other brand.
[21:13.260 --> 21:17.260]  The other brand I switched to that I have great success with and I still use on a regular
[21:17.260 --> 21:20.420]  basis is New Millennium Bottled Nutrients.
[21:20.420 --> 21:22.340]  I think New Millennium is great.
[21:22.340 --> 21:27.020]  The way it's formulated, just the way it's measured out, it's easy to work with.
[21:27.020 --> 21:29.580]  It makes the plants grow with great vigor.
[21:29.580 --> 21:30.740]  They come out with good potency.
[21:30.740 --> 21:31.740]  They taste good.
[21:31.740 --> 21:32.820]  They finish on time.
[21:32.820 --> 21:34.380]  They've got products that help us finish.
[21:34.380 --> 21:36.660]  They've got products that help them root.
[21:36.660 --> 21:40.060]  The way the nutrients are broken down and the bottles are broken down makes a lot of
[21:40.060 --> 21:41.060]  sense.
[21:41.060 --> 21:44.020]  The way the product is calculated and scheduled is easy to follow.
[21:44.020 --> 21:45.820]  Jaren and Neil are good people.
[21:45.820 --> 21:47.780]  They've got good customer service.
[21:47.780 --> 21:50.900]  Honestly, nobody pays me to talk about this.
[21:50.900 --> 21:54.860]  I don't have big jugs of New Millennium Bottles sitting around or anything like that.
[21:54.860 --> 21:58.220]  I'll actually bump into Jaren at a couple of concerts this weekend and we'll say what's
[21:58.220 --> 22:01.540]  up and give each other a fist bump and won't talk about business at all.
[22:01.540 --> 22:03.580]  They do not pay me to advertise their brand.
[22:03.580 --> 22:04.580]  They don't give me free stuff.
[22:04.580 --> 22:08.380]  They did give me a free hat and I've gotten a few free bottles, but it's not ... There's
[22:08.380 --> 22:10.700]  nothing ... They don't pay me to advertise.
[22:10.860 --> 22:12.220]  I'm saying it's good shit.
[22:12.220 --> 22:16.980]  I have to buy it and I still go buy it at the growth store most of the time.
[22:16.980 --> 22:18.980]  New Millennium, good shit.
[22:18.980 --> 22:20.620]  It's easy to understand.
[22:20.620 --> 22:23.180]  Also, Botanicare is a good product.
[22:23.180 --> 22:26.700]  I switched using it because mainly for political reasons.
[22:26.700 --> 22:31.740]  If you aren't too worried about dollars and ethics and political stuff, Botanicare makes
[22:31.740 --> 22:32.740]  a great product.
[22:32.740 --> 22:34.220]  Just think about where your money's going.
[22:34.220 --> 22:36.300]  Maybe pay attention to that sort of stuff.
[22:36.300 --> 22:39.400]  On the Botanicare website, they have a great nutrient calculator.
[22:39.400 --> 22:44.000]  You can type in which bottles you've got, how many weeks of veg you expect to do, how
[22:44.000 --> 22:49.120]  many weeks of flour you expect, and it will tell you every week what to feed those plants.
[22:49.120 --> 22:50.880]  That makes it very easy.
[22:50.880 --> 22:52.920]  There are two brands that I really enjoyed using.
[22:52.920 --> 22:55.240]  That was Botanicare and New Millennium.
[22:55.240 --> 23:00.000]  I also had good experience with Vegbloom from Hydroponic Research.
[23:00.000 --> 23:01.560]  They make a lot of good products.
[23:01.560 --> 23:04.760]  I think that is a great product for a commercial grow environment.
[23:04.760 --> 23:07.800]  I've talked a lot about Vegbloom and commercial grow environments.
[23:07.800 --> 23:09.040]  Really good stuff.
[23:09.080 --> 23:14.000]  I know you asked for three, but I also want to recommend BioBiz.
[23:14.000 --> 23:19.400]  BioBiz makes an affordable product, very easy to use, and the product that your finished
[23:19.400 --> 23:22.880]  flowers will taste so good with BioBiz.
[23:22.880 --> 23:23.880]  Good shit.
[23:23.880 --> 23:28.600]  Now, with all of that being said, let me make a couple of recommendations.
[23:28.600 --> 23:32.440]  You may be very limited with what is available to you in your area.
[23:32.440 --> 23:34.280]  I don't know if you're shopping online.
[23:34.280 --> 23:38.000]  I don't know if you're shopping at a local hydroponic store or a gardening center or
[23:38.000 --> 23:40.480]  whatever is available where you are.
[23:40.480 --> 23:44.920]  If you're going to the store to get what is available, I recommend you shop around and
[23:44.920 --> 23:48.480]  get what is there on the shelf so you don't have to pay extra for shipping.
[23:48.480 --> 23:50.120]  Shipping costs are expensive.
[23:50.120 --> 23:53.740]  Sending bottles of water across the country can get ridiculous.
[23:53.740 --> 23:58.520]  Maybe find something at the local grow store that will suit your needs.
[23:58.520 --> 24:00.480]  Maybe do some research on brands.
[24:00.480 --> 24:05.240]  I was talking earlier that one brand I really enjoyed, I switched because of political and
[24:05.240 --> 24:06.600]  other reasons.
[24:06.600 --> 24:08.520]  Maybe read about who is attached to who.
[24:08.520 --> 24:09.520]  Who are the parent companies?
[24:09.520 --> 24:12.000]  Who are the umbrella companies to that company?
[24:12.000 --> 24:15.120]  If that matters to you, pay attention to that sort of stuff.
[24:15.120 --> 24:18.360]  It may be easier for you to find products locally.
[24:18.360 --> 24:19.640]  They may be more reliable.
[24:19.640 --> 24:23.940]  It may be easier for you to build your arsenal up that way slowly over time locally than
[24:23.940 --> 24:25.900]  it would be to have stuff shipped.
[24:25.900 --> 24:28.960]  Maybe you can't have grow products shipped straight to your house.
[24:28.960 --> 24:33.960]  Sometimes, if you order bottles of grow nutrients, it will come just as that bottle of grow nutrients
[24:33.960 --> 24:38.400]  with plastic wrap wrapped around it and then some sort of security tape around the lid
[24:38.400 --> 24:40.360]  so it doesn't come popped open.
[24:40.360 --> 24:44.360]  The whole neighborhood knows you just got a bottle of whatever Pureblend Pro Organic
[24:44.360 --> 24:48.160]  Tea sitting on the front porch until you got home from work.
[24:48.160 --> 24:49.520]  It just sat out there all day.
[24:49.520 --> 24:50.980]  Who knows who drove by?
[24:50.980 --> 24:53.440]  Who knows who was walking the dogs and saw that?
[24:53.440 --> 24:57.420]  Who knows how many other neighborhood kids walked by and they grow weed too and they
[24:57.420 --> 24:58.600]  know what the fuck you got.
[24:58.600 --> 25:00.800]  Now they know that you grow weed.
[25:00.800 --> 25:01.920]  That's something to think about.
[25:01.920 --> 25:04.280]  Where are you going to source your products?
[25:04.280 --> 25:05.640]  Where are they going to come from?
[25:05.640 --> 25:08.120]  Can you get it at your local grow store?
[25:08.120 --> 25:10.040]  There was something else I wanted to add to that.
[25:10.040 --> 25:11.360]  The nutrient calculators.
[25:11.360 --> 25:15.920]  Go look at all of the nutrient calculators and nutrient schedules online.
[25:15.920 --> 25:19.720]  Check out the website for the brand that you intend to use.
[25:19.720 --> 25:23.460]  Try to stick with, if you're picking a brand, I say that I like adding stuff.
[25:23.460 --> 25:27.560]  Try to start with the brand and if you're going to use, let's just say that you're going
[25:27.560 --> 25:29.600]  to use New Millennium.
[25:29.600 --> 25:32.560]  New Millennium actually sells a great starter pack.
[25:32.560 --> 25:36.660]  Get that starter pack and use their website for their nutrient calculator and feed it
[25:36.660 --> 25:39.040]  like it says on the nutrient calculator.
[25:39.040 --> 25:43.400]  If you can't get all of the stuff on your wish list, start with the basics that you
[25:43.400 --> 25:44.400]  need now.
[25:44.400 --> 25:45.400]  You need a base.
[25:45.400 --> 25:46.800]  Are you in veg or in bloom?
[25:46.800 --> 25:48.320]  Get your bases for that.
[25:48.320 --> 25:49.320]  Then get your CalMag.
[25:49.320 --> 25:50.760]  Then get your rooting supplements.
[25:50.760 --> 25:53.800]  Then get your bloom boosters and just add them over time.
[25:53.800 --> 25:57.640]  Then after you harvest, maybe for your next run, get a couple of more bottles if you
[25:57.640 --> 25:58.820]  didn't run out.
[25:58.820 --> 26:02.220]  Think of it as every time you go to the store, you can get one or two more bottles like when
[26:02.220 --> 26:05.740]  you were a kid and you're just trying to expand your Lego sets or whatever you're doing.
[26:05.740 --> 26:07.700]  Get another game for the PlayStation.
[26:07.700 --> 26:08.700]  Think of it like that.
[26:08.700 --> 26:11.980]  Now just invest in new bottles every time you go.
[26:11.980 --> 26:13.780]  Then find a brand that you like.
[26:13.780 --> 26:16.180]  If you decide you don't like it, it's okay to switch.
[26:16.180 --> 26:18.500]  There's no problem with brand loyalty in this industry.
[26:18.500 --> 26:20.080]  You can switch brands.
[26:20.080 --> 26:22.020]  You can switch mid-grow if you really want to.
[26:22.020 --> 26:23.220]  The plants don't care.
[26:23.220 --> 26:26.220]  As long as they're getting fed and getting what they need, the plants may be happier
[26:26.220 --> 26:27.220]  if you switch.
[26:27.220 --> 26:29.980]  If you switch from a shitty product to a better product, they're eating better, they
[26:29.980 --> 26:31.460]  may be happier.
[26:31.460 --> 26:35.340]  But learn a product, see if you like it, run a crop or two with that.
[26:35.340 --> 26:36.900]  Run a crop or two with other stuff.
[26:36.900 --> 26:41.080]  Maybe if you can afford the space and the products and the time and the energy, maybe
[26:41.080 --> 26:42.620]  do two side by sides.
[26:42.620 --> 26:48.400]  Maybe do a new millennium run and whatever, a botanic care run and maybe a bio biz run
[26:48.400 --> 26:51.420]  and then some other brand that's local at your store that's available.
[26:51.420 --> 26:54.480]  Do those runs all together and see what works best for you.
[26:54.480 --> 26:56.140]  I know you asked for three.
[26:56.140 --> 27:05.060]  I'm going to say New Millennium Bottle Nutrients, Botanic Care, and Hydroponic Research's Veg
[27:05.060 --> 27:06.060]  Bloom products.
[27:06.060 --> 27:07.840]  That's probably my top three favorites.
[27:07.840 --> 27:10.080]  The Veg Bloom is my favorite for commercial growing.
[27:10.080 --> 27:14.760]  If I wasn't doing commercial growing, I'd probably swap that one out with Bio Biz for
[27:14.760 --> 27:16.260]  my third reply.
[27:16.260 --> 27:17.260]  All right.
[27:17.260 --> 27:19.860]  I think I've been rambling on for long enough.
[27:19.860 --> 27:22.900]  It feels like I need a drink, so I'm going to start wrapping up this show.
[27:22.900 --> 27:25.500]  I want to thank my buddy Heaven Hell for the great message.
[27:25.860 --> 27:28.660]  If you have any questions, corrections, comments, or concerns, you know I would love to hear
[27:28.660 --> 27:29.660]  from you.
[27:29.660 --> 27:32.540]  The email address is growfromyourheartathotmail.com.
[27:32.540 --> 27:33.540]  Don't be shy.
[27:33.540 --> 27:34.660]  Send me your feedback.
[27:34.660 --> 27:35.780]  Send me your questions.
[27:35.780 --> 27:36.780]  Let me know what you think.
[27:36.780 --> 27:39.380]  You know I love creating listener-generated content.
[27:39.380 --> 27:41.420]  If you've got a question out there, send it to me.
[27:41.420 --> 27:42.420]  I'll answer it on the show.
[27:42.420 --> 27:44.060]  That means I'm at least helping you.
[27:44.060 --> 27:47.940]  I'm probably helping a few other people if you have got that question.
[27:47.940 --> 27:53.200]  Don't forget about the Patreon, patreon.com forward slash growfromyourheart.
[27:53.200 --> 27:55.180]  All the information is right there on the screen.
[27:55.860 --> 27:59.140]  Of course, there is a website at iregenetics.com.
[27:59.140 --> 28:04.140]  On that website there now is a link to the official IREGENETICS Grow From Your Heart
[28:04.140 --> 28:05.140]  Discord.
[28:05.140 --> 28:06.140]  Join the Discord.
[28:06.140 --> 28:07.140]  Hang out.
[28:07.140 --> 28:09.420]  Tap in, is what I think the cool kids say.
[28:09.420 --> 28:14.180]  All right, ladies and gentlemen, boys, girls, pimps, hoes, friends, foes, smokers, growers,
[28:14.180 --> 28:18.140]  clone cutters, pollen chuckers, all of you beautiful cannabis enthusiasts out there,
[28:18.140 --> 28:23.500]  I want to thank you once again for listening to episode 669 of the Grow From Your Heart
[28:23.500 --> 28:24.500]  podcast.
[28:24.820 --> 28:27.980]  I'll be back in a couple of days with fresh, fresh new content.
[28:27.980 --> 28:30.620]  Let's send a big shout out to my buddy, Graybeard.
[28:30.620 --> 28:49.760]  Until next time, take a fat dab and give your mom a hug for me.
