[00:03.900 --> 00:31.360]  Welcome back, Podcast World.
[29:47.870 --> 29:49.350]  I may spray them with a lighter mix.
[29:49.350 --> 29:50.910]  I may spray with just one product.
[29:50.910 --> 29:53.290]  I may mix up multiple products at a time.
[29:53.290 --> 29:56.390]  But every Monday, those plants are getting treated.
[29:56.390 --> 30:00.650]  I also write down exactly what I sprayed on each plant.
[30:00.650 --> 30:03.630]  That way next week, I know I can switch my pesticide.
[30:03.630 --> 30:07.830]  I can spray something different next week to prevent a resistance.
[30:07.830 --> 30:11.110]  Now I know that my plants have got a protective barrier.
[30:11.110 --> 30:15.510]  There's a little protection going on to prevent from getting pests in the room.
[30:15.510 --> 30:21.030]  If you're using lighter sprays, if you're using botanical oils or essential oils, you
[30:21.030 --> 30:24.030]  may want to up your spray regimen to twice a week.
[30:24.030 --> 30:28.750]  If those things don't stick around very long, you may want to apply them more frequently.
[30:28.750 --> 30:33.510]  So have a weekly spray schedule in place and try to switch up your products so that you
[30:33.510 --> 30:37.430]  can prevent your pests from building any type of resistance.
[30:38.030 --> 30:42.190]  Now when you're in there applying the sprays, spray the undersides of the leaves.
[30:42.190 --> 30:45.310]  You'll notice the spider mites are on the underside of the leaves.
[30:45.310 --> 30:46.790]  Why not spray there?
[30:46.790 --> 30:51.030]  So start at the bottom of the plant and start spraying the underside of the leaf and work
[30:51.030 --> 30:52.750]  your way up the plant to the top.
[30:52.750 --> 30:55.350]  And you will saturate the entire grow this way.
[30:55.350 --> 30:59.350]  Try to cover all of the plants just to the point of runoff, right to when they start
[30:59.350 --> 31:00.350]  dripping.
[31:00.350 --> 31:03.790]  Specific products will have specific guidelines, but I recommend you spray right to where they
[31:03.790 --> 31:04.830]  start running off.
[31:04.830 --> 31:07.190]  You just want to saturate that plant.
[31:07.230 --> 31:09.990]  You don't want to leave any desirable space for a pest.
[31:09.990 --> 31:13.150]  So get in there and spray once, maybe twice a week.
[31:13.150 --> 31:16.510]  And you can do this throughout the vegetative stage.
[31:16.510 --> 31:20.390]  Now once we start approaching the flower phase, we need to think about what we are going to
[31:20.390 --> 31:23.470]  do for pest management during the bloom phase.
[31:23.470 --> 31:30.230]  In a typical commercial grow, I would generally apply approved pesticides until day 14 or
[31:30.230 --> 31:32.230]  15 of the flowering phase.
[31:32.230 --> 31:36.990]  I may go in there the first day of the third week and hit that room one last time if I've
[31:36.990 --> 31:41.530]  had any problems, just to make sure those bugs aren't coming back.
[31:41.530 --> 31:44.830]  If you don't have any buds building yet, if you're just starting to get bud set, you should
[31:44.830 --> 31:48.910]  be okay with one final spray if you were selective with your products.
[31:48.910 --> 31:53.110]  Now if you haven't seen any bugs, you can taper off your spray applications earlier
[31:53.110 --> 31:58.030]  in flower, and that's when we can start to introduce our beneficial and predator insects.
[31:58.030 --> 32:01.470]  Now the beneficial insects work just like pesticide applications.
[32:01.470 --> 32:05.030]  You have to reapply them at specified intervals.
[32:05.070 --> 32:09.190]  Most of the vendors that provide live bugs are willing to set you up on a schedule to
[32:09.190 --> 32:12.230]  where you will receive the same order every week.
[32:12.230 --> 32:14.270]  That way you can rely on it coming.
[32:14.270 --> 32:15.270]  It'll show up at the grow.
[32:15.270 --> 32:16.670]  You'll say, hey, look, they're here.
[32:16.670 --> 32:18.950]  And then you've got to hang them because they're right there in your face.
[32:18.950 --> 32:20.470]  You can't forget, you can't put it off.
[32:20.470 --> 32:21.470]  They're alive.
[32:21.470 --> 32:25.430]  So that's a good way to get yourself on a good regimen and a good schedule of getting
[32:25.430 --> 32:27.030]  the live bugs out.
[32:27.030 --> 32:31.830]  So in a commercial grow, we basically work with spray applications until we see bud set.
[32:31.830 --> 32:34.070]  That's when we switch to the predator bugs.
[32:34.110 --> 32:38.310]  Make sure to taper off your spray application to where it doesn't destroy your predator
[32:38.310 --> 32:39.310]  bugs.
[32:39.310 --> 32:42.910]  Now, if you've been releasing your predators on your schedule and you start seeing spider
[32:42.910 --> 32:47.470]  mites, you can order fast release predators that will get in there and eat those spider
[32:47.470 --> 32:48.470]  mites for you.
[32:48.470 --> 32:51.570]  They come in a bottle with a little spout and they are hungry.
[32:51.570 --> 32:55.150]  You turn the spout, you open that bottle, you point that bottle at a leaf and the spider
[32:55.150 --> 32:58.190]  mite, the predator mites that are in there start marching out.
[32:58.190 --> 33:01.310]  They go and destroy the spider mite colonies.
[33:01.310 --> 33:05.670]  So if you start seeing an infestation during flower and you're already putting out the
[33:05.670 --> 33:09.250]  bugs, you just need to step up the bugs and try to ride it out through flower.
[33:09.250 --> 33:14.870]  You can defoliate, take any spider mite infested leaves out of there, get them out of the room.
[33:14.870 --> 33:17.270]  Don't go into a different room after that.
[33:17.270 --> 33:20.990]  Don't drag the bugs from the dirty room to the clean room on your clothes.
[33:20.990 --> 33:24.350]  Try to start the day working in the clean room and then work your way through to the
[33:24.350 --> 33:29.430]  dirtiest rooms and try to work on the bug infested room very last if that is an option.
[33:29.430 --> 33:33.190]  So if you've done everything correctly, you won't see spider mites late in flower, but
[33:33.190 --> 33:38.150]  if you do and you're using beneficial insects, you've got the option to apply more beneficial
[33:38.150 --> 33:39.150]  insects.
[33:39.150 --> 33:42.630]  I don't recommend spraying flowering plants with anything.
[33:42.630 --> 33:45.850]  Once you have bud set, everything you spray on there, you will taste it.
[33:45.850 --> 33:49.310]  If not in the flower, you will taste it in the concentrates.
[33:49.310 --> 33:54.470]  So if you do notice a presence of bugs late in flower in your flowering room and you were
[33:54.470 --> 34:00.110]  using beneficial insects as your pest management system, or if you're using sprays as your
[34:00.110 --> 34:04.510]  pest management system, it is time to step your game up in your vegetative areas.
[34:04.510 --> 34:08.710]  We need to eliminate the pests in veg because if you've got them in flower, they are in
[34:08.710 --> 34:13.590]  veg and we need to start getting rid of them and having a clean grow before we move stuff
[34:13.590 --> 34:17.990]  into the flower room because like I've mentioned, once we get past week three, we can't really
[34:17.990 --> 34:19.190]  spray those plants.
[34:19.190 --> 34:23.150]  We can only treat them with bugs and that takes time to build up.
[34:23.150 --> 34:27.590]  So let's focus on getting the plants clean and pest free before we even move them to
[34:27.590 --> 34:29.230]  that stage.
[34:29.230 --> 34:31.510]  A lot of people try to focus on the flowering plants.
[34:31.510 --> 34:33.190]  They want to get those pest free.
[34:33.190 --> 34:34.430]  Those are on their way out.
[34:34.430 --> 34:35.910]  Let's focus on the moms.
[34:35.910 --> 34:39.130]  Let's go all the way to the beginning and get the mother plants very clean.
[34:39.130 --> 34:41.110]  Let's get the source material clean.
[34:41.110 --> 34:43.230]  Let's work on keeping the clones clean.
[34:43.230 --> 34:45.350]  Let's learn how to get the veg room immaculate.
[34:45.350 --> 34:48.790]  So that way when we move into the flower room, we don't have to battle bugs.
[34:48.790 --> 34:49.970]  We don't have to battle pests.
[34:49.970 --> 34:54.450]  We can focus on building those fat juicy buds and delicious trichomes that we're all
[34:54.450 --> 34:55.450]  after.
[34:55.450 --> 34:58.570]  Now, one thing I do recommend is write down all of your sprays.
[34:58.570 --> 35:02.210]  If you were working in a commercial grow, you were required to write down all of your
[35:02.210 --> 35:03.210]  sprays.
[35:03.210 --> 35:04.810]  You have to write down the date, the time.
[35:04.810 --> 35:09.730]  You also have to write down the name of every product and the EPA number of every product
[35:09.730 --> 35:12.330]  and the amount of every product that you applied.
[35:12.330 --> 35:15.970]  You have to write down the REI of each product that you applied.
[35:15.970 --> 35:18.610]  You have to write down the lot number of plants.
[35:18.610 --> 35:21.850]  There's a lot of documenting to be done in a commercial grow.
[35:21.850 --> 35:25.810]  I recommend you do the same thing in your private grow just for peace of mind.
[35:25.810 --> 35:27.650]  It's always nice to have records.
[35:27.650 --> 35:31.610]  And if you do end up working in a commercial grow, you've already got experience writing
[35:31.610 --> 35:33.290]  down what you've been using.
[35:33.290 --> 35:39.730]  Now, I'm sure there are a lot of people that will not agree with my pesticide spray application
[35:39.730 --> 35:40.730]  regimen.
[35:40.730 --> 35:41.970]  That is just fine with me.
[35:41.970 --> 35:44.450]  I like that people have different opinions.
[35:44.450 --> 35:47.610]  That's just the method that I use in a commercial environment.
[35:47.610 --> 35:49.850]  That's what has been proven to work for me.
[35:49.850 --> 35:53.590]  It has been proven to be cost-effective, and it is something that I can train other employees
[35:53.590 --> 35:57.090]  to do on a repeatable basis.
[35:57.090 --> 36:01.290]  Just like all other aspects of growing cannabis, the options for integrated pest management
[36:01.290 --> 36:02.370]  are endless.
[36:02.370 --> 36:06.210]  And as long as it's making you happy, as long as you are satisfied with the results, keep
[36:06.210 --> 36:07.210]  doing it.
[36:07.210 --> 36:11.530]  All right, podcast world, that is my quick talk on integrated pest management.
[36:11.530 --> 36:13.610]  I know I didn't recommend any products.
[36:13.610 --> 36:15.530]  I didn't recommend any specific vendors.
[36:15.530 --> 36:17.730]  I did not recommend any brands.
[36:17.730 --> 36:22.490]  My goal was to give you an idea of how to start your own custom-tailored integrated
[36:22.490 --> 36:23.930]  pest management.
[36:23.930 --> 36:27.450]  Now you know what to expect, and you've got a few options on how to prevent and how to
[36:27.450 --> 36:28.690]  treat those things.
[36:28.690 --> 36:34.530]  Now you can customize that program to work for your grow, your budget, and your style.
[36:34.530 --> 36:38.410]  If you've got any questions or comments about this podcast, I would love to hear from you.
[36:38.410 --> 36:42.770]  My email address is growfromyourheartathotmail.com.
[36:42.770 --> 36:46.610]  If you feel like this podcast was educational, informative, or entertaining, and you would
[36:46.610 --> 36:52.370]  like to contribute to the show financially, you can do so by going to patreon.com slash
[36:52.370 --> 36:53.730]  growfromyourheart.
[36:53.730 --> 36:57.770]  All of the information you need to become a patron will be right there.
[36:57.770 --> 37:00.510]  Ladies and gentlemen, I made it 35 minutes without taking a break.
[37:00.510 --> 37:01.970]  My voice is burning out.
[37:01.970 --> 37:04.570]  I want to thank you for hanging out for this long episode.
[37:04.570 --> 37:06.770]  I'll be back Monday with a fresh new episode.
[37:06.770 --> 37:09.730]  I want to give a huge shout out to Stabby McStabberson.
[37:09.730 --> 37:14.210]  Until next time, take a fat dab and give your mom a hug for me.
[37:14.210 --> 37:15.490]  Welcome to the show, everybody.
[37:15.490 --> 37:19.210]  It's time for episode 360 of the Grow From Your Heart podcast.
[37:19.210 --> 37:22.270]  This episode is brought to you by the Hella Dank Seed Company.
[37:22.270 --> 37:26.810]  If you need new seeds for your garden, I highly recommend the Hella Dank Seed Company, and
[37:26.810 --> 37:30.970]  you can find them at dankseed.store.
[37:30.970 --> 37:34.570]  You guys know I like to start the show off by letting you know what I'm smoking.
[37:34.570 --> 37:39.410]  Today I'm taking dabs of Bubble Jack FSC from Fuego Extracts.
[37:40.090 --> 37:41.970]  I really love the flavor of this stuff.
[37:41.970 --> 37:43.330]  It tastes like bubble gum.
[37:43.330 --> 37:45.250]  The flavor just lingers on my tongue.
[37:45.250 --> 37:46.250]  I really like it.
[37:46.250 --> 37:49.150]  There's a little information printed on the side of the package here.
[37:49.150 --> 38:01.210]  It's got a lab test that says 71.83% max THC, 2.85% CBGA, and it's got 9.98% terpenes.
[38:01.210 --> 38:05.730]  I really enjoy this concentrate, that bubble gum, cotton candy flavor that just lingers
[38:05.730 --> 38:07.250]  on the tongue is perfect.
[38:07.250 --> 38:10.710]  And then that head high that goes straight to the brain and keeps you rambling, keeps
[38:10.710 --> 38:12.370]  you motivated is perfect.
[38:12.370 --> 38:17.490]  So a big two thumbs up to the Bubble Jack Full Spectrum Extract from Fuego Extracts.
[38:17.490 --> 38:19.730]  I really do enjoy smoking this.
[38:19.730 --> 38:23.530]  All right, you guys, let's keep moving this show forward because I have got a lot to talk
[38:23.530 --> 38:24.530]  about.
[38:24.530 --> 38:26.770]  We're going to get back into the grow lessons on this episode.
[38:26.770 --> 38:30.850]  This is going to be the eighth lesson in a long series of grow lessons.
[38:30.850 --> 38:35.090]  So far we've talked about our goals and ideas and where to set up our grow.
[38:35.450 --> 38:36.530]  We've gone over the equipment.
[38:36.530 --> 38:37.650]  We've talked about the lights.
[38:37.650 --> 38:38.970]  We've talked about our containers.
[38:38.970 --> 38:40.810]  We've talked about soil and medium.
[38:40.810 --> 38:42.210]  We've talked about pest control.
[38:42.210 --> 38:47.650]  And if you're not caught up, I recommend you go back to episode 351 and start there.
[38:47.650 --> 38:49.650]  There are a couple of interruptions in the lessons.
[38:49.650 --> 38:54.090]  I will sneak in a few episodes that are not grow lessons while I'm doing this series.
[38:54.090 --> 38:55.770]  Sometimes I'll need to read emails.
[38:55.770 --> 38:57.530]  Sometimes I'll need to answer questions.
[38:57.530 --> 39:01.370]  Coming up, we're going to have some iTunes customer reviews, things like that will disrupt
[39:01.370 --> 39:03.930]  the lessons, but I think it keeps the shows fresh.
[39:03.930 --> 39:06.730]  It keeps me motivated and it keeps it fun.
[39:06.730 --> 39:09.490]  But in this episode, we will continue the grow lessons.
[39:09.490 --> 39:13.610]  But before we get there, let's talk about a couple of things I kind of overlooked while
[39:13.610 --> 39:16.410]  we were talking about building our grow.
[39:16.410 --> 39:20.410]  It might be a good idea to add a smoke detector to each grow room.
[39:20.410 --> 39:24.490]  Wherever you've got a grow light hanging, have a smoke detector in that room.
[39:24.490 --> 39:29.090]  Also, I would recommend a fire extinguisher outside of each grow room.
[39:29.090 --> 39:33.410]  Now, I hope you don't have to use it, but if that smoke alarm goes off, you would rather
[39:33.410 --> 39:38.010]  have that fire extinguisher outside of the grow room so you don't have to open the door,
[39:38.010 --> 39:41.490]  run in there, get the fire extinguisher, then start working on the fire.
[39:41.490 --> 39:44.130]  If it's outside of the grow room, you can just grab it.
[39:44.130 --> 39:45.730]  You can be a little more prepared.
[39:45.730 --> 39:46.730]  You can get in there.
[39:46.730 --> 39:48.130]  You can start putting out the fire.
[39:48.130 --> 39:52.390]  Also, if you've never used a fire extinguisher, maybe read the instructions.
[39:52.390 --> 39:55.290]  Maybe understand what to do in case of a fire.
[39:55.290 --> 39:57.370]  Maybe just read that little book that comes with it.
[39:57.370 --> 39:59.650]  And also, make sure it stays charged.
[39:59.650 --> 40:00.850]  It's got a gauge on it.
[40:00.850 --> 40:02.850]  It's got a red, a yellow, and a green.
[40:02.850 --> 40:05.930]  Make sure your little arrow is in the green at all times.
[40:05.930 --> 40:09.610]  You might want to think about some sort of automated fire suppression system.
[40:09.610 --> 40:12.010]  They make things that hang in the middle of the grow room.
[40:12.010 --> 40:13.410]  It's got a little heat sensor in it.
[40:13.410 --> 40:15.870]  If it gets too hot, it basically explodes.
[40:15.870 --> 40:20.010]  It releases a powder that rains down into the grow room that will put out any fire that's
[40:20.010 --> 40:21.390]  in the room.
[40:21.390 --> 40:26.130]  Think about some sort of way to detect and suppress a fire in your grow room should that
[40:26.130 --> 40:28.210]  situation occur.
[40:28.210 --> 40:32.410]  Another thing I overlooked when we were designing and building our room was an automated watering
[40:32.450 --> 40:34.570]  system or an assisted watering system.
[40:34.570 --> 40:39.090]  An automated watering system can really speed things up once you get into a larger grow.
[40:39.090 --> 40:43.490]  It also makes the plants really happy because the plants love consistency.
[40:43.490 --> 40:47.930]  If you're interested in designing an auto watering system, I did a full episode about
[40:47.930 --> 40:50.330]  auto watering on episode 335.
[40:50.330 --> 40:55.250]  Unfortunately, there were some audio technical difficulties and parts of the episode chop
[40:55.250 --> 40:56.250]  out.
[40:56.250 --> 41:00.550]  If you listened to that episode and you still have specific questions, send me an email
[41:00.550 --> 41:05.510]  at growfromyourheartathotmail.com and we will get your auto water system dialed in.
[41:05.510 --> 41:10.830]  All right, so at this point, we should have goals and reasonable expectations for our
[41:10.830 --> 41:11.830]  grow.
[41:11.830 --> 41:14.230]  We should have a good idea of where we want to put the grow.
[41:14.230 --> 41:18.790]  We should have a good idea of the gear we want to buy, the lights, the pots, the medium.
[41:18.790 --> 41:21.310]  We should also have a good idea of pest control.
[41:21.310 --> 41:23.830]  Now we've talked a little bit about fire suppression.
[41:23.830 --> 41:26.930]  I've also done an in-depth episode on fire suppression.
[41:26.930 --> 41:28.690]  That is episode 260.
[41:28.690 --> 41:33.770]  If you want to learn a lot about fire safety in your grow, episode number 260 will teach
[41:33.770 --> 41:35.290]  you a lot there.
[41:35.290 --> 41:40.810]  If you decide you want to add an auto watering system to your grow, episode 335 is the episode
[41:40.810 --> 41:42.530]  all about auto watering.
[41:42.530 --> 41:44.210]  That should get us all caught up.
[41:44.210 --> 41:45.330]  The room is ready.
[41:45.330 --> 41:46.530]  We've got the gear planned out.
[41:46.530 --> 41:48.610]  We've got a good idea of pest management.
[41:48.610 --> 41:50.050]  We know what we're going to feed the plants.
[41:50.050 --> 41:51.650]  We know how to take care of a fire.
[41:51.650 --> 41:54.610]  We know how to set up an auto watering system if we need one.
[41:54.610 --> 41:57.010]  Now we're getting to the fun part of this journey.
[41:57.010 --> 41:59.710]  Let's start thinking about plants.
[41:59.710 --> 42:01.050]  What do you want to grow?
[42:01.050 --> 42:05.430]  What do you want to dedicate your time, your energy, your space, and a bunch of money to
[42:05.430 --> 42:08.870]  over the next 90 to 120 days?
[42:08.870 --> 42:11.050]  What strains have gotten your attention?
[42:11.050 --> 42:13.050]  What strains do you really enjoy smoking?
[42:13.050 --> 42:15.010]  Does something work for you medically?
[42:15.010 --> 42:17.830]  Does something work for you recreationally?
[42:17.830 --> 42:22.930]  Is there something that is reliable that every time you smoke it, you get the desired effect?
[42:22.930 --> 42:26.970]  This is going to fall back to the very first episode of this grow lesson series.
[42:26.970 --> 42:28.490]  Are you growing this for yourself?
[42:28.490 --> 42:30.570]  Are you growing it for a medical patient?
[42:30.570 --> 42:34.290]  You have a lot of things to think about when it comes to deciding what strains to grow
[42:34.290 --> 42:35.890]  in your new garden.
[42:35.890 --> 42:41.130]  In legal, medical, and recreational states, we have a lot more options for acquiring genetic
[42:41.130 --> 42:42.130]  material.
[42:42.130 --> 42:45.650]  We can go to a dispensary and buy a clone off of the shelf.
[42:45.650 --> 42:49.530]  We can go to our friend's garden and ask them for clones and they can give, sell, or trade
[42:49.530 --> 42:51.030]  those clones to us.
[42:51.130 --> 42:53.670]  We can acquire clones here very easily in Colorado.
[42:53.670 --> 42:58.510]  In fact, I went to a dispensary just a few days ago to pick up these Fuego extracts and
[42:58.510 --> 43:02.270]  they had two different variety of clones on the shelf that looked very healthy.
[43:02.270 --> 43:07.790]  They had Purple Punch and Dosey Dose on the shelf ready to go at a very reasonable price.
[43:07.790 --> 43:10.990]  Clones are readily available in Colorado.
[43:10.990 --> 43:14.110]  Seeds are also available in some Colorado dispensaries.
[43:14.110 --> 43:17.510]  You can walk right into the store, you can grab a pack of seeds, and you can start your
[43:17.510 --> 43:21.710]  new garden from seeds you picked up at your local dispensary.
[43:21.710 --> 43:25.430]  Clones and seeds are both viable options for starting a garden.
[43:25.430 --> 43:31.230]  This episode is going to focus on the great debate on seeds versus clones.
[43:31.230 --> 43:35.550]  Before we get into that, let's talk a little bit about how you can decide what strain you
[43:35.550 --> 43:36.950]  want to grow.
[43:36.950 --> 43:40.630]  The best way to do that is to smoke a bunch of different strains.
[43:40.630 --> 43:44.550]  Now, if you're in a medical or recreational state, that is a lot easier than if you were
[43:44.550 --> 43:46.350]  in Prohibition land.
[43:46.350 --> 43:50.510]  If you're in Prohibition land, who knows if the strain you are buying is even really
[43:50.510 --> 43:52.870]  what whoever is selling it to you is called.
[43:52.870 --> 43:56.750]  They're probably growing something and they're calling everything cookies because cookies
[43:56.750 --> 43:57.750]  sells.
[43:57.750 --> 44:00.190]  Anything with the letters OG at the end of it sell.
[44:00.190 --> 44:04.550]  You've probably got something cookies OG, anything with the word fire in there works
[44:04.550 --> 44:05.550]  well.
[44:05.550 --> 44:10.390]  You guys are probably buying fire cookies OG in Prohibition land everywhere.
[44:10.390 --> 44:14.910]  It's probably whatever that person got a clone of or whatever that person's buying bulk of
[44:14.910 --> 44:18.350]  and they're just renaming it because they know that names are hot.
[44:18.350 --> 44:21.070]  So in a Prohibition state, it's going to be a little bit harder.
[44:21.070 --> 44:22.070]  Maybe you'll get lucky.
[44:22.070 --> 44:24.430]  Maybe you'll get a seed in your bag of weed one day.
[44:24.430 --> 44:26.590]  You can always grow out those bag seeds.
[44:26.590 --> 44:29.910]  Sometimes you find phenotypes very close to what you started with.
[44:29.910 --> 44:33.470]  Also sometimes you find hermaphrodites and problematic plants, so be prepared for that
[44:33.470 --> 44:34.470]  as well.
[44:34.470 --> 44:36.730]  But sometimes it is your only option.
[44:36.730 --> 44:40.510]  It's always an awkward situation asking a grower for clones.
[44:40.510 --> 44:44.110]  If you're a new grower and you're buying herb from somebody and you're like, bro, I really
[44:44.110 --> 44:45.110]  love this strain.
[44:45.110 --> 44:46.390]  Do you think I could get a clone?
[44:46.390 --> 44:48.790]  That always presents an awkward situation.
[44:48.790 --> 44:50.970]  First of all, now you both know you're growing.
[44:50.970 --> 44:54.550]  If you're in a Prohibition state, that makes things really weird for both of you.
[44:54.550 --> 44:59.230]  Also the guy doesn't want to release his genetics to you because now he's going to lose a customer.
[44:59.230 --> 45:04.350]  So unless you're on a really friendly basis with your weed guy, I would avoid that conversation.
[45:04.350 --> 45:08.710]  Now in a legal state, in a recreational or a medical state, it's really easy to go find
[45:08.710 --> 45:10.790]  out what strains work best for you.
[45:10.790 --> 45:15.430]  You go to the dispensary and you buy as many grams as you can afford of different varieties
[45:15.430 --> 45:17.270]  and you go home and you smoke them.
[45:17.270 --> 45:19.990]  You start fresh every day and you try this strain.
[45:19.990 --> 45:21.310]  I haven't smoked this one yet.
[45:21.310 --> 45:25.270]  Let's smoke strain A and you take a few notes and you see how it works for you first thing
[45:25.270 --> 45:26.270]  in the morning.
[45:26.270 --> 45:29.270]  If you've got a target, if you're trying to make your leg pain go away, if you're trying
[45:29.270 --> 45:32.710]  to make your headache go away, if you're trying to make your back pain go away, if you're
[45:32.710 --> 45:38.390]  trying to make your anxiety go away, document the level of which that ailment starts.
[45:38.390 --> 45:39.390]  Is it a five?
[45:39.390 --> 45:40.390]  Is that at a 10?
[45:40.990 --> 45:43.110]  Okay, I started off with a level five leg pain.
[45:43.110 --> 45:47.790]  I smoked a bowl of this strain A. I know my leg pain is at a two.
[45:47.790 --> 45:48.790]  Document that.
[45:48.790 --> 45:50.830]  The next day I woke up, leg pain's at a five.
[45:50.830 --> 45:54.630]  I smoked strain B. Now my leg pain is still at a five.
[45:54.630 --> 45:56.790]  I obviously don't want to buy any more of this shit.
[45:56.790 --> 45:59.550]  Then you want to go the next day, day number three.
[45:59.550 --> 46:01.550]  I woke up, my leg pain's at a six.
[46:01.550 --> 46:02.550]  I smoked some of this.
[46:02.550 --> 46:03.790]  Now I'm at a two.
[46:03.790 --> 46:05.110]  This one might work well for me.
[46:05.110 --> 46:08.550]  Let's put a little star by that and remember what this is and then just keep doing little
[46:08.550 --> 46:12.830]  tests like that on yourself and with the flowers and find out what strain works for
[46:12.830 --> 46:13.830]  you.
[46:13.830 --> 46:18.030]  If you find a strain at one dispensary that works very well for you, try to find it at
[46:18.030 --> 46:22.630]  another dispensary and smoke that product because they have different growers.
[46:22.630 --> 46:24.310]  They may have different clones.
[46:24.310 --> 46:27.050]  Their product is going to come out very different in the end.
[46:27.050 --> 46:31.670]  Even if we start with the same clone, two commercial grows will produce two very different
[46:31.670 --> 46:32.670]  products.
[46:32.670 --> 46:34.410]  So try them both and see if it's the strain.
[46:34.410 --> 46:35.790]  It might've just been that one batch.
[46:35.790 --> 46:37.590]  It might've just been that one grow.
[46:37.630 --> 46:40.390]  So try different batches if possible.
[46:40.390 --> 46:43.190]  I know it sounds like I'm completely spoiled, but this is a real thing.
[46:43.190 --> 46:49.350]  I can drive to 10 dispensaries in my area and probably five of them have wedding cake
[46:49.350 --> 46:53.070]  and that wedding cake was probably grown by three different grows.
[46:53.070 --> 46:57.230]  And I bet you if I try all three of them, they're all going to have very subtle nuances.
[46:57.230 --> 46:58.830]  One will taste a little different.
[46:58.830 --> 47:01.830]  One's going to burn a little different and one's going to have a better high, but they're
[47:01.830 --> 47:06.170]  all going to have that wedding cake droopy eye giggly kind of thing going on.
[47:06.170 --> 47:09.490]  So try to check them out from different grows if you can.
[47:09.490 --> 47:13.690]  Make sure that it's the strain and not just that one grower that did it for you.
[47:13.690 --> 47:18.110]  Now one thing I want to loop back on, we talked about trying to get a clone from your grower.
[47:18.110 --> 47:23.130]  If you do try to buy a clone from your grower friend, don't be offended when he hits you
[47:23.130 --> 47:25.830]  with a really steep price.
[47:25.830 --> 47:26.830]  Think about this.
[47:26.830 --> 47:28.830]  He's been selling you herb for how long?
[47:28.830 --> 47:30.530]  And now you're going to grow your own?
[47:30.530 --> 47:32.530]  How much money are you taking out of his pocket?
[47:32.530 --> 47:36.250]  I know you're going to save that much money, but that guy has been relying on you as a
[47:36.250 --> 47:38.610]  customer and now you're going to try to grow your own?
[47:38.610 --> 47:40.690]  He's going to go, dude, this guy's gone.
[47:40.690 --> 47:44.930]  You've got to put a fat chunk in his pocket as a parting gift when he gives you that clone.
[47:44.930 --> 47:46.690]  That's why he needs so much for it.
[47:46.690 --> 47:48.690]  Also he's the only one growing that in town.
[47:48.690 --> 47:49.690]  That's how he's living.
[47:49.690 --> 47:50.690]  That's how he's making his income.
[47:50.690 --> 47:51.930]  You're going to buy it into that.
[47:51.930 --> 47:53.250]  That genetic is going to be out there.
[47:53.250 --> 47:56.870]  How does he know you're not going to run a bunch of it and flood the town with it?
[47:56.870 --> 48:00.970]  So when they hit you with a really high price for a clone in a prohibition state, that's
[48:00.970 --> 48:01.970]  why.
[48:01.970 --> 48:03.450]  That's how that person is living.
[48:03.450 --> 48:04.890]  That is his income.
[48:04.890 --> 48:05.890]  That's his artwork.
[48:05.890 --> 48:10.110]  He's probably Fino hunted that or he paid a whole lot of money for that clone himself.
[48:10.110 --> 48:15.550]  So he's sharing his revenue stream with you and kind of opening up the floodgates to put
[48:15.550 --> 48:17.430]  himself out of business.
[48:17.430 --> 48:20.810]  Once you guys do a Fino hunt and you found your own keeper, you kind of understand a
[48:20.810 --> 48:24.050]  little bit more, especially in a prohibition state.
[48:24.050 --> 48:27.930]  All right, you guys, we've talked a little bit about deciding what you want to grow.
[48:27.930 --> 48:29.690]  What you want to grow is up to you.
[48:29.690 --> 48:33.770]  Once you decide what you want to grow, if you pick something that takes 10 or 12 weeks
[48:33.770 --> 48:37.410]  and it grows tall and skinny, if that's really what you think you want to grow, you're going
[48:37.410 --> 48:39.690]  to have to adapt to that plant.
[48:39.690 --> 48:42.030]  Don't try to make that plant adapt to you.
[48:42.030 --> 48:43.450]  That is not how it works.
[48:43.450 --> 48:46.690]  All right, I've got a bunch of notes, but I don't have a good segue.
[48:46.690 --> 48:48.730]  So let's just jump right into this.
[48:48.730 --> 48:51.670]  Let's talk about the debate on seeds versus clones.
[48:51.670 --> 48:53.450]  You've decided what you want to grow.
[48:53.450 --> 48:56.770]  Now do you want to grow it from seed or from clone?
[48:56.850 --> 49:02.170]  Growing from either seed or clone both have their advantages and disadvantages.
[49:02.170 --> 49:05.450]  Something you'll have to think about with both of them is availability.
[49:05.450 --> 49:08.050]  Are clones available where you are?
[49:08.050 --> 49:13.370]  Does somebody in your area grow that is willing to release clones to you for your personal
[49:13.370 --> 49:14.410]  production?
[49:14.410 --> 49:18.130]  Is there a dispensary in your area that sells clones?
[49:18.130 --> 49:22.610]  If I read correctly, in Canada, you can ship clones to each other through the mail.
[49:22.610 --> 49:23.970]  So that's an option.
[49:23.970 --> 49:27.850]  But if nobody has clones near you, they are not available.
[49:27.850 --> 49:31.050]  Now if somebody does have clones, are they accurately labeled?
[49:31.050 --> 49:33.850]  Do they have the variety you're looking for?
[49:33.850 --> 49:35.250]  And are they clean?
[49:35.250 --> 49:37.090]  We'll talk about that in just a minute.
[49:37.090 --> 49:39.370]  It's kind of the same story with seeds.
[49:39.370 --> 49:42.690]  Do you know somebody that's got seeds that is willing to share some with you?
