[00:00.510 --> 00:10.430]  Welcome back podcast world.
[17:18.070 --> 17:19.350]  I did reply with a video.
[17:19.350 --> 17:22.590]  I was kind enough to make a quick video of my space and show that to you.
[17:22.590 --> 17:23.430]  I hope it helped out.
[17:23.750 --> 17:26.950]  Then it says, mites are the only problem I haven't dealt with over the years.
[17:26.950 --> 17:32.630]  And I don't want to have to, uh, the way to not deal with mites is to have a solid
[17:32.630 --> 17:36.270]  integrated pest management system, have some sort of security so that those mites
[17:36.270 --> 17:40.590]  cannot arrive, don't allow them to even show their faces, either sprays or
[17:40.590 --> 17:42.590]  predators, however you choose to do it.
[17:43.430 --> 17:47.070]  In your message, uh, you were concerned that maybe they'll come in the cracks.
[17:47.070 --> 17:48.990]  It feels like maybe they'll come in those little holes where
[17:48.990 --> 17:50.230]  you just hung up that board.
[17:50.590 --> 17:53.270]  They're going to come in through the miniature cracks in the walls in your
[17:53.270 --> 17:55.630]  house anyway, if they're there, they're coming in.
[17:55.990 --> 17:58.590]  Uh, just make sure you've got a pest management system.
[17:58.990 --> 18:02.790]  Um, another good point you bring up is also with a unit on the floor, the hoses
[18:02.790 --> 18:04.870]  don't quite reach without being fully stretched.
[18:05.190 --> 18:08.030]  Will I need additional six inch venting or five inch?
[18:08.030 --> 18:10.110]  They're using five inch on that one different model than I've got.
[18:10.390 --> 18:12.550]  So the hoses are working properly, or would it be better to
[18:12.550 --> 18:14.350]  prop it up on cement blocks?
[18:14.630 --> 18:15.870]  That is a very good question.
[18:15.910 --> 18:20.790]  I love the way you think I've got mine raised up on three cinder blocks.
[18:20.990 --> 18:22.110]  I've got it up kind of high.
[18:22.270 --> 18:26.550]  The heat blows at the canopy or the air, the cool blows at the canopy of my plants
[18:26.550 --> 18:27.470]  right across the top.
[18:27.470 --> 18:29.310]  It kind of goes between the lights and the canopy.
[18:29.590 --> 18:30.750]  That's where the hottest part is.
[18:31.030 --> 18:32.990]  It just pushes that heat right away.
[18:33.190 --> 18:36.750]  Also up on the buckets, I am allowed to, these air conditioners will
[18:36.750 --> 18:38.630]  create condensation and runoff.
[18:38.630 --> 18:39.750]  There's a drain in the back.
[18:39.950 --> 18:40.990]  It will pee a little bit.
[18:41.030 --> 18:45.630]  Occasionally run that tube into a bucket between those cinder blocks that you've
[18:45.630 --> 18:47.270]  got it raised up on or however you raise it.
[18:47.270 --> 18:48.750]  Cinder blocks are my recommendation.
[18:49.070 --> 18:52.310]  It probably weighs about 130 pounds to be careful lifting it up.
[18:52.310 --> 18:53.910]  Make sure it doesn't roll off of there.
[18:54.470 --> 18:57.550]  I put duct tape flaps on the wheels.
[18:58.150 --> 19:01.790]  The cooler is sitting on four cinder blocks.
[19:01.870 --> 19:03.110]  Is it four or is it two?
[19:04.230 --> 19:04.630]  It's two.
[19:04.630 --> 19:05.950]  There's, it's only this wide.
[19:05.950 --> 19:09.230]  So there's two cinder blocks are stacked up three high, but I took just little
[19:09.230 --> 19:12.950]  mounds, I made speed bumps out of duct tape on the cinder blocks so that the
[19:13.110 --> 19:15.470]  thing cannot roll also the wheels pivot.
[19:15.630 --> 19:18.710]  So I turned it toward the wheels are facing different directions so that it
[19:18.710 --> 19:20.310]  doesn't have an easy way to turn.
[19:20.550 --> 19:21.230]  Just be safe.
[19:21.230 --> 19:21.710]  Be careful.
[19:21.710 --> 19:23.150]  It weighs 130 pounds.
[19:23.430 --> 19:24.350]  It could fall on you.
[19:24.350 --> 19:25.510]  It could fall on your plants.
[19:25.790 --> 19:29.430]  When it falls, that ducting that it's attached to is going to yank the window
[19:29.430 --> 19:32.830]  cover off and now everybody can see right into your grow room if the lights are on.
[19:32.830 --> 19:35.590]  If it's hot outside, everyone's seeing your grow lights.
[19:35.710 --> 19:36.870]  They're seeing your grow room.
[19:37.110 --> 19:38.590]  Make sure that fucking thing doesn't fall.
[19:38.630 --> 19:40.190]  But yes, do raise it up off the ground.
[19:40.190 --> 19:41.550]  It's going to make condensation.
[19:41.870 --> 19:43.430]  Hopefully it came with the drain tube.
[19:43.430 --> 19:44.990]  If not, it's got a little spout in the back.
[19:45.310 --> 19:46.550]  Lift up the cover on that.
[19:46.950 --> 19:48.470]  I just leave it uncovered all the time.
[19:48.470 --> 19:50.190]  Mine's got a tube that hangs into a bucket.
[19:50.670 --> 19:54.150]  Uh, fills up about five gallons, maybe every week or so.
[19:54.150 --> 19:56.590]  I never let it get full cause I can see it when I go in the room.
[19:57.190 --> 19:58.350]  Just dump it occasionally.
[19:58.990 --> 20:01.710]  A lot of people say you can use that water to water your plants.
[20:01.750 --> 20:02.870]  I don't like that.
[20:03.270 --> 20:04.310]  There could be shit in there.
[20:04.310 --> 20:06.950]  There could not, but there could be shit in there.
[20:07.310 --> 20:09.150]  Let's see if there's any more to this message.
[20:09.150 --> 20:12.110]  It says again, thanks for all you do Rasta Jeff.
[20:12.310 --> 20:14.070]  Karen, thank you for noticing.
[20:14.070 --> 20:14.990]  Thank you for the support.
[20:14.990 --> 20:17.310]  You've been helping me out on Patreon for quite a while.
[20:17.310 --> 20:18.550]  It does not go unnoticed.
[20:18.830 --> 20:22.030]  That's part of why your message got moved directly to the top of the list.
[20:22.270 --> 20:23.470]  Also, it was perfectly timed.
[20:23.470 --> 20:24.630]  It's hot as shit outside.
[20:24.910 --> 20:25.550]  I'm sweating.
[20:25.550 --> 20:28.230]  Everybody's rubbing their forehead all day today, everywhere I was.
[20:28.390 --> 20:29.350]  So perfect timing.
[20:29.630 --> 20:33.750]  It also says I popped some lemon Jeffrey and orange chasm seeds that you were kind
[20:33.750 --> 20:35.950]  enough to get to me when seeds here now was sold out.
[20:35.950 --> 20:36.470]  Allegedly.
[20:36.470 --> 20:37.390]  I'm not sure what you're saying.
[20:37.750 --> 20:39.230]  Uh, they look gorgeous.
[20:39.630 --> 20:40.190]  Uh, it's so cool.
[20:40.190 --> 20:43.230]  You're doing operation grow with the orange chasm.
[20:43.590 --> 20:47.670]  Uh, she is referring to operation grow, which is sponsored by IRI
[20:47.670 --> 20:52.190]  genetics, PL grow systems, new millennium nutrients, auto pots, and possibly
[20:52.190 --> 20:56.110]  another company, which I have forgotten, but we are all, they are all growing
[20:56.230 --> 21:00.550]  orange chasm and they are all using a PL grow minder unit to monitor the room.
[21:00.590 --> 21:04.830]  Everybody has an auto pot system to feed the plants and everybody got a box of new
[21:04.830 --> 21:07.510]  millennium to provide nutrition to the plants.
[21:07.510 --> 21:09.350]  And we are all meeting every Saturday.
[21:09.670 --> 21:11.790]  It is 2 PM mountain time.
[21:11.990 --> 21:13.150]  Uh, for me, I'm in mountain time.
[21:13.150 --> 21:15.030]  I don't know where you are, but convert that.
[21:15.710 --> 21:18.310]  Uh, whatever time it is, wherever you are, join us on YouTube.
[21:18.510 --> 21:19.590]  I go on at 2 PM.
[21:19.590 --> 21:21.270]  We talk about operation grow.
[21:21.510 --> 21:23.150]  This time we were growing orange chasm.
[21:23.150 --> 21:25.550]  There are six growers that all started at the same time.
[21:25.870 --> 21:27.510]  They're all on the same phase of growth.
[21:27.510 --> 21:29.790]  We flipped into flower on Saturday.
[21:29.790 --> 21:33.950]  So the coming Saturday will be the first grow report of the
[21:33.950 --> 21:35.110]  plants being into flower.
[21:35.350 --> 21:37.870]  Uh, Karen, I'm glad you were following along with that.
[21:37.870 --> 21:39.470]  I hope you're learning a lot about the plant.
[21:39.470 --> 21:43.110]  There was a lot of interesting information on the last couple of episodes and I love
[21:43.110 --> 21:45.070]  your, uh, your enthusiasm about growing.
[21:45.070 --> 21:46.430]  So keep it up, stick around, please.
[21:46.430 --> 21:48.350]  And if you've got more questions, please reach out.
[21:48.670 --> 21:49.750]  I would love to hear from you.
[21:49.990 --> 21:53.230]  It says, uh, I've been learning about her alongside the boys and I'm
[21:53.230 --> 21:55.030]  stoked to watch her grow.
[21:55.310 --> 21:56.510]  I'm excited that you're joining us.
[21:56.510 --> 21:59.630]  It's good to know that more people from this show are watching that show.
[21:59.630 --> 22:00.230]  So thank you.
[22:00.430 --> 22:03.190]  You guys, I invite you come check out operation grow.
[22:03.430 --> 22:08.030]  It may be operation grow 2019 because that is when it started, but don't get fooled.
[22:08.070 --> 22:09.750]  We are still up to date and staying current.
[22:10.030 --> 22:10.270]  All right.
[22:10.270 --> 22:12.070]  This says, feel free to use my name.
[22:12.070 --> 22:15.830]  If you want to include it on an episode, I'm a medical caregiver out here and I
[22:15.830 --> 22:19.310]  am proud in or out and proud in Michigan.
[22:19.310 --> 22:21.150]  Big shout out to all my friends out there in Michigan.
[22:21.150 --> 22:22.150]  Michigan is killing it.
[22:22.510 --> 22:24.430]  Uh, it's kind of the wild, wild West out there.
[22:24.430 --> 22:25.430]  And I like that style.
[22:25.590 --> 22:27.150]  Karen, you keep it up, keep crushing it.
[22:27.350 --> 22:30.230]  And if you've got more girl questions, please send them right.
[22:30.350 --> 22:31.550]  My direction.
[22:32.150 --> 22:32.310]  All right.
[22:32.310 --> 22:34.590]  I'm going to keep moving because I do have another great message.
[22:34.590 --> 22:36.590]  This one also is about air conditioning.
[22:36.910 --> 22:43.950]  This one comes from, um, uh, monsoon moon for 20 shout out to monsoon moon for 20.
[22:44.750 --> 22:48.750]  The message goes a little bit like a, this, it says, Hey, Ross to Jeff.
[22:48.750 --> 22:52.350]  I'm a long time listener and I love your show because it gets me through the day
[22:52.350 --> 22:54.550]  and teaches me things at the same time.
[22:54.990 --> 22:55.470]  Perfect.
[22:55.470 --> 22:57.350]  You have found the catch, bro.
[22:57.470 --> 22:58.270]  You are learning.
[22:58.310 --> 22:59.030]  You're laughing.
[22:59.190 --> 23:01.590]  You're getting a good time and it's getting you through the day.
[23:01.790 --> 23:04.350]  You're at the office, you're in the truck, you're doing whatever you're doing, but
[23:04.350 --> 23:05.590]  you're not thinking about that crap.
[23:05.590 --> 23:07.790]  Cause I'm teaching you something and you're having fun.
[23:07.790 --> 23:09.510]  So thank you for noticing, bro.
[23:09.790 --> 23:13.350]  It goes on to say, I'm just wondering if you can give me some advice on my
[23:13.350 --> 23:15.910]  mini split ACs for my grow space.
[23:16.430 --> 23:18.750]  I've got to, uh, speak up before we get too far.
[23:18.790 --> 23:20.350]  I am not an HVAC technician.
[23:20.350 --> 23:22.150]  Everything I say is bro science.
[23:22.430 --> 23:24.310]  Uh, this is all from what I've seen and heard.
[23:24.710 --> 23:28.350]  Uh, I am not a pro in this department, but we're going to get through this together.
[23:28.670 --> 23:31.030]  It says I have framed up a veg and flower room.
[23:31.030 --> 23:32.510]  My flower room is five by five.
[23:32.750 --> 23:36.670]  They're in a normal bedroom and I have an active air take an active intake
[23:36.670 --> 23:38.510]  and exhaust in both of my rooms.
[23:38.750 --> 23:42.030]  So you've got active in and active out on both of them.
[23:42.150 --> 23:46.150]  The intakes pull air from the room outside the grow area and the exhaust
[23:46.190 --> 23:48.510]  go to an empty space under the house.
[23:48.990 --> 23:49.390]  All right.
[23:49.390 --> 23:53.550]  So you're pulling from the, uh, outside the grow area and then it's going through
[23:53.550 --> 23:55.550]  the grow space and then under the house.
[23:56.110 --> 23:59.110]  I'm really only worried about cooling the flower room.
[23:59.590 --> 24:02.110]  Uh, then it says the bedroom doesn't matter so much.
[24:02.110 --> 24:02.790]  Yes, it does.
[24:02.790 --> 24:04.310]  That's the first correction I'm going to make.
[24:04.670 --> 24:08.310]  I don't know how hot your flower room, your bedroom is getting, but so many
[24:08.310 --> 24:12.390]  people overlook the importance of building a quality bedroom that their
[24:12.390 --> 24:14.910]  grow is not as successful as it could be.
[24:15.550 --> 24:21.670]  Your veg room is equally as important, if not more important than your flowering
[24:21.670 --> 24:26.190]  room without a proper veg cycle, your plants will be weak and spindly and not
[24:26.190 --> 24:28.070]  prepared for a proper flowering cycle.
[24:28.310 --> 24:32.030]  I'm not saying that monsoon moon 420 is doing anything wrong.
[24:32.190 --> 24:33.430]  They may have a perfect setup.
[24:33.430 --> 24:34.910]  They don't need to make any adjustments.
[24:34.910 --> 24:39.030]  I want to make sure that everybody knows that veg is very important.
[24:39.670 --> 24:43.470]  I often see people invest a lot of money in the flower room.
[24:43.750 --> 24:45.390]  And then I'm like, cool, let me see your veg space.
[24:45.390 --> 24:46.870]  I'm like, Oh, I bought a five by five tent.
[24:47.230 --> 24:50.590]  And I'm like, so you spent thousands of dollars on this fancy flower room
[24:50.870 --> 24:53.630]  and you're going to start everything off in a five by five tent.
[24:54.150 --> 24:54.630]  Okay.
[24:55.190 --> 24:56.550]  That's, that's cool.
[24:56.550 --> 24:59.150]  But I think you should have veg is the foundation.
[24:59.190 --> 25:00.030]  That is the start.
[25:00.230 --> 25:03.510]  You want the best lights, the best ventilation, the best CO2.
[25:03.510 --> 25:05.190]  You want all of the best in veg.
[25:05.510 --> 25:06.270]  That's like training.
[25:06.510 --> 25:08.990]  You want to train the best you can before you go into battle
[25:08.990 --> 25:10.390]  and battle is the flower phase.
[25:10.750 --> 25:11.830]  Um, I want them tough.
[25:11.830 --> 25:12.550]  I want them strong.
[25:12.550 --> 25:13.550]  I want them prepared.
[25:13.550 --> 25:18.030]  I want them to be ready to flower and give me what I need before I put them into flower.
[25:18.030 --> 25:23.150]  So I think veg is just as important and matters as much, if not more.
[25:23.550 --> 25:26.070]  Uh, so I don't know if you've already got a dialed in veg space and it
[25:26.070 --> 25:29.550]  doesn't matter that you upgrade it, but I want to make sure that you
[25:29.550 --> 25:31.270]  understand it does matter as much.
[25:31.270 --> 25:32.350]  Now, let me keep going.
[25:32.350 --> 25:36.910]  It says, do you think it's better to have the head of the AC inside the flower room
[25:36.950 --> 25:40.350]  or outside of the flower room blowing near an intake?
[25:41.190 --> 25:41.470]  All right.
[25:41.470 --> 25:45.270]  So you've got your veg space and your flower space inside of this bedroom.
[25:46.270 --> 25:47.870]  You're bringing air into the tents.
[25:48.310 --> 25:53.470]  If you put the head of your mini split inside the room, you cannot have
[25:53.470 --> 25:57.790]  different temperatures in your veg tent and in your flowering tent because
[25:57.790 --> 26:00.870]  you're cooling the room and sucking that air into the tents.
[26:01.190 --> 26:05.270]  So whatever temperature you get the room in the middle, we call that a lung room.
[26:05.270 --> 26:10.310]  Whatever that lung room is temperature to, that's what temperature is going to go
[26:10.310 --> 26:12.950]  into your flower and your veg spaces.
[26:13.430 --> 26:18.310]  If you put the head of your mini split inside the flower space, you can dial
[26:18.310 --> 26:20.270]  in the temperature in the flower room.
[26:20.670 --> 26:21.670]  You've got a mini split.
[26:21.670 --> 26:22.990]  You should have two heads, right?
[26:22.990 --> 26:24.310]  Can't you put one in each?
[26:24.310 --> 26:25.710]  I'm not sure what unit you bought.
[26:25.950 --> 26:27.270]  Many of them have two heads.
[26:27.270 --> 26:29.510]  That's why it's a split split over here, split it over here.
[26:29.990 --> 26:30.630]  Or is it a split?
[26:30.630 --> 26:32.990]  Cause the heads outside are in here and the units outside.
[26:32.990 --> 26:33.430]  I don't know.
[26:33.630 --> 26:38.550]  Like I said, bro, not an HVAC guy, but, um, so that is your main thing to think about.
[26:38.550 --> 26:41.990]  Do you want to climate control the room and move that air into both of the tents?
[26:41.990 --> 26:45.430]  Or do you want the flowering room to get the focus of the air conditioner?
[26:46.190 --> 26:50.030]  Then it goes on to say, if I go ahead and install it straight into the flower room,
[26:50.030 --> 26:53.270]  will I still need to use my intake or exhausts?
[26:53.910 --> 26:59.310]  Um, yes, because you are not replacing the fresh air, the CO2, the humidity.
[26:59.390 --> 27:00.870]  There's no airflow because of that.
[27:00.870 --> 27:05.390]  You still need, unless you seal up the room and supplement CO2, you do still
[27:05.390 --> 27:09.670]  need exhaust and intake because you'll stifle the CO2 and oxygen in that room.
[27:10.510 --> 27:13.790]  If you're running CO2 and you've got enough CO2 to supplement, to keep those
[27:13.790 --> 27:17.910]  plants happy, you can seal it up and not use those intakes, but if you don't have
[27:17.910 --> 27:21.710]  supplemental CO2 in there, and I mean like 14 to 1600 PPMs, if you're not
[27:21.710 --> 27:26.150]  supplementing high, don't seal it up and do keep using the intakes and outs.
[27:26.630 --> 27:30.270]  Uh, what I need to exhaust the smell out of the room at certain intervals.
[27:31.550 --> 27:35.910]  I hope you've got a carbon filter hooked up to, uh, your outtakes, all of your
[27:35.910 --> 27:39.310]  outtakes and your exhausts, even if they're going under the house, I would
[27:39.310 --> 27:43.910]  still put a carbon filter on all of your outtakes and just run those exhausts.
[27:43.910 --> 27:46.310]  24 hours a day to keep that air moving.
[27:46.590 --> 27:51.310]  You may be able to turn off the fans on the intake because that outtake, the
[27:51.310 --> 27:54.150]  exhaust will passively pull air in through the intakes.
[27:54.150 --> 27:56.150]  You'll get enough replacement air through displacement.
[27:56.470 --> 27:56.990]  Hopefully.
[27:57.710 --> 28:01.030]  I don't know your space, but most of the time, typically that's what will happen.
[28:01.350 --> 28:04.190]  So make sure you're running your carbon filter on your
[28:04.190 --> 28:05.750]  exhaust to keep that air out of there.
[28:05.990 --> 28:07.190]  I think I covered most of that.
[28:07.190 --> 28:12.470]  Then the last part of the question says also, um, what material could I use to
[28:12.470 --> 28:15.190]  make a good seal on the doors to my room?
[28:15.470 --> 28:17.030]  I recommend weather stripping dude.
[28:17.310 --> 28:21.110]  Um, or the flaps that they sell use that flap that goes on the bottom to cover
[28:21.110 --> 28:23.150]  the light, lower that as low as you can.
[28:23.350 --> 28:26.950]  Then also use weather stripping on the inside of the door to where it
[28:26.950 --> 28:28.510]  seals real tight up against the wall.
[28:28.870 --> 28:30.230]  Then they sell other flaps.
[28:30.350 --> 28:32.310]  Um, I can't remember what they're called.
[28:32.310 --> 28:33.390]  They're near the weather stripping.
[28:33.390 --> 28:37.350]  If you go to your local hardware store, there's, they're like six foot sections
[28:37.350 --> 28:38.870]  of weather stripping that'll screw in.
[28:39.030 --> 28:41.030]  So the door will close and fit right up against that.
[28:41.030 --> 28:43.790]  You put this one stripping on one side, you put this shit on the other side
[28:43.790 --> 28:45.110]  and they fit up perfectly together.
[28:45.590 --> 28:46.750]  That's a little bit overkill.
[28:46.750 --> 28:49.870]  In my opinion, the weather stripping does very well in any facility,
[28:49.870 --> 28:51.070]  any grow that I've worked in.
[28:51.590 --> 28:53.070]  So that is a great question.
[28:53.430 --> 28:56.470]  Uh, if you want to cool that flower room, drop the head in the flower room.
[28:56.470 --> 29:00.070]  If you want to cool both rooms, uh, put the head of the air
[29:00.070 --> 29:01.270]  conditioner in the middle.
[29:01.870 --> 29:02.670]  Where else are we?
[29:02.670 --> 29:05.390]  Use those exhausts with carbon filters.
[29:05.430 --> 29:09.310]  If you're not running CO2, you may not need to use the intake fans,
[29:09.310 --> 29:12.510]  but you can, if you want to think about the amount of air you're putting in and
[29:12.510 --> 29:15.030]  the amount of air you're taking out, are the fans the same size?
[29:15.430 --> 29:17.790]  Um, do you have any sort of displacement?
[29:17.790 --> 29:19.950]  Do you want negative or positive pressure in that room?
[29:19.950 --> 29:22.350]  Those are things to think about things you can adjust at this point.
[29:22.910 --> 29:27.350]  And then smell always use a carbon filter and put those, uh,
[29:27.350 --> 29:29.270]  weather stripping on your door.
[29:29.710 --> 29:29.910]  All right.
[29:29.910 --> 29:30.870]  How long have we been going?
[29:30.870 --> 29:31.750]  Just about 30 minutes.
[29:31.750 --> 29:33.470]  I think I didn't write down the start time.
[29:33.790 --> 29:34.550]  We're going to keep going.
[29:34.550 --> 29:35.830]  I do have a couple of more messages.
[29:35.830 --> 29:36.710]  These can be quick.
[29:37.470 --> 29:40.310]  This one came from somebody who we don't need to mention their name.
[29:40.310 --> 29:42.630]  They know who they are, but it says, what's up, dude.
[29:42.630 --> 29:45.550]  I'm coming to you for some advice, bro.
[29:45.910 --> 29:48.910]  Um, we spoke last a little bit about getting in the industry.
[29:49.270 --> 29:51.830]  Well, I'm sure you get hundreds of emails from growers like this, but I
[29:51.830 --> 29:53.470]  hope you consider this one different.
[29:53.790 --> 29:56.630]  Anyway, I've been growing cannabis for close to two years consistently.
[29:57.070 --> 30:01.230]  I've been for off and on a little bit longer due to being in an area where it
[30:01.270 --> 30:05.550]  is illegal to grow, but decriminalization for possession puts me at risk for daily,
[30:05.630 --> 30:08.230]  uh, daily for myself and my family kind of going fast.
[30:08.230 --> 30:09.030]  I want to get to the point.
[30:09.390 --> 30:11.870]  Um, so this person basically.
[30:12.350 --> 30:15.510]  They're in an area where they have commercial facilities, but
[30:15.510 --> 30:17.270]  they cannot afford licensing.
[30:17.550 --> 30:19.590]  And they kind of want to get to growing legally.
[30:19.590 --> 30:23.430]  It says, I wanted to get a backstory to you, but then it says, do you know of any
[30:23.430 --> 30:25.430]  facilities that are looking to hire?
[30:25.430 --> 30:28.950]  My wife and I have already discussed, and she's fine with me having to travel.
[30:29.270 --> 30:32.910]  If you know of someone or anybody who needs help or wants help trimming,
[30:32.910 --> 30:35.470]  propagating, transplanting should all even sweep the floors.
[30:35.910 --> 30:41.630]  Uh, basically this person is looking for a job here in Colorado and I hate to be
[30:41.630 --> 30:45.630]  this guy, but there aren't any cannabis jobs.
[30:46.550 --> 30:47.030]  Excuse me.
[30:47.030 --> 30:51.310]  There aren't any, there aren't many cannabis jobs popping open at this time.
[30:51.310 --> 30:52.630]  We're in the middle of a pandemic.
[30:52.630 --> 30:53.750]  We're in the middle of COVID.
[30:54.230 --> 30:57.190]  Most of the big facilities have gone on a skeleton crew.
[30:57.590 --> 30:59.950]  If they used to have six guys, now they got three.
[30:59.950 --> 31:02.150]  If they used to have 10 dudes, now they've got four.
[31:02.470 --> 31:05.670]  We've really minimized staff so that we're not getting as many people sick.
[31:06.070 --> 31:08.070]  Uh, the trim crew is minimized.
[31:08.110 --> 31:09.350]  Everybody is cut down.
[31:09.510 --> 31:11.230]  The stores are down to minimal staff.
[31:11.470 --> 31:14.830]  So unfortunately there is not much hiring happening in
[31:14.830 --> 31:16.550]  the Colorado cannabis industry.
[31:16.950 --> 31:20.190]  Hyrie genetics specifically is a very small operation.
[31:20.470 --> 31:22.910]  People seem to think, uh, and I love that we've built this
[31:22.910 --> 31:24.310]  illusion that it's a giant company.
[31:24.590 --> 31:25.910]  Hyrie genetics is me.
[31:26.070 --> 31:26.910]  It's just me.
[31:27.190 --> 31:30.070]  Sometimes I get a couple of people to help me package things.
[31:30.070 --> 31:33.390]  One or two people have volunteered and been paid to put seeds, the
[31:33.390 --> 31:35.390]  bubbles into the cardboard packs.
[31:35.390 --> 31:36.870]  But I touch all the seeds.
[31:36.870 --> 31:37.990]  I do all the packaging.
[31:38.150 --> 31:39.230]  I get very minimal help.
[31:39.230 --> 31:41.790]  I have some shipping help and some packaging help, but that's about it.
[31:41.790 --> 31:42.590]  Shout out to my helpers.
[31:42.590 --> 31:43.470]  You guys know who you are.
[31:43.830 --> 31:47.830]  Not ignoring you, but 99.9% of Hyrie genetics is me.
[31:47.830 --> 31:49.830]  So I don't need too much more help.
[31:49.830 --> 31:52.710]  I don't, I couldn't hire anybody to give them a reliable
[31:52.710 --> 31:54.030]  income or anything like that.
[31:54.030 --> 31:56.790]  So unfortunately I don't have any good advice for you on the
[31:56.790 --> 31:58.310]  hiring part, I do need a quick drink.
[31:58.310 --> 31:59.110]  My throat is parched.
[31:59.110 --> 32:00.270]  That's why I was stuttering a moment ago.
[32:00.470 --> 32:01.630]  Let me take a drink and I'll keep going.
[32:06.300 --> 32:06.540]  All right.
[32:06.860 --> 32:08.300]  Now I'm ready for another long ramble.
[32:09.180 --> 32:13.900]  Um, you said that there are producers in your area getting licenses.
[32:14.540 --> 32:17.340]  My suggestion is you said you cannot come up with the
[32:17.340 --> 32:18.540]  money to get your own license.
[32:18.540 --> 32:20.580]  Go to one of those people and apply there.
[32:20.980 --> 32:23.380]  Uh, get a good background in a commercial cultivation
[32:23.380 --> 32:24.740]  area where you already are.
[32:24.940 --> 32:27.420]  You've got a family, you've got a lady, you've got a baby on the way.
[32:27.580 --> 32:31.580]  Let's not uproot you for a hopeful career when maybe you can find a career
[32:31.580 --> 32:33.060]  right there in your own backyard.
[32:33.060 --> 32:33.900]  That's my advice.
[32:34.180 --> 32:36.820]  Go to one of those facilities that is producing, go to the
[32:36.820 --> 32:38.860]  dispensaries, go everywhere and apply.
[32:38.860 --> 32:42.100]  All you have to do is make a good resume, make a resume, just like you
[32:42.100 --> 32:43.700]  would apply for any other position.
[32:43.700 --> 32:46.420]  Also add that you were a passionate cannabis cultivator.
[32:46.780 --> 32:50.660]  Be professional, be on time, speak well, uh, dress decently.
[32:50.660 --> 32:51.660]  It is a grow position.
[32:51.660 --> 32:54.500]  It is a cultivation position, but you're not showing up to
[32:54.500 --> 32:55.700]  grow weed at the interview.
[32:55.740 --> 32:57.940]  You're showing up for an interview at the interview.
[32:57.940 --> 32:58.980]  Be prepared for that.
[32:59.420 --> 32:59.660]  All right.
[32:59.980 --> 33:02.100]  I think that is my rambly advice for that one.
[33:02.300 --> 33:03.940]  I wish I had more advice for you.
[33:04.140 --> 33:05.140]  Uh, you know who you are.
[33:05.260 --> 33:05.980]  Keep listening.
[33:05.980 --> 33:08.580]  If you've got more questions, please send them my way.
[33:08.820 --> 33:10.660]  And thanks for all of the Patreon support.
[33:11.380 --> 33:17.820]  This one, this last email from this show is very, a very, very important message.
[33:17.820 --> 33:20.060]  I've got to make sure to say this one nice and clearly.
[33:20.420 --> 33:26.180]  Uh, this one comes from our friend Thor and it says more white Mike.
[33:26.540 --> 33:28.060]  It's all it says more white Mike.
[33:28.060 --> 33:32.380]  So Mike, the people have requested your presence more white Mike, please.
[33:32.620 --> 33:32.820]  Mike.
[33:32.820 --> 33:33.740]  I love having you on the show.
[33:33.740 --> 33:35.500]  I've just been recording at random fucking times.
[33:35.500 --> 33:36.140]  You've been busy.
[33:36.380 --> 33:38.220]  You guys, we will get white Mike back on the show.
[33:38.220 --> 33:39.820]  I'll message him as soon as I'm done here.
[33:40.060 --> 33:42.700]  And I'll just say podcast with a question mark and we'll work it out.
[33:42.700 --> 33:43.220]  It'll happen.
[33:43.460 --> 33:44.140]  That's my bro.
[33:44.420 --> 33:46.540]  Uh, I apologize for not having him here for a while.
[33:46.700 --> 33:48.380]  Just been trying to get podcasts cranked out.
[33:48.820 --> 33:50.980]  Um, so I know you guys love white Mike.
[33:51.420 --> 33:54.700]  I've been trying to get better at being an interviewer.
[33:54.820 --> 33:56.820]  I'm not the best interviewer on a podcast.
[33:56.820 --> 33:58.060]  I feel like I run people over.
[33:58.060 --> 33:59.060]  Cause I've got a lot to say.
[33:59.060 --> 33:59.860]  I've got an agenda.
[33:59.860 --> 34:01.060]  I know how I want to say it.
[34:01.500 --> 34:02.300]  Uh, I just talk.
[34:02.620 --> 34:05.620]  So I'm trying to become a better interviewer, a better podcaster.
[34:05.620 --> 34:08.900]  I want to have more guests on my show via zoom people that
[34:08.900 --> 34:10.060]  aren't just my good friends.
[34:10.060 --> 34:11.340]  When Jesse comes over, it's easy.
[34:11.340 --> 34:12.660]  That's like hanging out with my bro.
[34:12.900 --> 34:15.060]  When Mike is here, that's just like hanging out with my bro.
[34:15.060 --> 34:17.940]  There's no work to that, but I want to be able to interview and hang out
[34:17.940 --> 34:19.380]  more comfortably with other people.
[34:20.020 --> 34:23.060]  The only way I can do that is by interviewing and hanging out
[34:23.300 --> 34:24.740]  comfortably with more people.
[34:24.980 --> 34:28.340]  So I would like your recommendations and suggestions who you would like
[34:28.340 --> 34:30.300]  to see me have on the podcast.
[34:30.300 --> 34:31.980]  Who do you think would make a great guest?
[34:32.220 --> 34:34.660]  Send me your recommendations via email or Twitter.
[34:34.860 --> 34:38.780]  The email address is grow from your heart at hotmail.com on Twitter.
[34:38.780 --> 34:40.820]  It's at GFYH podcast.
[34:41.100 --> 34:43.100]  Let me know who you would like to see on the show.
[34:43.460 --> 34:46.780]  Once I'm comfortable, I'll work my way up to more intimidating guests and
[34:46.780 --> 34:47.900]  we'll get some people on the show.
