[00:01.080 --> 00:22.440]  Alright, here we go. Welcome to the show podcast world. I'm your host. My friends call me Rasta
[23:32.920 --> 23:39.240]  visit Sweden because that's where the queen is from. And then that DW factory in Oxnard, California, of course, is on the
[23:39.240 --> 23:44.120]  list just for shits and giggles. All right, ladies and gentlemen, boys and girls, that feels like the chocolates that I
[23:44.120 --> 23:49.680]  ate before this show are starting to do their thing. So it is time for me to wrap up this YouTube portion of the
[23:49.680 --> 23:55.800]  podcast. I'm going to continue this show in just a few minutes on Patreon. I'm going to take a little bit of a break, uh, get a
[23:55.800 --> 24:02.560]  drink in myself, uh, reorganize my notes here, get some fresh air. Then I will be back to do a Patreon only podcast. If you
[24:02.560 --> 24:07.680]  want to check out the, uh, the edibles version of this podcast, part two of this, where I talk a lot more about the
[24:07.680 --> 24:14.200]  chocolates that I ate, please do check out patreon.com forward slash grow from your heart. Of course, there is a link in the
[24:14.200 --> 24:19.720]  show notes and in the video description, the lights are getting brighter. The shit is starting to work. Ladies and
[24:19.720 --> 24:25.320]  gentlemen, boys, girls, pimps, hoes, friends, foes, smokers, growers, clone cutters, pollen chuckers, all of you beautiful
[24:25.320 --> 24:31.320]  cannabis enthusiasts out there. I do want to thank you once again for listening to episode 770 of the grow from your heart
[24:31.320 --> 24:36.280]  podcast. If you have any questions, corrections, comments, or concerns, I would love to hear from you. Of course, the email
[24:36.280 --> 24:42.960]  address is grow from your heart at hotmail.com. Uh, make sure you support the Patreon. I've said that a lot of times
[24:42.960 --> 24:50.760]  patreon.com forward slash grow from your heart. Everything else is on the website at ireegenetics.com. Words are getting
[24:50.760 --> 24:56.240]  hard. My mouth is getting dry at it's time to wrap up this show for a moment, take a break, slot myself in the cheek a couple of
[24:56.240 --> 25:00.880]  times, get my shit together, and I'll be back for that Patreon show. I'll be back in a couple of days with fresh new
[25:00.880 --> 25:07.840]  content. I want to give a big shout out to my friend B Bala. And until next time, take a fat dab and give your mama a hug for me.
