[00:00.960 --> 00:03.200]  Welcome back cannabis community.
[22:21.250 --> 22:26.490]  Um, well you can contact either myself or Lee. Um,
[22:26.730 --> 22:31.610]  I email address it as Peter at peel grow systems and it's
[22:31.650 --> 22:35.410]  Lee at peel grow dot systems. Uh,
[22:35.650 --> 22:40.450]  also on Instagram it's at peel grow systems and our website
[22:40.490 --> 22:42.690]  is peel grow dot systems.
[22:43.610 --> 22:44.250]  There you go guys.
[22:44.250 --> 22:48.010]  If there are any investors out there looking to get into the business,
[22:48.090 --> 22:51.250]  this is a great opportunity and they could use your support.
[22:53.690 --> 22:56.930]  Yeah. And I mean, for the U S market in particular, um,
[22:58.010 --> 23:02.730]  we've got some particularly interesting ideas to leverage my and Lee's
[23:02.730 --> 23:05.170]  experience within the finance world. Um,
[23:06.010 --> 23:09.210]  there are some interesting things that can be done all of a sudden with the U S
[23:09.210 --> 23:12.850]  market. It really, it's amazing. I mean, just speaking about that,
[23:13.210 --> 23:14.610]  looking at from over here,
[23:14.610 --> 23:19.610]  it's absolutely crazy to see what's going on.
[23:22.410 --> 23:23.250]  It's inspirational.
[23:24.930 --> 23:29.210]  Do you see any legalization coming your way in your guys' area?
[23:32.290 --> 23:35.290]  I doubt that. Not any time soon.
[23:36.410 --> 23:40.250]  It's an interesting mixed bag because there are some economists who are saying
[23:40.250 --> 23:43.330]  within five years because of how much, you know,
[23:43.330 --> 23:46.690]  the rest of the world is changing. And you know,
[23:47.250 --> 23:52.250]  I don't know if it was white Mike or Guru on the do grow on the DGC show who
[23:54.250 --> 23:57.290]  said what coast to coast sales,
[23:57.290 --> 24:01.370]  it's now exceeding equivalent or exceeding cosmetic sales. I mean,
[24:01.370 --> 24:04.450]  that's a big industry. Yes. That was, that was my, you know,
[24:04.450 --> 24:07.490]  when you're up into the 50, I thought so.
[24:07.490 --> 24:11.050]  When you're up into the $50 billion market, yeah.
[24:11.050 --> 24:15.370]  The rest of the world starts to think, eh, maybe it's not so evil. Maybe no,
[24:15.370 --> 24:19.610]  it won't make you crazy. And actually no, it's all okay. Um,
[24:20.650 --> 24:23.010]  so I think, yeah, I think it's interesting to see what's happening.
[24:24.210 --> 24:26.450]  Money does money talk. That's the honest.
[24:26.890 --> 24:30.250]  We said the same thing at the same time. My friend money does talk.
[24:30.730 --> 24:32.970]  Money's got the loudest voice in the room every time.
[24:32.970 --> 24:35.280]  Yeah.
[24:36.120 --> 24:39.920]  Yeah. And when they lose the tax on cigarettes,
[24:41.040 --> 24:43.880]  I kind of go, shit, need to get it somewhere else.
[24:44.000 --> 24:47.840]  Yep. And maybe that'll be your guys's way in because I'm sure that when, uh,
[24:47.880 --> 24:50.440]  they legalize cannabis in your area,
[24:50.480 --> 24:53.960]  you will be in every grow room because you're already ahead of the game.
[24:56.760 --> 24:58.360]  Yeah. Over here. We've got, you know,
[24:58.360 --> 25:01.920]  we've got giant veg grows who are using the system in their outdoor, um,
[25:02.040 --> 25:04.400]  in their allotments over here. Um,
[25:05.000 --> 25:09.720]  so there's a whole interesting market here too, but, uh, um,
[25:10.160 --> 25:12.800]  picking it up and, you know, for anybody who is in the UK, who's,
[25:12.920 --> 25:16.640]  who is interested, um, NPK technologies,
[25:16.640 --> 25:17.920]  their hydroponic shop up North,
[25:17.920 --> 25:21.200]  they're probably quite happy to speak about their experience with it.
[25:21.200 --> 25:25.720]  They're using it in their lab at the moment and where we're working with
[25:26.040 --> 25:26.880]  them.
[25:28.160 --> 25:30.120]  And you said NPK technologies?
[25:31.120 --> 25:31.960]  Yeah.
[25:32.160 --> 25:35.040]  I'm going to check them out myself just because I'm very interested in what you
[25:35.040 --> 25:35.880]  guys are doing.
[25:37.400 --> 25:41.920]  They have a great podcast and, uh, and YouTube channel.
[25:42.600 --> 25:45.520]  They've had mammoth key on, I forget the guy's name from mammoth key,
[25:46.600 --> 25:51.520]  microbes, I should say. Um, uh, they've had him on a number of times.
[25:52.000 --> 25:54.400]  Okay. And also the guy from great white.
[25:55.240 --> 25:56.720]  There you go guys. Another great podcast.
[25:56.720 --> 25:59.680]  Yeah. It's a really good, really good, interesting podcast to listen to.
[26:00.120 --> 26:01.160]  We will check that out.
[26:02.480 --> 26:04.120]  Yeah. I mean, I'd be here. It's interesting. You know,
[26:05.160 --> 26:09.400]  start back into it. What I find when we've spoken to investors here,
[26:09.400 --> 26:14.400]  as soon as you talk about the U S market and the analogy with the gold miner and
[26:16.160 --> 26:19.400]  you know, the gold rush and the green rush and the gold mine equipment supplies.
[26:19.400 --> 26:22.720]  And that's what we're doing. And we're in that, you know,
[26:22.720 --> 26:25.920]  incendiary support business. We don't touch the product at all. You know,
[26:25.920 --> 26:30.080]  we don't process it. We don't touch it. It's got nothing to do with that. Um,
[26:31.120 --> 26:36.120]  and what I'm looking at to build into the system going forwards is the ability
[26:39.120 --> 26:44.120]  for your home grower to be able to select a strain from a database,
[26:44.440 --> 26:48.600]  see what the breeders flowering time is and what the average users flowering
[26:48.600 --> 26:53.240]  time was. They can select it, tell the system that's what I'm growing.
[26:53.280 --> 26:54.640]  I'm starting it on this date.
[26:55.000 --> 27:00.000]  I want you to budget for four weeks and then cut over to flower to the
[27:00.160 --> 27:04.120]  whichever the reader or the flowering average use of flower time for instance.
[27:04.520 --> 27:07.520]  So you can really make it easy for them. Um,
[27:08.440 --> 27:09.440]  and the system will do that.
[27:09.440 --> 27:11.400]  It will just do the lighting schedule for you for instance,
[27:11.600 --> 27:14.280]  and they can set up their pump schedule. Um,
[27:15.240 --> 27:17.440]  so where the pumps are linked to the lighting schedule.
[27:17.440 --> 27:20.200]  So if you change the lighting schedule, the pumps will automatically adjust.
[27:20.560 --> 27:23.480]  You've said never come on when the lights are off.
[27:24.360 --> 27:28.040]  Instead of you having to go around and change 15 different pump timers because
[27:28.360 --> 27:29.200]  you've changed the light shade.
[27:30.320 --> 27:33.000]  It just automatically updates itself and follows it.
[27:33.360 --> 27:38.160]  And that's going to save a grower time for a guy like myself who has 25 fans to
[27:38.160 --> 27:40.720]  go change. They've all just adjusted themselves for me.
[27:41.840 --> 27:44.680]  Yeah, exactly. That's going to save me time.
[27:46.480 --> 27:50.720]  Yeah. You're talking about VPD. Well, yeah,
[27:50.720 --> 27:54.200]  that's the other bit that comes into play is as the lights go off,
[27:54.240 --> 27:58.160]  temperature comes down, humidity goes up, BPD, you know,
[27:58.200 --> 28:03.000]  plummets for instance. And again, if you're humidify even a $500 humidifier,
[28:03.040 --> 28:05.120]  well, I guess $500 humidifier,
[28:05.120 --> 28:07.240]  it doesn't know that when the lights go off,
[28:07.280 --> 28:11.520]  it needs to drop to 50% humidity. Just as an example,
[28:12.160 --> 28:14.000]  from 75 to 50 when the lights are on,
[28:14.000 --> 28:16.360]  you need to keep it up here because of the increase in temperature.
[28:16.360 --> 28:17.200]  When the lights go off,
[28:17.200 --> 28:21.920]  you need to drop it because of the decrease in temperature. Um, again,
[28:21.920 --> 28:24.560]  that's something that, that, uh, yeah,
[28:24.560 --> 28:25.920]  this is the software that we're working on.
[28:25.960 --> 28:27.640]  That's what it does for the controller.
[28:30.000 --> 28:33.960]  The idea is to be able to tell that I want for the first five weeks to have a
[28:33.960 --> 28:38.440]  VPD of eight and for the next 10 weeks,
[28:38.440 --> 28:43.360]  VPD of 16 and the system just takes care of it for you in terms of monitoring
[28:43.380 --> 28:44.200]  temperature and humidity.
[28:44.480 --> 28:48.040]  That's pretty impressive. That's going to save me a lot of time, a lot of energy,
[28:48.040 --> 28:51.560]  a lot of questions. Uh, I can go in before the flowering cycle.
[28:51.560 --> 28:55.240]  I can set up what I need and then I can just know that it's all going to happen
[28:55.240 --> 28:55.960]  for me.
[28:55.960 --> 28:59.160]  I don't have to ask one of the grow techs to make sure to turn something down or
[28:59.160 --> 29:00.560]  turn something off. Uh,
[29:00.600 --> 29:05.160]  that's going to prevent a lot of error because humans make mistakes. Hopefully,
[29:05.800 --> 29:08.400]  uh, we've taken that out of the computers and they're not going to make those
[29:08.400 --> 29:12.160]  mistakes. So this is one of the other things that we've implemented as well,
[29:12.160 --> 29:13.440]  is that you can set an alert.
[29:13.480 --> 29:17.400]  So that way if your temperature does go above a particular level or your
[29:17.400 --> 29:19.720]  humidity goes above a particular level,
[29:19.720 --> 29:22.240]  you'll get an email that tells you that it's high.
[29:22.640 --> 29:26.360]  So you've got chance to go and intervene and you'll get one of them at the
[29:26.360 --> 29:29.800]  moment, every 15 minutes. So that way you get reminded that there's a problem.
[29:29.800 --> 29:32.320]  You've got a chance to go and fix it before any damage gets done.
[29:32.920 --> 29:35.960]  That way I can get in the car and drive right over there and unplug those lights
[29:35.960 --> 29:39.480]  before they roast my plants. I love it.
[29:39.560 --> 29:42.000]  Or you can tell, I mean, better still, you know,
[29:42.040 --> 29:43.920]  really what you can do is you can just,
[29:44.120 --> 29:46.640]  you should just go to the website and tell the controller to turn the lights
[29:46.680 --> 29:49.000]  off. Uh, you didn't have to get in the car.
[29:49.480 --> 29:50.320]  That's excellent.
[29:52.320 --> 29:54.880]  And that's a standard feature you get with the minder as well.
[29:54.920 --> 29:57.800]  Each of the minders other than just recording your data,
[29:57.800 --> 30:01.960]  you can also set your maximum and minimum temperature and humidity and you'll get
[30:01.960 --> 30:03.480]  emails if it breaches either of them.
[30:03.760 --> 30:05.680]  That is excellent. So I don't even have to drive.
[30:05.680 --> 30:08.400]  I can just say turn that off until I can finish recording.
[30:08.400 --> 30:09.640]  And then I'll go over there and fix that.
[30:11.080 --> 30:11.920]  Absolutely.
[30:12.160 --> 30:13.000]  I appreciate that.
[30:13.040 --> 30:17.480]  You know, for the, you know, from a shop's perspective,
[30:17.480 --> 30:22.480]  what's kind of nice is somebody can now walk in and they've got a
[30:22.480 --> 30:24.840]  problem with the gross at home.
[30:24.880 --> 30:27.480]  They can walk into the shop and they can actually show the guy behind the
[30:27.480 --> 30:30.760]  counter the data that they're always asking for, you know,
[30:30.760 --> 30:32.640]  what's your temperature and humidity been for the last week.
[30:33.440 --> 30:37.040]  And now they can show them. So instead of just, you know, standing there,
[30:37.040 --> 30:40.120]  looking at the guy, gormlessly like, uh, I don't know,
[30:40.160 --> 30:45.200]  hot and not very humid, you know, not, not very accurate.
[30:45.440 --> 30:48.200]  They can actually show them the data and get a far better analysis of what may
[30:48.200 --> 30:49.040]  be wrong.
[30:50.640 --> 30:52.840]  And spend from the consumer's point of view,
[30:52.840 --> 30:55.760]  spend less money on trying to solve the problem because they get it right the
[30:55.760 --> 30:56.600]  first time.
[30:57.760 --> 31:01.200]  And maybe reputation wise from the shop's perspective is that they're giving the
[31:01.200 --> 31:02.440]  right advice first time.
[31:02.840 --> 31:06.200]  Yes. So the pro the products are available online.
[31:06.200 --> 31:10.080]  If people want to go look for them, um, they can find you at PL grow systems.
[31:10.080 --> 31:10.920]  Is that correct?
[31:12.440 --> 31:16.240]  He'll grow systems, peel, grow dot systems. All right. So that's where the,
[31:16.320 --> 31:19.480]  the minder, the minder plus, and coming soon,
[31:19.520 --> 31:21.520]  the controller unit will be available.
[31:23.000 --> 31:25.080]  Correct. Yes. All right. Now the pressure is on you guys.
[31:25.080 --> 31:27.680]  Cause I just told everybody that that controller unit is coming.
[31:27.680 --> 31:30.640]  So you guys got to get in the workshop there and start soldering.
[31:33.960 --> 31:36.560]  Oh, you've been in the workshop quite a lot.
[31:37.000 --> 31:38.720]  Okay. Okay. Um,
[31:39.080 --> 31:43.320]  but we have a number of early adopters who've been running it and are running it
[31:43.320 --> 31:45.200]  at the moment. Um, yeah,
[31:45.360 --> 31:48.360]  to help us make sure that we're going down the right line with it.
[31:50.400 --> 31:53.520]  From everything I have seen, you guys are going down the right line.
[31:53.520 --> 31:56.880]  The improvements on the website have been amazing. The upgrade to the, uh,
[31:56.920 --> 32:00.400]  the second system that you sent me was obvious the minute it came out of the
[32:00.400 --> 32:03.920]  box. Uh, the second one was much more sturdy. Uh,
[32:04.000 --> 32:07.720]  so I can see that you guys are improving every time we do business together.
[32:07.720 --> 32:09.000]  So it's noticeable already.
[32:10.720 --> 32:12.200]  Thank you. Yes, sir.
[32:14.680 --> 32:17.680]  Well, gentlemen, it feels like we have, Oh, it sounds like you've got something.
[32:17.680 --> 32:18.520]  Go ahead. Let's hear it.
[32:20.040 --> 32:23.280]  Yeah. Yeah. I'm just saying thank you very much. It's a most appreciated.
[32:23.400 --> 32:24.560]  Oh, thanks for joining me. Uh,
[32:24.600 --> 32:27.840]  thanks for taking some time out of your day to be on the show with me. Uh,
[32:27.880 --> 32:31.760]  it feels like we've covered all of the business part of the podcast and of the,
[32:31.760 --> 32:33.560]  uh, the interview. I don't like to call it an interview.
[32:33.560 --> 32:35.400]  It's more like hanging out with my friends. Uh,
[32:35.400 --> 32:39.520]  is there anything that you guys would like to say while you were on the podcast,
[32:39.520 --> 32:41.840]  anything you'd like to put out there while you've got a microphone on you?
[32:45.040 --> 32:45.880]  That's dangerous.
[32:49.880 --> 32:53.440]  No, I mean, I would just like to say a big thanks to everybody who has actually
[32:53.520 --> 32:55.480]  helped us so far. Um,
[32:56.160 --> 33:00.600]  it's not just a case of hard work and dedication to it,
[33:00.600 --> 33:05.600]  but it's also loyal clients and fans who've helped support us.
[33:05.920 --> 33:08.440]  That sounds a bit cheesy to the fans, but, but yeah,
[33:08.440 --> 33:12.760]  there are some people who have gone way beyond what we would expect in terms of
[33:12.760 --> 33:16.440]  helping to promote us. And that is really appreciated. Um,
[33:18.040 --> 33:20.760]  so yeah, I just like, yeah, that's pretty much it.
[33:22.200 --> 33:23.040]  That's respectable.
[33:23.200 --> 33:24.320]  I may be dedicated
[33:24.320 --> 33:26.840]  support of people like yourself, Jeff has helped us, uh,
[33:26.960 --> 33:29.920]  get a long way and, uh, it's, it's, it's really encouraging.
[33:30.320 --> 33:33.480]  It's encouraging us to do what we do. Uh, and we're loving it.
[33:34.360 --> 33:37.760]  Well, I appreciate the opportunity to work with your products and, uh,
[33:37.800 --> 33:38.800]  make friends with you guys.
[33:38.800 --> 33:42.440]  And it's an honor to be involved in something from the very beginning.
[33:42.440 --> 33:45.360]  I was part of it. I feel like I got one of the very first units.
[33:45.360 --> 33:49.040]  I feel like I got to see, uh, come a long way. So, uh,
[33:49.040 --> 33:51.320]  thank you for letting me be a part of it. Thanks for trying.
[33:51.320 --> 33:54.520]  Uh, and thanks for letting me advertise for you. I do appreciate that.
[33:55.720 --> 34:00.200]  Oh, no, we really, we really appreciate it. And speaking of products,
[34:00.200 --> 34:04.440]  we need to, um, ship you the two new, the newest design ones.
[34:04.440 --> 34:06.080]  We'll send a couple over, um,
[34:06.640 --> 34:10.760]  and we'll throw in an extra minding unit that you can give away as a prize to
[34:10.760 --> 34:11.600]  someone.
[34:12.240 --> 34:14.680]  That sounds amazing. I'm sure my listeners,
[34:14.720 --> 34:17.240]  my listeners are already trying to get ahold of you.
[34:17.240 --> 34:19.680]  That sounds amazing. I'm sure my listeners,
[34:20.120 --> 34:22.120]  my listeners are already drooling for that.
[34:22.120 --> 34:23.880]  They're already waiting to figure out how we're going to do that.
[34:23.880 --> 34:26.600]  So we'll set up a giveaway. I appreciate that more than you even know,
[34:26.600 --> 34:29.160]  that is going to make everybody really excited.
[34:31.200 --> 34:33.720]  And it would be good. You know, I'm just putting it out there on,
[34:33.800 --> 34:37.640]  to the other grow podcasts as well. It would be good to hear more about,
[34:38.440 --> 34:42.160]  you know, what are the best ways of maintaining, um, an environment?
[34:43.800 --> 34:46.960]  What are the tricks? Okay. Because it changes, you know, you know,
[34:47.040 --> 34:51.120]  there's small environments where people are growing in spaces that are three
[34:51.120 --> 34:55.520]  feet by two feet. And that's keeping that regulated compared to something that's,
[34:55.600 --> 34:58.720]  you know, 30,000 square feet is a very different game. I mean,
[34:58.720 --> 35:02.480]  even up to 10 by 10 foot, just an idea, you know,
[35:02.520 --> 35:05.760]  that whole how it changes and what are the tricks for being able to try and
[35:05.760 --> 35:06.600]  maintain it?
[35:06.600 --> 35:09.520]  That's a very ideal temperatures and humidities,
[35:09.520 --> 35:14.360]  because this is where BPD gets interesting is it can kind of throw conventional
[35:14.400 --> 35:16.280]  thinking out the window. Absolutely.
[35:18.600 --> 35:22.480]  Well, I'm glad you said that because the next podcast I have written is all
[35:22.480 --> 35:23.600]  about VPD.
[35:23.600 --> 35:27.040]  So we'll go from VPD and then we'll start talking about more environmental
[35:27.040 --> 35:31.640]  controls from there. So perfect timing. Great suggestion. I'm glad you said that.
[35:33.760 --> 35:36.480]  One of the things we've noticed is in our simulations,
[35:36.480 --> 35:38.560]  we've only got a small little setup at the moment,
[35:38.560 --> 35:42.960]  but once we got the VPD dialed in and we main managed to maintain it.
[35:42.960 --> 35:47.960]  So on our charts, you've got the maximum ideal VPD and the minimum VPD.
[35:48.440 --> 35:51.320]  We've managed to keep it pretty consistent between the lines.
[35:51.320 --> 35:54.080]  And within three days you can see the difference.
[35:54.080 --> 35:57.440]  The palms are just they're more turgid. They're, they're praying up more.
[35:58.000 --> 36:00.520]  It's such a significant difference when you can keep it in that zone.
[36:02.920 --> 36:04.560]  For the sake of clarity.
[36:07.240 --> 36:12.040]  Yeah. The minimum and maximum suggested VPD is precisely that it's suggested.
[36:12.040 --> 36:16.880]  We highly recommend that you look into it yourself before committing.
[36:17.400 --> 36:18.760]  Yes, it is a minefield.
[36:19.360 --> 36:24.360]  A little bit of a leaf size and shape difference may affect your desired VPD is
[36:25.240 --> 36:26.160]  something I've noticed.
[36:27.520 --> 36:28.360]  Yeah.
[36:28.920 --> 36:29.760]  All right gentlemen,
[36:29.800 --> 36:34.120]  find out what the target numbers are for you're using growing and then that's
[36:34.120 --> 36:34.960]  what you go from.
[36:35.000 --> 36:38.520]  As is purely an indicative minimum and maximum.
[36:38.720 --> 36:39.960]  Yes. Something like a,
[36:40.000 --> 36:44.520]  like a hydroponic lettuce versus something that's not hydroponic.
[36:44.520 --> 36:46.760]  I'm, I don't want to say cannabis, but versus cannabis,
[36:47.000 --> 36:50.320]  you may have vastly different desired VPD.
[36:50.320 --> 36:54.840]  So pay attention to your plants and make sure you dial it in for your plants.
[36:56.200 --> 36:57.480]  Everything is a suggestion.
[36:57.480 --> 37:01.360]  There are no hard fast rules when it comes to growing cannabis. Well,
[37:01.360 --> 37:04.640]  gentlemen, I'm going to, yeah, we can chat for hours.
[37:04.640 --> 37:08.320]  That's what I was going to say. I'm going to wrap up the the podcast portion of
[37:08.320 --> 37:12.080]  this. I want to thank you guys for joining me for a really long hangout. Uh,
[37:12.120 --> 37:14.160]  thanks for all the great information on the product.
[37:14.400 --> 37:17.640]  I'm going to press stop on the recording and then we can just hang out and chat
[37:17.660 --> 37:21.680]  for a few minutes if you gentlemen would like. Yeah. All right.
[37:21.680 --> 37:24.680]  So I'll press stop so that way you don't incriminate yourselves anymore.
[37:29.600 --> 37:30.520]  All right. Podcast world.
[37:30.520 --> 37:33.200]  I want to thank you again for listening to another episode of the grow from your
[37:33.200 --> 37:37.160]  heart podcast. I would appreciate it. If you stalk me on all of the social media,
[37:37.160 --> 37:38.440]  you can find me on Facebook.
[37:38.600 --> 37:41.640]  Simply search for the grow from your heart podcast. You can find me on Twitter.
[37:41.640 --> 37:45.680]  It's at GFYH podcast. And on Instagram, I use my other company.
[37:45.720 --> 37:47.560]  It's IRI underscore genetics.
[37:48.680 --> 37:51.240]  If you've got something you'd like to say, and you're not into the social media,
[37:51.280 --> 37:54.280]  you can send me an email. It's grow from your heart at hotmail.com.
[37:54.320 --> 37:57.320]  I would love to hear from you. Also, if you'd like to sponsor the podcast,
[37:57.480 --> 37:59.160]  if you've got a product you'd like me to review,
[37:59.720 --> 38:03.000]  all you've got to do is reach out to me at grow from your heart at hotmail.com.
[38:03.160 --> 38:06.200]  And I will get back to you. Ladies and gentlemen, don't forget about Patreon.
[38:06.440 --> 38:11.440]  You can support the Patreon campaign at patreon.com slash grow from your heart.
[38:11.640 --> 38:14.320]  I would appreciate all of your help. Ladies and gentlemen,
[38:14.320 --> 38:15.680]  I want to thank you guys again for listening.
[38:15.680 --> 38:17.040]  I want to thank my friends, Peter and Lee,
[38:17.040 --> 38:20.480]  for joining me for an excellent Skype call. I had a lot of fun with you guys.
[38:21.000 --> 38:24.400]  I'll be back Monday with a fresh new episode and until next time,
[38:24.400 --> 38:26.760]  take a fat dab and give your mom a hug for me.
