[00:00.000 --> 00:17.290]  Alright, here we go.
[17:39.130 --> 17:40.130]  Keep up the growing.
[17:40.130 --> 17:42.450]  P.S. I gave my mom a hug for you.
[17:42.450 --> 17:43.730]  Sincerely, Wicked Nugs.
[17:43.730 --> 17:44.730]  Big up, bro.
[17:44.730 --> 17:45.730]  Thank you.
[17:45.730 --> 17:46.730]  Now let's talk about the question.
[17:46.730 --> 17:51.210]  The question is, how does a breeder find a gem bag seed and breed from it not knowing
[17:51.210 --> 17:54.850]  the lineage of that strain?
[17:54.850 --> 17:56.790]  That's a good question.
[17:56.790 --> 17:59.730]  I've got a couple of different thought processes on that.
[17:59.730 --> 18:04.650]  First of all, if it's a good strain, if it's a good plant, you can tell.
[18:04.650 --> 18:10.450]  It doesn't matter at all what the history, genetics, lineage, story behind it is.
[18:10.450 --> 18:15.130]  When a grower grows a plant, we just go, oh shit, that's the one.
[18:15.130 --> 18:16.490]  Sometimes you just know.
[18:16.490 --> 18:17.930]  Sometimes you know that's not the one.
[18:17.930 --> 18:19.330]  Sometimes you hope it's the one.
[18:19.330 --> 18:21.970]  Sometimes you really, really know that that's the one.
[18:21.970 --> 18:26.370]  If it's a random plant that nobody knows really the story of it, maybe it's just ... If it
[18:26.370 --> 18:28.650]  came from a bag, you know at least one half of it.
[18:28.650 --> 18:31.170]  It came from this bag that's called this.
[18:31.170 --> 18:33.450]  You know half of it probably.
[18:34.250 --> 18:37.410]  Now it's too easy to know all the stuff.
[18:37.410 --> 18:40.370]  Back in the day ... Let's talk about a very famous cross.
[18:40.370 --> 18:44.530]  Let's talk about a very famous, very, very famous strain that happened a lot like this.
[18:44.530 --> 18:50.450]  I recommend, after you listen to this podcast, I recommend checking out the legend of Chemdog
[18:50.450 --> 18:51.770]  and the 13 beans.
[18:51.770 --> 18:55.950]  If you're a cannabis enthusiast, a strain hunter, a pheno hunter, that is something
[18:55.950 --> 18:59.530]  I recommend you check out because that will correlate very well with what I'm about to
[18:59.530 --> 19:00.530]  say.
[19:00.770 --> 19:08.090]  So Chemdog, all of the Chemdog line was bag seed to be ... If you want to talk about bag
[19:08.090 --> 19:09.090]  seed.
[19:09.090 --> 19:14.210]  So this dude Chem bought some weed and in that weed were seeds and he grew them and
[19:14.210 --> 19:15.570]  he found 13 seeds.
[19:15.570 --> 19:20.570]  Out of those 13 seeds, some were boys, some were females, some he still has.
[19:20.570 --> 19:25.330]  Some of those famous plants that came from that were the original Chemdog, the Chem 91,
[19:25.330 --> 19:27.410]  the Chem D, the Chem Sister.
[19:27.490 --> 19:32.770]  All of those came from that bag of seeds and we are all breeding ... All of the breeders
[19:32.770 --> 19:36.730]  I know, everybody that's bred some stuff is breeding to one of those plants.
[19:36.730 --> 19:40.010]  We're breeding with one of those because that shit is fire.
[19:40.010 --> 19:45.110]  The only thing we know about it, since it got so popular and since cannabis culture
[19:45.110 --> 19:48.650]  has blossomed and developed, we know a lot more about it.
[19:48.650 --> 19:50.110]  We don't know the exact genetics.
[19:50.110 --> 19:52.650]  We know that a guy named ... I know his real name.
[19:52.650 --> 19:53.650]  I almost said it.
[19:53.650 --> 19:54.650]  Sorry, bro.
[19:54.650 --> 19:55.650]  I almost said your real name.
[19:55.890 --> 20:00.890]  Chem got some weed from some guys in Colorado and those guys called the weed the dog bud.
[20:00.890 --> 20:04.770]  They called it the Chemweed because it smelled like chemicals and when you smoked it, it
[20:04.770 --> 20:06.330]  would make you roll over like a dog.
[20:06.330 --> 20:10.330]  So one guy called it dogweed, the other guy called it Chemweed.
[20:10.330 --> 20:12.350]  These guys met up at a Grateful Dead concert.
[20:12.350 --> 20:14.930]  They traded some of it later on.
[20:14.930 --> 20:17.170]  Chemdog got home and he called them and he's like, can you send me more?
[20:17.170 --> 20:18.810]  They mailed more of it from Colorado.
[20:18.810 --> 20:19.850]  Chem found seeds in it.
[20:19.850 --> 20:21.690]  That's basically ... Well, that's the story.
[20:21.690 --> 20:27.370]  The other guys don't know the origin, genetics, lineage or history of these plants, allegedly,
[20:27.370 --> 20:28.930]  possibly, maybe.
[20:28.930 --> 20:30.890]  So that's bag seed at that point.
[20:30.890 --> 20:34.490]  When Chemdog got it and started breeding with it, it was just bag seed, but he knew the
[20:34.490 --> 20:36.890]  weed it came from was fucking fire.
[20:36.890 --> 20:38.250]  So that's all he had to go on.
[20:38.250 --> 20:40.570]  Then he grew the plants.
[20:40.570 --> 20:43.770]  Once the plants were grown, some of them were amazing.
[20:43.770 --> 20:48.610]  That's why we all know Chemdog, ChemD, Chem91, Chem Sister.
[20:48.610 --> 20:49.610]  We've all smoked.
[20:49.610 --> 20:50.810]  Most of us have smoked all of those.
[20:50.930 --> 20:55.410]  If you're in an area where cannabis has any sort of legalization, you've probably smoked
[20:55.410 --> 20:59.090]  those or something that somebody grew and tried to tell you was that.
[20:59.090 --> 21:03.010]  But they're really prolific and dominant strains in the cannabis industry.
[21:03.010 --> 21:05.810]  So we've all ... And a lot of the breeders have gotten their hands on them too.
[21:05.810 --> 21:09.570]  Once you see a plant like that and you grow it and you smoke it, you know that is something
[21:09.570 --> 21:10.570]  you want to breed to.
[21:10.570 --> 21:12.810]  Just like, pick my King Solomon.
[21:12.810 --> 21:15.030]  When I saw that, I was like, that's the dude right there.
[21:15.030 --> 21:16.450]  That's the guy to breed to.
[21:16.450 --> 21:20.250]  Then when I saw Strawberry Starburst, I was like, that needs some pollen on it.
[21:20.890 --> 21:21.970]  It's a breeder intuition.
[21:21.970 --> 21:26.530]  So the question is, how do you breed to it without knowing the genetics or anything?
[21:26.530 --> 21:27.530]  You don't need to know.
[21:27.530 --> 21:29.010]  It's really cool to know the history.
[21:29.010 --> 21:30.930]  It feels really nice.
[21:30.930 --> 21:31.930]  It feels good.
[21:31.930 --> 21:34.590]  It's a lot of cool details, but you don't need to know that.
[21:34.590 --> 21:39.570]  We were breeding plants and crossing cannabis plants long before we knew all this fancy
[21:39.570 --> 21:40.570]  stuff.
[21:40.570 --> 21:41.570]  A lot of us are spoiled now.
[21:41.570 --> 21:45.890]  The new generation ... I'm a little bit older than a lot of the youngsters out there, but
[21:45.890 --> 21:49.810]  I am also part of the internet generation where I'm freaking spoiled, where I could
[21:49.810 --> 21:54.250]  go on the internet and type in, I want to find these cannabis seeds at 45 websites.
[21:54.250 --> 21:55.770]  It'll come up and I can order them.
[21:55.770 --> 22:00.090]  Luckily, I've got a couple of friends in the seed industry, so I could get basically whatever
[22:00.090 --> 22:02.790]  seeds I'm searching for, but we're spoiled now.
[22:02.790 --> 22:05.090]  Back in the day, you had to get whatever seeds you got.
[22:05.090 --> 22:07.770]  If you got some bag seeds, you had to accept those and grow them.
[22:07.770 --> 22:10.090]  If you got some clones, you just had to hope they were good.
[22:10.090 --> 22:12.530]  Whoever selected those clones did a good job for you.
[22:12.530 --> 22:15.290]  Now, we're freaking spoiled.
[22:15.290 --> 22:16.650]  The answer is, just do it, bro.
[22:16.650 --> 22:19.010]  If the plants look amazing, if they have the traits you want.
[22:19.210 --> 22:20.210]  It's all about observation.
[22:20.210 --> 22:24.650]  It's all about knowing what traits you're looking for, knowing the goal, having a goal,
[22:24.650 --> 22:27.250]  understanding the plant, understanding pairing.
[22:27.250 --> 22:28.530]  What plants are you going to put that to?
[22:28.530 --> 22:30.370]  What does this plant offer in a mix?
[22:30.370 --> 22:32.650]  How are you going to complement the other plants?
[22:32.650 --> 22:33.650]  What are you going to do?
[22:33.650 --> 22:38.210]  Then, of course, growing them out and testing the offspring is another big part of it.
[22:38.210 --> 22:42.210]  By not knowing the lineage and genetics, how do you start breeding from it?
[22:42.210 --> 22:44.290]  Throw some pollen on it, bro, and see what it does.
[22:44.290 --> 22:45.530]  That's the best way to do it.
[22:45.570 --> 22:49.570]  That's one of the funnest things about breeding and growing weed, just seeing what the outcome
[22:49.570 --> 22:51.850]  is after you do some crazy shit.
[22:51.850 --> 22:53.610]  All right, my dude.
[22:53.610 --> 22:55.130]  Thank you for the great message.
[22:55.130 --> 22:58.250]  Big shout out to my friend, Wicked Nugs, for the good question.
[22:58.250 --> 23:01.850]  If you have any questions, corrections, concerns, or follow-ups, I'd love to hear from you.
[23:01.850 --> 23:04.010]  Of course, you've got the email address.
[23:04.010 --> 23:06.090]  Let's jump into one more email.
[23:06.090 --> 23:08.890]  This one comes from my friend, Buzzards Bay.
[23:08.890 --> 23:10.410]  Shout out to Buzzards Bay.
[23:10.410 --> 23:12.450]  It says, it's been a long time.
[23:12.450 --> 23:13.450]  It's been a long time, bro.
[23:13.450 --> 23:14.810]  You know I'm coming up in May.
[23:14.850 --> 23:16.170]  It says, it's Buzzards Bay.
[23:16.170 --> 23:18.530]  I'm glad to see your success on the podcast.
[23:18.530 --> 23:19.530]  Thank you, brother.
[23:19.530 --> 23:21.890]  We're almost to 750 episodes, you guys.
[23:21.890 --> 23:24.650]  It says, come a long way since a couple of years ago.
[23:24.650 --> 23:26.650]  Yes, thank you for noticing.
[23:26.650 --> 23:29.130]  We're doing 4K video.
[23:29.130 --> 23:33.170]  Sometimes it's multi-cam when both cams want to cooperate, when I feel like fucking with
[23:33.170 --> 23:34.170]  both of them.
[23:34.170 --> 23:36.810]  Sometimes I just want to smash camera two right onto the floor, but we're going to keep
[23:36.810 --> 23:39.210]  the vibes positive here.
[23:39.210 --> 23:43.210]  It says, anyway, I had a quick question about male selection.
[23:43.210 --> 23:45.730]  I can answer this question really thoroughly.
[23:45.730 --> 23:50.170]  When you make regular seeds and you find a male you really like, do you have clones of
[23:50.170 --> 23:55.530]  that male as a backup, or is that male used once and then you find a new male to work
[23:55.530 --> 23:56.530]  with?
[23:56.530 --> 24:01.290]  For example, when you discuss King Solomon, do you have a backup clone of him?
[24:01.290 --> 24:02.290]  Thanks in advance.
[24:02.290 --> 24:04.330]  Stay iry, my bro.
[24:04.330 --> 24:06.890]  Peace, excuse me for burping in the middle of your message.
[24:06.890 --> 24:08.610]  Peace from Buzzards Bay.
[24:08.610 --> 24:11.050]  Buzzards Bay, thank you for the great question.
[24:11.050 --> 24:13.290]  A lot of you may not know, a lot of you may know.
[24:13.290 --> 24:18.090]  I'm the head breeder, the sole proprietor of Iry Genetics Premium Seeds, and I do make
[24:18.090 --> 24:19.090]  a lot of seeds.
[24:19.090 --> 24:22.410]  You may know, you may have heard about my male plant known as King Solomon.
[24:22.410 --> 24:24.850]  It is an Arise F1 male.
[24:24.850 --> 24:27.130]  I've named him King Solomon.
[24:27.130 --> 24:30.170]  If you research King Solomon, you'll get the joke behind that.
[24:30.170 --> 24:32.190]  King Solomon makes a lot of plants.
[24:32.190 --> 24:37.450]  Our friend Buzzards Bay is asking, do I keep a mother plant or a father plant, if you will,
[24:37.450 --> 24:42.730]  of King Solomon, or do I find a new one every time, or do I have clones of backups?
[24:42.730 --> 24:44.330]  Now that's a really good question.
[24:44.330 --> 24:46.250]  Here is honestly how I do it.
[24:46.250 --> 24:49.250]  I do keep a plant of King Solomon all the time.
[24:49.250 --> 24:52.050]  I've got one main mother plant that I keep.
[24:52.050 --> 24:53.050]  It's a father plant, I guess.
[24:53.050 --> 24:57.170]  It stays in a five-gallon pot right under the middle of all the lights in the bedroom
[24:57.170 --> 24:58.170]  or in the mother room.
[24:58.170 --> 24:59.170]  That is where he chills.
[24:59.170 --> 25:01.450]  That is King Solomon's spot.
[25:01.450 --> 25:02.450]  He'll get big.
[25:02.450 --> 25:03.450]  He'll get bushy.
[25:03.450 --> 25:07.530]  As soon as he's big enough to start giving me a few clones, because I re-clone him every
[25:07.530 --> 25:08.530]  so often.
[25:08.530 --> 25:09.530]  I talk about that occasionally.
[25:09.530 --> 25:11.210]  I'll start growing him.
[25:11.210 --> 25:12.410]  I'll get a fresh clone of him.
[25:12.410 --> 25:13.770]  Let's just say I just cut brand new clones.
[25:13.770 --> 25:16.370]  I got a brand new clone of King Solomon.
[25:16.370 --> 25:17.730]  Put him into a pot, grow him up.
[25:17.730 --> 25:21.730]  As soon as he's big enough to give me a cut, I take another cut.
[25:21.730 --> 25:23.130]  Then I put that one in a smaller pot.
[25:23.130 --> 25:24.130]  They just keep going.
[25:24.130 --> 25:28.690]  I've always got one or two of King Solomon around just to keep that one alive, just because
[25:28.690 --> 25:29.690]  that's my gem.
[25:29.690 --> 25:34.370]  I've always got him around, at least the big one, probably one or two other copies
[25:34.370 --> 25:36.850]  of him as well.
[25:36.850 --> 25:41.650]  If I need clones for breeding from him, I generally take them from the biggest plant.
[25:41.650 --> 25:44.730]  I'll just go grab a few off the biggest one, because that one's getting big.
[25:44.730 --> 25:47.450]  It's going to have to get cut down or do something with it eventually.
[25:47.450 --> 25:51.010]  I'll go get as many clones as I need, and then I'll grow those out, throw those into
[25:51.010 --> 25:54.290]  the flower room so I can make my pollen happen there.
[25:54.290 --> 25:56.250]  Then when that one gets too big, cut him down.
[25:56.250 --> 25:58.810]  Let the next plant keep going.
[25:58.930 --> 26:03.090]  I keep one big father plant for approximately three to six months, depending on how big
[26:03.090 --> 26:05.210]  he gets and how many cuts I need.
[26:05.210 --> 26:10.730]  It's a male, so I generally only need two clones of him at any time, plus a backup,
[26:10.730 --> 26:11.730]  plus the mom.
[26:11.730 --> 26:13.410]  That's how I do it.
[26:13.410 --> 26:16.930]  I keep one big plant, and I cut clones off that as needed.
[26:16.930 --> 26:21.610]  Then about every once or twice a year, I cut him down and start him over and give him a
[26:21.610 --> 26:25.370]  fresh ... cut a bunch of clones and keep the best two as the brand new starters.
[26:25.410 --> 26:28.930]  I wouldn't want to try to start again from seed every time, because I know that King
[26:28.930 --> 26:30.290]  Solomon's reliable.
[26:30.290 --> 26:32.090]  Finding a male is a struggle.
[26:32.090 --> 26:33.090]  Maybe not a struggle.
[26:33.090 --> 26:34.090]  It takes a lot of time.
[26:34.090 --> 26:35.090]  It takes a lot of effort.
[26:35.090 --> 26:36.090]  It's a project.
[26:36.090 --> 26:37.690]  It's a real ... it's work.
[26:37.690 --> 26:40.130]  Finding that male, I have to grow out seeds.
[26:40.130 --> 26:41.490]  I have to eliminate the females.
[26:41.490 --> 26:44.010]  I got to find the dudes that have the traits I want.
[26:44.010 --> 26:46.810]  Then I got to audition those and narrow them down.
[26:46.810 --> 26:49.250]  Once I've chosen what I like, then I have to pollinate stuff.
[26:49.250 --> 26:50.810]  Then I have to grow that out.
[26:50.810 --> 26:52.730]  It's a big process, choosing a male.
[26:52.810 --> 26:55.610]  I definitely try to keep the same dude around.
[26:55.610 --> 26:57.570]  There is a Jack the Ripper male.
[26:57.570 --> 26:59.010]  There's an Arise male.
[26:59.010 --> 27:01.510]  Of course, there's the BC Lemon Skunk male.
[27:01.510 --> 27:07.010]  Those are all kept around in big pots in different areas, different locations, so that the pollen
[27:07.010 --> 27:09.930]  never gets crossed anywhere.
[27:09.930 --> 27:11.130]  The males are in different places.
[27:11.130 --> 27:15.010]  That way we know that there's never ... I call it the Maury Povich situation.
[27:15.010 --> 27:18.010]  We always know who the baby daddy is in iRegenetics.
[27:18.010 --> 27:21.490]  All right, my buddy Buzzer, thank you for the great question.
[27:21.490 --> 27:23.290]  That is all I've got for you guys for this episode.
[27:23.290 --> 27:28.690]  I want to thank you again for listening to episode 747 of the Grow From Your Heart podcast.
[27:28.690 --> 27:30.610]  Hope you enjoyed the show as much as I did.
[27:30.610 --> 27:33.010]  You know I'll be back in a couple of days with fresh new content.
[27:33.010 --> 27:37.170]  If you have any questions, corrections, comments, or concerns, make sure you send me an email.
[27:37.170 --> 27:40.210]  The email address is, of course, growfromyourheartathotmail.com.
[27:40.210 --> 27:41.530]  Don't be shy.
[27:41.530 --> 27:46.130]  Anything else you may need is on my website at iRegenetics.com.
[27:46.130 --> 27:47.690]  There's a link to the Discord.
[27:47.690 --> 27:48.690]  There are vendor links.
[27:48.690 --> 27:49.970]  There's a merch link.
[27:49.970 --> 27:52.210]  There's a way to sign up for a mailing list on there.
[27:52.210 --> 27:54.530]  Also, there's a link to the Discord server.
[27:54.530 --> 27:56.570]  Make sure you check out the Discord server.
[27:56.570 --> 27:59.290]  Don't miss the party happening on the Discord.
[27:59.290 --> 28:01.050]  I hope to see you there.
[28:01.050 --> 28:02.050]  That's all I've got for you.
[28:02.050 --> 28:03.770]  I'll be back in a couple of days with fresh new content.
[28:03.770 --> 28:07.250]  I want to give a big shout out to my friend Ronzel.
[28:07.250 --> 28:10.490]  Until next time, take a fat dab and give your mom a hug for me.
