[00:11.200 --> 00:20.520]  Welcome back, cannabis community.
[19:35.300 --> 19:38.300]  Do you love getting nice and high and playing video games?
[19:39.300 --> 19:45.300]  Do you like the social aspect of sitting in a circle with your friends, passing a joint and talking about whatever?
[19:46.300 --> 19:48.300]  Do you enjoy different medical aspects of it?
[19:49.300 --> 19:50.300]  Does it ease your pain?
[19:50.300 --> 19:51.300]  Does it stop your seizures?
[19:52.300 --> 19:54.300]  Does it allow you to eat through the nausea of whatever?
[19:55.300 --> 19:57.300]  Is it helping fight your cancer?
[19:58.300 --> 20:00.300]  What's got you really passionate about cannabis?
[20:01.300 --> 20:02.300]  What sparks that fire?
[20:03.300 --> 20:06.300]  Because you're going to need some fire because some of this gets really dull.
[20:07.300 --> 20:11.300]  A lot of you have a sick family member that you need to fight for because they're not able to do it.
[20:12.300 --> 20:15.300]  People ask me all day long about, I have a sick friend.
[20:16.300 --> 20:18.300]  What product should I point them towards?
[20:19.300 --> 20:25.300]  I have people asking me about their pain all day or their ailments and what cannabis might do for them.
[20:25.300 --> 20:30.300]  There's a lot of people out there that know it's about a lot more than just getting high.
[20:31.300 --> 20:34.300]  But even if it's just about getting high for you, that's fine.
[20:35.300 --> 20:39.300]  Humans have enjoyed intoxicants since before we had a society.
[20:40.300 --> 20:44.300]  Even little kids spin around in circles to break free of reality for a minute and enjoy it.
[20:45.300 --> 20:46.300]  It's just something humans like.
[20:47.300 --> 20:48.300]  Cannabis is great for that.
[20:49.300 --> 20:51.300]  It's the safest intoxicant known to man.
[20:52.300 --> 20:54.300]  Every other intoxicant causes a lot of harm to your body.
[20:55.300 --> 20:56.300]  Cannabis doesn't.
[20:57.300 --> 20:58.300]  The feds have been looking for a long time, folks.
[20:59.300 --> 21:03.300]  When you start doing your research, you're going to learn that as far as intoxicants go,
[21:04.300 --> 21:07.300]  even just beer and alcohol, cannabis is far, far safer.
[21:08.300 --> 21:12.300]  If you just prefer it over alcohol, that's still a great reason to stand up and say,
[21:13.300 --> 21:14.300]  we need to legalize this in my area.
[21:15.300 --> 21:16.300]  You don't have to be super sick.
[21:17.300 --> 21:18.300]  I'm going to take a dab because Mike's got a lot to say.
[21:19.300 --> 21:20.300]  I usually don't get a dab so hard on the show.
[21:21.300 --> 21:22.300]  Keep going, bro. I like it.
[21:23.300 --> 21:24.300]  Now you've got that spark lit.
[21:25.300 --> 21:26.300]  What really turns you on about cannabis?
[21:27.300 --> 21:29.300]  It's time to start getting educated.
[21:30.300 --> 21:32.300]  You need to start learning a couple of different things.
[21:33.300 --> 21:34.300]  One, start researching cannabis.
[21:35.300 --> 21:37.300]  It's got a long and interesting history.
[21:38.300 --> 21:44.300]  At this point in time, the medical research and the research on safety for consumption,
[21:45.300 --> 21:47.300]  even if you're smoking big old fat joints all the time,
[21:48.300 --> 21:49.300]  vaporizers are a lot healthier way to consume.
[21:50.300 --> 21:51.300]  You get to skip that burning plant material.
[21:51.300 --> 21:53.300]  Even if you're puffing J's old school,
[21:54.300 --> 21:57.300]  you're not doing the kind of damage to your body that a tobacco smoker is.
[21:58.300 --> 22:00.300]  It's not a one-to-one comparison, folks.
[22:01.300 --> 22:04.300]  Get online and start learning everything you can about cannabis.
[22:05.300 --> 22:06.300]  You don't have to sit down and do it all at once.
[22:07.300 --> 22:10.300]  If you love cannabis, learning a lot about it
[22:11.300 --> 22:13.300]  and knowing that you're not killing yourself because you enjoy it,
[22:14.300 --> 22:15.300]  that's something that everybody should want to do.
[22:16.300 --> 22:18.300]  While you're learning about cannabis,
[22:18.300 --> 22:20.300]  start learning about the laws in your area.
[22:21.300 --> 22:23.300]  If you're in the United States, the internet,
[22:24.300 --> 22:29.300]  every local government, regardless of how small a town or area you live in,
[22:30.300 --> 22:31.300]  everything's online at this point.
[22:32.300 --> 22:34.300]  Find out when the meetings are happening,
[22:35.300 --> 22:37.300]  how that government's structured, if it's a city council
[22:38.300 --> 22:40.300]  or if it's a board of county commissioners or whatnot.
[22:41.300 --> 22:43.300]  Figure out when they meet and just start going to meetings.
[22:44.300 --> 22:46.300]  Sit in the back and just observe how they play out.
[22:46.300 --> 22:48.300]  One of the things that I laugh a lot about,
[22:49.300 --> 22:51.300]  the anti-pot groups down here never did this step.
[22:52.300 --> 22:54.300]  They just started showing up to meetings and shouting shit.
[22:55.300 --> 22:57.300]  When you don't know how the meetings function,
[22:58.300 --> 22:59.300]  you don't know where to put your effort.
[23:00.300 --> 23:03.300]  It's sort of like an idiot showing up the first day on the job
[23:04.300 --> 23:05.300]  and just tackling random things in the store.
[23:06.300 --> 23:09.300]  It's not helpful, no matter how much energy or passion you're throwing into it.
[23:10.300 --> 23:13.300]  If you take a couple of really long, boring nights,
[23:13.300 --> 23:15.300]  these meetings can go for two or three hours at a stint,
[23:16.300 --> 23:17.300]  and just see how they flow.
[23:18.300 --> 23:21.300]  All of them allow democratic participation.
[23:22.300 --> 23:23.300]  Any member of the public can show up,
[23:24.300 --> 23:26.300]  and if they follow a couple of really simple, easy rules,
[23:27.300 --> 23:30.300]  like sign up and then speak during the appropriate time of the meeting,
[23:31.300 --> 23:35.300]  I mean, really simple shit, you can get up and say whatever you want.
[23:36.300 --> 23:37.300]  As long as you're not cussing at somebody
[23:38.300 --> 23:39.300]  or screaming and yelling at somebody on council,
[23:40.300 --> 23:41.300]  they'll let you rant about whatever.
[23:41.300 --> 23:42.300]  They give you five full minutes, don't they?
[23:43.300 --> 23:44.300]  Maybe six.
[23:45.300 --> 23:46.300]  You get five minutes at the beginning of every meeting down here in Pueblo.
[23:47.300 --> 23:48.300]  You just sign up.
[23:49.300 --> 23:51.300]  They allow six people to sign up every meeting,
[23:52.300 --> 23:53.300]  and you can rant about whatever.
[23:54.300 --> 23:56.300]  For the most part, it's these three old guys that just show up and bitch.
[23:57.300 --> 23:58.300]  I was going to say, sometimes nobody signs up.
[23:59.300 --> 24:01.300]  Everyone on council down here has thanked me
[24:02.300 --> 24:05.300]  for breaking up the tedium of the couple of people that speak.
[24:06.300 --> 24:07.300]  They don't all agree with me,
[24:08.300 --> 24:09.300]  but they appreciate me going and saying something coherent.
[24:10.300 --> 24:11.300]  They're down to hear whatever.
[24:12.300 --> 24:14.300]  There are people that have come and spoke out about roadside memorials.
[24:15.300 --> 24:18.300]  Whatever issue interests you, you can go down and speak about.
[24:19.300 --> 24:20.300]  If your issue is cannabis,
[24:21.300 --> 24:23.300]  you can show up to your local town council.
[24:24.300 --> 24:25.300]  If you've done your homework a little bit,
[24:26.300 --> 24:27.300]  you can point out how many millions of dollars they could make
[24:28.300 --> 24:30.300]  if cannabis was legal in their area.
[24:31.300 --> 24:33.300]  If you take the time to pull the data coming out of Colorado
[24:34.300 --> 24:35.300]  and Washington State,
[24:36.300 --> 24:38.300]  it's been 18 months since we've had a legal issue.
[24:39.300 --> 24:41.300]  Recreational stores opened their doors in Colorado.
[24:42.300 --> 24:44.300]  We've got all the data we need to prove
[24:45.300 --> 24:47.300]  just how safe cannabis legalization is.
[24:48.300 --> 24:51.300]  You can have stores that adults 21 years of age or older can walk into.
[24:52.300 --> 24:54.300]  If you throw the shit in well-labeled childproof packaging,
[24:55.300 --> 24:56.300]  it's perfectly safe.
[24:57.300 --> 24:58.300]  There's no harm caused.
[24:59.300 --> 25:02.300]  There's no increase in any DUIs or teen access.
[25:03.300 --> 25:05.300]  There's so much cannabis out there anyway.
[25:06.300 --> 25:08.300]  All the stores do is change who profits from the sale
[25:09.300 --> 25:12.300]  and where a whole bunch of adults choose to go to buy their weed.
[25:13.300 --> 25:15.300]  Legalization isn't a huge earth-shattering change.
[25:16.300 --> 25:18.300]  It's just the end of a lot of stupidity.
[25:19.300 --> 25:22.300]  In Colorado, we've been keeping tally of the numbers.
[25:23.300 --> 25:24.300]  People have been watching very closely.
[25:25.300 --> 25:26.300]  This was supposed to be a nightmare.
[25:27.300 --> 25:30.300]  All of the predictions a year or two ago are laughable now.
[25:31.300 --> 25:34.300]  The local paper, the chieftain, does a shit job regularly.
[25:35.300 --> 25:36.300]  Miracle in miracles,
[25:36.300 --> 25:40.300]  they did an amazing expose on what legal marijuana did to our county.
[25:41.300 --> 25:43.300]  We sold $17 million worth of marijuana,
[25:44.300 --> 25:45.300]  and the cops can't point to a firm problem.
[25:46.300 --> 25:47.300]  It's just nuts.
[25:48.300 --> 25:49.300]  $17 million?
[25:50.300 --> 25:52.300]  There's only 150,000 people down here.
[25:53.300 --> 25:54.300]  Do the math.
[25:55.300 --> 25:56.300]  It's not like the black market died.
[25:57.300 --> 26:00.300]  It's just a huge number of people prefer going to the stores.
[26:01.300 --> 26:03.300]  Buying weed on the black market can be a nightmare, man.
[26:03.300 --> 26:04.300]  We're so spoiled in Colorado,
[26:05.300 --> 26:07.300]  it's hard to think back to what it used to be like.
[26:08.300 --> 26:12.300]  A lot of people have a hardcore dealer that they've got to deal with.
[26:13.300 --> 26:15.300]  They operate under dealer rules.
[26:16.300 --> 26:17.300]  You meet in a parking lot, it's a quick exchange.
[26:18.300 --> 26:19.300]  You're not friends.
[26:20.300 --> 26:21.300]  You get ripped off.
[26:22.300 --> 26:23.300]  The bag's light.
[26:24.300 --> 26:25.300]  It's got other crap in it.
[26:26.300 --> 26:27.300]  It's never the strain they say.
[26:28.300 --> 26:29.300]  Cops looking to arrest you for doing it.
[26:30.300 --> 26:31.300]  I had some friends in from Wisconsin.
[26:31.300 --> 26:32.300]  They're friends of a friend.
[26:33.300 --> 26:34.300]  My good friend had family in from Wisconsin.
[26:35.300 --> 26:36.300]  They're like, we went to the dispensary over here.
[26:37.300 --> 26:38.300]  I was like, oh, you went there and paid?
[26:39.300 --> 26:40.300]  They're like, yeah, they wanted to go to that place
[26:41.300 --> 26:42.300]  because they heard a lot about it and wanted to see what it was like.
[26:43.300 --> 26:45.300]  They just wanted the experience of going through the store.
[26:46.300 --> 26:47.300]  I keep going.
[26:48.300 --> 26:49.300]  I'm getting you off track now.
[26:50.300 --> 26:51.300]  Get educated.
[26:52.300 --> 26:53.300]  Learn the laws in your area, how the public meetings work,
[26:54.300 --> 26:56.300]  and when and how public comment is taken.
[26:57.300 --> 26:58.300]  Then look up other legalization groups in your area.
[26:59.300 --> 27:00.300]  There are a ton of groups out there.
[27:01.300 --> 27:04.300]  In the 1970s, we were really close to marijuana being legal, too.
[27:05.300 --> 27:07.300]  When that fell apart, a number of groups started forming nationally.
[27:08.300 --> 27:09.300]  Normal's the big one.
[27:10.300 --> 27:11.300]  That's what I just wrote down.
[27:12.300 --> 27:13.300]  If you're not familiar with normal,
[27:14.300 --> 27:16.300]  you really, really need to start Googling stuff about cannabis.
[27:17.300 --> 27:19.300]  That's the National Organization for the Reform of Marijuana Laws.
[27:20.300 --> 27:21.300]  Yes, it is.
[27:22.300 --> 27:23.300]  It's a big organization.
[27:23.300 --> 27:24.300]  There's also the Marijuana Policy Project.
[27:25.300 --> 27:26.300]  They're doing national lobbying for legalization.
[27:27.300 --> 27:28.300]  They've helped write a number of the laws.
[27:29.300 --> 27:30.300]  I think they helped with Colorado's.
[27:31.300 --> 27:32.300]  They helped with Alaska's.
[27:33.300 --> 27:35.300]  They've written a number of other medical marijuana laws.
[27:36.300 --> 27:37.300]  They're a really big organization.
[27:38.300 --> 27:39.300]  Check them out, guys.
[27:40.300 --> 27:41.300]  Students for a Sensible Drug Policy is on pretty much
[27:42.300 --> 27:43.300]  every college campus in America.
[27:44.300 --> 27:46.300]  LEAP, Law Enforcement Against Prohibition.
[27:47.300 --> 27:48.300]  Guys, this is excellent.
[27:49.300 --> 27:50.300]  It's a great organization.
[27:50.300 --> 27:51.300]  Law Enforcement Against Prohibition.
[27:52.300 --> 27:56.300]  This is ex-cops, ex-DEA agents, judges, lawyers
[27:57.300 --> 28:00.300]  that through experience have learned just how pointless
[28:01.300 --> 28:04.300]  marijuana prohibition is and have begun calling for legalization.
[28:05.300 --> 28:06.300]  They're a great group, guys.
[28:07.300 --> 28:08.300]  Follow them on social media.
[28:09.300 --> 28:10.300]  Some of their YouTube videos are great.
[28:11.300 --> 28:13.300]  Learning, okay, so I'm going to start going out
[28:14.300 --> 28:15.300]  and speaking for legalization.
[28:16.300 --> 28:17.300]  What the fuck does that look like?
[28:18.300 --> 28:19.300]  Do I just go to city council and go,
[28:20.300 --> 28:21.300]  Weeeeee!
[28:22.300 --> 28:23.300]  Or what do I do?
[28:24.300 --> 28:25.300]  Pull up LEAP's videos on YouTube, man.
[28:26.300 --> 28:28.300]  This guy, Peter Crist is his name.
[28:29.300 --> 28:31.300]  Pull him up on YouTube and just watch him destroy
[28:32.300 --> 28:34.300]  the idea of prohibition in 15 minutes.
[28:35.300 --> 28:36.300]  It's a great place to start, guys.
[28:37.300 --> 28:40.300]  And the last organization I'd say everybody needs to check out
[28:41.300 --> 28:42.300]  is a group called Flex Your Rights.
[28:43.300 --> 28:44.300]  If you're going to go and start speaking up about
[28:45.300 --> 28:47.300]  marijuana legalization in an area where
[28:47.300 --> 28:49.300]  it's not already medically legal
[28:50.300 --> 28:51.300]  or there's not a number of other people doing that,
[28:52.300 --> 28:53.300]  it can be terrifying.
[28:54.300 --> 28:56.300]  And one of the things that's really going to help you feel
[28:57.300 --> 28:58.300]  a lot more secure in doing that
[28:59.300 --> 29:00.300]  is knowing what your rights are as a citizen
[29:01.300 --> 29:02.300]  in the good old United States of America.
[29:03.300 --> 29:06.300]  Flex Your Rights is an organization of defense attorneys
[29:07.300 --> 29:09.300]  that have put together a number of great videos
[29:10.300 --> 29:14.300]  and little training webpages on flexing your rights.
[29:15.300 --> 29:16.300]  What rights do you have when the cop pounds you
[29:17.300 --> 29:19.300]  on your door and says, open up, police.
[29:20.300 --> 29:21.300]  What can you do?
[29:22.300 --> 29:23.300]  We should all watch that anyway.
[29:24.300 --> 29:25.300]  Everyone that's listening right now should pull up these videos.
[29:26.300 --> 29:27.300]  What are your rights when you get pulled over
[29:28.300 --> 29:29.300]  during a traffic stop?
[29:30.300 --> 29:32.300]  If you get on YouTube and watch some of the same shit I do,
[29:33.300 --> 29:35.300]  you've seen people refuse to roll their window down
[29:36.300 --> 29:38.300]  and just hand or put up IDs to the window
[29:39.300 --> 29:41.300]  and completely refuse what the cop's saying
[29:42.300 --> 29:43.300]  and just do something different.
[29:44.300 --> 29:45.300]  And the cops all look befuddled
[29:45.300 --> 29:47.300]  and one cop walks over, tells the other cops
[29:48.300 --> 29:49.300]  they don't get to smash the window
[29:50.300 --> 29:51.300]  and they don't get to ruin this guy's night
[29:52.300 --> 29:53.300]  and the guy's free to leave.
[29:54.300 --> 29:55.300]  Learn how to do that legally.
[29:56.300 --> 29:58.300]  I know it's terrifying to stand up in front of the police chief
[29:59.300 --> 30:00.300]  because the police chief's at a lot of these meetings,
[30:01.300 --> 30:02.300]  the city council's at these meetings,
[30:03.300 --> 30:05.300]  the city attorney, everyone's in a suit and tie,
[30:06.300 --> 30:07.300]  there are cameras rolling, and you're going to stand up
[30:08.300 --> 30:10.300]  and encourage them to legalize marijuana
[30:11.300 --> 30:12.300]  or to push for legalization.
[30:13.300 --> 30:14.300]  It can be really scary,
[30:15.300 --> 30:16.300]  but if you know your rights
[30:17.300 --> 30:18.300]  and you've paid attention in the meetings
[30:19.300 --> 30:20.300]  and you know how they flow
[30:21.300 --> 30:22.300]  and you make your argument at the appropriate time,
[30:23.300 --> 30:24.300]  the appropriate way,
[30:25.300 --> 30:26.300]  they're going to hear you,
[30:27.300 --> 30:28.300]  they're going to be impressed,
[30:29.300 --> 30:30.300]  and they're going to want to know more.
[30:31.300 --> 30:32.300]  And so if you've done your homework and you're educated,
[30:33.300 --> 30:34.300]  when they come up to you after the meeting
[30:35.300 --> 30:36.300]  and go, I like what you said, can we sit down later?
[30:37.300 --> 30:38.300]  I want to hear about what pot legalization might do
[30:39.300 --> 30:41.300]  for our little town here in Kentucky.
[30:42.300 --> 30:44.300]  You can go to lunch later and really explain,
[30:45.300 --> 30:46.300]  I mean, look at Colorado,
[30:47.300 --> 30:48.300]  towns this size that allowed this many shops,
[30:49.300 --> 30:50.300]  made this much in tax revenue,
[30:51.300 --> 30:52.300]  this much in application fees,
[30:53.300 --> 30:54.300]  they spent this much in enforcement,
[30:55.300 --> 30:56.300]  and so they're able to spend an extra this much
[30:57.300 --> 30:58.300]  on their roads this year.
[30:59.300 --> 31:02.300]  When you make that argument to someone in local government,
[31:03.300 --> 31:05.300]  they're going to just be astounded
[31:06.300 --> 31:07.300]  at the possibilities.
[31:08.300 --> 31:10.300]  They're going to have to look at this issue in a new way.
[31:11.300 --> 31:12.300]  $17 million is an issue.
[31:12.300 --> 31:13.300]  Pueblo is a poor town.
[31:14.300 --> 31:16.300]  Half the people down here are on some form of assistance.
[31:17.300 --> 31:19.300]  It's actually like 60%.
[31:21.300 --> 31:24.300]  The median income down here is like 14 grand a year.
[31:25.300 --> 31:27.300]  Yeah, Jeff just looked at me a little horrified.
[31:28.300 --> 31:29.300]  I was a little shocked too.
[31:30.300 --> 31:32.300]  And yeah, it's a big city full of a lot of people
[31:33.300 --> 31:34.300]  and hard times.
[31:35.300 --> 31:36.300]  So this industry has been huge.
[31:37.300 --> 31:39.300]  The jobs, the local investment in the city.
[31:40.300 --> 31:41.300]  Hop on the train,
[31:42.300 --> 31:43.300]  go to the Chieftain.
[31:44.300 --> 31:45.300]  If you go to thechieftain.com
[31:46.300 --> 31:47.300]  and scroll all the way down to the bottom of the page
[31:48.300 --> 31:49.300]  on the right-hand side,
[31:50.300 --> 31:51.300]  they've got a couple of big exposés they've done,
[31:52.300 --> 31:53.300]  and one of them is called The Growing Trade.
[31:54.300 --> 31:55.300]  Or I suppose you could just Google
[31:56.300 --> 31:57.300]  The Chieftain, The Growing Trade.
[31:58.300 --> 31:59.300]  It brings up a big series of reports,
[32:00.300 --> 32:01.300]  and they break down what the police had to say
[32:02.300 --> 32:04.300]  after the county sold $17 million in pot last year,
[32:05.300 --> 32:07.300]  what the teachers had to say and the principals,
[32:08.300 --> 32:09.300]  what the fire department had to say.
[32:09.300 --> 32:11.300]  They tallied up what the county spent on enforcement
[32:12.300 --> 32:13.300]  and going out and making sure that you met zoning
[32:14.300 --> 32:15.300]  and that you were checking IDs and all of that.
[32:16.300 --> 32:17.300]  They added up everything they could think of
[32:18.300 --> 32:19.300]  that was related to legal pot,
[32:20.300 --> 32:21.300]  and they tallied it in one column,
[32:22.300 --> 32:23.300]  and it was like $220,000,
[32:24.300 --> 32:26.300]  and they pulled in $1.7 million.
[32:27.300 --> 32:29.300]  I mean, that's a million and a half in the black.
[32:30.300 --> 32:31.300]  It's a huge return on a small investment.
[32:32.300 --> 32:34.300]  Yeah, I mean, all they had to do was get out of the way.
[32:35.300 --> 32:36.300]  And I also think that we're bringing more people here
[32:36.300 --> 32:37.300]  because I know we're bringing people here.
[32:38.300 --> 32:40.300]  Colorado's seeing a flood of people coming.
[32:41.300 --> 32:42.300]  It's almost like the gold rushes before.
[32:43.300 --> 32:44.300]  We're not just moving, but visiting.
[32:45.300 --> 32:46.300]  They're coming to just to come buy a bag of weed
[32:47.300 --> 32:48.300]  and go on a hike.
[32:49.300 --> 32:50.300]  Lots of people coming to visit and checking out,
[32:51.300 --> 32:52.300]  and what I'm hoping they all take home
[32:53.300 --> 32:54.300]  is when they get home,
[32:55.300 --> 32:56.300]  they need to tell everyone they know
[32:57.300 --> 32:59.300]  how sane and rational this decision was.
[33:00.300 --> 33:01.300]  I mean, a lot of people were shocked.
[33:02.300 --> 33:03.300]  Oh, my God, you're going to add another $1 million?
[33:04.300 --> 33:05.300]  I mean, I think that's a huge investment.
[33:06.300 --> 33:07.300]  You're going to add another legal intoxicant to the mix.
[33:08.300 --> 33:09.300]  It's going to be terrible for society.
[33:10.300 --> 33:11.300]  I mean, marijuana's never killed anyone.
[33:12.300 --> 33:13.300]  Alcohol kills almost 100,000 people a year,
[33:14.300 --> 33:15.300]  and that's before the car crashes.
[33:16.300 --> 33:18.300]  Tobacco kills almost half a million people every year,
[33:19.300 --> 33:23.300]  and that's from getting diseases from using and dying.
[33:24.300 --> 33:25.300]  Police kill more people than cannabis.
[33:26.300 --> 33:28.300]  500 already this year,
[33:29.300 --> 33:31.300]  just because I know that's that off the top of my head.
[33:32.300 --> 33:34.300]  Peanuts kill more people than cannabis every year.
[33:34.300 --> 33:35.300]  Lightning kills 52 Americans a year.
[33:36.300 --> 33:38.300]  I just had to look that shit up recently.
[33:39.300 --> 33:40.300]  All right, we're getting off track here.
[33:41.300 --> 33:42.300]  Keep going, dude, because you've got quite a bit of shit.
[33:43.300 --> 33:44.300]  We've gone 36 minutes.
[33:45.300 --> 33:46.300]  I want to make sure you get this in.
[33:47.300 --> 33:48.300]  All right, so we're passionate.
[33:49.300 --> 33:50.300]  We're educated.
[33:51.300 --> 33:52.300]  We've started attending meetings
[33:53.300 --> 33:54.300]  and figuring out how they work.
[33:55.300 --> 33:56.300]  All right, so you're going to start speaking out.
[33:57.300 --> 33:58.300]  This is the terrifying part.
[33:59.300 --> 34:00.300]  It's easy to sit at home and Google
[34:01.300 --> 34:02.300]  does cannabis cure cancer
[34:02.300 --> 34:05.300]  and then read what Dr. Tashkin has to say about that
[34:06.300 --> 34:07.300]  or to Google the history of cannabis
[34:08.300 --> 34:09.300]  and spend the night reading about
[34:10.300 --> 34:12.300]  how the federal government's run a medical marijuana program.
[34:13.300 --> 34:14.300]  Every year I've fucking been alive.
[34:15.300 --> 34:16.300]  It started in 1982.
[34:17.300 --> 34:18.300]  People, they mail people 11 ounces of weed.
[34:19.300 --> 34:20.300]  How the fuck did you not know about this?
[34:21.300 --> 34:22.300]  Google it right now, but that's easy.
[34:23.300 --> 34:24.300]  It's not scary.
[34:25.300 --> 34:26.300]  No one's going to follow you home from that,
[34:27.300 --> 34:28.300]  but going down to city council
[34:29.300 --> 34:30.300]  and standing up at the podium
[34:30.300 --> 34:32.300]  and swearing in, giving your name and address
[34:33.300 --> 34:35.300]  and then speaking out for legalization can be scary,
[34:36.300 --> 34:38.300]  but if you do it right, you're going to succeed.
[34:39.300 --> 34:40.300]  People are going to hear you.
[34:41.300 --> 34:42.300]  No one's going to follow you home.
[34:43.300 --> 34:44.300]  It's even like an extra layer of protection
[34:45.300 --> 34:47.300]  because if the cops are going to screw with the person
[34:48.300 --> 34:49.300]  that's going to city council and making a stink,
[34:50.300 --> 34:51.300]  it's going to be press.
[34:52.300 --> 34:53.300]  And do the cops want press?
[34:54.300 --> 34:55.300]  They're going to bring the district attorney
[34:56.300 --> 34:57.300]  and the cops do not need any press right now.
[34:58.300 --> 34:59.300]  No, they don't want any of this.
[35:00.300 --> 35:01.300]  They don't need any of that.
[35:02.300 --> 35:03.300]  So they pretty much leave you alone.
[35:04.300 --> 35:05.300]  I've never had an issue and I've been doing this
[35:06.300 --> 35:07.300]  for like six years now.
[35:08.300 --> 35:09.300]  So what you got to do is figure out
[35:10.300 --> 35:12.300]  what you want to say and how you want to say it.
[35:13.300 --> 35:15.300]  Are you talking about medical access?
[35:16.300 --> 35:18.300]  Are you talking about full blown legalization?
[35:19.300 --> 35:20.300]  Take a few minutes
[35:21.300 --> 35:24.300]  and really pen out what you want to say.
[35:25.300 --> 35:26.300]  Make a couple of bullet point notes
[35:27.300 --> 35:28.300]  of the points you want to hit
[35:28.300 --> 35:29.300]  and practice it a couple of times at home.
[35:30.300 --> 35:31.300]  Get yourself familiar with it
[35:32.300 --> 35:33.300]  because it can be really nerve wracking.
[35:34.300 --> 35:35.300]  I hate public speaking.
[35:36.300 --> 35:37.300]  I'm nervous sitting here on the podcast
[35:38.300 --> 35:39.300]  and I love it in your kitchen.
[35:40.300 --> 35:41.300]  You'll get shaky the first time,
[35:42.300 --> 35:43.300]  but I hear a lot of people get shaky
[35:44.300 --> 35:45.300]  and city council knows they look at you like it's all right.
[35:46.300 --> 35:47.300]  They're used to it.
[35:48.300 --> 35:49.300]  And if you're struggling,
[35:50.300 --> 35:51.300]  they'll even like, it's okay.
[35:52.300 --> 35:53.300]  You can say whatever you want.
[35:54.300 --> 35:55.300]  You can't get in trouble here.
[35:56.300 --> 35:57.300]  Like they try to reassure you a little bit,
[35:58.300 --> 35:59.300]  practice it a couple of times at home
[36:00.300 --> 36:01.300]  and then go down to the meeting
[36:02.300 --> 36:04.300]  or just throw on clean clothes.
[36:05.300 --> 36:06.300]  Like that's the key people.
[36:07.300 --> 36:08.300]  You don't have to dress way up.
[36:09.300 --> 36:10.300]  I go in jeans and a button down shirt.
[36:11.300 --> 36:12.300]  Stick your head up.
[36:13.300 --> 36:14.300]  Take off your hat.
[36:15.300 --> 36:16.300]  If you've got dreads, tie them back neat.
[36:17.300 --> 36:18.300]  If you've got a big beard,
[36:19.300 --> 36:20.300]  maybe clean it up a little bit,
[36:21.300 --> 36:22.300]  but just clean clothes look nice.
[36:23.300 --> 36:24.300]  You don't have to go buy a suit or anything.
[36:25.300 --> 36:26.300]  Honestly, there are some guys that come in there
[36:26.300 --> 36:27.300]  and they're wearing their work uniform.
[36:28.300 --> 36:29.300]  And they're like, Hey, I'm part of this union.
[36:30.300 --> 36:31.300]  And you're like, Oh, I could tell.
[36:32.300 --> 36:33.300]  And we feel this way.
[36:34.300 --> 36:35.300]  And I think that that shows that they're a working fucking man
[36:36.300 --> 36:37.300]  and that they're speaking about what they've got to do.
[36:38.300 --> 36:39.300]  You know what I mean?
[36:40.300 --> 36:41.300]  Right.
[36:41.300 --> 36:42.300]  If you're coming straight from work,
[36:43.300 --> 36:44.300]  it's perfectly appropriate to show up
[36:45.300 --> 36:46.300]  in whatever you were wearing at work that day.
[36:47.300 --> 36:48.300]  People do that all the time
[36:49.300 --> 36:50.300]  because most of these meetings are like six o'clock at night.
[36:51.300 --> 36:52.300]  And that's pretty much when everybody's headed home.
[36:53.300 --> 36:54.300]  If you've got a normal job.
[36:54.300 --> 36:55.300]  Get yourself cleaned up a little bit.
[36:56.300 --> 36:57.300]  Practice what you're going to say.
[36:58.300 --> 36:59.300]  Then go down, sign up and say it.
[37:00.300 --> 37:01.300]  So, yeah, throw on a clean shirt,
[37:02.300 --> 37:03.300]  go down, sign up and speak.
[37:04.300 --> 37:05.300]  Be polite.
[37:06.300 --> 37:08.300]  I like to start off with good evening, council.
[37:09.300 --> 37:11.300]  I think going like gentlemen and lady
[37:12.300 --> 37:13.300]  makes you sound like a dick.
[37:14.300 --> 37:15.300]  So if there's men and women on the council,
[37:16.300 --> 37:17.300]  you can just skip all of that nonsense
[37:18.300 --> 37:19.300]  with good evening, council
[37:20.300 --> 37:21.300]  or good evening, Board of County Commissioners.
[37:22.300 --> 37:23.300]  Just use their formal title
[37:24.300 --> 37:25.300]  and try to say and then at the end,
[37:26.300 --> 37:27.300]  try to say thank you for you.
[37:28.300 --> 37:29.300]  Thank you for giving me this chance to speak tonight.
[37:30.300 --> 37:31.300]  They really appreciate it when people thank them
[37:32.300 --> 37:33.300]  and hang out at the meeting.
[37:34.300 --> 37:35.300]  Like that's the part that everyone,
[37:36.300 --> 37:37.300]  regardless of their issue, skips.
[37:38.300 --> 37:39.300]  The night you go speak at the meeting,
[37:40.300 --> 37:42.300]  nine times out of ten,
[37:43.300 --> 37:45.300]  when the section of time
[37:46.300 --> 37:47.300]  where the public can speak is over,
[37:48.300 --> 37:49.300]  everyone in the meeting shuffles out.
[37:50.300 --> 37:51.300]  The city council down here
[37:52.300 --> 37:53.300]  even pauses for a minute to allow it to happen.
[37:54.300 --> 37:56.300]  But the very next step of the meeting
[37:57.300 --> 37:58.300]  is council commentary.
[37:59.300 --> 38:00.300]  Well, where they sit and banter back and forth
[38:01.300 --> 38:03.300]  for a few minutes about what they just heard
[38:04.300 --> 38:05.300]  and about other shit that's come up that week.
[38:06.300 --> 38:09.300]  And that's the important part of the meeting
