[00:17.850 --> 00:20.410]  Welcome back cannabis community.
[14:43.560 --> 14:44.400]  Yeah.
[14:44.400 --> 14:45.920]  Yeah.
[14:45.920 --> 14:48.400]  Everybody for four miles of this dude
[14:48.400 --> 14:51.480]  that is growing outdoors is going to have a hybrid
[14:51.480 --> 14:53.680]  of whatever this dude put outside.
[14:53.680 --> 14:54.600]  Yeah.
[14:54.600 --> 14:57.840]  The wind and nature are going to do their things.
[14:57.840 --> 14:59.920]  And this guy's going to pollinate
[14:59.920 --> 15:01.600]  the whole fucking neighborhood.
[15:02.480 --> 15:03.320]  Don't do that.
[15:03.320 --> 15:04.280]  You guys, if you've got a male plant,
[15:04.280 --> 15:06.080]  don't put it outside so that you can pollinate
[15:06.080 --> 15:08.640]  Rob's outdoor crops and you can fucking pollinate
[15:08.640 --> 15:10.000]  everybody's outdoor crop.
[15:10.000 --> 15:11.040]  Don't do that shit.
[15:11.040 --> 15:14.760]  Please be a thinkful thinker, a thinkful stoner.
[15:14.760 --> 15:16.440]  I don't even be a forethinking grower
[15:16.440 --> 15:18.000]  is what I need you to be.
[15:18.600 --> 15:19.440]  Don't put that shit out there.
[15:19.440 --> 15:20.280]  That's rude.
[15:20.280 --> 15:21.100]  Please don't do that.
[15:22.280 --> 15:23.120]  Wow.
[15:23.120 --> 15:24.520]  These guys are shaking their heads in silence.
[15:24.520 --> 15:25.600]  They think they just want to stand up
[15:25.600 --> 15:27.640]  and walk away from the table.
[15:27.640 --> 15:29.440]  Like fuck, I'm done.
[15:29.440 --> 15:30.280]  That's good.
[15:30.280 --> 15:31.100]  Yeah.
[15:31.100 --> 15:32.880]  You can take a cry break if you need to.
[15:32.880 --> 15:35.200]  People have taken naps on that couch over there.
[15:35.200 --> 15:37.080]  A cry break would be acceptable.
[15:37.080 --> 15:37.920]  All right.
[15:37.920 --> 15:39.760]  So plants are going to grow about six weeks
[15:39.760 --> 15:42.560]  until the seeds are ready-ish.
[15:42.560 --> 15:45.440]  What should we start looking for during that time period
[15:45.440 --> 15:46.840]  to know if the seeds are getting ready
[15:46.840 --> 15:48.040]  or if we're going to have to let them go
[15:48.040 --> 15:49.120]  a little bit longer?
[15:49.120 --> 15:51.560]  Well, usually what I'll do if there's none,
[15:51.560 --> 15:56.080]  sometimes they'll split and you'll actually start
[15:56.080 --> 15:59.160]  seeing the seeds present on the plant.
[15:59.160 --> 16:01.480]  On the undersides of the buds with the calyx as well?
[16:01.480 --> 16:02.320]  That's it.
[16:02.320 --> 16:03.160]  The calyx is a split.
[16:03.160 --> 16:04.760]  They'll actually split and the seed will actually
[16:04.760 --> 16:06.760]  protrude from it sometimes when they're ripe
[16:06.760 --> 16:08.800]  and then you'll actually see the visual seeds.
[16:08.800 --> 16:10.480]  You'll see a nice gray, dark color.
[16:10.480 --> 16:11.680]  You'll see nice tiger stripes.
[16:11.680 --> 16:12.800]  You know, the black tiger stripes
[16:12.800 --> 16:14.160]  is what you're looking for a lot of the time.
[16:14.160 --> 16:15.680]  Then you know you got a nice ripe seed.
[16:15.680 --> 16:18.960]  You basically want to look for no green and no white.
[16:18.960 --> 16:20.360]  That's pretty much the two things
[16:20.360 --> 16:21.200]  you really got to look for.
[16:21.200 --> 16:23.280]  If there's no green and no white and you got tiger stripes
[16:23.280 --> 16:25.640]  and you got nice gray seeds or dark seeds
[16:25.640 --> 16:28.200]  and typically you know you're ready.
[16:28.200 --> 16:32.160]  A cheat move that I do after about six weeks of pollination,
[16:32.160 --> 16:33.720]  five and a half, six weeks of pollination,
[16:33.720 --> 16:36.480]  I wait and then right at the base of the buds
[16:36.480 --> 16:37.920]  where the stalk and the bud meet,
[16:37.920 --> 16:40.840]  there's usually one little calyx that swells up.
[16:40.840 --> 16:42.080]  I'll just pinch that fucker off
[16:42.080 --> 16:44.560]  and roll it around in my hand and you'll know.
[16:44.600 --> 16:47.120]  It's either a seed or what would have been a seed
[16:47.120 --> 16:48.280]  had you not destroyed it.
[16:48.280 --> 16:50.240]  And you guys don't worry about crushing one or two of those
[16:50.240 --> 16:51.360]  because if you did this correctly,
[16:51.360 --> 16:54.240]  you're gonna have at least 100, closer to 500
[16:54.240 --> 16:56.320]  if you do it like Rob and I do.
[16:56.320 --> 16:59.160]  I've pulled 5,000 seeds from a plant before easily.
[16:59.160 --> 17:01.180]  I'm looking at pulling like around at least 1,000 or two
[17:01.180 --> 17:02.440]  from one plant right now.
[17:02.440 --> 17:04.280]  I was running seven gallon pots
[17:04.280 --> 17:05.440]  and hitting them with big mails.
[17:05.440 --> 17:06.280]  I'm running 10.
[17:06.280 --> 17:07.100]  Yeah.
[17:07.100 --> 17:08.760]  Pulled quite a few.
[17:08.760 --> 17:11.680]  Yeah, thousands of seeds can come from one plant.
[17:11.680 --> 17:12.920]  Where the hell were we?
[17:12.920 --> 17:13.760]  How long to let it go?
[17:13.760 --> 17:14.600]  That's what to look for.
[17:14.600 --> 17:16.160]  You can pinch that one little,
[17:16.160 --> 17:17.320]  like you guys will see what I'm talking about.
[17:17.320 --> 17:18.520]  If you've got a seeded crop,
[17:18.520 --> 17:20.160]  and a lot of times you'll see these little calyxes
[17:20.160 --> 17:21.000]  on the bottoms of buds
[17:21.000 --> 17:23.360]  and they'll make you think you've got a seed.
[17:23.360 --> 17:26.000]  I did want to touch on letting them go
[17:26.000 --> 17:26.960]  a little bit too long.
[17:26.960 --> 17:28.840]  What happens with the ramifications
[17:28.840 --> 17:30.600]  of letting your seeds go too terribly long
[17:30.600 --> 17:32.840]  and letting the plant just basically go into the point
[17:32.840 --> 17:34.880]  where A, you're gonna lose most of your THC.
[17:34.880 --> 17:38.160]  It's gonna convert over to CBD and things like that.
[17:38.160 --> 17:40.120]  And then secondly, the seed.
[17:40.120 --> 17:42.640]  Not in the progeny, in the bud that's actually growing.
[17:42.640 --> 17:44.880]  I don't know if you've ever had those seeds,
[17:44.880 --> 17:47.400]  had a batch of seeds from somebody or a breeder
[17:47.400 --> 17:50.360]  that you've gotten in and they're just hard as a rock.
[17:50.360 --> 17:51.960]  And they got really great dark,
[17:51.960 --> 17:53.040]  they're real dark, nice,
[17:53.040 --> 17:55.060]  but I mean, they're just incredibly hard as rock.
[17:55.060 --> 17:56.880]  A lot of them have to be scored germinate.
[17:56.880 --> 17:57.720]  Yeah, yeah.
[17:57.720 --> 17:58.540]  I know what you're talking about.
[17:58.540 --> 17:59.380]  That's what that's from.
[17:59.380 --> 18:00.200]  That's a lot of it.
[18:00.200 --> 18:01.040]  Basically what it is,
[18:01.040 --> 18:02.840]  it's because the seed is this embryo
[18:02.840 --> 18:04.520]  and it's developing a shell.
[18:04.520 --> 18:05.640]  It's developing that shell
[18:05.640 --> 18:07.640]  and that shell is gonna do nothing but like a bone.
[18:07.640 --> 18:09.820]  It's gonna get harder and harder and harder
[18:09.820 --> 18:11.080]  the more you pump that plant
[18:11.160 --> 18:13.200]  and especially it comes from not ripening the plant
[18:13.200 --> 18:15.760]  correctly also, not flushing properly,
[18:15.760 --> 18:18.160]  things like that because you got so many nutrients present,
[18:18.160 --> 18:20.600]  it's still telling it to drive, drive, drive, drive.
[18:20.600 --> 18:22.520]  So it's gonna create that and develop that.
[18:22.520 --> 18:24.720]  And that's also when you risk seed splitting.
[18:24.720 --> 18:27.160]  Seed splitting will happen because whenever you pull them out
[18:27.160 --> 18:28.520]  they're gonna be so overdeveloped
[18:28.520 --> 18:29.800]  that once they start to dry out,
[18:29.800 --> 18:31.120]  they're gonna start cracking and splitting
[18:31.120 --> 18:32.360]  because it's gonna be like,
[18:32.360 --> 18:35.400]  there's gonna be such a large embryo inside of this shell
[18:35.400 --> 18:38.360]  because it's swelled up inside of there, it's growing.
[18:38.360 --> 18:39.720]  So you're gonna have a lot of problems
[18:39.720 --> 18:40.880]  can develop from that.
[18:41.680 --> 18:42.520]  So that's a lot of the issues
[18:42.520 --> 18:43.680]  when people have these little issues with seeds
[18:43.680 --> 18:45.200]  when they get them in the mail and things like that
[18:45.200 --> 18:47.080]  from different breeders and they are cracked and stuff
[18:47.080 --> 18:49.240]  but they haven't been, the package is fine
[18:49.240 --> 18:51.920]  and they come great but you got a couple of cracked seeds
[18:51.920 --> 18:53.000]  in there and they look great and everything
[18:53.000 --> 18:55.600]  but you can tell just that shell split right down the side
[18:55.600 --> 18:57.320]  and you're like, hey, this is not gonna be good
[18:57.320 --> 18:59.460]  because the embryo is now dried out and dead.
[18:59.460 --> 19:01.840]  So that seed's toast and then you get some
[19:01.840 --> 19:04.040]  that you have to score because they just will not germinate
[19:04.040 --> 19:05.440]  unless you score them.
[19:05.440 --> 19:06.280]  And that's a lot of-
[19:06.280 --> 19:07.280]  Let's talk about that for a little bit.
[19:07.280 --> 19:09.400]  What's the best way to do, you guys, you'll know
[19:09.400 --> 19:11.480]  if the seeds are super hard, really thick shell
[19:11.480 --> 19:13.760]  you'll be able to tell by looking, they'll be extra glossy.
[19:13.760 --> 19:15.120]  They'll be a little harder than normal.
[19:15.120 --> 19:16.600]  If it's your first pack of seeds
[19:16.600 --> 19:17.760]  you don't have anything to compare it to
[19:17.760 --> 19:19.000]  so you're just gonna have to learn.
[19:19.000 --> 19:20.640]  But what's the best way to score them
[19:20.640 --> 19:22.360]  to soften them up a little bit to get them to grow?
[19:22.360 --> 19:24.320]  If you've got a matchbook, that's a real good way to do it.
[19:24.320 --> 19:26.040]  If you've got a matchbook, use the side of a matchbook
[19:26.040 --> 19:28.560]  just rub them like that or really fine grit sandpaper.
[19:28.560 --> 19:29.720]  You don't wanna use a coarse grade
[19:29.720 --> 19:30.560]  because it's gonna tear it
[19:30.560 --> 19:31.840]  and it's gonna tear into it really hard.
[19:31.840 --> 19:33.560]  So you wanna use a really fine grit sandpaper
[19:33.560 --> 19:35.320]  is one of the easiest things really to use.
[19:35.320 --> 19:37.400]  I like to just soak those plants, put a little bit
[19:37.400 --> 19:39.440]  a couple drops of hygros on them and a glass of water
[19:39.440 --> 19:40.280]  or a jar of water.
[19:40.280 --> 19:42.880]  Use an enzyme, eat away at the shell a little bit.
[19:42.880 --> 19:44.640]  With those plants soak for about 24 hours
[19:44.640 --> 19:45.680]  and then put them in the paper towel
[19:45.680 --> 19:46.720]  and drink them like normal.
[19:46.720 --> 19:48.000]  Yeah, that usually works for me.
[19:48.000 --> 19:50.800]  Another one I use is Dr. Willard's plant catalyst.
[19:50.800 --> 19:52.400]  Okay, that's a good shit.
[19:52.400 --> 19:53.520]  That is a really good product.
[19:53.520 --> 19:55.320]  I've never talked about that on the podcast.
[19:55.320 --> 19:56.800]  They gave me a free bottle of it.
[19:56.800 --> 19:57.960]  The guy gave me a case.
[19:57.960 --> 20:00.360]  30 to 60 mils in your reservoir, he said.
[20:00.360 --> 20:02.200]  And I go, well, how do you know how big my reservoir is?
[20:02.200 --> 20:03.280]  He goes, it doesn't matter what this.
[20:03.280 --> 20:05.400]  You put 30 to 60 mils in here
[20:05.440 --> 20:06.960]  and it'll make your plants go faster.
[20:06.960 --> 20:07.800]  And it did.
[20:07.800 --> 20:09.480]  I could see them absorbing more nutrients.
[20:09.480 --> 20:11.120]  We did a side by side with seeds.
[20:11.120 --> 20:12.080]  We took blueberry fuel.
[20:12.080 --> 20:13.520]  We took about 10 of them, germinated them
[20:13.520 --> 20:14.480]  with regular tap water.
[20:14.480 --> 20:17.880]  And then we germinated out of the same group.
[20:17.880 --> 20:20.040]  Another 10 seeds, Dr. Willard's and tap water,
[20:20.040 --> 20:21.560]  24 hour difference.
[20:21.560 --> 20:22.400]  I was amazed.
[20:22.400 --> 20:24.520]  Every one of those seeds germinated within 24 hours.
[20:24.520 --> 20:25.360]  It was like.
[20:25.360 --> 20:26.200]  It's nice.
[20:26.200 --> 20:27.040]  Crazy.
[20:27.040 --> 20:29.640]  Yeah, and then the regular tap water took about 36 to 48.
[20:29.640 --> 20:30.960]  So it was a dramatic difference.
[20:30.960 --> 20:32.560]  You could see it was like overnight,
[20:32.560 --> 20:33.880]  you know, versus the next day.
[20:33.880 --> 20:35.200]  It was like, it was pretty wild.
[20:36.000 --> 20:36.840]  It was like, that's some good stuff.
[20:36.840 --> 20:37.880]  So we use it religiously.
[20:37.880 --> 20:40.360]  So shout out to Dr. Willard's plant catalyst.
[20:40.360 --> 20:43.280]  If you want to send us stuff, get in touch.
[20:43.280 --> 20:44.920]  Grow from your heart at hotmail.com.
[20:44.920 --> 20:46.480]  We'd love to help you out.
[20:46.480 --> 20:47.320]  That'd be cool.
[20:48.400 --> 20:50.080]  All right, so if you leave them in there too long,
[20:50.080 --> 20:51.600]  you guys, your seeds will start splitting.
[20:51.600 --> 20:52.800]  So pay attention.
[20:52.800 --> 20:53.640]  Also check it out.
[20:53.640 --> 20:54.480]  I want to mention this.
[20:54.480 --> 20:55.840]  This is something that comes to mind.
[20:55.840 --> 20:58.700]  If your plants start dropping seeds,
[20:58.700 --> 21:01.000]  if you have more than one female in the room
[21:01.000 --> 21:02.940]  and seeds fall out of your plant,
[21:02.940 --> 21:04.280]  you can't just pick that seed up
[21:04.280 --> 21:06.360]  and assume that it came from this girl.
[21:06.360 --> 21:08.660]  That could have came from any of the females in the room
[21:08.660 --> 21:09.960]  and it could have rolled to that spot.
[21:09.960 --> 21:12.480]  So you can't label that one what you think it fell from.
[21:12.480 --> 21:13.640]  You can only label seeds
[21:13.640 --> 21:15.960]  what you're fucking sure it came from.
[21:15.960 --> 21:17.640]  Don't ever guess when labeling a seed.
[21:17.640 --> 21:20.440]  That is the future of the cannabis genome
[21:20.440 --> 21:21.960]  and we don't want any confusion.
[21:21.960 --> 21:24.080]  It's your job as a person breeding
[21:24.080 --> 21:26.680]  to take beautiful notes for the future.
[21:26.680 --> 21:27.520]  Please do that.
[21:27.520 --> 21:28.920]  For example, I just had a crop
[21:28.920 --> 21:30.920]  and we popped the seed out of it earlier.
[21:31.880 --> 21:33.720]  That goes in the happy accident bag.
[21:34.160 --> 21:35.240]  Yes, happy accidents are a good thing
[21:35.240 --> 21:37.880]  when you're in the seed business or the breeding game.
[21:37.880 --> 21:38.720]  Those don't ever make it out to the public.
[21:38.720 --> 21:41.200]  I have a really, really great idea where it come.
[21:41.200 --> 21:43.520]  I'm almost like 90% sure where it came from
[21:43.520 --> 21:46.840]  but I still label this so and put happy accident.
[21:46.840 --> 21:48.040]  And then I'll pop that seed
[21:48.040 --> 21:51.320]  and it'll get a whole new name and a whole new thing.
[21:51.320 --> 21:53.960]  If it stays around, it could be the next hottest clone only.
[21:53.960 --> 21:55.800]  It could be because a lot of likely
[21:55.800 --> 21:56.760]  it's going to go in the trash.
[21:56.760 --> 21:58.360]  A lot of the super popular shit
[21:58.360 --> 21:59.760]  was an accident just like that.
[21:59.760 --> 22:01.080]  Well, that's what I try to explain people.
[22:01.080 --> 22:02.720]  It's more about selection and not numbers.
[22:02.720 --> 22:03.840]  You can pop a million seeds
[22:03.840 --> 22:05.240]  if you're not good at selecting those plants.
[22:05.240 --> 22:06.960]  What does a million seeds worth?
[22:06.960 --> 22:07.920]  Yeah.
[22:07.920 --> 22:09.640]  Oh man, I found some beautiful keepers
[22:09.640 --> 22:11.000]  that most people would have named.
[22:11.000 --> 22:13.800]  I can name 10 of the world's most legendary strange right now
[22:13.800 --> 22:15.760]  that all came from five seeds.
[22:15.760 --> 22:16.600]  Chem dog.
[22:16.600 --> 22:17.800]  Really blue number four.
[22:17.800 --> 22:18.960]  Yep.
[22:18.960 --> 22:20.760]  Girl Scout cookies.
[22:20.760 --> 22:22.240]  Oh, Gainesville green.
[22:22.240 --> 22:23.520]  Okay, nice.
[22:23.520 --> 22:25.600]  I don't know enough about the Florida weed.
[22:25.600 --> 22:27.960]  But yeah, a lot of the most part we had a white.
[22:27.960 --> 22:29.120]  We actually did a whole episode
[22:29.120 --> 22:31.640]  about accidents and clone only accidents.
[22:31.680 --> 22:32.840]  East Coast sour D.
[22:32.840 --> 22:33.920]  Golden goats.
[22:33.920 --> 22:35.120]  West Coast sour D.
[22:36.560 --> 22:38.960]  OG Kush, Bubba Kush.
[22:38.960 --> 22:40.720]  All right, so it's your job as a breeder, you guys.
[22:40.720 --> 22:43.520]  Please be careful to carefully mark everything.
[22:43.520 --> 22:44.720]  Make sure you label everything.
[22:44.720 --> 22:46.160]  Don't make any mistakes for the future
[22:46.160 --> 22:48.560]  because you're going to be growing these seeds
[22:48.560 --> 22:50.200]  and hopefully some of your friends are going to be growing them
[22:50.200 --> 22:52.560]  and you don't want to mislead people on what is in there.
[22:52.560 --> 22:55.120]  A lot of this stuff is going to be aimed at medical patients
[22:55.120 --> 22:56.400]  and we want the medical patients
[22:56.400 --> 22:58.480]  to know the genetics of what they're getting.
[22:58.480 --> 22:59.840]  It's really helpful.
[22:59.840 --> 23:00.680]  Absolutely.
[23:00.680 --> 23:02.960]  If you find some seeds on the floor, you can use them.
[23:02.960 --> 23:04.680]  You just can't, you just got to be careful
[23:04.680 --> 23:06.080]  and carefully think about what they are.
[23:06.080 --> 23:08.520]  Don't try to say it's this times this until you grow it.
[23:08.520 --> 23:10.440]  And if you're certain, then you could be cool with that.
[23:10.440 --> 23:11.520]  That's right.
[23:11.520 --> 23:12.360]  All right, so.
[23:12.360 --> 23:13.920]  If it's an unknown, just label it an unknown.
[23:13.920 --> 23:15.000]  That's not necessarily a bad thing.
[23:15.000 --> 23:16.480]  I've seen some of the biggest, largest breeders
[23:16.480 --> 23:19.480]  in the world label their genetics unknown crossed with this.
[23:19.480 --> 23:21.720]  Yeah, Gage has a special name for those.
[23:21.720 --> 23:23.280]  Yeah, or name it.
[23:23.280 --> 23:26.120]  Yeah, like Gage's number one male, Joseph.
[23:26.120 --> 23:29.040]  That Joseph male that they used for years and years
[23:29.040 --> 23:29.880]  and years and years.
[23:30.320 --> 23:32.360]  It's a bag seed male from somewhere
[23:32.360 --> 23:33.440]  and nobody knows what it was.
[23:33.440 --> 23:35.400]  So they just named it Joseph OG.
[23:35.400 --> 23:37.520]  And they labeled it properly as so.
[23:37.520 --> 23:39.600]  And then everybody knows that or we wouldn't know that.
[23:39.600 --> 23:42.000]  You can actually buy Gage's unlabeled seeds
[23:42.000 --> 23:42.840]  and they've got a name.
[23:42.840 --> 23:45.800]  I don't remember what they're called, but you can buy them.
[23:45.800 --> 23:47.800]  They're all the seeds that fell to the side.
[23:47.800 --> 23:50.640]  They're called good ideas is what his extra seeds are called.
[23:50.640 --> 23:52.320]  He calls them good ideas.
[23:52.320 --> 23:53.160]  Yeah, they're a good idea,
[23:53.160 --> 23:54.920]  but I don't know what it's going to be.
[23:54.920 --> 23:55.760]  Yeah. That's it.
[23:55.760 --> 23:57.880]  All right, so let's get back to our little breeding project
[23:57.880 --> 23:58.720]  here for Fred.
[23:58.720 --> 24:00.240]  We've got plants with seeds in them.
[24:00.240 --> 24:01.080]  They've been pollinated.
[24:01.080 --> 24:04.080]  They've gone five and a half, six ish weeks
[24:04.080 --> 24:05.640]  since the pollen has hit them.
[24:05.640 --> 24:07.360]  The pistils are curly and brown.
[24:07.360 --> 24:08.920]  The trichomes are starting to amber up.
[24:08.920 --> 24:10.420]  The plants are getting mature.
[24:11.520 --> 24:13.120]  Let's start flushing the plants.
[24:13.120 --> 24:15.600]  And now let's talk about pulling down the plants
[24:15.600 --> 24:17.880]  and getting the seeds out of these sons of bitches.
[24:17.880 --> 24:18.720]  Right on.
[24:18.720 --> 24:20.760]  I harvest them just like I harvest
[24:20.760 --> 24:21.760]  any other regular plant.
[24:21.760 --> 24:24.680]  I take it down, take away any water leaf, anything,
[24:24.680 --> 24:27.360]  basically do a light wet trim.
[24:27.360 --> 24:30.320]  And then I just hang them and let them dry.
[24:30.320 --> 24:33.320]  And after one, I let them dry a little bit longer
[24:33.320 --> 24:35.480]  than normal because they are seeded plants.
[24:35.480 --> 24:37.280]  They have a denser texture to them
[24:37.280 --> 24:39.120]  and they're a lot more dense than regular buds.
[24:39.120 --> 24:39.960]  Yeah.
[24:39.960 --> 24:40.780]  And they're hard as a rock.
[24:40.780 --> 24:43.080]  So you got to really let them dry out a little longer.
[24:43.080 --> 24:45.200]  And then after they're done, you know,
[24:45.200 --> 24:47.160]  you just kind of carefully roll them in your hands.
[24:47.160 --> 24:49.120]  That's what all I do is just carefully roll them in.
[24:49.120 --> 24:51.640]  I just let the seeds fall, not from a high place,
[24:51.640 --> 24:53.360]  but from a low spot.
[24:53.360 --> 24:57.000]  Six inches or lower above your table or sifting tray.
[24:58.000 --> 25:00.320]  When you buy a package of ball jars or Kerr jars,
[25:00.320 --> 25:02.480]  little mason jars, it comes with that cardboard base
[25:02.480 --> 25:03.320]  to keep them in place.
[25:03.320 --> 25:05.440]  I love to use that thing or go to the liquor store
[25:05.440 --> 25:07.600]  and get something that they just put cases of beer in,
[25:07.600 --> 25:08.560]  just a little flat one.
[25:08.560 --> 25:10.400]  It's about three or four inches deep
[25:10.400 --> 25:13.280]  and the seeds won't bounce off the cardboard.
[25:13.280 --> 25:14.920]  Sorry, excuse me for clearing the throat so many times.
[25:14.920 --> 25:16.500]  We took so many dabs today.
[25:16.500 --> 25:17.860]  The seeds won't bounce off the cardboard.
[25:17.860 --> 25:20.200]  I used to try to use a cookie sheet or a Pyrex dish,
[25:20.200 --> 25:22.520]  but then you take these buds that are filled with seeds
[25:22.520 --> 25:23.800]  and they're dry and you crumble them up.
[25:23.800 --> 25:25.160]  And if you do it right, you guys,
[25:25.160 --> 25:26.880]  it's going to sound like it's raining.
[25:27.720 --> 25:29.000]  It's going to go to, to, to, to, to, to, to, to, to,
[25:29.000 --> 25:31.560]  and seeds are going to come raining out of these buds.
[25:31.560 --> 25:34.480]  Use cardboard because they will not bounce as badly
[25:34.480 --> 25:37.800]  as they will out of a cookie sheet or a Pyrex dish.
[25:37.800 --> 25:40.280]  So I usually just, like you said, let the buds dry.
[25:40.280 --> 25:41.520]  Then I roll them up in my hands,
[25:41.520 --> 25:43.040]  crumble them up a little bit.
[25:43.040 --> 25:45.120]  Wear a rubber glove because you're going to get sticky
[25:45.120 --> 25:47.220]  as shit or don't, if you're into that.
[25:47.220 --> 25:49.380]  Some people like to get that resin all over their hands.
[25:49.380 --> 25:51.280]  Our friend Rusty, shout out to Rusty.
[25:51.280 --> 25:52.780]  He likes to pick seeds without gloves
[25:52.780 --> 25:53.920]  and be all dark fingered.
[25:53.920 --> 25:54.760]  That's me.
[25:56.120 --> 25:57.120]  I got shit to do.
[25:57.120 --> 25:59.400]  Yeah, I got, unless I'm playing with cocoa,
[25:59.400 --> 26:00.240]  I'm wearing gloves.
[26:00.240 --> 26:02.080]  I like to play with the cocoa barehanded.
[26:02.080 --> 26:03.720]  That cocoa just cleans your hands.
[26:03.720 --> 26:04.560]  If your hands are filthy,
[26:04.560 --> 26:06.480]  just go stick them in the cocoa and mix them around.
[26:06.480 --> 26:08.080]  Your hands will be shiny again.
[26:08.080 --> 26:09.200]  Shit's rad.
[26:09.200 --> 26:11.640]  All right, so now we've got a bunch of dried bud material,
[26:11.640 --> 26:13.480]  basically, and a bunch of seeds.
[26:13.480 --> 26:15.240]  Depending on the size of your garden,
[26:15.240 --> 26:16.840]  there's a whole bunch of different ways to go
[26:16.840 --> 26:20.340]  and try to pull these seeds out of your buds.
[26:20.340 --> 26:21.520]  I should mention this while we're here
[26:21.520 --> 26:23.960]  because we're all stoned and we might fuck up.
[26:23.960 --> 26:26.520]  Keep your female plants separate at this point.
[26:26.520 --> 26:29.520]  If you're working with more than one varietal,
[26:29.520 --> 26:33.360]  more than one strain of females in this breeding project,
[26:33.360 --> 26:34.600]  keep the bitches separate
[26:34.600 --> 26:37.240]  because you don't wanna get your seeds confused.
[26:37.240 --> 26:39.700]  You wanna have carefully labeled seeds.
[26:39.700 --> 26:41.400]  That's the whole part of why you're breeding
[26:41.400 --> 26:43.340]  is so that you can know what's going on.
[26:43.340 --> 26:44.800]  So keep the girls separated.
[26:44.800 --> 26:47.000]  If you find seeds on the floor in the dry room,
[26:47.000 --> 26:49.040]  once again, those are good ideas.
[26:49.040 --> 26:52.000]  Don't label those unless you're certain of what they are.
[26:52.000 --> 26:53.080]  So now we've got all this material.
[26:53.080 --> 26:54.320]  If you've got a little crop,
[26:54.320 --> 26:56.040]  if your garden is kinda small,
[26:56.040 --> 26:57.880]  you can simply do the old school method
[26:57.880 --> 27:00.620]  where you put the little container at an angle
[27:00.620 --> 27:02.160]  and slide the weed up to the top
[27:02.160 --> 27:03.360]  and the seeds will roll to the bottom
[27:03.360 --> 27:05.200]  and the dried weed material will stay at the top.
[27:05.200 --> 27:07.400]  You just get you a good tray, a good magazine,
[27:07.400 --> 27:10.000]  whatever floats your boat, 45 degree angle,
[27:10.000 --> 27:11.440]  a pack of rolling papers.
[27:11.440 --> 27:13.640]  Put on some music and just go at it.
[27:13.640 --> 27:15.560]  Put all those seeds in a jar and let it go.
[27:15.560 --> 27:18.080]  That's the cheapest, easiest way to do it.
[27:18.080 --> 27:19.880]  But if you're doing it on a level
[27:19.880 --> 27:21.640]  to where you've got a seed company,
[27:21.640 --> 27:23.480]  that's gonna get tedious really quickly.
[27:23.480 --> 27:25.800]  You and your friends can only sit around for so long
[27:25.800 --> 27:27.560]  and you're gonna have to give away so many packs of seeds
[27:27.560 --> 27:30.400]  to everyone that helps you for breaking their back.
[27:30.400 --> 27:35.320]  So they do sell, my good friends at Mile High Seed Company,
[27:35.320 --> 27:36.480]  shout out to the Mile High Seed Company,
[27:36.480 --> 27:37.360]  they showed me a device,
[27:37.360 --> 27:39.600]  it's actually a bird seed separator.
[27:39.600 --> 27:40.440]  That thing is sweet.
[27:40.440 --> 27:41.720]  You pour all your material.
[27:41.720 --> 27:43.080]  Yeah, you pour your material into the top
[27:43.080 --> 27:44.680]  and it's got a little hand crank on it
[27:44.680 --> 27:46.240]  and it just spits seeds out one side
[27:46.240 --> 27:48.020]  and all the other material falls right out of the bottom.
[27:48.960 --> 27:51.180]  You can actually buy a fully automatic one nowadays
[27:51.180 --> 27:53.260]  that actually separates everything for you and everything.
[27:53.260 --> 27:57.060]  It likes to separate your trim and everything from your seed
[27:57.060 --> 27:59.140]  so you'll have it in one pile, it has a nice column
[27:59.140 --> 28:01.460]  and then it'll have a clear container below it
[28:01.460 --> 28:02.980]  that actually sucks the seeds in too.
[28:02.980 --> 28:03.900]  You can get them on eBay,
[28:03.900 --> 28:06.020]  just look up Parrot Seed Cleaning Machine.
[28:06.860 --> 28:07.820]  How much are they?
[28:07.820 --> 28:10.540]  They run, your price point's gonna be about $159
[28:10.540 --> 28:11.700]  to like 200 bucks.
[28:11.700 --> 28:12.940]  Fred, buy one, it's worth it.
[28:12.940 --> 28:15.220]  Just the time that you, it's like trimming.
[28:15.220 --> 28:16.060]  It's instant.
[28:16.060 --> 28:18.540]  Trimming is fun the first seven times
[28:18.540 --> 28:20.460]  but after, once you've trimmed 10 times,
[28:20.460 --> 28:22.740]  you wanna put the scissors in your eye.
[28:22.740 --> 28:24.460]  Basically the concept was,
[28:24.460 --> 28:26.300]  I was actually a zoologist for two years,
[28:26.300 --> 28:28.220]  that's how I knew about them.
[28:28.220 --> 28:30.340]  Basically what it is is parrots and birds,
[28:30.340 --> 28:33.900]  whenever you rear birds in an aviary,
[28:33.900 --> 28:36.660]  they waste about 75 to 80% of the food.
[28:36.660 --> 28:38.300]  They're really picky eaters.
[28:38.300 --> 28:39.580]  So they kinda go through the food
[28:39.580 --> 28:40.980]  and sit through what they want at the time
[28:40.980 --> 28:42.860]  and throw the rest on the ground.
[28:42.860 --> 28:44.900]  So basically you take all your bird feed
[28:44.900 --> 28:47.100]  that you buy in the store that's quite expensive
[28:47.100 --> 28:48.700]  for these parrots and stuff like that
[28:48.700 --> 28:50.300]  and you run it through the machine
[28:50.300 --> 28:52.740]  and you get like 70% return back
