[00:00.060 --> 00:14.710]  Here we go.
[23:37.730 --> 23:42.690]  let that dry. We're going to check for the presence of bugs. I would do it again with or without the
[23:42.690 --> 23:47.970]  presence of bugs. Switch the pesticide. Do it again. As long as the plants recovered well from the last
[23:47.970 --> 23:51.890]  one. Sometimes they'll get a little pissy. If they've been getting attacked and you over did it with
[23:51.890 --> 23:56.690]  the pesticide, they'll get a little angry at you. But we got to get rid of the bugs. So if they
[23:56.690 --> 24:01.970]  recovered well, let's do it again. And let's also maybe consider spraying at the first time, the
[24:01.970 --> 24:07.010]  second time, or the third time. So first time we're going to do a dredge. I would recommend spraying.
[24:07.010 --> 24:13.090]  Check for bugs, then dredge again. Any bugs, dredge and spray again. Then if you've still got bugs,
[24:13.090 --> 24:17.410]  we've got to step up our game. We need to get Venerate or a stronger pesticide in there. Maybe
[24:17.410 --> 24:22.610]  consider releasing some predators that will get in there and attack a little more heavily. So that's
[24:22.610 --> 24:28.130]  my strategy. That's what I would start off with. Drench them, spray them, then drench them again,
[24:28.130 --> 24:33.330]  then drench and spray again. Then reassess the situation and hope we have successfully eradicated
[24:33.330 --> 24:38.290]  all of the bugs. If you want to be the guy that puts a layer of diatomaceous earth across the top
[24:38.290 --> 24:43.730]  of your soil, you can do that. Do it when the soil is kind of dry and don't get that shit too wet too
[24:43.730 --> 24:49.250]  soon because it only works when it's dry. I think it takes a lot of time and it's not cost-effective.
[24:49.250 --> 24:55.090]  All right, big shout out to my buddy OG Purple Thumb for the great question on Patreon. Let's keep
[24:55.090 --> 25:01.890]  it moving because I am fucking chatty and we have got a lot of Patreon messages. This is a great one.
[25:01.890 --> 25:07.490]  Did they sign their name? Yes, this one comes from Super Lemonade 420. Big shout out, buddy. I see you
[25:07.490 --> 25:12.210]  popping up quite a bit. Thank you for all of the support. This message, oh sorry for all the paper
[25:12.210 --> 25:16.690]  noise, I am using the lapel mic again and you're going to catch a lot of extra noises. I apologize
[25:16.690 --> 25:22.770]  for that. That was my paper sticking to the sticky dab mat here at the table. Welcome to the real
[25:22.770 --> 25:26.770]  world. Yes, I'm a real person over here doing a show. This message goes like this. It says, hey
[25:27.170 --> 25:32.450]  Rasta Jeff, if this question makes it, you can use my name on the show. Man, I'm glad you said that
[25:32.450 --> 25:36.930]  because I already done used your name on the show. It says, I just got set up on yours and on Mike's
[25:36.930 --> 25:42.370]  Patreon. Hey, thank you. I appreciate it and Mike thanks you for supporting him on Patreon. I'll give
[25:42.370 --> 25:46.370]  Mike a shout out right now. If you have listened to the show and you've heard my good buddy White
[25:46.370 --> 25:51.650]  Mike on the show and you would like to support his Patreon, visit him at patreon.com forward
[25:51.650 --> 25:56.290]  slash white Mike. Give him some support. Give him some love. Let him know Rasta Jeff sent you.
[25:56.370 --> 26:01.170]  He does deserve all of the support. It goes on. It says, I was wondering if you could do an episode
[26:01.170 --> 26:06.930]  on the TMNT line. Maybe you could spend some more time on the blue raspberry truffle as it is the
[26:06.930 --> 26:12.530]  pollen donor for the whole line. There's a couple things to talk about there. Another episode on the
[26:12.530 --> 26:20.450]  TMNT line. I did a full episode on the TMNT line. If you go to YouTube and you go to my playlist,
[26:20.450 --> 26:25.890]  go to the Grow From Your Heart podcast, I have got a list of playlists. If you look on the playlist,
[26:25.890 --> 26:32.290]  there is a playlist called strain descriptions. Inside of that playlist, it says six strains.
[26:32.290 --> 26:38.130]  That is the TMNT episode where I described the original six that I released. I did not put
[26:38.130 --> 26:42.130]  shredder in there. He was not released at the time. Maybe I should do an episode on shredder,
[26:42.130 --> 26:48.130]  but there is a full episode on the TMNT line. Then it says, maybe you could spend more time
[26:48.130 --> 26:53.010]  on the blue raspberry truffle as it's the pollen donor. I must make a correction. The blue raspberry
[26:53.010 --> 26:58.290]  truffle is not the pollen donor. The blueberry cookies is the pollen donor. I know that's very
[26:58.290 --> 27:03.810]  confusing. I've got a lot of options, a lot of offerings. The blue raspberry truffle is blueberry
[27:03.810 --> 27:08.850]  cookies to arise. That's its own cross. The blueberry cookies is its own thing. That is the
[27:08.850 --> 27:16.290]  one I reversed to make the TMNT line to make the Leonardo. That is blueberry cookies and Tahoe OG.
[27:16.290 --> 27:19.970]  I feel like there's more to that that I am missing in the name description. I wasn't prepared to say
[27:19.970 --> 27:25.250]  that out loud. Didn't research that. Didn't write it down. One minor correction there. It is the
[27:25.250 --> 27:30.530]  blueberry cookies is the one that I used to reverse it. I'll talk to make that the one that I reversed.
[27:30.530 --> 27:36.690]  I'll talk briefly about it. Blueberry cookies smells, it's got this blueberry and cookies aroma.
[27:36.690 --> 27:43.090]  Girl Scout cookies has a peppery minty sort of aroma and flavor. That comes through and then
[27:43.090 --> 27:49.170]  it's mixed with that sweet blueberry candy flavor. I always describe the flavor often as when we were
[27:49.170 --> 27:53.330]  younger there were blue lollipops that would make my mouth and my tongue completely blue and they
[27:53.330 --> 27:57.090]  were blue raspberry and they may have had gum in the middle. I always got rid of the gum. I'm not
[27:57.090 --> 28:03.970]  into that. But they taste, the buds taste and smell like that lollipop and that's where the blue raspberry
[28:03.970 --> 28:09.170]  name came from. It's blueberry cookies. That's why I got the blue raspberry truffle name out of there.
[28:09.170 --> 28:14.130]  It grows kind of tall but it's worth it. It makes big giant fucking colas. It's really potent. It's
[28:14.130 --> 28:19.570]  really frosty. It's very photogenic. It's kind of easy to grow. It's got big fat leaves. It takes a lot
[28:19.570 --> 28:24.930]  of nutrients. But that's the blueberry cookies that I use. I'm going to be using that in a lot
[28:24.930 --> 28:28.690]  of things. It's the blue pill which will have a new name soon. The name is in my head. I haven't
[28:28.690 --> 28:33.330]  released it. The blue pill by the way is the blueberry cookies crossed to the golden goat. I've
[28:33.330 --> 28:37.090]  put a lot of hype around that one. That will be released. I've just got to make a lot more because
[28:37.090 --> 28:44.050]  I know it's going to go too fast. So that is the blueberry cookies. Tahoe and blueberry, blueberry
[28:44.050 --> 28:49.090]  tahoe and thin mint cookies. I hope I got that correct. Coming off the top of my head. I want to
[28:49.090 --> 28:54.610]  keep going though. It says as I grab the whole, I grabbed the S1s and I wanted to try it in its
[28:54.610 --> 28:58.210]  purest form. So that's going to be the blueberry cookies that you've got there. I've also got the
[28:58.210 --> 29:02.370]  blue raspberry truffle. I want to make it clear that that's what you've got is blueberry cookies
[29:02.370 --> 29:07.810]  S1 and not blue raspberry truffle. That's a different line. The blueberry cookies is feminized.
[29:07.810 --> 29:13.410]  The blue raspberry truffle is a non-fem. So it goes on to say shout out to the Dude Grows crew
[29:13.410 --> 29:17.970]  because that's how I found your podcast. A big shout out to the Dude Grows crew, the Dude Grows
[29:17.970 --> 29:22.850]  podcast. If you're not listening to the Dude Grows show, I highly recommend you check out their show.
[29:22.850 --> 29:27.010]  They're probably popping up on the side of the screen right here and recommended videos. The
[29:27.010 --> 29:31.570]  Dude Grows show. Click on them. Give them a subscribe. You'll enjoy their show. If you enjoy my show,
[29:31.570 --> 29:35.010]  they're probably right here, you guys. Right on the side. Scroll down a couple of videos. You'll
[29:35.010 --> 29:39.090]  see them if they're not already there. Shout out to Scotty, the Dude, and Guru. Everybody behind the
[29:39.090 --> 29:45.010]  scenes. Big love to the whole DGC gang. All right. It says I plan to make it to the DGC Cup next year
[29:45.010 --> 29:50.850]  as this year's cup is looking less and less likely. Yes, I do apologize. We're trying to be safe and
[29:50.850 --> 29:55.970]  responsible. We've talked a couple of times about what we can do and the word responsibility comes
[29:55.970 --> 30:00.770]  up every time. It would be very irresponsible of us to throw an event where people come together
[30:00.770 --> 30:06.050]  and we all put our mouth on a device. That sounds gross. We all share the same smoking apparatus
[30:06.050 --> 30:10.530]  and pass it around the room. If one person in there has COVID and everybody gets COVID,
[30:10.530 --> 30:14.770]  one other person gets COVID and we threw that event, it is our fault that more people are sick.
[30:15.330 --> 30:20.130]  We don't want to contribute to that. I say we. I am part of the event, a small part of the event,
[30:20.130 --> 30:24.370]  but I've been a part of the meetings and the Google Docs and the email chains and we've decided
[30:24.370 --> 30:28.690]  to be more responsible and think about the community and not just ourselves in the event.
[30:29.170 --> 30:33.490]  When it's time, it will be time and everybody will know that the DGC Cup will happen.
[30:34.530 --> 30:39.570]  I apologize we can't do it. I was as excited as yourself. That's a very good time for me.
[30:39.570 --> 30:43.490]  I set up a booth in the back of the event and I get to see all of my friends. Everybody comes
[30:43.490 --> 30:48.050]  to me and says what's up. I get showered in gifts and high fives and hugs and praise and love.
[30:49.330 --> 30:52.370]  All my friends are there and they all come to my booth because I'm stuck and I've got a big
[30:52.370 --> 30:57.250]  sign that says I am here. Trust me, bro. I miss that event as well. It's a good time. Shout out
[30:57.250 --> 31:01.650]  to my boys for throwing an amazing party every year. It says I had tickets, but you know COVID
[31:01.650 --> 31:06.850]  and shit. Yeah, COVID and shit, bro. Trust me. I'm looking forward to burning one down and doing
[31:06.850 --> 31:12.770]  some dabs with you. I'm flowering my whole pack of Lemon Jeffrey right now and they are phenomenal.
[31:12.770 --> 31:17.410]  I love hearing the word phenomenal when people talk about my genetics. Big salute. Can't go
[31:17.410 --> 31:25.010]  wrong there. Thank you. Can't wait to smoke them and they will more likely be my entry for the cup
[31:25.010 --> 31:30.050]  next year. I'm not sure if I was supposed to say that, but it sounds like Super Lemonade is going
[31:30.050 --> 31:34.210]  to put some Lemon Jeffrey in the DGC cup. So you guys better bring the fucking heat because that
[31:34.210 --> 31:40.130]  Lemon Jeffrey is a winner every time. All right. Super Lemonade, I feel like I answered your
[31:40.130 --> 31:44.770]  question. There is an episode about the TMNT line. I made a correction about the Blue Raspberry
[31:44.770 --> 31:50.610]  Truffle. I fucking look forward to seeing you at the next event, bro. Don't be shy. A lot of people
[31:50.610 --> 31:54.290]  tell me they're like, hey, bro, I was at this event and I saw you and you looked busy so I
[31:54.290 --> 31:59.490]  didn't come say hi. I'm not busy just because I'm talking to people, high-fiving people, selling
[31:59.490 --> 32:05.650]  seeds, doing high-fives, handshakes, hugs, fist bumps, just running my face. Come be a part of that. That's
[32:05.650 --> 32:10.930]  what I am there for. I am busy waiting for you to come say hi. That's all I'm looking for. So Super
[32:10.930 --> 32:15.570]  Lemonade and everybody else, when you were at the DGC cup or whatever event where you see me, come
[32:15.570 --> 32:21.250]  say what's up. Don't be shy. Even if it's at like Comedy Works or something after a show, if it's at
[32:22.050 --> 32:26.130]  a concert, make sure you come say what's up. If Phish is playing, don't talk to me. Wait till
[32:26.130 --> 32:30.690]  they're done, then come say hi. At a comedy show, don't talk over the comedy show, but absolutely,
[32:30.690 --> 32:35.570]  if you see me on the street in Denver, in Colorado, and you're polite, you're not crazy, say what's up,
[32:35.570 --> 32:39.970]  bro. It's a good time. If I got a date with me, be polite. Say what's up, Rasta Jeff. Love what you do
[32:39.970 --> 32:45.010]  and high-five me and keep moving, but don't be shy, you guys. I love meeting the people, interacting,
[32:45.010 --> 32:50.050]  getting handshakes, getting high-fives. Oftentimes, I've got a pack of seeds in my back pocket. If you
[32:50.050 --> 32:55.090]  say what's up, Rasta Jeff, love the show, you just may get a gift. You never know, so don't be shy.
[32:55.090 --> 33:01.490]  Don't be a stranger. I am six foot five. I've got dreadlocks to my fucking knee section. These
[33:01.490 --> 33:06.450]  things are kind of long. Sometimes, people tell me that I can be intimidating. Bro, I'm super nice.
[33:06.450 --> 33:11.090]  I'm super nice. I'm skinny. I'm friendly. I'm probably dabbed the fuck out. Come say what's up.
[33:11.090 --> 33:14.850]  Super Lemonade, I look forward to meeting you. I also look forward to meeting everybody else
[33:14.850 --> 33:20.450]  at the DGC or whatever the next event is. I cannot wait. You guys, I should wrap it up, but I feel like
[33:20.450 --> 33:24.210]  I'm going to keep going. We're going to do one more episode north. You snuck a lot of episodes in here
[33:24.210 --> 33:29.250]  or a lot of emails in here. Good job, bro. Shout out to North North Terps for his tenacity on getting
[33:29.250 --> 33:35.330]  a bunch of messages onto the show. This one, however, comes from our friend Carl, aka C-Dub.
[33:35.330 --> 33:39.170]  I might not have been supposed to say Carl, but shout out to our buddy C-Dub. Carl, nobody knows who
[33:39.170 --> 33:43.890]  you are, bro. Even if I said your name, you'll be okay. Did not tell him your address yet. Carl lives
[33:43.890 --> 33:49.570]  at 123 High Street. I'm just kidding, you guys. Don't bother Carl. He sent a great message. It goes
[33:49.570 --> 33:55.410]  a lot like this. It says, a quick note to tell you how much I enjoyed the podcast. Thank you. I appreciate
[33:55.410 --> 34:01.250]  that. When Michigan voters passed the Recreational Cannabis Act a couple of years ago, I'd gone 40
[34:01.250 --> 34:07.730]  years without smoking. Oh man, I am 41 years old and I couldn't imagine going that long without
[34:07.730 --> 34:12.290]  smoking. I've been consuming cannabis for more than half of my life and I see no end in sight,
[34:12.290 --> 34:17.170]  bro. So welcome back to the team. It says I sampled some northern lights from my first grow and I found
[34:17.170 --> 34:23.810]  myself in a galaxy far, far away. Sounds like we got a Star Wars fan here. Welcome to the team, bro.
[34:23.810 --> 34:29.330]  I am into my fifth grow now and I have my first real outdoor grow going. Congratulations, buddy.
[34:29.330 --> 34:35.810]  So far, so good. The strains I've grown so far have been hardy to say the least. I have pulled about
[34:35.810 --> 34:42.850]  every dumb trick in the book and yet my plants managed to survive and take my ineptness in stride.
[34:42.850 --> 34:48.770]  These plants are very resilient and that is the best way to learn is to go fuck these plants up.
[34:48.770 --> 34:53.490]  People think I'm some grow guru. I'm like, since you used a Star Wars reference in here, they think
[34:53.490 --> 35:00.530]  I'm Grow Yoda or something or a Grow Jedi. The way you become a Grow Jedi is you do a lot of growing.
[35:00.530 --> 35:05.490]  You just do it a lot and you have to make a lot of mistakes. Do you know how I know that you shouldn't
[35:05.490 --> 35:10.290]  do this and this to the plant because I did that and that and the plants died or they had a bad
[35:10.290 --> 35:15.170]  outcome. My harvest wasn't as good. My potency wasn't desirable. Maybe it didn't taste as good.
[35:15.170 --> 35:19.330]  That's how I learned. Like what happens if I do this to the plant and then you do it and a week
[35:19.330 --> 35:24.370]  later you go, I fucking did some dumb shit to my plants. That's how I have learned a lot. So your
[35:24.370 --> 35:28.530]  plants are teaching you and you're learning from them and also you're getting a very good reward.
[35:28.530 --> 35:33.410]  You're having a satisfying harvest, it sounds like. So that's awesome. I'm going to continue with the
[35:33.410 --> 35:39.170]  message. It says, I appreciate your technical advice. Hey, you're very welcome. I try to be
[35:39.170 --> 35:44.370]  educational and informative without being too technical. I think people that use too many
[35:44.370 --> 35:48.290]  glossary terms and buzzwords and shit, they're trying to look smart and they're doing it for
[35:48.290 --> 35:53.090]  their ego. I'm doing it for you guys. I want you guys to grow the best cannabis possible. There's
[35:53.090 --> 35:58.130]  no reason why there should be some elitist club. We should all be growing the best ganja on the
[35:58.130 --> 36:03.170]  planet. So I'm glad you think that my advice is technical. It says, more importantly, I appreciate
[36:03.170 --> 36:07.970]  your attitude, your ability to communicate and your willingness to admit that you're learning
[36:07.970 --> 36:13.650]  as are the rest of us. Oh yeah, man, this is an ever evolving industry. You are in your fifth
[36:13.650 --> 36:20.530]  grow. I'm probably on my 500th. I'm just being a guesser here. And the technology, the equipment,
[36:20.530 --> 36:26.130]  the demands, the desires, the strains, the science, it evolves every day. No matter how many grows I
[36:26.130 --> 36:31.010]  get under my belt, science will be ahead of me. Some other grower, some 19 year old dude on
[36:31.010 --> 36:34.930]  Instagram will be out there discovering some brand new shit that's going to blow my mind.
[36:34.930 --> 36:40.610]  And if I'm not open to it, I limit myself. Like I can't be the best grower that I can be if I'm not
[36:40.610 --> 36:45.810]  open-minded and ready to learn more shit. So I'm a student just like you. I may be a black belt,
[36:45.810 --> 36:49.730]  but I want my second and third degree black belts. I may be doing head kicks. I want to do
[36:49.730 --> 36:53.410]  jump spinning, flying head kicks. That's where I always want to be. I want to be next level in
[36:53.410 --> 36:59.890]  almost everything I do. So, um, I'm still learning. I'm still learning every day. I'm a passionately
[36:59.890 --> 37:05.170]  curious person. I like to learn something every day. And I'm glad that you find my attitude,
[37:05.170 --> 37:10.210]  uh, commendable. First of all, thank you. Try to stay positive. I try to stay upbeat. Honestly,
[37:10.210 --> 37:12.690]  I wouldn't come on here and record if I was in a bad mood. I wouldn't come in,
[37:12.690 --> 37:17.570]  but fucking today sucks everybody. Nobody wants to hear that shit. Uh, there's enough of that.
[37:17.570 --> 37:21.810]  Open Facebook. You can have that all day. I try to be the other side of that.
[37:21.810 --> 37:26.210]  Uh, it's a good time out here. We're alive. Uh, most of us are alive. I don't have fucking
[37:26.210 --> 37:29.730]  some life threatening disease right now. I've got a couple of dollars in the bank. I'm healthy. I got
[37:29.730 --> 37:34.610]  a smile on my face. I've got a damn internet connection and a computer life is good for me.
[37:34.610 --> 37:39.570]  So I try to remember that there are people that have way less than I've got. I've got a clean
[37:39.570 --> 37:44.050]  bottle of water. There are people that don't have that. So I keep that in mind. That keeps my
[37:44.050 --> 37:49.810]  attitude positive. I realized that I've created something for myself. Uh, you guys, when I,
[37:49.810 --> 37:53.090]  I hate to think about it. I know I'm going to die one day. I'm not like saying I'm dying. You guys,
[37:53.090 --> 37:56.770]  one day I will die one day. I won't be here. We've seen it happen to other friends of ours.
[37:56.770 --> 38:02.450]  They're not here anymore. When I pass, my work will survive and outlive me. There will be
[38:02.450 --> 38:08.130]  irigenetics strains being grown for years and years after I'm gone. Um, so I appreciate that
[38:08.130 --> 38:11.810]  sort of stuff. I've developed, lost my train of thought here, got excited, but I've developed
[38:11.810 --> 38:15.890]  something. I've created something here. So I appreciate that. That makes me fucking filled
[38:15.890 --> 38:20.610]  with happiness and I don't know, gratitude. I'm grateful for life when you've created something
[38:20.610 --> 38:24.210]  that you know, will outlive you. And I've also, I've got a child and things like that, but I'm
[38:24.210 --> 38:27.330]  trying to stay business mind here. I don't talk too much about my family on the show.
[38:27.330 --> 38:32.610]  Uh, that's not the grow from your family podcast, but my daughter will outlive me. I fucking hope
[38:32.610 --> 38:36.930]  to fucking everything, but my fucking brand will outlive me. So I'm happy to, I've got a lot of
[38:36.930 --> 38:40.930]  great shit and I try to share that with you guys. I try to put that energy into the show.
[38:40.930 --> 38:45.650]  Uh, my ability to communicate. I think communicating is very important, especially
[38:45.650 --> 38:50.690]  oral communication. Also, I think I'm sort of a cannabis historian. I've been
[38:51.250 --> 38:55.490]  witnessing it. A lot of people have a story of what they heard, what they think they know,
[38:55.490 --> 39:01.170]  what somebody told them. I saw a lot of it. I was here. Uh, Colorado had a huge cannabis movement.
[39:01.170 --> 39:06.210]  I was involved in a large part of it. Mike was a large part of getting things legalized.
[39:06.210 --> 39:11.010]  Mike was a big part of our local regulations. We were a part of the first dispensary here in town.
[39:11.010 --> 39:15.410]  We've been involved in a lot of dispensary things. We've been to court cases. We've gone to city
[39:15.410 --> 39:20.530]  council meetings. We've gone to city hall hearings. Um, and I think communication is
[39:20.530 --> 39:23.890]  very important. I keep losing my train of thought because I'm so excited about this subject.
[39:23.890 --> 39:29.010]  Uh, communication is very important. I think, uh, communicating the history of cannabis is
[39:29.010 --> 39:33.170]  also important. So I'm kind of a historian in that part. I'm documenting the actual history
[39:33.170 --> 39:38.850]  and to communicate that clearly and, uh, accurately is very important to me. Also,
[39:38.850 --> 39:43.810]  strain information is very important to me. We're calling it medical marijuana. If we're going to
[39:43.810 --> 39:49.650]  call it medical marijuana, we need documentation. We need accurate, accurate information that I'm a
[39:49.650 --> 39:54.050]  big stickler for accurate information. I'm a pretty laid back dude. I like to have a good time,
[39:54.050 --> 39:59.330]  but when it comes to cannabis history and details, I will chime in and correct some bullshit. So
[39:59.330 --> 40:04.290]  I'm glad you like my ability to communicate as well. And my willingness to admit that I'm
[40:04.290 --> 40:08.130]  learning yet. And I'm never going to stop learning. Hopefully the technology, the equipment and
[40:08.130 --> 40:13.170]  everything keeps evolving. I love going to a commercial facility and some owner is like,
[40:13.170 --> 40:17.650]  yeah, we've got millions of dollars of equipment. I have no idea how to use it. And I'm like, cool.
[40:17.650 --> 40:22.050]  I've never seen any of this shit before. This comes out tomorrow and you guys already have it.
[40:22.050 --> 40:26.530]  Let's learn how to use it. And I get so excited. Then when new people come in, I get to be like,
[40:26.530 --> 40:31.410]  Hey, have you seen the new XP 9,000 PRJ? And they're like, no, I heard they're cool. And I'm
[40:31.410 --> 40:35.570]  like, watch this bro. It links up to my phone and I can do all this cool shit. And I make the lights
[40:35.570 --> 40:39.650]  come on and the sprinklers come on and the lights go off. And then fucking something cycles over
[40:39.650 --> 40:43.010]  here and the dehumidifier comes on and they go, you did that all with your phone. And I'm
[40:43.410 --> 40:46.930]  like, yeah, bro. I learned it like four hours yesterday. And then I get to train new people
[40:46.930 --> 40:53.010]  on new equipment. I know all the advanced shit. I love it. Keeps me excited. This was a very great
[40:53.010 --> 40:57.010]  question. Thank you. It was just a compliment and a couple of rambles, but this one paragraph here
[40:57.970 --> 41:03.170]  got me on a good chant, a good rant. So thank you. I appreciate that. And then it goes on to say
[41:03.170 --> 41:08.130]  without being preachy every morning I visit my garden. I feel a little more in touch
[41:08.130 --> 41:14.050]  with a creator God. Yeah. You're not feeling preachy, bro. If you feel like you're more in
[41:14.050 --> 41:18.930]  touch with whatever created you because of those plants, feel that, embrace that, love that,
[41:19.570 --> 41:23.730]  give thanks to it, acknowledge it, feel that throughout the day. Don't just have that feeling
[41:23.730 --> 41:27.730]  when you're in there with the plants. Have that feeling in your heart and your mind and your body
[41:27.730 --> 41:31.250]  from your toes to your head all day, every day. You can feel that. Take that with you.
[41:32.210 --> 41:37.490]  I get to feel that. In a commercial grow, it's very sterile. It's very robotic. It's very
[41:37.490 --> 41:42.450]  commercial. It's very fucking processy, but I do take some time to touch the plants,
[41:42.450 --> 41:48.210]  feel them. I do what I call is the grower's gaze. You'll catch me occasionally standing at the door
[41:48.210 --> 41:52.130]  when I'm done. Everything is swept up. The plants are watered. It's time to go. We could leave if
[41:52.130 --> 41:56.770]  we wanted to, but instead I'm just standing there at the door staring off into the plants,
[41:56.770 --> 42:02.610]  just looking, looking at the canopy, looking at the leaves, looking at the fans blow through,
[42:02.610 --> 42:09.170]  looking at the lights. That's when I notice things. That is when I'm just enjoying the
[42:09.170 --> 42:12.850]  plants, but then I notice that air conditioner is dripping or that dehumidifier is making a
[42:12.850 --> 42:16.450]  funny noise. When I'm doing that grower's gaze, that's when I notice a lot of shit,
[42:16.450 --> 42:20.290]  but you'll catch me just staring off into the plants. That's feeling the feeling that you're
[42:20.290 --> 42:25.250]  talking about, that connection, that oneness. It's the same feeling I get when I go out into nature.
[42:25.250 --> 42:28.690]  I try to get that same feeling in the grow. When you go out into nature and you feel trees all
[42:28.690 --> 42:32.450]  around you, you get that hippie, dippy connection feeling. There's something real to that.
[42:33.250 --> 42:37.570]  You're not being preachy. I completely agree with it. Embrace that feeling, my friend. Take that
[42:37.570 --> 42:42.050]  with you all day. Try to spread that vibe to other people. That'll give you that positive attitude
[42:42.050 --> 42:45.330]  that you were talking about that I have earlier. It's from all the plants, dude. It's all the
[42:45.330 --> 42:49.490]  trees, all the nature. Then I get to come home and love on my personal garden. I've got a very
[42:49.490 --> 42:54.290]  small personal grow. I get to love each one of those plants. Every day I get to touch them,
[42:54.290 --> 42:59.810]  defoliate them, smell each leaf, rub the stems, smell the stems. I mix up my nutrients and smell
[42:59.810 --> 43:05.090]  the nutrient mix. I get to enjoy every moment of that. It's very zen. It's very meditative.
[43:05.090 --> 43:09.570]  Then when you smoke that product, you get that meditative zen feeling all over again.
[43:09.570 --> 43:13.570]  Then you close your eyes and play little drums. You really feel good. You get that connection with
[43:13.570 --> 43:17.730]  whatever you believe in. You know what I believe in. They call me Rasta Jeff. I got a Rasta flag
[43:17.730 --> 43:22.450]  behind me. You know I believe in the most I jaw. Whatever you believe in, love that, embrace it,
[43:22.450 --> 43:26.770]  take it with you all day. So the next line is keep up the very good work. Blessings to you and
[43:26.770 --> 43:33.810]  your family. Thank you. I appreciate that. Then they sign it Carl aka C Dub. Big up C Dub. Thank you.
[43:33.810 --> 43:40.290]  P.S. I live in a pretty much free state. Feel free to use my name, my handle, or both. I'm glad I got
[43:40.290 --> 43:44.930]  permission, bro, because I done did all of that already. Thank you. Hey my buddy C Dub, I want to
[43:44.930 --> 43:49.570]  thank you for the great message. Ladies and gentlemen, boys and girls, pimps and hoes, friends and foes,
[43:49.570 --> 43:54.530]  smokers, growers, Patreon contributors, all you bad motherfuckers out there, I want to thank you
[43:54.530 --> 43:58.530]  guys for listening. I've been going for about 45 minutes-ish and my throat is starting to get a
[43:58.530 --> 44:02.930]  little tickle. Sorry for smacking my mic. I hope you guys enjoyed this episode of the Grow From Your
[44:02.930 --> 44:07.890]  Heart podcast. I would appreciate your feedback. Do you like the new microphone? Does it not sound
[44:07.890 --> 44:12.610]  as good as it did before? What can we do to keep you guys happy? This is all about you, not about
[44:12.610 --> 44:16.850]  me. I want to thank you for listening. If you feel like this episode, oh feedback, send me an email
[44:17.010 --> 44:22.450]  growfromyourheart.com. If you feel like this episode was educational, informative, or entertaining,
[44:22.450 --> 44:26.130]  and you would like to make a financial contribution to the show, you can do so by visiting
[44:27.730 --> 44:32.610]  www.patreon.com forward slash grow from your heart. All the info you need is right there on
[44:32.610 --> 44:37.410]  the screen. Big thanks, big shout out to everybody who supports the show on Patreon. Once again,
[44:37.410 --> 44:42.770]  big shout out to our buddy Lemur Priest, the captain and commander of the 710 Club. I'm back
[44:42.770 --> 44:46.930]  on track. I caught my flow again, you guys. Thanks for sticking there with me. Also, support our
[44:46.930 --> 44:53.890]  sponsors, seedsherenow.com. Use coupon code GFYH10. Save yourself 10%. If you're buying one
[44:53.890 --> 44:57.890]  pack, that'll cover the cost of shipping. If you're buying multiple packs, that will add up quite
[44:57.890 --> 45:02.610]  quickly. You may be able to score yourself another pack or two with the money you've saved. Also,
[45:02.610 --> 45:09.010]  don't forget to check out that strains under $30 tab, because I did add one strain to the under $30
[45:09.010 --> 45:13.250]  tab. If it goes well, I may consider putting more over there, just to show you guys some love,
[45:13.250 --> 45:19.410]  just to show you that I want everybody to grow the dank. seedsherenow.com, coupon code GFYH10.
[45:19.410 --> 45:24.770]  All right. If you have any cannabis culture or cultivation questions, concerns, or updates,
[45:24.770 --> 45:28.930]  I would love to hear from you. My email address is growfromyourheartathotmail.com.
[45:28.930 --> 45:32.290]  Ladies and gentlemen, that's all I've got for this episode. I want to thank you again for
[45:32.290 --> 45:36.130]  listening. I'll be back in just a couple of days with fresh new content. I want to give a big
[45:36.130 --> 45:49.970]  shout out to my buddy Buzz Bros. Until next time, take a fat dab and give your mom a hug for me.
[46:08.230 --> 46:35.480]  Bye.
