[00:00.250 --> 00:14.660]  Welcome back podcast world.
[18:34.600 --> 18:36.640]  If not, you don't have to keep it, abandon it.
[18:36.640 --> 18:39.120]  You've still got those two champions right there for you.
[18:39.120 --> 18:43.060]  So maybe that's my advice as a breeder, as a grower, as somebody who's always looking
[18:43.060 --> 18:47.440]  for the next one, I would say, keep those two reliable there and then just have that
[18:47.440 --> 18:49.120]  third spot as an audition spot.
[18:49.120 --> 18:53.240]  And if something better beats those two, keep the two new best.
[18:53.240 --> 18:55.720]  And that third spot is your new audition spot.
[18:55.720 --> 18:59.640]  Maybe you're going to end up with lemon Jeffrey and dark hollow and something that isn't even
[18:59.640 --> 19:00.780]  released yet.
[19:00.780 --> 19:02.260]  You just haven't found it yet.
[19:02.260 --> 19:06.680]  So just have two reliables and one that's being an audition or always have one that's
[19:06.680 --> 19:08.140]  like that backup rotation.
[19:08.140 --> 19:10.220]  That's always different from the other two.
[19:10.220 --> 19:13.300]  So I would stick with the lemon Jeffrey, the lemon sunrise.
[19:13.300 --> 19:17.340]  And then I keep saying it, but I feel like dark hollow or double dose would fill in that
[19:17.340 --> 19:18.340]  gap very well.
[19:18.340 --> 19:19.340]  It's a different flavor.
[19:19.340 --> 19:21.340]  It's a different aroma and it's a different buzz.
[19:21.340 --> 19:24.180]  And also that double dose puts out big harvest.
[19:24.180 --> 19:26.740]  Uh, the dark hollow puts out a big harvest.
[19:26.740 --> 19:28.180]  You're not going to lose any weight.
[19:28.180 --> 19:31.700]  I know the lemon Jeffrey and the lemon sunrise really put out fat harvest.
[19:32.140 --> 19:35.740]  So if you're expecting a big fat yield like that, you'll still keep all of that.
[19:35.740 --> 19:36.740]  All right.
[19:36.740 --> 19:37.740]  I hope I answered your question there.
[19:37.740 --> 19:40.180]  I'm going to go back over this real quick and make sure I got you.
[19:40.180 --> 19:42.780]  Um, yeah, I think we're good.
[19:42.780 --> 19:43.780]  The struggle is real.
[19:43.780 --> 19:47.100]  It's trying to decide what to grow, not just for you, but for me.
[19:47.100 --> 19:52.220]  I have limited plant counts and as a breeder who wants to do new projects and new things,
[19:52.220 --> 19:54.980]  I completely understand your struggle.
[19:54.980 --> 19:55.980]  And then I'm going to make new stuff.
[19:55.980 --> 20:00.120]  As soon as you decide what you like, I'm going to make new stuff to keep you on your toes
[20:00.200 --> 20:01.640]  and make the decisions hard for you.
[20:01.640 --> 20:02.640]  All right.
[20:02.640 --> 20:03.640]  You motherfucking hi.
[20:03.640 --> 20:04.640]  I want to thank you for the great message.
[20:04.640 --> 20:07.040]  Uh, thank you for all of the continued Patreon support.
[20:07.040 --> 20:08.280]  I do appreciate it.
[20:08.280 --> 20:10.720]  I've got one more email here in front of me.
[20:10.720 --> 20:14.320]  This one comes from our friend Tucker and it goes like this.
[20:14.320 --> 20:15.480]  It says, Hey, Ross to Jeff.
[20:15.480 --> 20:16.480]  How are you, brother?
[20:16.480 --> 20:17.480]  I am marvelous.
[20:17.480 --> 20:19.360]  I'm doing wonderfully tonight.
[20:19.360 --> 20:20.360]  Thank you for asking.
[20:20.360 --> 20:23.520]  It goes on to say, I hope all is Irie.
[20:23.520 --> 20:24.560]  Everything Irie.
[20:24.560 --> 20:27.600]  It says, I am hoping you can answer a few questions on IPM.
[20:27.600 --> 20:31.680]  And I was wondering if you had a recommendation for where to get some predator bugs for my
[20:31.680 --> 20:32.880]  garden.
[20:32.880 --> 20:34.720]  That is a great question.
[20:34.720 --> 20:39.160]  Predator bugs are a great way for, uh, to manage an integrated pest management system.
[20:39.160 --> 20:43.280]  It says I mostly deal with the pressure from spider mites and fungus gnats, but the spider
[20:43.280 --> 20:45.320]  mites are what I am mostly concerned with.
[20:45.320 --> 20:50.800]  I would love to treat my veg and have an idea of what would be best to release for flower.
[20:50.800 --> 20:54.760]  I know you said recently on a podcast, you're moving away from sprays and I would like to
[20:54.760 --> 20:59.640]  follow suit as you have shown me a great deal on things concerning IPM.
[20:59.640 --> 21:02.840]  Thanks and praises to Jaa.
[21:02.840 --> 21:03.840]  Big respect.
[21:03.840 --> 21:04.840]  Thank you for the great message.
[21:04.840 --> 21:05.840]  Yes.
[21:05.840 --> 21:06.840]  Jaa Rastafari.
[21:06.840 --> 21:07.840]  Big thanks and praises to Jaa.
[21:07.840 --> 21:11.960]  Let's talk about adding some beneficial, uh, beneficial bugs.
[21:11.960 --> 21:14.240]  Sorry, that was harder to say than it looked.
[21:14.240 --> 21:18.280]  Let's add some beneficial bugs to your integrated pest management system.
[21:18.280 --> 21:19.600]  Those are a lot of words there.
[21:19.600 --> 21:22.760]  Um, they asked for a reputable place to get them.
[21:22.760 --> 21:24.360]  I am not paid by anybody.
[21:24.360 --> 21:26.160]  I'm not sponsored by anybody.
[21:26.160 --> 21:31.560]  In my opinion, the most reliable spot for a home grower to acquire a living bugs is
[21:31.560 --> 21:35.040]  from rbco-organics.com.
[21:35.040 --> 21:36.740]  I've had great experience with them.
[21:36.740 --> 21:39.120]  A lot of my friends have had great experience with them.
[21:39.120 --> 21:46.600]  I like them a lot, but also you have to be responsible and shop locally first if possible.
[21:46.600 --> 21:51.200]  If you can find a local insectiary that has the bugs you need, I would recommend getting
[21:51.200 --> 21:52.800]  them from them.
[21:52.800 --> 21:57.000]  The less time your bugs are in the mail or on the road or in a shipping container, the
[21:57.000 --> 22:00.040]  more likely you are to get living bugs.
[22:00.040 --> 22:01.120]  They are a living product.
[22:01.120 --> 22:04.040]  We're buying bugs that we want to come out aggressive and hungry.
[22:04.040 --> 22:05.800]  We need them to come out of the box ready to go.
[22:05.800 --> 22:08.320]  We don't need them lethargic and dead from a trip.
[22:08.320 --> 22:10.400]  They don't, they don't need jet lag when they get here.
[22:10.400 --> 22:13.960]  So try to get them from as local of a source as you can.
[22:13.960 --> 22:18.920]  Maybe Google, uh, put in your city and state and then insectiary and see if you can find
[22:18.920 --> 22:21.880]  an insectiary that will sell small batches to you.
[22:21.960 --> 22:27.200]  If not, contact your local nurseries and see if they are offering predator bugs or maybe
[22:27.200 --> 22:31.680]  if they're using predator bugs, maybe they will add some for you to their next order.
[22:31.680 --> 22:34.920]  That's often a way that it happens in smaller communities.
[22:34.920 --> 22:36.920]  Again I do recommend shopping locally.
[22:36.920 --> 22:39.800]  Try to find somewhere that is close to you.
[22:39.800 --> 22:42.600]  You don't want them to have to be shipped for too far.
[22:42.600 --> 22:47.040]  The most important thing you do is get the correct insect for the job.
[22:47.040 --> 22:48.800]  If you've got fungus gnats, you want one bug.
[22:48.800 --> 22:50.280]  If you've got thrips, you may want another.
[22:50.600 --> 22:53.600]  If you've got spider mites, you're going to want to get a couple of bugs.
[22:53.600 --> 22:56.540]  But another thing to keep in mind is your environment.
[22:56.540 --> 23:01.440]  How dry, how humid, how hot and how cold is it in your area?
[23:01.440 --> 23:04.440]  Those things are going to affect how long your pests stick around.
[23:04.440 --> 23:07.100]  Yes, you may buy thousands of predator bugs.
[23:07.100 --> 23:11.040]  You may release a whole bunch of swarskies, a whole bunch of californias, a whole bunch
[23:11.040 --> 23:15.880]  of californicus, a whole bunch of green lacewings, and they may be hanging out for a couple of
[23:15.880 --> 23:19.640]  days and they'll realize it's way too fucking cold here and they'll find ways just to get
[23:19.640 --> 23:20.640]  out.
[23:20.640 --> 23:25.640]  If you can document your temperature and humidity and know kind of where you stay, you should
[23:25.640 --> 23:29.440]  know your regular temperature and humidity in your grow environment.
[23:29.440 --> 23:30.440]  Document that.
[23:30.440 --> 23:32.320]  Contact your local insectiary.
[23:32.320 --> 23:36.520]  Let them know the pest you are facing and let them know your environmental conditions
[23:36.520 --> 23:40.040]  and they will make a recommendation on the appropriate pest.
[23:40.040 --> 23:43.760]  And if you tell them how much space you are working with, square footage, and amount of
[23:43.760 --> 23:47.060]  plants and amount of lamps, they'll do a quick equation.
[23:47.060 --> 23:49.000]  Most of them will know off the top of their head.
[23:49.360 --> 23:51.120]  I'm facing this much pest pressure.
[23:51.120 --> 23:53.120]  It's either moderate or heavy pest pressure.
[23:53.120 --> 23:54.880]  I've got these bugs.
[23:54.880 --> 23:57.160]  Maybe don't mention cannabis.
[23:57.160 --> 23:58.560]  Maybe don't mention cannabis.
[23:58.560 --> 23:59.880]  I don't know who you're talking to.
[23:59.880 --> 24:01.740]  I don't know what state you're in.
[24:01.740 --> 24:03.720]  Maybe don't tell them you're growing cannabis plants.
[24:03.720 --> 24:05.860]  They probably won't ask what kind of plants you're growing.
[24:05.860 --> 24:09.960]  If they do, you can say you're growing hops or you can say you're growing tomatoes.
[24:09.960 --> 24:13.420]  Those are very similar, but let them know what pests you are facing.
[24:13.420 --> 24:14.760]  Let them know your environment.
[24:14.760 --> 24:15.800]  Are you in indoors?
[24:15.800 --> 24:16.800]  Are you in a greenhouse?
[24:16.800 --> 24:17.800]  Are you outdoors?
[24:17.800 --> 24:20.080]  If you have high humidity, what are your temperatures?
[24:20.080 --> 24:21.140]  What are your bugs?
[24:21.140 --> 24:23.120]  Let them make recommendations for you.
[24:23.120 --> 24:29.680]  I said before I recommend the Californicus, the Swarskies, Hypoaspis miles, Persimilis,
[24:29.680 --> 24:30.680]  Green Lacewings.
[24:30.680 --> 24:32.880]  There are quite a few that I could go on with.
[24:32.880 --> 24:35.120]  I don't have any notes about bugs I'm recommending.
[24:35.120 --> 24:36.680]  Those are all off the top of my head.
[24:36.680 --> 24:39.000]  So I hope you got some good advice there.
[24:39.000 --> 24:42.960]  Again, the insectiaries are going to have the best advice for your region.
[24:42.960 --> 24:47.240]  They're going to know what pests to expect and they're going to know what bugs best eradicate
[24:47.240 --> 24:52.000]  those pests in your area and what bugs survive in your environment the best.
[24:52.000 --> 24:53.000]  All right.
[24:53.000 --> 24:55.460]  Tucker, I hope I answered your question thoroughly.
[24:55.460 --> 24:58.120]  If you've got any follow-up questions, I would love to hear from you.
[24:58.120 --> 25:02.960]  You know my email address is growfromyourheartathotmail.com.
[25:02.960 --> 25:06.480]  All right, ladies and gentlemen, boys and girls, pimps and hoes, friends and foes, chicks
[25:06.480 --> 25:12.120]  and bros, smokers, growers, clone cutters, pollen chuckers, all you rad ass growers out
[25:12.120 --> 25:15.380]  there, everybody out there in the cannabis community, I want to thank you again for listening
[25:15.380 --> 25:19.220]  to episode 385 of the Grow From Your Heart podcast.
[25:19.220 --> 25:22.940]  If you feel like this episode was educational, informative, or entertaining, and you'd like
[25:22.940 --> 25:29.220]  to make a financial contribution to the show, all you have to do is visit www.patreon.com
[25:29.220 --> 25:30.860]  forward slash growfromyourheart.
[25:30.860 --> 25:35.380]  All of the information you need to support the show will be right there on the screen.
[25:35.380 --> 25:37.700]  Also, don't forget to check us out on YouTube.
[25:37.700 --> 25:42.300]  Go to YouTube, search for the Grow From Your Heart podcast, click on that subscribe button,
[25:42.300 --> 25:43.860]  click on the little notification bell.
[25:43.860 --> 25:46.880]  Every time I put out a new episode, you will get a notification.
[25:46.880 --> 25:48.660]  You will never miss any content.
[25:48.660 --> 25:52.740]  And I would appreciate it if you leave some comments or at least click like on the videos.
[25:52.740 --> 25:55.140]  What that will do is help us move up in the algorithm.
[25:55.140 --> 25:59.260]  The more likes I get, the more comments I get, the more likely we are to be seen by
[25:59.260 --> 26:00.260]  more growers.
[26:00.260 --> 26:02.520]  The more growers that see us, the more the show grows.
[26:02.520 --> 26:05.520]  The more the show grows, more growers see us.
[26:05.520 --> 26:10.420]  The more growers that see us, the more people are growing better cannabis out there.
[26:10.420 --> 26:15.820]  The more high quality cannabis out there, the easier it is for us to overgrow the government,
[26:15.820 --> 26:17.140]  make it legal everywhere.
[26:17.140 --> 26:21.820]  We want everybody growing good herbs so that everywhere you go, there's good herb available.
[26:21.820 --> 26:25.220]  So click on YouTube, click subscribe, leave me some comments.
[26:25.220 --> 26:26.380]  Let me know what you think about the show.
[26:26.380 --> 26:27.980]  Let me know what you think of the new setup.
[26:27.980 --> 26:32.100]  If you've got any advice, comments, tips, questions, corrections, or concerns, you can
[26:32.100 --> 26:37.740]  leave those on YouTube or you can email me at growfromyourheart at hotmail.com.
[26:37.740 --> 26:41.260]  Don't forget to check out the website at iRegeneticsColorado.com.
[26:41.260 --> 26:43.820]  I think that is all I've got for you for this episode.
[26:43.820 --> 26:46.300]  I'll be back in a couple of days with fresh new content.
[26:46.300 --> 26:48.780]  I want to give a giant shout out to my friend Kurt Z.
[26:48.780 --> 26:52.300]  And until next time, take a fat dab and give your mom a hug for me.
