[00:00.000 --> 00:01.000]  Alright, here we go.
[21:16.120 --> 21:17.320]  We need to change those bulbs.
[21:17.320 --> 21:19.240]  They've been in there way too fucking long.
[21:19.240 --> 21:20.640]  Let's get back on track here.
[21:20.640 --> 21:24.440]  Make sure your pen is properly calibrated.
[21:24.440 --> 21:28.960]  Once we have determined that we are using the appropriate PPM scale to where our nutrient
[21:28.960 --> 21:34.700]  company and our PPM pens are on the same page, once we have determined that our PPM meter
[21:34.700 --> 21:41.240]  is calibrated, the next thing to do is start figuring out how to get those PPMs correct.
[21:41.280 --> 21:47.760]  A lot of times, nutrient companies recommend way too much product for our plants.
[21:47.760 --> 21:52.420]  And the purpose behind that is because that makes us buy more product.
[21:52.420 --> 21:58.280]  If you can tell a consumer to use 100 milliliters and they have a slight risk of burning their
[21:58.280 --> 22:03.720]  plants with 100 milliliters, that company is going to try to get you to use 100, maybe
[22:03.720 --> 22:08.760]  120 milliliters so that you have to buy that product as frequently as possible, when in
[22:08.760 --> 22:16.720]  all reality, your plants will probably perform best at 50 to 75 milliliters of that product.
[22:16.720 --> 22:21.440]  Most nutrient companies are not in business to be your friend.
[22:21.440 --> 22:26.280]  Most nutrient companies are in business to sell nutrients.
[22:26.280 --> 22:32.840]  So if they can get you to use 15, 20, maybe 25% more product than you actually need so
[22:32.840 --> 22:37.160]  that you come back and spend that money sooner, they will definitely say the shit that they
[22:37.160 --> 22:43.000]  need to say to get you to spend the money if it is not going to destroy your plants.
[22:43.000 --> 22:48.120]  So the companies are going to recommend a high dosage in their nutrient calculators.
[22:48.120 --> 22:52.760]  If you mix your solution as suggested by the vendor, and you realize that your EC or your
[22:52.760 --> 22:59.360]  PPMs are higher than desired for your plants, the easiest thing to do is to dilute that
[22:59.360 --> 23:01.080]  with clean water.
[23:01.080 --> 23:05.000]  Just throw your hose right in there, put that bucket under the spigot and turn on the water.
[23:05.000 --> 23:10.520]  While you've got your EC pen, your PPM meter in that bucket, and wait for that clean water
[23:10.520 --> 23:16.760]  to fill it up until you've reached the appropriate PPMs, just dilute it until it is the desired
[23:16.760 --> 23:21.680]  PPM level or EC level which you feel comfortable feeding to your plants.
[23:21.680 --> 23:26.320]  Now in your message, you expressed that you have seen growers feed high PPMs and high
[23:26.320 --> 23:30.980]  ECs, and you were amazed that they are not burning their plants.
[23:30.980 --> 23:37.200]  If we feed the plants appropriately at the appropriate times, without overlapping any
[23:37.200 --> 23:43.620]  specific nutrients, we can push the feeds quite hard if we understand what we are doing.
[23:43.620 --> 23:48.380]  If you were working with one nutrient company and using every bottle that they recommend
[23:48.380 --> 23:53.660]  from the lineup on their nutrient feed and your PPMs get a little bit high, you do have
[23:53.660 --> 23:56.140]  the opportunity for burning your plants.
[23:56.140 --> 24:01.620]  I feel you don't run as much of a risk as if you had mixed nutrients from other companies
[24:01.620 --> 24:06.300]  and made your own hodgepodge, franken-nutrient recipe.
[24:06.300 --> 24:11.180]  The reason for that is because whatever nutrient company, we're just going to say Rostegev's
[24:11.180 --> 24:15.180]  nutrient company, which I don't ever want that to happen, please don't ask for that.
[24:15.180 --> 24:18.060]  Rostegev's nutrient company puts out a product line.
[24:18.060 --> 24:22.900]  I know what is in bottle A, bottle B, and all of the subsequent bottles so that when
[24:22.900 --> 24:28.140]  I make my mix recommendations, I know you're not going to overlap too much nitrogen by
[24:28.140 --> 24:32.340]  adding the base nudes and then adding this other product that I think will help in week
[24:32.340 --> 24:33.340]  six.
[24:33.340 --> 24:36.860]  As the developer of that product, I already know how much nitrogen your plants are receiving
[24:36.860 --> 24:40.100]  so I know not to give you too much of that later in flour.
[24:40.100 --> 24:41.980]  I already know what's in everything else.
[24:41.980 --> 24:43.060]  I'm a good chef.
[24:43.060 --> 24:46.980]  I've paid attention to my ingredients and I know that you're not going to get over-salted
[24:46.980 --> 24:51.300]  or over-sweetened by adding the things that I recommend later in the game.
[24:51.340 --> 24:55.460]  I don't know what the other companies are going to add to their shit.
[24:55.460 --> 25:01.860]  It is very likely that their bloom booster may have something overlapping my base nutrient
[25:01.860 --> 25:03.140]  that you are using.
[25:03.140 --> 25:06.500]  Maybe my CalMag product also comes with enzymes.
[25:06.500 --> 25:09.980]  Maybe you're buying an enzymatic product and you're double-feeding the enzymes, which isn't
[25:09.980 --> 25:13.320]  going to cause a problem, but it is a waste of money.
[25:13.320 --> 25:18.620]  As long as you are not overlapping with any specific nutrient, with any specific element,
[25:18.620 --> 25:23.260]  you can really push the EC or the PPMs of the plants very high.
[25:23.260 --> 25:27.660]  The first thing I would suggest is finding out if your nutrient company is using the
[25:27.660 --> 25:31.300]  500 or 700 PPM scale.
[25:31.300 --> 25:37.300]  Then make sure that your PPM pen is calibrated to that same scale.
[25:37.300 --> 25:39.960]  Then I would test the water coming out of the tap.
[25:39.960 --> 25:43.580]  Then I would mix up my nutrient solution as normal.
[25:43.580 --> 25:50.020]  Then I would re-measure the EC, the PPMs, the pH, and the temperature of that solution.
[25:50.020 --> 25:51.940]  Then I would feed my plants.
[25:51.940 --> 25:54.740]  I would feed the plants until they had plenty of runoff.
[25:54.740 --> 26:00.140]  I would gather some of that runoff and I would measure the EC, the PPMs, and the pH of the
[26:00.140 --> 26:03.060]  runoff which comes out of those plants.
[26:03.060 --> 26:08.500]  I personally have a Google document for every grow which I am responsible for, and in that
[26:08.500 --> 26:11.680]  Google document, it shows the date of the watering.
[26:11.680 --> 26:14.920]  It shows everything that was put into that nutrient mix.
[26:14.920 --> 26:21.000]  Then it also shows the EC, the pH, the PPMs, and the temperature of that nutrient solution
[26:21.000 --> 26:22.720]  before it was fed to the plants.
[26:22.720 --> 26:27.480]  I also document how many gallons were fed to the entire room.
[26:27.480 --> 26:32.160]  Then after the plants are fed, I gather enough water for runoff from each table and I carefully
[26:32.160 --> 26:38.920]  measure and document the pH, the EC, and the PPMs of the runoff from each table.
[26:38.920 --> 26:40.800]  Then here is the most important part.
[26:40.920 --> 26:45.880]  I pay close attention to how the plants respond to that feeding.
[26:45.880 --> 26:50.300]  If the plants show me that they got too much nutrient, that is when I know I need to start
[26:50.300 --> 26:52.160]  dialing back my feeding.
[26:52.160 --> 26:56.600]  The way that I do that, I mix up my nutrients just like I did last time, and then I just
[26:56.600 --> 27:01.860]  dilute a little bit more with just clean water and bring my PPMs down just a little bit.
[27:01.860 --> 27:06.880]  That way my ratios of nutrients stay the same as the recommended dosage.
[27:06.880 --> 27:12.440]  I'm still getting the ratio of nitrogen to phosphorus to potassium to calmag.
[27:12.440 --> 27:17.560]  My ratios are the same, but my dilutions and my dosages have gone down to where now my
[27:17.560 --> 27:20.560]  overall PPMs have lowered.
[27:20.560 --> 27:24.920]  As long as those plants aren't showing you that they are upset, you can feed them quite
[27:24.920 --> 27:30.880]  high PPMs, again, as long as you are not overlapping any specific nutrient.
[27:30.880 --> 27:34.700]  To recap this, just so I feel like I gave a solid answer, I would recommend starting
[27:34.700 --> 27:36.840]  with reverse osmosis water.
[27:36.840 --> 27:41.960]  If you can't use reverse osmosis water, measure the PPMs or the EC before you mix your solution
[27:41.960 --> 27:47.080]  and document that and deduct that number from the total once you mix your solution.
[27:47.080 --> 27:51.560]  I would make sure that my equipment is properly calibrated and that you are using the proper
[27:51.560 --> 27:54.760]  PPM scale or using the 700 or the 500.
[27:54.760 --> 27:57.440]  Again, what is your nutrient company using?
[27:57.440 --> 27:58.920]  Make sure that they match up.
[27:58.920 --> 28:02.480]  Then once you're confident that you are using the correct PPM scale and that you've got
[28:02.480 --> 28:07.120]  your PPMs and EC dialed in the way that you are comfortable with, feed your plants and
[28:07.120 --> 28:09.400]  take a lot of notes like I recommended.
[28:09.400 --> 28:13.200]  Then the most important thing is to pay attention to how the plants respond.
[28:13.200 --> 28:15.840]  If you feel like they're getting burned, reduce your PPMs.
[28:15.840 --> 28:19.280]  If you feel like they can use more, push them a little bit harder next time.
[28:19.280 --> 28:24.360]  I like to push them until I see the tips of the leaves just getting a little bit of burn.
[28:24.360 --> 28:26.640]  I call that getting their fingernails done.
[28:26.640 --> 28:31.240]  That is when you know that they're right there reaching that I'm going to burn point and
[28:31.240 --> 28:33.520]  you know you're getting the most out of them that you can.
[28:33.520 --> 28:36.920]  You're pushing them to their full potential and you're just barely making them break a
[28:36.920 --> 28:38.120]  sweat.
[28:38.120 --> 28:41.800]  One of your statements in your message says that for years now, I've never even checked
[28:41.800 --> 28:46.800]  the pH or the EC and now I find it frustrating trying to dial it in.
[28:46.800 --> 28:50.320]  It sounds like you were having good success before you started stressing too much over
[28:50.320 --> 28:52.200]  the PPMs and the EC.
[28:52.200 --> 28:56.360]  As long as your pH is correct and as long as your plants aren't showing you problems,
[28:56.360 --> 28:59.720]  don't stress too much over the numbers on the equipment.
[28:59.720 --> 29:01.680]  The plants are the boss.
[29:01.680 --> 29:05.160]  So pay attention to the ladies in the grow room and they will tell you everything you
[29:05.160 --> 29:06.160]  need to know.
[29:06.160 --> 29:08.560]  All right, Nick, I want to thank you for the great email.
[29:08.560 --> 29:10.720]  Ladies and gentlemen, I feel like that is enough for this episode.
[29:10.720 --> 29:12.320]  My throat is starting to burn out.
[29:12.320 --> 29:16.240]  I want to thank you for listening to this episode of the Grow From Your Heart podcast.
[29:16.240 --> 29:19.960]  If you feel like this episode was educational, informative, or entertaining, and you would
[29:19.960 --> 29:27.160]  like to make a financial contribution to the show, you can do so by visiting www.patreon.com
[29:27.160 --> 29:29.360]  forward slash grow from your heart.
[29:29.360 --> 29:33.600]  All of the information you need to support the show will be right there on the screen.
[29:33.600 --> 29:38.120]  Once again, big giant shout out to everybody who supports the show.
[29:38.120 --> 29:41.600]  I would also appreciate it if you subscribe to my YouTube channel.
[29:41.600 --> 29:46.400]  Go to YouTube, search for the Grow From Your Heart podcast, click subscribe, maybe click
[29:46.400 --> 29:50.800]  like on some videos, leave some comments, and let me know what you think about the show.
[29:50.800 --> 29:53.920]  If you've got something you'd like to say and you're not into all of that social media
[29:53.920 --> 29:56.440]  nonsense, you can send me an email.
[29:56.440 --> 30:00.640]  My email address again is growfromyourheart at hotmail.com.
[30:00.640 --> 30:03.120]  You know that I would love to hear from you.
[30:03.120 --> 30:07.160]  Big thanks and big shout out to everybody who got their emails read on this episode.
[30:07.160 --> 30:09.520]  Don't feel discouraged if I haven't read your message yet.
[30:09.520 --> 30:13.320]  I do have a big stack of emails here right in front of me, and I'm going to keep working
[30:13.320 --> 30:17.000]  my way through them, so please be patient with me.
[30:17.000 --> 30:19.720]  Ladies and gentlemen, I'll be back Thursday with fresh new content.
[30:19.720 --> 30:23.960]  I want to give a big shout out to my buddy Indica Dogo, and until next time, take a fat
[30:23.960 --> 30:25.960]  dab and give your mom a hug for me.
[33:29.620 --> 33:30.620]  I'll see you next time.
[33:30.620 --> 33:31.620]  Peace out.
[33:31.620 --> 33:32.620]  Bye.
[33:32.620 --> 33:33.620]  Bye.
[33:33.620 --> 33:34.620]  Bye.
[33:34.620 --> 33:35.620]  Bye.
[34:59.620 --> 35:00.620]  Bye.
[35:00.620 --> 35:01.620]  Bye.
[35:01.620 --> 35:02.620]  Bye.
[35:02.620 --> 35:03.620]  Bye.
[35:03.620 --> 35:04.620]  Bye.
[35:04.620 --> 35:05.620]  Bye.
[35:28.620 --> 35:30.620]  Yo, yo, yo, yo
