[00:16.120 --> 00:18.340]  Welcome back cannabis community.
[19:31.620 --> 19:35.940]  above and beyond with that one. Thanks again to the roach. Hey, to the roach,
[19:35.980 --> 19:39.100]  thanks for the great, great email. That's a really good idea.
[19:39.820 --> 19:43.220]  I have actually thought about doing podcasts about strains that I've read,
[19:43.240 --> 19:44.740]  but it felt kind of, I don't know,
[19:44.740 --> 19:46.500]  self-centered or egotistical or something,
[19:46.500 --> 19:49.220]  spending a whole podcast talking about something that I created.
[19:49.740 --> 19:52.900]  But since you asked for it and you actually sent a list of strains that you
[19:52.900 --> 19:54.380]  purchased and wanted tips on,
[19:54.820 --> 19:57.860]  I've decided that I will start doing this and I'll try to get through a few
[19:57.860 --> 20:00.900]  strains over a few episodes. I'll just do one strain per episode,
[20:00.900 --> 20:04.540]  and I'll probably do, I'll space them out pretty far. But I did make a few notes.
[20:05.260 --> 20:07.740]  The strain that I chose to start with is morning dew.
[20:08.060 --> 20:10.140]  I probably would have chosen arise,
[20:10.140 --> 20:13.900]  but since you sent the email that inspired this and you said that you had Prana
[20:13.920 --> 20:15.260]  morning dew and storm shadow,
[20:15.620 --> 20:18.820]  I felt that morning dew would be a good place to start out of those three.
[20:19.140 --> 20:22.740]  And then we will work our way through a lot of the other iRegenetics lineup.
[20:23.580 --> 20:26.980]  The reason I chose morning dew out of those three is because it's got the
[20:27.000 --> 20:29.980]  grateful dog, which was kind of my debut strain.
[20:30.000 --> 20:32.100]  That was one of the first strains that I released.
[20:32.120 --> 20:34.980]  I'd made plenty before that, but I never put anything out.
[20:35.000 --> 20:37.020]  The grateful dog was the thing that I passed out.
[20:37.020 --> 20:41.620]  I gave a bunch of packs of those away at the cannabis cups in
[20:41.620 --> 20:45.920]  Denver. The first one that was at the the Denver Mart outdoors,
[20:45.920 --> 20:49.620]  I just walked around and gave tons of five packs of seeds away to people.
[20:50.020 --> 20:53.900]  I gave away the heart of gold and I gave away the grateful dog and the grateful
[20:53.900 --> 20:57.100]  dog was a hit. People seem to really love the grateful dog.
[20:57.340 --> 21:00.660]  The genetics of the grateful dog is of course the chem 91,
[21:00.820 --> 21:05.260]  also known as the SBK cut cross to San Fernando Valley OG Kush.
[21:05.860 --> 21:07.460]  It's also known as the deadhead OG,
[21:07.460 --> 21:09.740]  but it's a little bit inbred and kind of worked a little bit.
[21:09.740 --> 21:11.420]  So it's the grateful dog fem seed.
[21:11.540 --> 21:16.300]  Cause I put it out in only a feminized version. And that was crossed to the arise,
[21:16.300 --> 21:19.020]  which is golden goat crossed a daybreaker.
[21:19.380 --> 21:21.380]  And I know I'm breaking down the family tree kind of far,
[21:21.380 --> 21:25.140]  but I like to do that because it explains why plants grow the way that they do
[21:25.140 --> 21:28.060]  and what traits you're looking for. Uh, the golden goat of course,
[21:28.080 --> 21:31.140]  his Island sweet skunk, Hawaiian and Romulan.
[21:31.380 --> 21:35.500]  So that's where you get that tropical flavor from that Hawaiian gives it the
[21:35.500 --> 21:39.340]  tropical flavor. The Island sweet skunk of course gives it that sweet tangy thing.
[21:39.340 --> 21:41.420]  And then the Romulan is what makes it grow so well.
[21:41.420 --> 21:44.780]  I think the combination of those made a really great combo.
[21:45.100 --> 21:48.180]  The Hawaiian probably gives it the sativa punch that it's got.
[21:48.660 --> 21:50.620]  I think that golden goat is a great strain.
[21:50.620 --> 21:54.260]  And then I bred that to the daybreaker. I used to daybreaker male, uh,
[21:54.300 --> 21:58.660]  daybreaker of course is chem D crossed to the Joseph OG.
[21:59.340 --> 22:02.900]  The chem D female was pollinated by a male known as Joseph OG.
[22:02.900 --> 22:05.860]  Joseph OG is an OG Kush male. Uh,
[22:05.900 --> 22:09.340]  that daybreaker cross was made by our friends gauge green genetics.
[22:09.660 --> 22:10.980]  I got seeds from gauge green.
[22:11.000 --> 22:14.380]  I found a marvelous male and female of the daybreaker in there.
[22:14.740 --> 22:17.940]  I made daybreaker F twos. That's where the black cherry chem came from.
[22:18.180 --> 22:20.580]  Quite a few great crosses came out of that batch of breeding,
[22:20.820 --> 22:24.780]  but I made the daybreaker or I made the, uh, the arise there.
[22:25.100 --> 22:27.060]  Then I took the arise male,
[22:27.220 --> 22:31.340]  which is known as King Solomon and I crossed him to my grateful dog.
[22:31.740 --> 22:35.500]  And the progeny of arise crossed the grateful dog was known as morning dew.
[22:35.500 --> 22:40.020]  Of course that's named after a grateful dead song because it's got the arise.
[22:40.040 --> 22:43.220]  So it's the morning I kind of thought of. And then the grateful dog,
[22:43.220 --> 22:47.140]  which is the grateful dead offshoot named after a grateful dead song about
[22:47.140 --> 22:47.980]  morning dew.
[22:48.460 --> 22:51.900]  So I'm fairly proud and was fairly excited of morning dew because of course
[22:52.140 --> 22:56.740]  arises as a strain I created grateful dog was the first strain I created and now
[22:56.740 --> 22:57.740]  they are put together.
[22:57.940 --> 23:01.300]  So it's kind of a timeline put together to show a little bit of progress in my
[23:01.300 --> 23:04.380]  breeding. Uh, and there are two of my best, uh,
[23:04.580 --> 23:06.940]  best known products other than the lemon Jeffrey,
[23:07.140 --> 23:08.780]  the grateful dog and the arise are probably,
[23:08.980 --> 23:11.740]  and the lemon Jeffrey would be the top three most popular strains I've made.
[23:11.940 --> 23:13.260]  So it's fun to have them put together.
[23:13.500 --> 23:16.700]  Now I've told you a lot about how they were bred or why they were bred,
[23:16.700 --> 23:18.460]  how the names came about and what they are.
[23:18.620 --> 23:22.620]  Let's talk a little bit about growing these plants. Uh,
[23:22.620 --> 23:25.220]  what should you expect from morning dew?
[23:25.780 --> 23:29.860]  Now keep in mind that morning dew is an F1 hybrid and there will be phenotypical
[23:29.860 --> 23:32.380]  variation. You will see differences in your plants,
[23:32.620 --> 23:36.340]  but this is basically what I think will work for every phenotype.
[23:36.340 --> 23:40.540]  Although there will be some outliers and also your conditions, your environment,
[23:40.560 --> 23:41.860]  your lights, your nutrients,
[23:42.180 --> 23:45.780]  all of those things will play a part in everything that I'm about to tell you.
[23:46.100 --> 23:47.980]  If you have LEDs or HIDs,
[23:48.420 --> 23:51.220]  it may take you a little bit longer or shorter flowering time.
[23:51.240 --> 23:54.020]  If you're using hydroponics or soilless mixes,
[23:54.140 --> 23:56.060]  it may take you a little longer, a little shorter,
[23:56.260 --> 24:00.020]  but here's a basic guideline and some things that I have found by running a lot
[24:00.040 --> 24:03.780]  of seeds. Here are things that I found you can expect from morning do seeds.
[24:05.020 --> 24:09.460]  Most of them are going to take you about 55 to 65 days of flowering to finish.
[24:10.100 --> 24:12.100]  Usually nine weeks is just about right.
[24:13.100 --> 24:17.300]  Morning dew plants are going to get medium tall and they'll be kind of bushy.
[24:17.300 --> 24:18.060]  If you top it,
[24:18.060 --> 24:21.980]  if you let it grow to about two feet tall and then take out that main node right
[24:21.980 --> 24:24.500]  out of the middle, then it'll start bushing out real nice.
[24:24.620 --> 24:27.140]  I think it'll bush out and get kind of semi medium tall.
[24:27.140 --> 24:31.060]  It'll get a lot of heads that way that will really increase your production.
[24:31.060 --> 24:31.900]  When you do that,
[24:32.180 --> 24:35.460]  it's going to need some supports right before you put it into flower.
[24:35.460 --> 24:38.860]  Don't put the supports on too early. Leave the tomato cage off,
[24:38.880 --> 24:41.820]  leave the sticks off, leave the cage off, leave the netting off.
[24:42.220 --> 24:45.220]  So that you can put some fans on it and let these plants blow around.
[24:45.540 --> 24:48.540]  Also go in there and super crop stuff so that it gets a little bit stronger.
[24:48.540 --> 24:51.220]  Give it the pop and twist. I talked about that on another episode.
[24:51.740 --> 24:54.660]  When you pop it or you grab it and then you give it a little twist right above
[24:54.660 --> 24:57.900]  your finger, pop and it goes pop, makes a little stronger. Do that.
[24:57.940 --> 25:01.200]  It will like that, but do that stuff before you put supports on.
[25:01.200 --> 25:04.340]  And then right before you flower it, go ahead and put your support.
[25:04.420 --> 25:07.100]  If it's trellising, if it's a tomato cage, if it sticks,
[25:07.900 --> 25:09.060]  it'll need that in flower,
[25:09.060 --> 25:11.660]  but don't do it too early because you don't want to make it weak.
[25:11.980 --> 25:15.300]  A morning dew is going to produce buds that its own branches can't support.
[25:15.300 --> 25:17.740]  It'll need some sort of supports if you do it right.
[25:18.100 --> 25:21.980]  So it's going to be medium tall. It's going to need some supports.
[25:22.000 --> 25:26.780]  I would top it and get it kind of bushy. Um, let's see,
[25:26.780 --> 25:29.060]  I'm trying to figure out which order we should go in.
[25:29.300 --> 25:31.260]  It's going to need some cages or some nets or sticks.
[25:31.260 --> 25:34.540]  I think I've talked about that. So now let's talk about,
[25:34.860 --> 25:39.260]  it's going to be stinky. You guys, this one is going to be stinky.
[25:39.500 --> 25:42.340]  You're going to need some carbon filtration or something. Uh,
[25:42.380 --> 25:45.260]  if you're going to grow this in an apartment or a house next door to somebody
[25:45.280 --> 25:47.980]  else or in an illegal state, if you're going to grow morning,
[25:47.980 --> 25:53.180]  do I highly suggest plenty of carbon filtration? Uh, maybe, uh,
[25:53.220 --> 25:55.300]  something else around the house that smells good.
[25:55.300 --> 25:58.300]  Also the distracts from the smell it's going to stink.
[25:58.700 --> 26:02.460]  Also if you want to increase that stank ass aroma in the morning,
[26:02.460 --> 26:06.940]  do feed it some kelp type products. It really likes liquid karma.
[26:07.220 --> 26:10.220]  That's one thing I've noticed. It really enjoys liquid karma.
[26:10.500 --> 26:14.860]  It likes a veg bloom products. It likes shine very well. So feed it, uh,
[26:14.900 --> 26:15.860]  kelp products.
[26:16.540 --> 26:20.700]  It also seems to like the pH semi low in late flower.
[26:21.020 --> 26:24.220]  I've noticed that it kinda, it goes a little better. It goes faster.
[26:24.220 --> 26:28.180]  It keeps growing. If later in flower, like around when it starts purple and out,
[26:28.180 --> 26:30.940]  you'll see the morning dew will start to purple out and change colors on you.
[26:31.220 --> 26:34.380]  Maybe lower the pH just a little bit. If you're going six, four or six,
[26:34.380 --> 26:36.820]  five already, maybe try six, three or six,
[26:36.820 --> 26:39.580]  two just go one or two points lower than you normally would.
[26:39.820 --> 26:43.580]  And I've noticed that the morning do tends to like the lower pH.
[26:44.060 --> 26:48.020]  Another thing I've learned about the morning do is that it can use a little more
[26:48.020 --> 26:52.500]  cow mag than most of your plants. I wouldn't do, I wouldn't increase the dosage.
[26:52.500 --> 26:55.100]  I would increase the frequency. I would just feed.
[26:55.100 --> 26:58.100]  If you're doing cow mag once a week, I would maybe do cow mag twice a week,
[26:58.100 --> 26:59.740]  maybe add some Epsom salts in there.
[27:00.220 --> 27:04.700]  But be careful with the nutrients because you don't want to go too hard.
[27:04.700 --> 27:07.300]  You don't want to push it. This is an OG Kush kind of a plant.
[27:07.540 --> 27:11.660]  Going too hard with the nutrients could cause you problems. Don't over water,
[27:12.020 --> 27:16.060]  but make sure you have plenty of water. I think Jorge taught,
[27:16.100 --> 27:20.100]  Jorge Cervantes taught us we want water to be abundant, but not excessive.
[27:20.500 --> 27:22.860]  So if you've got like a three gallon pot,
[27:23.140 --> 27:26.940]  probably pour about half of a gallon on the top of there and let it saturate
[27:26.940 --> 27:29.860]  through. That's probably going to take, depending on the size of your plant,
[27:30.100 --> 27:34.060]  a day, maybe two or three days for that water to dry up and need water again.
[27:34.380 --> 27:38.700]  Let it get fairly dry before you water it again. These plants will enjoy that.
[27:38.900 --> 27:42.540]  The morning do, the grateful dog likes a little bit of a dry period.
[27:43.540 --> 27:46.340]  Cooler temps will help you bring out the purple.
[27:46.340 --> 27:48.780]  I said that these plants change colors later in flower.
[27:49.460 --> 27:51.540]  Some of them will turn really cool purples.
[27:51.820 --> 27:55.380]  Lower temps will certainly help with that. That helps with most plants.
[27:55.580 --> 27:58.580]  And the thing I said about the cow mag, about it wanting a little extra cow mag,
[27:58.780 --> 28:02.780]  most of your OG style plants are going to want a little more cow mag.
[28:03.060 --> 28:05.740]  It's going to give your leaves a really sweet serrated look.
[28:05.740 --> 28:08.380]  They're going to stand up strong. They're going to enjoy it.
[28:08.580 --> 28:12.940]  So cooler temps add some cow mag. Unfortunately, you guys, the morning do,
[28:13.260 --> 28:16.500]  there are some freak ass mutant phenotypes in there. They're rare.
[28:16.820 --> 28:20.420]  I've ran a lot of these seeds and I only came across a few mutants.
[28:20.660 --> 28:22.420]  There was one mutant that was fucking cool.
[28:22.420 --> 28:26.540]  It looked like I had topped it and they grew four equal tops right away.
[28:26.940 --> 28:28.860]  I didn't finish it because I didn't have room for that mutant.
[28:28.860 --> 28:31.340]  I did not want to see what it did. I couldn't waste space on it.
[28:31.340 --> 28:34.140]  It got big enough to see that it was a freak.
[28:34.380 --> 28:36.900]  No one had to get thrown away. It got cold, but I saw that.
[28:36.940 --> 28:39.980]  There were a couple of other odd, odd leaf shaped plants in there,
[28:40.420 --> 28:41.700]  but I finished a lot of those.
[28:41.740 --> 28:46.340]  And I found that the fatter leaf phenotypes of morning do
[28:46.740 --> 28:50.180]  have the stank. If you've got one with the broader, the leaf,
[28:50.180 --> 28:52.340]  the more the stank, it seemed like. And if the ones that,
[28:52.380 --> 28:55.420]  the ones that got black when they started finishing the ones that turned real
[28:55.420 --> 28:58.860]  dark in the leaves, almost a black color, those had the stank,
[28:59.300 --> 29:03.740]  kind of like an OG Kush dirty feet, sort of make your nose crinkle up,
[29:03.740 --> 29:05.220]  but in a good way sort of stink.
[29:05.900 --> 29:09.340]  But those were also the slower grower phenotypes. They were lankier.
[29:09.340 --> 29:12.460]  They grew a little bit slower, but they had the stink.
[29:12.540 --> 29:13.940]  They didn't produce as much herb.
[29:14.220 --> 29:18.500]  They produced a further spaced golf balls instead of spears.
[29:19.460 --> 29:22.300]  But it was such good quality herb that it was worth it.
[29:22.620 --> 29:26.260]  So the fat leaf one is going to be a smaller producing, slower growing plant,
[29:26.460 --> 29:28.220]  but it's going to put out the stank.
[29:28.260 --> 29:30.940]  If you just want some weed that you can smell six blocks away,
[29:30.940 --> 29:33.620]  when you light a joint, that's the phenotype you're looking for.
[29:33.980 --> 29:37.380]  There is a skinnier leaf phenotype. It's got fairly skinny leaves.
[29:37.740 --> 29:40.740]  I'm not sure if those skinny leaves are coming from the golden goat or the chem
[29:40.740 --> 29:43.260]  91, but they're skinny leaves. And you'll see it.
[29:43.260 --> 29:44.620]  If you get the skinny leaf when you'll go,
[29:44.620 --> 29:47.540]  I think that's what he's talking about. It gets kind of tall,
[29:47.900 --> 29:52.500]  but it makes just long skinny buds and it's just coated in resin.
[29:52.500 --> 29:54.580]  And it's got the, it's got the stink to it,
[29:54.580 --> 29:56.820]  but not the stink like the other phenotypes do.
[29:57.140 --> 30:00.500]  It's got more like the chem with some sweet going on is what I noticed.
[30:00.500 --> 30:02.900]  It was like chem, but it had the golden goat background. It was like,
[30:03.300 --> 30:07.380]  if you put a golden goat in a jar that had chem dog in it before,
[30:07.940 --> 30:12.220]  but it had more, it seemed to be more of the THC dominant planet,
[30:12.220 --> 30:15.340]  had more trichomes. It had a better, just a head ripping high.
[30:15.700 --> 30:17.860]  The fatter leafed one was kind of, it got you high,
[30:17.860 --> 30:20.980]  but it was more like in the face, more like in the eyeballs. Uh,
[30:21.020 --> 30:24.580]  but the skinny leaf one, it just made my brain spin around. It had,
[30:24.620 --> 30:27.140]  feels like it's got more, more of a THC punch.
[30:27.140 --> 30:29.860]  So those are two different phenotypes you can look for. Uh,
[30:29.860 --> 30:33.100]  I said earlier to top them when you taught morning do,
[30:33.100 --> 30:34.500]  or if you trellis morning, do out,
[30:34.500 --> 30:38.300]  give her plenty of time to recover because she's kind of a slower growing plant
[30:38.540 --> 30:41.100]  and you don't want to top a plant and then put her right into flower.
[30:41.100 --> 30:44.660]  So if you do topper, give her plenty of time to recover from that.
[30:44.860 --> 30:46.700]  Let those hormones move back up to the tops.
[30:46.700 --> 30:49.460]  Let the hormones decide where they're going to be before you flower.
[30:49.460 --> 30:52.020]  I say 10 days. Some people say a week is enough.
[30:52.020 --> 30:54.060]  I would go 10 to 14 days if it were up to me,
[30:54.620 --> 30:57.180]  just let your top plant recover before you put it into flower.
[30:57.180 --> 30:59.540]  And that's a good idea with any strain, but the morning do,
[30:59.780 --> 31:01.860]  sometimes you've got a slower growing phenotype.
[31:01.860 --> 31:03.620]  So make sure you give it plenty of time to recover,
[31:03.900 --> 31:05.660]  let it stretch back out before you flower it.
[31:05.900 --> 31:08.540]  Or you'll just end up with a bunch of little tiny buds at the top.
[31:08.540 --> 31:10.460]  And that's no fun. You want to call up there at the top.
[31:10.460 --> 31:13.180]  You want to take a good picture and brag on Instagram. So top them,
[31:13.180 --> 31:17.020]  let them recover, put some cages or some nets or some sticks on them.
[31:17.220 --> 31:19.140]  It can take some bending. It can take some trousers.
[31:19.900 --> 31:23.620]  Morning dew is also very powdery mildew resistant. We have learned,
[31:23.940 --> 31:27.060]  we had some plants outdoors, not myself, but a friend had some plants outdoors.
[31:27.100 --> 31:31.300]  All of them, except the morning do got powdery mildew on them over the last
[31:31.300 --> 31:33.180]  outdoor harvest. So that's something that you can,
[31:33.660 --> 31:36.260]  you can think about if you're going to grow outdoors and you get powdery mildew,
[31:36.260 --> 31:38.740]  maybe the morning do is one that will do well for you.
[31:38.820 --> 31:40.620]  It won't get the powdery mildew.
[31:41.140 --> 31:45.340]  It's definitely one of the faster finishers and it's one of my most like chem
[31:45.340 --> 31:49.260]  dog, chemi sort of scented strains that I've made available.
[31:49.260 --> 31:52.300]  So if you're into something that's got that chem sort of funk to it,
[31:52.820 --> 31:56.860]  it's kind of got some like dirty feet and sort of chemi and it smells
[31:56.860 --> 32:00.900]  disgustingly delicious. And I love it. It's pungent. It's definitely funky.
[32:01.580 --> 32:05.300]  There's hints of gas in there. There's fuel, there's funk, there's OG kush,
[32:05.340 --> 32:08.700]  there's chem dog. And then sometimes because of the golden goat,
[32:08.700 --> 32:12.780]  you end up with these like real sweet tropical tones that mix in with that.
[32:12.780 --> 32:14.300]  There's some great phenotypes in there.
[32:14.540 --> 32:19.140]  So that's a quick breakdown of morning do man to the roach.
[32:19.340 --> 32:22.620]  That was a really good email, a really good question. I appreciate it.
[32:22.900 --> 32:25.020]  I feel like that was a lot of fun.
[32:25.020 --> 32:28.380]  I haven't had the opportunity to talk about a strain I've bred.
[32:28.780 --> 32:32.060]  It's something I'm proud of. It's something I've got passion about.
[32:32.060 --> 32:33.700]  So that was honestly a lot of fun.
[32:34.020 --> 32:36.940]  I plan on doing more episodes about more strains.
[32:36.940 --> 32:40.380]  I'll probably do the three you asked about first and then we'll branch off to
[32:40.380 --> 32:44.260]  other stuff. But dude, I appreciate that. Thank you to the roach.
[32:44.460 --> 32:45.940]  I look forward to your next email.
[32:46.620 --> 32:49.300]  And if anybody else out there has a question or something they'd like to say,
[32:49.300 --> 32:51.220]  I would love to hear from you. You can reach out to me.
[32:51.220 --> 32:53.980]  It's growfromyourheartathotmail.com.
[32:54.140 --> 32:57.500]  Maybe I will read your email on a future episode.
[32:57.700 --> 33:01.660]  I really do enjoy doing the listener generated content. All right.
[33:01.660 --> 33:05.140]  And also don't forget that the morning do seeds are available at dankseed.store.
[33:07.620 --> 33:08.580]  All right. Podcast world.
[33:08.580 --> 33:10.140]  This is the part where I thank you for listening.
[33:10.140 --> 33:12.340]  And then I ask you to follow me on social media.
[33:12.340 --> 33:15.100]  I would appreciate it if you follow me on Facebook and Twitter,
[33:15.180 --> 33:17.900]  just search for the grow from your heart podcast on Facebook, on Twitter,
[33:17.900 --> 33:21.940]  it's at GFYH podcast on Instagram. I use my other company.
[33:22.140 --> 33:26.620]  I use I read genetics on Instagram. I R I E underscore genetics.
[33:26.620 --> 33:30.860]  I read genetics on Instagram. I'm probably at 16,000 followers by now.
[33:30.860 --> 33:35.220]  I post a lot of great cannabis photography. If you're listening to this podcast,
[33:35.420 --> 33:37.660]  I bet you will like my Instagram feed.
[33:37.860 --> 33:39.980]  If you want to reach out to me and you're not into the social media,
[33:39.980 --> 33:43.340]  of course you can email me once again, that is growfromyourheartathotmail.com.
[33:45.300 --> 33:47.100]  Don't forget that I've got a YouTube channel.
[33:47.300 --> 33:51.820]  There are about 140 old episodes up on YouTube. I am making more.
[33:51.820 --> 33:54.580]  I keep telling you guys that they're coming. If you're paying attention,
[33:54.580 --> 33:56.860]  I'm sure you can see that they're slowly trickling up there.
[33:57.140 --> 33:59.500]  I just ties up my computer and it takes a long time to make those.
[33:59.500 --> 34:02.260]  It takes a lot of bandwidth to upload them. So they're going up slowly,
[34:02.260 --> 34:05.180]  but they will all get there. Eventually I'll get caught up to 275.
[34:05.220 --> 34:07.900]  I'll get caught up to 276 episodes on YouTube.
[34:08.580 --> 34:10.180]  Also don't forget about Patreon.
[34:10.220 --> 34:14.420]  Patreon is a way for podcast listeners to support podcast content providers.
[34:15.060 --> 34:17.620]  If you'd like to learn more on how to support this podcast,
[34:17.820 --> 34:21.580]  I invite you to go to patreon.com slash grow from your heart.
[34:21.820 --> 34:24.660]  All the information that you need to sign up will be right there.
[34:24.860 --> 34:28.460]  The trend seems to be that most people have been contributing $4 and 20 cents
[34:28.460 --> 34:29.020]  per month.
[34:29.020 --> 34:33.980]  I recently learned that there was a cannabis advocate who has a podcast or a
[34:34.180 --> 34:39.020]  show and they encouraged their listeners to go find another cannabis advocate
[34:39.020 --> 34:43.660]  or podcast or show that supported the legalization of cannabis and contribute
[34:43.660 --> 34:47.300]  $4 and 20 cents to that show. And it seems like a few people listened.
[34:47.300 --> 34:49.500]  So thank you guys. I appreciate that.
[34:49.700 --> 34:52.780]  Patreon.com slash grow from your heart.
[34:53.380 --> 34:56.700]  I think I mentioned it on the last episode, but through Patreon contributions,
[34:56.700 --> 35:01.100]  I was able to cover the cost of my website this year. My website,
[35:01.100 --> 35:04.420]  I read genetics, colorado.com is where I host the podcast.
[35:04.420 --> 35:07.740]  It's then uploaded through an RSS feed to iTunes and Stitcher and all the other
[35:07.740 --> 35:10.900]  podcast services that you hear it on. And without that website,
[35:11.140 --> 35:14.060]  I would not be able to host the podcast for free.
[35:14.660 --> 35:19.100]  So I owe a huge thank you to everybody who contributed to Patreon last year and
[35:19.100 --> 35:22.220]  everyone who is continuing to contribute to Patreon this year.
[35:22.500 --> 35:27.460]  Thanks to all the past, present, and future contributors to my Patreon campaign.
[35:27.700 --> 35:28.540]  I appreciate it.
[35:28.700 --> 35:32.100]  And I'm sure everybody else listening to the podcast appreciates it also because
[35:32.380 --> 35:35.900]  you're making it free for everybody else. And I appreciate it. And you guys,
[35:36.060 --> 35:39.420]  if you can't contribute, don't feel bad. There are people who can contribute.
[35:39.620 --> 35:42.820]  I want this podcast to be free, but there are people who feel like they can help
[35:42.820 --> 35:46.220]  out. So say thank you to them. Thank you guys. We appreciate you.
[35:46.500 --> 35:50.460]  I appreciate you. The listeners that can't contribute. They appreciate you also.
[35:50.740 --> 35:53.380]  Big, huge. Thanks. All right, ladies and gentlemen,
[35:53.660 --> 35:56.660]  you can tell that my throat starting to burn out. It's time for another dab.
[35:56.780 --> 35:58.500]  I think I'm going to wrap up this podcast.
[35:58.700 --> 36:01.860]  I want to give a huge shout out to my friend Brett C and until next time,
[36:01.860 --> 36:04.340]  take a fat dab and give your mom a hug for me.
