[00:12.600 --> 00:21.270]  Welcome back, Cannabis Community.
[18:33.930 --> 18:34.930]  fiber.
[18:34.930 --> 18:35.930]  It's not fibrous.
[18:35.930 --> 18:39.690]  Um, I mean, and that's one of the great things about cannabis is it can be bred one way or
[18:39.690 --> 18:43.850]  the other to achieve an infinite number of final products.
[18:43.850 --> 18:48.170]  Um, but as far as the feds are concerned, every single part of it's illegal.
[18:48.170 --> 18:54.650]  The only legal hemp, um, or marijuana products that are federally legal in the United States
[18:54.650 --> 18:59.370]  are hemp clothing produced in other countries or produced from fabric that was grown in
[18:59.370 --> 19:04.090]  other countries and silly low and hemp seed oil, lotion, stuff like that.
[19:04.090 --> 19:10.130]  I mean, products that were produced with plant material grown in other countries.
[19:10.130 --> 19:14.290]  Um, everything else is at least a gray market.
[19:14.530 --> 19:20.730]  Um, the FDA and a couple other, um, national safety organizations released the thing.
[19:20.730 --> 19:26.570]  We even did a blurb about it on the show about the foreign companies selling, God knows what
[19:26.570 --> 19:29.170]  is CBD extract or CBD product.
[19:29.170 --> 19:30.170]  Random shit in there.
[19:30.170 --> 19:31.170]  Yep.
[19:31.170 --> 19:33.730]  They were testing it and it didn't have a lot of CBD in it.
[19:33.730 --> 19:36.370]  Um, or maybe it did, but it had a lot of other crap in it.
[19:36.370 --> 19:40.490]  You didn't want to, uh, along with it is filler.
[19:40.490 --> 19:43.810]  Um, that's what you get in a gray market.
[19:44.330 --> 19:47.490]  You get a lot of knockoff products, you get a lot of mislabeled products.
[19:47.490 --> 19:52.050]  Um, and this is why I've been freaking out about getting people politically active.
[19:52.050 --> 19:54.770]  Do you think they're doing this for their own financial gain?
[19:54.770 --> 19:58.650]  Do you think the pharmaceutical companies are planning something with CBD products?
[19:58.650 --> 20:03.050]  Um, there's a couple in great Britain and around the country that are already working
[20:03.050 --> 20:06.410]  with, um, THC CBD products.
[20:06.410 --> 20:11.250]  Um, GW pharmaceuticals is working a couple of different product lines.
[20:11.570 --> 20:14.450]  Um, but there's still five, 10 years from market.
[20:14.450 --> 20:15.450]  Okay.
[20:15.450 --> 20:23.210]  Um, I'm sure that the pharmaceutical industry don't, don't want, um, THC and see, like they
[20:23.210 --> 20:29.650]  would prefer to, as an industry, I'm sure they would prefer to have, um, control of
[20:29.650 --> 20:32.930]  all medications that people take.
[20:32.930 --> 20:35.170]  But that's not physically possible.
[20:35.170 --> 20:36.210]  They don't want to make me better.
[20:36.210 --> 20:40.130]  They want to mask my symptoms and keep feeding me a pill to make me a customer.
[20:40.130 --> 20:45.050]  And greed is like the one conspiracy theory you're going to get me to buy into anywhere.
[20:45.050 --> 20:48.730]  But with a decision like this, this is just business as usual.
[20:48.730 --> 20:50.290]  This is the exact same.
[20:50.290 --> 20:55.370]  I mean, this has been true since 1940 and people are freaking out about this decision
[20:55.370 --> 20:57.010]  today because they issued it.
[20:57.010 --> 21:01.050]  It's a own serial number so they can track the Caesars separately.
[21:01.050 --> 21:06.930]  Um, and I mean, I encourage the move because tracking shit separately is helpful.
[21:07.250 --> 21:12.850]  Um, right now, any anti-marijuana group is going to tell you that 10 years ago, 15 years
[21:12.850 --> 21:18.930]  ago, the average THC content in marijuana was one to 3% and they can back that up with
[21:18.930 --> 21:21.730]  DEA seizure numbers.
[21:21.730 --> 21:26.450]  And the reason that's true is because they've been seizing fields of fucking barrel hemp
[21:26.450 --> 21:29.210]  every year for decades.
[21:29.210 --> 21:34.850]  Um, and, uh, I mean, it's always been illegal.
[21:34.850 --> 21:36.550]  This is nothing new.
[21:36.670 --> 21:40.910]  Tracking it separately helps us figure out, okay, exactly how much did they waste ripping
[21:40.910 --> 21:42.510]  up hemp out of the ground?
[21:42.510 --> 21:47.270]  Um, how much money did they waste making sure Kansas didn't get their hemp seed last year?
[21:47.270 --> 21:51.510]  Um, how much money did they waste rounding up hemp seed off the internet or hemp oil
[21:51.510 --> 21:52.510]  off the internet?
[21:52.510 --> 21:53.510]  Yeah.
[21:53.510 --> 21:54.510]  Off the side of the highway as you drive to New Mexico.
[21:54.510 --> 21:55.510]  I mean, it's nuts.
[21:55.510 --> 21:56.510]  There are.
[21:56.510 --> 22:02.430]  Now, how many people since they've got these companies that are shipping CBD, uh, they're
[22:02.430 --> 22:05.510]  going to have to like the people there's a company.
[22:05.510 --> 22:06.790]  I don't know if I want to say anybody's names.
[22:06.790 --> 22:09.350]  I don't want to get any people in trouble, but I know people personally, and there are
[22:09.350 --> 22:12.550]  companies in Colorado that will ship CBD products nationwide.
[22:12.550 --> 22:17.110]  You can be in Maine, you can be in California and they will send you a bottle of CBD tincture.
[22:17.110 --> 22:21.910]  Uh, how are those people that were relying on those medicine?
[22:21.910 --> 22:23.310]  What are they going to do now?
[22:23.310 --> 22:25.030]  That's who I'm mainly worried about.
[22:25.030 --> 22:26.030]  They're screwed.
[22:26.030 --> 22:27.030]  Yeah.
[22:27.030 --> 22:32.790]  Um, but they were always like their access was only obtained through a gray market.
[22:32.790 --> 22:34.670]  And if they were paying attention, they knew that.
[22:34.670 --> 22:41.030]  And they've been lobbying for a different way to access, uh, whatever product they desperately
[22:41.030 --> 22:43.070]  need in their area.
[22:43.070 --> 22:47.590]  Um, I would love to say, come to Colorado and we've got CBD for you, but there is a
[22:47.590 --> 22:49.310]  CBD drought.
[22:49.310 --> 22:53.190]  The only way like everybody thinks they're going to come to Colorado and go to a medical
[22:53.190 --> 22:56.010]  dispensary and get Heidi CBD medicine.
[22:56.010 --> 22:57.350]  And they are highly disappointed.
[22:57.350 --> 22:58.350]  There is not much.
[22:58.350 --> 23:04.390]  There's not much in what's available is expensive because it's, it's, uh, there's a shortage
[23:04.390 --> 23:06.310]  and there's been a shortage for a while.
[23:06.310 --> 23:10.190]  You've got to find yourself a private caregiver who they're trying to squeeze out of the system
[23:10.190 --> 23:12.070]  now anyway, or you've got to grow it yourself.
[23:12.070 --> 23:15.510]  And then you've got to find a CBD clone or you've got to find seeds of something high
[23:15.510 --> 23:19.030]  CBD and then you've got to grow it and then you've got to get it tested.
[23:19.030 --> 23:23.310]  Or I don't know, people focus a little bit too much on testing when it comes to personal
[23:23.310 --> 23:24.310]  medicine.
[23:24.310 --> 23:25.310]  I think I'm going to do an episode on this.
[23:25.310 --> 23:26.310]  I'm going to write this down.
[23:26.310 --> 23:30.310]  I think that the medicine, I think if medicine works for you, it works for you.
[23:30.310 --> 23:31.510]  Don't pay attention to the lab testing.
[23:31.510 --> 23:34.950]  And there's a lot of elaboration I want to do on that, but we'll save it for another.
[23:34.950 --> 23:38.030]  There's a lot of stuff that lab testing brought to the community.
[23:38.030 --> 23:41.270]  That's just bizarre.
[23:41.270 --> 23:42.990]  People focus on all the wrong numbers.
[23:42.990 --> 23:50.870]  And that's, I mean, I loved watching the CBD industry explode over the last two years.
[23:51.590 --> 23:56.470]  Don't take that from what I'm saying, because I think that should be available to everyone
[23:56.470 --> 23:57.470]  everywhere.
[23:57.470 --> 24:02.110]  I think the society would be a lot better if more people were adding CBD to their diets
[24:02.110 --> 24:04.710]  regularly as a supplement.
[24:04.710 --> 24:06.270]  It helps with a bunch of stuff.
[24:06.270 --> 24:07.710]  I'm a huge CBD advocate.
[24:07.710 --> 24:08.710]  I use it daily.
[24:08.710 --> 24:10.910]  What's your daily dose of CBD?
[24:10.910 --> 24:17.230]  Right now I'm restricting myself because the product I'm using, I'm limited on accessing
[24:17.230 --> 24:18.750]  any more of it ever.
[24:18.750 --> 24:20.830]  That won't happen.
[24:20.830 --> 24:21.830]  It's gone.
[24:21.830 --> 24:22.830]  The person that's making it is gone.
[24:22.830 --> 24:24.950]  And so I'm kind of making it last.
[24:24.950 --> 24:27.350]  That's always the worst part about these products.
[24:27.350 --> 24:28.350]  Yep.
[24:28.350 --> 24:33.950]  And right now I'm at two or three CBD dabs a day.
[24:33.950 --> 24:35.390]  And I space them throughout the day.
[24:35.390 --> 24:38.310]  And it depends if I'm not hurting that day, maybe I'll only take one.
[24:38.310 --> 24:41.870]  Maybe I'll take just a little itty bitty one.
[24:41.870 --> 24:46.230]  Maybe I'll just use some of the pain cream I've got left instead.
[24:46.230 --> 24:48.430]  But that's on purpose.
[24:48.430 --> 24:51.230]  I'm purposely going slow.
[24:51.230 --> 24:57.030]  Before then, or like when I was taking it as a milligram pills, it was 50 milligrams
[24:57.030 --> 24:58.030]  a day.
[24:58.030 --> 24:59.030]  Do you take that all at-
[24:59.030 --> 25:01.030]  25 in the morning, 25 at night.
[25:01.030 --> 25:02.030]  That was my next question.
[25:02.030 --> 25:03.030]  Okay.
[25:03.030 --> 25:04.030]  25.
[25:04.030 --> 25:06.870]  So 25 to keep you pain free at day, 25 to get you sleeping through the night comfortably.
[25:06.870 --> 25:11.270]  We'll just make it easy because I never kind of went wild with it.
[25:11.270 --> 25:14.070]  Because I like it half and half THC, CBD.
[25:14.070 --> 25:19.910]  And I didn't want to be eating 50 milligrams of THC before I went out and did my day.
[25:19.910 --> 25:25.430]  So I was keeping it to 25 and then adding more during the day if I needed to.
[25:25.430 --> 25:28.630]  But I can consume huge amounts of CBD when I'm hurting.
[25:28.630 --> 25:33.230]  I've got an issue with two of the vertebrae in my back.
[25:33.230 --> 25:36.750]  It doesn't happen often, but every now and then they twang off each other, kind of like
[25:36.750 --> 25:38.350]  a rubber band.
[25:38.350 --> 25:41.150]  And that feeling is pretty excruciating.
[25:41.230 --> 25:48.790]  And then the area around where those two twang will get inflamed and hurt for several days
[25:48.790 --> 25:52.030]  to a degree where I can't really bend or work.
[25:52.030 --> 25:57.230]  And if I feel it's twang and I eat a whole bunch of CBD, like 200, 300 milligrams right
[25:57.230 --> 26:00.870]  away, it won't inflame to the point where I'm down the next day.
[26:00.870 --> 26:01.870]  Yeah.
[26:01.870 --> 26:07.230]  I've heard a lot about if you get on it as soon as you feel it, like as soon as you feel
[26:07.230 --> 26:09.790]  it, get that CBD edible in you.
[26:09.790 --> 26:12.830]  And if you can take a dab because dab is...
[26:12.830 --> 26:14.150]  It's instant absorption.
[26:14.150 --> 26:15.150]  Yeah.
[26:15.150 --> 26:16.150]  A dab is instant effect.
[26:16.150 --> 26:21.110]  Well, not just dabbing, but any inhalation through the lungs that makes it to the bloodstream
[26:21.110 --> 26:22.110]  incredibly quickly.
[26:22.110 --> 26:24.350]  And you'll get relief in seconds.
[26:24.350 --> 26:25.350]  Yep.
[26:25.350 --> 26:26.350]  It's seconds.
[26:26.350 --> 26:31.990]  And if you eat it, you're looking at, I mean, half hour, hour, hour and a half, two hours
[26:31.990 --> 26:36.790]  before you've got full effect of what you've consumed.
[26:36.790 --> 26:41.750]  The effect of what you eat is going to be a little stronger, but that delayed, if you're
[26:41.750 --> 26:45.790]  taking it for pain, you can't wait two hours for your pain to kick in.
[26:45.790 --> 26:48.270]  Right.
[26:48.270 --> 26:52.630]  But CBD was never legal in all 50 states.
[26:52.630 --> 26:54.870]  I like how you looped that.
[26:54.870 --> 26:59.430]  You just called that back like a professional comedian.
[26:59.430 --> 27:03.230]  It was a loophole that everybody was operating under.
[27:03.670 --> 27:10.230]  It was so glaringly obvious a loophole that Chinese companies dove all over it.
[27:10.230 --> 27:14.470]  And obviously that was going to get shut down at some point.
[27:14.470 --> 27:17.190]  And that's not even what this was.
[27:17.190 --> 27:22.550]  This was just the DEA assigning it its own serial number for when they do seizures.
[27:22.550 --> 27:25.550]  They didn't even release a letter saying, we're going to go after the people selling
[27:25.550 --> 27:28.150]  this shit online.
[27:28.150 --> 27:32.870]  It's just a reminder that all parts of the cannabis plant are illegal.
[27:32.870 --> 27:37.790]  Most of our community is still not politically aware, let alone politically active.
[27:37.790 --> 27:38.790]  That's what we're here for.
[27:38.790 --> 27:42.630]  That's why I bring you on, Mike, because you can remind them and you can try to blow up
[27:42.630 --> 27:43.630]  the fucking...
[27:43.630 --> 27:48.990]  Huge segments of the population, not just the marijuana community, got this story wrong.
[27:48.990 --> 27:51.110]  I mean, freaked out about it.
[27:51.110 --> 27:57.550]  And they're tying it to every conspiracy theory there is against marijuana legalization.
[27:57.550 --> 28:02.150]  I read a whole, on a fairly reputable news site.
[28:02.430 --> 28:07.150]  It was an opinion piece that they chose to publish about because they use the marijuana
[28:07.150 --> 28:13.430]  with an H spelling in this, that it was, that was because Trump was elected and racism is
[28:13.430 --> 28:15.390]  now openly accepted.
[28:15.390 --> 28:20.310]  And that this was an indication that the DEA was going to round up the stoners and the
[28:20.310 --> 28:21.310]  Mexicans.
[28:21.310 --> 28:23.070]  And this was published in a...
[28:23.070 --> 28:27.710]  And I'm reading this like, oh Jesus, like we've come so far.
[28:27.710 --> 28:30.750]  We just had a huge night on election night.
[28:30.750 --> 28:33.750]  One on one big in so many places.
[28:33.750 --> 28:40.570]  And the first thing we do to celebrate is give ourselves a black eye and then another
[28:40.570 --> 28:43.750]  and another and another and another and another.
[28:43.750 --> 28:47.910]  I mean, we didn't need a fake news shit storm this week.
[28:47.910 --> 28:54.110]  There's enough real news that we should be focused on.
[28:54.110 --> 29:01.230]  And because so much of our community isn't aware of the legalities nationally for this
[29:01.230 --> 29:05.570]  plant we all love, this story's spread like wildfire.
[29:05.570 --> 29:10.310]  I've seen half a dozen businesses down here post it.
[29:10.310 --> 29:12.230]  And it's like, you're a marijuana store.
[29:12.230 --> 29:16.430]  You should have known this better than anyone.
[29:16.430 --> 29:21.430]  The businesses, the CBD businesses that were sending this shit through the mail, their
[29:21.430 --> 29:26.990]  lawyers should have made this perfectly clear to them that they're operating in a legal
[29:26.990 --> 29:32.150]  gray area through a loophole in a fucking farm bill.
[29:32.150 --> 29:36.070]  And that as far as the feds are concerned, all parts of the cannabis plant are illegal
[29:36.070 --> 29:38.950]  regardless of THC content.
[29:38.950 --> 29:45.030]  It can be just the root ball of a hemp plant that dried up or was harvested two years ago.
[29:45.030 --> 29:46.310]  And it's still illegal.
[29:46.310 --> 29:50.710]  You can still be charged with a federal crime for having it.
[29:50.710 --> 29:51.710]  That's scary.
[29:51.710 --> 29:52.710]  Yep.
[29:52.710 --> 29:54.870]  And that's just the reality of our situation.
[29:54.870 --> 29:58.310]  That's why I have so much respect for even the marijuana business owners.
[29:58.310 --> 30:04.030]  I really hate because they're standing up and risking a lot for us, for everybody.
[30:04.030 --> 30:07.870]  Shout out to everyone in the marijuana industry, working hard every day, getting it going.
[30:07.870 --> 30:08.870]  All right.
[30:08.870 --> 30:10.590]  So we've talked a lot about this DEA letter.
[30:10.590 --> 30:11.590]  It's been a long time.
[30:11.590 --> 30:13.990]  So I hope that clears that up and calms you down.
[30:13.990 --> 30:18.110]  Send your hate mail to Nemobunk15 on Twitter or at Pueblo for Sensible Cannabis Laws on
[30:18.110 --> 30:19.110]  Facebook.
[30:19.110 --> 30:22.710]  All the positive stuff can grow from your heart at hotmail.com.
[30:22.710 --> 30:23.710]  Yep.
[30:23.710 --> 30:24.710]  All right.
[30:24.710 --> 30:26.550]  So thanks for listening to the DEA part.
[30:26.550 --> 30:29.750]  We're going to move on to a little bit of updating stuff of things that we've talked
[30:29.750 --> 30:38.470]  about in the past because on our post-election episode, we mentioned that a...
[30:38.470 --> 30:42.750]  It was the little bit of bad news we had for Pueblo for our election night.
[30:42.750 --> 30:45.550]  It was a election question.
[30:45.550 --> 30:49.790]  Should we allow retail marijuana stores inside Pueblo city limits?
[30:49.790 --> 30:50.790]  What's it called on the ballot?
[30:50.790 --> 30:51.790]  What's that initiative?
[30:51.790 --> 30:52.790]  Is that an initiative?
[30:52.790 --> 30:53.790]  Is that what I voted on?
[30:53.790 --> 30:54.790]  What's the thing I voted on?
[30:54.790 --> 30:55.790]  Initiative, amendment.
[30:55.790 --> 30:56.790]  Initiative was the word I was looking at.
[30:56.790 --> 30:57.790]  I think I was trying to...
[30:57.790 --> 30:58.790]  I honestly don't remember which one this was.
[30:58.790 --> 30:59.790]  Whatever, but there was one that...
[30:59.790 --> 31:03.110]  The ballot question is how I tend to defer to it.
[31:03.110 --> 31:05.870]  We thought it did not pass.
[31:05.870 --> 31:13.190]  When we recorded our post-election show, it was failing by 150 or 200 votes.
[31:13.190 --> 31:17.270]  By the time they got all of the provisional ballots counted and all the ballots that were
[31:17.270 --> 31:23.470]  stuck together and whatnot counted, we won by five or 600 votes.
[31:23.470 --> 31:24.470]  Nice.
[31:24.470 --> 31:30.750]  So we will be able to have recreational cannabis stores within the city limits of Pueblo?
[31:30.750 --> 31:34.190]  December 27th, I believe, the city council...
[31:34.190 --> 31:36.710]  It's the Tuesday after Christmas.
[31:36.710 --> 31:43.310]  City council will be voting on the final rules and regs package for rec shops.
[31:43.310 --> 31:47.110]  I hope they're in a good mood after their Christmas break.
[31:47.110 --> 31:50.110]  I hope they all get what they wanted.
[31:50.110 --> 31:51.110]  I'm hoping so too.
[31:51.110 --> 31:56.350]  Unfortunately, I've been involved with this for a long time, so I know way more about
[31:56.350 --> 31:57.350]  it than I should.
[31:57.350 --> 31:59.990]  Even the people that are working on it right now, I probably know more about it than they
[31:59.990 --> 32:01.510]  do.
[32:01.510 --> 32:07.150]  The ordinance that they're about to vote and probably pass into law was written by
[32:07.150 --> 32:12.590]  a zoning commission that was very dead set against allowing marijuana businesses in the
[32:12.590 --> 32:13.590]  city at all.
[32:13.590 --> 32:22.910]  At a certain point, they discovered that with one or two zoning buffer rules, so 1,000 feet
[32:22.910 --> 32:28.110]  from schools and 300 feet from residences, that they could essentially limit the number
[32:28.230 --> 32:33.390]  of marijuana businesses in the city to about a dozen because that's all the property that's
[32:33.390 --> 32:34.390]  physically available.
[32:34.390 --> 32:35.390]  That makes sense.
[32:35.390 --> 32:36.390]  Yeah.
[32:36.390 --> 32:40.070]  If they include those two buffer zones.
[32:40.070 --> 32:44.370]  To make that even more restrictive, they've decided to limit the total number of stores
[32:44.370 --> 32:51.830]  in the city to eight, four north of the river, four south of the river.
[32:51.830 --> 32:57.350]  The city is preparing for a wave of applications and they've come up with a point system and
[32:57.590 --> 33:02.870]  a timeline for that application process to take place.
[33:02.870 --> 33:06.230]  Hopefully by the end of the year, we've got at least a couple of retail marijuana shops
[33:06.230 --> 33:07.230]  open in Pueblo.
[33:07.230 --> 33:08.230]  That'd be cool.
[33:08.230 --> 33:09.230]  Yeah.
[33:09.230 --> 33:15.870]  I wish the rules that we're about to pass are different or were different, are different,
[33:15.870 --> 33:18.750]  but that's very unlikely.
[33:18.750 --> 33:24.990]  I'm doing what I can to get some of the craziness taken out of them, but there's only so much
[33:24.990 --> 33:27.110]  change that they're willing to make right now.
[33:27.870 --> 33:28.870]  They're catching on.
[33:28.870 --> 33:29.870]  They're kind of slowly evolving.
[33:29.870 --> 33:30.870]  Slowly.
[33:30.870 --> 33:35.750]  This is a very different city council than the one we had a year or two years ago.
[33:35.750 --> 33:41.590]  I mean, this is a process that started four years ago.
[33:41.590 --> 33:46.230]  It's been four full years that the city has been working on this particular set of rules
[33:46.230 --> 33:48.030]  and regs.
[33:48.030 --> 33:49.470]  That's how long I've been working on it.
[33:49.470 --> 33:53.870]  Do you think since we had the first shop, do you think we could get just first in line?
[33:53.870 --> 33:56.870]  Be like, hey, can we be back?
[33:57.630 --> 33:58.630]  Come on.
[33:58.630 --> 33:59.630]  Just play that card.
[33:59.630 --> 34:00.630]  Be like, hey, we was here.
[34:00.630 --> 34:04.630]  Most of that part of the city is blacked out due to schools because the thousand foot from
[34:04.630 --> 34:10.710]  schools rule isn't just classrooms where there are students.
[34:10.710 --> 34:17.390]  If the college owns an empty apartment on whatever street, then there's a thousand foot
[34:17.390 --> 34:20.430]  buffer around that empty apartment.
[34:20.430 --> 34:22.870]  Around that empty apartment's property line.
[34:22.870 --> 34:23.870]  Yeah.
[34:23.870 --> 34:26.510]  Does the library and such count?
[34:27.070 --> 34:33.630]  Not for this rule package, but that tends not to matter.
[34:33.630 --> 34:40.630]  There were several other buffer zones listed around our medical shops, which is why they've
[34:40.630 --> 34:48.150]  been allowed with no store cap for four or five years and we only have three.
[34:48.150 --> 34:52.110]  With zoning rules, you can really limit the allowed businesses in an area.
[34:52.110 --> 34:59.590]  This is why if your area passed legalization recently, you really need to brush up on local
[34:59.590 --> 35:03.910]  politics and get down to planning and zoning and city council or county commission meetings
[35:03.910 --> 35:11.110]  now because these rules are being decided for your area right now.
[35:11.110 --> 35:16.870]  If you're not involved, people who do give a shit enough to show up, it's their voice
[35:16.870 --> 35:18.670]  that helps craft these rules.
[35:18.670 --> 35:22.790]  If it's two people that really hate weed for one reason or another and one person that
[35:22.790 --> 35:27.790]  loves weed but is really inarticulate, expect ugly rules.
[35:27.790 --> 35:28.790]  Yeah.
[35:28.790 --> 35:31.950]  If you know how to grow and you were all about talking with city council, go down there,
[35:31.950 --> 35:35.790]  represent them, tell them why their guidelines aren't going to work for a typical grow.
[35:35.790 --> 35:38.190]  I was thinking about it.
[35:38.190 --> 35:45.390]  I cannot recall buying cannabis in a Pueblo dispensary since the legalization of recreational
[35:45.390 --> 35:46.390]  cannabis.
[35:46.390 --> 35:49.150]  That's the last time I can remember shopping in a Pueblo dispensary.
[35:49.150 --> 35:52.430]  I rarely shop in a store.
[35:52.430 --> 35:58.230]  I make sure to get out to the stores as often as possible just to see what everybody's doing.
[35:58.230 --> 36:02.870]  But as far as supply goes, I'm not a lot different than you, buddy.
[36:02.870 --> 36:03.870]  Yeah.
[36:03.870 --> 36:05.070]  Well, I know your caregiver and he does a good job.
[36:05.070 --> 36:06.550]  This Cascade Shatter is tasty.
[36:06.550 --> 36:07.550]  He does.
[36:07.550 --> 36:08.550]  He does a really nice job.
[36:08.550 --> 36:09.550]  That cough was brought to you by Iry Genetics.
[36:09.550 --> 36:10.550]  Yes.
[36:10.550 --> 36:11.550]  Yes.
[36:11.550 --> 36:12.550]  And also our good friends at Elevate Glass.
[36:13.550 --> 36:16.990]  So that was the good Pueblo news that we screwed up on election night.
[36:16.990 --> 36:18.590]  That was our big blooper from that show.
[36:18.590 --> 36:19.590]  Yes.
[36:19.590 --> 36:20.750]  The next thing I've got written down, you can see it.
[36:20.750 --> 36:21.750]  It says Maine.
[36:21.750 --> 36:22.750]  If you want to tell us about Maine, go for it, buddy.
[36:22.750 --> 36:27.430]  So Maine voted to legalize recreational marijuana.
[36:27.430 --> 36:32.790]  The vote passed by a very, very, very, very slim margin.
[36:32.790 --> 36:35.790]  Statewide it was like 1,500, 1,200 votes or something.
[36:35.790 --> 36:37.910]  It was very, very close.
[36:37.910 --> 36:44.190]  So the anti-pop people forced a recount costing the state half a million bucks.
[36:44.190 --> 36:46.070]  That recount is underway now.
[36:46.070 --> 36:50.030]  It's paused for the weekend.
[36:50.030 --> 36:56.630]  They've counted all of the cities in county areas that the anti-pop people were sure were
[36:56.630 --> 37:01.870]  going to give them the numbers to reverse the vote.
[37:01.870 --> 37:04.910]  And the outcome hasn't changed.
[37:04.910 --> 37:06.710]  Legalization is still winning.
[37:06.710 --> 37:11.310]  And the really funny part of the story to me is, so in Maine, the election rules, if
[37:11.310 --> 37:17.070]  you push for a recount and you get it, the pro side and the anti side for whatever issue
[37:17.070 --> 37:24.390]  is getting recounted have to send 10 volunteers every day to the recount office.
[37:24.390 --> 37:29.390]  It still costs the state half a million dollars to do this, even with using volunteers from
[37:29.390 --> 37:30.950]  the campaigns.
[37:30.950 --> 37:37.630]  And the anti-pop people in Maine can't get 10 people to show up every day.
[37:37.630 --> 37:42.270]  And so the recount's taken a lot longer than it should have.
[37:42.270 --> 37:48.630]  Election staffers have had to stand in and cover for anti-legalization volunteers that
[37:48.630 --> 37:52.630]  weren't able to make it on time or were late.
[37:52.630 --> 37:56.310]  Several days, or a couple days in a row when this first started, and it just happened again
[37:56.310 --> 37:59.590]  here at the end of the week, they didn't have enough people to show.
[37:59.590 --> 38:06.510]  Luckily, the pro-pop people have had extra volunteers willing to work and have been willing
[38:06.510 --> 38:12.630]  to work some longer hours to make sure that this gets recounted correctly and accurately
[38:12.630 --> 38:17.110]  so that the recount is still on track to finish up when it's supposed to.
[38:17.110 --> 38:22.710]  But the anti-pop people were so convinced that they had this in the bag, so convinced
[38:22.710 --> 38:28.110]  that they had the majority of people, that they forced the recount and a half million
[38:28.110 --> 38:29.110]  in taxes to be spent.
[38:29.110 --> 38:30.110]  They can't even get 10 volunteers.
[38:30.110 --> 38:31.110]  That's funny.
[38:31.110 --> 38:32.110]  Like, come on now.
[38:32.110 --> 38:37.750]  How many things are still being recounted nationwide?
[38:37.750 --> 38:38.750]  Total election-wide?
[38:38.750 --> 38:42.510]  There's a bunch, but it's all little stuff.
[38:42.510 --> 38:43.910]  It's statewide issues.
[38:43.910 --> 38:47.150]  Well, there aren't that many that are still counting.
[38:47.150 --> 38:48.470]  For full weeks, right?
[38:48.470 --> 38:50.110]  Since the election.
[38:50.110 --> 38:53.390]  Recounting is a huge process because it's done by hand.
[38:53.390 --> 38:59.870]  And basically, so in Maine, the 10 people from each side pair up and then they're given
[38:59.870 --> 39:02.830]  an election person.
[39:02.830 --> 39:09.550]  And then those three people go sit at a table and you look at the ballot and both the pro
[39:09.550 --> 39:12.990]  and the anti-people agree that that's a yes vote.
[39:12.990 --> 39:17.030]  And the third guy from the election commission is there to make sure that the two, the anti
[39:17.030 --> 39:18.550]  and the pro people don't fight.
[39:18.550 --> 39:19.550]  Or lie.
[39:19.550 --> 39:22.910]  And that they play nice and follow the rules.
[39:23.910 --> 39:26.710]  I mean, it takes an insane amount of time.
[39:26.710 --> 39:29.470]  On election night, they're just funneling these fuckers through a machine.
[39:29.470 --> 39:32.390]  And you can do thousands a minute or thousands a second.
[39:32.390 --> 39:35.710]  Unless you're Pueblo and then you crash your fucking shitty server.
[39:35.710 --> 39:40.070]  Oh, Pueblo.
[39:40.070 --> 39:44.950]  But the recount is an incredibly taxing process, but there aren't that many that are still
[39:44.950 --> 39:45.950]  going.
[39:45.950 --> 39:50.670]  Typically by now, one side has gone, okay, the vote clearly hasn't changed.
[39:50.670 --> 39:57.710]  We're down to just the tiny towns or the areas that voted strongly one way or the other.
[39:57.710 --> 39:59.390]  It's not going to matter.
[39:59.390 --> 40:00.390]  Let's let it go.
[40:00.390 --> 40:03.430]  And they've conceded at this point.
[40:03.430 --> 40:07.110]  The anti-pot thing or the anti-pot group in Maine is one of the few holdouts that are
[40:07.110 --> 40:08.790]  still fighting.
[40:08.790 --> 40:11.070]  They don't have a chance.
[40:11.070 --> 40:16.030]  So what this means, if you happen to listen to the podcast and you live in Maine, way.
[40:16.030 --> 40:17.550]  First shout out for listening.
[40:17.550 --> 40:18.950]  We appreciate it.
[40:19.230 --> 40:23.950]  Second, get involved locally because in a couple of weeks, when all this is said and
[40:23.950 --> 40:30.470]  done and it's official and marijuana is legal, at best, you're going to be talking to local
[40:30.470 --> 40:35.110]  government officials who will be saying over and over and over again, well, the vote was
[40:35.110 --> 40:36.670]  really close.
[40:36.670 --> 40:39.950]  So we hear what both sides are saying.
[40:39.950 --> 40:43.990]  We're going to give the anti-pot people nine out of the 10 things they want.
[40:43.990 --> 40:47.430]  And we're going to give the pro-marijuana people one out of the 10 things they want
[40:47.670 --> 40:49.350]  because it was a close vote.
[40:49.350 --> 40:52.830]  And if you don't get on top of it now and figure out exactly how these rules get made
[40:52.830 --> 40:59.230]  in your area, you're going to be driving a really long distance to the only dispensary
[40:59.230 --> 41:00.230]  in your area.
[41:00.230 --> 41:03.350]  And it's going to be crazy expensive to buy weed there.
[41:03.350 --> 41:06.190]  Well, if it's Maine, it won't be that far.
[41:06.190 --> 41:07.590]  It's still cold.
[41:07.590 --> 41:14.110]  I honestly have no idea exactly how big that state is, but I don't want to drive 45 minutes
[41:14.110 --> 41:15.110]  to the weed store.
[41:15.110 --> 41:16.110]  No.
[41:16.110 --> 41:17.470]  I don't want to drive 20 minutes to the weed store.
[41:17.470 --> 41:20.630]  Because that means then you got to drive 45 minutes home before you can smoke that new
