[00:15.680 --> 00:18.200]  Welcome back cannabis community.
[17:23.880 --> 17:27.040]  Whatever I eliminate will make room for better podcasts.
[17:27.040 --> 17:28.320]  That's one of the things I'd like to do.
[17:28.600 --> 17:32.640]  Clear my plate to get more time to do more podcasts, but I've got to figure out
[17:32.640 --> 17:33.680]  another Thursday plan.
[17:34.440 --> 17:36.080]  I may just put out random episodes.
[17:36.080 --> 17:39.680]  I may just talk about random shit that doesn't qualify for a Monday episode.
[17:39.680 --> 17:43.040]  I'm not sure what I'm going to do yet, but Thursday, if an episode doesn't pop
[17:43.040 --> 17:44.280]  out, don't panic.
[17:44.400 --> 17:45.520]  It's because we're all caught up.
[17:45.720 --> 17:50.320]  I'll let a few episodes go, maybe put another hundred or another 50 episodes out
[17:50.320 --> 17:53.640]  into the feed and then start doing the throwback Thursday episodes again.
[17:54.880 --> 17:55.440]  I'm not sure.
[17:56.240 --> 17:59.040]  I'm not going to set anything in stone, but I promise you the Monday
[17:59.040 --> 18:00.000]  episodes will keep going.
[18:00.040 --> 18:03.160]  Also, if you're looking for old episodes, they are on YouTube.
[18:03.200 --> 18:06.200]  The first hundred and 50 are on YouTube and I am putting out more
[18:06.200 --> 18:07.680]  episodes as time goes by.
[18:08.040 --> 18:09.680]  Like I said, I'm slightly overwhelmed.
[18:10.160 --> 18:13.320]  Uh, if I do eliminate some things, I will make time for more
[18:13.320 --> 18:15.240]  podcasting and more YouTube videos.
[18:15.840 --> 18:16.160]  All right.
[18:16.160 --> 18:19.720]  So we covered Thursday when an episode doesn't come out Thursday, please don't
[18:19.720 --> 18:21.720]  panic, please don't blow up my inbox.
[18:22.280 --> 18:25.600]  I appreciate the support, but we're going to start skipping Thursdays for a minute.
[18:25.920 --> 18:28.360]  I'm not going to promise what's going to happen, but we may skip a Thursday.
[18:28.440 --> 18:29.920]  So don't freak out if that happens.
[18:30.520 --> 18:32.080]  All right, let's move forward.
[18:32.080 --> 18:33.280]  I have got an email.
[18:33.600 --> 18:35.680]  This one says hi, Ross to Jeff.
[18:35.720 --> 18:38.760]  Thank you so much for being the incredible human being that you are.
[18:38.760 --> 18:44.680]  Feel free to read any or all of this on the air, including my name and the PS is
[18:44.680 --> 18:45.520]  what we're going to do that.
[18:45.520 --> 18:46.560]  It goes just like this.
[18:46.880 --> 18:50.280]  I appreciate all of your amazing energy, detailed cultivation, knowledge,
[18:50.320 --> 18:53.680]  industry updates, life wisdom, and all of the goodness you share on
[18:53.680 --> 18:54.960]  the grow from your heart podcast.
[18:55.240 --> 18:55.680]  Holy shit.
[18:55.680 --> 18:56.280]  That's huge, dude.
[18:56.280 --> 18:56.680]  Thank you.
[18:56.680 --> 18:57.520]  Amazing energy.
[18:57.520 --> 18:58.040]  Thanks a lot.
[18:58.360 --> 19:00.400]  I try to be in a positive, good mood when I record.
[19:00.680 --> 19:02.960]  I'm glad you noticed detailed cultivation knowledge.
[19:03.400 --> 19:06.120]  Like I said before, sometimes a little too detailed, I feel like, but I'm
[19:06.120 --> 19:07.680]  glad that it's working for you.
[19:07.720 --> 19:08.720]  Industry updates.
[19:09.120 --> 19:10.680]  I try to stay on top of the industry.
[19:10.720 --> 19:11.200]  It's hard.
[19:11.240 --> 19:12.600]  There's so much going on.
[19:12.880 --> 19:13.800]  Uh, life wisdom.
[19:14.240 --> 19:15.040]  I'm just old, bro.
[19:16.120 --> 19:18.760]  Uh, and then he also says in all of the goodness you share on the
[19:18.760 --> 19:19.600]  growth from your heart podcast.
[19:19.600 --> 19:20.120]  Hey, you're welcome.
[19:20.160 --> 19:20.600]  Thank you.
[19:20.800 --> 19:23.320]  It's a paragraphs like that make it all worth it.
[19:23.720 --> 19:27.320]  He also goes on to say, I'm thrilled to support you on Patrion with a $4 and 20
[19:27.520 --> 19:28.840]  contribution per month.
[19:29.320 --> 19:30.400]  Uh, let me mention Patreon.
[19:30.400 --> 19:32.520]  You guys, Patreon is a website.
[19:32.880 --> 19:36.440]  If you feel like you want to contribute to a podcast financially,
[19:36.520 --> 19:38.400]  Patreon is the way to do so.
[19:38.760 --> 19:41.320]  Go to patreon.com slash grow from your heart.
[19:41.640 --> 19:45.040]  All of the information that you need to sign up for Patreon will be right there.
[19:45.280 --> 19:48.720]  You will be contributing financially to the podcast, which will help me keep my
[19:48.720 --> 19:51.840]  website alive, which is where I host the podcast for free.
[19:52.200 --> 19:54.200]  It also helps me get these microphone covers.
[19:54.520 --> 19:57.160]  I'm going to need a new Mac book pro here pretty soon.
[19:57.360 --> 20:00.000]  Things like that come from Patreon contributions.
[20:00.160 --> 20:03.280]  So if you would like to contribute patreon.com slash grow from your
[20:03.280 --> 20:04.280]  heart is the way to do it.
[20:04.600 --> 20:07.920]  Uh, the email I'm reading right now, I don't know if he wants me to say his name.
[20:08.440 --> 20:12.040]  Um, it doesn't say if I can say his name, but our friend, uh, just
[20:12.040 --> 20:14.760]  contributed $4 and 20 cents per month.
[20:14.760 --> 20:15.480]  So I appreciate that.
[20:15.480 --> 20:16.880]  Thank you for the huge contribution.
[20:17.680 --> 20:21.720]  Then he goes on to say, I really appreciate how you cover so much grow knowledge.
[20:21.760 --> 20:23.440]  I love your theory on airy buds.
[20:23.440 --> 20:24.600]  That was a recent episode I did.
[20:24.800 --> 20:25.200]  Thank you.
[20:25.200 --> 20:26.320]  I'm glad you agree with that.
[20:26.880 --> 20:30.800]  Uh, and I also dive into legalities, politics and how people are affected and
[20:30.800 --> 20:32.320]  more special thanks.
[20:32.720 --> 20:34.320]  Oh, he said that he loves how I do that.
[20:34.320 --> 20:38.520]  I dive into legalities, politics, how people are affected and much more special
[20:38.520 --> 20:42.240]  thanks to Cheryl and Jeremy at love for the plant for sharing their experiences
[20:42.240 --> 20:44.880]  with discrimination and for teaching us about their grow.
[20:45.160 --> 20:49.520]  It meant a lot to me and my heart goes out to them and the many people globally
[20:49.600 --> 20:50.920]  dealing with discrimination.
[20:51.160 --> 20:51.920]  Thanks guys.
[20:52.040 --> 20:55.800]  So that was a big thank you to Cheryl and Jeremy, uh, for sharing their story.
[20:55.800 --> 20:57.840]  They did share some personal stories on the podcast.
[20:57.840 --> 21:00.880]  If you didn't listen to that one, go check out the podcast titled titled
[21:00.960 --> 21:03.760]  love for the plant, and you'll know what our friend here is talking about.
[21:04.640 --> 21:05.520]  So the email goes on.
[21:05.520 --> 21:09.160]  It says, I have a super important question slash topic that I am not sure
[21:09.160 --> 21:12.840]  you have covered recently, which is cultivation software, seed to sale,
[21:12.840 --> 21:15.920]  tracking apps, other grow apps, and et cetera.
[21:15.960 --> 21:17.680]  He said, I'm super proud to share that.
[21:17.680 --> 21:21.560]  I've joined the industry as an interface designer with flourish software, making
[21:21.560 --> 21:24.760]  the shift from other industries to the cannabis movement has made me very happy.
[21:24.760 --> 21:28.200]  Loving what you do and being passionate about the movement you're doing it for
[21:28.200 --> 21:31.720]  is an incredible combination, perhaps one of the best in life.
[21:31.760 --> 21:32.800]  Yes, absolutely.
[21:33.160 --> 21:34.040]  I know that feeling.
[21:34.040 --> 21:36.840]  And I get to see people enter the cannabis industry.
[21:37.360 --> 21:38.440]  I'm I'm spoiled.
[21:38.440 --> 21:38.960]  I've been here.
[21:38.960 --> 21:41.760]  I watched it develop and I've been into it since the beginning.
[21:41.760 --> 21:43.120]  I was doing it before I should have.
[21:43.120 --> 21:43.920]  So I'm spoiled.
[21:44.240 --> 21:47.120]  I get to see a lot of my trim crew, a lot of my crew that works with me.
[21:47.520 --> 21:50.480]  Uh, there are two dudes from Texas and sometimes the look on their
[21:50.480 --> 21:52.680]  faces is just like, Holy shit.
[21:53.040 --> 21:56.360]  And I forget that I forget that feeling of being new.
[21:56.720 --> 21:59.960]  And so it's great seeing people move from Texas where they were oppressed
[22:00.200 --> 22:05.040]  and afraid to come here, to get to walk into a room filled with 300 plants
[22:05.040 --> 22:08.120]  that are six feet tall and just filled with buds, that smile on their face.
[22:08.360 --> 22:11.160]  It's fucking amazing every time to me still.
[22:11.160 --> 22:14.880]  So I know the feeling that you're getting being in the industry that you love and
[22:14.880 --> 22:18.240]  doing what you love to do and being passionate about your work, it does put
[22:18.240 --> 22:21.560]  something different into your day when you actually care about what you're doing.
[22:21.560 --> 22:24.760]  If I didn't care about my job, everything would be totally different in my life.
[22:24.760 --> 22:27.400]  I wouldn't give a shit to take care of myself because I wouldn't need
[22:27.400 --> 22:29.080]  to be healthy to do a good job.
[22:29.080 --> 22:31.000]  I wouldn't rest well because I wouldn't need to be sharp
[22:31.000 --> 22:32.440]  with my mind to do a good job.
[22:32.800 --> 22:35.240]  If I didn't have this career path, I don't know what I would have done.
[22:35.240 --> 22:39.640]  I would have been a musician and I'd probably be a, and not such good mental
[22:39.640 --> 22:42.600]  or physical health if I were still on the road with the band, all right.
[22:43.440 --> 22:44.280]  Let's keep going.
[22:44.280 --> 22:48.160]  He says, uh, as I've come on board with flourish, there are tons of apps
[22:48.160 --> 22:51.120]  popping up in the landscape of options is evolving quickly.
[22:51.400 --> 22:52.200]  I am curious.
[22:52.200 --> 22:55.000]  What cultivation software do you use at the commercial grow?
[22:55.000 --> 22:55.480]  You run.
[22:56.360 --> 22:59.000]  The next question is, have you heard great things about any
[22:59.000 --> 23:00.440]  other gross software out there?
[23:00.640 --> 23:04.960]  Then the third question is, is any of the cultivation software you've used, uh, or
[23:04.960 --> 23:08.360]  heard about missing features that would make it amazing, and then also ask for
[23:08.360 --> 23:12.080]  any software to avoid or anything else you can think of related to cultivation
[23:12.080 --> 23:17.000]  software, well, uh, in Colorado, we are required to use the marijuana enforcement
[23:17.000 --> 23:20.200]  divisions tracking system known as metric it's M E T R C.
[23:20.240 --> 23:22.080]  I don't remember exactly what that stands for.
[23:22.320 --> 23:24.640]  It's a marijuana enforcement tracking.
[23:25.280 --> 23:30.280]  Uh, R C I don't know what the R tracking and something that I don't, but
[23:30.280 --> 23:34.040]  anyway, metric M E T R C it's everybody is required to use metric.
[23:34.080 --> 23:35.480]  Every plant is put into metric.
[23:35.480 --> 23:39.040]  When you look at a facility on Instagram, if you look at the pictures, you see
[23:39.040 --> 23:42.160]  those yellow or blue tags, those are metric tags.
[23:42.160 --> 23:44.480]  Yellow are for medical marijuana facilities.
[23:44.480 --> 23:47.120]  Blue are for recreational cannabis facilities.
[23:47.680 --> 23:50.080]  Um, all of those are called metric tags.
[23:50.080 --> 23:53.080]  Each of those plants is in a program called metric.
[23:53.080 --> 23:54.840]  They all get an RFID number.
[23:55.360 --> 24:00.280]  So the minute I cut a clone, I write down the mother plant RFID number.
[24:00.280 --> 24:05.080]  So if that, if my mother plant is, I'm just going to say no plant number 5,000.
[24:05.360 --> 24:07.040]  I write down plant number 5,000.
[24:07.040 --> 24:13.280]  I cut 50 clones of Durban poison plant number 5,000 on February 10th into this
[24:13.280 --> 24:17.400]  dome, those get entered into metric as new clones that came from a mother plant.
[24:18.040 --> 24:24.160]  When they get potted into soil, they get moved from clone to vegetative plant.
[24:24.160 --> 24:28.200]  They are now a veg plant and they get a tag and now they are RFID tagged.
[24:28.240 --> 24:29.280]  They get their own number.
[24:29.600 --> 24:33.440]  So now those plants have a mother plant number that they came from and a date in
[24:33.440 --> 24:35.560]  which they were created and a batch number.
[24:35.920 --> 24:40.480]  Then they move into a small plant with its own individual tag.
[24:41.480 --> 24:44.160]  That tag will stay with that plant until it's harvested.
[24:44.640 --> 24:49.360]  So when I move it to flower, I have to go to that plant and find that plant and
[24:49.360 --> 24:53.360]  actually tag it in the computer that has been moved into the flowering stage and
[24:53.360 --> 24:55.760]  mark which flowering room I have moved it to.
[24:56.800 --> 25:00.920]  If I kill that plant before it's harvested, I have to take that plant tag.
[25:00.960 --> 25:01.880]  I don't do this honestly.
[25:01.880 --> 25:03.720]  White Mike does this at the facility.
[25:03.720 --> 25:05.360]  This is just the metric part of it.
[25:05.640 --> 25:09.280]  If I kill that tag, I take that tag to Mike and Mike enters it in the computer
[25:09.280 --> 25:13.520]  as a dead plant and has to give us full sentence reason as to why it got killed.
[25:13.840 --> 25:17.960]  He can't just type in dead or ugly or died or male.
[25:18.120 --> 25:20.120]  He's got to type in like several words.
[25:20.120 --> 25:23.200]  They ask for more words to explain why that plant is gone.
[25:23.200 --> 25:25.760]  So everybody is using metric, everybody in Colorado.
[25:26.120 --> 25:29.280]  I know there are other states using metric because I see their
[25:29.280 --> 25:30.880]  customer support on the website.
[25:30.920 --> 25:33.840]  Honestly, I haven't paid attention because I haven't needed to, but I
[25:33.840 --> 25:35.560]  know other states are using metric.
[25:36.080 --> 25:38.800]  Um, mainly what other software do we use?
[25:38.960 --> 25:39.760]  Google docs.
[25:39.760 --> 25:41.280]  We use a lot of Google docs.
[25:41.560 --> 25:45.880]  I say Google docs really funny when I'm stoned, but Google has a
[25:45.880 --> 25:48.360]  docs program that is very reliable.
[25:48.960 --> 25:51.760]  Uh, not to diss your software, but Google docs does almost
[25:51.760 --> 25:53.120]  between metric and Google docs.
[25:53.120 --> 25:56.400]  We can do almost everything we need done and they're reliable.
[25:56.400 --> 25:59.160]  Google docs, but it's just going to fucking keep saying it.
[25:59.440 --> 25:59.880]  I like that.
[25:59.880 --> 26:01.360]  I can update a document right now.
[26:01.360 --> 26:05.360]  And in real time, Mike's at his house bouncing Davey on his knee,
[26:05.480 --> 26:07.920]  watching fucking cartoons.
[26:08.080 --> 26:10.680]  And he can look at his computer and live real time.
[26:10.680 --> 26:14.160]  Watch me update a Google document so we can update inventory sheets.
[26:14.360 --> 26:17.480]  And I can share those with all of my management, uh, with whoever.
[26:17.840 --> 26:19.040]  And it that's really nice.
[26:19.040 --> 26:22.840]  So Google docs and metric are mainly what we use in the commercial facility.
[26:22.840 --> 26:26.720]  We also use another app called base camp, which is just a communications app.
[26:27.240 --> 26:28.960]  Uh, it's basically like a forum.
[26:28.960 --> 26:29.600]  That's private.
[26:29.640 --> 26:32.400]  Only members of my facility are allowed to see it.
[26:32.400 --> 26:35.160]  And then I'm in other groups to where there's a management group, a
[26:35.160 --> 26:37.160]  cultivation group and an HR group.
[26:37.160 --> 26:40.400]  And then another group that's like a private group that only a few of us are
[26:40.440 --> 26:42.480]  in for like secret conversations.
[26:42.480 --> 26:45.200]  So that if we have to have an email conversation that we don't need other
[26:45.200 --> 26:47.880]  people in only the people that are checked off in that group and see it.
[26:48.560 --> 26:52.080]  But so base camp metric and Google docs are mainly what we use.
[26:53.120 --> 26:58.480]  The only other software that I've really played with was old stuff, uh, like MMJ
[26:58.480 --> 26:59.640]  menu and things like that.
[27:00.040 --> 27:03.920]  And they, uh, didn't have enough plant movement stuff and enough plant
[27:03.920 --> 27:05.520]  data stuff that would have been nice.
[27:05.840 --> 27:09.600]  Another thing that I have played with was the smart B controller setup.
[27:09.840 --> 27:11.680]  It does not give me any plant data.
[27:12.080 --> 27:16.920]  It is only room data, but they have a light temperature and humidity sensor.
[27:17.320 --> 27:21.760]  That gives me a lot of data that helps me adjust my rooms a lot.
[27:21.760 --> 27:26.440]  They tell me second by second real time information, uh, the humidity, the
[27:26.440 --> 27:28.280]  temperature, how much light is in there.
[27:28.520 --> 27:31.480]  There are sensors that tell me how wet or dry my medium is.
[27:31.720 --> 27:33.560]  I really like the smart B setups.
[27:33.560 --> 27:40.880]  Unfortunately, uh, they had some operating errors in my facility and I sent them back.
[27:41.000 --> 27:42.760]  I wasn't, I'm not dissing this company.
[27:42.760 --> 27:46.200]  It did not work for me and my facility and what we were trying to do.
[27:47.240 --> 27:47.920]  It's cool shit.
[27:48.120 --> 27:49.800]  It just didn't work for what we were trying to do.
[27:50.480 --> 27:54.000]  If you're going to use your smart B system for a home grow or a medium
[27:54.000 --> 27:55.680]  size grow, there should be no problem.
[27:55.880 --> 27:58.920]  My grow is too large and the devices could not connect.
[27:59.480 --> 28:03.680]  I have nothing against smart B controllers, just not the units for my facility.
[28:03.680 --> 28:08.080]  So, um, have I heard any great things about any other software out there?
[28:08.080 --> 28:10.960]  Honestly, I don't pay attention enough to grow software.
[28:10.960 --> 28:16.000]  I pay more attention to genetics, nutrients, lighting, HVAC.
[28:16.440 --> 28:20.040]  Uh, I guess I've kind of, yeah, I should pay more attention to that.
[28:20.040 --> 28:23.480]  It's not, I'm a pen and paper kind of a grower and I know that seems weird,
[28:23.480 --> 28:26.400]  but I like writing pencil to paper.
[28:26.400 --> 28:27.040]  It just feels good.
[28:27.080 --> 28:29.040]  I've got a dry erase board that's filled with notes.
[28:29.040 --> 28:30.680]  I've got a pocket full of notes all the time.
[28:30.960 --> 28:32.520]  I like the pen to paper kind of thing.
[28:32.520 --> 28:36.240]  I feel like I remember stuff in my brain absorbs it more and remembers
[28:36.240 --> 28:39.720]  it more if I write something down, it does something to my storage.
[28:40.240 --> 28:42.800]  For my brain a little bit better when I put the pen to paper.
[28:43.360 --> 28:46.320]  So I may not be the guy to talk about grow software, honestly,
[28:46.560 --> 28:48.160]  uh, between metric and Google docs.
[28:48.160 --> 28:51.160]  I think I've got everything covered, but you asked me some questions.
[28:51.200 --> 28:55.360]  Uh, is there anything that I've used or heard missing man metrics sucks
[28:55.400 --> 29:00.520]  because it is used by every facility and dispensary in Colorado.
[29:00.520 --> 29:03.640]  If you've got to grow, if you've got a processing plant, if you make
[29:03.640 --> 29:08.000]  edibles, if you make extractions, uh, if you have a dispensary, if you
[29:08.000 --> 29:12.480]  have a delivery company, if you're doing anything in Colorado with a marijuana
[29:12.480 --> 29:18.160]  enforcement division regulated facility, you have to be on metric and it will
[29:18.160 --> 29:21.440]  freeze and you get that spinning wheel of fuck you metric death.
[29:21.480 --> 29:22.800]  It just turns and turns and turns.
[29:22.800 --> 29:26.240]  I've walked into the office and literally found Mike smacking his
[29:26.240 --> 29:27.320]  head into the computer screen.
[29:27.320 --> 29:28.200]  And I go, what are you doing, buddy?
[29:28.200 --> 29:30.400]  And he was just watching metric fucking spin.
[29:30.760 --> 29:32.800]  And then I walked downstairs and my phone will ring and it'll be
[29:32.800 --> 29:33.920]  Jenny and she'll be at work.
[29:33.920 --> 29:35.880]  She's a, she works at a dispensary also.
[29:36.400 --> 29:38.800]  Uh, and I don't know her exact title and I don't want to get it wrong.
[29:38.800 --> 29:39.440]  Or I would tell you what she does.
[29:39.440 --> 29:42.840]  She's like a manager and a whole bunch of other things at a dispensary.
[29:43.280 --> 29:45.640]  And I'll call her and I'll be like, what you doing?
[29:45.640 --> 29:48.760]  And she'll be like, I'm watching this fucking wheel on metric, just spin around.
[29:49.160 --> 29:51.440]  And as the cultivation guy, I don't have to mess with that a lot.
[29:51.440 --> 29:52.120]  I am blessed.
[29:52.720 --> 29:56.920]  Um, something I have heard that is missing is shit that works.
[29:56.960 --> 29:58.720]  Metric seems to take for fucking ever.
[29:58.960 --> 30:02.960]  So if you're going to design something and make it nationally used, make it to
[30:02.960 --> 30:06.760]  where it works when a lot of people get on it, because right now you can look on
[30:06.760 --> 30:10.200]  Facebook sometimes during the middle of the day and you can see everybody in
[30:10.200 --> 30:14.600]  Colorado bitching about metric being frozen and when metric freezes, it slows
[30:14.600 --> 30:16.800]  down business and production for everybody.
[30:16.800 --> 30:18.200]  And it actually costs us money.
[30:18.360 --> 30:21.880]  I've had delivery drivers sitting in the lobby of my facility for an hour.
[30:22.120 --> 30:23.320]  Waiting for metric to load.
[30:23.440 --> 30:26.240]  So I can simply print the manifest that they need.
[30:26.680 --> 30:30.480]  I know that sounds stupid, but you can't leave the facility with 50 pounds of
[30:30.480 --> 30:32.200]  product without the proper paperwork.
[30:32.200 --> 30:33.200]  I need a signed copy.
[30:33.200 --> 30:34.200]  You need a signed copy.
[30:34.480 --> 30:35.840]  And you'll say, why didn't you print it before?
[30:36.400 --> 30:39.120]  We don't print it before because sometimes these guys show up in a different car
[30:39.120 --> 30:42.640]  than last time, and it has to have their license plate number, their ID number,
[30:42.640 --> 30:43.840]  and sometimes shit changes.
[30:44.040 --> 30:46.400]  And it's easier just to print it when they get there, because if you print it
[30:46.400 --> 30:49.360]  before I guarantee you something has changed.
[30:49.720 --> 30:49.920]  All right.
[30:50.240 --> 30:51.680]  So make stuff that works.
[30:51.680 --> 30:52.800]  That's my recommendation.
[30:53.120 --> 30:54.680]  Uh, any software to avoid?
[30:54.880 --> 30:59.280]  Like I was saying, I haven't used enough to give you any idea on that.
[31:00.000 --> 31:01.320]  Then I like your last question.
[31:01.320 --> 31:04.280]  Anything else you can think of related to cultivation software?
[31:05.200 --> 31:06.800]  Here's something that I don't know if you're going to do this.
[31:06.800 --> 31:07.920]  I haven't looked at your website.
[31:07.920 --> 31:09.640]  I don't know what your designs are.
[31:10.280 --> 31:12.160]  Don't make it look like a cheesy video game.
[31:12.400 --> 31:12.680]  Yes.
[31:12.680 --> 31:13.560]  We are growing cannabis.
[31:13.560 --> 31:15.080]  Don't put any hippie theme shit in there.
[31:15.120 --> 31:16.840]  Don't put Rasta themed shit in there.
[31:17.040 --> 31:19.280]  No red, yellow, and green, no rainbows, no tie dye.
[31:19.320 --> 31:20.520]  Make it a computer program.
[31:20.600 --> 31:21.800]  Make it pleasing to the eye.
[31:21.800 --> 31:22.280]  Yes.
[31:22.600 --> 31:23.960]  But please don't make it a cartoon.
[31:23.960 --> 31:24.960]  Don't make it a video game.
[31:24.960 --> 31:25.840]  Keep it seriously.
[31:26.040 --> 31:27.160]  That's what I would like to see.
[31:27.760 --> 31:30.840]  I find it really hokey that everything cannabis related is
[31:30.840 --> 31:32.560]  also hippie and Rasta related.
[31:32.760 --> 31:33.040]  Yes.
[31:33.040 --> 31:34.080]  That shit goes hand in hand.
[31:34.080 --> 31:35.480]  I've got dreadlocks to my ass.
[31:35.680 --> 31:36.760]  I listened to the Grateful Dead.
[31:36.760 --> 31:40.360]  I'm a Rasta man, but your computer program doesn't have to be also.
[31:41.160 --> 31:43.680]  Maybe give people the option to have different skins.
[31:43.680 --> 31:47.640]  Maybe you can have the, uh, the serious skin, the calculator skin, the science
[31:47.640 --> 31:51.960]  skin, and then the tie dyed one and the Rasta one, but don't make that like the
[31:51.960 --> 31:53.920]  default that just makes it, I don't know.
[31:53.920 --> 31:54.640]  It makes it cheesy.
[31:54.680 --> 31:56.040]  In my opinion, it makes it hokey.
[31:56.400 --> 32:01.160]  If you spent less time coloring it up to appeal to hippies and Rastas and actually
[32:01.160 --> 32:04.400]  made a computer program that appealed to tech people and people trying to keep
[32:04.400 --> 32:07.280]  data, it would be more efficient in my opinion, and I don't know what you're
[32:07.280 --> 32:10.120]  doing, so I'm just voicing concerns off the top of my head.
[32:10.560 --> 32:15.240]  Um, I would like to see a program that I can enter what strain I grew, how many
[32:15.240 --> 32:21.200]  of them, what each harvest weight was, and then that'll keep tabs on like averages
[32:21.200 --> 32:25.640]  for me, and then I can just keep tabs on there and then maybe the next harvest, I
[32:25.640 --> 32:26.480]  could do the same thing.
[32:26.480 --> 32:28.440]  I grew 20 platinum tangy plants.
[32:28.880 --> 32:29.920]  Each plant weighed this.
[32:29.920 --> 32:31.960]  The average of that plant was this.
[32:32.160 --> 32:35.960]  The average waste was this, the amount of, or the amount of trim material was this.
[32:36.280 --> 32:41.160]  And then start, let that spreadsheet start documenting averages for me over
[32:41.160 --> 32:45.200]  different harvests, but I would have to input everything still, but I think
[32:45.200 --> 32:46.640]  our Google docs are doing mostly that.
[32:46.640 --> 32:48.360]  And I've got a manager that does all that for me.
[32:48.360 --> 32:49.120]  Shout out to Greeny.
[32:49.520 --> 32:51.760]  Uh, Greeny is, so I've got a program.
[32:51.760 --> 32:52.040]  You're right.
[32:52.040 --> 32:52.880]  I am using software.
[32:52.880 --> 32:54.040]  It's called David Greenman.
[32:54.080 --> 32:54.960]  He does all that for me.
[32:54.960 --> 32:56.720]  So shout out to Mike, shout out to David Greenman.
[32:57.160 --> 32:59.120]  They're the guys you need to talk to about software.
[32:59.120 --> 33:03.320]  If you want input, those guys are the ones that have the input like this for you.
[33:03.960 --> 33:06.800]  So I do appreciate the question, but I, like I've said a couple of minutes ago,
[33:06.800 --> 33:09.280]  I don't think I'm the guy to ask about the software.
[33:09.280 --> 33:11.240]  I am the guy with my fingers in the dirt.
[33:11.240 --> 33:12.680]  I am the guy getting dirty.
[33:13.080 --> 33:13.760]  Uh, writing.
[33:13.800 --> 33:14.840]  I got a clipboard, man.
[33:14.880 --> 33:17.480]  I'm not as much on the computer as I should be.
[33:17.920 --> 33:22.560]  I write it down on paper and then pass it on to Mike and then Mike sends it in an
[33:22.560 --> 33:25.560]  email to Greeny and then Greeny does the spreadsheet part.
[33:25.560 --> 33:26.840]  So Greeny is my software.
[33:26.840 --> 33:27.600]  I'm not even kidding.
[33:28.000 --> 33:32.520]  And then your email goes on to say, and this credible day using technology and
[33:32.520 --> 33:36.320]  software to assist growing cannabis is a no brainer for business and especially
[33:36.320 --> 33:39.560]  when dealing with different state compliance regulations.
[33:39.840 --> 33:43.120]  Yes, it is definitely a no brainer for the business end of it.
[33:43.120 --> 33:44.960]  It's probably a no brainer for my grow end.
[33:44.960 --> 33:51.400]  I do use Google docs for, uh, like sheets of lists of things to do for my grow tax.
[33:51.720 --> 33:52.800]  I use it for scheduling.
[33:52.800 --> 33:53.960]  I use it for nutrient charts.
[33:53.960 --> 33:58.440]  I use it for inventory, but I am not into the computer as much as a
[33:58.440 --> 33:59.640]  lot of the more advanced growers.
[33:59.640 --> 34:00.360]  I'm kind of old school.
[34:00.360 --> 34:02.480]  I guess I keep saying I like pen to paper.
[34:02.560 --> 34:03.480]  That's just my thing.
[34:03.720 --> 34:05.440]  Pencil on paper is my style.
[34:06.040 --> 34:06.880]  Uh, but you're right.
[34:07.120 --> 34:10.440]  Technology and computing is a no brainer for business.
[34:10.920 --> 34:13.880]  My general manager, one of my general managers of the dispensary and I get
[34:13.880 --> 34:18.360]  together and we talk about strains performance is flow living up to our
[34:18.360 --> 34:22.240]  expectations is the testing reaching the numbers we need it to reach is the
[34:22.240 --> 34:24.640]  harvest weight reaching the harvest weight we need it to reach.
[34:24.920 --> 34:27.400]  Is it producing enough per square foot compared to other
[34:27.400 --> 34:28.920]  plants to keep it around here?
[34:29.320 --> 34:32.680]  How many hours are we spending on trimming each strain?
[34:32.880 --> 34:35.200]  Does some strains take way longer to trim than others?
[34:35.440 --> 34:38.240]  How many hours are we spending trimming per pound?
[34:38.240 --> 34:40.000]  What is our cost of trimming per pound?
[34:40.000 --> 34:42.200]  What is our, so there are so many things like that we think about.
[34:42.200 --> 34:42.520]  Yes.
[34:42.840 --> 34:47.880]  Uh, using technology and software is crucial in any business, especially
[34:47.880 --> 34:50.840]  the cannabis business, since it's so new and there's so much to keep track of.
[34:51.080 --> 34:51.760]  And you are correct.
[34:51.760 --> 34:55.880]  Unfortunately, I'm not the dude to ask about that, but I did my best with your
[34:55.880 --> 34:58.880]  question and since you contributed to Patreon and I promised to answer all
[34:58.880 --> 35:01.240]  these Patreon questions, I did my best, dude.
[35:01.240 --> 35:02.520]  I hope I helped you out.
[35:02.880 --> 35:04.560]  I hope I gave you some useful information.
[35:04.560 --> 35:06.160]  Everybody's using metric in Colorado.
[35:06.360 --> 35:09.760]  Just don't make it look like a video game and don't make it hippie themed
[35:09.760 --> 35:12.240]  and Rasta themed, and I think it'll be taken more seriously.
[35:12.560 --> 35:15.880]  The rest of the email says, I was also curious if you'll be attending NCIA's
[35:15.880 --> 35:17.520]  upcoming seed to sale show in Denver.
[35:17.520 --> 35:20.640]  I will be there with the team and I would love to get a chance to meet you.
[35:20.640 --> 35:23.760]  Well, since that was this weekend, no, I did not make that event.
[35:23.760 --> 35:26.160]  I think it was this weekend or the end of this week.
[35:26.160 --> 35:26.720]  I did not make it.
[35:26.720 --> 35:27.640]  It's already passed.
[35:28.120 --> 35:29.200]  Um, man, next time.
