[00:00.190 --> 00:14.200]  Welcome back podcast world.
[15:56.240 --> 15:58.280]  I love that we can create that sort of a community.
[15:58.280 --> 15:59.120]  Thank you guys.
[15:59.440 --> 16:01.120]  Uh, thank you so much guys.
[16:01.200 --> 16:04.280]  Everybody gals, literally everybody that's reached out.
[16:04.320 --> 16:05.440]  Thank you very much.
[16:05.960 --> 16:08.520]  Uh, the veterans that are going to get these lights and free
[16:08.520 --> 16:09.560]  seeds, definitely.
[16:09.560 --> 16:10.480]  Thank you very much.
[16:10.480 --> 16:12.760]  And I have another good friend with the nutrient company.
[16:12.760 --> 16:15.120]  We're going to see if maybe we can get some boxes of nutrients out to
[16:15.120 --> 16:18.280]  these people at the same time, uh, if they're running on the addicts, the
[16:18.280 --> 16:21.560]  nutrients I recommend and the lights that I recommend, they're set up for
[16:21.560 --> 16:23.080]  success and we'll get them taken care of.
[16:23.080 --> 16:25.400]  These people are blowed up and have PTSD.
[16:25.400 --> 16:29.000]  We've got to take care of the people that, uh, I don't even, I'm not a person.
[16:29.000 --> 16:33.320]  I'm not for wool, but people had to do it and it's not his, his or her fault.
[16:33.320 --> 16:35.240]  That they can, so we got to help them.
[16:35.400 --> 16:36.720]  Like they're all family to us.
[16:36.720 --> 16:37.360]  We've got to pick them up.
[16:37.360 --> 16:38.960]  They're now they're fucking iry army.
[16:39.000 --> 16:42.000]  They're not only us army or us Marines are iry army.
[16:42.000 --> 16:43.800]  Now it's our turn to take care of them.
[16:44.520 --> 16:48.800]  Uh, no soldier left behind here in the iry army, the iry army.
[16:48.800 --> 16:52.200]  We do more dabs before 9am than you do all day, bro.
[16:53.440 --> 16:54.080]  But shout out to Keith.
[16:54.080 --> 16:57.960]  I want to, I'm so, so pumped with how the community came together for this one.
[16:57.960 --> 16:58.920]  This is huge.
[16:58.920 --> 17:00.080]  Y'all thank you so much.
[17:00.280 --> 17:03.880]  It feels good that I don't like to think that I did that, bro.
[17:03.880 --> 17:06.080]  But I mean, it feels good that we did that, bro.
[17:06.080 --> 17:08.720]  Like I, I, and then people stepped up.
[17:08.720 --> 17:09.600]  All I did was say stuff.
[17:09.600 --> 17:12.400]  I talked into this mic that goes into a box that goes to the internet.
[17:12.680 --> 17:15.080]  And then people were like people in need will work people that help.
[17:15.080 --> 17:16.360]  So that's fucking cool.
[17:16.360 --> 17:17.440]  That's growing from your heart.
[17:17.440 --> 17:17.720]  You guys.
[17:17.720 --> 17:18.160]  Thank you.
[17:19.440 --> 17:20.160]  Talk a lot of shit.
[17:20.160 --> 17:20.880]  I giggle a lot.
[17:20.880 --> 17:22.400]  I tell a lot of jokes, but thank you.
[17:22.440 --> 17:23.200]  This one's serious.
[17:23.800 --> 17:26.080]  Um, where else are we going to go?
[17:26.240 --> 17:30.080]  We briefly glossed over this one a moment ago, but I want to go back to it.
[17:30.160 --> 17:31.520]  I want to send a big thank you.
[17:31.520 --> 17:36.760]  Shout out to everybody who sent a comment or a message or an email or any sort of
[17:36.760 --> 17:40.400]  feedback or reply to episode 579.
[17:40.400 --> 17:41.920]  I feel like Mike did a very good job.
[17:41.920 --> 17:45.040]  It was very well spoken, very well put together the past two shows.
[17:45.040 --> 17:46.000]  You've been on X pro.
[17:46.480 --> 17:47.200]  Awesome, bro.
[17:47.600 --> 17:49.160]  Um, I appreciate you.
[17:49.160 --> 17:50.280]  I appreciate what you're saying.
[17:50.520 --> 17:52.880]  People don't have to agree with us a hundred percent.
[17:52.920 --> 17:56.560]  There are adult ways and non-adult ways to go about agreeing and not agreeing.
[17:56.840 --> 18:01.840]  Shout out to everybody who replied in an adult manner, if you agreed or not.
[18:01.920 --> 18:04.480]  And that's, as far as I'm going to go with that, we don't need to address anything
[18:04.480 --> 18:04.680]  else.
[18:04.680 --> 18:06.720]  I think we gave everybody a shout out that deserves it.
[18:06.880 --> 18:07.480]  Thank you, Mike.
[18:07.480 --> 18:08.440]  You did a wonderful job.
[18:08.680 --> 18:09.600]  Always welcome back.
[18:10.040 --> 18:11.760]  No matter what the YouTube comments say.
[18:12.320 --> 18:12.840]  Oh, dude.
[18:12.840 --> 18:13.440]  Appreciate it.
[18:13.440 --> 18:13.640]  Yeah.
[18:14.000 --> 18:15.480]  People suck on the internet sometimes.
[18:15.480 --> 18:15.840]  That's all.
[18:15.960 --> 18:16.360]  It's cool.
[18:16.680 --> 18:17.080]  Don't read.
[18:17.960 --> 18:18.880]  Don't read the comments.
[18:18.880 --> 18:19.840]  I read the comments.
[18:19.840 --> 18:20.840]  My skin is thick.
[18:20.840 --> 18:21.480]  I ain't worried.
[18:21.880 --> 18:24.480]  I check them on YouTube because I'm the host and producer of the show.
[18:24.480 --> 18:28.560]  I want some feedback, but, uh, I don't, I try to avoid the comments.
[18:28.560 --> 18:29.240]  It's not healthy.
[18:29.520 --> 18:30.480]  Like, Oh bro.
[18:30.480 --> 18:31.320]  We're so blessed.
[18:31.320 --> 18:35.480]  Like it's one of the reasons why I'm so pumped that the community was able to help
[18:35.480 --> 18:35.760]  out.
[18:36.360 --> 18:41.000]  Um, the vet that that's been doing emails with the show and get some lights out.
[18:41.760 --> 18:46.320]  Um, to a handful of people now it's, it's so cool that we can give back.
[18:46.320 --> 18:47.400]  Like we're so blessed.
[18:47.400 --> 18:50.800]  Like we live in the U S we're white males.
[18:50.840 --> 18:53.000]  Like no one's hunting us for sport.
[18:53.480 --> 18:54.720]  Like life is good, man.
[18:55.160 --> 18:58.000]  If I didn't have red locks, I'd be, yeah.
[18:58.040 --> 19:00.800]  The cops wouldn't even fucking herbs legal here.
[19:00.880 --> 19:03.280]  Like life is good.
[19:03.640 --> 19:05.720]  And we're, we're, we're fortunate.
[19:05.720 --> 19:08.040]  And to be able to give back is great.
[19:08.040 --> 19:11.440]  Like people being rude on the internet, like, Oh, please.
[19:12.840 --> 19:16.160]  I avoid most of somebody say get better shade from my toddler.
[19:16.480 --> 19:16.800]  Right.
[19:16.920 --> 19:20.640]  Somebody asked if I had noticed the negative comment on iTunes and I was like,
[19:20.640 --> 19:21.040]  the what?
[19:21.360 --> 19:26.480]  Because I know, uh, I know what content I'm putting out.
[19:26.480 --> 19:28.120]  I'm not going to be a different person.
[19:28.120 --> 19:30.760]  It's not going to be a different show because somebody says, here's Shelly socks.
[19:30.760 --> 19:34.080]  Go listen to the other free cannabis podcasts out there.
[19:34.080 --> 19:36.560]  If you don't like mine anyway, we've given them an attention.
[19:36.680 --> 19:37.200]  Thank you, Mike.
[19:37.200 --> 19:38.480]  I thought you did a wonderful job.
[19:38.640 --> 19:42.120]  I also want to send a shout out to everybody who hangs out in the premieres.
[19:42.560 --> 19:45.040]  Uh, I do the premieres of the show at midnight.
[19:45.080 --> 19:48.200]  Uh, if it's the show comes out on Monday morning and Thursday morning.
[19:48.200 --> 19:50.920]  So it's 12 o'clock Monday, 12 o'clock Thursday.
[19:51.040 --> 19:51.440]  Thank you.
[19:51.440 --> 19:52.480]  Those premieres are fun.
[19:52.480 --> 19:54.480]  We're getting more and more people in there every time.
[19:54.760 --> 19:55.600]  It's a fun chat.
[19:56.520 --> 19:58.000]  I don't have a loud chat sesh.
[19:58.800 --> 20:00.440]  I may not come in, excuse me for the throat clearing.
[20:00.480 --> 20:01.800]  I may not comment a whole lot.
[20:01.840 --> 20:02.920]  Both got dabbed throat.
[20:02.920 --> 20:03.240]  Sorry.
[20:03.240 --> 20:05.360]  Y'all right at the same time for both of us too.
[20:05.920 --> 20:06.760]  I am lurking though.
[20:06.760 --> 20:09.840]  If I'm not commenting, I'm lurking, watching the comments, watching you guys
[20:09.840 --> 20:10.880]  chat, and it's a good time.
[20:10.880 --> 20:11.240]  Thank you.
[20:11.240 --> 20:11.800]  I enjoy it.
[20:12.160 --> 20:15.800]  The funnest part is, uh, we do our chat there on the premier.
[20:15.800 --> 20:18.600]  You and I hung out last night and left some comments and chatted with the people.
[20:19.120 --> 20:21.520]  As soon as it ended, I was like, well, now what am I going to do?
[20:21.640 --> 20:24.400]  I clicked over to watch Eagle because Eagle gardens was live.
[20:24.800 --> 20:27.600]  Everybody from the chat just migrated right over to Eagle and we all
[20:27.600 --> 20:29.000]  went to Eagle together.
[20:29.320 --> 20:30.280]  So shout out to each one.
[20:30.680 --> 20:31.320]  That was fucking cool.
[20:31.320 --> 20:33.600]  Shout out to everybody that's been on Eagle lately.
[20:33.600 --> 20:34.560]  You guys are killing it.
[20:34.680 --> 20:37.400]  If you're not watching Eagle gardens, the name of the show is
[20:37.400 --> 20:39.080]  fucking talking shit with Eagle.
[20:39.440 --> 20:40.880]  Uh, it's on right now.
[20:41.040 --> 20:43.680]  I don't know what time you're listening to this, where you're watching.
[20:44.280 --> 20:45.400]  It's on the dude.
[20:45.400 --> 20:46.720]  Fucking doesn't log out of YouTube.
[20:46.760 --> 20:48.000]  I love him and respect him.
[20:48.480 --> 20:51.160]  Uh, one day he's going to need a fucking break and like, I'm proud of him.
[20:51.160 --> 20:51.600]  I'm excited.
[20:53.600 --> 20:55.400]  He's gone the entire time of COVID.
[20:55.720 --> 20:58.960]  Uh, the entire time that the quarantine and COVID situation has been happening.
[20:58.960 --> 21:01.320]  He has not missed a single night of podcasting.
[21:01.640 --> 21:03.640]  They do at least an hour or three.
[21:04.720 --> 21:07.440]  He'll have a guest on like you and I do, and he'll interview the guest
[21:07.440 --> 21:09.840]  and then he'll wrap it up and it'd be like, I'll be back in two minutes, guys.
[21:09.840 --> 21:12.560]  And I'm pretty sure he goes and takes a piss and gets a drink and comes back
[21:12.840 --> 21:16.240]  and he does the rabbit hole and that's just whatever we're just going to talk
[21:16.240 --> 21:17.640]  about, whatever, go down the rabbit hole.
[21:17.640 --> 21:19.480]  And that goes until I fall asleep, dude.
[21:19.480 --> 21:23.000]  I never am able to end that show because they go forever.
[21:23.160 --> 21:23.720]  They go forever.
[21:23.720 --> 21:25.400]  So shout out to Eagle for keeping us entertained.
[21:25.760 --> 21:27.200]  Shout out to everybody putting out.
[21:27.680 --> 21:29.080]  All of this amazing content.
[21:29.240 --> 21:31.240]  When quarantine happened, people got stressed out.
[21:31.240 --> 21:32.560]  We didn't know what we were going to do.
[21:32.920 --> 21:35.480]  Uh, content providers have stepped the fuck up.
[21:35.480 --> 21:40.680]  I'm a consumer being self-employed and I basically live alone.
[21:40.680 --> 21:41.680]  I'm here by myself.
[21:41.720 --> 21:43.840]  90% of the time I'm hanging out.
[21:43.840 --> 21:48.520]  I've got Joey Diaz or Rogan in my ear, but a lot of the time I got Eagle gardens.
[21:48.520 --> 21:49.480]  I got Fumidor.
[21:49.720 --> 21:51.760]  I got all those guys that are our local friends.
[21:51.760 --> 21:52.840]  I've got them on the YouTube.
[21:52.840 --> 21:53.440]  I'm watching them.
[21:53.440 --> 21:54.160]  It's really cool.
[21:54.280 --> 21:55.880]  I've made a lot of cool friends through it too.
[21:55.880 --> 21:59.320]  So I'm not just on both sides of the screen, people that are on the shows.
[21:59.320 --> 22:00.680]  I'm friend, new friends with them.
[22:01.120 --> 22:05.160]  Um, family tree seeds, Cascadian grown, made friends with those guys
[22:05.160 --> 22:06.360]  through these kinds of shows.
[22:06.360 --> 22:09.880]  Also the audience, I've become really close with them over the COVID times.
[22:10.640 --> 22:11.280]  So shout out to them.
[22:11.280 --> 22:14.880]  I've gotten to chat and interact with a lot more viewers and listeners lately.
[22:15.200 --> 22:15.560]  Yeah.
[22:15.840 --> 22:17.560]  That's stepped away up the last couple of months.
[22:17.920 --> 22:18.480]  We've got time.
[22:18.560 --> 22:19.840]  Thanks for reaching out to everybody.
[22:20.160 --> 22:20.440]  Yeah.
[22:20.720 --> 22:24.240]  Not only do we provide you guys content, but you guys recharge us.
[22:24.240 --> 22:26.640]  I say that you guys are like nutrients and recharge for us.
[22:26.640 --> 22:27.720]  We put these shows together.
[22:28.040 --> 22:29.280]  It doesn't seem like a lot of work.
[22:29.280 --> 22:30.920]  I had to learn equipment.
[22:30.920 --> 22:33.200]  I had a little tech issue fucking before we recorded here that
[22:33.200 --> 22:34.120]  had me scratching my head.
[22:34.360 --> 22:37.240]  I got to figure it out and we're going, but, and it took us a few
[22:37.240 --> 22:38.600]  minutes to write a podcast together.
[22:38.600 --> 22:40.720]  It's not all just fucking press record and go.
[22:40.720 --> 22:41.480]  You gotta have a plan.
[22:41.480 --> 22:42.240]  You gotta have a plot.
[22:42.240 --> 22:43.040]  You gotta know what you're doing.
[22:43.280 --> 22:44.280]  It's got to go to the internet.
[22:45.600 --> 22:48.280]  Sometimes it depends on what show I'm on.
[22:48.640 --> 22:51.120]  Uh, some shows we just fucking press go and hope for the best.
[22:51.720 --> 22:54.880]  But, uh, I don't even remember where the fuck I was, but yeah, we've had a lot
[22:54.880 --> 22:56.880]  more interaction time because of this COVID time.
[22:56.880 --> 22:57.560]  So thank you guys.
[22:57.560 --> 23:01.160]  It's recharging us all the feedback, uh, everybody that's been putting out great
[23:01.160 --> 23:04.080]  content, you keep me going, uh, the people that join us in the premieres.
[23:04.320 --> 23:05.280]  It has been really fun.
[23:05.280 --> 23:10.280]  I was worried about, uh, the possible depression with COVID times, especially,
[23:10.680 --> 23:12.680]  uh, and we didn't get a summer to play.
[23:13.040 --> 23:14.440]  That's like what recharge rain.
[23:14.440 --> 23:15.760]  And then it got dark and gloomy.
[23:16.120 --> 23:18.960]  And some people, myself included, I can get bummed out in these
[23:18.960 --> 23:20.280]  cold fucking depressed times.
[23:20.280 --> 23:21.560]  I'm from California, bro.
[23:21.840 --> 23:23.640]  I'm from sunshine and beaches and shit.
[23:23.640 --> 23:25.560]  And you brought me to this cold, snowy shit.
[23:25.960 --> 23:28.440]  It's hard for my brain to go, but I want to go outside and play.
[23:28.440 --> 23:29.320]  I need vitamin D.
[23:29.320 --> 23:30.600]  And it's like, no, it's cold and shitty.
[23:30.600 --> 23:31.440]  You've got to hibernate.
[23:31.800 --> 23:34.720]  And it makes me, I don't know if it's depressed or what, but it's a feeling.
[23:35.360 --> 23:38.520]  Do people are basically complex house plants with emotions.
[23:38.520 --> 23:40.600]  Like you need water and you need sunlight.
[23:41.760 --> 23:44.760]  If you take one of those away, the human ain't going to do so hot.
[23:45.000 --> 23:47.720]  My opportunity for sunlight was about four hours today and it was
[23:47.720 --> 23:49.240]  seven degrees during that window.
[23:49.240 --> 23:50.720]  So it wasn't enjoying sunlight.
[23:50.720 --> 23:54.160]  It was outside working a snow shovel during that period, but my shoulders.
[23:54.960 --> 23:55.280]  Yeah.
[23:55.720 --> 23:56.760]  It was not awesome.
[23:56.880 --> 24:01.240]  I would have tipped you fat to shovel my shit, but all of the people making
[24:01.240 --> 24:05.080]  the content, interacting, listening, participating, Patrioning, uh, they
[24:05.080 --> 24:06.640]  are keeping myself sane.
[24:06.920 --> 24:09.720]  Uh, my Instagram live audience helps keep me sane.
[24:10.040 --> 24:14.160]  I hung out an hour and several, like an hour and a half today on Instagram
[24:14.160 --> 24:15.280]  live, and that was a good time.
[24:15.520 --> 24:17.200]  Uh, that's like social interaction.
[24:17.200 --> 24:19.760]  And then the best part is you don't have to kick them out when you're done.
[24:19.760 --> 24:22.360]  You don't have to be like, all right, guys, I need to poop and get some food.
[24:22.360 --> 24:23.120]  You need to leave now.
[24:23.160 --> 24:24.040]  You're like, all right, I'm done.
[24:24.160 --> 24:24.520]  Click.
[24:24.840 --> 24:25.840]  They're fucking they're out.
[24:25.880 --> 24:26.440]  It's over.
[24:26.640 --> 24:28.360]  They couldn't fucking linger if they wanted to.
[24:28.360 --> 24:30.240]  You don't have to kick any stone people off the couch.
[24:30.240 --> 24:32.000]  No, it's too fucking high to drive home.
[24:32.360 --> 24:33.120]  It's fucking awesome.
[24:33.960 --> 24:35.280]  So cozy, but thank you guys.
[24:35.480 --> 24:36.640]  I know I'm off on a ramble today.
[24:36.640 --> 24:37.800]  That lemon dab got me going.
[24:37.800 --> 24:39.400]  It's kind of a fun podcast episode.
[24:39.880 --> 24:42.160]  Uh, but really all of the interaction, all that support.
[24:42.400 --> 24:43.280]  I've had a lot of fun.
[24:43.560 --> 24:45.640]  I know it's been a podcast filled with shout outs.
[24:45.640 --> 24:47.440]  We've been going for almost 25 minutes here.
[24:47.840 --> 24:50.120]  Uh, haven't really done a lot of cannabis related content.
[24:51.000 --> 24:54.960]  After the last show that we did, people are, there's a couple of people out
[24:54.960 --> 24:58.680]  there with their cheeks clenched, wonder which direction the show's going to turn.
[24:58.840 --> 24:58.960]  Yeah.
[24:58.960 --> 25:00.400]  And I think it's going to be rambles.
[25:00.400 --> 25:01.840]  Are they going to do cannabis stuff?
[25:01.840 --> 25:04.040]  Is Mike going to do another politics rant?
[25:04.440 --> 25:06.160]  I think it's just going to be going to happen.
[25:06.800 --> 25:09.200]  And, uh, us getting your audience back.
[25:09.680 --> 25:12.480]  I feel like I may have lost a couple of people because that last episode,
[25:12.480 --> 25:14.600]  honestly, we lost the right people.
[25:14.880 --> 25:15.320]  It's fine.
[25:16.240 --> 25:18.360]  That's the thing about people who jump off the boat.
[25:18.360 --> 25:20.160]  Like they clearly didn't want to be here.
[25:20.600 --> 25:25.200]  If y'all made it to the 570 sub episodes and hadn't realized that I was a liberals,
[25:25.200 --> 25:27.560]  liberal, liberal, y'all ain't been listening.
[25:27.960 --> 25:29.000]  All right, let's pull this one back.
[25:29.000 --> 25:30.240]  We're getting into that water again.
[25:30.560 --> 25:31.160]  No, no.
[25:31.200 --> 25:31.440]  Yeah.
[25:31.440 --> 25:32.600]  No, the show has a point.
[25:32.600 --> 25:33.920]  We're not doing politics tonight.
[25:33.920 --> 25:36.440]  Y'all it's just, it's been a fun, what?
[25:36.440 --> 25:37.520]  72 hours.
[25:37.960 --> 25:38.240]  Yeah.
[25:38.400 --> 25:40.160]  Uh, we're just enjoying the ride.
[25:40.560 --> 25:42.240]  And posted and then got back together.
[25:42.400 --> 25:44.520]  Well, the show has only been out for 12 hours at this point.
[25:44.960 --> 25:48.200]  Uh, 24 hours now while we're recording the show has been out for
[25:48.200 --> 25:52.520]  24 hours and I, you check them with Thunderdome bitches.
[25:52.640 --> 25:55.120]  There were seven comments before we recorded.
[25:56.280 --> 25:57.400]  Oh, so good.
[25:57.840 --> 26:00.600]  I had 200 and something emails when I woke up today.
[26:00.640 --> 26:03.720]  Most of them were comments and emails about the show.
[26:03.760 --> 26:04.520]  So that was interesting.
[26:04.720 --> 26:04.920]  All right.
[26:04.920 --> 26:06.400]  So I know that we're doing a bunch of shout outs.
[26:06.400 --> 26:09.000]  It hasn't, we haven't done any cannabis content, probably not going to do any
[26:09.000 --> 26:10.240]  cannabis content on this episode.
[26:10.240 --> 26:11.400]  We're going to hang out and have a good time.
[26:11.400 --> 26:13.240]  Cause Mike and I wanted to catch up and hang out.
[26:13.240 --> 26:14.040]  We missed you guys.
[26:14.040 --> 26:14.800]  Mike missed you guys.
[26:14.800 --> 26:16.120]  Mike had some free time, honestly.
[26:16.680 --> 26:21.280]  Um, but I do have a giant shout out to my friend Buzz Bros.
[26:21.560 --> 26:23.680]  Uh, make sure you follow Buzz Bros on Instagram.
[26:23.680 --> 26:26.080]  It's just like, it sounds B U Z B R O S.
[26:26.080 --> 26:27.560]  Give them a follow, give them a shout out.
[26:27.920 --> 26:31.480]  Uh, that nice guy has rebuilt my website.
[26:31.480 --> 26:31.840]  That's right.
[26:31.840 --> 26:33.960]  I've complained about my website for quite a while.
[26:34.280 --> 26:37.480]  Uh, the new website is iRegenetics.com.
[26:37.480 --> 26:39.400]  It used to have Colorado at the end of it.
[26:39.640 --> 26:42.360]  We're going to convert everything to the new website.
[26:42.400 --> 26:43.880]  iRegenetics.com.
[26:44.160 --> 26:45.440]  I'm excited about the build.
[26:45.440 --> 26:46.320]  It looks really good.
[26:46.320 --> 26:48.560]  Now we're putting, uh, we're sprucing it up.
[26:48.560 --> 26:49.320]  It's got the outline.
[26:49.320 --> 26:50.800]  The framework is in place.
[26:51.120 --> 26:53.120]  I'm going to do a lot of work on that over the next week.
[26:53.120 --> 26:57.360]  He gave me a three week deadline about two weeks ago, and he's
[26:57.360 --> 26:58.960]  already way ahead of schedule.
[26:59.240 --> 27:00.000]  I'm excited.
[27:00.000 --> 27:00.560]  I'm impressed.
[27:00.560 --> 27:01.400]  I'm pleased with what he's doing.
[27:01.400 --> 27:03.160]  It looks really good so far.
[27:03.320 --> 27:03.760]  Thank you, bro.
[27:03.760 --> 27:05.920]  We scroll through it for a couple of moments here before the show.
[27:06.200 --> 27:08.760]  Uh, I go looking for errors and things that we need to correct and
[27:08.760 --> 27:09.800]  update when I get a moment.
[27:09.800 --> 27:12.280]  And I'm really excited with the way that the website has evolved.
[27:12.280 --> 27:16.840]  So you guys, if you were looking for anything, iRegenetics related, sometimes
[27:16.840 --> 27:20.000]  I talk about my genetics, where to buy the genetics, where to buy t-shirts,
[27:20.000 --> 27:24.200]  how to join us on Patreon, how to listen to the podcast, how to contact me.
[27:24.600 --> 27:25.640]  One location.
[27:25.800 --> 27:28.120]  There's no more of the scrambling around bullshit.
[27:28.160 --> 27:29.960]  My email is this, my website's here.
[27:29.960 --> 27:30.920]  Patreon's here.
[27:31.400 --> 27:33.120]  Uh, it is all in one location.
[27:33.160 --> 27:35.520]  It is all iRegenetics.com.
[27:36.240 --> 27:37.800]  I like our connections, Wave Room buddy.
[27:37.800 --> 27:40.320]  Your, your voice just went all Ewokie.
[27:40.760 --> 27:41.080]  All right.
[27:41.080 --> 27:44.040]  As long as it is recording properly in one of our devices, I've
[27:44.040 --> 27:45.440]  got two recording devices here.
[27:45.720 --> 27:47.120]  Uh, we'll make that work, but thank you.
[27:47.120 --> 27:49.760]  By the way, when I saw your face, I definitely knew that it was spot for an edit.
[27:49.760 --> 27:51.000]  We'll just have to double listen.
[27:51.080 --> 27:51.760]  Sorry, folks.
[27:52.080 --> 27:52.200]  Yeah.
[27:52.200 --> 27:53.280]  We may not even take that out.
[27:53.280 --> 27:55.360]  They may get to see that little behind the scenes part.
[27:55.560 --> 27:57.000]  Uh, it's snowing like a son of a bitch.
[27:57.320 --> 27:59.240]  It's a six degrees outside.
[27:59.800 --> 28:01.200]  We're liable to get some tech issues.
[28:02.040 --> 28:04.920]  I think the first time we tried one of these Zoom podcasts, I
[28:04.920 --> 28:06.360]  call it a bunker session.
[28:06.360 --> 28:10.240]  And it feels more and more like that every, every time we do one.
[28:10.240 --> 28:13.520]  But I think we got the technology figured out mostly.
[28:13.520 --> 28:16.160]  Hopefully I sound really good in everybody's ears this week.
[28:16.880 --> 28:19.800]  Um, there's a new piece of tech that should be bringing my volume up.
[28:20.200 --> 28:20.920]  Learned some time.
[28:20.920 --> 28:21.280]  Yeah.
[28:21.680 --> 28:25.280]  It's snowing like a beast outside and we can't do anything
[28:25.280 --> 28:26.400]  about the internet connection.
[28:26.400 --> 28:28.200]  So we're trying folks.
[28:28.200 --> 28:28.760]  We really are.
[28:29.120 --> 28:29.920]  Oh, we're having fun though.
[28:29.960 --> 28:30.880]  We are having fun.
[28:30.960 --> 28:35.160]  I think everybody that's the, that listens to the show really likes the,
[28:35.520 --> 28:36.960]  the content we've been putting out.
[28:37.320 --> 28:38.560]  Cause your show has been crushing it.
[28:38.600 --> 28:40.480]  The grow episodes been so good lately.
[28:40.800 --> 28:41.240]  Thank you, bro.
[28:41.240 --> 28:42.560]  And it's only going to get better.
[28:42.560 --> 28:44.120]  I keep teasing stuff that's coming along.
[28:44.120 --> 28:46.080]  I've made a couple of hints of things that may happen.
[28:46.280 --> 28:49.840]  Uh, thank you for the compliments, but I know we can do better and it is time.
[28:49.840 --> 28:51.200]  Things are all in place.
[28:51.640 --> 28:54.480]  Um, I don't want to talk too much about it here because I just want to say
[28:54.480 --> 28:57.280]  that things are in place and Patreon we'll see at first.
[28:57.880 --> 29:01.880]  I can't, uh, I can't wait for us to be podcasting from the same space again.
[29:02.520 --> 29:08.320]  Like there is something lost when it's I'm staring at a screen with lights in my face.
[29:08.600 --> 29:11.520]  There's just that millisecond of social, like, is he done talking?
[29:11.520 --> 29:12.160]  Do I talk now?
[29:12.160 --> 29:13.000]  Do I talk over him?
[29:13.000 --> 29:15.520]  Like there's that one millisecond that we both hesitate.
[29:15.560 --> 29:20.920]  So yeah, I'm, it's a lot harder to do this over, over zoom than it is in person.
[29:21.240 --> 29:24.760]  And, uh, just hanging out with you for a brief moment the other day, as you were
[29:24.760 --> 29:28.760]  headed, uh, from the dispensary, just seeing you for that moment, uh, to human
[29:28.760 --> 29:30.040]  interaction was fucking golden.
[29:30.080 --> 29:30.600]  That was cool.
[29:30.880 --> 29:31.840]  Yeah.
[29:31.840 --> 29:35.320]  Like you forget what human interaction is like during COVID fuck.
[29:36.240 --> 29:40.600]  It's it's just the store clerk and the people in your house.
[29:41.920 --> 29:42.760]  I thought I was confused.
[29:42.760 --> 29:45.000]  I was like, someone's at the doorbell and I didn't order grub hub.
[29:45.000 --> 29:46.080]  What the fuck is going on?
[29:47.480 --> 29:48.760]  Did not bring you a sandwich.
[29:48.760 --> 29:49.560]  No, it was better.
[29:49.560 --> 29:50.000]  It was better.
[29:50.000 --> 29:51.880]  There was a human with concentrates.
[29:52.520 --> 29:52.800]  Right.
[29:52.800 --> 29:56.280]  I bought conversation in hash way better.
[29:56.640 --> 29:57.880]  I'm down to hang out with white Mike.
[29:57.880 --> 29:59.040]  I haven't seen you in a minute, bro.
[29:59.800 --> 30:01.320]  I felt like a dog is like, how you been bro?
[30:01.360 --> 30:01.840]  What's going on?
[30:03.240 --> 30:03.800]  How's everything going?
[30:03.920 --> 30:04.440]  How's the wife?
[30:04.560 --> 30:05.560]  Is that a new house coming along?
[30:05.560 --> 30:06.520]  Well, you want a podcast?
[30:06.520 --> 30:07.200]  What do you want to talk about?
[30:07.400 --> 30:08.680]  This is fucking excited, dude.
[30:09.280 --> 30:09.600]  Yeah.
[30:09.600 --> 30:15.200]  It, uh, uh, I'm happy to skip the odd social engagement because I'd
[30:15.200 --> 30:17.080]  rather stay home and avoid people.
[30:17.080 --> 30:18.920]  But man, it's, we've had enough of that.
[30:18.920 --> 30:23.360]  I just invite me to a fucking mixer and we'll chit chat for hours.
[30:23.920 --> 30:24.280]  Yeah.
[30:24.360 --> 30:25.160]  I'm, I'm torn.
[30:25.160 --> 30:28.000]  People want me to go to events and people are throwing events and I'm like, give
[30:28.000 --> 30:31.840]  me just a little bit more time, see how all this stuff plays out and then in a
[30:31.840 --> 30:33.080]  little bit, we'll go to events.
[30:33.600 --> 30:37.640]  Like I'm fighting the urge to just try to chit chat with people texting
[30:37.640 --> 30:38.880]  me random political stuff.
[30:38.880 --> 30:40.000]  Like vote no on this.
[30:40.000 --> 30:42.000]  It's like, okay, but like, how was your day?
[30:42.440 --> 30:46.440]  Oh, I told you send me a message like, Hey, have you voted on this?
[30:46.640 --> 30:48.280]  I tell them my views.
[30:48.280 --> 30:49.640]  And then I asked them weird questions.
[30:50.520 --> 30:54.280]  I was sending them, um, quotes from some of my favorite comedians and other
[30:54.280 --> 30:57.840]  podcasts, but I decided that maybe some of the things that we're saying might
[30:57.840 --> 30:59.600]  be lewd and could get me in trouble.
[30:59.600 --> 31:01.080]  And I might not want to do that anymore.
[31:01.560 --> 31:07.840]  Uh, sent a, uh, quote from one of my favorite podcasts to one of the political,
[31:07.880 --> 31:09.400]  uh, whatever they're called.
[31:09.400 --> 31:12.960]  And they reply with another quote from the same podcast.
[31:12.960 --> 31:13.720]  Nice.
[31:13.880 --> 31:14.800]  I told me to count on me.
[31:14.800 --> 31:16.640]  I'm going to vote for you just because you knew what that was.
[31:17.320 --> 31:18.000]  Nice.
[31:18.040 --> 31:22.880]  The one, uh, the one I had fun trolling was the, the, uh, we want to warranty your
[31:22.880 --> 31:23.320]  car.
[31:26.120 --> 31:27.480]  I had fun with those people.
