[00:00.060 --> 00:19.240]  Alright, here we go.
[19:57.340 --> 20:02.820]  Also, myself and a lot of test growers noticed that these plants do tend to like it a little
[20:02.820 --> 20:03.820]  bit drier.
[20:03.820 --> 20:06.680]  You don't need to water these plants as frequently as heavily.
[20:06.680 --> 20:12.420]  You can let them get a little bit drier, which is often the case with most cush dominant
[20:12.420 --> 20:13.420]  varietals.
[20:13.420 --> 20:18.780]  Things from the cush line, the OG cushes, the old cush stuff, the Tahoe, the SFV, that
[20:18.780 --> 20:21.100]  stuff does better when you let it dry out.
[20:21.100 --> 20:24.800]  You're more likely to drown a cush plant than you are to let it dry.
[20:24.800 --> 20:32.160]  So if you've got a cush dominant phenotype, those plants will like much drier conditions.
[20:32.160 --> 20:35.920]  As you lean more toward the chem dominant phenotypes, they may want a little bit more,
[20:35.920 --> 20:40.480]  but we did notice that they do tend to like it a little bit drier, which if you're growing
[20:40.480 --> 20:45.920]  a lot of OG cush stuff, that is a trait that the OG cush, it's very common across the entire
[20:45.920 --> 20:46.920]  cush family.
[20:46.920 --> 20:51.720]  All right, so it does also, this is also a trait that is very common across the cush
[20:51.720 --> 20:52.720]  family.
[20:52.720 --> 20:55.000]  These plants will eat a lot of cow mag.
[20:55.000 --> 20:58.840]  If you feed them cow mag, you'll see the leaves give you big fat serrations.
[20:58.840 --> 21:00.400]  The leaves will get bold and strong.
[21:00.400 --> 21:03.140]  Don't overdo it, but they do like cow mag.
[21:03.140 --> 21:08.280]  They will get cow mag, calcium deficient, in mid flower if you don't feed them enough
[21:08.280 --> 21:09.280]  calcium.
[21:09.280 --> 21:11.260]  I know I say cow mag all the time together.
[21:11.260 --> 21:12.480]  Usually they're sold in the same bottle.
[21:12.480 --> 21:14.340]  I try to keep it easy for everybody.
[21:14.340 --> 21:17.760]  They're going to get calcium deficient is the one that you're going to see.
[21:17.800 --> 21:23.360]  I've also learned that feeding cush and chem plants kelp products or kelp really do increase
[21:23.360 --> 21:30.980]  the potency and that stanky aroma, that skunky, gassy, cushy, earthy shit that is really enhanced,
[21:30.980 --> 21:36.360]  in my opinion, in my experience, by feeding a good kelp product in flower.
[21:36.360 --> 21:40.760]  So if you can add some kelp products, that will really add to your stankiness.
[21:40.760 --> 21:43.840]  Now let's talk a little bit about the growth of these plants.
[21:43.840 --> 21:47.120]  I did mention that the chem de la chem does like to get tall.
[21:47.280 --> 21:49.160]  It likes to grow long branches.
[21:49.160 --> 21:53.040]  The arise does like to make big, tall, fast growing plants.
[21:53.040 --> 21:58.120]  So I do recommend trellising or tomato cages or some sort of supports for these plants.
[21:58.120 --> 22:00.320]  These plants will trellis very well.
[22:00.320 --> 22:01.400]  They pop and twist well.
[22:01.400 --> 22:03.000]  They spread out very well.
[22:03.000 --> 22:06.600]  When you spread them and bend them, it just makes more shoots and those grow up as well.
[22:06.600 --> 22:09.520]  I do recommend supports early.
[22:09.520 --> 22:15.080]  I would trellis them out in veg, have that trellis all set up or have your tomato cages
[22:15.240 --> 22:19.680]  or your sticks ready because when those buds start setting in, they're going to get top heavy.
[22:19.680 --> 22:21.520]  You're going to fill up big spears of buds.
[22:21.520 --> 22:23.080]  They're going to start toppling over.
[22:23.080 --> 22:24.520]  You're going to get sticky and stanky.
[22:24.520 --> 22:29.680]  It's going to be a pain in the ass if you don't start getting them supported ahead.
[22:29.680 --> 22:35.200]  Talking about supporting our plants, these plants really bulk up in the last two weeks of flower.
[22:35.200 --> 22:40.320]  Myself and all of the test growers really mentioned and really noticed that these plants
[22:40.320 --> 22:42.880]  beef up and bulk up the last two weeks of flower.
[22:42.880 --> 22:45.920]  That's why I recommend you let them go the 70, maybe 72 days.
[22:45.920 --> 22:51.040]  The first time you grow them, let them go and see what they do that last 10, 14 days.
[22:51.040 --> 22:54.440]  They really might expand, bulk up, beef up on you.
[22:54.440 --> 22:56.680]  You would hate to cut down at week nine and week 10.
[22:56.680 --> 23:01.640]  They really exploded and you wasted some growth on their wasted some weight that really could have helped you out.
[23:01.640 --> 23:03.040]  So let them finish.
[23:03.040 --> 23:05.920]  They really bulk up in the last two weeks.
[23:05.920 --> 23:09.920]  We did notice that temperature swings really make these plants colorful.
[23:09.920 --> 23:14.120]  These plants acted really, really well to cold temperatures during the night.
[23:14.120 --> 23:17.400]  We had some really drastic temperature swings here in Colorado.
[23:17.400 --> 23:21.600]  One of my test places was getting really hot during the day and really cold at night.
[23:21.600 --> 23:26.920]  Some of the plants, we'll talk about that one later, some of the plants did not like the cold at all.
[23:26.920 --> 23:31.400]  The machine really seemed to run well in the cold at night.
[23:31.400 --> 23:34.640]  It really brought out the colors, made the buds nice and dense.
[23:34.680 --> 23:41.400]  I really think it reacted, responded very well to those cold night temperatures toward the end of flower.
[23:41.400 --> 23:49.160]  The machine is now what I would call the gassiest and stankiest strain in my lineup that is now available.
[23:49.160 --> 23:55.240]  It compares very closely in stank and aroma to the Double Dose and also it would compete with the Dark Hollow.
[23:55.240 --> 23:58.200]  But it is now what I would call the gassiest in my lineup.
[23:58.200 --> 24:02.400]  That chem aroma, that chem stank, you just can't beat it.
[24:02.400 --> 24:07.120]  It's got, it just so skunky, stinky, it is gross in a delicious way.
[24:07.120 --> 24:07.960]  I said that earlier.
[24:07.960 --> 24:11.200]  It's like you smell it and you're like, that's gross.
[24:11.200 --> 24:12.520]  Can I smell it again?
[24:12.520 --> 24:15.640]  Just something disgustingly pleasing about it.
[24:15.640 --> 24:20.440]  That being said, I think it is best to have carbon filters.
[24:20.440 --> 24:28.560]  It is, I would recommend and over recommend and highly suggest again that you've got carbon filters and extra odor control.
[24:28.600 --> 24:32.440]  I said before, when you trim this one, when I trim this one, I don't trim a lot of plants.
[24:32.440 --> 24:33.520]  I grow little tiny plants.
[24:33.520 --> 24:34.800]  We did test runs.
[24:34.800 --> 24:41.160]  When we would crack open these plants to trim them, my eyes would get like, just it would, I'd feel like there was chemicals in my eyes.
[24:41.160 --> 24:42.280]  They would burn and they would itch.
[24:42.280 --> 24:45.120]  It was almost like I was allergic to it in a good way.
[24:45.120 --> 24:48.120]  When you crack open a bag, it makes my eyes itch.
[24:48.120 --> 24:52.640]  Like, it's almost like a, it's like a Pavlov effect, a Pavlovian.
[24:52.640 --> 24:55.880]  How do you, whatever Pavlov, shout out to that dude and his dogs.
[24:55.880 --> 24:56.920]  Pavlovian?
[24:56.920 --> 24:58.240]  I think that's how you say it.
[24:58.240 --> 24:59.280]  It's that sort of effect.
[24:59.280 --> 25:03.920]  When I would open up the jar, my eyes would itch and burn like it does when I smoke it.
[25:03.920 --> 25:08.600]  And I'm not saying itch and burn in a bad way, but it would get my eyes, my eyes would go heavy and droopy.
[25:08.600 --> 25:14.440]  And I think the smell would trigger my body and my eyes would just go, oh yeah, you're going to get that nice head buzz pretty soon here.
[25:14.440 --> 25:17.240]  But just trimming it made my eyes itch and burn.
[25:17.240 --> 25:20.120]  It is super gassy, super stanky.
[25:20.120 --> 25:27.240]  It will be, when you're trimming it, will be some of the most pungent, stankiest, offensive herb you ever experience.
[25:27.240 --> 25:29.560]  Offensive is the word I was looking for.
[25:29.560 --> 25:34.400]  One good thing to mention, these plants are very resistant to mold and mites.
[25:34.400 --> 25:35.920]  People grew this one outdoors.
[25:35.920 --> 25:38.680]  It did not get the mildew that a lot of people experienced.
[25:38.680 --> 25:42.400]  I have a good friend who got, they got some problematic bugs during their grow,
[25:42.400 --> 25:46.440]  and they said that this plant was basically left alone by some of their mites.
[25:46.440 --> 25:51.640]  So a lot of the testers did report that these plants were resistant to mildew and to bugs.
[25:51.640 --> 25:53.640]  We had a lot of people grow these outdoors.
[25:53.640 --> 25:55.840]  Nobody reported any powdery mildew.
[25:55.840 --> 25:57.760]  Nobody reported any bud rot.
[25:57.760 --> 26:00.800]  Also, I did have a friend who grew this in a room with mites.
[26:00.800 --> 26:02.680]  They did not get mites on this plant.
[26:02.680 --> 26:04.280]  So it is bug resistant.
[26:04.280 --> 26:05.600]  That is always a good thing.
[26:05.600 --> 26:10.960]  So we have learned that these plants are very resistant to bugs, very resistant to pathogens and mold.
[26:10.960 --> 26:14.760]  So knowing that these plants are resistant to pathogens, resistant to bugs,
[26:14.760 --> 26:19.360]  and they also grow super quickly, they smell really good, they're super photogenic,
[26:19.520 --> 26:23.760]  they come out with extremely high potency, they tolerate a lot of problems.
[26:23.760 --> 26:26.920]  I think that these plants would be great for beginner growers.
[26:26.920 --> 26:29.600]  The only thing I would really worry about is overwatering,
[26:29.600 --> 26:33.400]  but for people who may not be able to get to the grow as often,
[26:33.400 --> 26:37.240]  for people who aren't in there all day, for people who may forget to water,
[26:37.240 --> 26:39.000]  these may be great plants.
[26:39.000 --> 26:43.240]  Like I said, other than that, the opportunity to overwater these plants
[26:43.240 --> 26:44.920]  and the idea that they don't like as much water,
[26:44.920 --> 26:48.160]  these are great plants for beginner growers.
[26:48.160 --> 26:50.600]  Now let's talk a little bit about the smoke.
[26:50.600 --> 26:54.000]  I've gotten to smoke a few of the flowers from a couple of different grows.
[26:54.000 --> 26:59.560]  Something that I noticed is this cushy, chemmy, chemical, gassy aroma.
[26:59.560 --> 27:03.280]  When I hit it, it just feels like chemicals and cottonmouth coat my tongue.
[27:03.280 --> 27:08.360]  And when I exhale, that flavor and aroma just lingers and my eyes get heavy right away.
[27:08.360 --> 27:10.920]  And I can't get that smell off of my hands.
[27:10.920 --> 27:12.920]  I can wash my hands two or three times.
[27:12.920 --> 27:16.640]  And if you smoke a joint, if you break up a joint and smoke a joint of this weed,
[27:16.640 --> 27:19.880]  your fingers will smell like it for the rest of the weekend.
[27:19.880 --> 27:22.640]  This was also super thick smoke.
[27:22.640 --> 27:25.440]  I smoked two batches of flowers that made me say,
[27:25.440 --> 27:28.280]  that reminds me of back in the day when we used to say we got the chronic
[27:28.280 --> 27:30.640]  and the smoke expands in your lungs.
[27:30.640 --> 27:34.360]  This weed gave me that lung expandy feeling that I haven't had in a little bit.
[27:34.360 --> 27:36.960]  I smoke a lot of flowers, I smoke a lot of dabs,
[27:36.960 --> 27:40.400]  and there's just something in the lungs that I haven't felt in a long time.
[27:40.400 --> 27:43.400]  And I enjoyed it. It reminded me, like I said, of that old school,
[27:43.400 --> 27:44.920]  and we used to call it the chronic,
[27:44.920 --> 27:46.680]  that would expand in your lungs and you would smoke it.
[27:46.680 --> 27:49.800]  It kind of reminded me of that feeling.
[27:49.800 --> 27:52.080]  I did have a friend in Denver make some concentrates.
[27:52.080 --> 27:53.640]  I've got a friend, they are two friends.
[27:53.640 --> 27:55.040]  They're a lovely couple, big shout out.
[27:55.040 --> 27:56.560]  They do not want their name said on the show.
[27:56.560 --> 27:58.160]  They made that clear.
[27:58.160 --> 27:59.080]  They are a couple.
[27:59.080 --> 28:00.760]  They grow and make concentrates in Denver.
[28:00.760 --> 28:02.960]  They made some concentrates of the machine.
[28:02.960 --> 28:05.680]  I tried to smoke some before a podcast one night,
[28:05.680 --> 28:09.240]  and I do not remember writing, recording, editing, doing that show.
[28:09.240 --> 28:10.960]  It was all a blur.
[28:10.960 --> 28:13.240]  The concentrates from the machine,
[28:13.240 --> 28:15.840]  it is like the thing from the guys that men in black have.
[28:15.840 --> 28:17.800]  They go, blink, blink, and then your whole memory is gone.
[28:17.800 --> 28:19.000]  You don't know what happened.
[28:19.000 --> 28:20.920]  That is what this stuff is like.
[28:20.920 --> 28:22.520]  I just emptied my brain.
[28:22.520 --> 28:25.720]  I enjoyed it, but if you've got something to do,
[28:25.720 --> 28:27.840]  maybe if you've got something to do you don't want to do,
[28:27.840 --> 28:30.520]  this would be the perfect smoke for that because it made me,
[28:30.520 --> 28:32.680]  it just made my brain numb.
[28:32.680 --> 28:33.560]  I forgot everything.
[28:33.560 --> 28:36.880]  Also, after that, when I got done recording,
[28:36.880 --> 28:40.040]  while I was editing, I ate everything.
[28:40.040 --> 28:44.440]  It seems like when I smoke the machine, I get extreme munchies.
[28:44.440 --> 28:46.600]  So if you are, if you're a cancer patient,
[28:46.600 --> 28:48.400]  or if you've got a medicine or something
[28:48.400 --> 28:49.600]  that is stopping you from eating,
[28:49.600 --> 28:51.520]  if you need an increased appetite,
[28:51.520 --> 28:53.840]  the machine may be a great medical strain for you.
[28:53.840 --> 28:56.200]  It may help you out, may increase that appetite,
[28:56.200 --> 28:57.960]  may help you put some weight on,
[28:57.960 --> 29:00.120]  help you build bulk up for the winter here.
[29:00.120 --> 29:00.960]  Where am I?
[29:00.960 --> 29:03.080]  I'm looking for my notes here.
[29:03.080 --> 29:07.040]  Overall, this was an easy to grow strain and top quality.
[29:07.040 --> 29:08.240]  You can grow this one.
[29:08.240 --> 29:09.680]  If you're a beginner grower,
[29:10.320 --> 29:11.360]  as long as you don't overwater this plant,
[29:11.360 --> 29:13.440]  you can grow this and it looks like you grew something
[29:13.440 --> 29:15.960]  that should have been super challenging to grow.
[29:15.960 --> 29:19.080]  This is an easy plant to grow that will put out connoisseur smoke
[29:19.080 --> 29:20.720]  is a note that I wrote down.
[29:20.720 --> 29:22.320]  It handles overfeeding.
[29:22.320 --> 29:23.520]  It'll handle underfeeding,
[29:23.520 --> 29:24.960]  which you've got to pay attention to it.
[29:24.960 --> 29:26.640]  It'll come out better if you feed it properly.
[29:26.640 --> 29:28.080]  Every plant will.
[29:28.080 --> 29:29.720]  It handles temp swings well.
[29:29.720 --> 29:31.800]  It is super easy to trim.
[29:31.800 --> 29:33.160]  Big fat bag appeal.
[29:33.160 --> 29:36.400]  The nugs, the dried and cured nugs look beautiful.
[29:36.400 --> 29:39.080]  Big fat pine cones, big long spears,
[29:39.520 --> 29:42.920]  beautiful dark colors, beautiful layers of trichomes,
[29:42.920 --> 29:47.040]  super frosty, gross aromas, nice dense nugs.
[29:47.040 --> 29:49.800]  Lots of dense, dense nuggets come out of these crosses.
[29:49.800 --> 29:52.000]  I wrote down again, easy for beginners,
[29:52.000 --> 29:54.320]  low maintenance if you time it right.
[29:54.320 --> 29:56.920]  The biggest issue will be height and stank
[29:56.920 --> 29:59.760]  and something to look out for will be overwatering.
[29:59.760 --> 30:01.040]  You do have to time it correctly.
[30:01.040 --> 30:03.400]  Flower early if you were limited on space,
[30:03.400 --> 30:05.760]  flower early because this one's going to double
[30:05.760 --> 30:06.600]  in height on you.
[30:06.600 --> 30:08.920]  It's going to veg very, very quickly.
[30:09.760 --> 30:11.240]  Then it's going to flower and it will double in height.
[30:11.240 --> 30:13.680]  So make sure you are prepared for that.
[30:13.680 --> 30:15.580]  It's great plants for quick runs
[30:15.580 --> 30:19.160]  because it veges so quickly and is ready to flip early.
[30:19.160 --> 30:22.720]  Most of the time you may be veging for four to six weeks.
[30:22.720 --> 30:24.760]  You may want to cut that down and just plant on the four
[30:24.760 --> 30:26.260]  because they're going to go so quickly.
[30:26.260 --> 30:28.120]  It may save you a couple of weeks,
[30:28.120 --> 30:29.480]  which is always a good thing in a grow
[30:29.480 --> 30:32.120]  that gets more plants, more grows per year.
[30:32.120 --> 30:33.920]  It doesn't require a lot of attention.
[30:33.920 --> 30:35.760]  Get it supported, pull a few leaves,
[30:35.760 --> 30:36.960]  feed the shit out of it.
[30:36.960 --> 30:39.280]  And I wrote down, she will bang.
[30:39.280 --> 30:40.960]  So it's a pretty easy plant to grow.
[30:40.960 --> 30:43.260]  If you flip it early, don't get it too tall.
[30:43.260 --> 30:44.360]  If you do get her too tall,
[30:44.360 --> 30:46.440]  you could pop her, twist her, bend her,
[30:46.440 --> 30:47.800]  tie her down, do what you need to do.
[30:47.800 --> 30:49.680]  She takes very well to that sort of stuff.
[30:49.680 --> 30:51.720]  She does recover very quickly and very well
[30:51.720 --> 30:54.080]  from popping, topping and abuse.
[30:54.080 --> 30:56.280]  I think the machine is a great plant for quick runs
[30:56.280 --> 30:58.520]  because she veges super quickly.
[30:58.520 --> 31:00.480]  She flowers in about nine or 10 weeks,
[31:00.480 --> 31:02.580]  which is great for top quality product.
[31:02.580 --> 31:05.600]  I'm sure you can find a phenotype that is done in nine weeks
[31:05.600 --> 31:07.280]  that will suit your purposes.
[31:07.280 --> 31:08.560]  All right, I do have one more detail
[31:08.560 --> 31:10.400]  before I start wrapping up this show.
[31:10.400 --> 31:13.240]  If I were going to grow a run of the machine right now
[31:13.240 --> 31:14.920]  with what I know about her,
[31:14.920 --> 31:16.560]  with the experience I've got with this plant,
[31:16.560 --> 31:19.360]  the way that I would do it is I would probably run.
[31:19.360 --> 31:21.200]  So let me preface by saying a lot of people
[31:21.200 --> 31:23.560]  are probably growing in a five by five tent
[31:23.560 --> 31:26.560]  or something similar, maybe a small room.
[31:26.560 --> 31:29.400]  A lot of us don't have major high ceilings.
[31:29.400 --> 31:31.640]  We've got a little bit of space to work with.
[31:31.640 --> 31:33.800]  In a five by five tent or something similar,
[31:33.800 --> 31:35.840]  this is probably what I would do.
[31:35.840 --> 31:39.920]  I would probably do nine three gallon pots
[31:39.920 --> 31:42.640]  and I would veg them up until they are about 12
[31:42.640 --> 31:44.300]  to 18 inches tall.
[31:44.300 --> 31:46.040]  Then I would flower them.
[31:46.040 --> 31:49.380]  If you want to spread them out, if you want to trellis them,
[31:49.380 --> 31:53.800]  I would top them one time early, about 10 to 12 inches tall.
[31:53.800 --> 31:56.960]  As soon as they start branching, take a top out of them,
[31:56.960 --> 31:59.580]  then put the trellis net down and spread them out.
[31:59.580 --> 32:01.320]  Let that go for maybe a week
[32:01.320 --> 32:03.760]  because they're going to veg quickly into that trellis.
[32:04.600 --> 32:05.640]  Then flip them because they're going to grow tall
[32:05.640 --> 32:07.140]  and they're going to fill that area.
[32:07.140 --> 32:08.560]  So that's the way I would do it.
[32:08.560 --> 32:11.560]  Three, nine, three gallon pots,
[32:11.560 --> 32:14.280]  veg them until they're about 12 to 18 inches tall,
[32:14.280 --> 32:16.360]  then flip them and they will fill your space
[32:16.360 --> 32:19.840]  or veg them until they're about 10 or 12 inches tall,
[32:19.840 --> 32:22.900]  top them one time, spread them out with the trellis,
[32:22.900 --> 32:25.520]  let them fill that space, then flip them.
[32:25.520 --> 32:27.360]  I think you'll be satisfied with that.
[32:27.360 --> 32:29.840]  Maybe I would consider four or seven gallon pots
[32:29.840 --> 32:32.680]  in a five by five space, but as quickly as they veg,
[32:32.680 --> 32:34.440]  that may get out of control.
[32:34.440 --> 32:36.120]  They may outgrow your space more quickly
[32:36.120 --> 32:37.480]  than you were prepared for.
[32:37.480 --> 32:39.640]  But if I wanted to run a quick crop of these plants,
[32:39.640 --> 32:42.040]  the way that I would do it again would be nine,
[32:42.040 --> 32:44.440]  three gallon pots in a five by five,
[32:44.440 --> 32:47.220]  veg them until they're about 12 to 18 inches tall,
[32:47.220 --> 32:50.780]  then flower them, let them flower for nine to 10 weeks,
[32:50.780 --> 32:54.460]  maybe 72 days at the most, chop them, dry them, cure them.
[32:54.460 --> 32:58.880]  You've got a quick crop of top shelf product in my opinion.
[32:58.880 --> 33:00.480]  You guys, I wasn't sure if I was going to say this,
[33:00.480 --> 33:03.200]  but I think I enjoy the machine so much
[33:03.200 --> 33:06.360]  that it may become my new concert smoke.
[33:06.360 --> 33:09.160]  This may replace the Grateful Dog.
[33:09.160 --> 33:12.780]  The Grateful Dog has been my go-to choice for concert weed.
[33:13.800 --> 33:14.800]  This may replace that.
[33:14.800 --> 33:16.720]  We'll talk about the Grateful Dog in the future.
[33:16.720 --> 33:18.640]  All right, ladies and gentlemen, boys, girls, pimps,
[33:18.640 --> 33:20.560]  hoes, friends, foes, smokers, growers,
[33:20.560 --> 33:22.320]  clone cutters, pollen chuckers,
[33:22.320 --> 33:23.920]  all of you beautiful cannabis enthusiasts,
[33:23.920 --> 33:25.400]  I want to thank you once again for listening
[33:25.400 --> 33:28.100]  to another episode of the Grow From Your Heart podcast.
[33:28.100 --> 33:30.680]  If you made it this far, it is time for me to announce
[33:30.680 --> 33:33.780]  that The Machine and Saka Souffle will be available
[33:33.780 --> 33:37.260]  at seedsherenow.com on the Black Friday sale.
[33:37.260 --> 33:39.300]  That does start November 25th.
[33:39.300 --> 33:41.260]  They will drop on November 25th,
[33:41.260 --> 33:42.740]  so make sure you check that out.
[33:42.740 --> 33:45.240]  Once again, that is seedsherenow.com
[33:45.240 --> 33:48.540]  on November 25th for Saka Souffle and The Machine.
[33:48.540 --> 33:50.500]  There will be a special sale running.
[33:50.500 --> 33:53.540]  If you buy both packs, you will get a free 10-pack
[33:53.540 --> 33:55.860]  of unreleased iRegenetics.
[33:55.860 --> 33:57.060]  What will it be?
[33:57.060 --> 33:57.900]  Who knows?
[33:57.900 --> 33:59.500]  I'll label the pack so that I know what it is.
[33:59.500 --> 34:00.940]  I can tell you in the future,
[34:00.940 --> 34:03.820]  but at this time it will be an unreleased pack
[34:03.820 --> 34:07.420]  with a secret code on it so you don't even know what it is.
[34:07.420 --> 34:11.080]  All right, seedsherenow.com on November 25th.
[34:11.080 --> 34:12.460]  All right, where was I?
[34:12.460 --> 34:13.900]  I was gonna wrap it up, right?
[34:13.900 --> 34:16.860]  Make sure you check out the website at iRegenetics.com.
[34:16.860 --> 34:18.540]  There will be a link to all of the seed vendors.
[34:18.540 --> 34:20.500]  There's a link to seedsherenow.com.
[34:20.500 --> 34:21.980]  There's a link to the Discord, of course.
[34:21.980 --> 34:23.820]  There's a link to the Patreon.
[34:23.820 --> 34:25.440]  If you've got any other questions, corrections,
[34:25.440 --> 34:26.760]  comments, or concerns, you know I'd love
[34:27.460 --> 34:28.280]  to hear from you.
[34:28.280 --> 34:31.160]  The email address is growfromyourheartathotmail.com.
[34:31.160 --> 34:32.040]  Don't be shy.
[34:32.040 --> 34:34.560]  Send me your questions, corrections, comments, or concerns.
[34:34.560 --> 34:37.040]  I do love the community interaction.
[34:37.040 --> 34:38.880]  All right, that is all I've got for this episode.
[34:38.880 --> 34:40.240]  You know I'll be back in a couple of days
[34:40.240 --> 34:41.720]  with fresh new content.
[34:41.720 --> 34:44.560]  I wanna give a big shout out to my buddy, Mobius Grows,
[34:44.560 --> 34:47.280]  and until next time, take a fat dab
[34:47.280 --> 34:48.840]  and give your mom a hug for me.
[34:48.840 --> 34:53.840]  ♪ Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey ♪
