[00:16.640 --> 00:19.160]  Welcome back, Cannabis community.
[14:46.900 --> 14:48.300]  and answer cannabis grow questions.
[14:48.300 --> 14:49.180]  People ask questions.
[14:49.180 --> 14:50.100]  We have conversation.
[14:50.100 --> 14:53.780]  We talk about random shit and I get high as giraffe pussy.
[14:53.780 --> 14:56.140]  But Instagram, I'm irie underscore genetics
[14:56.140 --> 14:57.580]  and I was doing an Instagram Live video
[14:57.580 --> 15:01.980]  and somebody asked me if I had any tips for a new grower.
[15:01.980 --> 15:03.300]  And my first tip of course was,
[15:03.300 --> 15:04.460]  yeah, listen to my podcast.
[15:04.460 --> 15:05.780]  And I pitched the show at him.
[15:05.780 --> 15:09.900]  Then my second tip was go buy and read
[15:09.900 --> 15:11.500]  a well-written cannabis book
[15:11.500 --> 15:15.860]  from a well-known grower and or cannabis author.
[15:15.900 --> 15:18.340]  Somebody like Ed Rosenthal, Jorge Cervantes,
[15:18.340 --> 15:21.540]  Drew West, Greg Green, somebody in that realm.
[15:21.540 --> 15:22.660]  Buy a cannabis book.
[15:22.660 --> 15:25.060]  So if anybody out there is thinking
[15:25.060 --> 15:27.420]  about starting a cannabis grow,
[15:27.420 --> 15:31.100]  before you buy any seeds, before you buy a clone,
[15:31.100 --> 15:32.820]  before you buy a grow light,
[15:32.820 --> 15:35.580]  before you pick which room you're going to grow in,
[15:35.580 --> 15:37.940]  the first thing you should do is go to Amazon
[15:37.940 --> 15:39.980]  and order one or two grow books,
[15:39.980 --> 15:41.580]  wait for them to come in the mail
[15:41.580 --> 15:44.360]  and then crack them open and read them cover to cover
[15:44.360 --> 15:46.880]  so that when you get your seeds or your clones,
[15:46.880 --> 15:48.640]  you know what kind of light to buy,
[15:48.640 --> 15:50.840]  you know what kind of ventilation you're gonna need.
[15:50.840 --> 15:53.720]  Do some research before you buy the seeds,
[15:53.720 --> 15:55.480]  before you buy the clones.
[15:55.480 --> 15:57.240]  I think if you're gonna have a puppy,
[15:57.240 --> 16:01.400]  you should probably go get a puppy food bowl.
[16:01.400 --> 16:02.600]  You should get a leash.
[16:02.600 --> 16:04.400]  You should have all the requirements for a puppy
[16:04.400 --> 16:05.680]  before you bring the puppy home.
[16:05.680 --> 16:06.880]  You don't wanna bring the puppy home
[16:06.880 --> 16:07.700]  and then throughout the day go,
[16:07.700 --> 16:08.800]  shit, I need a dog bowl
[16:08.800 --> 16:10.880]  and then have to drive to the dog bowl store
[16:10.880 --> 16:12.360]  and get a dog bowl and then realize later,
[16:12.360 --> 16:13.800]  should I need a leash and have to go.
[16:14.240 --> 16:17.320]  You should have all the basic necessities figured out
[16:17.320 --> 16:18.600]  before you get a puppy
[16:18.600 --> 16:21.280]  and I feel the same way about before you get plants.
[16:21.280 --> 16:23.240]  So for a new grower,
[16:23.240 --> 16:26.200]  my first advice would be to get cannabis books
[16:26.200 --> 16:28.800]  and read them, know what to expect about cannabis
[16:28.800 --> 16:31.520]  so that when you're growing and a problem pops up,
[16:31.520 --> 16:33.960]  you don't have to get on some sort of social media
[16:33.960 --> 16:35.560]  and message me immediately and go,
[16:35.560 --> 16:37.400]  hey, Rasta Jeff, what's going wrong with my plant?
[16:37.400 --> 16:38.720]  Tell me, help me, help me.
[16:38.720 --> 16:40.200]  You can look into your book and you can go,
[16:40.200 --> 16:41.920]  oh, I read about this a couple of weeks ago
[16:41.920 --> 16:43.020]  when I was pooping
[16:43.020 --> 16:45.220]  and this is probably a phosphorus deficiency,
[16:45.220 --> 16:46.620]  which is probably this
[16:46.620 --> 16:47.720]  and then you can figure it out
[16:47.720 --> 16:48.900]  because you've already read ahead
[16:48.900 --> 16:49.860]  and there's no need to panic.
[16:49.860 --> 16:50.700]  So for a new grower,
[16:50.700 --> 16:54.080]  my first advice would be get some books
[16:54.080 --> 16:56.060]  and then another piece of advice
[16:56.060 --> 16:57.820]  and I've said this before on the show,
[16:57.820 --> 17:00.700]  there's no magic bullet when it comes to growing cannabis.
[17:00.700 --> 17:02.620]  Every small piece of the puzzle
[17:02.620 --> 17:05.860]  adds up to the quality of product you have in the end.
[17:05.860 --> 17:06.980]  If you've got good lights,
[17:06.980 --> 17:08.020]  if you've got good air,
[17:08.020 --> 17:09.140]  if you've got good water,
[17:09.140 --> 17:10.200]  if you've got good soil,
[17:10.200 --> 17:11.880]  if you've got good nutrients,
[17:11.880 --> 17:13.800]  if you bottomed and pruned those plants
[17:13.800 --> 17:14.840]  and popped the stems well
[17:14.840 --> 17:15.680]  and took care,
[17:15.680 --> 17:16.840]  if you've got good genetics,
[17:16.840 --> 17:20.000]  if you took care of everything the way you needed to,
[17:20.000 --> 17:22.360]  your plants will reach their full potential
[17:22.360 --> 17:25.160]  but if you don't do everything that needs to be done,
[17:25.160 --> 17:28.080]  those plants are gonna lack in some area.
[17:28.080 --> 17:31.820]  There are a lot of pieces of the puzzle to put together
[17:31.820 --> 17:34.280]  and for each piece of that puzzle that you're missing,
[17:34.280 --> 17:36.160]  the completed picture starts to look worse.
[17:36.160 --> 17:38.040]  The potential goes down.
[17:38.040 --> 17:42.360]  So it's all about having each piece of that puzzle in place.
[17:42.360 --> 17:43.980]  It's about having the correct lighting,
[17:43.980 --> 17:45.580]  having the light, the right height,
[17:45.580 --> 17:46.800]  the right spectrum,
[17:46.800 --> 17:47.940]  having the right genetics,
[17:47.940 --> 17:48.960]  using the right soil,
[17:48.960 --> 17:50.960]  using the right amount of perlite in your soil,
[17:50.960 --> 17:52.260]  feeding the right time,
[17:52.260 --> 17:53.500]  the right pH.
[17:53.500 --> 17:55.160]  It's all about adding everything up.
[17:55.160 --> 17:57.600]  So there's no magic bullet for growing cannabis.
[17:57.600 --> 17:59.680]  There's nothing you can buy just to simplify it.
[17:59.680 --> 18:01.720]  There's no machine you can put your plant in
[18:01.720 --> 18:04.080]  that will grow it and grow the best cannabis ever.
[18:04.080 --> 18:05.720]  You have to pay attention to it.
[18:05.720 --> 18:07.120]  You have to build a proper grow room.
[18:07.120 --> 18:10.440]  You have to give it love and you just have to maintain it.
[18:10.440 --> 18:12.200]  And part of maintaining your cannabis plants
[18:12.200 --> 18:14.360]  is being there and seeing what they're doing
[18:14.360 --> 18:16.160]  because you can't time things properly
[18:16.160 --> 18:17.400]  if you don't learn the plant.
[18:17.400 --> 18:19.640]  So you have to be there and pay attention
[18:19.640 --> 18:21.040]  and learn the timing of the plant.
[18:21.040 --> 18:23.820]  And when you have to know when to do things ahead of time
[18:23.820 --> 18:25.640]  so that you can get what you want out of the plant.
[18:25.640 --> 18:27.440]  You have to have a schedule.
[18:27.440 --> 18:30.560]  You have to understand how to identify pests and problems.
[18:30.560 --> 18:34.080]  So it's a lot of pieces of a puzzle that go together
[18:34.080 --> 18:36.620]  to making the perfect grow.
[18:37.240 --> 18:38.480]  And it's surprising how quickly
[18:38.480 --> 18:40.660]  when one piece of that puzzle falls apart,
[18:40.660 --> 18:43.000]  how the whole pyramid just starts crumbling
[18:43.000 --> 18:44.920]  because you see a problem here
[18:44.920 --> 18:46.240]  and that causes a problem here
[18:46.240 --> 18:48.360]  and then a grower freaks out and wants to correct it
[18:48.360 --> 18:50.160]  and causes two more problems.
[18:50.160 --> 18:51.300]  It goes very quickly.
[18:51.300 --> 18:53.800]  So you have to get all your pieces dialed in
[18:53.800 --> 18:57.000]  and then you can get your crop to its potential.
[18:57.000 --> 18:58.600]  You guys, I feel like I've been rambling for a long time.
[18:58.600 --> 18:59.440]  I'm gonna press pause.
[18:59.440 --> 19:00.960]  I'm gonna take a drink and I'll be right back
[19:00.960 --> 19:04.560]  and we will read some listener emails.
[19:04.560 --> 19:05.520]  All right, podcast world.
[19:05.560 --> 19:07.600]  I am back and I am well hydrated.
[19:07.600 --> 19:09.280]  I have got an email from a listener
[19:09.280 --> 19:10.640]  who they did not state if they want me
[19:10.640 --> 19:12.240]  to say their name or not.
[19:12.240 --> 19:15.400]  So I will skip that part, but the subject is help me.
[19:15.400 --> 19:18.000]  And the email goes like this.
[19:18.000 --> 19:20.160]  I just wanna start by saying you have by far
[19:20.160 --> 19:22.560]  the best educational cannabis podcast.
[19:22.560 --> 19:24.660]  I listen to it every day.
[19:24.660 --> 19:25.860]  Why I am reaching out though
[19:25.860 --> 19:28.060]  is because I am having a major issue.
[19:28.060 --> 19:30.700]  I would consider myself a very experienced grower
[19:30.700 --> 19:33.020]  with over 10 years of growing under my belt
[19:33.020 --> 19:35.260]  from gorilla outdoor grows,
[19:35.260 --> 19:38.380]  light depth greenhouses and warehouse indoor.
[19:38.380 --> 19:41.180]  I have a custom salt mix using house and garden for my base
[19:41.180 --> 19:43.500]  and for additives I use liquid cool bloom,
[19:43.500 --> 19:47.700]  bud candy, Flora Delicious Plus, Bud XL and magnesium.
[19:47.700 --> 19:49.940]  No PGRs and no pesticides.
[19:49.940 --> 19:51.580]  I pH at 6.0.
[19:51.580 --> 19:52.420]  You might be a little low.
[19:52.420 --> 19:53.680]  I'd raise that to start.
[19:53.680 --> 19:56.300]  And I use Pro-Mix peat moss for my medium.
[19:56.300 --> 20:00.460]  Govita lights, temps at 77 during the day and 67 at night.
[20:00.460 --> 20:01.780]  That's good.
[20:01.780 --> 20:03.140]  Maybe a little higher but sounds good.
[20:03.140 --> 20:04.820]  Humidity at 55.
[20:04.820 --> 20:07.120]  I keep getting large amounts of seeds
[20:07.120 --> 20:11.200]  in my entire indoor grow with no males or bananas on site.
[20:11.200 --> 20:14.260]  This is not strain specific and has to be something
[20:14.260 --> 20:16.860]  with my feed regimen but it is horrible.
[20:16.860 --> 20:19.660]  I live in Northern California and recently quit my day job
[20:19.660 --> 20:23.020]  to start as a lead grower at a commercial grow
[20:23.020 --> 20:24.940]  that will be starting business in March.
[20:24.940 --> 20:26.120]  Please help me Rasta Jeff.
[20:26.120 --> 20:27.940]  This would be life changing for me.
[20:27.940 --> 20:31.320]  I am donating to your podcast as we speak.
[20:31.760 --> 20:34.440]  By donating he is talking about my Patreon campaign.
[20:34.440 --> 20:35.880]  If you're interested in contributing,
[20:35.880 --> 20:39.240]  you can go to patreon.com slash grow from your heart
[20:39.240 --> 20:40.760]  and you can make a contribution.
[20:40.760 --> 20:43.440]  Hey, thank you for the contribution over there on Patreon.
[20:43.440 --> 20:44.560]  Let's get into your email.
[20:44.560 --> 20:47.400]  There are a couple of things here that get my attention.
[20:47.400 --> 20:50.560]  First off, I would raise the pH of your feed a little bit.
[20:50.560 --> 20:52.260]  You said you pH at 6.0.
[20:52.260 --> 20:54.120]  I'd go to 6.3, maybe 6.5.
[20:54.120 --> 20:54.960]  That would help you out.
[20:54.960 --> 20:57.440]  It would make more nutrients available to your plants.
[20:57.440 --> 21:00.120]  Now, I'm getting large amounts of seeds
[21:00.120 --> 21:03.580]  in my entire indoor grow with no males or bananas on site.
[21:04.520 --> 21:06.760]  Pollen is coming from somewhere.
[21:06.760 --> 21:09.840]  It is either coming from in the room or outside of the room.
[21:09.840 --> 21:13.360]  Are you exposed to other crops that may have a male?
[21:13.360 --> 21:15.980]  Are you exposed to hemp crops that may have a male?
[21:15.980 --> 21:18.840]  Are you going anywhere that there may be male pollen
[21:18.840 --> 21:20.760]  around at any course of your grow?
[21:20.760 --> 21:22.120]  That's something to consider.
[21:22.120 --> 21:24.200]  Are you bringing pollen in?
[21:24.200 --> 21:26.600]  But most likely, this pollen is coming
[21:26.600 --> 21:28.000]  from inside of your grow.
[21:28.000 --> 21:30.080]  The seeds aren't happening without pollen.
[21:30.920 --> 21:32.920]  I would assume that this is an inside job.
[21:33.840 --> 21:35.880]  You listed off a lot of nutrients.
[21:35.880 --> 21:39.380]  And you may be overfeeding with all of that stuff in there.
[21:39.380 --> 21:40.420]  You may be doubling up.
[21:40.420 --> 21:43.000]  You're giving it Cool Bloom, Bud Candy, Floralicious Plus.
[21:43.000 --> 21:44.760]  I think those are all basically the same thing.
[21:44.760 --> 21:46.640]  I'm not familiar with those products.
[21:46.640 --> 21:47.960]  I am the Bud XL.
[21:48.960 --> 21:50.320]  That may all be the same thing.
[21:50.320 --> 21:51.880]  You may be overfeeding a little bit,
[21:51.880 --> 21:53.600]  which may be stressing the plant.
[21:53.600 --> 21:55.320]  I'm not certain on that.
[21:55.320 --> 21:57.280]  You say no PGRs, no pesticides.
[21:57.280 --> 21:59.480]  The pH you mentioned, that's too low.
[21:59.680 --> 22:01.640]  If you think you've got your nutrients dialed in,
[22:01.640 --> 22:03.460]  if you don't feel that that's the problem,
[22:03.460 --> 22:06.720]  my first guess on this would be a light leak.
[22:06.720 --> 22:08.520]  There's gotta be a light problem,
[22:08.520 --> 22:10.960]  but that would slow your growth and indicate somewhere
[22:10.960 --> 22:11.800]  that there was a problem
[22:11.800 --> 22:13.800]  and you would probably seen anters.
[22:13.800 --> 22:15.640]  But I would assume there's a light leak somewhere.
[22:15.640 --> 22:17.080]  It was probably that when I emailed you,
[22:17.080 --> 22:19.120]  I think my first guess was light leak.
[22:19.120 --> 22:22.080]  Here's what I would do to diagnose the light leak.
[22:22.080 --> 22:24.040]  I would go into the room.
[22:24.040 --> 22:27.620]  Go into the room when it is sunlight outside.
[22:27.620 --> 22:28.800]  I don't know where your grow is.
[22:28.840 --> 22:29.960]  I don't know if it's in a basement.
[22:29.960 --> 22:30.960]  I don't know if it's in the attic.
[22:30.960 --> 22:32.280]  I don't know if it's in the backyard.
[22:32.280 --> 22:33.960]  I don't know what you've got going.
[22:33.960 --> 22:37.920]  Go into the grow when there is sunshine outside
[22:37.920 --> 22:39.720]  and turn off all of your grow lights.
[22:39.720 --> 22:40.760]  Turn off every light.
[22:40.760 --> 22:41.960]  Turn off your grow lights.
[22:41.960 --> 22:44.960]  Leave all of your equipment on and just sit in that grow.
[22:44.960 --> 22:47.580]  Sit still for like five to 10 minutes
[22:47.580 --> 22:49.360]  and let your eyes adjust
[22:49.360 --> 22:51.880]  and start looking around in that grow.
[22:51.880 --> 22:53.800]  Do you see any light?
[22:53.800 --> 22:56.020]  Sometimes if you have ducted lights
[22:56.020 --> 22:57.920]  with the ducting coming from outside,
[22:57.920 --> 22:59.560]  the light will travel through the ducting
[22:59.560 --> 23:01.000]  right into your reflector
[23:01.000 --> 23:02.080]  and it'll look just like lights
[23:02.080 --> 23:04.500]  coming through your light reflector with no bulb turned on
[23:04.500 --> 23:06.880]  and that's the sunshine coming down your ducting.
[23:06.880 --> 23:08.840]  Maybe there's a piece of equipment in there
[23:08.840 --> 23:11.120]  that's got a colored light on
[23:11.120 --> 23:13.340]  that is disrupting your plant sleep cycle.
[23:13.340 --> 23:15.320]  Go in there and turn off all the lights
[23:15.320 --> 23:16.880]  and just wait a little bit.
[23:16.880 --> 23:19.400]  And if you can see your hand in front of your face,
[23:19.400 --> 23:20.800]  there's too much light in there.
[23:20.800 --> 23:23.260]  If there's light coming from the crack under the door,
[23:23.260 --> 23:25.080]  if there is any light, it's too much.
[23:25.080 --> 23:26.880]  The only light that is acceptable
[23:26.880 --> 23:28.520]  would be a green LED light.
[23:28.520 --> 23:31.400]  Like if you've got an indicator light on your CO2
[23:31.400 --> 23:33.520]  or if you've got a green indicator light
[23:33.520 --> 23:34.600]  on any of your equipment,
[23:34.600 --> 23:36.680]  green is the only acceptable light
[23:36.680 --> 23:38.440]  at this time in your grow room.
[23:38.440 --> 23:41.560]  So a green LED would be the only thing you can approve of.
[23:41.560 --> 23:42.580]  If you've got other light,
[23:42.580 --> 23:44.920]  you have to stop that light from coming in.
[23:44.920 --> 23:46.500]  Zero light means zero light.
[23:46.500 --> 23:48.760]  You want absolute total darkness.
[23:48.760 --> 23:50.120]  You don't wanna be able to see your hand
[23:50.120 --> 23:51.240]  in front of your face.
[23:51.240 --> 23:53.680]  You wanna accidentally bump your fingers on your nose
[23:53.680 --> 23:54.640]  when you reach for your face
[23:54.640 --> 23:56.240]  because you can't see your own hand.
[23:56.240 --> 23:57.780]  That's how dark you need it in there.
[23:57.780 --> 23:59.320]  So if you've got any light in there,
[23:59.320 --> 24:00.880]  it is causing a problem.
[24:00.880 --> 24:02.720]  And the plant that is getting the light,
[24:02.720 --> 24:04.080]  if it's a keyhole,
[24:04.080 --> 24:05.920]  if the light is coming in through the keyhole,
[24:05.920 --> 24:07.640]  if the light is coming in through a crack,
[24:07.640 --> 24:09.580]  the plant right there that's getting hit,
[24:09.580 --> 24:12.320]  that bud is going to herm.
[24:12.320 --> 24:14.680]  So I would suspect you've either got a light leak,
[24:14.680 --> 24:15.720]  which is causing a herm,
[24:15.720 --> 24:18.700]  or you've got a plant, which is a herm itself.
[24:18.700 --> 24:20.680]  And it's just herming out and throwing pollen
[24:20.680 --> 24:23.280]  and you have not spotted the banana.
[24:23.280 --> 24:25.280]  Sometimes when you've got a big bud,
[24:25.280 --> 24:27.320]  the bananas can be in the middle.
[24:27.320 --> 24:28.160]  Just because you've got,
[24:28.160 --> 24:29.480]  imagine you've got a stick
[24:29.480 --> 24:32.280]  and then the buds are growing up the sides of the stick.
[24:32.280 --> 24:34.560]  The banana doesn't have to grow on the outside of the bud.
[24:34.560 --> 24:36.820]  That banana could have grown on the inside of the bud.
[24:36.820 --> 24:38.640]  And by banana, you guys, I'm sorry.
[24:38.640 --> 24:40.400]  By banana, I'm saying male flower.
[24:40.400 --> 24:43.720]  I mean a male flower that pops up out of a female plant
[24:43.720 --> 24:45.580]  to indicate hermaphrodism.
[24:45.580 --> 24:48.040]  Sometimes one single male banana,
[24:48.040 --> 24:49.800]  male flower will pop out of a bud
[24:49.800 --> 24:51.720]  if it's stressed or if it's got a light leak.
[24:51.720 --> 24:54.680]  And this guy's pH is off and he's feeding a little heavy.
[24:54.680 --> 24:56.200]  And I suspect there's a light leak somewhere,
[24:56.200 --> 24:57.040]  but we're gonna send him in there
[24:57.040 --> 24:58.360]  in the dark to check on that.
[24:58.360 --> 25:00.040]  Go do that soon.
[25:00.040 --> 25:01.400]  One banana will pop up
[25:01.400 --> 25:03.220]  and it may be right up against the stick,
[25:03.220 --> 25:05.800]  not on the outside of the bud, but on the inside.
[25:05.800 --> 25:07.800]  And that pollen just takes a little bit of wind
[25:07.800 --> 25:10.200]  or you just tap in the plant this hard.
[25:10.200 --> 25:11.320]  That's all you gotta tap it.
[25:11.320 --> 25:15.320]  And pollen will trickle out and fly out.
[25:15.320 --> 25:18.440]  You may be surprised at how little pollen it takes
[25:18.440 --> 25:20.640]  to seed an entire room.
[25:20.640 --> 25:23.200]  One small branch of a hermaphroditic plant
[25:23.200 --> 25:27.240]  with like a few hermaphrodite flowers
[25:27.240 --> 25:29.800]  could decimate an entire 10 by 10 grow room.
[25:29.800 --> 25:31.920]  A four light, a six light, a nine light.
[25:31.920 --> 25:35.400]  You could ruin it with one tiny hermaphrodite plant.
[25:35.400 --> 25:40.400]  You could lightly seed an entire 16 by 16 grow room
[25:40.720 --> 25:43.360]  with one medium sized male plant.
[25:43.360 --> 25:46.120]  You could lightly seed every female in that room
[25:46.120 --> 25:47.240]  if you timed it properly.
[25:47.240 --> 25:50.760]  So if one of those plants has a hermaphrodite flower
[25:50.760 --> 25:52.000]  in there, it could be blowing up.
[25:52.000 --> 25:53.120]  And if you're not noticing it,
[25:53.960 --> 25:55.560]  it just keeps going and the fan hits the pollen
[25:55.560 --> 25:57.840]  and just spreads it all throughout the room.
[25:57.840 --> 25:59.600]  So I think you've either got a light leak
[25:59.600 --> 26:02.000]  or there's a plant that's getting overfed
[26:02.000 --> 26:03.880]  and it's becoming a hermaphrodite.
[26:03.880 --> 26:05.600]  Now there are two ways to find out
[26:05.600 --> 26:07.540]  if these are causes of your problem.
[26:07.540 --> 26:09.000]  You gotta go in there and make sure
[26:09.000 --> 26:10.440]  you've got total darkness.
[26:10.440 --> 26:11.280]  That's easy to do.
[26:11.280 --> 26:12.440]  That is a quick one.
[26:12.440 --> 26:15.520]  Now the next thing you can do is adjust your feed.
[26:15.520 --> 26:18.000]  I would research and find a brand of nutrients
[26:18.000 --> 26:19.560]  that you like and you can support.
[26:19.560 --> 26:23.080]  Then I would go print out the nutrient calculator
[26:23.920 --> 26:24.760]  off of that brand's website.
[26:24.760 --> 26:26.440]  They're gonna tell you on week one of flower,
[26:26.440 --> 26:28.960]  use this much of this bottle, this much of this bottle,
[26:28.960 --> 26:30.080]  this much of this one.
[26:30.080 --> 26:32.360]  Print that out for an entire flower cycle
[26:32.360 --> 26:33.800]  and use that fairly close.
[26:33.800 --> 26:37.900]  Maybe use it at 50 or 75% of what the recommended dosage is.
[26:37.900 --> 26:41.400]  If you do decide to reduce it, reduce everything equally.
[26:41.400 --> 26:44.920]  If you're gonna go 50%, reduce every bottle 50%.
[26:44.920 --> 26:48.840]  If you're gonna go 75%, go 75 with every bottle.
[26:48.840 --> 26:51.280]  But pick a brand and then buy the lineup.
[26:51.280 --> 26:52.700]  Try to get everything that you can
[26:53.320 --> 26:55.060]  and then feed it what it's recommended
[26:55.060 --> 26:58.300]  or just a little bit lighter and do everything else the same
[26:58.300 --> 27:00.180]  and see if you have seeds in your crop.
[27:00.180 --> 27:01.860]  Again, that's gonna take a whole crop,
[27:01.860 --> 27:04.260]  but that way you'll find out if it's your feed
[27:04.260 --> 27:06.460]  and also pH it to 63 to 65.
[27:06.460 --> 27:10.260]  Get somewhere closer to 63 or 60 is too low in my opinion.
[27:10.260 --> 27:11.860]  I think your plants would respond better
[27:11.860 --> 27:14.780]  if you brought the pH of your feeding solution up
[27:14.780 --> 27:15.600]  just a little bit.
[27:15.600 --> 27:18.320]  So I suspect you've got a hermaphrodite in there.
[27:18.320 --> 27:21.340]  I suspect it's probably caused by a light leak.
[27:21.340 --> 27:22.460]  I would recommend you go in there
[27:22.460 --> 27:24.700]  and check out the light leak and then get back to me.
[27:24.700 --> 27:27.040]  Let me know if I am right or if I am wrong
[27:27.040 --> 27:29.120]  and then I will follow up with you
[27:29.120 --> 27:30.840]  and we will read your response
[27:30.840 --> 27:33.660]  and my reply on a future episode.
[27:33.660 --> 27:34.840]  Hey, I wanna thank you for the email.
[27:34.840 --> 27:36.700]  I don't know if you want me to say your name or not,
[27:36.700 --> 27:38.380]  so if we interact again,
[27:38.380 --> 27:41.720]  please let me know if you want your name said on the podcast.
[27:41.720 --> 27:43.860]  Either way, thank you for the great email
[27:43.860 --> 27:44.940]  and let's get this figured out
[27:44.940 --> 27:47.100]  because it's gotta be frustrating growing a bunch of seeds
[27:47.100 --> 27:49.220]  when you're not trying to grow seeds.
[27:49.220 --> 27:50.300]  It's gotta be annoying.
[27:50.300 --> 27:51.580]  You guys, if you wanna send me an email,
[27:51.580 --> 27:54.820]  the email address is growfromyourheart at hotmail.com.
[27:54.820 --> 27:56.940]  I would love to answer your grow-related question
[27:56.940 --> 28:00.140]  or your cannabis-related question on a future episode.
[28:00.140 --> 28:02.160]  I think I've got time for one more email.
[28:02.160 --> 28:03.720]  Let's get into this one.
[28:03.720 --> 28:05.980]  It says, Preface, I'm sure you get slammed
[28:05.980 --> 28:08.460]  with emails like this, but I have to try.
[28:08.460 --> 28:10.380]  I'm not a fan of missed opportunities.
[28:10.380 --> 28:13.100]  Thanks for reading and I hope to get a response.
[28:13.100 --> 28:15.300]  Hey, I like your style.
[28:15.300 --> 28:16.620]  I'm glad that you reached out.
[28:16.620 --> 28:17.980]  Thanks for trying.
[28:17.980 --> 28:20.660]  You can't fail if you don't try, right?
[28:20.660 --> 28:21.580]  The email goes like this.
[28:21.580 --> 28:22.500]  It says, Hey, Rasta Jeff,
[28:22.500 --> 28:24.820]  I recently discovered your podcast and I love it, man.
[28:24.820 --> 28:27.340]  I just wanted to ask some advice from you.
[28:27.340 --> 28:30.460]  I'm heavily interested in getting into growing.
[28:30.460 --> 28:31.420]  I wanna learn from people
[28:31.420 --> 28:34.020]  that will instill great practices in me.
[28:34.020 --> 28:36.100]  I recently heard an episode where you spoke
[28:36.100 --> 28:37.940]  about preferring to work with people
[28:37.940 --> 28:39.780]  that will follow directions exactly,
[28:39.780 --> 28:42.340]  and those are the grows I want to be a part of.
[28:42.340 --> 28:45.740]  I want to eventually be a master grower someday.
[28:45.740 --> 28:47.220]  Well, that's a great goal
[28:47.220 --> 28:48.660]  and it's certainly a goal you can reach
[28:48.660 --> 28:49.820]  with a mindset like that.
[28:49.820 --> 28:50.660]  The email keeps going.
[28:50.660 --> 28:52.100]  It goes, Enough rambling.
[28:52.100 --> 28:54.260]  Is there any sort of advice you can give
[28:54.260 --> 28:56.340]  about reputable channels I can go through
[28:56.340 --> 28:59.100]  to get hooked up with someone legit?
[28:59.100 --> 29:00.900]  Having absolutely no experience,
[29:00.900 --> 29:03.300]  I would like to go into a legit grow
[29:03.300 --> 29:06.020]  so that I don't get gunked up with bad habits.
[29:06.020 --> 29:09.820]  Any and all advice is welcome and much appreciated.
[29:09.820 --> 29:11.260]  Bless up and stay iry.
[29:11.260 --> 29:12.220]  And then he signed his real name,
[29:12.220 --> 29:14.420]  but I don't know if he wants me to say that.
[29:14.420 --> 29:15.260]  Ah, man.
[29:15.260 --> 29:16.100]  Great email.
[29:16.100 --> 29:17.700]  I'm glad you asked this question.
[29:17.700 --> 29:20.420]  I've got a couple of things to say about this.
[29:20.420 --> 29:22.420]  First off, you're probably going to have
[29:22.420 --> 29:24.540]  to start somewhere as a trimmer.
[29:24.540 --> 29:29.540]  90% of the grows in this state hire staff as trimmers.
[29:30.740 --> 29:32.380]  Everybody starts as a trimmer
[29:32.380 --> 29:35.300]  because that's where you show if you can show up on time.
[29:35.300 --> 29:37.620]  That's where you show if you can follow instructions.
[29:37.620 --> 29:40.060]  That's where we learn if you're tolerable as a person.
[29:40.060 --> 29:42.660]  If you get along with the rest of our crew,
[29:42.660 --> 29:45.580]  starting you as a trimmer just gets you in the door
[29:45.580 --> 29:46.820]  and we need people to trim.
[29:46.820 --> 29:48.180]  We always need people to trim.
[29:48.180 --> 29:50.580]  So we find trimmers, we get you trimming,
[29:50.580 --> 29:51.420]  and then we learn you
[29:51.420 --> 29:53.740]  and we figure out where else you may be useful.
[29:53.740 --> 29:56.180]  So don't be afraid and don't feel like
[29:56.180 --> 29:59.740]  you are selling yourself short by starting as a trimmer.
[29:59.740 --> 30:02.100]  Start off as a trimmer and trim your ass off.
[30:02.100 --> 30:04.940]  I can tell by this message that you are going to be
[30:04.940 --> 30:06.860]  one of those trimmers that stands out.
[30:06.860 --> 30:08.060]  There are always a couple of trimmers
[30:08.060 --> 30:10.020]  that you know on their first week.
[30:10.020 --> 30:12.620]  When it's time to clean up, grab a broom.
[30:12.620 --> 30:14.380]  Don't have to, don't be one of the guys
[30:14.380 --> 30:15.980]  that somebody has to give you a broom.
[30:15.980 --> 30:17.500]  Be the guy that went and got two brooms
[30:17.500 --> 30:19.780]  and handed the broom to the guy that doesn't do shit.
[30:19.780 --> 30:21.260]  There's always a guy that doesn't do shit.
[30:21.260 --> 30:22.940]  There's always a guy that does extra.
[30:22.940 --> 30:25.180]  Be the guy that does extra and pass the second broom
[30:25.180 --> 30:26.740]  to the guy that doesn't do shit.
[30:26.740 --> 30:28.360]  Be the guy that gets shit started.
[30:28.360 --> 30:30.660]  Be the guy that gets shit done.
[30:30.660 --> 30:32.640]  I can tell you said you wanna learn from people
[30:32.640 --> 30:34.900]  that will instill great practices in you
[30:34.900 --> 30:35.960]  and you wanna work with people
[30:35.960 --> 30:37.820]  that follow directions exactly
[30:37.820 --> 30:40.700]  and you wanna be in those styles of grows.
[30:40.700 --> 30:43.280]  Unfortunately, you are walking into someone's grow.
[30:43.280 --> 30:45.760]  You're gonna have to do it their way.
[30:45.760 --> 30:47.840]  What you can do is do it their way
[30:47.840 --> 30:49.560]  to the best of your ability
[30:49.560 --> 30:54.440]  and do exactly what they ask for the best you can.
[30:54.440 --> 30:56.240]  And sometimes it's gonna drive you crazy
[30:56.240 --> 30:57.920]  not being able to do things your way
