[00:00.320 --> 00:05.120]  Welcome back, cannabis community.
[17:31.600 --> 17:34.600]  Remember that it is illegal to take your cannabis into a national forest.
[17:34.600 --> 17:38.000]  Um, yeah, that's all I got to say.
[17:38.000 --> 17:41.640]  Ladies and gentlemen, that was a great short podcast.
[17:41.640 --> 17:42.720]  I had fun doing that one.
[17:42.720 --> 17:44.280]  All one take, no editing.
[17:44.280 --> 17:45.280]  Thanks for hanging out.
[17:45.280 --> 17:47.880]  I do need to give a huge shout out to my friends at PL Grow Systems.
[17:47.880 --> 17:51.640]  I'm not going to do a long ad in this short episode, but I do owe them a shout out and
[17:51.640 --> 17:52.880]  a lot of love.
[17:52.880 --> 17:58.240]  Also do not forget about the 420 sale at the Hella Dank Seed Company at dankseed.store.
[17:58.240 --> 18:00.760]  You can get four packs, four or five packs.
[18:00.760 --> 18:03.720]  Of irigenetic seeds for $120.
[18:03.720 --> 18:07.400]  Plus you will get a free five pack of cactus cooler to arise.
[18:07.400 --> 18:11.440]  The only way you can get the cactus cooler to arise is to buy four or five packs of irogenetic
[18:11.440 --> 18:12.900]  seeds during this sale.
[18:12.900 --> 18:14.380]  They're not available any other way.
[18:14.380 --> 18:16.460]  So jump on there, check it out.
[18:16.460 --> 18:21.000]  Also you're going to get another free five pack of something selected by my friends at
[18:21.000 --> 18:22.240]  the Hella Dank Seed Company.
[18:22.240 --> 18:24.000]  The other pack is not up to me.
[18:24.000 --> 18:25.000]  That's up to them.
[18:25.000 --> 18:27.880]  I know you're going to get the cactus cooler to arise.
[18:27.880 --> 18:28.960]  I know you're going to get a good deal.
[18:28.960 --> 18:30.360]  I know you're going to get fast shipping.
[18:30.360 --> 18:32.080]  I know you're going to get treated with love and respect.
[18:32.080 --> 18:38.960]  So make sure you check out the Hella Dank Seed Company's 420 sale at dankseed.store.
[18:38.960 --> 18:41.800]  Ladies and gentlemen, you know I want you to stalk me on all of the social media.
[18:41.800 --> 18:44.240]  Check me out on Facebook, the Grow From Your Heart podcast.
[18:44.240 --> 18:46.520]  Find me on Instagram, it's iri underscore genetics.
[18:46.520 --> 18:48.840]  Find me on Twitter at GFYH podcast.
[18:48.840 --> 18:50.520]  Of course you can send me an email.
[18:50.520 --> 18:52.760]  It's growfromyourheartathotmail.com.
[18:52.760 --> 18:57.800]  On YouTube I have got 203 videos I think up to YouTube now.
[18:57.800 --> 18:59.400]  I'll get more up really soon.
[18:59.400 --> 19:01.240]  I figured out a way to make it go faster.
[19:01.240 --> 19:02.960]  I also have purchased a new machine.
[19:02.960 --> 19:04.320]  It's not here yet.
[19:04.320 --> 19:08.200]  It better get here tomorrow or I'm going to act a fool in Best Buy.
[19:08.200 --> 19:10.240]  I'll let you guys know how that goes.
[19:10.240 --> 19:13.000]  If it comes or if I act a fool.
[19:13.000 --> 19:14.760]  You'll find out, trust me.
[19:14.760 --> 19:16.600]  Also videos, check out the videos.
[19:16.600 --> 19:18.000]  Grow From Your Heart podcast on YouTube.
[19:18.000 --> 19:19.000]  Also don't forget about Patreon.
[19:19.000 --> 19:20.840]  I remind you about Patreon every episode.
[19:20.840 --> 19:21.840]  I'll be quick.
[19:21.840 --> 19:27.880]  Patreon.com slash growfromyourheart is a way that you can contribute to the podcast.
[19:27.880 --> 19:31.520]  I had to purchase a new MacBook Pro because mine was taking a poop and that's how I produced
[19:31.520 --> 19:32.760]  the show.
[19:32.760 --> 19:34.800]  It was a little pricey.
[19:34.800 --> 19:39.240]  If you'd like to help offset the cost of that, patreon.com slash growfromyourheart is the
[19:39.240 --> 19:40.760]  way to do so.
[19:40.760 --> 19:44.280]  I'm not begging, but I sure would appreciate the help.
[19:44.280 --> 19:46.340]  Ladies and gentlemen, thanks again for listening.
[19:46.340 --> 19:47.340]  Thanks for hanging out.
[19:47.340 --> 19:48.760]  I'll be back Monday with a full length episode.
[19:48.760 --> 19:51.920]  This one kind of turned into a full length episode anyway, but thanks for hanging out.
[19:51.920 --> 19:53.000]  We'll call it a quickie anyway.
[19:53.000 --> 19:54.560]  I'm going to dip out before we get in trouble.
[19:54.560 --> 19:57.080]  I want to give a huge shout out to everyone.
[19:57.080 --> 20:02.000]  Ladies and gentlemen, recently an online magazine posted an article about the top 10
[20:02.000 --> 20:05.120]  best podcasts, cannabis based podcasts.
[20:05.120 --> 20:07.880]  A lot of people, I didn't get mentioned in there.
[20:07.880 --> 20:10.440]  A lot of people seemed riled up about that and they all commented.
[20:10.440 --> 20:11.440]  They said, fuck that.
[20:11.440 --> 20:14.640]  Rasta Jeff of iRegenetics at the Grow From Your Heart podcast should be on this list.
[20:14.640 --> 20:16.800]  You guys are crazy for not listing him.
[20:16.800 --> 20:17.940]  A lot of people sent me the link.
[20:17.940 --> 20:18.940]  A lot of people commented.
[20:18.940 --> 20:19.940]  Dude, thank you.
[20:19.940 --> 20:22.920]  A shout out to everybody who tagged me in that post.
[20:22.920 --> 20:26.440]  I'm not trying to fight to be on something, but for all the love and support, that meant
[20:26.440 --> 20:27.440]  a lot to me.
[20:27.440 --> 20:30.600]  Just for the audience that read that article to be like, dude, you did not do your research
[20:30.600 --> 20:32.240]  because you missed Rasta Jeff.
[20:32.240 --> 20:33.240]  That meant a lot to me.
[20:33.240 --> 20:37.120]  So shout out to everybody who tagged me, who supported me, who mentioned me in that article.
[20:37.120 --> 20:38.200]  I love you guys.
[20:38.200 --> 20:39.200]  That is super cool.
[20:39.200 --> 20:40.200]  It makes me feel good inside.
[20:40.200 --> 20:42.240]  Ladies and gentlemen, I'm going to wrap up this podcast.
[20:42.240 --> 20:43.400]  I'll catch you again Monday.
[20:43.400 --> 20:46.320]  Until next time, take a fat dab and give your mom a hug for me.
