[00:00.000 --> 00:01.000]  Here we go.
[20:39.940 --> 20:44.380]  When that plant doesn't die and you see it increase productivity because of your pulling
[20:44.380 --> 20:48.900]  of leaves, you will gain confidence and you will want to go in there and remove more leaves
[20:48.900 --> 20:50.420]  and then you will find that balance.
[20:50.420 --> 20:53.000]  One day you'll pull too many and you'll go, oh, I pissed it off.
[20:53.000 --> 20:56.140]  So get in there and experiment and learn the balance.
[20:56.140 --> 20:59.540]  Once you get comfortable, we'll do a hard strip on week one.
[20:59.540 --> 21:03.380]  Then on week three, we go back and we clean up the stuff that has started to grow back.
[21:03.380 --> 21:06.100]  We are starting to see where the bud sites are popping up.
[21:06.260 --> 21:09.900]  At this point, we have probably bottomed and lollipop the plants.
[21:09.900 --> 21:13.260]  So you know how far your bud sites are going to be up on the plant.
[21:13.260 --> 21:16.820]  You know how far you expect the penetration from the light to get into the canopy.
[21:16.820 --> 21:20.440]  So now we've got a really good idea of what needs to be defoliated.
[21:20.440 --> 21:25.300]  So week three, you will have a lot of confidence and a lot of tips from the environment and
[21:25.300 --> 21:28.460]  the plants themselves on what to defoliate.
[21:28.460 --> 21:30.800]  Then on week five, that is a fun one.
[21:30.800 --> 21:34.900]  We get to go in there and we see all the buds getting chunky and now we can see the leaves
[21:34.900 --> 21:36.840]  that are obvious over the bud sites.
[21:36.840 --> 21:38.540]  A lot more leaves have grown back.
[21:38.540 --> 21:40.620]  Some of the older leaves have gotten bigger.
[21:40.620 --> 21:43.700]  Let's take off all the crap that is blocking the light.
[21:43.700 --> 21:49.020]  While you're doing every defoliation, carefully look for bugs.
[21:49.020 --> 21:50.460]  Carefully look for issues.
[21:50.460 --> 21:51.620]  That is part of the job.
[21:51.620 --> 21:55.400]  When you're defoliating, when you're doing anything with the plants, the secondary task
[21:55.400 --> 21:58.160]  on your mind is looking for issues.
[21:58.160 --> 22:01.580]  So on week five, we go in there and we pull out all the big leaves that are covering up
[22:01.580 --> 22:02.580]  bud sites.
[22:02.900 --> 22:05.900]  Then on week seven, we are getting ready for harvest.
[22:05.900 --> 22:10.060]  We've only got maybe one, maybe three more weeks at the most until we're going to harvest
[22:10.060 --> 22:11.300]  these plants.
[22:11.300 --> 22:14.540]  You may be beginning to see yellow leaves.
[22:14.540 --> 22:18.180]  Absolutely remove those as soon as possible.
[22:18.180 --> 22:22.020]  At week seven, I like to take off the majority of the big leaves.
[22:22.020 --> 22:23.600]  I keep saying go slowly.
[22:23.600 --> 22:27.940]  By this point, we're going to go in there and pull off most of the leaves.
[22:27.940 --> 22:33.220]  Then a day or two before harvest, I send the trim crew in and they do a pre-harvest
[22:33.220 --> 22:34.220]  strip.
[22:34.220 --> 22:38.620]  They take off all of the giant leaves and they will also take off a lot of the sugar
[22:38.620 --> 22:39.620]  leaves.
[22:39.620 --> 22:45.100]  I didn't mention this before, 99% of this defoliation is done by hand.
[22:45.100 --> 22:46.960]  We are not using scissors.
[22:46.960 --> 22:48.840]  Just grab the leaf and just pop it right off.
[22:48.840 --> 22:50.020]  It will come off.
[22:50.020 --> 22:52.640]  Some of the guys are so quick that it is scary.
[22:52.640 --> 22:55.580]  I'm going to hit the microphone and the speed that these guys pull leaves.
[22:55.580 --> 22:58.540]  It sounds like this.
[22:58.540 --> 22:59.540]  They just go.
[22:59.540 --> 23:00.940]  You tell them, one, two, three, go.
[23:00.940 --> 23:03.220]  They've got good music on and they're nice and motivated.
[23:03.220 --> 23:05.420]  They know the job and they know how long it takes.
[23:05.420 --> 23:06.980]  They just get in there and go.
[23:06.980 --> 23:10.880]  Once you get good at it, you will be a defoliation monster.
[23:10.880 --> 23:14.540]  You just use your thumb to grab that leaf and just pop it right off of there.
[23:14.540 --> 23:18.980]  Over time, once you get comfortable and develop experience, you will also develop a lot of
[23:18.980 --> 23:19.980]  confidence.
[23:19.980 --> 23:23.700]  You will start to see the results of your defoliation and you will start to learn how
[23:23.700 --> 23:26.900]  to dial it in for each strain.
[23:26.900 --> 23:30.620]  Some strains may not react super well to defoliation.
[23:30.620 --> 23:36.380]  The strains that don't have a lot of leaves may not respond well to a heavy defoliation.
[23:36.380 --> 23:41.540]  You're going to have to learn to be plant specific when it comes to tricks like this.
[23:41.540 --> 23:46.140]  As long as you understand the main goal and you don't go too hard, you will become very
[23:46.140 --> 23:50.140]  good at defoliating your cannabis garden in no time.
[23:50.140 --> 23:54.440]  The main idea here is just take off all the extra leaves and you will start to identify
[23:54.440 --> 23:55.700]  what those extra leaves are.
[23:55.700 --> 23:59.660]  It is very easy to identify anything with a long purple petiole.
[23:59.660 --> 24:00.700]  Just take that right out of there.
[24:00.700 --> 24:01.700]  We don't need it.
[24:01.700 --> 24:04.100]  Now, we've got a bunch of leaves at the end.
[24:04.100 --> 24:06.000]  What are we going to do with all of these leaves?
[24:06.000 --> 24:07.540]  That is a great question.
[24:07.540 --> 24:10.420]  Some people choose to juice their leaves.
[24:10.420 --> 24:14.740]  Now, if you are spraying any type of pesticide, please do not juice your leaves.
[24:14.740 --> 24:17.020]  Please do not give them to anybody to be juiced.
[24:17.020 --> 24:20.540]  If you've sprayed pesticides or essential oils, do not do that.
[24:20.540 --> 24:22.300]  We don't want to juice that shit.
[24:22.300 --> 24:25.620]  A lot of people use their leaves in compost.
[24:25.620 --> 24:28.540]  If you've got a way to compost your leaves, that is a great way to get rid of them.
[24:28.540 --> 24:32.680]  If you're running a no-till garden, if you're doing recycled beds, just throw those leaves
[24:32.680 --> 24:37.180]  right into the compost, right into the recycled soil beds, or you can just drop them right
[24:37.180 --> 24:41.620]  into the no-till garden and then they will decompose and they will become energy and
[24:41.620 --> 24:43.700]  food for your plants and for your worms.
[24:44.020 --> 24:48.700]  Now, if you were going to throw away these leaves, be very careful.
[24:48.700 --> 24:54.260]  It looks extremely suspicious to see a trash bag with pot leaves in it sitting out by the
[24:54.260 --> 24:57.420]  curb when you're waiting for the trash man to pick it up.
[24:57.420 --> 25:00.820]  Just imagine you take that bag of trash out there and it's super fine, but then some punk-ass
[25:00.820 --> 25:05.060]  kid comes by and he's on his bike and he hits the trash bag with his bike and the pegs go
[25:05.060 --> 25:08.100]  right through the bag and now your trash bag's open and now right in front of your house
[25:08.100 --> 25:09.900]  is a bunch of weed leaves.
[25:09.900 --> 25:15.700]  Depending on where you are, it only takes one leaf to cause giant problems for yourself
[25:15.700 --> 25:16.780]  and your future.
[25:16.780 --> 25:21.340]  So be very careful with what you do with these leaves once they're defoliated.
[25:21.340 --> 25:23.580]  Think about that overall when you're growing.
[25:23.580 --> 25:25.540]  What are you going to do with all of the trash?
[25:25.540 --> 25:27.100]  Are you going to compost it?
[25:27.100 --> 25:28.500]  Do you have a wood chipper?
[25:28.500 --> 25:30.580]  What is going to happen to all that stuff?
[25:30.580 --> 25:34.460]  How are you going to get rid of it safely and not get yourself into any trouble?
[25:34.460 --> 25:37.580]  Now, I feel like I've covered the basics of defoliation.
[25:37.580 --> 25:39.780]  Basically, you take the leaves off.
[25:39.780 --> 25:44.940]  Strategically, I like to do it at the start of week one of flower, the start of week three,
[25:44.940 --> 25:51.300]  the start of week five, the start of week seven, and then I even do a pre-harvest defoliation.
[25:51.300 --> 25:57.040]  You'll have to learn your plant specifics on how hard to defoliate these plants.
[25:57.040 --> 26:02.380]  The main goal is to remove excess leaves to make more room for light to penetrate the
[26:02.380 --> 26:03.380]  canopy.
[26:03.380 --> 26:05.540]  It's also that will help control your humidity.
[26:05.540 --> 26:09.980]  That is also going to help prevent things like powdery mildew and bud rot.
[26:09.980 --> 26:15.620]  And we are also going to make less hangout spaces, less party zones for pests like spider
[26:15.620 --> 26:17.260]  mites and thrips.
[26:17.260 --> 26:19.820]  So I hope that explains defoliation.
[26:19.820 --> 26:24.100]  When I work in a commercial environment, the day after I defoliate, I generally do some
[26:24.100 --> 26:25.700]  popping and twisting.
[26:25.700 --> 26:29.220]  So in a future episode, we're going to have to talk about popping and twisting, and we
[26:29.220 --> 26:35.340]  will also talk about bottoming and lollipopping our ganja plants for increased production.
[26:35.340 --> 26:36.940]  Ladies and gentlemen, this was a fun episode.
[26:36.940 --> 26:38.740]  I hope you had as much fun as I did.
[26:38.740 --> 26:42.500]  If you feel like this episode was educational, informative, or entertaining, and you would
[26:42.500 --> 26:49.340]  like to make a financial contribution to the show, you can do so by visiting www.patreon.com
[26:49.340 --> 26:51.100]  slash growfromyourheart.
[26:51.100 --> 26:55.140]  All of the information you need will be right there on the screen.
[26:55.140 --> 26:58.500]  I would also appreciate it if you support the show on YouTube.
[26:58.500 --> 27:02.740]  Simply go to YouTube, search for the Grow From Your Heart podcast, click on the subscribe
[27:02.740 --> 27:06.260]  button, click like on some of the videos, maybe type in some comments and let me know
[27:06.260 --> 27:08.020]  what you think about the show.
[27:08.020 --> 27:10.660]  You can also follow me on Cannabuzz.
[27:10.660 --> 27:14.460]  Cannabuzz is a cannabis-friendly social media application.
[27:14.460 --> 27:18.420]  Many of the popular social media applications have been shutting down accounts that post
[27:18.420 --> 27:20.340]  cannabis-related content.
[27:20.340 --> 27:25.280]  On Cannabuzz, you can post your cannabis-related content with confidence.
[27:25.280 --> 27:30.560]  You cannot buy, sell, or trade cannabis on Cannabuzz, but you can post your dab videos,
[27:30.560 --> 27:33.620]  you can post your pictures of your plants, you can post your bud shots.
[27:33.620 --> 27:37.660]  If you've got a plant that isn't growing properly, you can post a photo and you can say, what's
[27:37.660 --> 27:39.000]  wrong with my plant?
[27:39.000 --> 27:43.720]  And a bunch of people in the cannabis community will chime in and give you helpful and useful
[27:43.720 --> 27:44.720]  advice.
[27:44.720 --> 27:46.040]  So please join us on Cannabuzz.
[27:46.040 --> 27:48.240]  It is a free application.
[27:48.240 --> 27:51.320]  It is available on your Android or Apple mobile device.
[27:51.320 --> 27:54.920]  Give it a download, create a username, sign in, and give me a follow.
[27:54.920 --> 28:00.160]  I am irie underscore genetics, and I look forward to seeing you on Cannabuzz.
[28:00.160 --> 28:03.080]  If you've got something you'd like to say and you're not into all of that social media
[28:03.080 --> 28:05.120]  nonsense, you can send me an email.
[28:05.120 --> 28:08.800]  My email address is growfromyourheartathotmail.com.
[28:08.800 --> 28:11.240]  You know that I would love to hear from you.
[28:11.240 --> 28:13.600]  Ladies and gentlemen, I want to thank you again for listening to this episode.
[28:13.600 --> 28:15.600]  I really did have a lot of fun doing this one.
[28:15.600 --> 28:16.960]  I hope you learned a lot from me.
[28:16.960 --> 28:21.440]  I look forward to hearing the emails and some feedback about this episode.
[28:21.440 --> 28:22.800]  That's all I've got for you for today.
[28:22.800 --> 28:25.280]  I'll be back in just a couple of days with fresh new content.
[28:25.280 --> 28:28.200]  I want to give a giant shout out to my buddy Dennis Richards.
[28:28.200 --> 28:32.200]  And until next time, take a fat dab and give your mom a hug for me.
[28:56.760 --> 29:02.760]  The tires are the things on your car that make contact with the road.
[29:04.760 --> 29:10.760]  The tires are the things on your car that make contact with the road.
[29:12.760 --> 29:18.760]  The car is the thing on the road that takes you back to your own phone.
[29:26.760 --> 29:32.760]  The car is the thing on the road that takes you back to your own phone.
[29:38.760 --> 29:47.440]  The car is the thing on the road that takes you back to your own phone.
[29:47.440 --> 30:10.280]  The tires are the things on your car that make contact with road.
[30:10.280 --> 30:15.280]  The tires are the things on your car that make contact with the road.
[30:18.280 --> 30:23.280]  The car is the thing on the road that takes you back to your abode.
[30:30.280 --> 30:35.280]  The tires are the things on your car that make contact with the road.
[30:36.280 --> 30:41.280]  The tires are the things on your car that make contact with the road.
[30:44.280 --> 30:49.280]  The tires are the things on your car that make contact with the road.
[30:52.280 --> 30:57.280]  Bummed is what you are when you go out to your car and it's been towed.
[31:05.280 --> 31:10.280]  The tires are the things on your car that make contact with the road.
[31:13.280 --> 31:17.280]  The tires are the things on your car that make contact with the road.
[31:21.280 --> 31:26.280]  Bummed is what you are when you go out to your car and it's been towed.
[31:30.280 --> 31:34.280]  Bummed is the thing on your car that makes contact with the road.
[31:35.280 --> 32:04.280]  ♪
[32:04.280 --> 32:09.280]  I woke up one morning in November and I realized I love you
[32:11.280 --> 32:17.280]  It's not your headlights in front, your tailpipe or the skylight above you
[32:19.280 --> 32:24.280]  It's the way you cling to the road when the wind tries to shove you
[32:27.280 --> 32:32.280]  I'd never go driving away and come back home without you
[32:34.280 --> 33:04.990]  ♪
[33:04.990 --> 33:12.030]  The tires are the things on your car that make contact with the road
[33:12.030 --> 33:32.030]  ♪
[33:32.030 --> 33:37.030]  The car is the thing on the road that takes you back to your old boat
[33:37.030 --> 34:04.030]  ♪
[34:04.030 --> 34:09.030]  The car is the thing on the road that takes you back to your old boat
[34:09.030 --> 34:12.030]  ♪
[34:12.030 --> 34:17.030]  The tires are the things on your car that make contact with the road
[34:17.030 --> 34:21.030]  ♪
[34:21.030 --> 34:26.030]  The tires are the things on your car that make contact with the road
[34:26.030 --> 34:29.030]  ♪
[34:29.030 --> 34:32.030]  ♪ Time's all you think, time's all you know, every night ♪
