[00:00.000 --> 00:01.000]  Here we go.
[19:57.880 --> 20:02.020]  He was thanking the crowd for coming, basically, because he said, I didn't know if I should
[20:02.020 --> 20:03.020]  even show up.
[20:03.020 --> 20:04.200]  I didn't know if you would show up.
[20:04.200 --> 20:07.120]  You people that came are bad motherfuckers, so thank you.
[20:07.120 --> 20:09.080]  The photo opportunity I had was amazing.
[20:09.080 --> 20:11.760]  You guys, I wish I would have taken that shot, but I didn't want to get kicked out of the
[20:11.760 --> 20:15.160]  club, so I did not take out my phone, but it was awesome.
[20:15.160 --> 20:18.080]  You guys, Bobby Lee was fucking amazing.
[20:18.080 --> 20:23.240]  He made me laugh and forget for quite a while that we are facing some weird situations in
[20:23.240 --> 20:28.760]  the world right now, so I want to send a big thank you to everybody at Comedy Works.
[20:28.760 --> 20:32.020]  I know I say that every time I talk about that club.
[20:32.020 --> 20:35.980]  Everybody at Comedy Works treats me like I'm a VIP, like I'm a fucking rock star.
[20:35.980 --> 20:37.080]  I appreciate it.
[20:37.080 --> 20:38.440]  It does not go unnoticed.
[20:38.440 --> 20:43.280]  I respect it, and I love you guys so much for the fucking superstar treatment.
[20:43.280 --> 20:47.760]  Also, let's send a big, giant shout out to Georgia Comstock.
[20:47.760 --> 20:49.920]  That young lady is fucking hilarious.
[20:49.920 --> 20:50.920]  Pay attention.
[20:50.920 --> 20:52.520]  She will be famous one day.
[20:52.520 --> 20:55.120]  Also, big shout out to Kevin Christie.
[20:55.120 --> 20:56.800]  Kevin Christie is fucking hilarious.
[20:56.800 --> 20:58.480]  I think he's already somewhere.
[20:58.480 --> 21:00.000]  He's only going to keep rising.
[21:00.000 --> 21:05.360]  Then, of course, I want to send a big, huge thank you, like a sigh of relief kind of a
[21:05.600 --> 21:07.120]  thank you to Bobby Lee.
[21:07.120 --> 21:11.080]  Bobby really let me let go of some stress, let me kind of forget about the crap that
[21:11.080 --> 21:13.440]  was going on outside of that comedy club.
[21:13.440 --> 21:14.520]  Really made me feel better.
[21:14.520 --> 21:18.520]  I love comedy, so big thanks to everybody involved in that situation.
[21:18.520 --> 21:22.960]  I also want to send another shout out because I made a new friend that evening.
[21:22.960 --> 21:25.640]  I ended up at the comedy club by myself.
[21:25.640 --> 21:28.060]  I invited a friend at the last moment.
[21:28.060 --> 21:29.760]  That friend couldn't get the day off of work.
[21:29.760 --> 21:31.280]  I invited another friend.
[21:31.280 --> 21:32.280]  They couldn't go.
[21:32.280 --> 21:38.000]  I called another friend who ended up being sick and having pneumonia or bronchitis.
[21:38.000 --> 21:39.240]  That friend couldn't go.
[21:39.240 --> 21:42.980]  After inviting three people, I decided I'm going to drive up to the club and give my
[21:42.980 --> 21:46.720]  extra ticket away because I can have fun at a comedy show by myself.
[21:46.720 --> 21:48.600]  You just got to sit there and laugh.
[21:48.600 --> 21:50.760]  All I'm doing is paying attention to a comedian.
[21:50.760 --> 21:51.760]  I did just that.
[21:51.760 --> 21:55.040]  I went to the club and I said, hey, bro, I don't need my extra ticket.
[21:55.040 --> 21:57.240]  I let the guy at the door know there was an extra ticket.
[21:57.240 --> 21:58.240]  That is always polite.
[21:58.240 --> 22:01.960]  That way, if somebody is waiting outside trying to get into the show, they know my extra ticket
[22:02.640 --> 22:03.640]  is available.
[22:03.640 --> 22:04.640]  They can give them or sell them that ticket.
[22:04.640 --> 22:08.360]  I find it to be polite to let the comedy club know that I bought a seat that will not be
[22:08.360 --> 22:10.320]  used and it is now available.
[22:10.320 --> 22:11.640]  They can capitalize that on it.
[22:11.640 --> 22:12.640]  They can resell it.
[22:12.640 --> 22:13.920]  They can put someone in that seat.
[22:13.920 --> 22:16.080]  Empty seats cost money in clubs.
[22:16.080 --> 22:17.800]  That's just the right thing to do.
[22:17.800 --> 22:18.800]  I ended up sitting.
[22:18.800 --> 22:20.840]  I've got a little VIP thing at Comedy Works.
[22:20.840 --> 22:22.400]  I always end up down in the front row.
[22:22.400 --> 22:23.520]  They expected two people.
[22:23.520 --> 22:24.720]  They saved me two seats.
[22:24.720 --> 22:28.600]  That means the next weirdo to show up by himself got sat next to me.
[22:28.600 --> 22:31.520]  Worked out well because I met a huge comedy fan.
[22:32.080 --> 22:33.080]  He's a giant fan of Bobby Lee.
[22:33.080 --> 22:37.400]  He's a big fan of most of the comedy shows I listen to and the podcasts I enjoy.
[22:37.400 --> 22:41.120]  There are a few which we completely don't agree on, which I find to be great.
[22:41.120 --> 22:43.400]  That makes good friends and good conversation.
[22:43.400 --> 22:44.760]  So shout out to my new buddy, Hayden.
[22:44.760 --> 22:45.760]  It was great meeting you.
[22:45.760 --> 22:47.120]  It was great chilling out with you.
[22:47.120 --> 22:48.840]  I was fun taking a dab with you.
[22:48.840 --> 22:50.520]  I hope everything is well with you, bro.
[22:50.520 --> 22:53.760]  Look forward to doing another comedy show with you in the future.
[22:53.760 --> 22:57.280]  So that is my quick breakdown on going to Denver.
[22:57.280 --> 23:00.680]  My quick rundown of going to see Bobby Lee at Comedy Works.
[23:00.680 --> 23:03.800]  That is when I decided I need to quit going out.
[23:03.800 --> 23:05.120]  I need to quit doing shit.
[23:05.120 --> 23:09.440]  I need to do some shopping and get supplies and hunker down and stay here in the stoner
[23:09.440 --> 23:13.520]  cave and my man cave and the Grow From Your Heart podcast studio.
[23:13.520 --> 23:18.240]  I just need to chill out and not expose myself and not be a contagion and not spread this
[23:18.240 --> 23:19.520]  shit any further.
[23:19.520 --> 23:22.200]  So that's what I've been trying to do for the past few days.
[23:22.200 --> 23:23.760]  I got plenty of groceries.
[23:23.760 --> 23:25.160]  I didn't buy excessive shit, you guys.
[23:25.160 --> 23:29.160]  I got enough for myself and people close to me for several days.
[23:29.160 --> 23:30.720]  They will get more stuff at the store.
[23:30.720 --> 23:31.720]  They're going to get more trucks.
[23:31.720 --> 23:32.720]  They'll bring more shit.
[23:32.720 --> 23:33.840]  We didn't have to buy it all in the first day.
[23:33.840 --> 23:35.320]  I don't know what that was about.
[23:35.320 --> 23:37.640]  And why did you buy 17 cases of toilet paper?
[23:37.640 --> 23:38.880]  How much are you going to shit?
[23:38.880 --> 23:40.040]  That's what I want to know.
[23:40.040 --> 23:43.520]  If you didn't buy food and you bought a lot of toilet paper, that's poor planning.
[23:43.520 --> 23:44.520]  That's backwards.
[23:44.520 --> 23:46.200]  You're going to end up eating the toilet paper.
[23:46.200 --> 23:50.320]  And maybe that works because maybe it will auto wipe, but that's the only benefit there.
[23:50.320 --> 23:51.320]  Let's stay on track.
[23:51.320 --> 23:52.320]  I'm obviously high.
[23:52.320 --> 23:55.960]  I went and got myself a bunch of supplies and now I'm hunkered down here in the house.
[23:55.960 --> 23:57.760]  I don't plan on going anywhere.
[23:57.760 --> 24:00.840]  I think they are going to start restricting movement.
[24:00.840 --> 24:02.800]  They have restricted group sizes.
[24:02.800 --> 24:05.960]  They have started closing many establishments.
[24:05.960 --> 24:11.800]  Starting tomorrow in my area, bars and restaurants and places of entertainment will be forced
[24:11.800 --> 24:13.840]  to close their doors.
[24:13.840 --> 24:16.080]  This is where this talk gets serious, you guys.
[24:16.080 --> 24:20.640]  The coronavirus is finally starting to have huge impact on a lot of our lives.
[24:20.640 --> 24:22.760]  Many of us didn't take it seriously at first.
[24:22.760 --> 24:24.360]  A lot of us still are not.
[24:24.360 --> 24:28.520]  I think now we are going to start seeing major impact.
[24:28.520 --> 24:30.560]  How is it impacting me personally?
[24:30.560 --> 24:35.920]  It has already impacted me because the Dude Grows Cup has been postponed.
[24:35.920 --> 24:39.360]  We were planning the Dude Grows Cup in April in Denver.
[24:39.360 --> 24:42.440]  That is an event where iRegenetics does a lot of vending.
[24:42.440 --> 24:45.480]  That covers a lot of my costs for the next couple of months.
[24:45.480 --> 24:47.800]  Without that event, I don't have that income.
[24:47.800 --> 24:50.400]  I am already feeling it in my wallet.
[24:50.400 --> 24:53.640]  That is the first hit to our economy that I am experiencing.
[24:53.640 --> 24:57.680]  That is the first major thing that I am experiencing due to the coronavirus.
[24:57.680 --> 25:02.520]  A major event where a lot of my friends were traveling from out of state and also out of
[25:02.520 --> 25:03.520]  country.
[25:03.520 --> 25:08.240]  They were coming to Denver to hang out, to meet me, to network, to grab seeds, to do
[25:08.240 --> 25:09.400]  a podcast.
[25:09.400 --> 25:11.380]  A lot of that stuff has been canceled.
[25:11.380 --> 25:15.160]  A lot of the 420 events are going to be postponed or canceled.
[25:15.160 --> 25:18.160]  We may be doing 420 in July this year, you guys.
[25:18.160 --> 25:20.360]  It may be 720 this year.
[25:20.360 --> 25:22.320]  But things are going to be different.
[25:22.320 --> 25:26.240]  There is already one dispensary that has announced they are now closed.
[25:26.240 --> 25:30.480]  I have a very close friend who has a job at a local dispensary and they spent half their
[25:30.480 --> 25:35.080]  day today checking their phone to see if they work tomorrow and hoping they still have a
[25:35.080 --> 25:36.880]  job after tomorrow.
[25:36.880 --> 25:38.400]  They do not know.
[25:38.400 --> 25:42.400]  Their corporate manager does not know and will not know until tomorrow.
[25:42.400 --> 25:44.400]  Probably sometime tomorrow afternoon.
[25:44.400 --> 25:49.080]  So everybody is in a state of confusion and flux and panic right now.
[25:49.080 --> 25:53.240]  All of my friends in the service industry, all of the bartenders, the waitstaff, the
[25:53.240 --> 25:56.840]  restaurant folk, they are all out of jobs right now.
[25:56.840 --> 26:00.760]  All of the people in the music industry, I have got several friends in the nightlife,
[26:00.760 --> 26:05.720]  entertainment, and music industry, all of the musicians are shit out of luck right now.
[26:05.720 --> 26:10.520]  All of the people that cook for you, serve you drinks, and perform for you are all scared
[26:10.520 --> 26:13.680]  shitless about their economic future right now.
[26:13.680 --> 26:18.180]  At this time, we have not officially been quarantined or shut down, but there are very
[26:18.280 --> 26:20.980]  strong rumors that we will be quarantined.
[26:20.980 --> 26:25.460]  The entire nation will face some sort of quarantine and we will be locked down and confined to
[26:25.460 --> 26:28.700]  our homes for a undetermined length of time.
[26:28.700 --> 26:33.400]  It is hard to predict all of the problems and ripples that could come from this.
[26:33.400 --> 26:35.180]  People are going to lose jobs.
[26:35.180 --> 26:36.620]  People are going to lose careers.
[26:36.620 --> 26:39.500]  The world is going to change because of this situation.
[26:39.500 --> 26:43.060]  I know I'm building up more fear and hype, but this is the reality.
[26:43.060 --> 26:47.340]  What is going to happen eventually, you guys, is maybe the grocery stores may be closed.
[26:47.340 --> 26:49.940]  This is something I was working toward in all of this talk.
[26:49.940 --> 26:52.020]  The grocery stores may get shut down.
[26:52.020 --> 26:54.300]  All of our supply chains may get shut down.
[26:54.300 --> 26:58.060]  If we are not allowed to go to work, if we're not allowed to leave our houses, if we can't
[26:58.060 --> 27:03.820]  be in groups, how are supplies going to move from the warehouse to whatever store they
[27:03.820 --> 27:04.820]  get to?
[27:04.820 --> 27:05.820]  There's no truck driver.
[27:05.820 --> 27:06.820]  There's nobody at the warehouse.
[27:06.820 --> 27:07.820]  There's nobody at the store.
[27:07.820 --> 27:09.420]  We're not allowed to go to the stores.
[27:09.420 --> 27:12.300]  How are we going to be able to get our supplies?
[27:12.300 --> 27:18.540]  Hopefully, there is a solution to food and basic supplies like that, but non-essential
[27:18.540 --> 27:21.580]  supplies will be put on the back burner.
[27:21.580 --> 27:25.860]  Your grocery supplies are going to get loaded on the truck very last.
[27:25.860 --> 27:30.020]  If there is room on the truck after they have stocked all of the food and all of the medical
[27:30.020 --> 27:34.740]  necessities to take to whatever area that truck is going, if there's a pallet of grocery
[27:34.740 --> 27:36.580]  supplies, that may make it on the truck.
[27:36.580 --> 27:40.340]  But for now, that is going to be a back burner scenario.
[27:40.340 --> 27:44.540]  You're not going to be able to get any of the extra shit that you do not need that
[27:44.540 --> 27:47.140]  is not essential to survival.
[27:47.140 --> 27:52.380]  So what are we going to do when we start running out of supplies for the grow room?
[27:52.380 --> 27:56.140]  Are you prepared for 30 days of survival outside of the grow room?
[27:56.140 --> 28:01.420]  Do you have food and water and vitamins and whatever medicine you take and essentials
[28:01.420 --> 28:03.220]  and medical supplies?
[28:03.220 --> 28:07.500]  But then, do you have everything to keep your plants alive?
[28:07.500 --> 28:12.180]  This is where the organic farmers and the no-till farmers are really going to shine.
[28:12.180 --> 28:15.060]  They will still need supplies, but they can survive.
[28:15.060 --> 28:16.060]  They have learned to survive.
[28:16.060 --> 28:19.780]  They have been functioning with what is around them and what is there.
[28:19.780 --> 28:23.100]  They may have to learn how to eliminate some of the things they may have been getting from
[28:23.100 --> 28:28.060]  Amazon, but that's when we learn to adapt and find the things around us within walking
[28:28.060 --> 28:32.940]  distance that we can use for our organic farming and organic growing.
[28:32.940 --> 28:38.680]  So the no-till guys, the organic guys, the probiotic farmer guys, they are already ahead
[28:38.680 --> 28:42.260]  of us in a worst case, end of the world scenario.
[28:42.260 --> 28:46.220]  And I feel that they have an advantage because if they can grow cannabis in that sort of
[28:46.220 --> 28:50.780]  scenario, they can grow anything and we will be going to them to get our fruits and vegetables
[28:50.780 --> 28:51.780]  when they harvest.
[28:51.780 --> 28:55.140]  Hopefully, we'll be going to them to help them man that farm so that when it's time
[28:55.140 --> 28:59.260]  to harvest, we can get what is fair for us and we're not just there leeching off of them.
[28:59.260 --> 29:01.660]  We can contribute and help a little bit.
[29:01.660 --> 29:05.380]  But for the growers who rely on the bottled nutrients, who rely on the grow store, who
[29:05.380 --> 29:09.900]  rely on that truck or Amazon to come every once a month and drop off all your shit, what
[29:09.900 --> 29:11.220]  are we going to do?
[29:11.220 --> 29:12.780]  Do you know how to adjust?
[29:12.780 --> 29:16.860]  If you don't get that bottle of base nutrients, do you know what to use to keep your plants
[29:16.860 --> 29:17.860]  alive?
[29:17.860 --> 29:19.100]  Have you made some sort of a plan?
[29:19.100 --> 29:21.820]  Have you ever thought about what happens when you run out of CalMag?
[29:21.820 --> 29:23.980]  What happens when I run out of pH down?
[29:23.980 --> 29:28.340]  Do you know how to do your grow without all of the shit from the store?
[29:28.340 --> 29:33.500]  I honestly never put too much thought into this situation until I was at the store stocking
[29:33.500 --> 29:38.340]  up on supplies for myself and I wondered, do I have all the shit I need to keep my plants
[29:38.340 --> 29:39.340]  alive?
[29:39.340 --> 29:43.580]  And I'm pretty sure I do because I work with some great companies who send me bulk shit
[29:43.580 --> 29:44.580]  all the time.
[29:44.580 --> 29:46.380]  So I've got an accidental stockpile.
[29:46.380 --> 29:51.620]  But if I didn't have that accidental stockpile, I don't know how long my grow supplies would
[29:51.620 --> 29:53.120]  have been stocked up.
[29:53.120 --> 29:57.300]  And I honestly don't know that if I run out of bottled nutrients and all my store bought
[29:57.300 --> 30:01.020]  powder nutrients and all that stuff I've gotten from all the hydro stores and my vendors
[30:01.020 --> 30:06.140]  and my friends, do I know what to go outside and grab to be able to make nutrients for
[30:06.140 --> 30:07.140]  my plants?
[30:07.140 --> 30:11.180]  I honestly don't know if I've got that ability without doing a little bit of research.
[30:11.180 --> 30:15.700]  Luckily, I've got friends like Jesse and Sean and I've got the entire internet to rely on
[30:15.700 --> 30:16.940]  to help me out.
[30:16.940 --> 30:21.180]  But if it came down to it, I don't know that I could keep those plants alive for more than
[30:21.180 --> 30:23.380]  a couple of weeks without nutrients.
[30:23.380 --> 30:26.980]  They will survive for a while without nutrients if they're healthy now.
[30:26.980 --> 30:28.340]  They've got nutrients stored up.
[30:28.340 --> 30:30.020]  There's nutrients in the soil.
[30:30.020 --> 30:34.620]  But eventually those plants are going to require more than water, which brings up another really
[30:34.620 --> 30:35.780]  good point.
[30:35.780 --> 30:40.860]  Do you have enough clean water to feed your plants in a worst case scenario?
[30:40.860 --> 30:42.700]  We may run out of drinking water.
[30:42.700 --> 30:45.460]  All of the bottled water is gone at the store.
[30:45.460 --> 30:46.980]  I am not joking.
[30:46.980 --> 30:50.340]  Every store in my city is sold out of bottled water.
[30:50.340 --> 30:53.220]  Everywhere for about 50 miles of me, no bottled water.
[30:53.220 --> 30:55.540]  If you're thirsty, hopefully you've got a bottle.
[30:55.540 --> 30:58.500]  If not, drink from the hose like we did back when we were kids.
[30:58.500 --> 31:00.120]  There is no bottled water.
[31:00.120 --> 31:01.820]  Do you have water for your plants?
[31:01.820 --> 31:03.340]  Do you have some sort of reserve?
[31:03.340 --> 31:04.340]  Do you have a reservoir?
[31:04.340 --> 31:06.180]  Do you have backup water?
[31:06.180 --> 31:07.300]  Is that water clean?
[31:07.300 --> 31:12.440]  Will it be kept potable and usable for your plants or drinkable for a period of time?
[31:12.440 --> 31:14.020]  Water is crucial.
[31:14.020 --> 31:17.460]  When it comes down to it, are you going to drink that water or are you going to use it
[31:17.460 --> 31:18.460]  for your plants?
[31:18.460 --> 31:20.380]  It may be time to make a decision.
[31:20.380 --> 31:27.940]  I am hoping that this coronavirus situation is just a short teaser and an eye opener and
[31:27.940 --> 31:30.540]  an example of what could come in the future.
[31:30.540 --> 31:36.860]  I really hope we don't see another major pandemic or something like this, but I'm hoping this
[31:36.860 --> 31:39.940]  is just a heads up, a learning lesson.
[31:39.940 --> 31:43.700]  I hope this is like mother nature or the earth or whatever God you believe in.
[31:43.700 --> 31:47.740]  I hope this is your God saying, hey people, you've kind of gotten out of hand and you
[31:47.740 --> 31:50.060]  didn't prepare properly for big problems.
[31:50.060 --> 31:54.020]  I'm going to show you that I can decimate your planet in just a few weeks.
[31:54.020 --> 31:55.140]  So here you go.
[31:55.140 --> 31:58.380]  And then I hope this is a learning lesson and I hope it is done.
[31:58.380 --> 32:02.820]  This has gone way too far for me to say, I hope this blows over quickly, but I hope it's
[32:02.820 --> 32:03.820]  almost done.
[32:03.820 --> 32:04.980]  I hope it has reached its peak.
[32:04.980 --> 32:06.900]  I hope it is on the downslope now.
[32:06.900 --> 32:11.780]  I hope we're coming out of this and I really hope that the entire world takes it as a learning
[32:11.780 --> 32:12.780]  lesson.
[32:12.780 --> 32:17.420]  And I hope we all learn how to take this shit seriously and let's all learn how to identify
[32:17.420 --> 32:20.860]  and respect this sort of a problem when it comes up next time.
[32:20.860 --> 32:22.900]  You guys, I feel like I got super rambly.
[32:22.900 --> 32:24.340]  I had a few bullet points.
[32:24.340 --> 32:26.020]  I went right through them really quickly.
[32:26.020 --> 32:27.700]  It felt like a chaotic episode.
[32:27.700 --> 32:29.260]  I feel like I had a lot to say.
[32:29.260 --> 32:30.980]  I had a lot on my mind.
[32:30.980 --> 32:32.660]  I hope I got it out clearly.
[32:32.660 --> 32:37.780]  The most important part in all of this is that we take care of each other.
[32:37.780 --> 32:40.540]  I know I say that a lot, but that is very important.
[32:40.540 --> 32:42.460]  What do we have if we don't have each other?
[32:42.460 --> 32:46.700]  What are we doing if we're doing it for ourselves and not for everybody around us?
[32:46.700 --> 32:48.100]  We've got to think about our families.
[32:48.100 --> 32:49.660]  We've got to think about our communities.
[32:49.660 --> 32:53.940]  We've got to think about the elderly people and we've also got to worry about the children.
[32:53.940 --> 32:59.020]  It is far too easy to get selfish in these times, in this world, with all the social
[32:59.020 --> 33:02.180]  media, with all the self-absorption and self-consumption.
[33:02.180 --> 33:05.220]  It is very easy to be self-consumed.
[33:05.220 --> 33:06.340]  Let's open our eyes.
[33:06.340 --> 33:07.480]  Let's open our hearts.
[33:07.480 --> 33:11.340]  Let's share our love and energy and anything else anybody else needs.
[33:11.340 --> 33:12.340]  Let's spread it.
[33:12.340 --> 33:13.340]  Let's share it.
[33:13.340 --> 33:14.340]  It's time, you guys.
[33:14.340 --> 33:15.340]  It is time.
[33:15.420 --> 33:18.260]  We are facing so many divisions in the world today.
[33:18.260 --> 33:23.180]  If it's from a virus, if it's from politics, there are so many things trying to divide
[33:23.180 --> 33:24.180]  humanity.
[33:24.180 --> 33:29.020]  It is more important now than ever that we all stick together and love one another.
[33:29.020 --> 33:32.420]  Ladies and gentlemen, boys and girls, thank you for listening to me ramble for way too
[33:32.420 --> 33:34.300]  long about the coronavirus.
[33:34.300 --> 33:36.060]  I hope you enjoyed this episode.
[33:36.060 --> 33:40.020]  If you feel like this episode was educational, informative, and or entertaining, and you'd
[33:40.020 --> 33:46.420]  like to make a financial contribution to the show, you can do so by visiting www.patreon.com
[33:46.420 --> 33:48.580]  forward slash grow from your heart.
[33:48.580 --> 33:53.700]  Of course, I did put a link in the show notes to make it easy for all of my friends.
[33:53.700 --> 33:57.380]  Don't forget to check out my sponsor seedsherenow.com.
[33:57.380 --> 34:01.100]  Seedsherenow.com carries seeds from all of your favorite breeders.
[34:01.100 --> 34:02.760]  They've got Miss Jill genetics.
[34:02.760 --> 34:04.700]  They've got Duke Diamond genetics.
[34:04.700 --> 34:07.180]  And of course, they've got iReed genetics.
[34:07.180 --> 34:11.700]  Use coupon code GFYH10 to save a few bucks at checkout.
[34:11.700 --> 34:14.380]  Also, please subscribe to my YouTube channel.
[34:14.380 --> 34:18.660]  Just go to YouTube, search for the Grow From Your Heart podcast, click subscribe, maybe
[34:18.660 --> 34:20.320]  leave some comments on the videos.
[34:20.320 --> 34:21.540]  Let me know what you think of the show.
[34:21.540 --> 34:23.340]  I do appreciate that support.
[34:23.340 --> 34:26.540]  You guys, I think you can hear my voice burning out here at the end of the episode, so I'm
[34:26.540 --> 34:27.540]  going to wrap it up.
[34:27.540 --> 34:29.180]  I want to thank you again for hanging out.
[34:29.180 --> 34:32.580]  I'll be back in a couple of days with fresh new content.
[34:32.580 --> 34:34.060]  Please take great care of yourself.
[34:34.060 --> 34:35.540]  Take good care of everybody around you.
[34:35.540 --> 34:36.540]  Be sure you're washing your hands.
[34:36.540 --> 34:39.820]  I want to give a giant shout out to my friend, Jesse Grose.
[34:39.820 --> 34:43.100]  And until next time, take a fat dab and give your mom a hug for me.
[35:29.250 --> 35:54.670]  Let there not be hopeless sinners, who has hurt all mankind, just to save his own belief.
[35:54.670 --> 36:05.480]  Want to get together and feel alright.
[36:05.480 --> 36:07.480]  As it was in the beginning.
[36:07.480 --> 36:18.980]  Want some praise from the Lord, and I will feel alright.
[36:18.980 --> 36:23.980]  Let's get together and feel alright.
[36:23.980 --> 36:43.280]  Let's get together to fight this holy Armageddon
[36:43.280 --> 37:02.180]  Whose chances grow tender of creation
[37:02.180 --> 37:15.190]  Let's get together and feel alright
[37:15.190 --> 37:27.350]  Thanks and thanks to the Lord, feel alright
[37:27.350 --> 37:40.040]  Let's get together to fight this holy Armageddon
[37:41.040 --> 37:52.750]  So when the man comes, whose chances grow tender
[37:52.750 --> 37:58.750]  There in her hiding place, from the Father of creation
[37:58.750 --> 38:19.130]  Say it!
[38:24.130 --> 39:06.900]  Feel alright
[39:07.900 --> 40:10.280]  Let's get together and feel alright
[40:17.200 --> 40:23.200]  Thanks and thanks to the Lord, feel alright
[40:23.200 --> 40:29.200]  Let's get together and feel alright
[40:36.310 --> 40:42.310]  Let's get together and feel alright
[40:43.310 --> 41:13.000]  Let's get together and feel alright
[41:15.000 --> 41:22.280]  One gift and some praise to the Lord
[41:22.280 --> 41:26.280]  And I will feel alright
[41:26.280 --> 41:32.280]  Let's get together and feel alright
[41:32.280 --> 41:35.280]  Gift and some praise to the Lord
[41:35.280 --> 41:38.280]  And I will feel alright
[41:38.280 --> 41:43.280]  Let's get together and feel alright
