[00:00.320 --> 00:17.250]  Hi, to all of you neighbors, I'm your host Rasta Jeff, and it's time for episode 555
[23:21.760 --> 23:27.280]  They'll all be female. But how does r1 and s1 differ when using male and female pollen?
[23:27.900 --> 23:29.900]  Additionally if a plant is hemp
[23:30.160 --> 23:33.360]  And I breed it to a plant that produces almost all thc
[23:33.760 --> 23:39.840]  I assume I would find phenotypes that express cbd dominance thc dominance and some that are mixed ratios
[23:39.920 --> 23:44.640]  Your input would be very valuable on this. You don't need to read this on the next episode
[23:44.960 --> 23:50.000]  Uh, it wasn't the next one, but I got you up there pretty quickly, bro, and it says thank you for keeping me entertained
[23:50.240 --> 23:57.120]  Thanks for supercharging my girl with excellent advice. I love your style and thank you for breeding fire genetics, bro
[23:57.120 --> 24:02.080]  This is a great question gives me an opportunity to talk a little bit about breeding and everybody knows
[24:02.080 --> 24:04.880]  I love to talk about breeding and I don't do it enough on the show. So
[24:05.440 --> 24:05.920]  um
[24:05.920 --> 24:12.240]  If you take the pollen from your reversed female you want to know what traits to expect if you put that on
[24:12.640 --> 24:19.040]  Different plants if the plant producing seeds and the plant producing pollen are not the same plant and then you want to know about
[24:19.280 --> 24:24.000]  Thc and cbd ratios from different uh ratio plant parent plants
[24:24.240 --> 24:25.920]  That's a very good question
[24:25.920 --> 24:29.620]  If you take that reversed pollen and put it on other cultivars
[24:30.340 --> 24:32.340]  depending on the
[24:32.400 --> 24:36.500]  dominance of traits of those plants you are most likely going to see
[24:37.120 --> 24:38.240]  basically
[24:38.240 --> 24:40.240]  50-50 crosses if you take
[24:40.260 --> 24:44.580]  Golden goat and lemon skunk and you reverse that golden goat. We've done this before
[24:45.300 --> 24:48.260]  Put that reversed golden goat pollen onto the lemon skunk
[24:48.500 --> 24:53.300]  It makes lemon jeffrey if you look at those two plants if you were able to grow those two plants
[24:53.300 --> 24:56.820]  I've never released the lemon skunk that i've got it's kind of a very unique cut
[24:57.380 --> 25:01.860]  If you look at that plant and you grow it and you know it and then you look at the golden goat and you grow
[25:01.860 --> 25:08.580]  It you know it and then you see lemon jeffrey. You can see exactly which traits came from which parent I can see it very clearly
[25:09.380 --> 25:12.740]  So when you take that pollen and you put it on other plants
[25:13.380 --> 25:19.860]  Most commonly you're going to get 50 percent plants that look like 50 percent the mommy and the daddy
[25:20.180 --> 25:24.340]  Then you're going to get I should say closer to 30 ish percent because there are going to be some outliers
[25:24.340 --> 25:27.540]  But in the main main scope of things we're going to get 50
[25:28.260 --> 25:32.340]  That look like 50 50 of the mommy and 50 of the daddy
[25:32.580 --> 25:36.420]  Then we're going to get 25 that look like the original mom plant
[25:36.660 --> 25:41.860]  Then we're going to get 25 that look like the original pollen donor, which we'll call the dad plan
[25:42.100 --> 25:47.940]  So those are the three main phenotypes you're going to see now depending on recessive traits of the parent plants
[25:48.020 --> 25:51.300]  We used we may see signs of the grandparents popping up
[25:51.300 --> 25:56.500]  Whatever the grandparents of each of those plants were you may see some of those phenotypes pop up
[25:56.500 --> 25:59.780]  So you're going to get the main three then maybe a couple of others
[25:59.940 --> 26:05.560]  So there's probably going to be three dominant phenotypes one major phenotype a couple of secondaries
[26:05.780 --> 26:09.380]  And then two outliers that kind of come up is generally what I think you're going to see
[26:09.700 --> 26:14.420]  In a feminized cross that you're putting pollen on other plants. It's very similar to crossing
[26:14.740 --> 26:21.540]  Uh non-feminized stuff very similar you're going to find very similar, uh punnett squares charts results
[26:21.940 --> 26:23.940]  So now let's talk about the second part of this
[26:24.660 --> 26:28.660]  If a plant is hemp and you breed it to a plant that produces thc
[26:29.220 --> 26:33.080]  And by hemp we're just uh indicating that that plant contains 0.3
[26:33.780 --> 26:38.020]  Percent thc or less that is a hemp plant. So it's got high in cbd
[26:38.900 --> 26:45.220]  Not very little to none thc in it now we're going to breed that plant to king solomon who is very high in thc
[26:45.540 --> 26:49.860]  What's going to happen there? We're going to find plants that are rich in cbd
[26:50.180 --> 26:52.820]  We're going to plan find plants that are rich in thc
[26:52.820 --> 26:55.140]  Which one did I say first you're going to find the other one?
[26:55.220 --> 26:59.220]  I got stoned and forgot you're going to find thc rich plants. You're going to find cbd rich plants
[26:59.460 --> 27:02.740]  You're going to find plants with crazy numbers either direction now
[27:02.740 --> 27:06.260]  The beautiful thing that will happen is hopefully we will find outliers
[27:06.500 --> 27:09.300]  Hopefully we find something that surpasses both parents
[27:09.620 --> 27:12.820]  Maybe we find something with way more cbd than the starting parents
[27:12.900 --> 27:18.340]  Maybe we find something with thc that far surpasses the starting parents. That would be our goal here
[27:18.740 --> 27:21.160]  That number will be in there the cannabinoids
[27:21.860 --> 27:28.900]  In my opinion in my experience the cannabinoids don't breed as solid as a lot of the other traits if you want to focus on
[27:29.060 --> 27:32.980]  Just cannabinoid breeding you kind of have to line breed for the cannabinoids
[27:32.980 --> 27:39.480]  You can't look for growth and vigor and flavor and structure. You got to go for the cannabinoids. That is my experience
[27:39.860 --> 27:45.540]  I that has not been my goal is breeding for cannabinoids but watching and seeing that is what I think you got to do
[27:45.540 --> 27:50.840]  So you breed one line that you go straight up that line breeding for cannabinoids if it's cbd or thc
[27:51.140 --> 27:56.180]  Then you breed your b line and you breed that one for whatever you're looking for flavor structure
[27:56.420 --> 27:58.420]  Whatever else you're missing from the other one
[27:58.420 --> 28:03.780]  Then once you've got those both solid how you want them you breed those together and that's how you make a true f1
[28:03.860 --> 28:05.780]  That's exactly what you want
[28:05.780 --> 28:09.700]  That's a long way to get to it. But in my experience from what i've read and seen
[28:10.020 --> 28:14.740]  It's a little more difficult to breed. Uh, you got a line breed to get the cannabinoids exactly how you want
[28:15.460 --> 28:20.180]  But you're going to see a lot of different, uh combinations. You'll see thc you'll see cbd
[28:20.180 --> 28:25.720]  You'll see them down the middle, but then you're going to find outliers on each direction and then hopefully you find some skyrockets
[28:26.360 --> 28:31.960]  What's that called transgressive segregation that might be what it's called when you find some plants that are way better than the parents
[28:32.120 --> 28:34.120]  That surpass the performance of the parents
[28:35.000 --> 28:37.000]  All right, blue. I hope I answered your question
[28:37.320 --> 28:39.240]  Um, I feel like I went over that one pretty well
[28:39.240 --> 28:41.320]  It was kind of quick, but I feel like I covered it quite well
[28:41.560 --> 28:44.840]  I want to thank everybody for all the patreon messages again
[28:44.840 --> 28:48.200]  If you've got corrections questions or concerns, I would love to hear from you
[28:48.200 --> 28:50.540]  My email address is growfromyourheartathotmail.com
[28:51.500 --> 28:57.360]  Once again, the way to get your message or question to the top of the list is to join the patreon campaign at patreon.com
[28:58.220 --> 29:02.620]  Forward slash grow from your heart. All of the information you need is right there on the screen
[29:03.020 --> 29:09.500]  Of course, please do visit our sponsors at seedsherenow.com and use coupon code gfyh10 while checking out
[29:09.740 --> 29:10.940]  That'll save you a few bucks
[29:10.940 --> 29:13.660]  If you're only getting a pack or two that will cover the cost of shipping
[29:13.900 --> 29:16.460]  If you're getting a larger order that will add up quite quickly
[29:16.620 --> 29:20.220]  You may be able to get even more seeds while you're there
[29:20.380 --> 29:25.820]  Make sure you check out that under 30 section because there is a pack from iRegenetics in the under 30 section
[29:26.140 --> 29:28.940]  Go check it out. Spoil yourself enhance your garden
[29:29.180 --> 29:29.420]  All right
[29:29.420 --> 29:34.540]  Ladies and gentlemen boys and girls pimps and hoes friends and foes smokers and growers clone cutters and pollen chuckers
[29:34.860 --> 29:39.020]  All you sexy motherfuckers out there. I want to thank you once again for listening to episode
[29:39.560 --> 29:44.380]  555 of the grow from your heart podcast i'll be back in just a couple of days with fresh new content
[29:44.540 --> 29:49.180]  I want to give a giant shout out to my buddy jr token and until next time take a fat dab
[29:49.580 --> 29:51.580]  And give your mom a hug for me
