[00:00.000 --> 00:02.040]  Welcome back, Podcast World.
[21:56.220 --> 22:02.700]  It says, so my question is, since my girls are used to total darkness starting at 6 p.m.,
[22:02.700 --> 22:06.980]  is it going to hurt anything now that they have been getting one extra hour of light
[22:06.980 --> 22:08.820]  for four days?
[22:08.820 --> 22:09.820]  Thanks and cheers.
[22:09.820 --> 22:10.820]  P.S.
[22:10.820 --> 22:13.760]  Your podcast has helped me and mine more than once.
[22:13.760 --> 22:14.940]  So thank you for that.
[22:14.940 --> 22:16.020]  Hey, you are very welcome.
[22:16.020 --> 22:18.580]  I'm glad that I've helped you out a couple of times in the past.
[22:18.580 --> 22:21.900]  I hope that I can help you out again this time.
[22:21.900 --> 22:27.980]  So for four days, you had an extra one hour of light in your flower room.
[22:27.980 --> 22:30.940]  You are 37 days into flower.
[22:30.940 --> 22:34.080]  Now we've got a couple of things to think about.
[22:34.080 --> 22:37.180]  We are nearly 40 days into the flowering cycle.
[22:37.180 --> 22:43.820]  I am hoping that this light interruption did not cause any hermaphrodite issues in your
[22:43.820 --> 22:45.780]  grow.
[22:45.780 --> 22:51.420]  Interruptions of the dark cycle are the number one trigger for hermaphrodites in your plants.
[22:51.420 --> 22:54.740]  Now if your plants herm, we'll be up to a couple of things.
[22:54.740 --> 22:56.100]  First thing is genetics.
[22:56.100 --> 22:58.140]  How stable are those genetics?
[22:58.140 --> 23:00.580]  Have you ever seen those plants herm before?
[23:00.580 --> 23:03.480]  Have they ever hermed out due to any other type of stress?
[23:03.480 --> 23:07.460]  If so, you may see some hermaphrodites in this crop.
[23:07.460 --> 23:11.020]  Now the plants may be too far into flower to herm on you.
[23:11.020 --> 23:13.920]  They may just be so far into flower that they're like, whatever.
[23:13.920 --> 23:16.600]  We don't even care that you interrupted us for a couple of days.
[23:16.600 --> 23:18.440]  We're going to be just fine.
[23:18.440 --> 23:21.360]  That is up to the genetics of the plant.
[23:21.360 --> 23:26.540]  Now being that late into the flowering phase, if they do decide to herm, you've got a couple
[23:26.540 --> 23:27.540]  of options.
[23:27.540 --> 23:29.300]  You may see some bananas pop up.
[23:29.300 --> 23:34.380]  You can remove those bananas if you'd like, but you are so close to harvest that you won't
[23:34.380 --> 23:37.740]  have time to produce mature seeds.
[23:37.740 --> 23:41.620]  It generally takes four to six weeks to develop a seed.
[23:41.620 --> 23:45.460]  Flower plants are probably going to come down much sooner than that.
[23:45.460 --> 23:50.360]  You may have some small white seeds in your crop, but again, that just depends on the
[23:50.360 --> 23:51.980]  genetics of each plant.
[23:51.980 --> 23:53.860]  I don't know what plants you've got in your room.
[23:53.860 --> 23:56.140]  I don't know what other stressors you've got going on.
[23:56.140 --> 23:57.580]  I don't know what they've been fed.
[23:57.580 --> 24:01.460]  I don't know if you've got other environmental factors that may contribute to stress that
[24:01.460 --> 24:05.740]  may lead to these plants showing hermaphroditic traits.
[24:05.740 --> 24:10.740]  So at this point, you've got about 23 to 30 days left on your flowering phase.
[24:10.860 --> 24:14.180]  I would get them back on 12-12 as soon as possible.
[24:14.180 --> 24:18.700]  I would also get rid of that tab timer and replace it with another digital timer.
[24:18.700 --> 24:22.460]  I'm sure you've learned your lesson, and I'm sure that a lot of other people listening
[24:22.460 --> 24:25.880]  have just learned a very valuable lesson through that.
[24:25.880 --> 24:30.620]  So get rid of that tab timer and get yourself another digital timer so you don't have this
[24:30.620 --> 24:32.300]  problem again.
[24:32.300 --> 24:37.540]  Once you've got the time corrected, you have to pay close attention to the plants.
[24:37.540 --> 24:39.100]  You may see bananas.
[24:39.100 --> 24:41.820]  You may see little hermaphrodite flowers pop up.
[24:41.820 --> 24:45.660]  If you see those, you need to consider your next step.
[24:45.660 --> 24:47.040]  Do you want to pluck those?
[24:47.040 --> 24:48.780]  Do you want to cut off that branch?
[24:48.780 --> 24:53.500]  It just depends on how many nanners or male flowers you see developing.
[24:53.500 --> 24:58.300]  If it's just one or two, I may spray it with a little water and then pluck it with tweezers.
[24:58.300 --> 25:02.200]  Depending on how far along in the flower, I honestly may just leave it.
[25:02.200 --> 25:07.320]  Quite often, hermaphrodite flowers that pop up that late in flower are sterile.
[25:07.320 --> 25:09.480]  They do not contain any pollen.
[25:09.480 --> 25:14.520]  I understand that you may not want to run the risk of a male plant that may or may not
[25:14.520 --> 25:18.760]  contain pollen, so you may want to spray those, remove them with tweezers.
[25:18.760 --> 25:21.620]  If there are a lot in one bud, cut out the bud.
[25:21.620 --> 25:24.700]  If there's a lot in one branch, cut out the branch.
[25:24.700 --> 25:30.240]  If there are a lot on one plant, it is time to consider removing that plant from the grow.
[25:30.240 --> 25:34.400]  If your plants are showing hermaphroditic traits from this light interruption, I would
[25:34.400 --> 25:37.840]  consider different cultivars for my next grow.
[25:37.840 --> 25:41.040]  You know that these plants have the potential for hermaphroditism.
[25:41.040 --> 25:42.480]  I wouldn't grow those again.
[25:42.480 --> 25:47.040]  I would get rid of them and find something that does not show intersex traits.
[25:47.040 --> 25:51.040]  So the first plan of attack is to get these lights back on 12-12.
[25:51.040 --> 25:55.680]  Your next step is to get rid of that piece of shit timer and get something more reliable.
[25:55.680 --> 25:59.960]  Then you have to pay close attention to these plants throughout the rest of the flowering
[25:59.960 --> 26:01.080]  phase.
[26:01.080 --> 26:05.080]  I'm going to hope that you don't see any hermaphrodite flowers pop up.
[26:05.080 --> 26:09.900]  If you do, you have got to re-strategize at that point and consider your options.
[26:09.900 --> 26:11.600]  Do you cut the flowers out?
[26:11.600 --> 26:12.720]  Do you cut the buds out?
[26:12.720 --> 26:13.840]  Do you cut the branch out?
[26:13.840 --> 26:15.400]  Do you cut the plant out?
[26:15.400 --> 26:19.760]  Or do you ignore it and let it grow like business as usual?
[26:19.760 --> 26:21.920]  Hopefully you learned something from this.
[26:21.920 --> 26:23.680]  Hopefully you've already replaced that timer.
[26:23.680 --> 26:27.600]  And hopefully everybody listening that has one of those piece of shit tab timers is jumping
[26:27.600 --> 26:31.160]  on Amazon and replacing it with something digital right now.
[26:31.160 --> 26:34.560]  Hey, you did not sign this email with your name, so I don't know who to thank.
[26:34.560 --> 26:37.160]  So all I can say is, hey, thank you for the great email.
[26:37.160 --> 26:40.840]  If anybody else out there has a cultivation question, I would love to hear from you.
[26:40.840 --> 26:45.520]  My email address is growfromyourheartathotmail.com.
[26:45.520 --> 26:49.040]  Ladies and gentlemen, that is going to wrap up this Thursday episode of the Grow From
[26:49.040 --> 26:50.040]  Your Heart podcast.
[26:50.040 --> 26:51.720]  I want to thank you again for hanging out.
[26:51.720 --> 26:53.920]  I'll be back Monday with a fresh new episode.
[26:53.920 --> 26:55.920]  I look forward to joining you then.
[26:55.920 --> 27:00.160]  If you feel like this episode of the podcast was educational, informative, or entertaining,
[27:00.160 --> 27:05.440]  and you'd like to make a financial contribution to the show, you can do so by visiting patreon.com
[27:05.440 --> 27:07.400]  slash growfromyourheart.
[27:07.400 --> 27:11.500]  All of the information you need will be right there on the screen.
[27:11.500 --> 27:15.000]  If you would like to support the podcast and you are not in a financial position to do
[27:15.000 --> 27:19.000]  so, you can support us by following me on Cannabuzz.
[27:19.000 --> 27:23.120]  Cannabuzz is my new favorite cannabis-friendly social media application.
[27:23.120 --> 27:28.300]  You can't buy, sell, or trade cannabis there, but you can certainly post your cannabis photography.
[27:28.300 --> 27:30.160]  You can post your dab videos.
[27:30.160 --> 27:32.600]  You can post your cannabis questions there.
[27:32.600 --> 27:33.600]  Join me on Cannabuzz.
[27:33.600 --> 27:34.660]  It is a free application.
[27:34.660 --> 27:37.880]  It's available on your Android or Apple device.
[27:37.880 --> 27:41.080]  Simply give it a download, create your username, give me a follow.
[27:41.080 --> 27:43.760]  I'm irie underscore genetics on Cannabuzz.
[27:43.760 --> 27:46.880]  Right now I do have a seed giveaway happening on Cannabuzz.
[27:46.880 --> 27:49.460]  You can win a free pack of Arise seeds.
[27:49.460 --> 27:54.260]  In the very near future, I will do a photo contest and I have a couple of more giveaways
[27:54.260 --> 27:56.300]  and contest plan for Cannabuzz.
[27:56.300 --> 27:59.340]  So please join me on Cannabuzz.
[27:59.340 --> 28:01.520]  Also don't forget about the YouTube channel.
[28:01.520 --> 28:03.860]  Please subscribe to my YouTube channel.
[28:03.860 --> 28:06.900]  Simply go to YouTube and search for the Grow From Your Heart podcast.
[28:06.900 --> 28:09.340]  Click subscribe, leave some comments on my videos.
[28:09.340 --> 28:10.860]  Let me know what you think about the show.
[28:10.860 --> 28:13.020]  I would love to hear from you.
[28:13.020 --> 28:16.360]  If you'd like to reach out to me and you're not into all of that social media nonsense,
[28:16.360 --> 28:17.620]  you can send me an email.
[28:17.620 --> 28:22.260]  Once again, my email address is growfromyourheartathotmail.com.
[28:22.260 --> 28:25.980]  All right, boys and girls, ladies and gentlemen, and non-binary gendered folks, that is all
[28:25.980 --> 28:27.300]  I've got for you for this episode.
[28:27.300 --> 28:30.540]  I want to give a huge shout out to my buddy Double Door Dank.
[28:30.540 --> 28:33.900]  Until next time, take a fat dab and give your mom a hug for me.
