[00:00.000 --> 00:02.040]  Welcome back podcast world.
[20:20.320 --> 20:23.840]  I could think of great things to do, but without seeing the plants,
[20:24.480 --> 20:28.320]  I don't know what would work best. I need to see each plant.
[20:28.880 --> 20:33.720]  That is, I think as a breeder, I'm kind of like a plant matchmaker.
[20:34.000 --> 20:37.440]  I've got to find two plants that I've got to look at them and grow them and
[20:37.440 --> 20:39.440]  touch them and smell them and experience them.
[20:39.440 --> 20:42.920]  Picking from a list like this is sort of like trying to pick two people who are
[20:42.920 --> 20:44.960]  going to hit it off from names in a phone book.
[20:45.000 --> 20:47.760]  I was going to make that analogy pretty soon. I was going to be like,
[20:47.760 --> 20:50.560]  so do you think Bill and Karen will get along?
[20:51.600 --> 20:54.120]  I have no idea. We don't know anything about Bill or Karen.
[20:54.800 --> 20:58.600]  Just two white people, probably Bill and Karen. Like we have no input on them.
[20:58.600 --> 21:02.680]  So I don't know how these are going to breed. I wish that I had more input.
[21:03.160 --> 21:04.560]  So if you do choose to breed with them,
[21:04.560 --> 21:07.520]  I would pick one or two packs of seeds and I would get those started.
[21:07.760 --> 21:09.160]  I would select a couple of males,
[21:09.160 --> 21:12.480]  a couple of females that really stand out for whatever reasons you believe.
[21:12.480 --> 21:14.880]  You're the breeder now, you get to make those decisions.
[21:15.360 --> 21:20.360]  And then I would work projects as desired from there. As Mike said a second ago,
[21:20.360 --> 21:23.960]  it sounds like you've got four different packs of seeds to choose from.
[21:23.960 --> 21:27.200]  So you've definitely got enough stuff to start a breeding project.
[21:27.560 --> 21:31.520]  The thing is that you have to do it by looking at the plants. You can't just do it.
[21:31.720 --> 21:33.320]  These all look good on paper.
[21:33.600 --> 21:36.080]  Yeah. Until you see them in front of you, it's hard to tell.
[21:36.280 --> 21:37.880]  Yeah. You've got, they all look good on paper,
[21:37.880 --> 21:40.320]  but you don't know which males are going to look good,
[21:40.340 --> 21:41.600]  which females are going to look good.
[21:42.160 --> 21:44.720]  You'll have something to do some sort of a breeding project.
[21:44.720 --> 21:47.560]  If you pop two packs of seeds, if you pop three packs of seeds,
[21:47.560 --> 21:48.320]  you'll find something,
[21:48.320 --> 21:51.880]  find a solid male out of there that looks like it'll work perfectly for you.
[21:52.200 --> 21:56.760]  And then find a girl from all three packs of seeds so that you've got maybe a
[21:56.760 --> 22:01.560]  bubblegum female and AK 47 female and a white widow female,
[22:01.640 --> 22:04.880]  and then perhaps a white widow male and pollinate all three of the girls with
[22:04.920 --> 22:06.960]  the one male you can make white widow F twos,
[22:07.280 --> 22:11.960]  and then you can make a white bubble gum and you can make AK bubble gum 47.
[22:12.120 --> 22:15.600]  I'll take a quarter of each of that or AK white widow 47.
[22:16.080 --> 22:18.360]  And it's just that way you can do a little bit of breeding and then you get to
[22:18.360 --> 22:20.760]  grow all those seeds. You'll have a lot of seeds to play with,
[22:21.040 --> 22:23.720]  but that's probably the way that I would do it. I would grow them.
[22:24.000 --> 22:25.640]  You got to grow them. You got to be,
[22:25.640 --> 22:28.320]  I can't be a matchmaker without knowing some personalities.
[22:28.600 --> 22:32.480]  It doesn't work out that way. And if you want to make some feminized stuff,
[22:32.480 --> 22:35.960]  then you just got to find a solid female and then reverse it and then pollinate
[22:35.960 --> 22:39.520]  the same cultivar, a different clone of the same cultivar,
[22:39.960 --> 22:43.840]  and you can make your feminized seeds. I wish I had better input for you,
[22:43.840 --> 22:47.080]  my friend, uh, without seeing the plants, I really don't know what to tell you.
[22:47.160 --> 22:49.360]  I on paper, I know what would look good. Of course,
[22:49.360 --> 22:51.360]  I like the white widow as a, as a male,
[22:51.360 --> 22:53.720]  just because there are a lot of traits I would stay personally.
[22:53.720 --> 22:55.000]  I wouldn't breed with the purple Hayes.
[22:55.000 --> 22:59.400]  That's going to put a lot of extended time flowering time into everything.
[22:59.680 --> 23:01.560]  And it's just not one of my favorites, but
[23:02.280 --> 23:04.880]  that pretty sure Australia's got a long summer growth season.
[23:05.160 --> 23:06.000]  Well, this could also,
[23:06.040 --> 23:09.360]  the purple Hayes could also be this person's favorite fucking strain and it's
[23:09.600 --> 23:10.880]  doesn't get my attention at all.
[23:10.880 --> 23:15.160]  I'm a fan of a lot of Hayes's and watching them sort of slowly disappear because
[23:15.160 --> 23:19.240]  they take more than nine weeks has been hard for me to deal with. So.
[23:19.560 --> 23:22.360]  Yeah. The market has definitely changed. Well,
[23:22.360 --> 23:23.960]  this one comes from our friend big T.
[23:23.960 --> 23:26.840]  So thanks to big T for sending us a great message.
[23:27.840 --> 23:31.480]  And they also say, PS, white Mike should come down and be consultants for,
[23:31.600 --> 23:34.640]  and they don't want us to go consult on the grow or anything.
[23:35.040 --> 23:39.000]  Want us to fix the gov. They want us to go help them legalize cannabis.
[23:39.000 --> 23:42.240]  I think what we got to go do is go down there and set up the podcast setup.
[23:42.240 --> 23:45.320]  Just like we've got this, we've got to take a rig. We got to take some flowers.
[23:45.360 --> 23:46.400]  I'll be your ambassador.
[23:46.880 --> 23:49.320]  And then we got to go smoke down. And while we're smoking,
[23:49.320 --> 23:52.240]  we need to be interviewed by people so that they can see that we can medicate
[23:52.260 --> 23:55.600]  properly and we can still produce and act like, and act like,
[23:55.680 --> 23:59.000]  what was it called? Responsible, productive citizens. What do you want to call us?
[23:59.560 --> 24:03.680]  Responsible, productive citizens is pretty much exactly what I like to be called.
[24:03.880 --> 24:06.320]  Pretty much exactly. You sound like one of my old bosses.
[24:06.720 --> 24:08.600]  And throw a handsome in there and I'm happy.
[24:09.280 --> 24:10.160]  Don't make me edit this.
[24:11.480 --> 24:14.320]  All right, Mike, let's keep moving with this. I've got another email.
[24:14.760 --> 24:16.960]  If you've been listening to the show regularly,
[24:17.080 --> 24:18.760]  that was harder to say than it should have been. Well,
[24:18.920 --> 24:20.800]  if you have been listening regularly,
[24:21.040 --> 24:22.880]  you may remember that in a recent episode,
[24:22.880 --> 24:27.640]  we read an email from a friend of ours who grew and smoked some lemon Jeffrey
[24:27.640 --> 24:32.520]  that he flowered for 11 weeks. If I remember correctly, it blew his mind.
[24:32.520 --> 24:37.080]  I asked for more information. He was listening. We've got more information.
[24:37.080 --> 24:38.560]  Magic of the internet, baby.
[24:38.840 --> 24:43.840]  The magic. It says it was a trip to hear you and Mike read and react to my email.
[24:44.840 --> 24:46.920]  Um, I'm glad you liked that. That's why I read the reviews.
[24:46.920 --> 24:49.080]  It's a trip to read your reaction to our words, bro.
[24:49.120 --> 24:52.080]  It's a trip to read your reaction to our reaction, man.
[24:52.600 --> 24:56.520]  Uh, it goes on to say, I bought the pack of lemon Jeffrey from dank seed.
[24:56.520 --> 25:01.520]  I think I only popped one seed because it was all I had room for at the time.
[25:01.760 --> 25:04.560]  So an old vendor that we don't work with. Uh, yeah,
[25:04.560 --> 25:06.720]  I was going to say an old vendor that we're no longer working with,
[25:06.720 --> 25:09.200]  but there are plenty of other good opportunities.
[25:09.600 --> 25:12.800]  Check out seeds here now or the hell a dank seed company.
[25:13.600 --> 25:17.000]  I'm pretty sure he means the old dank seed. So that is not hell a dank seed.
[25:17.000 --> 25:19.280]  Company. We do still do business with them, support them.
[25:19.600 --> 25:21.520]  Let's keep moving before it gets confusing. He says,
[25:21.520 --> 25:26.120]  I wanted to make sure I had room to trellis. So he only had one, one plant.
[25:26.120 --> 25:26.960]  He wanted room.
[25:27.160 --> 25:32.160]  The plant filled up about a two by three foot canopy and he let a lot of smaller
[25:32.880 --> 25:37.240]  nugs go full term to avoid getting any really thick buds.
[25:37.240 --> 25:41.880]  He said, airflow is never good enough for a closet tent in our state.
[25:41.880 --> 25:46.000]  I'll leave his state out of there. We don't need to narrow down his location.
[25:46.440 --> 25:50.280]  So he got one lemon Jeffrey seed. He grew it in a two by three area,
[25:50.720 --> 25:54.040]  a lot of smaller nugs. He says, even at 11 weeks,
[25:54.040 --> 25:57.720]  I wasn't seeing much Amber except at the very top of the plant.
[25:58.120 --> 26:02.200]  I was thinking I'd probably stalled or slowed them along the way with a
[26:02.200 --> 26:03.040]  misstep.
[26:03.400 --> 26:07.360]  I wish there were more details on there because I would assume that that is what
[26:07.360 --> 26:09.800]  messed them up, a misstep, something slowed them down.
[26:09.800 --> 26:13.560]  I don't see that plant taking 11 weeks. So there, yeah,
[26:13.560 --> 26:17.760]  I wish I knew more about what your supposed or possible misstep was.
[26:17.760 --> 26:19.600]  Cause I assume that's going to be what slowed them down.
[26:19.640 --> 26:23.040]  But man, whatever you did, it sounds like you made some amazing mistakes.
[26:23.480 --> 26:24.400]  Uh, it goes on to say,
[26:24.640 --> 26:29.280]  I pressed Rosin pretty early after harvest and it had a slightly darker to look
[26:29.560 --> 26:32.880]  leading me to believe that the trikes were mature.
[26:32.920 --> 26:36.080]  So maybe he wasn't looking, didn't see that they were actually Amber,
[26:36.440 --> 26:38.000]  but the Rosin did come out.
[26:39.880 --> 26:42.560]  Yeah. What kind of loop are you looking with? How, how good your scope,
[26:42.600 --> 26:46.160]  do you need to clean your lens? He keeps going. I didn't push her much at all.
[26:46.160 --> 26:48.360]  Meaning he didn't feed her a lot is what I'm going to assume.
[26:48.360 --> 26:51.480]  That means at a nice organic amended soil.
[26:51.480 --> 26:55.120]  And I supplemented with one quarter strength, organic bottled nudes,
[26:55.440 --> 27:00.400]  and some top dressing and microbes that that makes it taste really
[27:00.400 --> 27:04.360]  good. If you don't overfeed the lemon, Jeffrey, she comes out nice and sweet.
[27:04.840 --> 27:05.440]  That goes on to say,
[27:05.440 --> 27:09.400]  I did not keep a clone of this one as I had to break off the grow for a couple
[27:09.400 --> 27:13.920]  of months. That's understandable. It says I'm back on it now. Yeah.
[27:14.320 --> 27:16.960]  Welcome back, bro. I bet it feels great to be back growing again.
[27:16.960 --> 27:18.880]  It always sucks to have to tear down the growth for a minute.
[27:19.440 --> 27:23.120]  We don't know where you are. I do know where you are. Sometimes shit goes on,
[27:23.120 --> 27:25.760]  especially there. So be careful. Where are we?
[27:25.760 --> 27:29.600]  It says my wife and I polished off our last lemon Jeffrey this morning,
[27:29.840 --> 27:34.040]  and we will be on dispensary for a while, man. I'm sorry about that.
[27:34.040 --> 27:35.960]  He says it's heartbreaking and expensive.
[27:36.560 --> 27:40.400]  I hope you can find some quality dispensary buds around there. Yeah. It's,
[27:40.440 --> 27:43.000]  it's rough to go from your personal back to the store shelf.
[27:43.920 --> 27:47.560]  Why'd you give me that look, Mike? It's just, that's, that's just life, man.
[27:47.680 --> 27:51.000]  I get it. I get it. Uh, there is more to this great message.
[27:51.000 --> 27:55.040]  It says the next run of lemon Jeffrey will be at least two plants.
[27:55.320 --> 27:59.840]  So I can harvest one a little earlier and taster as intended by the breeder and
[27:59.840 --> 28:04.560]  another. So I can revisit this late harvest again and compare.
[28:05.000 --> 28:09.320]  Now I'm curious if that misstep will show in this next trial, right?
[28:09.320 --> 28:14.120]  Stumble at the same spot again in the same way or don't and see if that 11 week
[28:14.120 --> 28:18.720]  flower is really what that plant needs. If it works twice, then it's not an accident.
[28:18.720 --> 28:20.320]  There's something cool about that. Right.
[28:20.520 --> 28:22.320]  But maybe it might've been that misstep.
[28:22.320 --> 28:24.480]  We don't know unless we try again and don't do that.
[28:24.800 --> 28:26.880]  And then we have to keep trying under different conditions.
[28:27.280 --> 28:29.640]  I like running experiments. They can go forever.
[28:31.200 --> 28:35.920]  There is more. It says, uh, thanks again, Mike. And thanks again, Rasta, Jeff.
[28:35.960 --> 28:40.280]  You guys are the shiz and then they signed it with no
[28:40.480 --> 28:44.320]  name. Excellent way to sign it. Yeah. Especially from the state.
[28:44.320 --> 28:48.320]  They revealed that they are from, Hey, thank you. No names for the great email.
[28:48.440 --> 28:50.320]  Thanks for the update on the lemon Jeffrey.
[28:50.600 --> 28:55.400]  I look forward to hearing how the next grow goes and I really look forward to
[28:55.400 --> 28:59.680]  photos of the next girl. I know you're down there in a dangerous location,
[29:00.040 --> 29:03.520]  but if you can sneak a few shots in, you don't have to post them to social media.
[29:03.520 --> 29:07.040]  I do have an email account. You can easily shoot them to the email.
[29:07.680 --> 29:09.880]  Mike's given me that sour face. What's that mean, buddy?
[29:10.040 --> 29:13.480]  I just three bad jokes went through my head instead of making them.
[29:13.480 --> 29:17.440]  I just cringed. I appreciate that. So send me an email. Uh,
[29:17.600 --> 29:21.280]  I really want, we want to follow this little grow where we dig it. Yeah.
[29:21.280 --> 29:22.960]  I like the small steps. They're fun to see,
[29:23.040 --> 29:25.440]  see what you're producing out of there to go big, to,
[29:25.440 --> 29:30.400]  to have a blast growing at home. One plant, two plants popping one seed at a time.
[29:30.880 --> 29:33.240]  That's there's absolutely nothing wrong with that.
[29:33.240 --> 29:34.800]  Grow your heart out one seed at a time.
[29:35.240 --> 29:38.760]  Somebody made a joke today and another podcast I participate in.
[29:38.760 --> 29:43.480]  I'm also on the embracing organics live podcast on YouTube every Thursday at
[29:43.480 --> 29:48.120]  seven Mountain time. Um, but I was on there and somebody said something about,
[29:48.120 --> 29:52.000]  I know I'm just a basement grower, so excuse me, Jeff. And I was like, Oh bro,
[29:52.920 --> 29:56.880]  uh, not to interrupt you, but I was like, I, I am a basement grower. Yes.
[29:56.880 --> 29:59.120]  I have a lot of commercial experience. Yes.
[29:59.120 --> 30:02.080]  I have been a lot of places through and for growing,
[30:02.440 --> 30:04.800]  but like almost all of us,
[30:04.800 --> 30:09.080]  I started with a light in the basement and I still remember those days.
[30:09.080 --> 30:13.560]  I still honor those days. I still appreciate and respect those days.
[30:13.840 --> 30:18.440]  I've got as much love and respect for a basement grower as I do a guy with 20
[30:18.440 --> 30:23.400]  lights as I do for a guy with 50 to a hundred to 500 lights. We're all growers.
[30:23.400 --> 30:25.400]  We're all doing the same shit. It's all a passion.
[30:25.720 --> 30:28.760]  We're all in it because we love growing. We love cannabis.
[30:28.760 --> 30:31.520]  We love the effects of cannabis. Uh, so don't,
[30:32.040 --> 30:34.840]  don't think that I think I'm hot shit because I'm a commercial grower.
[30:35.080 --> 30:38.680]  I got nothing but love for the basement grower. That's where I started.
[30:38.680 --> 30:41.720]  That's where I came from. Uh, never forget your roots.
[30:41.720 --> 30:43.440]  I'm a basement grower kind of guy.
[30:43.440 --> 30:45.600]  I know I talk about get out of the basement mentality,
[30:45.880 --> 30:49.480]  get in the commercial grow mindset. If that's where you are, if, dude,
[30:49.480 --> 30:50.920]  I still got a drum set in the basement.
[30:51.120 --> 30:55.960]  I've played huge fucking places and I have just as much fun and just as much
[30:56.000 --> 30:59.160]  passion to when I'm playing in the basement on Thursday night before I have to
[30:59.160 --> 31:02.560]  do a podcast after dinner, just killing an hour, I have the greatest time.
[31:02.560 --> 31:05.600]  So whatever you're doing, if you do it with your heart and you enjoy it,
[31:05.760 --> 31:06.960]  I got mad respect for it.
[31:06.960 --> 31:10.640]  So don't ever think that just cause I've gotten real far that I got any sort of,
[31:10.640 --> 31:13.200]  I'm not belittling any basement grower at all.
[31:13.240 --> 31:14.640]  You don't got to go big to be awesome.
[31:15.040 --> 31:19.600]  You know, they have more of a struggle than us. I can call,
[31:20.000 --> 31:21.800]  I'm not going to say the name of our vendors or anybody.
[31:22.120 --> 31:25.840]  I can call people in another state or in another County, a couple miles North,
[31:26.040 --> 31:28.240]  and go, Hey, I need a pallet of this, two pallets of this,
[31:28.240 --> 31:31.280]  five bottles of this and this. They put it on a company credit card.
[31:31.280 --> 31:32.440]  They show up with a semi,
[31:32.760 --> 31:37.280]  we get a forklift and pull a fucking pallet of stuff out into a warehouse,
[31:37.520 --> 31:40.720]  high five the driver and sign for it. You can't do that at your home.
[31:40.720 --> 31:42.920]  Grow. You got to go in some places.
[31:43.040 --> 31:46.280]  To do a throwback earlier when they're asking about gorilla growing,
[31:46.400 --> 31:48.000]  a lot of those tips are the same for,
[31:48.040 --> 31:50.760]  for home growing somewhere where you ain't supposed to be homegrown or where
[31:50.760 --> 31:54.680]  it's brand new. Um, if I was on an East coast,
[31:54.680 --> 31:57.480]  if I was in an East coast state, right, as they were going legal,
[31:58.120 --> 32:02.360]  I'd still be just as nervous as I was here when we were just going legal with
[32:02.520 --> 32:05.920]  growing a home and stuff, because it's still worth several thousand a pound.
[32:06.440 --> 32:08.920]  And that's still your ass. If the wrong people hear about it.
[32:09.000 --> 32:12.840]  Yep. Yep. See, and yet you have to be careful not because of just the thieves,
[32:12.840 --> 32:17.720]  but because of the law and you have to leave the law, the hassle, the headache.
[32:18.000 --> 32:19.800]  You got to drive one car to the growth store,
[32:19.800 --> 32:21.880]  drive it to your friend's house, park in the garage,
[32:21.880 --> 32:23.920]  get all the shit out of that car, put it in your car,
[32:23.920 --> 32:26.840]  drive your car to your house, to the garage unload.
[32:27.040 --> 32:30.640]  For a while, my hustle was buying supplies for growers.
[32:30.760 --> 32:34.600]  Like that was the thing I did for side money was I would call up my
[32:35.600 --> 32:38.440]  growers. I knew get my shopping list for the day,
[32:38.920 --> 32:42.280]  go fill their shopping lists, go home, repackage it.
[32:42.800 --> 32:46.000]  And then later that, that day or the next day go deliver it all.
[32:46.560 --> 32:50.200]  Like that was a major side hustle for a minute when things were just started to
[32:50.200 --> 32:51.040]  turn the corner.
[32:51.680 --> 32:55.880]  Things are so different now. So yeah, my, my point is no disrespect to,
[32:55.920 --> 32:58.040]  however big your grow is. If you're trying,
[32:58.040 --> 33:01.640]  you are on team cannabis and I am on your team. I want to support you.
[33:01.840 --> 33:04.880]  You're one of us. That was what I'm trying to say. Hey Mike,
[33:04.880 --> 33:08.040]  we've been going for 30 something minutes. You ready to wrap up this podcast?
[33:08.160 --> 33:10.080]  We should. All right. Let's uh,
[33:10.280 --> 33:13.960]  high five and fist bump and do this part of the show. Happy podcast. Yeah.
[33:14.040 --> 33:15.320]  First off, Mike, thanks for coming, dude.
[33:15.320 --> 33:17.440]  I know you take time away from your family and away from your life.
[33:18.400 --> 33:22.920]  It's uh, I love being on the show. It's uh, it's rewarding.
[33:23.560 --> 33:25.800]  I absolutely love getting over here and doing it.
[33:25.800 --> 33:29.480]  It's just finding the time can be a bitch. So I'm trying to do it more.
[33:29.480 --> 33:31.880]  Y'all hope you appreciate it. We've had on this internet love.
[33:32.360 --> 33:34.040]  That's it keeps sending in the encouragement.
[33:34.040 --> 33:37.640]  We've had him here a couple of times this week. So, um, dude, thanks. Yeah, man.
[33:38.080 --> 33:39.040]  All right. Podcast world.
[33:39.040 --> 33:41.520]  If you feel like this episode of the podcast was educational,
[33:41.520 --> 33:42.760]  informative or entertaining,
[33:42.760 --> 33:45.320]  and you'd like to make a financial contribution to the show,
[33:45.640 --> 33:49.240]  you can do so by visiting patreon.com slash grow from your heart.
[33:49.520 --> 33:52.120]  All of the information you need will be right there on the screen.
[33:52.120 --> 33:55.640]  Big shout out to all of our friends who have supported the show through
[33:55.840 --> 34:00.360]  Patreon. I would also appreciate it. If you support me on cannabis,
[34:00.360 --> 34:04.400]  cannabis is a free cannabis friendly social media application.
[34:04.400 --> 34:07.280]  You cannot buy or sell cannabis there, but you can talk about it.
[34:07.280 --> 34:10.280]  You can brag about it. You could post your pics, you can post your dad pictures.
[34:10.640 --> 34:12.520]  You could post your duck face, smoking pictures,
[34:12.800 --> 34:15.120]  anything you want to do over there. Come join us on cannabis.
[34:15.600 --> 34:18.760]  Give me a follow I'm Irie underscore genetics on cannabis.
[34:18.960 --> 34:20.480]  I look forward to seeing you over there.
[34:21.200 --> 34:22.360]  If you've got something you'd like to say,
[34:22.360 --> 34:25.520]  and you're not into all that social media nonsense, you can send me an email.
[34:25.520 --> 34:28.600]  My email address is grow from your heart at hotmail.com.
[34:28.840 --> 34:32.920]  You know that I do love the interaction. Ladies and gentlemen,
[34:32.920 --> 34:34.920]  my voice is burnt out here at the end of the show.
[34:35.120 --> 34:36.600]  So I want to thank you guys for listening.
[34:36.840 --> 34:39.480]  I'll be back in just a few days with a fresh new episode.
[34:39.800 --> 34:42.880]  I want to give a huge shout out to Pierce Hester. And until next time,
[34:42.880 --> 34:45.720]  take a fat dab and give your mom a hug for me.
