[00:00.320 --> 00:13.860]  Here we go.
[18:58.280 --> 19:01.800]  When you're in the grow, there are a lot of things you can hurt yourself with.
[19:03.000 --> 19:05.560]  A lot of things I see that drive me crazy are sticks.
[19:05.560 --> 19:06.920]  I do it in my grow too.
[19:06.920 --> 19:10.840]  But those big sticks, if they're not tall enough, if they're too tall, the ones that are like
[19:10.860 --> 19:14.540]  four feet tall, I see a lot of people potentially poking their eyes on those.
[19:14.540 --> 19:16.140]  I've almost done it myself.
[19:16.140 --> 19:19.500]  So you've got a plant, it's starting to droop on one side, you put a couple of sticks in there,
[19:19.500 --> 19:22.380]  you put a zip tie around it, now your plant's staying up, you got a stick on it, everything
[19:22.380 --> 19:23.340]  is cool, right?
[19:23.340 --> 19:26.940]  But tomorrow when you go to water that plant, or maybe you're just going to look at the plant,
[19:26.940 --> 19:30.940]  you lean over, you forget there's a stick in there, that stick goes right in your fucking eye.
[19:30.940 --> 19:32.140]  Those things are dangerous.
[19:32.140 --> 19:36.460]  If you're going to put sticks in the grow room, stakes, bamboo sticks, put something at the end
[19:36.460 --> 19:40.540]  of that, make it a flag or put a tennis ball or a ping pong ball at the end of it to where it's
[19:40.560 --> 19:44.080]  not so pokey and it's not such a eye danger.
[19:44.080 --> 19:46.960]  Those things will poke you right in the eye, that'll fuck you up.
[19:46.960 --> 19:52.000]  Another thing, people seem to forget that scissors are sharp.
[19:52.000 --> 19:55.120]  When you're in the grow room, when you're in the trim room, you're hauling ass,
[19:55.120 --> 19:58.080]  pay attention because those fiskers are fucking sharp.
[19:58.080 --> 19:59.440]  I've seen a lot of people cut themselves.
[19:59.440 --> 20:01.360]  I've seen people cut other people.
[20:01.360 --> 20:02.400]  Pay attention, you guys.
[20:02.400 --> 20:03.120]  Be safe.
[20:03.120 --> 20:06.160]  I shouldn't have to remind you, scissors are sharp.
[20:06.160 --> 20:07.840]  Don't leave them in random places.
[20:07.840 --> 20:09.280]  Don't put them in your pocket.
[20:09.300 --> 20:12.740]  If you're going to carry scissors around, use the little scissor holster that they come with.
[20:12.740 --> 20:14.820]  All the scissors come with a little protective thing.
[20:14.820 --> 20:15.700]  Use that shit.
[20:15.700 --> 20:16.660]  Put it on your belt.
[20:16.660 --> 20:19.780]  If you insist on putting the scissors in your pocket, put them in that little sheath,
[20:19.780 --> 20:20.980]  then put them in your pocket.
[20:20.980 --> 20:22.100]  Be careful, you guys.
[20:22.100 --> 20:25.140]  I don't want to have to write an incident report on you because you were just being dumb.
[20:25.700 --> 20:26.740]  Scissors are sharp.
[20:26.740 --> 20:30.420]  I know, it's dumb that I have to remind you, but some people need that fucking reminder.
[20:30.420 --> 20:33.540]  Also, grow lights are hot as fuck.
[20:33.540 --> 20:34.900]  Those bulbs are hot.
[20:34.900 --> 20:35.700]  Don't touch those.
[20:36.520 --> 20:40.600]  When it comes time to change a grow light, you can't just unscrew it and put a new one in.
[20:40.600 --> 20:44.280]  It needs a little bit to cool off, depending on the size of the bulb and how long it's been running.
[20:44.280 --> 20:46.600]  That thing is probably fucking hot, dude.
[20:46.600 --> 20:47.640]  Don't touch it.
[20:47.640 --> 20:50.200]  Remember, grow lights are hot when they're turned on.
[20:50.200 --> 20:53.960]  Also, blowers and extraction fans will eat your fucking fingers.
[20:53.960 --> 20:56.360]  Don't think that you're just going to move it or adjust it.
[20:56.360 --> 20:59.000]  A blower, something like that, turn it off, unplug it.
[20:59.000 --> 21:01.960]  If you have to adjust the ducting, if you're going to move an extraction fan,
[21:01.960 --> 21:04.840]  I've cut my finger really badly on a squirrel cage fan.
[21:04.860 --> 21:05.740]  I'm showing it to the camera.
[21:05.740 --> 21:07.820]  I don't know if you can see that scar on camera.
[21:07.820 --> 21:09.580]  I almost took the tip of that finger off.
[21:09.580 --> 21:11.500]  That is why it is not shaped appropriately.
[21:12.140 --> 21:15.180]  I messed myself up really badly on a blower.
[21:15.180 --> 21:20.460]  I was doing work on a ceiling area of a grow, and the ceiling, one of the supports came in,
[21:20.460 --> 21:23.980]  and the blower kind of turned, and my finger went right into the opening of the blower,
[21:23.980 --> 21:26.460]  and the tip of it is gone somewhere.
[21:26.460 --> 21:27.820]  It's shredded into little pieces.
[21:27.820 --> 21:29.580]  There were 13 stitches in my finger.
[21:29.580 --> 21:31.340]  It hurts right now just thinking about it.
[21:31.340 --> 21:32.300]  Be fucking careful.
[21:32.300 --> 21:33.500]  Those blowers are dangerous.
[21:34.320 --> 21:35.120]  Where else are we?
[21:35.120 --> 21:35.600]  Fans.
[21:36.160 --> 21:41.040]  There are fans everywhere in grow rooms, in personal grows and commercial grows.
[21:41.040 --> 21:43.680]  Those fans can be extremely dangerous.
[21:43.680 --> 21:45.760]  I've got dreadlocks to my knees.
[21:45.760 --> 21:47.840]  If you're in a grow room, tie up your dreadlocks.
[21:47.840 --> 21:50.160]  If you've got a ponytail, stick it in your shirt.
[21:50.160 --> 21:52.400]  Those fans will cause you problems.
[21:52.400 --> 21:58.000]  Also, in a commercial grow environment, we are required to have a badge on us at all times
[21:58.000 --> 21:58.720]  that is visible.
[21:58.720 --> 22:01.840]  It's got to be above the waist and below the neck,
[22:01.860 --> 22:04.820]  and it's got to be visible by the camera so that if anybody looks at the camera,
[22:04.820 --> 22:06.020]  they can say, that guy belongs there.
[22:06.020 --> 22:07.220]  He's got a badge.
[22:07.220 --> 22:10.180]  Many of us wear the badge on a lanyard around our necks.
[22:11.300 --> 22:15.860]  In Colorado, it is required that that lanyard be a breakaway lanyard,
[22:15.860 --> 22:19.060]  which means in the middle of it, it's got a little section that if I pull hard enough,
[22:19.060 --> 22:20.020]  it just breaks.
[22:20.020 --> 22:24.740]  It doesn't have the potential or the opportunity to wrap around my neck and strangle me
[22:24.740 --> 22:27.220]  if it becomes tied in a fan or a blower.
[22:27.220 --> 22:31.220]  So if you're wearing a lanyard in a grow and you have got fans around you,
[22:31.240 --> 22:34.840]  don't get that lanyard caught in something and get yourself fucking hung.
[22:34.840 --> 22:39.800]  Also, if you're working with a trim machine or a trim reaper or something that's in front of you,
[22:39.800 --> 22:42.760]  don't lean over and stick your lanyard into the trim machine.
[22:42.760 --> 22:43.800]  I've seen it done.
[22:43.800 --> 22:46.760]  I've seen the lanyard get stuck in the wood chipper, the trim machine.
[22:46.760 --> 22:48.200]  I've seen it put through everything.
[22:48.760 --> 22:49.960]  Pay attention to your lanyard.
[22:49.960 --> 22:51.080]  I recommend the little armband.
[22:51.080 --> 22:51.880]  They sell an armband.
[22:51.880 --> 22:54.360]  You can put your badge in there, put it on your arm.
[22:54.360 --> 22:55.720]  It's not dangling off of you.
[22:55.720 --> 22:57.320]  It's not going to end up in the nutrients.
[22:57.320 --> 22:59.240]  It's not going to end up in the plants and the trimmer.
[22:59.240 --> 23:01.000]  It's not going to end up getting you in trouble.
[23:01.020 --> 23:02.620]  It's not going to get stuck in a fan.
[23:02.620 --> 23:04.220]  So the fans are dangerous.
[23:04.220 --> 23:08.540]  You guys, if you got dreadlocks, long hair, ponytails, keep that shit tucked away.
[23:08.540 --> 23:10.300]  Don't get them tied up in a fan.
[23:10.300 --> 23:11.820]  I think my dreads would ruin a fan.
[23:11.820 --> 23:14.940]  Honestly, if it grabbed one of these, it probably just inked the fan off the wall.
[23:14.940 --> 23:15.740]  I'm going to win.
[23:15.740 --> 23:17.420]  I don't know what kind of situation you've got.
[23:17.420 --> 23:17.980]  Be careful.
[23:18.540 --> 23:19.500]  I want to keep moving.
[23:20.060 --> 23:21.900]  Um, where are we?
[23:21.900 --> 23:23.260]  How do I fit this one in here?
[23:23.260 --> 23:27.100]  People may not be prepared for this safety, uh, grow room safety.
[23:27.100 --> 23:28.220]  It's going to stink.
[23:28.240 --> 23:31.280]  Part of being safe is not being detected by the police.
[23:31.280 --> 23:34.080]  So legal safety, it's going to stink.
[23:34.080 --> 23:34.960]  Be prepared.
[23:34.960 --> 23:36.400]  Have carbon filtration.
[23:36.400 --> 23:37.440]  Have an excuse.
[23:37.440 --> 23:40.160]  If somebody says it smells like skunks, know what you're going to say.
[23:40.160 --> 23:41.200]  Have a story.
[23:41.200 --> 23:44.480]  Also, what are you going to do if somebody knocks on the door and wants to talk about it?
[23:44.480 --> 23:46.800]  They're not allowed in your home without a warrant.
[23:46.800 --> 23:50.800]  Walk the door, close the door behind you, stand on the front porch and talk to law enforcement
[23:50.800 --> 23:51.520]  outside of your home.
[23:51.520 --> 23:52.720]  And when they say, can we go in?
[23:52.720 --> 23:54.640]  Say, funny story, I'm locked out.
[23:54.640 --> 23:56.240]  And then you leave and they leave too.
[23:56.240 --> 23:57.360]  Nobody goes in your home.
[23:57.380 --> 24:00.020]  Know what you're going to do if you were approached by law enforcement.
[24:00.020 --> 24:02.980]  Have a plan, practice, don't get too nervous.
[24:02.980 --> 24:08.420]  Also, when harvest time comes, it is going to stink more than it does during the grow.
[24:08.420 --> 24:09.780]  Be prepared for that.
[24:09.780 --> 24:11.300]  Harvest is stinky.
[24:11.300 --> 24:16.180]  Also, know where you're going to securely store and save, store and save and dry and
[24:16.180 --> 24:17.060]  cure your harvest.
[24:17.060 --> 24:18.100]  Sorry about the new tongue.
[24:18.100 --> 24:19.220]  I'll get caught up.
[24:19.220 --> 24:21.060]  But it is going to stink a lot.
[24:22.180 --> 24:24.340]  Now let's talk about, uh, personal safety.
[24:24.920 --> 24:29.560]  One of the main ways to keep yourself safe when it comes to growing is to shut the fuck
[24:29.560 --> 24:29.720]  up.
[24:30.280 --> 24:31.880]  Don't tell anybody that doesn't need to know.
[24:32.440 --> 24:34.200]  I know it's a lot of fun talking about growing.
[24:34.200 --> 24:36.280]  I am in a completely legal environment.
[24:36.280 --> 24:37.160]  I grow commercially.
[24:37.160 --> 24:38.120]  It is my job.
[24:38.120 --> 24:39.240]  I pay taxes on it.
[24:39.240 --> 24:40.520]  I get a paycheck for it.
[24:40.520 --> 24:41.320]  That's what I do.
[24:41.320 --> 24:42.360]  I can talk about it.
[24:42.360 --> 24:43.560]  I don't know where you are.
[24:43.560 --> 24:44.840]  I don't know who your friends are.
[24:44.840 --> 24:46.680]  I don't know who your ex-girlfriend is.
[24:46.680 --> 24:49.480]  I don't know who your ex-girlfriend's new boyfriend is.
[24:49.480 --> 24:53.560]  So shut the fuck up about your grow and don't tell people unless it needs to be known.
[24:53.580 --> 24:55.100]  That is personal safety.
[24:55.100 --> 24:57.100]  Keep your grow and yourself safe.
[24:57.100 --> 24:58.300]  Don't tell people.
[24:58.300 --> 24:59.900]  If they don't need to know, they don't need to know.
[24:59.900 --> 25:01.500]  Don't bring people into the grow.
[25:01.500 --> 25:05.180]  Nobody else needs to be there unless they are helping you and you are paying them.
[25:05.180 --> 25:07.820]  Nobody else needs to be in that grow, but you don't show it off.
[25:07.820 --> 25:08.460]  Don't flex.
[25:09.180 --> 25:10.220]  Take some pictures.
[25:10.220 --> 25:15.100]  Once the product is harvested, dried, cured, and either smoked or removed from your area,
[25:15.100 --> 25:18.300]  post some pictures up to social media and get some bragging rights there.
[25:18.300 --> 25:20.940]  But you don't need to bring people in there and show you.
[25:20.940 --> 25:23.340]  And that leads me into internet safety.
[25:23.360 --> 25:26.640]  There are a lot of things to talk about when it comes to internet safety.
[25:26.640 --> 25:29.120]  Not just the safety of the internet.
[25:29.120 --> 25:30.720]  Are you revealing your identity?
[25:30.720 --> 25:32.560]  Are you revealing your location?
[25:32.560 --> 25:35.280]  In your pictures, are you showing that you're allowed six plants,
[25:35.280 --> 25:37.760]  but in your photos you blatantly have 18?
[25:37.760 --> 25:39.520]  Think about that type of internet safety.
[25:39.520 --> 25:43.360]  Then think about even further security codes, passwords.
[25:43.360 --> 25:44.240]  Is anybody hacking you?
[25:44.240 --> 25:45.680]  Is anybody watching you?
[25:45.680 --> 25:46.320]  Is your internet...
[25:47.520 --> 25:48.560]  Let me try that again.
[25:48.560 --> 25:50.400]  Is your internet search history...
[25:50.400 --> 25:51.520]  That was the word I wanted.
[25:51.540 --> 25:56.340]  Is your internet search history going to be a problem if anybody wants to look at that?
[25:56.340 --> 25:58.260]  So think about internet safety.
[25:58.260 --> 25:59.620]  Think about what you're posting.
[25:59.620 --> 26:00.820]  Think about when you post it.
[26:00.820 --> 26:02.260]  Think about what is in your photos.
[26:02.820 --> 26:05.380]  If I went outside to my front yard and took a photo,
[26:06.180 --> 26:08.660]  facing a selfie, facing away from my house,
[26:08.660 --> 26:10.980]  but you caught my neighbor's house in the background,
[26:10.980 --> 26:13.860]  you could probably look at my neighbor's address and drive around.
[26:13.860 --> 26:14.900]  You know what area I live in.
[26:14.900 --> 26:17.460]  You may be able to triangulate my location.
[26:17.460 --> 26:20.980]  So be very careful with what you post on the internet.
[26:21.000 --> 26:24.680]  Also, if you've got kids, be very careful with the kids in the house.
[26:24.680 --> 26:29.640]  If you've got a grow room, make sure it is locked and the kids do not have access to it.
[26:29.640 --> 26:32.280]  Maybe you're one of those people who is growing for a sick child.
[26:32.280 --> 26:35.880]  Maybe you're one of the people who allows a child to help you in the grow.
[26:35.880 --> 26:40.680]  Make sure that that child does not have access to the grow without your supervision.
[26:40.680 --> 26:44.440]  Also, there are many legalities involving children in your grow.
[26:44.440 --> 26:45.400]  So be careful.
[26:45.400 --> 26:47.880]  That takes me back to be careful what you post.
[26:47.900 --> 26:50.140]  If it's not legal for that child to be in your grow,
[26:50.140 --> 26:52.940]  do not post a picture of that child in your grow.
[26:52.940 --> 26:54.300]  Think about what you're posting.
[26:54.300 --> 26:55.100]  Be safe.
[26:55.100 --> 26:56.380]  Keep the kids out of the grow.
[26:56.380 --> 26:57.180]  Keep them safe.
[26:57.180 --> 26:58.620]  Also be honest with the children.
[26:58.620 --> 27:00.060]  I think that's the best way to teach them.
[27:00.060 --> 27:01.500]  If they say, what's going on down there?
[27:01.500 --> 27:02.940]  Say, I'm growing medicine.
[27:02.940 --> 27:06.140]  Otherwise, they think there's fucking aliens down there and they really want to know.
[27:06.140 --> 27:08.060]  But if you tell them what's happening and you're honest,
[27:08.060 --> 27:09.900]  they might let you get away with it.
[27:09.900 --> 27:11.980]  So let's move our way into pets.
[27:12.940 --> 27:16.060]  I don't like seeing cats and dogs in the grow room.
[27:16.080 --> 27:18.080]  I know a lot of people like to take their animals in there.
[27:18.080 --> 27:19.120]  They're inclusive.
[27:19.120 --> 27:22.480]  But I feel that pets are vectors of problems.
[27:22.480 --> 27:26.240]  They carry, they're probably carrying spider mites or some sort of bug that I don't want
[27:26.240 --> 27:28.880]  or a dander or a mold or some shit that I don't want.
[27:28.880 --> 27:30.000]  They're out there running around.
[27:30.000 --> 27:31.280]  They're down there low by the ground.
[27:31.280 --> 27:32.240]  They play in the bushes.
[27:32.240 --> 27:33.200]  They do all that shit.
[27:33.200 --> 27:34.480]  I don't want that in my grow.
[27:34.480 --> 27:35.760]  I keep the pets out of the grow.
[27:35.760 --> 27:36.960]  That is me personally.
[27:36.960 --> 27:38.240]  That's my recommendation.
[27:38.240 --> 27:39.440]  You do what makes you happy.
[27:39.440 --> 27:42.880]  But just know that is a potential carrier for problems.
[27:42.900 --> 27:47.460]  Also, keep your pets safe if they do come in the grow.
[27:47.460 --> 27:49.540]  Like I said earlier, we're applying pesticides.
[27:49.540 --> 27:50.660]  We're using nutrients.
[27:51.220 --> 27:55.700]  Dogs and cats, especially dogs, just like to eat random shit and lick at anything.
[27:56.340 --> 28:00.660]  Some of those nutrients and pesticides could be very problematic for a little dog,
[28:00.660 --> 28:01.940]  even for a big dog.
[28:01.940 --> 28:04.740]  If a dog ate a bottle of nutrients, they would get sick.
[28:04.740 --> 28:08.020]  If a dog ate a bottle of pesticides, it would get sick.
[28:08.020 --> 28:09.620]  Keep that in mind for your pets.
[28:09.620 --> 28:12.660]  Let's love our pets the best we can and keep them safe as well.
[28:13.160 --> 28:14.200]  Grow room safety.
[28:14.200 --> 28:17.240]  Keep the pets and the kids out of there and keep them safe.
[28:17.240 --> 28:20.520]  Now, another thing I want to talk about is environmental impact.
[28:21.320 --> 28:23.400]  Not only do we need to think about being safe,
[28:23.400 --> 28:26.920]  we need to think about what we're doing to the earth, to the world.
[28:26.920 --> 28:28.360]  Are you causing a problem?
[28:28.360 --> 28:30.280]  Are you going to do something that's irreversible?
[28:31.000 --> 28:32.120]  The earth is not yours.
[28:32.120 --> 28:34.920]  That little square patch that you own, that's yours.
[28:34.920 --> 28:37.080]  But the rest of it is everybody else's.
[28:37.080 --> 28:38.120]  And you only own the ground.
[28:38.120 --> 28:41.320]  You don't own all the air and all the bugs that tried to fly in and out of there.
[28:41.340 --> 28:44.700]  You don't own the life that evolves around that earth, around that patch of land.
[28:44.700 --> 28:49.020]  So be mindful of your environmental impact on your growth.
[28:49.020 --> 28:51.820]  If you're growing indoors or outdoors, there are things to think about.
[28:52.380 --> 28:55.740]  As a bottled nutrient user, I get a lot of bottles.
[28:55.740 --> 29:00.700]  I try to find places to recycle, but they don't want to recycle nutrient bottles in many locations.
[29:00.700 --> 29:02.220]  So think about that sort of stuff.
[29:02.220 --> 29:03.500]  We need to get away from bottles.
[29:03.500 --> 29:04.860]  Buy bigger bottles if you can.
[29:04.860 --> 29:06.220]  Don't buy a bunch of quarts.
[29:06.220 --> 29:08.380]  Buy the big five gallon if you can do that.
[29:08.400 --> 29:13.360]  Think about ways to decrease your carbon footprint.
[29:13.360 --> 29:14.240]  Something to think about.
[29:15.360 --> 29:16.160]  I'm talking about trash.
[29:16.160 --> 29:17.520]  We throw a lot of shit away.
[29:17.520 --> 29:23.520]  When you throw out your trash, is it possible that anybody can discover you're a grower through your trash?
[29:23.520 --> 29:26.080]  Looking in the trash, do they find nutrient bottles?
[29:26.080 --> 29:27.600]  Are they finding pesticide bottles?
[29:27.600 --> 29:29.200]  Are they finding old scrap leaf?
[29:29.200 --> 29:30.880]  Are they finding old stems?
[29:30.880 --> 29:32.080]  Be careful with your trash.
[29:32.080 --> 29:34.960]  Once that goes out onto the curb, that is public property.
[29:34.960 --> 29:36.160]  The cops can go through it.
[29:36.160 --> 29:37.440]  Your neighbors can go through it.
[29:37.460 --> 29:39.220]  The hobos are probably going to go through it.
[29:40.100 --> 29:41.220]  Think about what they're going to find.
[29:41.940 --> 29:44.180]  Do you need to get rid of your trash more carefully?
[29:44.180 --> 29:44.980]  I want to keep moving.
[29:44.980 --> 29:49.700]  I've got a really long list of stuff I want to cover, and I feel like I'm already quite a ways into this podcast.
[29:50.260 --> 29:53.540]  So always grow with the appropriate equipment.
[29:53.540 --> 29:56.180]  I see a lot of people building makeshift grows.
[29:56.180 --> 30:00.340]  I understand you don't have an unlimited budget, and you've got to work with what you've got,
[30:00.340 --> 30:02.900]  but some of that shit gets dangerous.
[30:02.900 --> 30:07.300]  The most dangerous things I see is inappropriate electric.
[30:07.320 --> 30:09.960]  Run your electricity appropriately.
[30:09.960 --> 30:12.440]  Use the proper electric fixtures.
[30:12.440 --> 30:14.440]  I see people just doing random crazy shit.
[30:14.440 --> 30:20.440]  They have people who are nowhere near certified electricians going in and just running wires and doing weird shit.
[30:20.440 --> 30:21.800]  That is a potential hazard.
[30:21.800 --> 30:23.560]  That could burn down your house.
[30:23.560 --> 30:26.280]  If you're sharing a building, that can burn down that building.
[30:26.280 --> 30:33.400]  Please don't be that person who ruined the neighborhood because you had some one of your friends just run some wires so we could run more lights.
[30:33.400 --> 30:34.120]  Don't do that.
[30:34.140 --> 30:40.540]  If you're going to have electrical upgrades, make sure it is done by a, what are they, a certified registered master electrician.
[30:40.540 --> 30:44.380]  I don't know the real word, a real electrician, somebody who's licensed and bonded.
[30:44.380 --> 30:48.460]  Somebody that if they cause a problem, you can call them and say it's your fault and you fucked this up.
[30:48.460 --> 30:52.700]  You're supposed to have a license, not just one of your bros that goes, I think it's this wire and this wire.
[30:52.700 --> 30:53.900]  Have it done professionally.
[30:54.780 --> 30:56.620]  Proper electric is very important.
[30:56.620 --> 30:57.740]  We're running a lot of power.
[30:57.740 --> 30:59.020]  We can cause a lot of problems.
[30:59.600 --> 31:04.800]  To go with that, I say always have a smoke alarm, a smoke detector in the grow room.
[31:04.800 --> 31:06.320]  I highly recommend that.
[31:06.320 --> 31:10.480]  Also, think about what you're going to do if that goes off because that will bring attention.
[31:10.480 --> 31:16.480]  So you need to have a fire extinguisher, either the handheld type that is big enough for your space.
[31:16.480 --> 31:19.600]  If you've got like five or six lights, you need a bigger fire extinguisher.
[31:19.600 --> 31:23.280]  If you've only got one light, you may be okay with the smaller fire extinguisher.
[31:23.300 --> 31:28.900]  Think about the potential problem you're going to have to deal with and have the equipment prepared to combat that issue.
[31:29.540 --> 31:33.940]  They do make a fire extinguisher that hangs from the ceiling in a grow room.
[31:33.940 --> 31:40.020]  And if it reaches a certain temperature, it basically ruptures and it drops a fire retardant dust all over the grow.
[31:40.020 --> 31:44.740]  It will destroy your garden, but it will put out the fire and rescue the rest of your house.
[31:44.740 --> 31:47.060]  So if that is an option, I highly recommend that.
[31:47.060 --> 31:50.500]  If you've got higher ceilings, if you've got enough space and you can afford it.
[31:50.520 --> 31:54.040]  I like the fire extinguisher that hangs from the ceiling.
[31:54.040 --> 31:55.240]  It's a big red ball.
[31:55.240 --> 31:57.480]  And if it gets too hot, it simply explodes.
[31:57.480 --> 31:58.120]  Boom!
[31:58.120 --> 32:04.120]  And then this white powdery dust comes out and it falls all over the room and it basically extinguishes the fire that way.
[32:04.120 --> 32:09.400]  So a fire extinguisher is something I highly recommend to go with your smoke detector.
[32:09.400 --> 32:13.000]  You want to catch that smoke, blast out the fire, and then not have any problems.
[32:13.000 --> 32:16.280]  Keep the fire extinguisher on the outside of the grow room door.
[32:16.300 --> 32:21.420]  If you do hear that smoke alarm going off, you're gonna touch the door, see how hot it is.
[32:21.420 --> 32:23.580]  If it's really hot, you may just want to fucking run.
[32:23.580 --> 32:30.700]  If it's kind of warm, push that door open, back up, assess the situation, have that fire extinguisher in your hand, get going, start spraying.
[32:30.700 --> 32:32.300]  If it's too bad, get the fuck out of there.
[32:32.300 --> 32:34.700]  You guys just run to get the good shit that you can.
[32:34.700 --> 32:36.860]  Get the kids, get the dog, and get the fuck out of there.
[32:36.860 --> 32:39.580]  But try to extinguish it, aim at the base.
[32:39.580 --> 32:42.060]  Also understand how to use your fire extinguisher.
[32:42.060 --> 32:43.660]  Make sure that it's fully charged.
[32:43.680 --> 32:46.400]  Understand you pull the pin, you do this, you point here.
[32:46.400 --> 32:47.520]  Maybe practice.
[32:47.520 --> 32:51.040]  Maybe if you're intimidated by the fire extinguisher, if you think it's gonna be scary,
[32:51.040 --> 32:54.080]  just grab the fire extinguisher and take it out to the yard and just give it a little spray.
[32:54.080 --> 32:55.680]  See what kind of pressure comes out of it.
[32:55.680 --> 32:57.440]  See how it jerks, see how it jumps around.
[32:57.440 --> 32:58.320]  Be prepared.
[32:58.320 --> 33:01.840]  I know at a lot of places, if you go work at a new warehouse or a new facility,
[33:01.840 --> 33:04.880]  they will actually train you in how to use the fire extinguisher,
[33:04.880 --> 33:07.600]  so that if you do need it, you're not in full fucking panic mode.
[33:07.600 --> 33:08.880]  It's something you've done before.
[33:08.880 --> 33:11.840]  So have a smoke alarm and have a fire extinguisher.
[33:11.860 --> 33:14.260]  Something I've already mentioned is a door lock.
[33:14.260 --> 33:15.380]  Lock everything.
[33:15.380 --> 33:16.740]  Lock everything twice.
[33:17.380 --> 33:20.100]  Maybe lock everything a third time, just for safety.
[33:20.100 --> 33:23.460]  We don't need anybody not invited getting into our grows.
[33:23.460 --> 33:25.860]  Also, that comes back around to shut the fuck up.
[33:25.860 --> 33:26.820]  Don't tell anybody.
[33:26.820 --> 33:30.340]  If they don't know it's there, they don't know it's there.
[33:30.340 --> 33:32.180]  Now, we've got everything locked.
[33:32.180 --> 33:33.540]  We've got everything safe.
[33:33.540 --> 33:36.020]  The next step, I think, is cameras.
[33:36.020 --> 33:40.740]  If you can put up cameras near your grow without being obvious that you're watching your grow,
[33:40.760 --> 33:44.920]  that is a great thing to do because now you know when intruders are coming,
[33:44.920 --> 33:47.720]  and you can also check on the plants while you're away.
[33:47.720 --> 33:49.160]  You can just open up your phone and go,
[33:49.160 --> 33:50.520]  oh, that room looks good.
[33:50.520 --> 33:51.960]  None of the plants look super droopy.
[33:51.960 --> 33:52.760]  The plants look happy.
[33:52.760 --> 33:54.040]  The reservoirs are full.
[33:54.040 --> 33:55.720]  I can see most of the things I need to see.
[33:55.720 --> 33:58.040]  I set up my cameras where I can see what I need to see,
[33:58.040 --> 34:01.320]  and we've got a little bit of reassurance and security at the same time.
[34:02.440 --> 34:06.440]  Another thing I really like in the grow for safety and for many other reasons
[34:06.440 --> 34:10.200]  is something like a PL grow minder unit or something similar.
[34:10.220 --> 34:13.740]  This will tell me if the room gets too hot or too cold while I'm away.
[34:14.780 --> 34:17.180]  If I reach a certain condition in my grow room,
[34:17.180 --> 34:18.540]  my phone will beep and tell me,
[34:18.540 --> 34:19.980]  hey, you need to check this out.
[34:19.980 --> 34:21.580]  I open up the app on my phone.
[34:21.580 --> 34:24.540]  I look at the PL grow minder information.
[34:24.540 --> 34:26.700]  It'll say, hey, it's 90 degrees in here.
[34:26.700 --> 34:28.620]  I'll go, I need to solve that problem.
[34:28.620 --> 34:30.860]  Then I open up the camera, look at the camera and go,
[34:30.860 --> 34:32.780]  oh, the plants definitely look hot,
[34:32.780 --> 34:34.700]  and I can see that that fan over there isn't running,
[34:34.700 --> 34:35.980]  or I can see that that air conditioner,
[34:35.980 --> 34:38.140]  you can't see the air conditioner cut off, but you get my point.
[34:38.140 --> 34:39.580]  I can open up the minder unit,
[34:39.600 --> 34:42.000]  then I can look on camera, try to identify the problem.
[34:42.000 --> 34:44.640]  If I need to get to the grow, I can get over there and fix it.
[34:44.640 --> 34:48.800]  So cameras and a PL minder unit together are invaluable.
[34:48.800 --> 34:51.680]  You can see what's going on, and then you get a warning on your phone
[34:51.680 --> 34:54.320]  if anything is out of the parameters, which you expect it to be.
[34:54.960 --> 34:58.800]  Another thing I like is a high heat shutdown.
[34:58.800 --> 35:00.400]  I've got a device on my grow lights.
[35:01.200 --> 35:04.000]  So all of my grow lights plug into one unit,
[35:04.000 --> 35:08.080]  then that unit plugs into the 240, the dryer looking plug.
[35:08.100 --> 35:12.100]  Before that dryer plug, I have got a high heat shutdown.
[35:12.100 --> 35:16.500]  It plugs into the dryer plug, then my light box plugs into that,
[35:16.500 --> 35:19.860]  and that has a wire that goes up to the very center of the room.
[35:19.860 --> 35:23.860]  If that room reaches 110 degrees, everything turns off.
[35:23.860 --> 35:26.100]  It just cuts the power to that whole box.
[35:26.100 --> 35:28.980]  All of my lights turn off. It's not going to heat up anymore.
[35:28.980 --> 35:32.180]  That will save me from roasting the entire room, and it's adjustable.
[35:32.180 --> 35:34.660]  I can change it from 90 to 110 is the range.
[35:34.660 --> 35:36.660]  I think I just left it at 110 when I bought it.
[35:36.680 --> 35:40.040]  So I've got a high heat shutdown to where if the room gets too hot,
[35:40.040 --> 35:41.640]  the lights just shut right off.
[35:41.640 --> 35:45.080]  I did not plug the air conditioner into that same receptacle,
[35:45.080 --> 35:48.440]  so the air conditioner will continue to run if it was running.
[35:48.440 --> 35:50.600]  I'm assuming that since it's 110 degrees in there,
[35:50.600 --> 35:52.120]  that air conditioner fucked up.
[35:52.120 --> 35:53.240]  I need to go check it out.
[35:53.240 --> 35:55.400]  My PL Grow Minder unit sent me a message.
[35:55.400 --> 35:57.880]  I got to open it up and look and say, it's 100 degrees in there.
[35:57.880 --> 35:59.160]  I need to go figure this out.
[35:59.160 --> 36:02.680]  But that high heat shutdown will shut it down while I'm in the car
[36:02.680 --> 36:04.920]  running to the grow trying to get there before the plants melt.
[36:05.900 --> 36:07.420]  I mentioned this before.
[36:07.420 --> 36:10.140]  Another thing we need is plenty of carbon filters.
