[00:00.000 --> 00:07.000]  Alright, here we go.
[17:36.560 --> 17:39.840]  It's where I honestly keep my male plants most of the time.
[17:39.840 --> 17:45.240]  Those plants, excuse me, those plants in that three by three with that one Canon LED are
[17:45.240 --> 17:46.680]  extremely happy.
[17:46.680 --> 17:48.080]  Anybody can get that grow going.
[17:48.080 --> 17:50.720]  It's a three by three tent, a Canon LED.
[17:50.720 --> 17:52.160]  I've got a carbon filter.
[17:52.160 --> 17:54.280]  I've got a, is it a four or a six inch blower?
[17:54.280 --> 17:57.600]  I've got a small blower in there sucking the stagnant air out.
[17:57.600 --> 18:01.520]  And then that just ducks out of a window because oftentimes I put a male plant in there and
[18:01.520 --> 18:05.200]  I want that a carbon filter and that exhaust going directly out.
[18:05.200 --> 18:06.680]  So there's no pollen contamination.
[18:06.680 --> 18:08.240]  The pollen is going directly away.
[18:08.240 --> 18:12.440]  I'm sorry if you grow in my backyard, you're going to get pollinated possibly.
[18:12.440 --> 18:15.800]  Let me catch up on my notes and see where we are here.
[18:15.800 --> 18:17.680]  It's all about how big of a plant you want.
[18:17.680 --> 18:19.960]  If you veg them for two weeks, they'll be this tall.
[18:19.960 --> 18:23.120]  If you veg them for six months, there'll be gigantic plants.
[18:23.160 --> 18:26.880]  So you can build a gigantic enclosure for three plants or you can have a little teeny
[18:26.880 --> 18:29.040]  tiny space for three plants.
[18:29.040 --> 18:33.120]  It's all about your goal, your desires, what you're trying to do.
[18:33.120 --> 18:38.000]  I was talking about putting a hundred or 120 Rockwell cubes under one led.
[18:38.000 --> 18:42.120]  Then all you have to do is veg those for like a week or like 10 days or so and they're this
[18:42.120 --> 18:43.840]  tall ish, ish.
[18:43.840 --> 18:46.960]  And then you flower them and you could pull seven to 12 grams per plant.
[18:46.960 --> 18:52.240]  And if you do a hundred plants times seven to 12 grams, you're getting 700 to 1200 grams
[18:52.240 --> 18:53.240]  of herb at the end, right?
[18:53.240 --> 18:58.080]  If you do it correctly, that works out pretty well in my opinion, but that many plants is
[18:58.080 --> 18:59.080]  illegal.
[18:59.080 --> 19:03.760]  So we go bigger plants, trellis them out, spread them out, maximize our space.
[19:03.760 --> 19:06.320]  It's all about maximizing the space you've got and having a goal.
[19:06.320 --> 19:09.280]  So I don't know how much space you need for your three plants.
[19:09.280 --> 19:10.280]  What's your goal?
[19:10.280 --> 19:16.280]  I'm going to start by recommending that three by three grow tent with a Canon led, a carbon
[19:16.280 --> 19:19.240]  filter and a blower and put a fan inside of there.
[19:19.240 --> 19:22.920]  And that should have you set up to rock pretty good for a starter kit.
[19:22.920 --> 19:25.560]  Maybe go five by five with two or three cannons.
[19:25.560 --> 19:27.200]  Then expand as time goes on.
[19:27.200 --> 19:31.780]  Add more tents out of veg tent, have a flower, have one in veg, one in flower or two in flower
[19:31.780 --> 19:33.000]  all the time.
[19:33.000 --> 19:34.340]  That's a way to expand on that.
[19:34.340 --> 19:37.040]  But yeah, three plants.
[19:37.040 --> 19:38.040]  It's all about your goal.
[19:38.040 --> 19:41.840]  I wish I could give you a direct do this, do this, but I would say get that three by
[19:41.840 --> 19:46.040]  three tent, put the Canon led in there, get that set up and learn to grow that way.
[19:46.040 --> 19:47.400]  Then expand.
[19:47.400 --> 19:51.720]  Getting smaller is going to be kind of hard to control the VPD constantly.
[19:51.720 --> 19:55.480]  Also you need a hygrometer and a thermometer, something that will tell you the temperature
[19:55.480 --> 19:56.680]  and humidity in that space.
[19:56.680 --> 19:59.400]  You can look at it all the time and see what's going on in there and make adjustments as
[19:59.400 --> 20:00.480]  necessary.
[20:00.480 --> 20:02.400]  So what do I need to grow three plants?
[20:02.400 --> 20:03.720]  You need a sealable environment.
[20:03.720 --> 20:08.360]  You can seal the light, you can control the airflow, you can control the vapor pressure
[20:08.360 --> 20:13.120]  deficit, you can control who goes in and out of their secure area, somewhere that's clean,
[20:13.120 --> 20:17.200]  somewhere that you can control the bugs and the predators and the insects.
[20:17.200 --> 20:21.720]  I said that with bugs, with the, uh, the little rodents and fucking animals, traffic, something
[20:21.720 --> 20:22.720]  you can control.
[20:22.720 --> 20:26.960]  All of that is mainly what you need, a clean workspace, anything else you can turn it into
[20:26.960 --> 20:28.600]  a grow environment.
[20:28.600 --> 20:29.600]  It's all up to you.
[20:29.600 --> 20:31.560]  Everything is adjustable depending on your goals.
[20:31.560 --> 20:33.440]  That's one of the best parts about growing.
[20:33.440 --> 20:36.880]  There are no real, uh, you've got to do it this way.
[20:36.880 --> 20:37.880]  Kind of rules.
[20:37.880 --> 20:39.380]  People will say, you'll see it in groups.
[20:39.380 --> 20:41.720]  You need to talk that plant now, or you need to do this now.
[20:41.720 --> 20:44.400]  And I always say, why explain why?
[20:44.400 --> 20:46.740]  Give me a paragraph of why that needs to happen.
[20:46.740 --> 20:48.040]  You could do it however you want.
[20:48.040 --> 20:51.640]  As long as you are happy with the way the plants come out in the end, uh, you're doing
[20:51.640 --> 20:52.640]  it right.
[20:52.640 --> 20:54.640]  Uh, you're always going to find room for improvement.
[20:54.640 --> 20:59.680]  If you get raided or kill the plants or flood the room, you might've done something wrong,
[20:59.680 --> 21:01.680]  but we can recover from most of that.
[21:01.680 --> 21:02.680]  All right.
[21:02.680 --> 21:03.680]  I think I answered that one.
[21:03.680 --> 21:05.720]  I think I rambled on for quite a bit.
[21:05.720 --> 21:11.700]  Um, another note that I wrote was don't let anybody else mess up your goal.
[21:11.700 --> 21:12.700]  And your strategy.
[21:12.700 --> 21:16.980]  Uh, if you want to grow your three plants, your way, you grow your three plants, your
[21:16.980 --> 21:17.980]  way.
[21:17.980 --> 21:20.940]  Some people just have to learn by doing shit the way they do shit.
[21:20.940 --> 21:24.100]  If you did it the wrong way, you're going to find out if you did it the right way, you're
[21:24.100 --> 21:25.820]  going to find out.
[21:25.820 --> 21:30.980]  Then the first time you grow, you'll say, I, my idea was just not fucking right.
[21:30.980 --> 21:32.260]  This was a half cooked idea.
[21:32.260 --> 21:35.420]  And now I see why everybody on the internet said that I was goofy for trying this, but
[21:35.420 --> 21:37.600]  guess what you learned and you got to see it.
[21:37.600 --> 21:42.120]  So don't let anybody mess up your strategy or your goals or your ideas.
[21:42.120 --> 21:43.120]  Even me.
[21:43.120 --> 21:47.720]  Uh, I'm an experienced grower, but, uh, you might have an idea that I've never thought
[21:47.720 --> 21:48.720]  of.
[21:48.720 --> 21:49.720]  I learned from everybody.
[21:49.720 --> 21:54.480]  I can learn something from everybody, from a grower who's doing his first day to a grower
[21:54.480 --> 21:56.320]  who's been there for a hundred years.
[21:56.320 --> 21:57.960]  I can learn something from everybody.
[21:57.960 --> 22:02.280]  I learned that in the music industry, I can learn something from everybody on a drum kit.
[22:02.280 --> 22:03.960]  Same thing goes for the grow room.
[22:03.960 --> 22:07.920]  So don't let me mess up your plans, your ideas, and your goals.
[22:07.920 --> 22:13.480]  Let my knowledge and my experience and my info, uh, have some effect on your ideas,
[22:13.480 --> 22:15.280]  but don't let me make decisions for you.
[22:15.280 --> 22:16.280]  You know what I mean?
[22:16.280 --> 22:20.360]  Like use my input as data and then weigh your options with the data that you've been given.
[22:20.360 --> 22:23.320]  But don't don't, you don't have to follow me as gospel.
[22:23.320 --> 22:24.320]  Sometimes I don't know.
[22:24.320 --> 22:26.720]  A lot of times I don't know what is happening in your grow.
[22:26.720 --> 22:31.200]  I don't know the exact specific environment, the situation, the thing.
[22:31.200 --> 22:34.160]  So, uh, maybe, uh, maybe I'm wrong.
[22:34.160 --> 22:39.360]  And a lot of my ideas are expensive and people say to solve that problem, you just gave me
[22:39.360 --> 22:41.960]  a $500 solution.
[22:41.960 --> 22:43.480]  And sometimes that's, what's going to fix it.
[22:43.480 --> 22:46.840]  Our grow rooms and our plants are, they require certain things.
[22:46.840 --> 22:50.160]  And if you want to cheap out and do shit the cheap way you really can, but you're going
[22:50.160 --> 22:51.560]  to get the cheap outcome.
[22:51.560 --> 22:58.000]  Um, I run my grows like a business when there's a harvest, there is a profit obviously.
[22:58.000 --> 23:01.920]  And then that profit goes into the bank because it's ran like a business.
[23:01.920 --> 23:05.520]  And then a portion of that profit is put back into the business.
[23:05.520 --> 23:07.600]  You've got to buy a new carbon filter.
[23:07.600 --> 23:08.840]  You've got to buy new lights.
[23:08.840 --> 23:11.760]  You've got to buy maybe a new pH pan.
[23:11.760 --> 23:15.780]  You definitely need more nutrients, new soil, probably some new pots.
[23:15.780 --> 23:17.600]  You got to pay somebody to help you packaging.
[23:17.600 --> 23:18.600]  You got to pay somebody.
[23:18.600 --> 23:20.680]  If you trim it, they're going to get paid for trimming it.
[23:20.680 --> 23:23.360]  So it all gets invested back into the business.
[23:23.360 --> 23:25.880]  Then as a seed maker, I buy seed packaging.
[23:26.200 --> 23:30.280]  Uh, there's a lot of components to my seed packaging and then there are shipping components,
[23:30.280 --> 23:31.280]  a lot of that stuff.
[23:31.280 --> 23:33.400]  So it all gets reinvested back into the business.
[23:33.400 --> 23:36.480]  So don't be afraid to invest in your business.
[23:36.480 --> 23:41.360]  You're growing a product that's going to give you a reward, whether it's medically, whether
[23:41.360 --> 23:45.120]  it's recreationally, whether it's financially, there will be a reward.
[23:45.120 --> 23:46.120]  This is a business.
[23:46.120 --> 23:50.080]  You've got to put something into it to get something out of it, or you don't get shit
[23:50.080 --> 23:51.080]  out of it.
[23:51.080 --> 23:54.660]  It will show you everything you put into your grow will come back to you.
[23:54.660 --> 23:59.780]  If you put in laziness, your end product, your photos on Instagram will show they will
[23:59.780 --> 24:01.380]  convey laziness.
[24:01.380 --> 24:06.660]  If you put love, effort, energy, pride, passion into your grow, your flowers and your photos
[24:06.660 --> 24:12.460]  will show that even if you're not growing the most amazing product, the fucking 32%
[24:12.460 --> 24:16.980]  that everybody's wanting to snap pictures of, you'll still feel, still feel pride in
[24:16.980 --> 24:20.380]  that product and you'll learn how to improve it because your ego is not in the way you're
[24:20.380 --> 24:25.580]  growing from your heart, not from your wallet, not from knowing about the profit, but put
[24:25.580 --> 24:27.260]  some pride into your garden.
[24:27.260 --> 24:28.380]  Reinvest in the garden.
[24:28.380 --> 24:32.000]  Understand that you've got to reinvest in this business and it will keep reinvesting
[24:32.000 --> 24:33.700]  in you when you smoke that pro.
[24:33.700 --> 24:35.940]  You want it to be not stressful.
[24:35.940 --> 24:38.060]  You want it to be enjoyable.
[24:38.060 --> 24:42.780]  And something I've noticed is when I worked at, I use guitar center as a reference a lot,
[24:42.780 --> 24:44.920]  but this will make a lot of sense.
[24:44.920 --> 24:49.660]  When I would sell a little kid a shitty guitar or a shitty drum set, he'd come back in a
[24:49.660 --> 24:53.200]  couple of weeks looking for something to add to it to make it fun again because he
[24:53.200 --> 24:58.180]  ran out of fun because the guitar or the drums, no matter how well you play them and tune
[24:58.180 --> 25:02.820]  them, they're going to sound like shit because they are cheap, shitty quality instruments.
[25:02.820 --> 25:04.300]  They're not going to sound good.
[25:04.300 --> 25:08.460]  They were just made to sell, to get money in the bank, to make it look like a guitar,
[25:08.460 --> 25:10.060]  to take little kid money.
[25:10.060 --> 25:12.860]  If that little kid would have invested, I know it's his parents and I'm not blaming
[25:12.860 --> 25:14.700]  anybody, but this is how it goes.
[25:14.700 --> 25:18.540]  If the parent would have invested in a high quality instrument in the beginning, they
[25:18.540 --> 25:21.420]  would have gone home and had a chance to sound good.
[25:21.420 --> 25:25.260]  You're never going to, some, some pro musicians are going to grab some shit gear and say,
[25:25.260 --> 25:26.260]  watch this bro.
[25:26.260 --> 25:27.260]  Cause I can do it.
[25:27.260 --> 25:28.700]  I'll make a shitty drum set sound good, but I've got skills.
[25:28.700 --> 25:32.980]  Now a beginner drummer is never going to make a shitty drum set sound like a rockstar drum
[25:32.980 --> 25:33.980]  set.
[25:33.980 --> 25:36.260]  You got to get them a good drum set to sound good.
[25:36.260 --> 25:37.980]  I feel the same way with grow gear.
[25:37.980 --> 25:41.700]  If you buy the cheapest light, you can get the cheapest soil.
[25:41.700 --> 25:44.220]  You can find the cheapest genetics you can get.
[25:44.220 --> 25:47.620]  You're not going to have a good grow because you've got a bunch of cheap shit to work with
[25:47.700 --> 25:49.860]  and it's always going to be a struggle.
[25:49.860 --> 25:51.400]  Something is going to be wrong.
[25:51.400 --> 25:52.980]  The plants aren't getting enough light.
[25:52.980 --> 25:54.500]  They're not getting the right spectrum.
[25:54.500 --> 25:56.020]  So they're going to grow wonky.
[25:56.020 --> 25:57.400]  Then you got shitty soil on there.
[25:57.400 --> 25:59.340]  So they don't even have a chance to develop healthy roots.
[25:59.340 --> 26:00.340]  They're going, this soil sucks.
[26:00.340 --> 26:01.820]  I don't know what to do.
[26:01.820 --> 26:05.500]  And then you're, you got shitty genetics to begin with and they're never going to perform.
[26:05.500 --> 26:06.700]  That's like buying a shitty guitar.
[26:06.700 --> 26:08.100]  It's never going to sound good.
[26:08.100 --> 26:11.420]  No matter how many fucking pedals you run it through, no matter how much compression
[26:11.420 --> 26:15.660]  you put on it, no matter how many books you read, how many YouTube videos you watch, that
[26:15.660 --> 26:21.540]  shitty Laguna guitar is always going to sound like a shitty Laguna guitar that the fucking
[26:21.540 --> 26:22.780]  neck is going to bend.
[26:22.780 --> 26:24.060]  It's never going to work right.
[26:24.060 --> 26:26.980]  And that's how it's going to be if you buy shitty gear for the garden.
[26:26.980 --> 26:30.620]  So invest in yourself, invest in your garden and have a good time in there.
[26:30.620 --> 26:32.620]  Make it fun, make it enjoyable.
[26:32.620 --> 26:35.220]  And people are saying Rasta Jeff, I don't have the money to do that.
[26:35.220 --> 26:36.540]  Maybe not yet.
[26:36.540 --> 26:39.140]  Maybe you can't do that on your first grow, your second grow.
[26:39.140 --> 26:43.740]  But if you're growing now, you're saving money buying from the plug or the dispensary.
[26:43.740 --> 26:46.620]  That's that much money you're not spending there.
[26:46.620 --> 26:48.780]  Then you've got that extra fundage.
[26:48.780 --> 26:52.980]  You're not spending the money or maybe you are putting it out on the black market and
[26:52.980 --> 26:54.100]  making a profit.
[26:54.100 --> 26:58.300]  Therefore, you should be reinvesting in the grow because if you're growing black market,
[26:58.300 --> 26:59.420]  it's a competitive market.
[26:59.420 --> 27:00.420]  You've got to keep up.
[27:00.420 --> 27:01.540]  You want to be top shelf.
[27:01.540 --> 27:06.660]  You want to be the best grower with the best product and the most of it readily available.
[27:06.660 --> 27:08.420]  So that's when you're going to want to step up your game.
[27:08.420 --> 27:12.580]  If you're going black market, you definitely need to get the best you can as quick as possible
[27:12.780 --> 27:16.100]  because the guy down the block is working too and he's watching my show also.
[27:16.100 --> 27:18.260]  He's going that motherfucker, I got to get better than him.
[27:18.260 --> 27:19.780]  So you guys are competing.
[27:19.780 --> 27:20.780]  Step your shit up.
[27:20.780 --> 27:22.700]  Put some passion into it.
[27:22.700 --> 27:25.780]  Reinvest that cheap shit is going to break you guys in the middle of the grow.
[27:25.780 --> 27:27.780]  That cheap LED is going to start going.
[27:27.780 --> 27:31.980]  And then you're going to walk in there and it's going to be flickering and flashing.
[27:31.980 --> 27:33.780]  You're going to go, what is wrong with my light?
[27:33.780 --> 27:37.380]  And you're going to call the company and they're going to be in China and nobody's going to
[27:37.380 --> 27:39.100]  answer and now you don't have a grow light.
[27:39.100 --> 27:40.100]  You got to buy a new one.
[27:40.100 --> 27:41.100]  But guess what?
[27:41.100 --> 27:43.220]  If you bought a good grow light in America, you bought a good grow light from, I'm not
[27:43.220 --> 27:46.220]  saying that all the Chinese companies are bad, but if you got a good company that was
[27:46.220 --> 27:48.100]  locally based in America, you call them up.
[27:48.100 --> 27:49.100]  Say I got problems.
[27:49.100 --> 27:51.060]  I'll either talk you through it or help you get a replacement.
[27:51.060 --> 27:52.540]  You're not shit out of luck.
[27:52.540 --> 27:54.740]  So buy good gear, cheap shit breaks.
[27:54.740 --> 28:00.900]  I often see people asking what is the best cheap pH pen I can buy.
[28:00.900 --> 28:03.380]  Those two words are never going to be together.
[28:03.380 --> 28:04.380]  Best and cheap.
[28:04.380 --> 28:07.220]  There's a reason why best is the best and cheap is the cheap.
[28:07.220 --> 28:09.460]  Those two things don't ever fall together.
[28:09.460 --> 28:10.540]  The best isn't the cheapest.
[28:10.540 --> 28:11.820]  The cheapest isn't the best.
[28:11.820 --> 28:14.460]  That's there's fucking economy and logic.
[28:14.460 --> 28:15.460]  There's a reason why.
[28:15.460 --> 28:19.300]  But if you need a pH pen, I always recommend getting a blue lab or something better than
[28:19.300 --> 28:20.300]  a blue lab.
[28:20.300 --> 28:22.560]  I like the blue lab three in one combo meters.
[28:22.560 --> 28:24.900]  Get the blue lab stuff because it works.
[28:24.900 --> 28:28.860]  All the other meters that I've tried, they don't hold the calibration long.
[28:28.860 --> 28:29.860]  They die.
[28:29.860 --> 28:31.620]  They basically, I just say they suck, bro.
[28:31.620 --> 28:32.660]  Get the blue labs.
[28:32.660 --> 28:33.660]  That's what I recommend.
[28:33.660 --> 28:36.660]  But cheap and best will never be the same.
[28:36.660 --> 28:37.660]  All right.
[28:37.660 --> 28:38.660]  Where are we in all of my notes?
[28:38.860 --> 28:39.860]  I got a lot of notes here.
[28:39.860 --> 28:41.460]  We may have to skip some of this stuff.
[28:41.460 --> 28:42.460]  Yeah.
[28:42.460 --> 28:43.900]  Don't buy that knockoff stuff.
[28:43.900 --> 28:48.660]  I see people buy like knockoff lights or knockoff stuff and then complain that it didn't work
[28:48.660 --> 28:49.660]  as good as it should have.
[28:49.660 --> 28:50.820]  You bought the knockoff shit, bro.
[28:50.820 --> 28:54.660]  Spend the real money, get the real thing, and then you'll see that quality products,
[28:54.660 --> 28:58.860]  a quality high-end luxury product will make your grow experience much better.
[28:58.860 --> 29:00.820]  Just be more comfortable, more excited.
[29:00.820 --> 29:02.860]  It won't be as stressful.
[29:02.860 --> 29:04.660]  It's just easier when shit works.
[29:04.660 --> 29:05.660]  All right.
[29:05.660 --> 29:07.780]  I think that is all I've got for you for this episode.
[29:07.780 --> 29:11.900]  I think I've gone for about 30 minutes minus a couple of quick edits that you probably
[29:11.900 --> 29:12.900]  didn't even notice.
[29:12.900 --> 29:13.900]  Yeah.
[29:13.900 --> 29:15.780]  I'm going to wind up this episode.
[29:15.780 --> 29:18.460]  I'll be back in a couple of days with fresh new content.
[29:18.460 --> 29:22.220]  If you've got any edits, questions, corrections, comments, or concerns, I'd love to hear from
[29:22.220 --> 29:23.220]  you.
[29:23.220 --> 29:24.220]  My email address is growfromyourheartathotmail.com.
[29:24.220 --> 29:25.220]  Yeah.
[29:25.220 --> 29:26.220]  It's Hotmail.
[29:26.220 --> 29:27.220]  Don't make fun of me.
[29:27.220 --> 29:29.980]  It's an old school email address and it works.
[29:29.980 --> 29:33.020]  It gets right to me.
[29:33.020 --> 29:34.020]  Growfromyourheartathotmail.com.
[29:35.020 --> 29:38.620]  Also, if you feel like this episode was educational, informative, or entertaining and you'd like
[29:38.620 --> 29:42.460]  to support the show financially, that was harder to say than it looked.
[29:42.460 --> 29:46.540]  All you've got to do is visit patreon.com forward slash growfromyourheart.
[29:46.540 --> 29:50.980]  All of the information you need is right there on the screen at patreon.com forward slash
[29:50.980 --> 29:51.980]  growfromyourheart.
[29:51.980 --> 29:55.100]  Of course, there is a link in the show notes and the video description that will get you
[29:55.100 --> 30:00.460]  right there at patreon.com forward slash growfromyourheart.
[30:00.460 --> 30:04.580]  Ladies and gentlemen, boys and girls, pimps and hoes, friends and foes, smokers and growers,
[30:04.580 --> 30:08.260]  clone cutters and pollen chuckers, all you beautiful cannabis growers out there, I want
[30:08.260 --> 30:12.180]  to thank you once again for listening to another episode of the Grow From Your Heart podcast.
[30:12.180 --> 30:14.580]  You know I'll be back in a couple of days with fresh new content.
[30:14.580 --> 30:17.620]  I want to give a giant shout out to my buddy Gramps Memo.
[30:17.620 --> 30:23.620]  Until next time, take a fat dab and give your mom a hug for me.
