[00:05.950 --> 00:25.760]  Welcome back, Podcast World.
[17:46.440 --> 17:47.440]  They are ready.
[17:47.440 --> 17:52.080]  They would just normally fall into a cold environment with some snow or non-ideal conditions.
[17:52.080 --> 17:54.960]  They need to wait a little while to get proper environment, then they'd sprout up.
[17:54.960 --> 17:57.600]  But no, they are ready to go when they're in that plant.
[17:57.600 --> 18:01.960]  We've seen them sprout inside the buds and ruin the entire fucking project.
[18:01.960 --> 18:04.360]  So yeah, the seeds can go too long.
[18:04.360 --> 18:05.360]  They'll get too hard.
[18:05.360 --> 18:08.080]  And if you leave them in there way too long, they will germinate.
[18:08.080 --> 18:10.520]  All right, let's keep this school bus moving.
[18:10.520 --> 18:13.680]  The next thing I want to talk about is flowering time.
[18:13.680 --> 18:17.440]  I do want to send a big shout out to my friend who reminded me to talk about this on the
[18:17.440 --> 18:18.440]  show.
[18:18.440 --> 18:21.440]  I was talking with a bro today and he's like, you know what, this, and I was like, I should
[18:21.440 --> 18:22.440]  say that on the show.
[18:22.440 --> 18:26.120]  So big shout out to my friend for reminding me to say this on the show.
[18:26.120 --> 18:27.120]  You know who you are.
[18:27.120 --> 18:29.160]  I wouldn't be where I am without you, bro.
[18:29.160 --> 18:31.160]  So something I should talk about.
[18:31.160 --> 18:32.160]  I am a seed breeder.
[18:32.160 --> 18:33.320]  I do make seeds.
[18:33.320 --> 18:38.040]  On the back of my seed packaging, I do list a recommended flowering time.
[18:38.040 --> 18:40.600]  A lot of those times are generally nine to 10 weeks.
[18:40.600 --> 18:43.040]  What I breed generally takes nine to 10 weeks.
[18:43.040 --> 18:48.300]  I know that's a general timeframe, but most of my plants will be done within that timeframe.
[18:48.300 --> 18:54.980]  When I say nine to 10 weeks, I don't mean cut it down at the beginning of week nine.
[18:54.980 --> 18:59.460]  When I say nine weeks, I recommend you finish that ninth week.
[18:59.460 --> 19:03.000]  Don't shortchange yourself by cutting down your plants way too early.
[19:03.000 --> 19:07.800]  I am recommending nine to 10 weeks and I see people cutting their plants down at the
[19:07.800 --> 19:10.280]  beginning of week nine.
[19:10.280 --> 19:16.240]  You're ripping yourself off by potentially 14, maybe 21 days of potential growth and
[19:16.240 --> 19:19.440]  improvement you could have gotten from that crop.
[19:19.440 --> 19:24.400]  Imagine how much more weight you could have gotten from 20, 14 to 21 more days of growth
[19:24.400 --> 19:26.400]  out of that plant.
[19:26.400 --> 19:30.680]  Imagine how much potency, imagine how much flavor if that plant had that much more time
[19:30.680 --> 19:31.680]  to go.
[19:31.720 --> 19:35.640]  Hypothetically, if you're cutting it down at the start of week nine, what is that?
[19:35.640 --> 19:38.160]  That's 59 days, right?
[19:38.160 --> 19:40.520]  56, 57 days.
[19:40.520 --> 19:44.920]  You should be cutting down at least day 63 is the end of week nine.
[19:44.920 --> 19:45.920]  That's the end.
[19:45.920 --> 19:48.200]  Yeah, 56 is eight weeks, 63 is nine weeks.
[19:48.200 --> 19:49.200]  Let it go.
[19:49.200 --> 19:52.440]  Technically, you've only gone eight weeks on day one of week nine.
[19:52.440 --> 19:54.160]  You've got to finish that week.
[19:54.160 --> 19:58.720]  What I'm trying to say, what I'm trying to get into your head is when I say nine weeks,
[19:58.720 --> 20:00.560]  finish the ninth week.
[20:00.560 --> 20:04.000]  If I say you've got to go to this class for nine weeks, you don't go to the class for
[20:04.000 --> 20:07.520]  eight weeks and don't go to the ninth week, then you don't graduate, you fail.
[20:07.520 --> 20:09.360]  That is the same way with growing ganja.
[20:09.360 --> 20:11.960]  You've got to finish the ninth week.
[20:11.960 --> 20:14.560]  Sometimes you've got to finish the 10th week.
[20:14.560 --> 20:19.080]  Sometimes even though I wrote nine to 10 weeks on your package, sometimes you may need to
[20:19.080 --> 20:21.880]  let that bad dog go 11 weeks.
[20:21.880 --> 20:25.160]  There are anomalies, there are outliers.
[20:25.160 --> 20:29.840]  Sometimes those longer flowering plants are the most potent, the most heavy hitting, the
[20:29.840 --> 20:33.160]  most delicious, the most impressive plants in the grow.
[20:33.160 --> 20:38.520]  When I'm saying nine to 10 weeks, I definitely mean 63 days or more.
[20:38.520 --> 20:42.480]  If you're running the first run with that plant, definitely go 70 days.
[20:42.480 --> 20:46.120]  I always recommend going longer on your first run.
[20:46.120 --> 20:47.400]  It's the inaugural run.
[20:47.400 --> 20:49.760]  We want to see the potential of that plant.
[20:49.760 --> 20:51.160]  How do you know that?
[20:51.160 --> 20:56.240]  A lot of times, plants will do special shit on the last 10 to 14 days of their flowering
[20:56.240 --> 20:57.240]  cycle.
[20:57.240 --> 21:00.360]  They'll change colors, they'll change terpenes, they'll change everything.
[21:00.360 --> 21:02.800]  It'll just go totally different right at the end there.
[21:02.800 --> 21:03.800]  That's how you know it's done.
[21:03.800 --> 21:07.440]  It goes into senescence and it expresses the end of the plant.
[21:07.440 --> 21:08.560]  Sometimes we never see that.
[21:08.560 --> 21:11.800]  How do you know that maybe at the end it just doubles in size?
[21:11.800 --> 21:13.420]  Maybe at the end it doubles in potency.
[21:13.420 --> 21:17.200]  Maybe at the end it puts off this crazy gassy terp you never noticed.
[21:17.200 --> 21:20.320]  So again, I highly recommend that you let the plants finish.
[21:20.320 --> 21:24.800]  When I say nine weeks, that means 63 days.
[21:24.920 --> 21:28.480]  When I say nine weeks, that means 70 days in breeder talk.
[21:28.480 --> 21:31.160]  I do talk in ranges and in terms.
[21:31.160 --> 21:33.520]  Keep in mind, there are anomalies in these plants.
[21:33.520 --> 21:34.940]  I said it a moment ago.
[21:34.940 --> 21:36.040]  You're going to get outliers.
[21:36.040 --> 21:37.960]  There will be phenotypical differences.
[21:37.960 --> 21:39.600]  Your grow room is different.
[21:39.600 --> 21:44.240]  Your lights, your environment, your feed, your temperature, your humidity, your VPD,
[21:44.240 --> 21:48.080]  your CO2, your abuse, your love, your care.
[21:48.080 --> 21:49.360]  Did you cuss the plants out?
[21:49.360 --> 21:50.600]  Did you give them hugs?
[21:50.600 --> 21:54.800]  All of that stuff is going to make a difference in the flowering time of these plants.
[21:54.800 --> 21:57.720]  So I highly recommend once again that you let them finish.
[21:57.720 --> 22:01.840]  When I say nine weeks, again, that is finish week nine.
[22:01.840 --> 22:04.440]  When I say 10 weeks, finish week 10.
[22:04.440 --> 22:05.520]  Don't get too excited.
[22:05.520 --> 22:07.000]  Don't get overzealous.
[22:07.000 --> 22:08.560]  Don't get eager and ruin everything.
[22:08.560 --> 22:10.180]  You vegged for how many days?
[22:10.180 --> 22:12.720]  Probably 30, 45 days, something like that.
[22:12.720 --> 22:17.000]  Then you flower for seven weeks when you should have gone for nine.
[22:17.000 --> 22:18.520]  Don't sell yourself short.
[22:18.520 --> 22:20.120]  Don't cut yourself off short.
[22:20.120 --> 22:21.640]  Don't rip yourself off.
[22:21.640 --> 22:27.200]  Set yourself up for success and reach your potential by letting these plants finish.
[22:27.200 --> 22:28.200]  Let them finish.
[22:28.200 --> 22:30.520]  Everybody's happier when you let them finish.
[22:30.520 --> 22:32.240]  All right, where do we go from there?
[22:32.240 --> 22:35.280]  I've got one more question we're going to cover on this episode.
[22:35.280 --> 22:40.680]  Somebody asked me if it would be possible to reverse one branch of a plant and pollinate
[22:40.680 --> 22:43.000]  another branch of the same plant.
[22:43.000 --> 22:46.840]  And I said, yes, that would absolutely be possible.
[22:46.840 --> 22:48.760]  You can do that.
[22:48.760 --> 22:52.240]  Another thing I should mention is do not smoke reversed plants.
[22:52.240 --> 22:54.080]  I don't know if that needs to be said.
[22:54.080 --> 22:58.040]  I'm not sure if that is something that needed to be pointed out or talked about, but do
[22:58.040 --> 23:01.720]  not smoke the plants that have been treated with silver.
[23:01.720 --> 23:03.000]  Let's not do that.
[23:03.000 --> 23:05.680]  It's now, it is technically a pollen donor plant.
[23:05.680 --> 23:06.840]  There are not buds on there.
[23:06.840 --> 23:07.960]  That's not smokable bud.
[23:07.960 --> 23:10.320]  You want to smoke female buds anyway.
[23:10.320 --> 23:13.520]  But many people have said that that is a problem.
[23:13.520 --> 23:16.320]  It's dangerous to smoke weed that has been sprayed with silver.
[23:16.320 --> 23:18.560]  Bro, it's, you're not, don't smoke that.
[23:18.560 --> 23:21.480]  If you're thinking about it correctly, you're not going to smoke that.
[23:21.480 --> 23:22.480]  Don't do that.
[23:22.480 --> 23:23.520]  That's my disclaimer.
[23:23.520 --> 23:25.920]  Never smoke weed that has been sprayed with silver.
[23:25.920 --> 23:26.920]  What's the next thing?
[23:26.920 --> 23:28.480]  Oh, is it possible to reverse that one branch?
[23:28.480 --> 23:29.480]  Yes.
[23:29.480 --> 23:33.560]  If you've got one plant, you can grow it and create two tops on it or two branches, however
[23:33.560 --> 23:34.680]  you want to do it.
[23:34.680 --> 23:39.200]  You can isolate one branch and treat that one branch with a silver solution at the proper
[23:39.200 --> 23:42.880]  timing, dilution, uh, schedule all the right shit.
[23:42.880 --> 23:43.880]  Treat that one branch.
[23:43.880 --> 23:45.080]  It will make pollen.
[23:45.080 --> 23:47.480]  You can let that pollen fly wherever you want.
[23:47.480 --> 23:51.040]  It's likely going to go in the whole room, but you can hit specific branches if you try
[23:51.040 --> 23:55.080]  hard enough and you can pollinate the opposite branch on that plant.
[23:55.080 --> 23:59.200]  I've done one plant where I topped it low, let it grow two big tall tops.
[23:59.200 --> 24:00.200]  I reversed one side.
[24:00.200 --> 24:04.080]  I kept the other side pure female and I just let those two dance around together and it
[24:04.080 --> 24:06.000]  made fem seeds out of one plant.
[24:06.000 --> 24:07.780]  That is definitely possible.
[24:07.780 --> 24:08.820]  You can do that.
[24:08.820 --> 24:09.820]  Have done it.
[24:09.820 --> 24:10.820]  Do that.
[24:10.820 --> 24:11.820]  Make some seeds, have some fun.
[24:11.820 --> 24:12.820]  All right.
[24:12.820 --> 24:14.920]  I think that is all the time I've got for this episode.
[24:14.920 --> 24:16.720]  There's some editing to be done here.
[24:16.960 --> 24:20.800]  I got to do some processing to make this voice sound magical.
[24:20.800 --> 24:24.560]  Ladies and gentlemen, boys, girls, pimps, hoes, friends, foes, smokers, growers, clone
[24:24.560 --> 24:27.600]  cutters, pollen chuckers, comb heads and dread heads.
[24:27.600 --> 24:30.760]  I want to thank each and every one of you for listening to another episode of the Grow
[24:30.760 --> 24:31.760]  From Your Heart podcast.
[24:31.760 --> 24:33.640]  I had a good time recording this show.
[24:33.640 --> 24:36.680]  It felt good getting on the microphone and just talking for a few minutes.
[24:36.680 --> 24:40.400]  If you feel like this episode was educational, informative or entertaining, maybe you'd just
[24:40.400 --> 24:43.900]  like to throw me a few bucks for taking some time out of my day to make a show for you.
[24:43.900 --> 24:49.780]  All you have to do is visit www.patreon.com forward slash grow from your heart.
[24:49.780 --> 24:52.280]  All of the information you need is right there on the screen.
[24:52.280 --> 24:56.040]  Of course, there is a link in the show notes and in the video description.
[24:56.040 --> 25:01.300]  If you have any questions, corrections, comments or concerns, the email address is growfromyourheart
[25:01.300 --> 25:03.380]  at hotmail.com.
[25:03.380 --> 25:05.020]  Anything else, check out the website.
[25:05.020 --> 25:08.360]  There are links to seed breeders there or seed vendors there.
[25:08.360 --> 25:10.140]  There are links to the discord server.
[25:10.140 --> 25:12.740]  There's a link to Patreon there to make it easy.
[25:12.740 --> 25:17.980]  Everything you need is on my website, iregenetics.com.
[25:17.980 --> 25:19.580]  I think that's all I've got for you.
[25:19.580 --> 25:22.380]  I'll be back in a couple of days with fresh new content.
[25:22.380 --> 25:25.300]  Let's give a big shout out to my buddy, Root305.
[25:25.300 --> 25:30.580]  Until next time, take a fat dab and give your mom a hug for me.
