[00:00.000 --> 00:49.090]  Alright, here we go.
[18:23.250 --> 18:25.330]  understand and appreciate those details.
[18:25.330 --> 18:26.330]  I get it.
[18:26.330 --> 18:31.330]  Growing 16 to 25 plants per four by four, depending on the strain, the width, lanky
[18:31.330 --> 18:32.330]  branches.
[18:32.330 --> 18:34.490]  I cut most of the sides off to get only a few most of the time.
[18:34.490 --> 18:36.050]  I love this style.
[18:36.050 --> 18:40.210]  If we weren't limited by numbers here, I would grow this style in my personal home
[18:40.210 --> 18:41.210]  grow.
[18:41.210 --> 18:46.290]  Back in the day, allegedly, before I was known, before people knew who I was and what I was
[18:46.730 --> 18:51.250]  doing, we may have done stuff similar to this in home grows and we may have crushed it.
[18:51.250 --> 18:52.890]  It may have been a cool idea.
[18:52.890 --> 18:55.970]  Also a great way to breed because you can fit a lot of phenotypes in there and you can
[18:55.970 --> 18:59.330]  see a lot of things and you can breed a lot of things and it really speeds you up.
[18:59.330 --> 19:00.330]  All right.
[19:00.330 --> 19:01.810]  It says, where am I?
[19:01.810 --> 19:05.850]  So I'm doing it so I can maximize real estate and have a full canopy like Scroggers, but
[19:05.850 --> 19:06.850]  without a net.
[19:06.850 --> 19:07.850]  Yes, I totally understand.
[19:07.850 --> 19:10.330]  It's a sea of green instead of a screen of green.
[19:10.330 --> 19:13.170]  He did throw out the letters, a SOG, so he understands.
[19:13.170 --> 19:17.090]  Now it does say my question and I've been rambling for a long time, so I'm glad we got
[19:17.090 --> 19:18.090]  to this part.
[19:18.090 --> 19:22.290]  It says, my question, since these are small pots, they're 12 to 20 inches, do I get our
[19:22.290 --> 19:24.930]  plants that are 12 to 20 inches?
[19:24.930 --> 19:29.730]  Do I get the full expression of the plant regarding effects, aroma and taste?
[19:29.730 --> 19:32.490]  Just like a normal veg and fully grown plant.
[19:32.490 --> 19:34.050]  I only grow for the effect.
[19:34.050 --> 19:35.730]  The rest are just bonuses.
[19:35.730 --> 19:38.890]  Big cheers from Canadian Mike.
[19:38.890 --> 19:40.490]  Canadian Mike, this is a great question.
[19:40.490 --> 19:42.090]  Big cheers back at you, brother.
[19:42.090 --> 19:47.290]  I like this because this is how I like the testers that I give out to be ran.
[19:47.290 --> 19:50.050]  I give a lot of test seeds out to people.
[19:50.050 --> 19:52.610]  A lot of people have been asking about being testers also, by the way.
[19:52.610 --> 19:57.010]  If you want to be a tester, there is an episode of this podcast, the Grow From Your Heart
[19:57.010 --> 19:59.650]  podcast, it is titled Testers.
[19:59.650 --> 20:00.650]  Listen to that.
[20:00.650 --> 20:03.610]  Once you've listened to that, then follow the appropriate steps after that.
[20:03.610 --> 20:05.110]  You'll have to send me an email.
[20:05.110 --> 20:09.610]  You will also be required and requested to join my Discord server and join the tester
[20:09.610 --> 20:10.610]  tab.
[20:10.610 --> 20:14.810]  If you're already testing for me and you're not posting pictures in the Discord tester
[20:14.810 --> 20:16.250]  tab, please do that.
[20:16.250 --> 20:17.250]  I would appreciate it.
[20:17.250 --> 20:19.850]  That's how you get more test seeds in the future.
[20:19.850 --> 20:23.170]  That's where all of the testing will be kept and done and journaled and documented and
[20:23.170 --> 20:25.610]  highlighted.
[20:25.610 --> 20:26.810]  That is how I like to do the testers.
[20:26.810 --> 20:30.770]  I like small plants because why are we going to run gigantic plants if we don't know if
[20:30.770 --> 20:32.490]  they're any good?
[20:32.490 --> 20:35.850]  Like you're saying, I don't think we need big ass plants.
[20:35.850 --> 20:37.570]  You're asking if we're going to see the full expression.
[20:37.570 --> 20:39.730]  I think so, yes, in my opinion.
[20:39.890 --> 20:43.810]  I've grown a lot of plants in cups.
[20:43.810 --> 20:44.810]  I do that.
[20:44.810 --> 20:45.930]  That's how I test brand new shit.
[20:45.930 --> 20:48.770]  Like I said, let's say I just made a brand new batch of seeds.
[20:48.770 --> 20:52.250]  I don't want to grow it in a 10 gallon pot and get it fucking 10 feet tall and spend
[20:52.250 --> 20:57.530]  six months on it to find out that it's a male or it's intersex or it's trash.
[20:57.530 --> 21:02.090]  I want to grow a bunch of plants in small pots in a small space just like this guy and
[21:02.090 --> 21:03.810]  see what I've created.
[21:03.810 --> 21:08.130]  So I would do, I had a tray that would hold 24 cups beautifully.
[21:08.530 --> 21:09.970]  24, 28, it doesn't matter.
[21:09.970 --> 21:11.570]  It holds them perfectly.
[21:11.570 --> 21:13.530]  Once I got the tray out and set it up, I would remember quickly.
[21:13.530 --> 21:14.530]  I think it's 24.
[21:14.530 --> 21:16.130]  I could fit 24 cups in this tray.
[21:16.130 --> 21:18.330]  I could fit two of those under a light beautifully.
[21:18.330 --> 21:19.890]  That's 48 seedlings.
[21:19.890 --> 21:23.650]  I would veg them tiny, flower them out, see what they do.
[21:23.650 --> 21:25.370]  Then I would keep the best out of those.
[21:25.370 --> 21:30.170]  I would reveg those and grow them again or I just let them go and redo more seeds.
[21:30.170 --> 21:33.690]  But what I have done is I've grown the same thing in little cups and in big pots and I've
[21:33.690 --> 21:36.050]  seen the similar results.
[21:36.050 --> 21:40.090]  They show you the same thing and honestly, in my experience, what I've noticed and what
[21:40.090 --> 21:45.810]  other growers will probably agree with, those big giant plants become more problematic,
[21:45.810 --> 21:51.810]  more prone to problems, more prone to pests, pathogens, diseases, issues.
[21:51.810 --> 21:52.810]  You got to prop them up.
[21:52.810 --> 21:54.810]  They start falling over.
[21:54.810 --> 21:55.970]  They get more problematic.
[21:55.970 --> 21:57.010]  That's the bottom line right there.
[21:57.010 --> 22:00.770]  The smaller, younger plants, you don't get as much time to fuck up.
[22:00.770 --> 22:03.210]  The less time you're on the road, the longer you have to crash.
[22:03.210 --> 22:05.810]  So go faster, get to the finish line.
[22:06.570 --> 22:08.730]  So let me get back on my notes because I do have notes written here.
[22:08.730 --> 22:12.870]  In my experience, in my opinion, you will see that full expression.
[22:12.870 --> 22:14.130]  Those hormones are going to develop.
[22:14.130 --> 22:16.890]  The things are going to happen just like they need to.
[22:16.890 --> 22:17.890]  You'll see those plants.
[22:17.890 --> 22:23.330]  In my experience, the small plants, if I were going to enter a competition for buds to see
[22:23.330 --> 22:28.970]  who grows the best buds photogenic wise, flavor, aroma, potency, overall cannabis cup winning
[22:28.970 --> 22:31.090]  weed, I would not grow giant plants.
[22:31.090 --> 22:35.090]  I would grow small to medium sized plants and I'd grow several of them is the way I
[22:35.090 --> 22:37.770]  would prefer to do that.
[22:37.770 --> 22:43.210]  I feel like they spend less energy on growing, less energy on supporting themselves, on beefing
[22:43.210 --> 22:44.210]  up.
[22:44.210 --> 22:46.890]  They've got so much energy already in that small seedling.
[22:46.890 --> 22:47.890]  They're ready to go.
[22:47.890 --> 22:49.170]  We do provide light and all that shit.
[22:49.170 --> 22:51.890]  But I mean, I just think they have more energy.
[22:51.890 --> 22:52.890]  They get better.
[22:52.890 --> 22:57.570]  They focus more on bud development, potency, flavor, the things that we want when we're
[22:57.570 --> 23:01.850]  not trying to make them gigantic and make them support themselves and be branches.
[23:01.850 --> 23:03.890]  I just think they're better smaller, honestly.
[23:03.890 --> 23:08.770]  So in my honest opinion, my experience, I would prefer smaller plants.
[23:08.770 --> 23:11.810]  I don't know that I would always go with the tiny nursery pots.
[23:11.810 --> 23:15.290]  I may go just the one step above that, like a one gallon.
[23:15.290 --> 23:18.890]  But if your plants are making you happy, it sounds like you're doing a great job.
[23:18.890 --> 23:20.250]  It sounds like you're a great person.
[23:20.250 --> 23:21.250]  You can make decisions.
[23:21.250 --> 23:22.530]  I think you've got the right idea.
[23:22.530 --> 23:26.650]  And the bottom line, I do think if you're growing them properly, giving them their love
[23:26.650 --> 23:29.570]  and care, you're mentioning how much PPFD you're giving them.
[23:29.570 --> 23:30.770]  You talked about nutrients.
[23:30.770 --> 23:35.530]  I would assume with that many details in this note that your plants are getting very close
[23:35.530 --> 23:37.650]  to their maximum potential.
[23:37.650 --> 23:41.710]  And you'll learn more very quickly because I can tell that you're a very curious and
[23:41.710 --> 23:43.050]  intelligent person.
[23:43.050 --> 23:44.690]  Big cheers, my friend Canadian Mike.
[23:44.690 --> 23:45.890]  It's an honor and a pleasure to meet you.
[23:45.890 --> 23:49.810]  I do look forward to future correspondence with you, my friend, because that was a great
[23:49.810 --> 23:50.810]  question.
[23:50.810 --> 23:54.250]  All right, ladies and gentlemen, boys and girls, pimps, hoes, friends, foes, smokers,
[23:54.250 --> 23:57.690]  growers, clone cutters, and pollen chuckers, all of you beautiful cannabis enthusiasts
[23:57.690 --> 23:58.690]  out there.
[23:58.690 --> 24:01.770]  Thank you once again for listening to another quick episode of the Grow From Your Heart
[24:01.770 --> 24:02.850]  podcast.
[24:02.850 --> 24:06.850]  If you have any questions, corrections, comments, concerns, I would love to hear from you.
[24:06.850 --> 24:11.130]  Once again, my email address is growfromyourheart at hotmail.com.
[24:11.130 --> 24:12.130]  Don't be shy.
[24:12.130 --> 24:15.090]  I do love all the constructive criticism, the positive feedback.
[24:15.090 --> 24:16.450]  It all means a lot to me.
[24:16.450 --> 24:21.210]  Also, don't forget to check out the website at ieregenetics.com.
[24:21.210 --> 24:22.210]  Everything you need.
[24:22.210 --> 24:26.770]  There's a link to the Discord server, a link to the Patreon, a link to the merch store,
[24:26.770 --> 24:28.730]  and of course that Grow Help tab is there.
[24:28.730 --> 24:33.010]  A lot of great stuff is right there at ieregenetics.com.
[24:33.010 --> 24:35.290]  Save it, bookmark it, come back often.
[24:35.290 --> 24:38.410]  There's a list of vendors there which will be updated very soon.
[24:38.410 --> 24:39.410]  Stay tuned.
[24:39.410 --> 24:41.570]  Tap in is what I think all the cool kids say.
[24:41.570 --> 24:44.330]  All right, that is really all I've got for you for this episode.
[24:44.330 --> 24:47.090]  You know I'll be back in a couple of days with fresh new content.
[24:47.090 --> 24:50.010]  Let's give a big shout out to my friend, Levity Loveday.
[24:50.010 --> 24:54.610]  Until next time, take a fat dab and give your mom a hug for me.
