[00:15.740 --> 00:18.240]  Welcome back, Cannabis Community.
[19:20.080 --> 19:24.800]  Please do this and this to keep those protections in place.
[19:25.320 --> 19:27.200]  And then it's auto fills in your name.
[19:27.200 --> 19:28.560]  It's super easy to do.
[19:30.920 --> 19:34.800]  There's a couple of different groups that have formed
[19:34.800 --> 19:37.480]  to help bring out elected reps
[19:37.480 --> 19:39.960]  and different elected officials at all levels
[19:39.960 --> 19:42.280]  that are supporting legalization.
[19:42.280 --> 19:45.400]  And most of these people who were for five years ago,
[19:45.400 --> 19:46.440]  couldn't give a shit.
[19:47.400 --> 19:48.880]  It wasn't an issue on their radar.
[19:48.880 --> 19:51.360]  They weren't willing to talk about it in public.
[19:51.360 --> 19:54.000]  And now they're out front fighting for us.
[19:55.800 --> 19:57.480]  Locally in Colorado,
[19:59.160 --> 20:03.160]  this basically means nothing practically for the industry.
[20:03.160 --> 20:05.520]  Our industry is established.
[20:05.520 --> 20:08.000]  I'm sure there's plenty of companies looking for investors
[20:08.000 --> 20:11.160]  to expand and whatnot, but for the most part, we're here
[20:11.160 --> 20:13.280]  and we've been at work for a while now.
[20:13.280 --> 20:14.120]  So-
[20:14.120 --> 20:15.680]  I actually wrote down that I wouldn't be worried
[20:15.680 --> 20:18.800]  until that one rogue cop in California starts doing raids
[20:18.800 --> 20:21.560]  or the DEA starts making waves in California.
[20:21.560 --> 20:23.640]  I completely feel that California would be first
[20:23.680 --> 20:24.960]  because they're rolling out new laws.
[20:24.960 --> 20:27.600]  So the media coverage has them in the spotlight
[20:27.600 --> 20:29.160]  and they are not as well established
[20:29.160 --> 20:31.080]  and regulated as Colorado.
[20:31.080 --> 20:32.760]  That was something that I had actually written down
[20:32.760 --> 20:34.120]  as a note.
[20:34.120 --> 20:36.640]  Well, what, I mean, basically the process
[20:36.640 --> 20:40.440]  for in federal enforcement would be the attorney general
[20:40.440 --> 20:44.280]  tells like his assistant attorney generals to go do it.
[20:44.280 --> 20:46.760]  And then they contact local law enforcement
[20:46.760 --> 20:48.400]  and start doing it.
[20:48.400 --> 20:52.560]  So for Colorado, our US attorney's name is Bob Troyer.
[20:54.200 --> 20:56.880]  And he's covers the district of Colorado
[20:56.880 --> 20:58.680]  is what they call his district.
[20:58.680 --> 21:01.040]  And he came out like five minutes after the news
[21:01.040 --> 21:03.120]  that this was getting rescinded saying,
[21:03.120 --> 21:06.400]  this means zero change in policy for his office.
[21:06.400 --> 21:10.880]  So the day after this big announcement came out,
[21:10.880 --> 21:14.680]  he expects no change in what he does every day.
[21:14.680 --> 21:16.880]  And right now, one of the things he doesn't do
[21:16.880 --> 21:19.520]  is mess with legal cannabis businesses in any way.
[21:20.360 --> 21:24.200]  He's happy to prosecute if somebody says,
[21:24.200 --> 21:26.000]  hey, this legal marijuana business
[21:26.000 --> 21:28.080]  is not fully playing by the rules.
[21:28.080 --> 21:31.160]  They're breaking this rule or that rule.
[21:31.160 --> 21:33.080]  He might take interest then,
[21:33.080 --> 21:35.000]  but he's certainly not taking interest
[21:35.000 --> 21:37.000]  in anybody following the rules.
[21:38.200 --> 21:41.400]  To top it off, our state elected attorney general,
[21:41.400 --> 21:43.800]  Cynthia Kaufman has come out saying,
[21:43.800 --> 21:46.440]  not only is her office not interested
[21:46.440 --> 21:49.400]  in prosecuting marijuana crimes in Colorado,
[21:50.240 --> 21:51.240]  when it's someone who's following the rules
[21:51.240 --> 21:53.280]  or a legal business following the rules,
[21:53.280 --> 21:55.200]  she said she's gonna fight the feds
[21:55.200 --> 21:56.800]  if they come in and try to toy with us.
[21:56.800 --> 21:57.640]  That's pretty awesome.
[21:57.640 --> 21:59.120]  Yep, and this is someone who,
[21:59.120 --> 22:01.040]  during the run up to legalization,
[22:01.040 --> 22:03.720]  was on board with Governor Hickenlooper saying,
[22:03.720 --> 22:05.360]  they're not comfortable with this decision
[22:05.360 --> 22:06.920]  by Colorado voters.
[22:06.920 --> 22:09.060]  They don't support legalization.
[22:10.840 --> 22:15.840]  They're worried about possible consequences of legalization.
[22:16.160 --> 22:18.920]  And now here we are five years later,
[22:18.920 --> 22:21.520]  having lived with legalization,
[22:21.520 --> 22:23.800]  and these people are out fighting for us.
[22:24.860 --> 22:26.540]  That's one of the things we didn't have
[22:26.540 --> 22:27.820]  before the Cole memo.
[22:29.040 --> 22:32.320]  This many Americans weren't living with dispensaries,
[22:32.320 --> 22:35.320]  weren't living with licensed grows,
[22:35.320 --> 22:37.480]  weren't living with, I mean, shit,
[22:37.480 --> 22:42.040]  there's 64,000 MED-badged people across Colorado.
[22:42.040 --> 22:43.600]  I'm not saying every single one of them's
[22:43.600 --> 22:45.360]  currently employed in the legal industry,
[22:45.360 --> 22:46.280]  but most of them are.
[22:46.280 --> 22:47.800]  Why else have a badge?
[22:47.840 --> 22:48.800]  They're not cheap.
[22:51.400 --> 22:54.480]  We didn't have all that, and now we do.
[22:55.440 --> 22:58.760]  Local elected officials who were really worried
[22:58.760 --> 23:01.240]  about legalization have now had five years
[23:01.240 --> 23:05.320]  to see that the marijuana was always there.
[23:05.320 --> 23:08.360]  All we've done is change where adults buy it,
[23:08.360 --> 23:12.200]  and that's been really good for places like Pueblo.
[23:12.200 --> 23:13.840]  I just teetered up that nail and it was ready to hit,
[23:13.840 --> 23:15.720]  but you just brought a good thought to my head.
[23:15.720 --> 23:18.400]  Do you think that now government,
[23:18.400 --> 23:19.880]  excuse me, government and law enforcement,
[23:19.880 --> 23:21.880]  now that they see how many people go to dispensaries,
[23:21.880 --> 23:24.200]  do you think they realize how much black market cannabis
[23:24.200 --> 23:25.880]  was being bought and sold?
[23:25.880 --> 23:27.440]  Does that give a glimpse?
[23:27.440 --> 23:29.560]  That's one of the things that cracks me up
[23:29.560 --> 23:32.400]  about the anti-pot community is they have no concept
[23:32.400 --> 23:35.000]  of what happened before legalization.
[23:35.000 --> 23:37.920]  Out of sight was really out of mind for these people.
[23:37.920 --> 23:39.840]  It was happening, it just wasn't.
[23:39.840 --> 23:40.760]  All of it was there.
[23:40.800 --> 23:45.800]  The DEA puts the US buying like 40 to $60 billion
[23:46.520 --> 23:51.520]  worth of marijuana a year back in like 99, 2004, that area.
[23:52.960 --> 23:55.440]  And it's not like that market's gotten any smaller.
[23:55.440 --> 23:58.520]  So if you think of that nationally and you do the math,
[23:58.520 --> 24:01.640]  I was playing with these numbers at home earlier.
[24:01.640 --> 24:05.760]  If you take 60 billion in sales annually
[24:05.760 --> 24:07.320]  and you look at Colorado's market,
[24:07.320 --> 24:11.480]  we did 1.2 billion in one year.
[24:11.480 --> 24:15.320]  And it took about 64,000 of us to get that done.
[24:15.320 --> 24:17.240]  If you do the math, that works out to around
[24:17.240 --> 24:19.840]  4 million Americans coast to coast
[24:19.840 --> 24:22.280]  who were involved in some level
[24:22.280 --> 24:24.560]  with the illicit black market for marijuana.
[24:24.560 --> 24:26.040]  4 million people.
[24:26.040 --> 24:27.720]  I mean, it takes a lot of people
[24:27.720 --> 24:30.560]  to do $60 billion worth of business.
[24:30.560 --> 24:33.080]  But it was all just out of sight.
[24:33.080 --> 24:34.880]  It was just two guys meeting in the back
[24:34.880 --> 24:36.400]  of a parking lot real quick.
[24:36.400 --> 24:38.080]  They're probably old friends who saw each other
[24:38.080 --> 24:40.800]  on the highway and stopped to say hello.
[24:40.800 --> 24:44.640]  It doesn't look like a marijuana sale going down.
[24:44.640 --> 24:47.620]  When someone walks into a dispensary,
[24:47.620 --> 24:50.040]  it's pretty clear that they're there to buy marijuana
[24:50.040 --> 24:52.200]  or at least to check out what legal marijuana
[24:52.200 --> 24:54.300]  looks like at the weed store.
[24:54.300 --> 24:56.320]  Like, there's no question what it is.
[24:56.320 --> 24:57.520]  So it's more visible now.
[24:57.520 --> 25:00.200]  But there's certainly not more marijuana now.
[25:00.200 --> 25:01.560]  I'd ever go just to look.
[25:02.480 --> 25:04.920]  I know people that do though.
[25:04.920 --> 25:07.400]  I've got one foot in both worlds.
[25:08.640 --> 25:11.400]  And so I know a lot of people who are still nervous
[25:11.400 --> 25:13.680]  about going to visit a legal dispensary
[25:13.680 --> 25:16.480]  because their profession would frown on it
[25:16.480 --> 25:18.800]  or something similar.
[25:18.800 --> 25:22.960]  But a lot of people, people that are paying attention,
[25:22.960 --> 25:25.960]  they see that we have far less people
[25:25.960 --> 25:28.120]  trying to sell pot locally to their friends
[25:28.120 --> 25:29.680]  to make side income.
[25:29.680 --> 25:32.520]  We see the benefit of moving all of those sales
[25:32.520 --> 25:35.600]  into a legal market and no one wants to go back
[25:35.600 --> 25:37.120]  to what it was like before this.
[25:37.120 --> 25:38.680]  A lot of us growers that were growing
[25:38.680 --> 25:40.280]  before so much legalization,
[25:40.280 --> 25:43.400]  we joke about how it's pointless to grow weed at home now.
[25:43.400 --> 25:45.560]  It doesn't even, there's no reason to grow
[25:45.560 --> 25:47.880]  unless you're growing strictly for yourself
[25:47.880 --> 25:48.840]  for medical cannabis.
[25:48.840 --> 25:50.880]  If you used to be a black market grower,
[25:50.880 --> 25:52.200]  there's no point in that.
[25:52.200 --> 25:53.120]  It's gone.
[25:53.120 --> 25:55.280]  Cannabis is so cheap at the dispensary.
[25:55.280 --> 25:57.520]  There's so many different things at the dispensary.
[25:57.520 --> 25:59.440]  There are so many dispensaries
[25:59.440 --> 26:02.240]  that there's no need for a home black market grower anymore.
[26:03.200 --> 26:05.160]  You gotta wait for him to be there.
[26:05.160 --> 26:06.000]  No need for that.
[26:06.000 --> 26:06.840]  Just go to the dispensary.
[26:06.840 --> 26:07.840]  The door's open and there are pretty girls
[26:07.840 --> 26:09.360]  working there to go talk to.
[26:09.360 --> 26:10.880]  Like you don't have to go sit on some dude's couch
[26:10.880 --> 26:12.960]  while he plays video games and deal with this dirty dog.
[26:12.960 --> 26:14.120]  You don't have to sit in a parking lot
[26:14.120 --> 26:15.160]  and wait for anybody.
[26:15.160 --> 26:17.880]  You walk into the store, some pretty girl goes, hey,
[26:17.880 --> 26:19.200]  and then she shows you a bunch of great weed.
[26:19.200 --> 26:21.600]  You get to see all kinds of good jars of weed.
[26:21.600 --> 26:24.080]  Yeah, everybody's theory before we got to see it
[26:24.080 --> 26:26.760]  in practice was that the taxes
[26:26.760 --> 26:28.440]  that everyone was gonna impose
[26:28.440 --> 26:31.000]  were gonna jack the price up to the point
[26:31.000 --> 26:33.240]  where the black market could just easily
[26:33.240 --> 26:35.400]  undercut the legal market.
[26:35.400 --> 26:40.160]  And that worked for a minute as Colorado's market emerged.
[26:40.160 --> 26:42.240]  But at this point in time,
[26:43.240 --> 26:45.480]  no one wants to deal with the hassle.
[26:45.480 --> 26:48.680]  I mean, you might be able to save a few bucks
[26:48.680 --> 26:51.800]  on your ounce buying it from the black market,
[26:51.800 --> 26:54.120]  but I mean, your time's worth something.
[26:54.120 --> 26:58.160]  It takes time to call, set that up, go over, hang out.
[26:58.160 --> 27:01.360]  Dispensary weed comes with a couple of other things.
[27:01.360 --> 27:02.200]  Basement weed-
[27:02.200 --> 27:03.440]  You get a lot for your buck.
[27:03.440 --> 27:04.880]  Basement weed is great.
[27:04.880 --> 27:05.720]  Nothing wrong with it.
[27:05.720 --> 27:07.800]  Dispensary weed comes with a lab test.
[27:07.800 --> 27:10.440]  That lab test includes a microbial and yeast
[27:10.440 --> 27:12.120]  and contaminant test that tells you
[27:12.120 --> 27:13.920]  there's nothing funky in that herb.
[27:13.920 --> 27:16.520]  It also comes with a THC potency test
[27:16.520 --> 27:18.600]  that tells you how strong that herb is.
[27:18.600 --> 27:21.640]  It also comes with a pesticide residual testing
[27:21.640 --> 27:24.160]  to tell you if there are any pesticides in it.
[27:24.160 --> 27:26.920]  If they find any problems in any of those tests,
[27:26.920 --> 27:29.560]  that batch of cannabis is pulled and re-examined
[27:29.560 --> 27:32.640]  and reassessed what can be done with that product.
[27:32.640 --> 27:35.560]  If it can be used for concentrates, maybe they'll do that.
[27:35.560 --> 27:38.400]  Sometimes product is destroyed
[27:38.400 --> 27:40.640]  because it does not pass these tests.
[27:40.640 --> 27:43.860]  For some people, if you have some sort of lung disease,
[27:43.860 --> 27:45.720]  I don't even know what a lung disease might be,
[27:45.720 --> 27:48.040]  a heart disease, a lung disease, a throat disease,
[27:48.040 --> 27:50.120]  a mouth disease, an autoimmune disease,
[27:50.120 --> 27:51.620]  if you're compromised in any way,
[27:51.620 --> 27:53.980]  that lab test means a fucking lot to you.
[27:54.940 --> 27:57.900]  That lab test is way worth the extra tax
[27:57.900 --> 27:59.900]  you might pay at the dispensary.
[27:59.900 --> 28:02.820]  You get lab testing, you get product consistency,
[28:02.820 --> 28:05.660]  you get a selection and a level of service
[28:05.660 --> 28:07.620]  that's just not possible with the black market.
[28:07.620 --> 28:10.060]  And the person inside the dispensary with the gun
[28:10.060 --> 28:11.260]  is a security guard.
[28:11.260 --> 28:13.340]  We've asked him to be there with a gun.
[28:13.340 --> 28:14.980]  Wherever else you're going to get your herb,
[28:14.980 --> 28:16.880]  I don't know who's got a gun there.
[28:17.740 --> 28:19.880]  I mean, it's substantially safer.
[28:23.980 --> 28:26.700]  I mean, the black market comes with
[28:26.700 --> 28:30.740]  a number of really nasty just necessities.
[28:31.820 --> 28:34.020]  Every decision made in the black market
[28:34.020 --> 28:35.820]  is based on economics, period.
[28:37.100 --> 28:40.060]  Where does the black market produce the product?
[28:40.060 --> 28:42.220]  Wherever it's economical to.
[28:42.220 --> 28:43.660]  Who handles the product?
[28:43.660 --> 28:45.580]  Whoever it's economical to.
[28:45.580 --> 28:47.100]  Who moves, who sells it?
[28:47.100 --> 28:48.780]  Whoever it's economical to.
[28:48.780 --> 28:50.100]  Who does the ID checks?
[28:50.100 --> 28:51.100]  Fucking no one.
[28:51.100 --> 28:52.180]  No one.
[28:52.180 --> 28:53.060]  Who pays taxes?
[28:53.060 --> 28:53.900]  No one.
[28:54.720 --> 28:55.820]  There's no lab testing.
[28:56.980 --> 29:00.260]  When product molds out or gets coated in PM,
[29:00.260 --> 29:02.700]  there's all sorts of stuff that's super commonplace
[29:02.700 --> 29:06.420]  in the black market to maintain the highest profit ratio
[29:06.420 --> 29:09.780]  possible on any product that's produced.
[29:09.780 --> 29:13.420]  In the legal market, marijuana's grown
[29:13.420 --> 29:16.820]  in appropriately zoned parcels of land
[29:16.820 --> 29:19.620]  by people who have passed background checks
[29:20.540 --> 29:22.300]  before they're even allowed to apply
[29:22.300 --> 29:23.860]  for the jobs in the industry.
[29:24.820 --> 29:27.100]  We had a Department of Agriculture inspection.
[29:27.100 --> 29:28.980]  And the lady was impressed with my knowledge
[29:28.980 --> 29:33.020]  in the Department of Agriculture rules
[29:33.020 --> 29:35.420]  in our medical marijuana facility.
[29:35.420 --> 29:37.620]  I taught the Department of Agriculture lady
[29:37.620 --> 29:39.820]  a few things and she was quite impressed.
[29:40.740 --> 29:42.780]  And it turns out my certification
[29:42.780 --> 29:44.580]  that I've got never expires.
[29:44.580 --> 29:46.460]  I've got like the highest thing you can get.
[29:46.460 --> 29:48.540]  Right, you basically took the class
[29:48.540 --> 29:50.940]  that the people that work at the Department of Agriculture
[29:50.940 --> 29:52.460]  take before they go to inspections.
[29:52.460 --> 29:54.500]  It was a really cool little discovery.
[29:54.500 --> 29:55.340]  Yeah, yeah.
[29:56.860 --> 29:59.540]  But there's a lot of things that come with legalization
[29:59.540 --> 30:02.860]  that one by one have slowly won over
[30:02.860 --> 30:04.900]  huge chunks of the public.
[30:04.900 --> 30:06.860]  Sorry folks, I thought I turned that ringer off.
[30:06.860 --> 30:07.820]  I think you turned it back on
[30:07.820 --> 30:09.460]  when he thought you turned it off.
[30:11.440 --> 30:14.700]  It's not just lab testing and like where the product's grown
[30:14.700 --> 30:16.380]  or who gets to sell it.
[30:16.380 --> 30:20.460]  But voters finally get a say in all of that.
[30:20.620 --> 30:23.620]  Colorado's as legal and pervasive a marijuana market
[30:23.620 --> 30:25.620]  as exists anywhere on the planet.
[30:25.620 --> 30:27.920]  And there's still a majority of the state
[30:27.920 --> 30:30.580]  who's banned our businesses.
[30:30.580 --> 30:31.460]  Yeah.
[30:31.460 --> 30:33.860]  A lot of them are starting to rethink that decision
[30:33.860 --> 30:35.780]  because they've seen Pueblo and Trinidad
[30:35.780 --> 30:38.300]  and a couple of other places that have been
[30:38.300 --> 30:42.180]  like economic punchlines around Colorado for decades
[30:43.140 --> 30:47.260]  really start to thrive again because we allow this industry.
[30:47.260 --> 30:49.820]  It brought a new wave of investment to Southern Colorado
[30:49.900 --> 30:51.540]  and really got us back on our feet.
[30:51.540 --> 30:53.940]  It's really changed around here in the past couple of years.
[30:53.940 --> 30:58.300]  Yep, there's one of the big anti-pop people
[30:58.300 --> 31:00.900]  put out a list of talking points
[31:00.900 --> 31:03.060]  to all of his little disciples.
[31:03.060 --> 31:04.620]  And one of them is in Colorado,
[31:04.620 --> 31:06.580]  they can't even find construction workers
[31:06.580 --> 31:08.340]  to pass a drug test.
[31:08.340 --> 31:09.620]  And I always laugh when I see that
[31:09.620 --> 31:13.580]  because it's while slightly true,
[31:13.580 --> 31:15.360]  I happen to know a lot about the company
[31:15.360 --> 31:16.420]  they're talking about.
[31:16.420 --> 31:19.700]  And the reason that company has trouble finding employees
[31:20.540 --> 31:22.140]  is because they pay their people shit
[31:22.140 --> 31:24.940]  and have for decades and they've always had trouble
[31:24.940 --> 31:26.820]  maintaining an employment for us.
[31:26.820 --> 31:28.980]  But right now Colorado's workforce,
[31:28.980 --> 31:32.060]  we've got like 2%, 2.9% or 3% unemployment
[31:32.060 --> 31:33.260]  across the state.
[31:33.260 --> 31:35.180]  It's as low as it's been in forever.
[31:35.180 --> 31:37.540]  The only people still looking for a job,
[31:37.540 --> 31:39.340]  the biggest fuckups you ever met,
[31:39.340 --> 31:40.860]  or they just relocated
[31:40.860 --> 31:43.300]  or they just lost their job for some reason.
[31:43.300 --> 31:44.740]  Most of them weren't planning for it
[31:44.740 --> 31:47.260]  because right now most people
[31:47.260 --> 31:49.000]  are happily gainfully employed.
[31:50.180 --> 31:52.620]  Like these numbers are as low as they've been
[31:52.620 --> 31:54.140]  since I've lived here.
[31:54.140 --> 31:56.740]  Yeah, it's not like every business you go to around here,
[31:56.740 --> 31:58.420]  you could be high working at.
[31:58.420 --> 32:01.360]  Most of the business around here will require a drug test.
[32:01.360 --> 32:03.020]  Like if you drive that way and that way,
[32:03.020 --> 32:05.580]  it's car dealerships, all those mechanics and techs,
[32:05.580 --> 32:07.020]  I bet you they get a P-test.
[32:07.020 --> 32:07.860]  I don't know for sure,
[32:07.860 --> 32:09.500]  but you would assume like that's Ford.
[32:09.500 --> 32:12.180]  I bet you Ford piss tests their techs and stuff.
[32:12.180 --> 32:14.260]  Of the rule of thumb is the bigger the company,
[32:14.260 --> 32:15.740]  the more likely it is to do it
[32:15.740 --> 32:19.780]  because they get huge insurance discounts for doing so.
[32:19.780 --> 32:21.340]  We've got AT&T downtown.
[32:21.340 --> 32:23.180]  I know damn well they P-test you.
[32:23.180 --> 32:24.740]  And if they think you're doing something stupid,
[32:24.740 --> 32:25.620]  it's in your contract.
[32:25.620 --> 32:27.340]  They could P-test you whenever they want
[32:27.340 --> 32:28.660]  and they've done it.
[32:28.660 --> 32:30.740]  Several of the jobs I had before,
[32:30.740 --> 32:32.660]  what I do now, drug tested.
[32:32.660 --> 32:34.780]  Mike, this got super random.
[32:34.780 --> 32:36.500]  You've got a lot of talking points written down.
[32:36.500 --> 32:38.100]  I want to make sure that you get everything out.
[32:38.100 --> 32:41.380]  Do you have anything you need to loop around on that paper
[32:41.380 --> 32:42.220]  because I didn't see you-
[32:42.220 --> 32:43.980]  Okay, yes we do.
[32:43.980 --> 32:45.260]  We do.
[32:46.100 --> 32:48.180]  Let's put this back on the track.
[32:48.180 --> 32:50.260]  There are a couple of really cool things
[32:50.260 --> 32:53.740]  that have happened since AG Sessions
[32:54.980 --> 32:56.660]  rescinded the Cole memo.
[32:56.660 --> 32:59.220]  And one of those things was in Pueblo, Colorado,
[32:59.220 --> 33:01.940]  we've got a county commissioner named Sal Pace.
[33:01.940 --> 33:05.300]  And this guy, I remember Sal
[33:05.300 --> 33:09.860]  when he was very on the fence about legal marijuana.
[33:09.860 --> 33:11.620]  Medical marijuana rules
[33:11.620 --> 33:14.180]  were just starting to be thought about.
[33:14.220 --> 33:17.820]  This was in like 2007, eight, nine.
[33:17.820 --> 33:20.500]  He was not at all comfortable with legal marijuana,
[33:20.500 --> 33:22.460]  medical marijuana.
[33:22.460 --> 33:24.540]  Like a lot of elected officials at the time,
[33:24.540 --> 33:27.620]  he was raised on anti-marijuana propaganda
[33:27.620 --> 33:29.820]  and we've slowly seen him emerge
[33:30.900 --> 33:33.340]  and actually become the face of regulation
[33:33.340 --> 33:35.100]  for a lot of Colorado.
[33:35.100 --> 33:36.820]  When people think marijuana rules
[33:36.820 --> 33:39.700]  in Colorado government and politics,
[33:39.700 --> 33:41.700]  a lot of times Sal is who they think of.
[33:42.660 --> 33:44.180]  The Pueblo County commissioners
[33:44.180 --> 33:48.660]  were sort of the first set of small government people
[33:48.660 --> 33:50.260]  to really get into rulemaking.
[33:51.580 --> 33:54.700]  And I remember this guy when he was against us.
[33:54.700 --> 33:57.860]  So it's really fun to see how much he's evolved,
[33:57.860 --> 33:59.980]  mainly just having to see it all.
[34:01.740 --> 34:02.940]  Like I remember begging him
[34:02.940 --> 34:04.980]  to go check out a dispensary for the first time,
[34:04.980 --> 34:06.780]  along with his fellow commissioners
[34:06.780 --> 34:09.300]  and him just shaking his head at me.
[34:10.300 --> 34:13.660]  But Friday after this news broke,
[34:13.660 --> 34:16.020]  Sal arranged a conference call
[34:16.020 --> 34:19.420]  with 100 elected officials from all across the US
[34:19.420 --> 34:21.100]  and legal marijuana states,
[34:21.100 --> 34:22.740]  kind of getting everybody galvanized
[34:22.740 --> 34:24.620]  and on the same page to fight this.
[34:25.860 --> 34:28.100]  And that was really huge.
[34:28.100 --> 34:29.620]  I love seeing stuff like that.
[34:29.620 --> 34:32.460]  And there's been a couple of those incidents
[34:32.460 --> 34:35.140]  in the last two or three days where,
[34:35.140 --> 34:37.180]  honestly folks, if you follow the press on this,
[34:37.500 --> 34:39.660]  you're gonna have an awesome week this week.
[34:41.020 --> 34:43.020]  One of the other really cool things that happened
[34:43.020 --> 34:45.660]  is the very next day, Vermont,
[34:46.700 --> 34:49.940]  their state house is discussing legalization.
[34:49.940 --> 34:52.620]  It looks like Vermont might be, I think the first,
[34:52.620 --> 34:55.860]  if not the first, one of the first states
[34:55.860 --> 35:00.500]  to pass legal marijuana, recreational adult use,
[35:00.500 --> 35:03.300]  no medical card needed legalization
[35:03.340 --> 35:07.420]  by vote of elected representatives in state government
[35:07.420 --> 35:11.180]  rather than by a vote of the people, just average voters.
[35:11.180 --> 35:12.300]  The house voted it.
[35:12.300 --> 35:16.100]  Yep, so their house of representatives voted
[35:16.100 --> 35:19.380]  to approve home grow and legal possession limits.
[35:19.380 --> 35:21.660]  I think it's two plants and flower
[35:21.660 --> 35:24.220]  and an ounce possession limit, if I remember right.
[35:25.980 --> 35:26.820]  And they did that the day after.
[35:26.820 --> 35:28.780]  One ounce, two plants.
[35:28.780 --> 35:30.780]  Or the day of this announcement,
[35:30.780 --> 35:33.020]  they voted after this news came out
[35:33.740 --> 35:35.380]  and they voted in favor of legalization,
[35:35.380 --> 35:37.500]  which I thought was really cool.
[35:38.500 --> 35:40.140]  I love that that's still happening.
[35:40.140 --> 35:42.140]  It's not a done deal in Vermont.
[35:42.140 --> 35:44.940]  Their Senate still needs to vote in favor
[35:44.940 --> 35:48.100]  and then their governor would need to sign that into law.
[35:48.100 --> 35:53.100]  Both their Senate and the governor have mentioned
[35:53.100 --> 35:55.140]  or come out in favor of this law.
[35:56.740 --> 35:58.900]  It's a dialed back version of one that was debated
[35:58.900 --> 36:01.380]  and got very close to passage last year.
[36:01.380 --> 36:03.980]  And so it looks good for Vermont.
[36:03.980 --> 36:06.180]  My fingers are crossed for Vermont.
[36:07.140 --> 36:09.020]  We got an email from a listener in Vermont
[36:09.020 --> 36:11.780]  who made sure I was privy to this information.
[36:11.780 --> 36:13.620]  And he said, I'm pulling up his email.
[36:13.620 --> 36:16.340]  He said, white Mike may have hooked you up
[36:16.340 --> 36:18.820]  with this knowledge already, but just in case he hasn't.
[36:18.820 --> 36:20.780]  And then he sent me a good link to it.
[36:20.780 --> 36:22.060]  He sent me a good article.
[36:22.060 --> 36:23.580]  So thanks for that, my friend.
[36:23.580 --> 36:24.940]  I just wanted to make sure that I mentioned
[36:24.940 --> 36:27.540]  that one of our friends, we have listeners in Vermont, dude.
[36:27.540 --> 36:29.620]  Maine, Vermont, Rhode Island.
[36:29.620 --> 36:30.460]  We've gotten emails from our house folks up there.
[36:30.460 --> 36:32.940]  I have a question for our Vermont listeners.
[36:32.940 --> 36:36.260]  If you're in Vermont, okay, so here's my question.
[36:36.260 --> 36:39.300]  I think the publication is called like VT Diggler.
[36:41.100 --> 36:43.920]  It appears to be a newspaper.
[36:43.920 --> 36:46.780]  It might just be a website for people in recovery.
[36:46.780 --> 36:49.900]  I can't tell the difference from their online presence,
[36:49.900 --> 36:51.740]  but they've been doing a lot of op-eds
[36:51.740 --> 36:53.460]  for and against legal marijuana.
[36:53.460 --> 36:55.100]  Tweet me and tell me what the hell that is.
[36:55.100 --> 36:56.460]  Would you please?
[36:56.460 --> 36:58.660]  Like, is it a newspaper or is it just like
[36:58.820 --> 37:01.420]  an anti-pot group website or what is it?
[37:01.420 --> 37:02.300]  So what's it called?
[37:02.300 --> 37:04.820]  I think it's called VT Diggler.
[37:04.820 --> 37:07.500]  VT Diggler, that sounds like a troll page.
[37:07.500 --> 37:11.180]  Right, I might be, their logo's weird.
[37:11.180 --> 37:12.820]  It's like letters inside diamonds
[37:12.820 --> 37:14.660]  inside circles or some shit.
[37:14.660 --> 37:16.460]  And so it's kind of, yeah.
[37:16.460 --> 37:17.300]  And it's from Vermont.
[37:17.300 --> 37:19.380]  Well, it's VT Diggler, it's the Vermont Diggler.
[37:19.380 --> 37:22.380]  Yep, and I'd like to apologize to the people of Vermont.
[37:22.380 --> 37:24.180]  One of our local anti-pot kooks
[37:24.180 --> 37:26.380]  has started traveling to Vermont.
[37:26.380 --> 37:29.140]  Some anti-pot group out there is flying her out
[37:29.140 --> 37:31.500]  to spread her brand of dip shittery.
[37:31.500 --> 37:33.340]  And I apologize for that.
[37:33.340 --> 37:36.300]  That's something we let export from our area
[37:36.300 --> 37:38.580]  that, yeah, it's not pleasant.
[37:38.580 --> 37:39.540]  Sorry for that.
[37:40.820 --> 37:44.220]  This email also says that if all goes according to plan,
[37:44.220 --> 37:46.220]  this would mean all states touching New York
[37:46.220 --> 37:48.780]  would have some form of decriminalization,
[37:48.780 --> 37:50.380]  with PA being the exception.
[37:51.300 --> 37:52.460]  PA gonna take a while.
[37:52.460 --> 37:56.700]  One of the other things I wanted to roll back to
[37:56.700 --> 38:01.700]  is the Cone Memo only gave what little protection
[38:01.700 --> 38:06.540]  it provided to recreational marijuana.
[38:06.540 --> 38:09.300]  It did absolutely nothing for medical.
[38:09.300 --> 38:12.060]  And there's substantially more medical marijuana states
[38:12.060 --> 38:13.620]  than there are recreational.
[38:14.780 --> 38:16.580]  The piece of federal legislation
[38:16.580 --> 38:19.460]  that governs medical marijuana states,
[38:19.460 --> 38:20.780]  and this is important, guys,
[38:20.820 --> 38:22.860]  so grab a pen and a sticky pad.
[38:24.540 --> 38:25.380]  You gonna sneeze?
[38:25.380 --> 38:27.420]  Excuse me, I've got like half a sneeze cooking.
[38:27.420 --> 38:28.420]  All right, if you start sneezing,
[38:28.420 --> 38:29.660]  I'll start ranting about something.
[38:29.660 --> 38:31.020]  I don't have anything on deck, but I'll put something out.
