[00:00.190 --> 00:02.950]  Welcome back podcast world.
[18:27.810 --> 18:30.850]  becoming very popular lately in the breeding scene.
[18:30.850 --> 18:34.410]  Things that I look for when it comes to breeding from a male.
[18:34.410 --> 18:35.410]  Vigor.
[18:35.410 --> 18:38.290]  I don't want some slow, shitty, wispy growing plant.
[18:38.290 --> 18:41.130]  When I plant those plants, I want to watch that seedling go.
[18:41.130 --> 18:45.090]  I do not want the most vigorous, fastest growing plant.
[18:45.090 --> 18:48.010]  That is usually, that one is too much male.
[18:48.010 --> 18:50.390]  It's going to have too much male dominance in the cross.
[18:50.390 --> 18:54.810]  It's like if you just took this one male and crossed it to anything, everything else you
[18:54.810 --> 18:56.770]  cross it to is going to come out like that male.
[18:56.770 --> 18:59.610]  You're going to make a bunch of out crosses that are that male.
[18:59.610 --> 19:03.170]  The idea is to find a male that complements all of the females you cross it to.
[19:03.170 --> 19:07.930]  So I don't want that first tall male, but I want one that's got a lot of vigor to it,
[19:07.930 --> 19:09.490]  nice, good growth.
[19:09.490 --> 19:13.530]  Just not the run, not the slow, wispy, shitty one, not the one we're all waiting on.
[19:13.530 --> 19:14.530]  We don't want that one.
[19:14.530 --> 19:16.050]  We want a good, vigorous plant.
[19:16.050 --> 19:17.850]  So that's number one, vigor.
[19:17.850 --> 19:20.370]  Then I look for shape and structure.
[19:20.370 --> 19:21.610]  What is the shape of the plant?
[19:21.610 --> 19:23.170]  What is the structure of the plant?
[19:23.170 --> 19:25.090]  Can the branches hold themselves up?
[19:25.090 --> 19:28.090]  Does it make a big, thick stock and nice, robust branches?
[19:28.090 --> 19:31.970]  Or does it make a wispy, shitty middle stock and then try to branch out real crazy?
[19:31.970 --> 19:33.370]  Does it branch evenly?
[19:33.370 --> 19:36.130]  Does it honestly, you've got to have your goal in mind.
[19:36.130 --> 19:39.670]  That's something I've got written down here toward the end, but the shape and structure
[19:39.670 --> 19:41.570]  are all about your goal.
[19:41.610 --> 19:45.050]  If you want a plant that you're going to be able to scrog out real well, you might want
[19:45.050 --> 19:48.810]  one that you could top and makes a lot of nice branching that are all the same length.
[19:48.810 --> 19:52.330]  If you're the kind of guy that doesn't do scrogging and you do the trees with the pole
[19:52.330 --> 19:56.330]  in the middle, with a monocropping, with a monopole, maybe you want those sativa style
[19:56.330 --> 20:00.610]  plants to grow long and skinny and just long, skinny branches up the top.
[20:00.610 --> 20:04.170]  Maybe, maybe you want a short, squatty indica plant.
[20:04.170 --> 20:05.750]  That's all about your goal.
[20:05.750 --> 20:08.210]  That's like if you want to make chocolate, you got to put some chocolate in there.
[20:08.210 --> 20:11.050]  If you want to make some something else, I'm not a cook, so I don't even know where to
[20:11.050 --> 20:14.210]  go with this, but if you want chocolate in it, you got to have chocolate in the mix.
[20:14.210 --> 20:16.830]  If you want vanilla in it, you got to have vanilla in the mix.
[20:16.830 --> 20:18.210]  That's just how the male plant works.
[20:18.210 --> 20:19.550]  So you need vigor.
[20:19.550 --> 20:21.890]  You need a good structure and a good shape.
[20:21.890 --> 20:26.810]  The structure and the shape are going to be a lot of what goes into your offspring.
[20:26.810 --> 20:28.770]  So get a good structure and a good shape.
[20:28.770 --> 20:30.090]  Look at leaf size.
[20:30.090 --> 20:31.770]  That's going to tell you a lot also.
[20:31.770 --> 20:33.490]  I also look for aroma.
[20:33.490 --> 20:38.330]  I mentioned that I like that bar trash can, mothballs, dirty feet, all kinds of funky
[20:38.330 --> 20:39.330]  disgustingness.
[20:39.330 --> 20:43.930]  I like those aromas that always translates into a good stinky offspring.
[20:43.930 --> 20:46.890]  The progeny will smell gross and good.
[20:46.890 --> 20:51.570]  You'll get that funky mothball puke aroma with whatever you're crossing it with.
[20:51.570 --> 20:55.290]  So my arise male has like a funky, cushy sweetness.
[20:55.290 --> 20:57.210]  When you rub the stem, it's like sweet vomit.
[20:57.210 --> 20:59.730]  It's like somebody had too much cheesecake and beer and threw up.
[20:59.730 --> 21:01.370]  That's really what it smells like to me.
[21:01.370 --> 21:02.370]  It's fucking delicious.
[21:02.370 --> 21:04.630]  Strawberry cheesecake and vomit.
[21:04.630 --> 21:05.630]  Maybe bubble gum in there.
[21:05.630 --> 21:06.630]  Give it a little smell.
[21:06.630 --> 21:08.410]  You're like, that's fucking disgusting.
[21:08.490 --> 21:12.170]  And then you cross it with a plant like platinum tangy, which smells like just straight oranges
[21:12.170 --> 21:15.130]  and it comes off like gassy oranges and it's so beautiful.
[21:15.130 --> 21:18.050]  So I like that flavor and aroma.
[21:18.050 --> 21:21.930]  Another thing I really look for when I'm picking male plants is flowering time.
[21:21.930 --> 21:26.090]  A lot of people don't grow a male plant out past two or three weeks because they go into
[21:26.090 --> 21:28.130]  panic mode and got to get rid of it.
[21:28.130 --> 21:31.770]  Even some breeders never get to see their male plants past week four.
[21:31.770 --> 21:32.850]  I've posted pictures.
[21:32.850 --> 21:37.930]  I've got pictures of several male plants in rooms that are past weeks nine and 10, maybe
[21:37.970 --> 21:39.210]  into week 11.
[21:39.210 --> 21:41.610]  I really like to see what these plants do.
[21:41.610 --> 21:45.210]  I need to know how long it takes them to get into full flower.
[21:45.210 --> 21:47.730]  How long are they going to continue to flower?
[21:47.730 --> 21:51.230]  What do they look like if you flower them for a really long time?
[21:51.230 --> 21:54.530]  If I let them go for a long time, do I see any problems?
[21:54.530 --> 21:55.690]  I want them to flower out.
[21:55.690 --> 21:57.290]  I want them to produce pollen.
[21:57.290 --> 22:00.630]  I want to keep the leaves nice and healthy all the way through their life.
[22:00.630 --> 22:01.630]  Do those male planters.
[22:01.630 --> 22:06.950]  Another thing, are they susceptible or resistant to bugs and mildew?
[22:06.970 --> 22:10.590]  If I've got powdery mildew or spider mites in one area, I'll take that male plant over
[22:10.590 --> 22:13.950]  there and see how that male plant reacts to those things.
[22:13.950 --> 22:16.150]  I've got to abuse my male plants.
[22:16.150 --> 22:20.150]  Vigor, structure, aroma, flower time.
[22:20.150 --> 22:23.950]  I don't want the first males to flower and show me that they're males.
[22:23.950 --> 22:27.910]  That one that's super hyper vigorous, hyper dominant, hyper ready to just be like, I'm
[22:27.910 --> 22:29.830]  a boy, let's pollinate shit.
[22:29.830 --> 22:31.550]  He's a little bit too dominant.
[22:31.550 --> 22:33.790]  I don't want that much testosterone in my mix.
[22:33.790 --> 22:36.150]  He's just going to make everybody else just a bunch of meatheads.
[22:36.350 --> 22:37.830]  He's going to dominate the mix.
[22:37.830 --> 22:38.830]  Not what I need.
[22:38.830 --> 22:42.430]  So I want the one, if I have 10 seeds, I talk about this a lot.
[22:42.430 --> 22:47.350]  If I have 10 seeds, hypothetically, 10 regular seeds, hypothetically, five will be males,
[22:47.350 --> 22:48.350]  five will be girls.
[22:48.350 --> 22:49.590]  Let's get rid of those five girls.
[22:49.590 --> 22:50.590]  They can go to your garden.
[22:50.590 --> 22:52.970]  You get the girls, I'll grow the boys this time.
[22:52.970 --> 22:57.070]  That first plant that shows me it's a male will probably get cold because he's got too
[22:57.070 --> 22:59.190]  much male energy to the grow.
[22:59.190 --> 23:02.510]  I don't want him in there spreading all that male gene back in there.
[23:02.510 --> 23:06.050]  I want to make a new hybrid, not just reproductions of this male.
[23:06.950 --> 23:08.090]  So we get rid of that first guy.
[23:08.090 --> 23:09.490]  Second guy might get a chance.
[23:09.490 --> 23:11.530]  That third and fourth guy is usually where I go.
[23:11.530 --> 23:12.970]  The fifth one is slow.
[23:12.970 --> 23:13.970]  He's lagging.
[23:13.970 --> 23:14.970]  He gets cold.
[23:14.970 --> 23:16.930]  Two, three, and four are the candidates.
[23:16.930 --> 23:19.970]  Usually number three and four are the ones I choose.
[23:19.970 --> 23:23.730]  I've got a good track record for choosing males, so I think I've got a good criteria
[23:23.730 --> 23:25.850]  and scenario for picking my boys.
[23:25.850 --> 23:30.650]  So I don't want the one that is too vigorous right out of the gate, but I want one that
[23:30.650 --> 23:35.930]  goes into flower and starts producing pollen at a reasonable time, around day 21, 25, 11,
[23:35.930 --> 23:39.090]  12, and if I want to get a lot of pollen coming out around day 32, I really want him
[23:39.090 --> 23:40.090]  going.
[23:40.090 --> 23:43.810]  Then I want to see how he goes, how long until he reaches that full flower, then how long
[23:43.810 --> 23:45.850]  until he stops producing pollen.
[23:45.850 --> 23:49.090]  As a breeder making a lot of seeds, that's very important to me.
[23:49.090 --> 23:54.250]  Now another thing I really like to find in a male plant is trichomes.
[23:54.250 --> 23:58.970]  If I see trichome and resin development on a male plant early in flower, that is a breeding
[23:58.970 --> 23:59.970]  candidate.
[23:59.970 --> 24:02.970]  That means it is going to pass trichomes onto the females.
[24:02.970 --> 24:04.590]  The females naturally make trichomes.
[24:04.630 --> 24:09.070]  If your males are making trichomes too, you've got two ingredients with trichomes, lots of
[24:09.070 --> 24:11.590]  trichome production is what that means to me.
[24:11.590 --> 24:16.950]  More trichomes, more cannabinoids, more cannabinoids, a better buzz, more desirable product.
[24:16.950 --> 24:17.950]  That's what you're going for.
[24:17.950 --> 24:20.950]  So if it's got trichomes on it, you want to breed with it.
[24:20.950 --> 24:23.950]  I know I've gone past five by now, but let's keep talking.
[24:23.950 --> 24:26.630]  Something else I really like is a good color.
[24:26.630 --> 24:28.590]  Everybody's growing, they're posting pictures.
[24:28.590 --> 24:31.390]  If a good color comes out of my male plants, that is a bonus.
[24:31.390 --> 24:35.430]  If I can get some nice fall, wintery colors in there, that is a great thing.
[24:35.430 --> 24:37.990]  Some oranges, some purple, some dark colored hues.
[24:37.990 --> 24:39.270]  That's something that is always a bonus.
[24:39.270 --> 24:41.990]  I've seen purple trichomes come out of male plants.
[24:41.990 --> 24:44.670]  I've seen male plants produce purple male flowers.
[24:44.670 --> 24:45.930]  I've seen a lot of great shit.
[24:45.930 --> 24:47.730]  So get in there and breed.
[24:47.730 --> 24:50.870]  Use a bunch of male plants, grow them, see what you like.
[24:50.870 --> 24:57.450]  Then the best way, the only real way to test those males is to germinate and grow the seeds
[24:57.450 --> 24:58.450]  you have made.
[24:58.450 --> 25:00.790]  There are a few things to test when you get to that point.
[25:00.790 --> 25:03.030]  How well do those seeds germinate?
[25:03.030 --> 25:06.910]  Put however many, if you made a hundred seeds, maybe germinate 10 of them and just see how,
[25:06.910 --> 25:08.390]  with intentions not even to grow them.
[25:08.390 --> 25:09.830]  This is just a germ test.
[25:09.830 --> 25:10.830]  Throw 10 of them.
[25:10.830 --> 25:13.590]  However you normally germinate, I do the paper towel method.
[25:13.590 --> 25:15.990]  Throw 10 in the paper towel, germinate them, count them.
[25:15.990 --> 25:20.230]  If you got seven of them, 70% germination rate, that's not super good.
[25:20.230 --> 25:21.230]  80 is good.
[25:21.230 --> 25:22.230]  90 is the best.
[25:22.230 --> 25:23.470]  100, you're fucking killing it.
[25:23.470 --> 25:24.790]  But I guess 100 is the best.
[25:24.790 --> 25:27.370]  90 is fucking way acceptable.
[25:27.370 --> 25:28.990]  See how many germinate.
[25:28.990 --> 25:30.030]  See how many duds you have.
[25:30.270 --> 25:31.270]  Then grow them out.
[25:31.270 --> 25:33.270]  I just said you don't have intentions to grow this.
[25:33.270 --> 25:34.270]  Let's fucking grow it.
[25:34.270 --> 25:35.270]  Maybe we change our mind.
[25:35.270 --> 25:36.270]  Let's grow these out.
[25:36.270 --> 25:38.470]  Then let's see if there are any hermaphrodites.
[25:38.470 --> 25:39.750]  Let's see if there are any mutants.
[25:39.750 --> 25:41.690]  Let's see if there are any fucking weirdos.
[25:41.690 --> 25:43.790]  Let's see if they even make it to the veg stage.
[25:43.790 --> 25:47.190]  Maybe they just die out and turn into duds before they get that far.
[25:47.190 --> 25:49.070]  Then let's see if there are hermaphrodites.
[25:49.070 --> 25:50.750]  Let's see if they show intersex traits.
[25:50.750 --> 25:52.630]  Maybe you've got the next fucking chem dog in there.
[25:52.630 --> 25:54.390]  Maybe you've got the new golden goat.
[25:54.390 --> 25:56.170]  Maybe you just bred the new fucking Skittles in there.
[25:56.170 --> 25:58.270]  We don't know what you've got until you grow it.
[25:58.310 --> 26:01.510]  Now, grow it in perfect conditions and see what you come up with.
[26:01.510 --> 26:05.030]  If it does well in perfect conditions, our next step is to take it to a fucked up grow
[26:05.030 --> 26:07.430]  room and grow it in there.
[26:07.430 --> 26:10.670]  Everybody has a friend who always gets a certain problem.
[26:10.670 --> 26:13.110]  We all know that that one guy always has powdery mildew.
[26:13.110 --> 26:15.710]  I know that one grow over there always has spider mites.
[26:15.710 --> 26:18.190]  This one dude always gets thrips.
[26:18.190 --> 26:21.830]  Let's take these plants to a couple of those places and find out what happens when we put
[26:21.830 --> 26:23.410]  them in a room with thrips.
[26:23.410 --> 26:25.510]  What happens when we put them near powdery mildew?
[26:25.510 --> 26:27.470]  What happens when we treat them too hot and too cold?
[26:27.670 --> 26:28.670]  How do they reply to that?
[26:28.670 --> 26:29.790]  How do they react?
[26:29.790 --> 26:33.110]  If your plants freak out right away, that is not something for market, but it may be
[26:33.110 --> 26:35.830]  something you want to grow yourself.
[26:35.830 --> 26:40.110]  Those are the ways that I check and audition and select male plants for breeding.
[26:40.110 --> 26:41.550]  I base it off of vigor.
[26:41.550 --> 26:44.190]  I base it off of the shape and the structure of the plant.
[26:44.190 --> 26:46.390]  I check out the aromas that come from that plant.
[26:46.390 --> 26:47.390]  I give it stem rubs.
[26:47.390 --> 26:48.390]  I smell the flowers.
[26:48.390 --> 26:49.390]  I let it flower out.
[26:49.390 --> 26:53.550]  Then, I pay attention to how long it takes to flower, how much pollen it produces for
[26:53.550 --> 26:54.550]  me.
[26:54.550 --> 26:59.230]  Then, I look for trichomes and colors and just anything else that may stand out.
[26:59.230 --> 27:03.950]  Being a breeder and a grower that has had access to a lot of rooms, a lot of plants,
[27:03.950 --> 27:08.150]  like when I work in commercial facilities, my numbers to grow are much expanded compared
[27:08.150 --> 27:09.990]  to a lot of other people's numbers.
[27:09.990 --> 27:11.990]  I've gotten to see a lot of male plants.
[27:11.990 --> 27:14.650]  That makes it much easier for me to select.
[27:14.650 --> 27:17.670]  If you've only got 10, one may not stand out.
[27:17.670 --> 27:22.230]  If you've got 100, one of them is going to say, I am the bad motherfucker in this group.
[27:22.230 --> 27:26.550]  I don't know what you've got to work with, but you really start seeing more opportunities,
[27:26.550 --> 27:29.150]  more standouts when you work with larger populations.
[27:29.150 --> 27:30.510]  Those outliers are more obvious.
[27:30.510 --> 27:33.390]  They become more present, more available when you work with a lot.
[27:33.390 --> 27:35.490]  I've got a lot of experience picking boys.
[27:35.490 --> 27:39.270]  Like I said before, I feel like I've got a pretty good track record at picking male plants
[27:39.270 --> 27:40.270]  for breeding.
[27:40.270 --> 27:42.870]  Again, it is all about your goal.
[27:42.870 --> 27:43.870]  What do you want to do?
[27:43.870 --> 27:46.670]  Do you want plants that are short and squat and smell like oranges?
[27:46.670 --> 27:50.230]  You may want to find a short, squatty male and a female that smells like oranges.
[27:50.230 --> 27:53.470]  Do you want plants that are tall and lanky and smell like strawberries?
[27:53.470 --> 27:56.990]  Maybe find a tall, lanky male plant and a girl that smells like strawberries.
[27:56.990 --> 27:59.790]  It's all about your overall goal.
[27:59.790 --> 28:05.750]  Most of all, have fun, grow from your heart, breed with love, and make sure that you test
[28:05.750 --> 28:08.310]  everything before you give it to anybody.
[28:08.310 --> 28:10.470]  If you're just growing it for yourself, have fun, man.
[28:10.470 --> 28:14.950]  Make a bunch of seeds, grow the shit out of them, take a lot of notes, and enjoy it.
[28:14.950 --> 28:15.950]  What are you going to do next?
[28:15.950 --> 28:18.270]  Are you going to back cross and try to lock in a trait?
[28:18.310 --> 28:21.230]  Are you going to F2 and try to stabilize some things?
[28:21.230 --> 28:22.730]  Figure out what you want to do from there.
[28:22.730 --> 28:24.270]  It's always more fun to breed.
[28:24.270 --> 28:27.470]  As soon as you start breeding, you want to breed more, then you want to breed more, and
[28:27.470 --> 28:29.510]  then you want to breed more, and then you want to grow those.
[28:29.510 --> 28:31.390]  It just turns ... Then you turn into me.
[28:31.390 --> 28:33.670]  Then you end up here.
[28:33.670 --> 28:35.510]  I want to thank you for the great message, North.
[28:35.510 --> 28:37.150]  I think I got really rambling on that one.
[28:37.150 --> 28:39.150]  I feel like I really gave you a good answer.
[28:39.150 --> 28:41.470]  I think that is all we have got for this episode.
[28:41.470 --> 28:42.990]  I want to thank you guys again for hanging out.
[28:42.990 --> 28:46.430]  If you feel like this episode was educational, informative, or entertaining, and you would
[28:46.430 --> 28:52.150]  like to support the show on Patreon, all you have to do is visit www.patreon.com forward
[28:52.150 --> 28:53.750]  slash growfromyourheart.
[28:53.750 --> 28:56.830]  All of the information you need, of course, is right there on the screen.
[28:56.830 --> 29:00.630]  I did include a link in the show notes and the video description to make it nice and
[29:00.630 --> 29:03.070]  easy for all of my friends.
[29:03.070 --> 29:05.690]  Also, don't forget to check out the YouTube channel.
[29:05.690 --> 29:10.350]  If you are listening on the audio formats, I highly recommend you check us out on YouTube.
[29:10.350 --> 29:14.870]  Go to YouTube, search for the Grow From Your Heart podcast, click subscribe, click on that
[29:14.870 --> 29:15.870]  little bell.
[29:15.870 --> 29:17.670]  That little bell is the notification button.
[29:17.670 --> 29:20.630]  Every time I put out more content, you will get a notification.
[29:20.630 --> 29:22.870]  You will never miss a podcast episode.
[29:22.870 --> 29:24.990]  Also, leave a comment on the videos.
[29:24.990 --> 29:26.230]  Let us know what you think of the show.
[29:26.230 --> 29:28.870]  Also, it's real easy to click that like button.
[29:28.870 --> 29:29.870]  Give us a thumbs up.
[29:29.870 --> 29:33.010]  That will make the show climb in the algorithm, climb in the rankings.
[29:33.010 --> 29:34.430]  More people will see the show.
[29:34.430 --> 29:36.870]  More people will be able to grow better cannabis.
[29:36.870 --> 29:41.430]  We can overgrow the government, legalize the world one click at a time.
[29:41.430 --> 29:42.910]  I might need to copyright that.
[29:42.910 --> 29:44.050]  Anyway, let's keep moving.
[29:44.050 --> 29:47.930]  If you've got any questions, comments, corrections, or concerns, my email address is growfromyourheart
[29:47.930 --> 29:48.930]  at hotmail.com.
[29:48.930 --> 29:50.250]  I would love to hear from you.
[29:50.250 --> 29:51.250]  Do not be shy.
[29:51.250 --> 29:53.850]  I look forward to your incoming messages.
[29:53.850 --> 29:55.450]  That is all I've got for you today.
[29:55.450 --> 30:00.410]  I want to give a giant shout out to our friend, Brian C. Until next time, take a fat dab and
[30:00.410 --> 30:01.530]  give your mom a hug for me.
