[00:11.450 --> 00:13.450]  Welcome back, Podcast World.
[19:07.090 --> 19:08.090]  The pump is better.
[19:08.090 --> 19:09.090]  The sprayers are better.
[19:09.090 --> 19:11.090]  It doesn't clog up as much.
[19:11.090 --> 19:13.090]  I will put the water in the cloner to the desired level.
[19:13.090 --> 19:17.090]  I fill it just below the PVC halo.
[19:17.090 --> 19:19.090]  The water is touching the bottom of that.
[19:19.090 --> 19:22.090]  Then I add Clon-X, the purple Clon-X liquid solution.
[19:22.090 --> 19:27.090]  I add that until the EC is at 1.1 or 1.2.
[19:27.090 --> 19:29.090]  You go 1.0 to 1.2.
[19:29.090 --> 19:31.090]  Just hold your EC pen in there, pour in.
[19:31.090 --> 19:33.090]  Go ahead and pour in 250 mils.
[19:33.090 --> 19:37.090]  Spin your EC pen around in that water and see what the EC is.
[19:37.090 --> 19:40.090]  Then keep adding until you get it to about 1.0 to 1.2.
[19:40.090 --> 19:43.090]  Now you've got water with solution in there.
[19:43.090 --> 19:48.090]  Then cut your clones, dip them in the Clon-X, put them in the plugs, drop it in the cloner.
[19:48.090 --> 19:50.090]  Let it run for a little while.
[19:50.090 --> 19:53.090]  Then that purple shit is going to fall off of your clones.
[19:53.090 --> 19:55.090]  The purple Clon-X gel is going to fall into the water.
[19:55.090 --> 19:56.090]  Let it run for a couple hours.
[19:56.090 --> 19:58.090]  Go do some other shit and come back.
[19:58.090 --> 20:01.090]  Unplug it, pop it open, and check the pH.
[20:01.090 --> 20:03.090]  At that point, pH it to somewhere.
[20:03.090 --> 20:05.090]  6.0 is ideal.
[20:05.090 --> 20:08.090]  6.2 will work, but somewhere between 5.9 and 6.2.
[20:08.090 --> 20:11.090]  pH that shit to 5.9 and 6.2, and you will be ideal.
[20:11.090 --> 20:17.090]  Then add about 200 to 250 mils of Clear Res.
[20:17.090 --> 20:18.090]  Just pour it right in there.
[20:18.090 --> 20:19.090]  Clear Res.
[20:19.090 --> 20:21.090]  Then do that every five days.
[20:21.090 --> 20:25.090]  If you add the Clear Res every five days, you will not have to change your water.
[20:25.090 --> 20:27.090]  The Clear Res will take care of any problems.
[20:27.090 --> 20:28.090]  All right?
[20:28.090 --> 20:31.090]  Put some Clear Res in there, and you don't have to change the cloner water.
[20:31.090 --> 20:36.090]  Then when it's done, pour two cups of bleach in there and let it keep running for quite a while.
[20:37.090 --> 20:39.090]  Then dump it all out and clean it out, and you'll be fresh.
[20:39.090 --> 20:40.090]  Throw the clone plugs away.
[20:40.090 --> 20:44.090]  Buy new clone plugs unless you're using Permaclone clone collars.
[20:44.090 --> 20:46.090]  If you're using Permaclones, clean those out appropriately.
[20:46.090 --> 20:48.090]  They taught you how to do them, and you bought them.
[20:48.090 --> 20:50.090]  If you're using those, use those again.
[20:50.090 --> 20:52.090]  Shout out to my friends at Permaclone clone collars.
[20:52.090 --> 20:54.090]  If you're using the cheap ones, throw them away and buy new ones.
[20:54.090 --> 20:56.090]  I suggest you check out Permaclone.
[20:56.090 --> 20:59.090]  If you could get beans from any time and place, what would it be?
[21:01.490 --> 21:03.490]  That's such a crazy question.
[21:03.490 --> 21:08.490]  I'd like to fly around to three or five places in the 70s and get beans before shit was adulterated.
[21:08.490 --> 21:16.490]  I'd like to go to Thailand, Vietnam, Afghanistan, and some sort of South American stuff, but I don't know where.
[21:16.490 --> 21:19.490]  Or I'd like to have some of those seeds that ChemDog had.
[21:19.490 --> 21:22.490]  Those 13 beans that ChemDog had, I'd like to have 10 of those.
[21:25.760 --> 21:26.760]  All right, podcast, roll it.
[21:26.760 --> 21:31.760]  I want to thank you guys again for listening to an Instagram clip version of the Grow It From Your Heart podcast.
[21:31.760 --> 21:32.760]  Thanks for hanging out with me.
[21:32.760 --> 21:38.760]  I know the past couple of episodes have not been very Grow related, but I promise you the next few episodes will be very Grow intensive.
[21:38.760 --> 21:40.760]  It's just kind of the way things timed out for me.
[21:40.760 --> 21:43.760]  I had the opportunity to get Granny and Giddy on the show.
[21:43.760 --> 21:46.760]  Then I had this episode kind of put together already, so that's how they came out.
[21:46.760 --> 21:48.760]  I'll get back to the Grow lessons.
[21:48.760 --> 21:49.760]  We will get that going.
[21:49.760 --> 21:55.760]  I know a lot of people are looking forward to the Drying Cure episode, so I will get that out for you very soon.
[21:55.760 --> 21:57.760]  I'll be back on the Grow episodes Monday, you guys.
[21:58.760 --> 22:01.760]  Thanks for listening to a couple of episodes in a row that were filled with chatter.
[22:01.760 --> 22:04.760]  The show is cannabis news, education, and conversation.
[22:04.760 --> 22:06.760]  We've gotten a couple of conversations out of the way.
[22:06.760 --> 22:09.760]  I will get back on the education.
[22:11.760 --> 22:14.760]  Ladies and gentlemen, make sure you follow me on all the social media.
[22:14.760 --> 22:16.760]  I would appreciate it if you find me on Facebook.
[22:16.760 --> 22:18.760]  Simply search for the Grow From Your Heart podcast.
[22:18.760 --> 22:19.760]  You can find me on Twitter.
[22:19.760 --> 22:21.760]  It's at GFYH podcast.
[22:21.760 --> 22:23.760]  Of course, find me on Instagram.
[22:23.760 --> 22:25.760]  It's IRIE underscore genetics.
[22:25.760 --> 22:28.760]  That's where you can watch all of my Instagram live feeds.
[22:29.760 --> 22:35.760]  If you're not into social media and you've got something to say, or you'd like to sponsor the show, or you'd like to send me a product to review, you can reach me through email.
[22:35.760 --> 22:38.760]  It's growfromyourheart at hotmail.com.
[22:38.760 --> 22:40.760]  I would love to hear from you.
[22:41.760 --> 22:43.760]  Also, don't forget about the Patreon campaign.
[22:43.760 --> 22:53.760]  If you feel like this podcast was educational and or informative, and you feel like you would like to contribute to the show financially, all you have to do is go to patreon.com slash growfromyourheart.
[22:53.760 --> 22:59.760]  It's P-A-T-R-E-O-N, patreon.com slash growfromyourheart.
[22:59.760 --> 23:02.760]  All the information you need to contribute will be right there.
[23:02.760 --> 23:04.760]  I would truly appreciate your support.
[23:04.760 --> 23:07.760]  And to everybody who has contributed to the Patreon, big thank you.
[23:07.760 --> 23:10.760]  I truly appreciate all of the support.
[23:10.760 --> 23:13.760]  Thanks again for listening to an Instagram live clip of the podcast.
[23:13.760 --> 23:16.760]  I want to give a huge shout out to my friend, Smiley Selfie.
[23:16.760 --> 23:20.760]  And until next time, take a fat dab and give your mom a hug for me.
