[00:01.790 --> 00:10.550]  Yeah, here we go.
[16:23.740 --> 16:25.860]  Just then take them off the strings,
[16:25.860 --> 16:28.660]  leave them just enough of a stem to trim with.
[16:28.660 --> 16:30.860]  Then let them sit in the same environment
[16:30.860 --> 16:32.320]  with the plastic bins on the ground
[16:32.320 --> 16:34.380]  for five to 10 more days.
[16:34.380 --> 16:35.660]  Then trim it and jar it.
[16:35.660 --> 16:38.900]  Burp for three weeks daily, leaving in the tent.
[16:38.900 --> 16:42.900]  This method has worked well and is simple and easy.
[16:42.900 --> 16:43.740]  That's a great idea.
[16:43.740 --> 16:45.620]  That is a great way to use a grow tent.
[16:45.620 --> 16:47.740]  A lot of us are growing in the grow tent
[16:47.740 --> 16:49.940]  and don't have a place to dry and cure.
[16:49.940 --> 16:52.100]  That tent that you grew in would be perfect.
[16:52.100 --> 16:53.700]  Just modify it a little bit.
[16:53.700 --> 16:56.340]  Don't turn on the light because we don't need the light.
[16:56.340 --> 16:58.420]  Just like our friend said, use an exhaust
[16:58.420 --> 17:00.940]  so that you're sucking out all that stale air.
[17:00.940 --> 17:02.820]  Use a carbon filter so you're not spreading
[17:02.820 --> 17:04.620]  that intense aroma around.
[17:04.620 --> 17:07.380]  Because once you harvest, the smell is fucking intense.
[17:07.380 --> 17:09.540]  Once you start rustling those trichomes around,
[17:09.540 --> 17:11.700]  moving the plants around, it really gets stinky.
[17:11.700 --> 17:14.260]  So you got your grow tent, you got your carbon filter,
[17:14.260 --> 17:15.180]  you got your blower in there,
[17:15.180 --> 17:16.340]  you're sucking out the stale air,
[17:16.340 --> 17:17.740]  you're bringing in fresh air.
[17:17.740 --> 17:19.020]  A little bit of air movement is good.
[17:19.020 --> 17:20.700]  Not ridiculous air movement in there.
[17:20.700 --> 17:22.300]  You don't want it blowing on those plants.
[17:22.300 --> 17:24.140]  But yeah, you've got the right idea.
[17:24.140 --> 17:26.620]  They're hanging upside down, which is ideal.
[17:26.620 --> 17:29.060]  Take them off the string, use clean plastic bins
[17:29.060 --> 17:31.020]  and leave just enough of a stem to trim with.
[17:31.020 --> 17:33.080]  That sounds ideal to me.
[17:33.080 --> 17:34.860]  Basically similar to what we would do
[17:34.860 --> 17:35.900]  in a commercial environment.
[17:35.900 --> 17:37.380]  I'll talk on that in a second.
[17:37.380 --> 17:39.140]  Let them sit in the same environment
[17:39.140 --> 17:40.700]  in the plastic bins on the ground.
[17:40.700 --> 17:42.940]  Yes, the only thing you're not doing
[17:42.940 --> 17:44.880]  that I do in a commercial environment
[17:44.880 --> 17:48.560]  is I put a humidifier and a dehumidifier in that room.
[17:48.560 --> 17:50.400]  I don't use a tent, I have a room
[17:50.400 --> 17:51.760]  with locks and cameras and shit.
[17:51.760 --> 17:56.280]  But I put a humidifier and dehumidifier in the same room
[17:56.280 --> 17:59.640]  and set them both at 50% and let them fucking fight.
[17:59.640 --> 18:02.700]  That way it is always 50% humidity in that room.
[18:02.700 --> 18:05.040]  If you can control the temperature,
[18:05.040 --> 18:06.200]  that would be ideal as well.
[18:06.200 --> 18:08.320]  I understand this is in your home,
[18:08.320 --> 18:10.880]  but it sounds like you're doing the right thing.
[18:10.880 --> 18:12.200]  Leave them for...
[18:12.200 --> 18:14.880]  So you've got them hanging for five to 10 days,
[18:14.880 --> 18:16.720]  on the ground for five to 10 more days.
[18:16.720 --> 18:18.800]  That's gonna be 14, 20-ish days.
[18:18.800 --> 18:20.960]  That's right around the right time period.
[18:20.960 --> 18:22.920]  Then trim it and jar it.
[18:22.920 --> 18:26.440]  Then burp three weeks daily, leaving in the tent.
[18:26.440 --> 18:28.040]  At this point, you could take them out of the tent
[18:28.040 --> 18:30.000]  if you wanted to, you put them on a shelf or whatever.
[18:30.000 --> 18:32.380]  But if you wanna leave them in the tent, that's cool.
[18:32.380 --> 18:35.100]  This method has worked well and is simple and easy.
[18:35.100 --> 18:36.120]  Yes, that's a great idea
[18:36.120 --> 18:39.640]  because a lot of people don't have dry and clear space.
[18:39.640 --> 18:40.620]  They did not plan for that.
[18:40.620 --> 18:41.600]  They did not prep for that.
[18:42.000 --> 18:42.840]  They don't know where they're gonna do it.
[18:42.840 --> 18:44.560]  So that tent is a great space.
[18:44.560 --> 18:46.040]  Why not just utilize that space?
[18:46.040 --> 18:48.640]  You've already paid rent, already bought the gear.
[18:48.640 --> 18:50.640]  It may slow you down two weeks on your next crop.
[18:50.640 --> 18:52.360]  But if you're not looking for production,
[18:52.360 --> 18:54.120]  if you're just running a small crop,
[18:54.120 --> 18:55.480]  that is a beautiful idea.
[18:55.480 --> 18:57.480]  CINCI11, thank you for the great idea.
[18:58.360 --> 18:59.440]  If you got any more questions, brother,
[18:59.440 --> 19:01.600]  I do look forward to hearing from you.
[19:01.600 --> 19:04.120]  Guys, use that space you've got, guys and gals.
[19:04.120 --> 19:05.120]  Use the space you've got.
[19:05.120 --> 19:06.960]  The only thing I would do differently,
[19:06.960 --> 19:09.360]  I would add that humidifier and dehumidifier.
[19:09.360 --> 19:11.320]  But you might be in just the right area
[19:12.000 --> 19:12.840]  to where you don't need to do that.
[19:12.840 --> 19:13.680]  I've got an area in my basement
[19:13.680 --> 19:15.240]  that is perfect for drying and curing plants.
[19:15.240 --> 19:16.800]  I don't have to add or subtract anything.
[19:16.800 --> 19:18.040]  The plants just fucking love it.
[19:18.040 --> 19:20.260]  So sometimes we get lucky.
[19:20.260 --> 19:21.720]  All right, I do have another question.
[19:21.720 --> 19:24.720]  This one says, if not bad genetics,
[19:24.720 --> 19:28.300]  what causes hermaphrodites or intersex traits?
[19:28.300 --> 19:31.160]  That is a very, very good question.
[19:31.160 --> 19:33.720]  Most of the time, if we see intersex traits in a plant,
[19:33.720 --> 19:35.600]  we immediately blame genetics.
[19:35.600 --> 19:37.160]  It's either genetics or grower, right?
[19:37.160 --> 19:39.600]  Those are the two things it could have been.
[19:39.600 --> 19:41.220]  But there's something we often overlook.
[19:41.940 --> 19:44.900]  My buddy James Bean calls it the Jurassic Park effect.
[19:44.900 --> 19:46.560]  And I completely agree with that.
[19:47.480 --> 19:52.180]  The bottom line is life finds a way.
[19:52.180 --> 19:53.600]  Cannabis is an annual plant
[19:53.600 --> 19:55.780]  that is designed to live for one season.
[19:55.780 --> 20:00.140]  It's supposed to veg, flower, produce seeds, die.
[20:00.140 --> 20:01.660]  The seeds grow next year.
[20:01.660 --> 20:03.860]  Annual plant, one season, one year.
[20:04.940 --> 20:08.100]  We have developed plants that don't produce pollen
[20:08.100 --> 20:09.660]  and don't produce any seeds
[20:09.660 --> 20:11.260]  because they are sensimilia plants.
[20:11.260 --> 20:13.740]  We've taken the males out of the equation.
[20:13.740 --> 20:16.100]  There's no seeds in the female plants.
[20:16.100 --> 20:17.580]  These plants know there's no seeds.
[20:17.580 --> 20:18.940]  They know they're not getting pollen.
[20:18.940 --> 20:22.420]  A female plant's whole goal in life is to get pollinated.
[20:22.420 --> 20:23.240]  That's all she wants.
[20:23.240 --> 20:26.940]  It's her sole purpose is to get pollinated and make seeds
[20:26.940 --> 20:30.220]  so that we can continue this generation
[20:30.220 --> 20:34.340]  or this seed line, whatever label you want to put on it,
[20:34.340 --> 20:36.580]  this brand of seeds can continue
[20:36.580 --> 20:38.700]  for generations and generations.
[20:38.700 --> 20:41.820]  The male plant's whole idea is to drop loads of pollen
[20:41.820 --> 20:44.340]  on those female plants to continue his bloodline.
[20:44.340 --> 20:46.140]  That's why the male plant gets taller.
[20:46.140 --> 20:47.620]  The pollen falls down.
[20:47.620 --> 20:48.780]  The female plants are lower.
[20:48.780 --> 20:49.740]  They receive the pollen.
[20:49.740 --> 20:50.820]  They make seeds.
[20:50.820 --> 20:52.020]  The season ends.
[20:52.020 --> 20:53.260]  They either get frozen.
[20:53.260 --> 20:54.460]  They fall to the ground and die.
[20:54.460 --> 20:55.460]  The wind drops them down.
[20:55.460 --> 20:57.940]  The birds eat them, shit out the seeds somewhere else.
[20:57.940 --> 20:59.820]  Seeds are scattered randomly, chaotically,
[20:59.820 --> 21:01.420]  just like pollen.
[21:01.420 --> 21:04.740]  So that's not happening in our grow rooms.
[21:04.740 --> 21:05.980]  That's just simply not happening.
[21:05.980 --> 21:06.820]  We don't have birds.
[21:06.820 --> 21:08.260]  We don't have bees.
[21:08.780 --> 21:10.340]  We don't have a lot of things happening in there.
[21:10.340 --> 21:11.180]  These plants, no.
[21:11.180 --> 21:13.740]  The female plants are like fucking horny.
[21:13.740 --> 21:15.700]  I've been in this room for this many weeks.
[21:15.700 --> 21:17.260]  I've been in flower.
[21:17.260 --> 21:19.380]  Around week three, I really should have got jizzed on
[21:19.380 --> 21:22.220]  and got filled up with seeds, but that didn't happen.
[21:22.220 --> 21:23.740]  I'm like nine weeks into flower.
[21:23.740 --> 21:24.980]  My trichomes are ripe.
[21:24.980 --> 21:26.300]  My leaves are weird.
[21:26.300 --> 21:27.340]  The season changed in here.
[21:27.340 --> 21:28.380]  He's got it nice and cold.
[21:28.380 --> 21:30.140]  He changed the fucking light cycle.
[21:30.140 --> 21:30.980]  I don't know what to do.
[21:30.980 --> 21:33.480]  I'm gonna die and I didn't get pollinated.
[21:33.480 --> 21:35.880]  So I'm not gonna get to make babies.
[21:35.880 --> 21:36.980]  Watch this.
[21:36.980 --> 21:39.020]  And so that plant just goes boink
[21:39.020 --> 21:42.420]  and it makes a fucking seed because life finds a way.
[21:42.420 --> 21:44.100]  Just like Jurassic Park, bro.
[21:44.100 --> 21:45.580]  They only had female plants,
[21:45.580 --> 21:47.380]  but, or they only had female dinosaurs,
[21:47.380 --> 21:50.780]  but somehow one of them female dinosaurs,
[21:50.780 --> 21:54.260]  some immaculate conception, some biblical shit happened
[21:54.260 --> 21:55.780]  and there are more dinosaurs.
[21:55.780 --> 21:57.780]  Cannabis plants work just like that.
[21:57.780 --> 22:00.240]  They will create their own seeds.
[22:00.240 --> 22:02.180]  They will create their own pollen.
[22:02.180 --> 22:04.660]  There are ways to make this happen also.
[22:04.660 --> 22:05.940]  What causes herms?
[22:05.980 --> 22:08.860]  So stress will do it.
[22:08.860 --> 22:10.260]  Bad genetics will do it.
[22:10.260 --> 22:13.740]  Overfeeding, underfeeding, terrible environment will do it,
[22:13.740 --> 22:17.020]  but letting it go way too long will also do it.
[22:17.020 --> 22:18.900]  If you let, if that plant should have been chopped down
[22:18.900 --> 22:21.260]  at week eight and you let it go to week 10 or 11,
[22:21.260 --> 22:23.500]  it will hermaphrodite on you.
[22:23.500 --> 22:26.240]  A lot of things can contribute to intersex traits
[22:26.240 --> 22:27.760]  and hermaphroditism.
[22:27.760 --> 22:29.660]  It should have been washed out in the breeding.
[22:29.660 --> 22:31.380]  It should have been selected better.
[22:31.380 --> 22:32.640]  That should have been,
[22:32.640 --> 22:34.660]  before we gave you seeds or spread them out,
[22:34.660 --> 22:36.320]  we should have realized there's a trait in there
[22:36.320 --> 22:39.620]  that needs to be bred out or the seeds need to be tossed.
[22:40.460 --> 22:43.740]  But any plant has the opportunity
[22:43.740 --> 22:46.000]  to show an intersex trait.
[22:46.000 --> 22:48.620]  It has got the will to survive.
[22:48.620 --> 22:50.060]  Life will find a way.
[22:50.060 --> 22:51.420]  And shout out to my buddy James Bean
[22:51.420 --> 22:53.580]  for coining that Jurassic Park term.
[22:53.580 --> 22:54.580]  I don't know if he made that up,
[22:54.580 --> 22:56.220]  but that is who I heard it from.
[22:56.220 --> 22:59.980]  Life will find a way, just like Jurassic Park.
[22:59.980 --> 23:02.580]  So if not bad genetics,
[23:02.580 --> 23:04.460]  what are some causes of hermaphrodites?
[23:05.260 --> 23:06.100]  The will to survive, bro,
[23:06.100 --> 23:08.300]  is the main cause for hermaphrodites.
[23:08.300 --> 23:10.940]  It's not just bad genetics, sometimes grower error.
[23:10.940 --> 23:13.140]  You have to keep in mind that a lot of the chem dog stuff,
[23:13.140 --> 23:17.420]  a lot of the OG stuff is prone to being hermaphroditic,
[23:17.420 --> 23:18.600]  to showing intersex traits.
[23:18.600 --> 23:21.200]  It's up to us to not give it the opportunity.
[23:21.200 --> 23:23.700]  We know that certain things in the room will trigger that.
[23:23.700 --> 23:26.500]  Overfeeding it, underfeeding it, too much cold,
[23:26.500 --> 23:28.920]  drastic temperature swings, shit like that.
[23:28.920 --> 23:31.540]  Stress at all will cause a chem 91
[23:31.580 --> 23:34.820]  or a real old school OG kush plant to just go herm on you.
[23:34.820 --> 23:37.860]  Overwatering it, overwatering an OG kush plant
[23:37.860 --> 23:39.860]  can cause it to turn into an intersex plant.
[23:39.860 --> 23:41.460]  It already was intersex.
[23:41.460 --> 23:44.060]  It'll cause it to show the intersex trait.
[23:44.060 --> 23:45.900]  So a lot of things can trigger that.
[23:45.900 --> 23:48.220]  You can grow a plant several, several times,
[23:48.220 --> 23:50.600]  and just one new thing can really piss it off
[23:50.600 --> 23:54.020]  and make it display that intersex trait for you.
[23:54.020 --> 23:55.740]  All right, I've got one more great message.
[23:55.740 --> 23:56.900]  This is a good one.
[23:56.900 --> 23:57.980]  It's kind of a long message.
[23:57.980 --> 24:00.780]  I'm going to cut to the chase once I start reading it.
[24:00.780 --> 24:04.440]  I don't know if they want their name said because I do.
[24:04.440 --> 24:05.300]  You'll understand why.
[24:05.300 --> 24:07.600]  It says, I hope this finds you well.
[24:07.600 --> 24:10.060]  I've had issues maintaining a constant temperature
[24:10.060 --> 24:12.420]  and keeping humidity up in my tents.
[24:12.420 --> 24:13.980]  I will set the stage for you
[24:13.980 --> 24:16.140]  to better help you wrap your head around this problem.
[24:16.140 --> 24:17.540]  I like that approach.
[24:17.540 --> 24:20.480]  I will end with the steps I plan on taking to look forward.
[24:21.580 --> 24:23.760]  I will end with the steps I plan on taking,
[24:23.760 --> 24:27.300]  and I look forward to hearing from your expertise.
[24:27.300 --> 24:29.340]  So this is a great way to set up an email.
[24:29.420 --> 24:32.020]  It says, I have two tents in a room
[24:32.020 --> 24:33.460]  that is as sealed as can be
[24:33.460 --> 24:36.260]  while maintaining an inconspicuous outside view.
[24:36.260 --> 24:38.000]  That's fucking understandable.
[24:38.000 --> 24:39.900]  In my veg tent, I have two LEDs,
[24:39.900 --> 24:42.200]  and then we talk a little bit about the grow.
[24:42.200 --> 24:45.220]  Then we come to the main problem of the grow.
[24:45.220 --> 24:48.580]  The room itself has temperature fluctuations.
[24:49.420 --> 24:52.860]  We can't get the room much lower than 83 degrees.
[24:52.860 --> 24:55.220]  I have taken more of a MacGyver approach for this problem,
[24:55.220 --> 24:58.020]  and I would like to avoid bringing in AC units,
[24:58.020 --> 24:59.780]  expensive regulators, and so on,
[24:59.780 --> 25:03.300]  but if that's what it has to be, then so be it.
[25:03.300 --> 25:04.940]  It says, so far, my steps have been
[25:04.940 --> 25:07.960]  placing buckets of water with an air pump in stone
[25:07.960 --> 25:09.640]  in the tents.
[25:09.640 --> 25:10.700]  That's not gonna make it cool.
[25:10.700 --> 25:11.900]  You need cool.
[25:11.900 --> 25:13.220]  It says, I moved my flower tent
[25:13.220 --> 25:14.520]  to the coldest part of the room,
[25:14.520 --> 25:18.620]  away from the basic radiator to maintain minimum heat,
[25:18.620 --> 25:20.300]  which it obviously didn't work.
[25:20.300 --> 25:21.620]  Then it says, I'm a brand new grower,
[25:21.620 --> 25:24.860]  and I've listened to your collection of grow tips four times,
[25:24.860 --> 25:26.020]  and I would like to have a nice setup
[25:26.020 --> 25:27.460]  before I start my new seeds.
[25:27.900 --> 25:31.140]  Any criticism is appreciated and keep it up.
[25:33.860 --> 25:36.500]  So I had a lot to say about this message,
[25:36.500 --> 25:38.220]  and then I just cut right to the chase.
[25:38.220 --> 25:41.220]  I was like, bro, you can do all kinds of magic.
[25:41.220 --> 25:42.100]  You can hope and pray.
[25:42.100 --> 25:43.180]  You can move shit around.
[25:43.180 --> 25:45.700]  The answer is buy an air conditioner.
[25:45.700 --> 25:47.580]  Why are you dodging an air conditioner?
[25:47.580 --> 25:49.660]  You can make this job as hard as you want.
[25:49.660 --> 25:51.220]  You can make this grow as challenging
[25:51.220 --> 25:54.200]  as you want on yourself, or you already said it.
[25:54.200 --> 25:55.180]  I could buy an air conditioner.
[25:55.180 --> 25:56.660]  You've already brought buckets into the room
[25:56.660 --> 25:58.540]  and put bubblers and shit in there.
[25:58.540 --> 25:59.740]  You're moving things around.
[25:59.740 --> 26:01.680]  You're trying to do MacGyver tricks.
[26:01.680 --> 26:04.860]  Why not go to the store and buy the air conditioner
[26:04.860 --> 26:05.820]  and install the AC?
[26:05.820 --> 26:10.100]  So I said, buy the air conditioner, bro.
[26:10.100 --> 26:11.160]  And then he said, and update,
[26:11.160 --> 26:14.940]  I buckled and got a regular AC unit.
[26:14.940 --> 26:16.780]  And I said, sorry for the slow reply,
[26:16.780 --> 26:18.620]  but you have made the correct move.
[26:18.620 --> 26:20.720]  Sometimes in a grow environment,
[26:20.720 --> 26:22.220]  you have just got to bite the bullet
[26:22.220 --> 26:23.340]  and get the correct gear.
[26:23.340 --> 26:25.920]  You can try to MacGyver stuff.
[26:25.920 --> 26:27.420]  You can duct tape stuff.
[26:27.420 --> 26:29.640]  You can rig stuff up however you want,
[26:29.640 --> 26:31.680]  but every bud you grow,
[26:31.680 --> 26:35.640]  every half-ass, larfy, fluffy nugget that you produce
[26:35.640 --> 26:37.960]  is going to show that your grow room
[26:37.960 --> 26:39.720]  was not what it could have been.
[26:39.720 --> 26:41.040]  You know your flaw.
[26:41.040 --> 26:42.800]  You know your weakest link.
[26:42.800 --> 26:44.440]  Why are you gonna let that weak link,
[26:44.440 --> 26:45.800]  that chink in the armor,
[26:45.800 --> 26:48.480]  the fucking, the weak part be the weak part?
[26:48.480 --> 26:49.400]  You know it.
[26:49.400 --> 26:51.220]  That's, fix that.
[26:51.220 --> 26:52.400]  You did, you did.
[26:52.400 --> 26:53.240]  You stepped up.
[26:53.240 --> 26:54.060]  And I'm just saying,
[26:54.060 --> 26:55.980]  to everybody out there who's thinking like this,
[26:55.980 --> 26:56.840]  it is springtime.
[26:56.840 --> 26:58.680]  It's about to go into summertime.
[26:58.680 --> 26:59.960]  It's not the time to be cheap.
[26:59.960 --> 27:02.140]  Now is the time to get the dehumidifier you need,
[27:02.140 --> 27:03.620]  the air conditioner you need,
[27:03.620 --> 27:05.500]  get that room dialed in properly.
[27:05.500 --> 27:06.480]  You're growing medicine.
[27:06.480 --> 27:07.820]  You're growing a product.
[27:07.820 --> 27:09.140]  You want high quality.
[27:10.080 --> 27:11.180]  When I worked at Guitar Center,
[27:11.180 --> 27:13.380]  I used this to explain things to customers.
[27:13.380 --> 27:15.780]  You could buy a cheap-ass guitar if you want,
[27:15.780 --> 27:17.380]  but it's gonna hurt the kid's fingers.
[27:17.380 --> 27:18.420]  It's gonna sound like shit.
[27:18.420 --> 27:20.440]  It's never going to be fun to play.
[27:20.440 --> 27:22.260]  You're never gonna sound like Metallica
[27:22.260 --> 27:24.020]  on that shit-ass guitar.
[27:24.860 --> 27:27.320]  You could step it up and not buy the lowest level.
[27:27.320 --> 27:29.060]  You could buy, at Guitar Center,
[27:29.060 --> 27:30.340]  it goes good, better, best.
[27:30.340 --> 27:31.580]  You could buy better.
[27:31.580 --> 27:33.100]  You could buy the medium range guitar
[27:33.100 --> 27:35.580]  where it doesn't kill your fingers every time you play,
[27:35.580 --> 27:37.580]  and it's got potential to have good tone.
[27:37.580 --> 27:39.100]  It's not gonna fall apart.
[27:39.100 --> 27:40.400]  It's not gonna come out of tune
[27:40.400 --> 27:42.240]  every time you hit the fucking strings.
[27:42.240 --> 27:43.080]  Get the better.
[27:43.080 --> 27:45.300]  Don't get the shitty one, the good one.
[27:45.300 --> 27:48.580]  Get the better one so that you actually enjoy growing.
[27:48.580 --> 27:50.940]  Your goal here is to produce a product,
[27:50.940 --> 27:53.880]  but also growing can be very therapeutic.
[27:54.720 --> 27:56.720]  For me, being in the grow room, I don't answer the phone.
[27:56.720 --> 27:59.920]  If I'm in the grow room and anybody calls,
[27:59.920 --> 28:01.120]  maybe if the daughter calls,
[28:01.120 --> 28:02.360]  because my daughter might need something,
[28:02.360 --> 28:03.180]  I'll answer for her.
[28:03.180 --> 28:06.080]  Anybody else, the girlfriend, the company,
[28:06.080 --> 28:09.280]  the banker, the accountant, I don't answer for them.
[28:09.280 --> 28:10.180]  I'm in the garden, dude.
[28:10.180 --> 28:11.580]  That is my zen space.
[28:11.580 --> 28:12.880]  That is my moment.
[28:12.880 --> 28:13.720]  That is my area.
[28:13.720 --> 28:15.340]  You can't fuck with me.
[28:15.340 --> 28:16.760]  And if I just cheap-assed it
[28:16.760 --> 28:19.160]  and used a shitty half-assed piece of gear in there,
[28:19.160 --> 28:20.840]  I wouldn't have any pride in it,
[28:20.840 --> 28:22.960]  and it wouldn't feel zen when I was in there.
[28:22.960 --> 28:24.280]  So put a lot of pride into it.
[28:24.280 --> 28:26.540]  And also understand that this is a budget issue
[28:26.540 --> 28:27.660]  for a lot of people.
[28:27.660 --> 28:29.280]  But don't cheap out.
[28:29.280 --> 28:31.000]  You're buying other things, I betcha.
[28:31.000 --> 28:33.880]  Like maybe just don't buy that PlayStation game
[28:33.880 --> 28:34.840]  or that Xbox game.
[28:34.840 --> 28:35.680]  Did I fucking say that?
[28:35.680 --> 28:36.520]  That's like me saying,
[28:36.520 --> 28:38.080]  don't buy that one pair of sneakers
[28:38.080 --> 28:39.560]  so that you can buy that air conditioner.
[28:39.560 --> 28:40.380]  But you know what?
[28:40.380 --> 28:41.440]  I'm buying the sneakers now
[28:41.440 --> 28:44.120]  because I bought all the air conditioners already
[28:44.120 --> 28:46.080]  and they're running and the rooms are working.
[28:46.080 --> 28:49.000]  So I know things are where they need to be.
[28:49.000 --> 28:50.920]  And in turn, the business is working.
[28:50.920 --> 28:52.480]  So since I put the money in,
[28:52.480 --> 28:53.400]  there's money coming out.
[28:53.400 --> 28:54.500]  I can buy the sneakers now.
[28:54.500 --> 28:55.740]  You gotta put the money in
[28:55.740 --> 28:57.000]  to get the product out you want.
[28:57.000 --> 28:59.600]  My point is, if you're gonna do this shit,
[28:59.600 --> 29:00.800]  have pride in it.
[29:00.800 --> 29:02.640]  Have 100% pride.
[29:02.640 --> 29:04.400]  If you go in there and you just half-ass it
[29:04.400 --> 29:05.240]  and the product comes out
[29:05.240 --> 29:06.960]  and you half-ass it when you smoke it,
[29:06.960 --> 29:08.200]  it'll be a half-assed product.
[29:08.200 --> 29:10.100]  You'll have half-assed pride in it.
[29:10.100 --> 29:11.960]  Anything that you grow and you smoke
[29:11.960 --> 29:13.480]  and you consume that you put pride into,
[29:13.480 --> 29:14.860]  you're gonna feel a better buzz,
[29:14.860 --> 29:16.520]  more pride when you consume it.
[29:16.520 --> 29:17.760]  So put pride in there.
[29:17.760 --> 29:19.960]  We've talked about this on a previous episode.
[29:19.960 --> 29:21.160]  A lot of you are growing,
[29:21.160 --> 29:23.720]  allegedly, maybe, potentially, possibly,
[29:23.720 --> 29:25.320]  in an illegal place.
[29:25.320 --> 29:27.240]  If you're gonna do it, fucking do it.
[29:27.240 --> 29:29.040]  Like, don't go in there and just half-ass it.
[29:29.040 --> 29:30.480]  Have pride in it.
[29:30.480 --> 29:31.560]  Felonies aren't free.
[29:31.560 --> 29:34.320]  Don't commit that crime to fucking just be doing it.
[29:34.320 --> 29:37.000]  Commit that fucking felony to when?
[29:37.000 --> 29:39.880]  Like, if you're gonna go in, fucking go in, dude.
[29:39.880 --> 29:42.300]  All right, I feel like I rambled for a long time.
[29:42.300 --> 29:43.320]  I've got another messenger,
[29:43.320 --> 29:44.660]  but I think we should save this one
[29:44.660 --> 29:46.240]  because I've been going for a long time
[29:46.240 --> 29:48.660]  and the throat is nice and dry.
[29:48.660 --> 29:51.040]  Ladies and gentlemen, boys and girls, pimps, hoes,
[29:51.880 --> 29:53.880]  friends, bows, smokers, growers, clone cutters,
[29:53.880 --> 29:55.760]  pollen chuckers, I wanna thank you again
[29:55.760 --> 29:57.040]  for listening to another episode
[29:57.040 --> 29:59.600]  of the Grow From Your Heart podcast.
[29:59.600 --> 30:01.440]  If you feel like this episode was educational,
[30:01.440 --> 30:02.960]  informative, or entertaining,
[30:02.960 --> 30:04.840]  maybe you'd like to make a financial contribution
[30:04.840 --> 30:05.680]  to the show.
[30:05.680 --> 30:07.160]  Maybe you'd like to show some support
[30:07.160 --> 30:08.640]  like my friend Crazy Hands does.
[30:08.640 --> 30:10.900]  Big shout out to Crazy Hands for supporting the show.
[30:10.900 --> 30:12.120]  Also, big shout out to my friends,
[30:12.120 --> 30:14.200]  Stoney, like Baloney, and Kurt Z
[30:14.200 --> 30:15.800]  for being huge supporters of the show.
[30:15.800 --> 30:19.220]  Without guys like EZ057 and Aldridge,
[30:19.220 --> 30:20.700]  this show wouldn't be what it is.
[30:21.360 --> 30:22.740]  I'm trying to sneak in more Patreon shout outs
[30:22.740 --> 30:24.500]  because they are overloaded.
[30:24.500 --> 30:26.140]  I've got a lot of them that I'm due.
[30:26.140 --> 30:27.260]  I need to do more episodes,
[30:27.260 --> 30:28.620]  put more shout outs in the episodes,
[30:28.620 --> 30:31.220]  but gotta sneak them in there where it is smooth.
[30:31.220 --> 30:32.640]  If you feel like the episode was educational,
[30:32.640 --> 30:34.620]  informative, entertaining, you'd like to support us,
[30:34.620 --> 30:38.460]  all you have to do is visit www.patreon.com
[30:38.460 --> 30:40.380]  forward slash growfromyourheart.
[30:40.380 --> 30:42.660]  All of the information is right there.
[30:42.660 --> 30:46.820]  Once again, big thanks to everybody who supports the show.
[30:46.820 --> 30:48.380]  If you've got any questions, corrections,
[30:48.380 --> 30:50.560]  comments, or concerns, I would love to hear from you.
[30:51.420 --> 30:54.120]  My email address is growfromyourheart at hotmail.com.
[30:54.120 --> 30:55.920]  Again, that's where you can send questions,
[30:55.920 --> 30:57.320]  corrections, comments, concerns,
[30:57.320 --> 30:59.840]  or also your merchandise ideas.
[30:59.840 --> 31:02.000]  I don't know if I gave you the email address before.
[31:02.000 --> 31:04.760]  That is the spot to send those submissions.
[31:04.760 --> 31:06.480]  Trust me, you'll get paid.
[31:06.480 --> 31:09.120]  Once again, what else do we got for you?
[31:09.120 --> 31:11.160]  The website, that's where we're going.
[31:11.160 --> 31:12.220]  Make sure you check out the website.
[31:12.220 --> 31:14.920]  All Things IRE Genetics, All Things Grow From Your Heart
[31:14.920 --> 31:18.480]  are featured on my website, iregenetics.com.
[31:18.480 --> 31:19.800]  Check it out.
[31:19.800 --> 31:21.400]  I think that's all I've got for you.
[31:21.400 --> 31:23.400]  I'll be back in a couple of days with fresh new content.
[31:23.400 --> 31:25.520]  This was a sloppy ass ending, but it was natural,
[31:25.520 --> 31:27.840]  and sometimes that's how it goes.
[31:27.840 --> 31:29.160]  Thank you guys for listening.
[31:29.160 --> 31:31.240]  I look forward to joining you in just a few days.
[31:31.240 --> 31:34.280]  I wanna give a giant shout out to my buddy OG Purple Thumb,
[31:34.280 --> 31:36.600]  and until next time, take a fat dab
[31:36.600 --> 31:38.200]  and give your mom a hug for me.
[31:38.200 --> 31:45.030]  Boom, boom, boom.
[31:45.030 --> 31:46.350]  Boom, boom, boom.
