[00:00.320 --> 00:18.970]  Yeah, here we go.
[16:06.970 --> 16:09.610]  You guys, I do have a lot of feedback, so we're going to get through these kind of quickly
[16:09.610 --> 16:11.730]  because I feel, I realized I am taking a long time.
[16:11.730 --> 16:15.970]  Uh, it says my favorite fast food when I'm stoned is the one someone got for me, uh,
[16:15.970 --> 16:17.210]  against my wishes.
[16:17.290 --> 16:21.170]  Uh, but because I can't think of any fast food I like it's there and it fits me.
[16:21.170 --> 16:23.810]  So this person basically is my soil guy friend here.
[16:23.810 --> 16:27.730]  Uh, this dude is indecisive, refuses to think, just wants food delivered.
[16:27.730 --> 16:31.570]  And since he's knows he's so indecisive, let me shut the fuck up and eat what is delivered.
[16:31.570 --> 16:32.850]  I can appreciate that, bro.
[16:32.850 --> 16:34.210]  You'll take whatever I'm having.
[16:34.210 --> 16:37.090]  I'll just order two and pass you one and hopefully you like it.
[16:37.090 --> 16:38.170]  That's easy enough for me, bro.
[16:38.170 --> 16:39.170]  That's adventurous.
[16:39.170 --> 16:41.450]  Uh, you may end up with some shit you don't want.
[16:41.450 --> 16:46.850]  This one I was waiting to run into a note like this, a reply like this, because it says
[16:46.850 --> 16:51.290]  there was this sour tangerine homemade weed gummy that someone gave me once.
[16:51.290 --> 16:54.210]  I should never be allowed around those when I'm high.
[16:54.210 --> 16:57.610]  Uh, it says they were so good I would probably never come down.
[16:57.610 --> 17:02.450]  So I guess sour sweets, infused foods, fried snacks, dude, fried shit is good.
[17:02.450 --> 17:05.090]  You could deep fry anything and I might eat it.
[17:05.090 --> 17:07.570]  Um, stacking different flavors of Pringles.
[17:07.570 --> 17:08.570]  Huh?
[17:08.570 --> 17:09.570]  That's magical right there, dude.
[17:09.570 --> 17:12.250]  Uh, spicy jalapeno barbecue ranch or whatever.
[17:12.250 --> 17:14.810]  Most Asian food boogers by said boogers.
[17:14.810 --> 17:15.810]  And it says burgers.
[17:15.810 --> 17:19.010]  If you eat your boogers, I'm down, but please don't invite me.
[17:19.010 --> 17:21.730]  Um, sushi, dim sum, soda, bro.
[17:21.730 --> 17:23.490]  You need just about fucking everything.
[17:23.490 --> 17:26.170]  Hard cider, pasta, carbs, comfort food.
[17:26.170 --> 17:27.730]  This guy is down to eat everything.
[17:27.730 --> 17:29.090]  Uh, maybe this is not a guy.
[17:29.090 --> 17:30.090]  This could be a gal.
[17:30.090 --> 17:32.650]  They're called Aria Sin, Erra Sin.
[17:32.650 --> 17:33.730]  I can't read.
[17:33.730 --> 17:36.730]  And I, uh, I apologize for assuming your gender.
[17:36.730 --> 17:37.730]  It's 2022.
[17:37.730 --> 17:38.730]  I should have known better.
[17:38.730 --> 17:40.810]  Uh, I do see the rainbows and the icon.
[17:40.810 --> 17:41.810]  I'm confused.
[17:41.810 --> 17:45.810]  Uh, it says there is nothing seasonal that I won't make any time of the year.
[17:45.810 --> 17:47.810]  If I want it, I do appreciate that.
[17:47.810 --> 17:50.650]  The thing I wanted to talk about is those damn edibles.
[17:50.650 --> 17:52.130]  Uh, I do the same thing.
[17:52.130 --> 17:53.610]  I'll have some delicious edibles.
[17:53.610 --> 17:55.530]  There's a company called Coda that makes chocolates.
[17:55.530 --> 17:58.850]  They're way overpriced, but they're a decadent medicated chocolates.
[17:58.850 --> 18:02.210]  I also have some peanut butter cookies over there that will fucking ruin your life.
[18:02.210 --> 18:05.410]  Um, you eat these Coda chocolates and you're like, that was really good.
[18:05.410 --> 18:06.410]  I don't feel high.
[18:06.410 --> 18:07.410]  I'm gonna eat more of those chocolates.
[18:07.410 --> 18:08.410]  And then guess what?
[18:08.410 --> 18:09.410]  You're fucked up.
[18:09.410 --> 18:10.410]  But the chocolates are so good.
[18:10.410 --> 18:11.410]  I'm eating more of them.
[18:11.410 --> 18:13.410]  Uh, shout out to my friend, Karen.
[18:13.410 --> 18:15.410]  Uh, Karen passed away a couple of years ago.
[18:15.410 --> 18:16.410]  Love you, Karen.
[18:16.410 --> 18:17.410]  Rest in peace.
[18:17.410 --> 18:22.210]  Karen would made, uh, would make fudge and carrot cake that you could not get enough
[18:22.210 --> 18:23.210]  of.
[18:23.210 --> 18:25.770]  They would have to put electrodes around it because I would constantly be reaching into
[18:25.770 --> 18:27.750]  the fudge and taking little bites of it.
[18:27.750 --> 18:29.650]  And I would forget that it was medicated.
[18:29.650 --> 18:32.690]  And by halfway through the day, my eyes would be so heavy that I couldn't function.
[18:32.690 --> 18:34.930]  I would have the munchies and a lot like our friend here.
[18:34.930 --> 18:39.290]  Uh, I would keep reaching in and going back for more of that medicated fudge.
[18:39.290 --> 18:41.010]  I would just be goofy by the end of the day.
[18:41.010 --> 18:42.010]  Things would be hard to handle.
[18:42.010 --> 18:46.210]  Uh, but I worked at a dispensary where the owner made medicated fudge and encouraged
[18:46.210 --> 18:47.210]  me to eat it.
[18:47.210 --> 18:48.210]  So it was her fault.
[18:48.210 --> 18:49.210]  Love you, Karen.
[18:49.210 --> 18:51.010]  Uh, sorry for, uh, being so high at work all the time.
[18:51.010 --> 18:52.010]  It was your fault, dude.
[18:52.010 --> 18:53.010]  All right, let's keep going.
[18:53.010 --> 18:55.890]  Uh, I thought that's funny though, when you get high and keep eating the edibles and you
[18:55.890 --> 18:59.130]  keep getting higher and you keep eating the edibles and you're like, what's going on here,
[18:59.130 --> 19:00.130]  man?
[19:00.130 --> 19:01.130]  You fall into that loop.
[19:01.130 --> 19:02.130]  I love it.
[19:02.130 --> 19:03.290]  The, the weed edible matrix.
[19:03.290 --> 19:04.370]  All right.
[19:04.370 --> 19:08.510]  We do have another one that came from snazzy sneakers, big up to our friend snazzy sneakers.
[19:08.510 --> 19:10.750]  That last message came from era sin.
[19:10.750 --> 19:14.030]  I apologize for assuming your gender, uh, big up, much respect.
[19:14.030 --> 19:15.350]  You can correct me politely.
[19:15.350 --> 19:17.010]  Let me know who I'm talking to.
[19:17.010 --> 19:18.670]  If you care, it goes on.
[19:18.670 --> 19:23.190]  It says, uh, from snazzy, my wife's cookies dunked in a hot cup of coffee is going to
[19:23.190 --> 19:27.870]  give me diabetes, but I will do it with a smile on my face, bro.
[19:27.870 --> 19:28.870]  Isn't that how it is?
[19:28.870 --> 19:29.870]  Sometimes snacks are so good.
[19:29.870 --> 19:34.150]  You're like, yeah, I'm taking fucking six weeks off my life with every cookie, but guess
[19:34.150 --> 19:35.150]  what?
[19:35.150 --> 19:36.150]  I don't want to get old anyway.
[19:36.150 --> 19:37.150]  Uh, then it goes on.
[19:37.150 --> 19:40.950]  It says, uh, sweet and spicy pickles are probably the only thing resembling healthy food that
[19:40.950 --> 19:42.750]  I reach for when I'm high.
[19:42.750 --> 19:45.190]  That's such a good debate is a pickle, a spicy snack.
[19:45.190 --> 19:46.190]  Who cares?
[19:46.190 --> 19:47.190]  It's so good.
[19:47.190 --> 19:49.470]  And we're back to the trend, cold and refreshing.
[19:49.470 --> 19:52.950]  I noticed the potheads like a cold and refreshing snack.
[19:52.950 --> 19:56.490]  All of that cold and refreshing snack talk makes me need to hit a drink of this cold
[19:56.490 --> 19:58.070]  and refreshing kombucha here.
[19:58.070 --> 19:59.070]  We'll talk about that in a minute.
[19:59.070 --> 20:00.150]  I'm going to take a drink, not edit this.
[20:00.150 --> 20:10.270]  You guys hang out, drink something while I'm doing it.
[20:10.270 --> 20:15.550]  I really love the feeling of carbonation going down the throat when I'm good and blazed.
[20:15.550 --> 20:17.670]  I feel like, uh, what's that soap with the scrubbing bubbles.
[20:17.670 --> 20:20.750]  I feel like it just gets in there and knocks out the, uh, what do you call it earlier?
[20:20.750 --> 20:25.030]  The pasties just gets in there and scrubs out the pasties, the cotton mouth, nothing
[20:25.030 --> 20:26.630]  like some good kombucha bubbles.
[20:26.630 --> 20:30.590]  I was, I used to be an avid Dr. Pepper addict.
[20:30.590 --> 20:35.950]  I would drink a ridiculous and embarrassingly gross amount of Dr. Pepper every day.
[20:35.950 --> 20:39.110]  I was doing a, uh, kind of a battle.
[20:39.110 --> 20:40.430]  How high can I get now?
[20:40.430 --> 20:43.750]  I need to battle it out or even it out with caffeine and I'm too caffeinated.
[20:43.750 --> 20:44.750]  Let's dab more.
[20:44.750 --> 20:45.750]  Now let's drink more caffeine.
[20:45.750 --> 20:48.550]  And by the end of the day, I'd be fucking anxious and shaky.
[20:48.550 --> 20:49.830]  And I called it blown out.
[20:49.830 --> 20:51.070]  My mind couldn't fucking focus.
[20:51.070 --> 20:55.430]  I couldn't make eye contact with anybody because I was so high and so caffeinated that I wasn't
[20:55.430 --> 20:58.030]  either one and my body was just fried.
[20:58.030 --> 21:04.470]  I haven't had caffeine and Dr. Pepper, uh, in probably two and a half, nearly three years.
[21:04.470 --> 21:06.830]  I think if I've got my time, right.
[21:06.830 --> 21:10.150]  Something I've noticed is in that time period, my thoughts are more clear.
[21:10.150 --> 21:11.430]  I have less anxiety.
[21:11.430 --> 21:15.830]  My panic attacks are almost gone, much less frequent.
[21:15.830 --> 21:19.070]  So that high fructose corn syrup, I said high fructose corn syrup.
[21:19.070 --> 21:20.070]  I apologize for that.
[21:20.070 --> 21:23.350]  Uh, high fructose corn syrup and the caffeine in there.
[21:23.350 --> 21:24.350]  I'm just exaggerating.
[21:24.350 --> 21:29.070]  Now we're definitely fucking up my mental wellbeing, my body, my physical.
[21:29.070 --> 21:30.070]  I feel better.
[21:30.070 --> 21:32.350]  I've got more energy with less caffeine.
[21:32.350 --> 21:35.630]  Um, now I'm just talking about weird health tips with Rasta Jeff, but that is something
[21:35.630 --> 21:36.630]  I definitely noticed.
[21:36.630 --> 21:40.870]  Uh, so if you're eating like crap and not taking care of yourself, it could definitely
[21:40.870 --> 21:43.750]  help you feel better just to make a few minor adjustments.
[21:43.750 --> 21:44.910]  Just take out some of the crap.
[21:44.910 --> 21:45.910]  You don't even have to add anything.
[21:45.910 --> 21:46.910]  You don't have to do anything.
[21:46.910 --> 21:48.190]  Just take out some of the crap.
[21:48.190 --> 21:51.270]  Replace the Dr. Pepper with a bottle of water or something like that.
[21:51.270 --> 21:52.670]  All right, let's get back onto it.
[21:52.670 --> 21:53.670]  That's enough preaching.
[21:53.670 --> 21:54.670]  You didn't come here for the preachy shit.
[21:54.670 --> 21:56.590]  You came here for the, the munchie talk.
[21:56.590 --> 22:01.150]  Our friend Snazzy also says bacon wrapped cream cheese stuffed jalapenos.
[22:01.150 --> 22:03.710]  Yeah, that's a hell of a snack right there, bro.
[22:03.710 --> 22:06.950]  That's a, I don't eat the bacon part, but that sounds good.
[22:06.950 --> 22:10.990]  It says there's this snow cone and frozen custard place down the street from me where
[22:10.990 --> 22:16.930]  I used to live called S and J's that has the best goddamn concrete Sundays I could smash
[22:16.930 --> 22:17.930]  all day.
[22:17.930 --> 22:21.710]  It sounds like you fell in love, bro.
[22:21.710 --> 22:22.710]  What's in there?
[22:22.710 --> 22:23.710]  I might try one.
[22:23.710 --> 22:24.710]  It goes on.
[22:24.710 --> 22:27.390]  It says those strawberry hard candies with the chewy center that are always in Grammy's
[22:27.390 --> 22:28.390]  candy jar.
[22:28.390 --> 22:30.030]  Dude, I know exactly what you're talking about.
[22:30.030 --> 22:31.030]  I talk about that.
[22:31.030 --> 22:32.590]  That's what strawberry starburst smells like.
[22:32.590 --> 22:33.590]  Those candies are delicious.
[22:34.470 --> 22:35.470]  That gooey texture in the middle.
[22:35.470 --> 22:36.470]  Oh yeah.
[22:36.470 --> 22:37.470]  Now that I'm getting older, I can't eat shit like that.
[22:37.470 --> 22:41.470]  I feel like those candies are actively trying to pull out my teeth as I'm eating them.
[22:41.470 --> 22:42.630]  So I don't eat that kind of shit.
[22:42.630 --> 22:43.630]  But yeah.
[22:43.630 --> 22:48.150]  Then he said a plain ass ice water is my drink of choice, but I understand that.
[22:48.150 --> 22:51.030]  I try to drink a lot of water.
[22:51.030 --> 22:53.550]  Water is super refreshing for a guy that talks so much.
[22:53.550 --> 22:56.510]  I definitely need a lot of water, a lot of voice lubrication.
[22:56.510 --> 22:57.510]  I understand that.
[22:57.510 --> 22:58.670]  So big up on a lot of water.
[22:58.670 --> 23:00.070]  You guys drink a lot of water.
[23:00.070 --> 23:01.070]  You will feel better.
[23:01.070 --> 23:02.070]  Your brain will function.
[23:02.070 --> 23:03.870]  Your body will function better.
[23:03.870 --> 23:05.030]  Water is good for you.
[23:05.030 --> 23:09.110]  And there it is again, that cold, refreshing snack for the potheads.
[23:09.110 --> 23:10.230]  All right.
[23:10.230 --> 23:12.350]  These next few replies I'm going to burn through.
[23:12.350 --> 23:13.350]  It says responses.
[23:13.350 --> 23:15.150]  These are from Instagram.
[23:15.150 --> 23:16.550]  I did post the same question.
[23:16.550 --> 23:18.590]  What do you like to eat when you're blazed on Instagram?
[23:18.590 --> 23:20.230]  I'm quickly going to go through a lot of these.
[23:20.230 --> 23:21.230]  I may skip some.
[23:21.230 --> 23:23.390]  Then we're going to talk a little bit about what I like.
[23:23.390 --> 23:27.610]  I feel like this episode has gotten longer than I had anticipated and preferred.
[23:27.610 --> 23:28.610]  Not a big deal.
[23:29.290 --> 23:30.290]  I'm going to keep going through these really long shows.
[23:30.290 --> 23:33.310]  What do I have up here that I want to make sure not to miss?
[23:33.310 --> 23:37.930]  Before we go that far, let me cover this last note so I can scroll.
[23:37.930 --> 23:42.690]  Something I've noticed is super popular and this is just a side random branch here.
[23:42.690 --> 23:45.810]  I have been frequenting sneaker shops.
[23:45.810 --> 23:47.650]  I go to a lot of sneaker stores.
[23:47.650 --> 23:48.970]  I buy a lot of hoodies and sneakers.
[23:48.970 --> 23:50.690]  It's just something I enjoy.
[23:50.690 --> 23:55.730]  While I'm there, I noticed that all of them have a small section of what they are calling
[23:55.730 --> 23:57.270]  exotic snacks.
[23:57.270 --> 24:03.050]  We've got a little refrigerator with a bunch of crazy looking sodas and drinks and exotic
[24:03.050 --> 24:04.930]  snacks is exactly what it is.
[24:04.930 --> 24:06.390]  Exotic Terps.
[24:06.390 --> 24:12.150]  There are like Cheetos and Doritos and Lay's chips from other countries with crazy exotic
[24:12.150 --> 24:14.990]  foreign flavors we've never experienced.
[24:14.990 --> 24:17.950]  There are candies, cookies.
[24:17.950 --> 24:18.950]  What did I try the other day?
[24:18.950 --> 24:22.390]  It was a Faygo Rocket Popsicle Soda.
[24:22.390 --> 24:27.310]  It gave me the most tremendous burps and I haven't had anything with that much flavor
[24:27.310 --> 24:31.410]  in it in a long long time but that shit was tremendously delicious.
[24:31.410 --> 24:37.630]  So this exotic imported Chinese candy, Chinese Terps thing seems to be really popular right
[24:37.630 --> 24:43.950]  now and at the sneaker shops I frequent they are charging like $18-$25 for a bottle of
[24:43.950 --> 24:46.230]  beverages that is the size of this water bottle.
[24:46.230 --> 24:50.950]  Just a normal maybe a little bigger you know it's your 16 maybe 24 ounce soda bottle for
[24:50.950 --> 24:51.950]  $18 or $24.
[24:51.950 --> 24:56.830]  They've got some Doritos in there that flavors I've never seen before.
[24:56.830 --> 24:59.430]  Flavors that are, I buy some of them and try them out.
[24:59.430 --> 25:03.390]  Sometimes my friends own the shop in a couple of locations so we'll all just throw down
[25:03.390 --> 25:06.950]  a couple of bucks for a bag and we'll open it up and I'll just try a couple of Doritos.
[25:06.950 --> 25:09.030]  Some of them are amazing.
[25:09.030 --> 25:10.790]  There's one with tacos.
[25:10.790 --> 25:11.950]  I think it's Chinese writing.
[25:11.950 --> 25:12.950]  I really am not sure.
[25:12.950 --> 25:18.190]  It looks Chinese to me and it's some kind of Doritos and they've got a taco on the picture.
[25:18.190 --> 25:21.870]  It's taco flavored Doritos right but not the taco we get here.
[25:21.870 --> 25:25.830]  This one tasted like I was like crunch and I was like okay it tastes like a taco then
[25:25.830 --> 25:30.190]  I was like nah bro there's beef in there and I kept chewing up the Dorito and I was like
[25:30.190 --> 25:35.350]  there's the lettuce and there's the cheese and there's the salsa and there's a little
[25:35.350 --> 25:39.950]  bit of cilantro coming in right now like I tasted every component of a taco in these
[25:39.950 --> 25:40.950]  fucking Doritos.
[25:40.950 --> 25:43.510]  So these exotic Terps are getting real popular.
[25:43.510 --> 25:44.510]  It's really fun.
[25:44.510 --> 25:47.590]  I like just I'll buy a couple of random things and have a few bros over and we'll come take
[25:47.990 --> 25:52.030]  some dabs and dab out and then I'll be like anybody want to try some fucking Chinese Doritos?
[25:52.030 --> 25:54.910]  We can't even read what it says on the label and we'll all try it and see what it tastes
[25:54.910 --> 25:55.910]  like.
[25:55.910 --> 25:56.910]  Fun times.
[25:56.910 --> 25:59.750]  Some cookies, some other weird snacks, some things with Pokemon on the label.
[25:59.750 --> 26:02.070]  I had no idea what they were but they were delicious.
[26:02.070 --> 26:03.870]  Anyway that shit is super popular.
[26:03.870 --> 26:08.150]  Now that I've rambled about that part let's get into these Instagram responses.
[26:08.150 --> 26:11.870]  Our friend not thrilled said fruit I like to taste the life contained in it.
[26:11.870 --> 26:16.030]  I'm not sure if that is beautiful or if you're a psycho.
[26:16.030 --> 26:17.470]  Either way I like it.
[26:17.510 --> 26:21.910]  My buddy Lobster Bush said I like to eat cereal and we're noticing both of those trends.
[26:21.910 --> 26:24.710]  Something refreshing and moist for the pothead mouth.
[26:24.710 --> 26:29.790]  My friend look at that pink Mustang said I like to eat the blood of my enemies.
[26:29.790 --> 26:31.390]  Yeah I knew you were twisted.
[26:31.390 --> 26:33.310]  Hashtag go fast.
[26:33.310 --> 26:40.150]  Big Lose 420 Crew said the Nemo brand carrot cake and 7-Eleven brand orange pineapple juice.
[26:40.150 --> 26:42.070]  That's an interesting mix.
[26:42.070 --> 26:43.790]  Carrot cake and pineapple juice.
[26:43.790 --> 26:45.510]  I'm in let's do it.
[26:45.550 --> 26:47.630]  Kramp's 420 said anything sweet.
[26:47.630 --> 26:50.870]  We got a tater tot with salsa and queso.
[26:50.870 --> 26:52.510]  That's a unique reply.
[26:52.510 --> 26:53.510]  I like that a lot.
[26:53.510 --> 26:55.550]  Now I want some fucking tater tots dude.
[26:55.550 --> 26:56.910]  We got a bowl of cap and crunch.
[26:56.910 --> 27:02.030]  That sounds great but go slow so you don't fuck up your mouth or do you let it get soggy.
[27:02.030 --> 27:06.530]  Chips and queso but I'm not in Texas anymore and NorCal has been sleeping on this delicacy
[27:06.530 --> 27:07.710]  for far too long.
[27:07.710 --> 27:11.510]  Bro if you can't make chips and queso you're sleeping.
[27:11.510 --> 27:14.230]  We got a torches as one reply.
[27:14.230 --> 27:15.430]  That makes me think of my daughter.
[27:15.430 --> 27:17.230]  My daughter will eat all of the Takis.
[27:17.230 --> 27:18.230]  You got some Takis?
[27:18.230 --> 27:19.550]  She'll eat those up.
[27:19.550 --> 27:22.870]  Lately it's gotta be green olives stuffed with garlic cloves.
[27:22.870 --> 27:25.470]  That's a good snack but that's something that would be very limited.
[27:25.470 --> 27:27.870]  How many of those can you eat?
[27:27.870 --> 27:28.870]  I know what you're talking about.
[27:28.870 --> 27:31.470]  The big green olives with the nice garlic clove in the middle.
[27:31.470 --> 27:33.230]  Two or three of those and I'm done dude.
[27:33.230 --> 27:34.470]  That's enough.
[27:34.470 --> 27:35.590]  Fried plantains.
[27:35.590 --> 27:36.750]  Fuck yeah let's get it.
[27:36.750 --> 27:38.270]  We got a PB&J.
[27:38.270 --> 27:39.270]  Here is magic.
[27:39.270 --> 27:41.470]  I'm gonna give you the tip of a lifetime.
[27:41.470 --> 27:43.830]  I've given a lot of free advice on this show.
[27:44.430 --> 27:45.430]  I've said a lot of great things.
[27:45.430 --> 27:48.030]  I've improved people's gardens and their lives and their incomes.
[27:48.030 --> 27:51.590]  Here's the thing that is going to make the most impact in everybody's life ever.
[27:51.590 --> 27:54.590]  The next time you make that peanut butter and jelly sandwich.
[27:54.590 --> 27:55.590]  Get some butter.
[27:55.590 --> 27:57.590]  Just regular old butter.
[27:57.590 --> 27:59.510]  Butter the outside of both sides of that sandwich.
[27:59.510 --> 28:01.510]  You got bread, bread, peanut butter, and jelly in the middle.
[28:01.510 --> 28:03.430]  Now you got butter on the outside.
[28:03.430 --> 28:04.630]  Both sides is buttered up.
[28:04.630 --> 28:07.550]  Now heat up your pan just like you're gonna make you a grilled cheese sandwich.
[28:07.550 --> 28:12.670]  But put that peanut butter and jelly sandwich in the pan and pan fry that motherfucker.
[28:12.670 --> 28:16.710]  Grilled peanut butter and jelly sandwich will change your life.
[28:16.710 --> 28:17.710]  That's right.
[28:17.710 --> 28:21.350]  Oh that jelly and the peanut butter mixes in together and that bread gets all nice and
[28:21.350 --> 28:22.350]  toasty.
[28:22.350 --> 28:24.830]  Oh my goodness.
[28:24.830 --> 28:26.310]  Change your fucking life you guys.
[28:26.310 --> 28:28.110]  Alright now let's keep moving.
[28:28.110 --> 28:29.110]  Go do it.
[28:29.110 --> 28:30.110]  I promise you.
[28:30.110 --> 28:31.110]  And then send me messages about it.
[28:31.110 --> 28:32.110]  Let me know what you think.
[28:32.110 --> 28:33.110]  Don't burn yourself.
[28:33.110 --> 28:34.110]  That shit's gonna be so good.
[28:34.110 --> 28:35.110]  It's gonna be hot and sticky in the middle.
[28:35.110 --> 28:37.110]  Let it cool down a little bit before you dig in.
[28:37.110 --> 28:38.230]  Don't burn yourself.
[28:38.230 --> 28:40.390]  Don't message me about that.
[28:40.390 --> 28:43.470]  Somebody got, trying not to burn the house down while making quesadillas.
[28:43.470 --> 28:45.670]  Big shout out to my buddy Stone Trout Bomb.
[28:45.670 --> 28:50.230]  We got a red pepper and hummus with quinoa and chia seed grain chips.
[28:50.230 --> 28:53.030]  Yeah bro I'm coming over.
[28:53.030 --> 28:54.030]  Invite me.
[28:54.030 --> 28:57.790]  That is right up my high healthy alley.
[28:57.790 --> 28:59.310]  Somebody said at 7-Eleven.
[28:59.310 --> 29:03.390]  The question wasn't necessarily from 7-Eleven but that's a good answer.
[29:03.390 --> 29:04.550]  I will accept your answer.
[29:04.550 --> 29:06.110]  It said cheesecake.
[29:06.110 --> 29:07.510]  The turtle cheesecake specifically.
[29:07.510 --> 29:08.510]  I open it.
[29:08.510 --> 29:12.310]  Inside down because the dome becomes a bowl.
[29:12.310 --> 29:13.830]  So we've got a genius here.
[29:13.830 --> 29:15.230]  I like some cheesecake.
[29:15.230 --> 29:19.150]  I'm a little bit, my body doesn't like all the dairy products.
[29:19.150 --> 29:20.150]  It's not so bad for me.
[29:20.150 --> 29:24.150]  It's more for the people that have to be around me an hour later after I consume dairy products.
[29:24.150 --> 29:27.990]  I'm used to it but I apologize for torturing you.
[29:27.990 --> 29:29.510]  But cheesecake is fucking great dude.
[29:29.510 --> 29:34.830]  I can't eat a lot of it but cheesecake, cheesecake, cheesecake is marvelously delicious.
[29:34.830 --> 29:36.550]  I've got one here I'm gonna take a screenshot of.
[29:36.590 --> 29:39.190]  We're gonna save that because we got that response a lot.
[29:39.190 --> 29:41.830]  We're just gonna delay that one and read that last.
[29:41.830 --> 29:42.830]  Gonna move forward.
[29:42.830 --> 29:45.190]  We do have another screen worth of responses.
[29:45.190 --> 29:46.190]  Cheeto puffs.
[29:46.190 --> 29:47.190]  That's a great answer.
[29:47.190 --> 29:50.310]  I like Cool Ranch Doritos over Cheeto puffs but I feel ya.
[29:50.310 --> 29:51.670]  Chips and French Onion Dip.
[29:51.670 --> 29:53.870]  I would crush it every night if I didn't care about my health.
[29:53.870 --> 29:55.590]  I hear ya bro.
[29:55.590 --> 29:57.450]  Nerds Rope Bites.
[29:57.450 --> 30:00.050]  Also love Mountain Olive Pepperoncinis.
[30:00.050 --> 30:02.590]  That is a fucking wide variety there bro.
[30:02.590 --> 30:05.430]  Nerd ropes are so sweet they make my teeth hurt.
[30:05.430 --> 30:06.870]  I cannot eat that shit.
[30:06.870 --> 30:10.910]  I'm not into like Smarties, Nerd Ropes, Nerds, that crunchy kind of candy.
[30:10.910 --> 30:11.910]  No thank you.
[30:11.910 --> 30:12.910]  That's not for me.
[30:12.910 --> 30:14.750]  My buddy Love for the Plant, Big Up Love for the Plant.
[30:14.750 --> 30:15.750]  He said Buenos.
[30:15.750 --> 30:17.150]  I'm not sure what those are.
[30:17.150 --> 30:18.150]  Sounds great.
[30:18.150 --> 30:19.150]  We got a Takis.
[30:19.150 --> 30:20.190]  We got popcorn.
[30:20.190 --> 30:21.190]  We got chocolate.
[30:21.190 --> 30:22.190]  We got Gardettos.
[30:22.190 --> 30:26.390]  Bro when I was in high school, I don't know if we got in trouble or if the teachers were
[30:26.390 --> 30:30.250]  pissed off that we were all eating snacks in class but they took all the good shit out
[30:30.250 --> 30:31.250]  of the snack machines.
[30:31.250 --> 30:33.330]  We were left with like Gardettos and shit.
[30:33.330 --> 30:34.330]  What's up with those Gardettos?
[30:34.330 --> 30:38.530]  This person said the mustard, the mustard pretzels and rye chips.
[30:38.530 --> 30:42.810]  Bro hell yeah that used to keep me through the morning and I had an astronomy class early
[30:42.810 --> 30:45.810]  in the morning at South High School in Pueblo.
[30:45.810 --> 30:47.990]  Those Gardettos would keep me the fuck alive.
[30:47.990 --> 30:50.670]  We got a chips with salsa and hot sauce.
[30:50.670 --> 30:52.330]  Bro we got a Pizza Rolls.
[30:52.330 --> 30:54.170]  Why did it take so long to get to the answer?
[30:54.170 --> 30:55.170]  Pizza Rolls.
[30:55.170 --> 30:56.170]  Fuck yeah.
[30:56.170 --> 30:59.750]  Shout out to Totino's for the Pizza Rolls and those pizzas but also Totino's what's
[30:59.750 --> 31:03.550]  up with those pizzas getting fucking smaller and smaller every weekend dude?
[31:03.550 --> 31:05.110]  I'm on to you motherfucker.
[31:05.110 --> 31:06.670]  Make those pizzas big again.
[31:06.670 --> 31:09.590]  I know they're four for a dollar or some shit like that.
[31:09.590 --> 31:12.430]  They're cheap as fuck but dude come on.
[31:12.430 --> 31:15.910]  It's insulting that you're making them smaller every weekend acting like I'm not going to
[31:15.910 --> 31:16.950]  notice.
[31:16.950 --> 31:20.110]  What the shit is that?
[31:20.110 --> 31:22.070]  Cereal three bowls minimum.
[31:22.070 --> 31:23.070]  Alright bro.
[31:23.070 --> 31:24.070]  We got a pizza.
[31:24.070 --> 31:25.510]  Cold pizza or warm pizza.
[31:25.510 --> 31:26.710]  That's what I want to know.
[31:26.710 --> 31:28.590]  We got organic pizza and ice cream.
[31:28.590 --> 31:30.510]  Once again we're getting that refreshing.
[31:30.510 --> 31:32.030]  Fried chicken fingers and honey mustard.
[31:32.030 --> 31:33.030]  I'm down with that.
[31:33.030 --> 31:35.830]  Salt and vinegar chips and kombucha.
[31:35.830 --> 31:38.070]  I'm going to get you some breath mints my dude.
[31:38.070 --> 31:40.190]  We got a kale chips or vegan jerky.
[31:40.190 --> 31:41.190]  That sounds tasty.
[31:41.190 --> 31:43.390]  Blue corn chips and mango habanero salsa.
[31:43.390 --> 31:44.870]  That sounds good.
[31:44.870 --> 31:46.190]  White chocolate Kit Kats.
[31:46.190 --> 31:47.190]  That sounds nice.
[31:47.190 --> 31:48.190]  Watermelon simply.
[31:48.190 --> 31:51.350]  I don't know what that is but anything watermelon is delicious.
[31:51.350 --> 31:52.350]  Or homemade cookies.
[31:52.350 --> 31:56.670]  Dude my mama makes some chocolate chip cookies around Christmas time that are fucking divine.
[31:56.670 --> 31:57.950]  They smell up the whole neighborhood.
[31:58.310 --> 31:59.310]  Knocking on the door.
[31:59.310 --> 32:00.950]  Probably some cheddar jalapeno Cheetos.
[32:00.950 --> 32:01.950]  That sounds interesting.
[32:01.950 --> 32:03.350]  We got another pizza.
[32:03.350 --> 32:05.390]  Iced oatmeal cookies.
[32:05.390 --> 32:06.390]  Crunchy anything.
[32:06.390 --> 32:08.310]  Somebody replied with, you.
[32:08.310 --> 32:09.310]  Well thank you.
[32:09.310 --> 32:12.310]  I'm glad to know that I would be your favorite snack when you're blazed.
[32:12.310 --> 32:13.630]  That's not awkward at all.
[32:13.630 --> 32:16.310]  Um, then we got crunchy anything.
