[00:00.000 --> 00:01.800]  Welcome back, Podcast World.
[20:44.960 --> 20:46.100]  can't talk about yours.
[20:46.100 --> 20:49.880]  My eyes and everybody else I smoked it with were devil red.
[20:49.880 --> 20:51.720]  It just went straight to the eyes.
[20:51.720 --> 20:54.720]  It gave me the most intense cotton mouth.
[20:54.720 --> 20:57.520]  I was so high that it was weird.
[20:57.520 --> 21:01.760]  I was just like, bro, I haven't been this fucking high in a long time.
[21:01.760 --> 21:04.640]  You know when you're high, you have to just keep looking at all your friends going, bro,
[21:04.640 --> 21:06.160]  are you as fucking high as me?
[21:06.160 --> 21:07.900]  I'm a serious heavy smoker.
[21:07.900 --> 21:11.780]  This stuff had everybody looking around the room going, bro, I'm fucking baked, bro.
[21:11.780 --> 21:13.720]  People are looking at me like, what'd you put in that weed, man?
[21:13.720 --> 21:15.420]  I was like, it's just good weed, dude.
[21:15.420 --> 21:16.920]  It's one phenotype.
[21:16.920 --> 21:20.480]  Also, that phenotype doesn't put out for shit.
[21:20.520 --> 21:25.760]  The harvest weight on that psychedelic, crazy, branchy phenotype, it makes tiny little wispy
[21:25.760 --> 21:26.760]  buds.
[21:26.760 --> 21:31.520]  They're fluffy, they're airy, they suck, but they're coated in resin and it got me so incredibly
[21:31.520 --> 21:32.520]  high.
[21:32.520 --> 21:33.520]  That is the weirdo phenotype.
[21:33.520 --> 21:34.720]  It's kind of stretchy.
[21:34.720 --> 21:36.480]  It grows weird, floppy branches.
[21:36.480 --> 21:38.080]  It wants to go sideways.
[21:38.080 --> 21:42.600]  Also, if you accidentally bump one of those branches, they break right off the plant.
[21:42.600 --> 21:45.640]  I don't know what that is a trait from.
[21:45.640 --> 21:48.100]  It's not a strong plant, but that is one phenotype.
[21:48.100 --> 21:50.080]  It doesn't pop up very often.
[21:50.080 --> 21:51.080]  That is the fucking weirdo.
[21:51.080 --> 21:54.000]  It is not in the mix very commonly.
[21:54.000 --> 21:57.440]  I've probably seen it two out of a hundred seeds, so don't worry.
[21:57.440 --> 22:00.080]  You probably won't get that phenotype.
[22:00.080 --> 22:01.960]  There is the Durban phenotype.
[22:01.960 --> 22:05.320]  That one is going to take probably nine or 10 weeks.
[22:05.320 --> 22:06.760]  You've got the Golden Goat phenotype.
[22:06.760 --> 22:08.840]  That one's going to take you about nine weeks.
[22:08.840 --> 22:12.680]  The Cushy phenotype and the Fisty phenotype are about nine weekers.
[22:12.680 --> 22:16.960]  That weirdo, she likes to go 10, maybe a little bit more weeks.
[22:16.960 --> 22:19.480]  Then you're going to see the perfect blend.
[22:19.480 --> 22:24.560]  The goal I was going for, there is the blend of the Durban poison that crosses beautifully
[22:24.560 --> 22:25.560]  to the arise.
[22:25.560 --> 22:29.220]  It has got a beautiful Christmas tree-like structure.
[22:29.220 --> 22:32.000]  It grows one giant cola right up the center.
[22:32.000 --> 22:35.200]  The whole middle of the plant is going to be one big giant bud.
[22:35.200 --> 22:38.980]  Then you get a lot of nice side branching that all fills in real nice.
[22:38.980 --> 22:43.400]  The only downfall is there is a little bit of node spacing, a little bit of stretchiness,
[22:43.400 --> 22:47.320]  but I think that that is the sought-after, the desired phenotype.
[22:47.320 --> 22:50.280]  It has got all of that Durban poison flavor.
[22:50.280 --> 22:53.640]  It's got all the anise, the licorice, the mintiness.
[22:53.640 --> 22:55.800]  Then it's got some of that Golden Goat to it.
[22:55.800 --> 22:59.720]  Then it's got that, after you exhale, it's like, why is there a skunk in the air?
[22:59.720 --> 23:05.000]  You don't taste the skunk, but it smells tropical, minty, anise, licorice, and then skunk in
[23:05.000 --> 23:06.000]  the air.
[23:06.000 --> 23:08.400]  When people come into the room, they're like, are you smoking skunk?
[23:08.400 --> 23:09.520]  But you don't taste it.
[23:09.520 --> 23:11.640]  It's not in the flavor when you inhale or exhale.
[23:11.640 --> 23:13.560]  It just hangs in the room.
[23:13.920 --> 23:18.320]  The buzz from the 50-50 mix is exactly what I like.
[23:18.320 --> 23:20.440]  It's got me psychedelic high.
[23:20.440 --> 23:23.540]  It's got me real slant-eyed, real squinty-eyed.
[23:23.540 --> 23:27.240]  It's got me walking kind of slow and slowing down at green lights and fucking waiting for
[23:27.240 --> 23:32.640]  stop signs to turn green and shit, but it keeps me nice and social and it puts a silly
[23:32.640 --> 23:33.640]  grin on my face.
[23:33.640 --> 23:37.320]  You ever get stoned and you just, you can't help it, but you just make that stupid grin
[23:37.320 --> 23:40.320]  and somebody hates you for it because you got that stupid grin, but who cares?
[23:40.320 --> 23:41.840]  Good as it just feels good.
[23:41.840 --> 23:45.560]  It gives me that silly fucking stupid grin and I enjoy it.
[23:45.560 --> 23:50.880]  So you guys, I think those are the phenotypes that you are going to find in the double dragon.
[23:50.880 --> 23:52.720]  I really enjoy growing double dragon.
[23:52.720 --> 23:54.960]  I really love smoking double dragon.
[23:54.960 --> 23:58.160]  It makes crazy, crazy good concentrates.
[23:58.160 --> 24:01.280]  Most of the phenotypes are going to finish around nine or 10 weeks.
[24:01.280 --> 24:04.800]  Some phenotypes may go up to 11 weeks, but they are super potent.
[24:04.800 --> 24:06.800]  I find it to be worth it.
[24:06.800 --> 24:10.680]  Most of the phenotypes will give you pretty fat yields, nice heavy harvest.
[24:10.680 --> 24:15.080]  Most of them are super potent and all of them are going to taste amazing.
[24:15.080 --> 24:18.000]  So that is my report on double dragon.
[24:18.000 --> 24:19.000]  That's my story.
[24:19.000 --> 24:20.000]  I'm sticking to it.
[24:20.000 --> 24:24.080]  Ladies and gentlemen, boys and girls, pimps and hoes, friends and foes, smokers and growers,
[24:24.080 --> 24:29.960]  if you're looking for a pack of double dragon, I highly recommend seeds here now.com.
[24:29.960 --> 24:32.040]  Again that seeds here now.com.
[24:32.040 --> 24:38.240]  Don't forget to use coupon code GFYH10 at checkout to save yourself a few bucks at seeds
[24:38.240 --> 24:39.240]  here now.com.
[24:39.240 --> 24:40.240]  All right.
[24:40.240 --> 24:44.960]  If you feel like this episode was educational, informative, or entertaining, and you'd like
[24:44.960 --> 24:51.280]  to make a financial contribution to the show, you can do so by visiting www.patreon.com
[24:51.280 --> 24:53.560]  forward slash grow from your heart.
[24:53.560 --> 24:56.000]  All of the information you need will be right there on the screen.
[24:56.000 --> 25:00.760]  And again, I did include a link in the show notes and in the video description.
[25:00.760 --> 25:05.200]  If you've got any questions, if you've got cannabis cultivation or cannabis culture questions,
[25:05.200 --> 25:06.600]  maybe you'd like to sponsor the show.
[25:06.600 --> 25:08.480]  Maybe you've got a product you'd like me to review.
[25:08.480 --> 25:09.480]  You can send me an email.
[25:09.480 --> 25:12.880]  My email address is growfromyourheartathotmail.com.
[25:12.880 --> 25:14.840]  You know I would love to hear from you.
[25:14.840 --> 25:17.080]  Ladies and gentlemen, my voice is cutting out.
[25:17.080 --> 25:18.480]  It is time to wrap up the show.
[25:18.480 --> 25:21.000]  I'll be back in a couple of days with fresh new content.
[25:21.000 --> 25:23.760]  I want to give a giant shout out to my buddy Deez Nugs.
[25:23.760 --> 25:27.080]  And until next time, take a fat dab and give your mom a hug for me.
