[00:14.010 --> 00:16.410]  Welcome back, cannabis community.
[18:23.410 --> 18:29.710]  If you don't I'm looking forward to hearing more about the strains you've bred and don't say my name on your show, bro.
[18:29.710 --> 18:30.510]  Thanks.
[18:30.510 --> 18:33.510]  No dabs around here, but I can give my mom a hug for you.
[18:33.510 --> 18:37.410]  The next time I see her love peace and cannabis grease.
[18:37.410 --> 18:41.510]  I'm going to scroll this right quick and make sure that there's no opportunity for me to have said your name.
[18:41.510 --> 18:42.710]  I don't think you included your name.
[18:42.710 --> 18:44.710]  So I think we're doing all right.
[18:44.710 --> 18:44.910]  Cool.
[18:44.910 --> 18:45.710]  I did not say your name.
[18:45.710 --> 18:48.610]  Now, let's get into your message here.
[18:48.610 --> 18:56.810]  He asked if I have ever thought to reverse a male plant and have it pollinated by another male plant.
[18:56.810 --> 18:59.610]  Now, let's talk about what that means.
[18:59.610 --> 19:07.210]  Reversing a plant is when I treat a plant with a I'm using silver thiosulfate is what I'm spraying my plants with.
[19:07.210 --> 19:24.510]  I use dried components to make my own silver thiosulfate concentrate and then I dilute it to the proper ratio and then I apply that to a plant and that will create a reaction in the plant that will trigger a female plant to produce pollen.
[19:24.610 --> 19:32.410]  It will make pollen sacks and pollen and that female plant will produce pollen that does not have any male chromosomes.
[19:32.410 --> 19:38.810]  So we will use that pollen to put on another female plant and that is how we make feminized seeds.
[19:38.810 --> 19:41.410]  That's the short version the very short version of it.
[19:41.810 --> 19:55.110]  So this listener is asking have I ever thought to take a male plant and apply silver thiosulfate to a male plant to turn it into a girl so that I could do further experiments with that female plant.
[19:55.110 --> 19:58.910]  Now, the answer is I have done the reversal part.
[19:58.910 --> 20:13.410]  I have actually flipped a boy plant into a girl to give myself an idea of what that plant would look like as a breeding female to or if I made an F2 generation or if I use that male to breed to some of my female stock.
[20:13.410 --> 20:21.510]  It kind of gave me an idea of what its traits would be what its floral clusters would look like what type of aroma it would give what kind of trichomes it would give.
[20:21.510 --> 20:29.810]  It gives you a very good representation of what the offspring is going to look like and what it's going to bring to the table genetic wise in this new cross.
[20:29.810 --> 20:33.810]  So I get to see kind of an advanced look into the genetics of the plant.
[20:33.810 --> 20:38.110]  So I have done the reversal to turn a male into a female.
[20:38.110 --> 20:51.410]  Now once I got that far I did consider experimenting but I decided to reach out to a couple of peers and our friend Colin Gordon at the Ethos Collective has already done what you were talking about doing and what I was considering doing.
[20:51.410 --> 20:54.210]  Colin is a little bit ahead of me in the breeding game.
[20:54.210 --> 20:57.410]  I don't mind saying that Colin is more advanced than myself.
[20:57.410 --> 20:58.210]  He's done it more.
[20:58.210 --> 21:01.210]  He's got more space and he's got more testers.
[21:01.210 --> 21:04.510]  He's just a little bit surpassed me in the breeding game.
[21:04.510 --> 21:06.710]  I've got nothing but respect for the dude in his company.
[21:06.710 --> 21:09.810]  He's just been at it a little longer than me and I keep my stuff.
[21:09.810 --> 21:14.110]  I do everything myself and he's got kind of a team so just a different approach to stuff.
[21:14.110 --> 21:23.110]  Anyway, Colin took a male and he reversed it and then he played experiments with it by pollinating it with a regular male and by pollinating it with a reversed male.
[21:23.110 --> 21:29.510]  He played several experiments and he said that most of the progeny came out weak and undesirable.
[21:29.510 --> 21:40.110]  So I'm not sure if he was doing inbreeding or outbreeding or bat crossing or what he was trying to do with these wacky male-female combinations.
[21:40.110 --> 21:42.910]  And I don't know if he was applying feminized pollen.
[21:42.910 --> 21:48.210]  I don't know if he was applying pollen from the same male that had been reversed from the same cultivar.
[21:48.210 --> 21:53.510]  I'm not sure his combinations, but I trust Colin's judgment most of the time.
[21:53.510 --> 21:58.310]  But when it comes to cannabis, I trust Colin's judgment like 99.9% of the time.
[21:58.310 --> 22:03.110]  There are some other times I've questioned him, but when it comes to cannabis, I trust Colin's judgment.
[22:03.110 --> 22:11.010]  So he said that the offspring was undesirable and I don't want to produce more undesirable genetics and I don't want to waste time and space.
[22:11.010 --> 22:16.310]  So I am going to believe Colin that it wasn't something that would be worth my time and energy again.
[22:16.310 --> 22:22.510]  But I have done the first step and the reason I reversed that male was to see what it looks like as a female.
[22:22.510 --> 22:28.710]  I wanted to see what traits it would bring to a breeding project and that's a really good way to get a preview.
[22:28.710 --> 22:34.810]  So that's a really good question and I completely understand what you mean and I hope I answered your question appropriately.
[22:34.810 --> 22:39.410]  The email goes on to say, I'm looking forward to hearing more about the strains you've bred.
[22:39.410 --> 22:43.510]  That's good because I've got a Lemon Jeffrey planned to be coming up very soon.
[22:43.510 --> 22:46.710]  Lemon Jeffrey seeds have been re-released at the Helladank Seed Company.
[22:46.710 --> 22:50.710]  So I'm going to do a talk about that strain very soon.
[22:50.710 --> 22:53.310]  Don't say my name on the show. Dude, I don't think you said your name anywhere.
[22:53.310 --> 22:57.110]  It's not even in the from because it's just got your initials up there.
[22:57.110 --> 23:00.110]  So that's cool. Then you say thanks. No dabs around here,
[23:00.110 --> 23:06.210]  but I can give my mom a hug the next time I see her. Hey bro, it sounds like you have caught on to the routine.
[23:06.210 --> 23:09.010]  So thanks for the great email. Thanks for the great question.
[23:09.010 --> 23:10.910]  I'm sure that's sparking a lot of people's minds right now.
[23:10.910 --> 23:13.710]  People that aren't super familiar with cannabis and breeding,
[23:13.710 --> 23:15.610]  they're sitting in their cubicle or they're driving in their car.
[23:15.610 --> 23:18.410]  They're going what the fuck? That's pretty entertaining stuff to me.
[23:18.410 --> 23:23.610]  That's the stuff I like to experiment with reversing plants, advanced breeding techniques.
[23:23.610 --> 23:26.210]  That's the stuff I like to get into that I don't talk about a lot.
[23:26.210 --> 23:30.910]  But if you've got questions on that, send me the questions at growfromyourheartathotmail.com.
[23:30.910 --> 23:35.910]  I'd love to hear from you. Dude, thanks again for the great email and thanks for sparking my brain.
[23:35.910 --> 23:40.610]  I do appreciate it. You guys, let's get into another message.
[23:40.610 --> 23:46.910]  This message comes from somebody who calls themselves roasted and toasted 420 and it goes like this.
[23:46.910 --> 23:51.610]  Hey, Rasta Jeff, get roasted and toasted 420 here coming from deep in Prohibition Land.
[23:51.610 --> 23:55.210]  What's up out there in Prohibition Land? Be safe and be careful, please.
[23:55.210 --> 23:58.810]  Then he says, I've got a question for that pot friendly cop.
[23:58.810 --> 24:00.510]  So if you guys have been listening to the show for a while,
[24:00.510 --> 24:03.010]  you probably remember that several episodes back,
[24:03.010 --> 24:05.510]  I got an email from a cop and I read the email on the show
[24:05.510 --> 24:09.810]  and then he replied and I emailed or I did a email from a cop part two as an episode
[24:09.810 --> 24:12.710]  and he said he would be happy to answer questions.
[24:12.710 --> 24:17.910]  Honestly, I've had a lot of podcast content, so I haven't harassed him about answering questions,
[24:17.910 --> 24:20.310]  but one of our listeners here has a question.
[24:20.310 --> 24:23.810]  So I'm going to read this. I'll talk about it and give you my opinion
[24:23.810 --> 24:25.910]  and then hopefully our cop friend is listening
[24:25.910 --> 24:29.310]  or maybe another law enforcement professional is listening
[24:29.310 --> 24:31.210]  or a legal professional will hear us
[24:31.210 --> 24:34.310]  and they can reply to growfromyourheartathotmail.com
[24:34.310 --> 24:37.110]  and they can give us some guidance on your question.
[24:37.110 --> 24:39.610]  Anyway, the question goes like this.
[24:39.610 --> 24:42.010]  I've always heard that you can lock your glove box
[24:42.010 --> 24:44.610]  and if you get pulled over the cops can't search the glove box
[24:44.610 --> 24:47.010]  or trunk without a search warrant.
[24:47.010 --> 24:53.510]  I've always been unclear because if they have probable cause and such such as a dog,
[24:53.510 --> 24:54.910]  you know, I'm not certain on that rule.
[24:54.910 --> 24:57.710]  I've never put my anything in the glove box
[24:57.710 --> 25:00.810]  because that's where my license registration and proof of insurance are.
[25:00.810 --> 25:02.210]  I guess my license is in my pocket,
[25:02.210 --> 25:04.810]  but my registration and proof of insurance are in the glove box
[25:04.810 --> 25:07.210]  and I always figured if I tried to stash something in there,
[25:07.210 --> 25:10.110]  I'm going to get pulled over and that's the first place I'm going to reach.
[25:10.110 --> 25:12.110]  So I've never put stuff in there,
[25:12.110 --> 25:15.410]  but I know a lot of people who have this same mindset
[25:15.410 --> 25:18.610]  that if it's locked they cannot go in there.
[25:18.610 --> 25:23.210]  That sounds accurate from my little, trust me, I am not a lawyer.
[25:23.210 --> 25:25.110]  I don't even claim to play one on TV.
[25:25.110 --> 25:28.610]  I don't know shit about the law other than I've watched cops a lot
[25:28.610 --> 25:31.310]  and I've been pulled over a lot.
[25:31.310 --> 25:36.010]  From what I know, if that's locked, they technically cannot go in there.
[25:36.010 --> 25:38.010]  Also, they're cops.
[25:38.010 --> 25:41.410]  If they've got any probable cause, they can now search.
[25:41.410 --> 25:44.210]  If they say, well, I smell weed,
[25:44.210 --> 25:48.610]  now they can invent the odor of marijuana and they can go through your car
[25:48.610 --> 25:50.210]  and then they can ask you to unlock that
[25:50.210 --> 25:52.210]  and then I don't know what happens if you refuse.
[25:52.210 --> 25:52.810]  I really don't.
[25:52.810 --> 25:54.310]  Maybe if they've got probable cause,
[25:54.310 --> 25:57.410]  they can probably get a crowbar and break that fucker open if they want to.
[25:57.410 --> 25:59.110]  I really don't know the rule.
[25:59.210 --> 26:01.810]  The dog, if the dog hits on your car,
[26:01.810 --> 26:04.410]  they've got probable cause and they can go through your vehicle.
[26:04.410 --> 26:08.610]  So the dog is definitely the loophole there for law enforcement.
[26:08.610 --> 26:12.510]  And what I've noticed is if you've got like a quarter of weed
[26:12.510 --> 26:15.310]  and they say, hey bro, just give me your drugs before I call the dog
[26:15.310 --> 26:18.610]  because if I call the dog, I'm going to fuck you every way I can.
[26:18.610 --> 26:20.910]  If you got like a quarter or an eighth, maybe just give it to them
[26:20.910 --> 26:22.510]  because once they call the dog out,
[26:22.510 --> 26:25.310]  you're wasting a lot of fucking time and they're pissed.
[26:25.310 --> 26:28.310]  So sometimes it's better just if you got a couple of grams
[26:28.310 --> 26:29.510]  or maybe just throw it at them.
[26:29.510 --> 26:30.410]  I don't know what state you're in.
[26:30.410 --> 26:32.110]  I don't know who you are.
[26:32.110 --> 26:36.110]  I'm not sure your demographic.
[26:36.110 --> 26:37.410]  I'm not sure if that'll work for you,
[26:37.410 --> 26:40.510]  but it may be better than getting the fucking dog called
[26:40.510 --> 26:41.610]  and going through all that.
[26:41.610 --> 26:44.410]  Sometimes you just piss them off doing that stuff.
[26:44.410 --> 26:48.610]  Anyway, I don't know the bottom line here.
[26:48.610 --> 26:52.710]  If you lock, like I had a van that had a drawer underneath the passenger seat
[26:52.710 --> 26:54.110]  that you could put maps and shit in.
[26:54.110 --> 26:57.110]  That's where I kept all my paraphernalia and my smoke
[26:57.110 --> 26:59.310]  because that little drawer under the seat could lock.
[26:59.310 --> 27:01.610]  I didn't know the technicalities on that.
[27:01.610 --> 27:04.510]  I don't know if I got pulled over if they could say open that.
[27:04.510 --> 27:06.210]  They probably could because they would just say,
[27:06.210 --> 27:07.410]  well, you smell like marijuana.
[27:07.410 --> 27:08.510]  We think there's marijuana in there.
[27:08.510 --> 27:11.210]  Now that's probable cause and that's how it would work.
[27:11.210 --> 27:12.010]  I really don't know.
[27:12.010 --> 27:16.710]  Hopefully somebody out there will chime in and make me not sound so ignorant.
[27:16.710 --> 27:20.210]  So growfromyourheartathotmail.com is where you can chime in and update that.
[27:20.210 --> 27:23.710]  If I've got cannabis in my glove box and I get pulled over,
[27:23.810 --> 27:27.210]  can law enforcement require me to open my glove box?
[27:27.210 --> 27:28.410]  What's the situation there?
[27:28.410 --> 27:29.510]  Show me a couple of examples.
[27:29.510 --> 27:31.710]  Let me know how that's going to work.
[27:31.710 --> 27:34.310]  All right, so there is more to this email and it goes.
[27:34.310 --> 27:37.310]  I also want to thank you for reading my email on your Thursday show
[27:37.310 --> 27:42.210]  as well as some advice I took from your vapor pressure deficit podcast.
[27:42.210 --> 27:45.410]  I've been keeping my rooms at 68 to 72 degrees
[27:45.410 --> 27:47.310]  and after I heard your podcast while at work,
[27:47.310 --> 27:50.610]  I called my wife and asked her to adjust the air conditioner.
[27:50.610 --> 27:52.910]  After she adjusted, which was a week ago,
[27:52.910 --> 27:55.410]  I've seen my plants completely turn around
[27:55.410 --> 27:57.510]  and now they are looking super healthy,
[27:57.510 --> 28:03.010]  at least the best they can since this round I tried my hand at monster cropping.
[28:03.010 --> 28:07.010]  So this listener listened to the vapor pressure deficit episode
[28:07.010 --> 28:10.010]  and decided to make some adjustments based on my advice
[28:10.010 --> 28:13.310]  and his plants have completely turned around.
[28:13.310 --> 28:14.910]  So that's great news.
[28:14.910 --> 28:16.110]  Glad your plants are working out.
[28:16.110 --> 28:17.810]  I'm glad my advice worked for you
[28:17.810 --> 28:21.210]  and it means a lot to me that people have enough trust in me
[28:21.210 --> 28:24.710]  to go change their entire grow based on some stuff that I say,
[28:24.710 --> 28:26.810]  but it always feels good to get a message saying,
[28:26.810 --> 28:28.810]  hey dude, I did your stuff and it worked.
[28:28.810 --> 28:30.110]  So that feels good to me.
[28:30.110 --> 28:31.610]  I'm glad your plants are looking better, bro.
[28:31.610 --> 28:36.010]  I'm glad I was able to help you out and get you back on course.
[28:36.010 --> 28:38.210]  Then he goes on to say during the two-month veg cycle
[28:38.210 --> 28:39.810]  for the first week of flower,
[28:39.810 --> 28:42.410]  the leaves were mostly single leaf bud structure type
[28:42.410 --> 28:46.510]  and now while budding they have put on normal growth.
[28:46.510 --> 28:47.010]  That's great.
[28:47.010 --> 28:48.410]  That means that the hormones have all leveled out
[28:48.410 --> 28:50.110]  and everything's going the way that it should
[28:50.210 --> 28:52.010]  and he should have a decent crop
[28:52.010 --> 28:54.010]  and the reason his plants were acting funky you guys,
[28:54.010 --> 28:56.210]  I don't know if you caught that he said monster cropping.
[28:56.210 --> 28:59.310]  That is when you take a clone from plants
[28:59.310 --> 29:02.810]  that are a little bit into flower a little more than a week,
[29:02.810 --> 29:04.010]  maybe up to 14 days.
[29:04.010 --> 29:05.410]  I've seen him go a little later.
[29:05.410 --> 29:06.310]  I don't recommend it,
[29:06.310 --> 29:07.910]  but a lot of people are doing it
[29:07.910 --> 29:10.510]  and it seems to be working for our friend
[29:10.510 --> 29:14.510]  who is calling himself get roasted and toasted 420.
[29:14.510 --> 29:17.810]  So they in the email with thanks great 420
[29:17.810 --> 29:20.410]  and of course you can use my name PS.
[29:20.410 --> 29:22.110]  I really appreciate helping me out
[29:22.110 --> 29:24.310]  with my recent germination problem
[29:24.310 --> 29:29.210]  and I'm looking forward to getting roasted on that sweet dank.
[29:29.210 --> 29:31.010]  Hey, dude, I'm glad you're listening to the podcast.
[29:31.010 --> 29:34.710]  I'm glad with my help you were able to get your grow back up to speed
[29:34.710 --> 29:36.910]  and I'm glad everything is working out for you
[29:36.910 --> 29:41.010]  and I hope we get some answers on this glove box question,
[29:41.010 --> 29:42.510]  dude. Thanks for the great email.
[29:42.510 --> 29:44.710]  Once again, if somebody wants to send me an email,
[29:44.710 --> 29:48.010]  the email address is grow from your heart at hotmail.com.
[29:48.010 --> 29:51.010]  You know, I would love to hear from you.
[29:51.010 --> 29:52.210]  All right. I've got one more email.
[29:52.210 --> 29:53.010]  I'm going to read tonight.
[29:53.010 --> 29:56.510]  But before I do that, I want to give a couple of quick patreon shoutouts.
[29:56.510 --> 29:59.810]  I owe a huge shout out to John Bendit Adam K.
[29:59.810 --> 30:03.710]  I wish out to Tyler and a huge shout out to Brett Cormier.
[30:03.710 --> 30:04.710]  Thanks for the support you guys.
[30:04.710 --> 30:05.710]  I do appreciate it.
[30:05.710 --> 30:07.610]  Now, let's get back into these emails.
[30:07.610 --> 30:10.410]  This one says hey Rasta Jeff my name.
[30:10.410 --> 30:12.510]  I'm not sure if they want their name said my name is Justin.
[30:12.510 --> 30:15.110]  I've been listening to your podcast for a few months now
[30:15.110 --> 30:16.510]  and I am just about caught up.
[30:16.510 --> 30:16.810]  Hey man.
[30:16.810 --> 30:18.510]  Thanks for listening to all the old episodes.
[30:18.510 --> 30:21.710]  Have you gone to YouTube and listened all the way from episode one?
[30:21.710 --> 30:23.910]  That's quite embarrassing, but there's a lot of knowledge there.
[30:23.910 --> 30:25.410]  So go check that out.
[30:25.410 --> 30:28.610]  They continue to say I want to say thank you for the wealth of knowledge
[30:28.610 --> 30:31.210]  that you continue to bring to the table on a regular basis.
[30:31.210 --> 30:32.010]  Hey, you're very welcome.
[30:32.010 --> 30:35.410]  Thanks for acknowledging that I am a New York MMJ patient
[30:35.410 --> 30:37.310]  for about six months or so now.
[30:37.310 --> 30:40.810]  Unfortunately, we only have pills tinctures and vape pins,
[30:40.810 --> 30:45.310]  but I'm hopeful we will be able to grow and smoke our own flowers very soon.
[30:45.310 --> 30:46.210]  Hey, good luck with that man.
[30:46.210 --> 30:50.310]  That's kind of weird that the thing that works the quickest
[30:50.310 --> 30:53.310]  and most directly you aren't even allowed to use I guess it's great
[30:53.310 --> 30:56.510]  that you've got medical marijuana, but it's kind of weird without flowers.
[30:56.510 --> 30:59.310]  I think that's just law enforcement being afraid.
[30:59.310 --> 31:00.810]  Anyway, let's keep moving with the email.
[31:00.810 --> 31:04.510]  It says listening to you and white Mike on a regular basis has inspired me
[31:04.510 --> 31:09.010]  to join my local normal chapter and that's the n-o-r-m-l chapter the
[31:09.110 --> 31:14.910]  National Organization for the Reform of Marijuana laws and try to push for reform.
[31:14.910 --> 31:21.510]  Anyways, I have been also moved to research as much about this glorious plant as possible.
[31:21.510 --> 31:25.510]  I have aspirations of being a grower and breeder when it becomes legal here
[31:25.510 --> 31:27.010]  after I got home from Iraq.
[31:27.010 --> 31:28.010]  I had trouble sleeping.
[31:28.010 --> 31:29.610]  So I turned to alcohol.
[31:29.610 --> 31:32.710]  I've heard that story too many times and also thanks for your service man,
[31:32.710 --> 31:37.010]  by the way, it became overly excessive causing me to lose multiple jobs.
[31:37.010 --> 31:38.910]  That's an all too familiar story.
[31:38.910 --> 31:42.410]  Thanks to my friends that introduced me to the plant a great friends.
[31:42.410 --> 31:46.910]  That's who you needed and finishing up my term of service as I no longer needed to take p-test.
[31:46.910 --> 31:50.510]  I was able to stop drinking completely along with other substances.
[31:50.510 --> 31:53.410]  I was abusing and I also quit smoking cigarettes.
[31:53.410 --> 31:57.910]  I truly think cannabis has saved my life.
[31:57.910 --> 31:59.910]  I would agree with you that cannabis has saved your life.
[31:59.910 --> 32:02.810]  I have several friends who have similar stories to this.
[32:02.810 --> 32:08.310]  I'm not sure if you've ever listened to the episode with Steve DeFino Steve DeFino is a veteran
[32:08.310 --> 32:12.310]  who's got a grapefruit size hole in his back.
[32:12.310 --> 32:15.810]  You could you could put a grapefruit in there and put a piece of duct tape over it
[32:15.810 --> 32:19.810]  and you could smuggle a grapefruit and on this man's body where he got blown up
[32:19.810 --> 32:20.710]  and I'm not making fun of the guy.
[32:20.710 --> 32:21.710]  I'm not being disrespectful.
[32:21.710 --> 32:25.910]  He would agree with you that you could smuggle a fucking grapefruit on this man's body.
[32:25.910 --> 32:29.610]  He takes it very well, but he takes it well for the same reason as you
[32:29.610 --> 32:34.810]  because he is able to consume cannabis to ease his PTSD symptoms,
[32:34.810 --> 32:37.710]  which is what was keeping you up at night.
[32:37.710 --> 32:41.410]  The feelings the thoughts the nightmares cannabis is helping him with that.
[32:41.410 --> 32:42.910]  It sounds like it's helping you with that.
[32:42.910 --> 32:45.310]  I'm sorry if I'm bringing anything back while I speak about this,
[32:45.310 --> 32:50.310]  but those are the things that cannabis will help you find relief from
[32:50.310 --> 32:56.010]  and it doesn't have the punishing effects on your body your social life your family life
[32:56.010 --> 33:00.710]  and your wallet as alcohol does alcohol has a lot of long-lasting problems
[33:00.710 --> 33:03.010]  and it says here that you were abusing other substances.
[33:03.010 --> 33:06.510]  So the alcohol was kind of your gateway drug into some other bullshit
[33:06.510 --> 33:09.610]  because once we get drunk we let down our our inhibitions our limits.
[33:09.610 --> 33:11.210]  We're like, I'm already hammered.
[33:11.210 --> 33:13.910]  Why not just do this other next level dumb shit.
[33:13.910 --> 33:15.610]  You're like I already did level two dumb shit.
[33:15.610 --> 33:18.010]  Let's level three it and it just starts going.
[33:18.010 --> 33:22.210]  So it sounds like having good friends.
[33:22.210 --> 33:26.610]  What's that supported you and also introduced you to cannabis really turned your life around.
[33:26.610 --> 33:28.710]  So man, thanks for joining the green team.
[33:28.710 --> 33:30.110]  Also, thanks for your service once again,
[33:30.110 --> 33:32.210]  because it sounds like you really put it in and it kind of messed you up.
[33:32.210 --> 33:33.610]  So thanks for that.
[33:33.610 --> 33:34.310]  Thanks for coming out.
[33:34.310 --> 33:36.310]  All right, and then thanks for being on team green with us.
[33:36.310 --> 33:39.710]  We do appreciate that then he says, but I digress which hey,
[33:39.710 --> 33:40.910]  that's just fine for this show.
[33:40.910 --> 33:43.210]  This is the ramble stoner podcast.
[33:43.210 --> 33:45.010]  We don't mind a little digress.
[33:45.010 --> 33:48.910]  He said I actually had two questions for you regarding information sources
[33:48.910 --> 33:51.110]  and your opinion on them.
[33:51.110 --> 33:55.610]  He said first I enrolled in a horticulture program at the local college,
[33:55.610 --> 34:00.110]  but I wanted some more specific some more industry-specific education.
[34:00.110 --> 34:03.410]  So I've also enrolled in cannabis training University.
[34:03.410 --> 34:07.810]  I was wondering if you've heard of it or if you can shed your opinion on their
[34:07.810 --> 34:10.410]  master of marijuana certificate.
[34:10.410 --> 34:12.610]  All right. I do have a couple things I can touch on there.
[34:12.610 --> 34:18.410]  I feel like the horticulture program at your local college is going to be more useful
[34:18.410 --> 34:21.810]  than your cannabis training University education.
[34:21.810 --> 34:25.010]  Cannabis is turning into a commercially produced crop.
[34:25.010 --> 34:27.110]  This is commercial horticulture.
[34:27.110 --> 34:31.510]  It is a higher commodity a higher value commercial horticulture product,
[34:31.510 --> 34:34.310]  but it is a horticultural product.
[34:34.310 --> 34:38.010]  I think taking a horticultural program is going to be key.
[34:38.010 --> 34:41.210]  I do find value in the cannabis training University
[34:41.210 --> 34:43.710]  because you're going to learn specific terms.
[34:43.710 --> 34:46.310]  Hopefully they're teaching you market stuff.
[34:46.310 --> 34:48.610]  Not just like not just grow things.
[34:48.610 --> 34:52.710]  Hopefully you're learning the dispensary side the terpenes the cannabinoids.
[34:52.710 --> 34:57.410]  Hopefully you're learning body interaction and stuff like that.
[34:57.410 --> 34:59.110]  Then you said I was wondering if you've heard of it
[34:59.110 --> 35:02.610]  or if you can shed opinion on their master of marijuana certificate.
[35:02.610 --> 35:06.910]  I'm not that sounds a lot like a master grower certificate.
[35:06.910 --> 35:09.510]  That looks really good on a resume,
[35:09.510 --> 35:19.010]  but in social circles here in the so Colorado kind of has a group of stuck up cannabis industry people
[35:19.010 --> 35:21.510]  growers breeders industry folks.
[35:21.510 --> 35:24.210]  There's a group of elitists.
[35:24.310 --> 35:31.310]  And they slash we kind of laugh a little bit at the term master grower.
[35:31.310 --> 35:33.110]  It's just I know it's just a label.
[35:33.110 --> 35:37.210]  It's what your paycheck says or it's what your job designation says,
[35:37.210 --> 35:40.910]  but the term master grower here is kind of laughed at that's kind of a douchey thing to say.
[35:40.910 --> 35:42.110]  It's a big egotistical thing.
[35:42.110 --> 35:44.410]  I'm the master grower over at this facility.
[35:44.410 --> 35:48.410]  It just sounds really funny to say don't say I'm the master grower,
[35:48.410 --> 35:50.210]  even if that's your title on your paycheck,
[35:50.210 --> 35:53.310]  even if that's your title in the company in which you work.
[35:53.310 --> 35:55.110]  Don't just don't just say lead cultivator.
[35:55.110 --> 35:57.710]  It sounds a lot better or grow manager.
[35:57.710 --> 36:00.710]  Anyway, I digress at this point.
[36:00.710 --> 36:04.010]  It looks really good on a resume and if you were learning
[36:04.010 --> 36:07.710]  and you can actually apply what you were learning it is great,
[36:07.710 --> 36:10.610]  but in social situations, it's a little bit awkward.
[36:10.610 --> 36:15.110]  So put that on a resume that will be helpful that will help you out.
[36:15.110 --> 36:18.910]  I don't know enough about their curriculum to know what they're teaching you.
[36:18.910 --> 36:20.610]  I don't know if they're teaching you how to grow.
[36:20.610 --> 36:22.910]  I don't know if they're teaching you how to clone.
[36:22.910 --> 36:25.210]  I don't know if they're teaching you the evolution of the market.
[36:25.210 --> 36:26.710]  I'm not sure what you're learning there.
[36:26.710 --> 36:29.810]  Hopefully it's a broad education and it's not just too focused.
[36:29.810 --> 36:34.010]  If it's grow stuff you learn more through just getting in a grow
[36:34.010 --> 36:38.010]  and doing it and by taking that horticultural program at the college,
[36:38.010 --> 36:40.910]  but it's going to look really good on a resume.
[36:40.910 --> 36:44.110]  If I were hiring that would say hey this guy took a little extra
[36:44.110 --> 36:46.510]  and probably already knows how to cut clones.
[36:46.510 --> 36:48.010]  So I don't have to teach him how to cut clones.
[36:48.010 --> 36:51.210]  He probably already knows what micro and macro nutrients are.
[36:51.310 --> 36:55.110]  He hopefully has a little bit of pesticide training that comes with that.
[36:55.110 --> 36:58.310]  I really don't know, but I would assume that you have a little advanced training.
[36:58.310 --> 37:00.110]  So it's going to look good on a resume.
[37:00.110 --> 37:03.910]  So that may come in handy, but as for the curriculum and what you've learned,
[37:03.910 --> 37:05.710]  I really don't know what they teach there.
[37:05.710 --> 37:08.010]  So I don't really have an opinion,
[37:08.010 --> 37:10.910]  but any education looks good on a resume when I'm hiring
[37:10.910 --> 37:14.010]  and I would ask you questions about it while we were in the interview room.
[37:14.010 --> 37:16.810]  So the second question says I want to become more knowledgeable
[37:16.810 --> 37:18.810]  on as many different strains as possible
[37:18.910 --> 37:22.710]  and I was wondering where you thought I should look for reliable info.
[37:22.710 --> 37:24.210]  Is Leafly a good source?
[37:24.210 --> 37:28.510]  And if not, any light you can shed would be great.
[37:28.510 --> 37:33.010]  Now Leafly is a decent source. Leafly is not the best source,
[37:33.010 --> 37:36.910]  but they have a lot of strains there and they do their research pretty well.
[37:36.910 --> 37:38.910]  They've actually got a couple of my strains up there
[37:38.910 --> 37:42.910]  and they pulled the descriptions from magazine articles
[37:42.910 --> 37:45.710]  and websites that featured my stuff and they got it accurate.
[37:45.710 --> 37:47.910]  I think what they put is mostly accurate.
[37:47.910 --> 37:50.710]  Mike Capelton is up there and Lemon Jeffery is up there
[37:50.710 --> 37:53.510]  and soon Arise should be listed up on Leafly.
[37:53.510 --> 37:56.810]  If you guys haven't gone and submitted Arise for a strain review on Leafly,
[37:56.810 --> 37:59.610]  please do that. I've done a whole episode on the Arise strain.
[37:59.610 --> 38:03.910]  I would appreciate the support there, but Leafly is not a bad source of information.
[38:03.910 --> 38:08.010]  I like what I do like about Leafly is that you can read customer reviews
[38:08.010 --> 38:12.010]  on how it treated people. If somebody bought Lemon Jeffery,
[38:12.010 --> 38:13.710]  you can see that people wrote,
[38:13.710 --> 38:16.810]  this is the best cannabis I've ever smoked and this relieved my anxiety
[38:16.810 --> 38:19.710]  and people list things. I like that.
[38:19.710 --> 38:24.210]  However, when things are crowdsourced, there's the opportunity for misinformation.
[38:24.210 --> 38:27.410]  So it's great on one hand. It could be a problem on the other.
[38:27.410 --> 38:29.710]  You sound like an intelligent person.
[38:29.710 --> 38:34.210]  The internet is a great tool for people who are smart enough to filter out the bullshit.
[38:34.210 --> 38:38.910]  So I would start at Leafly. Then I would venture out to other websites
[38:38.910 --> 38:45.510]  like seedfinder.eu. Seedfinder is a great website that lists most of the major brands
[38:45.610 --> 38:49.010]  and it's got like a family tree. If you want to learn about a strain,
[38:49.010 --> 38:53.010]  you type in, we're just going to say Lemon Jeffery because that's where my brain is.
[38:53.010 --> 38:57.210]  Type in Lemon Jeffery. It'll show you that Lemon Jeffery is a cross of Golden Goat
[38:57.210 --> 38:59.510]  and Lemon Skunk. Then on the same page,
[38:59.510 --> 39:04.310]  it's also going to show you that that Golden Goat is a cross of Hawaiian Sweet Skunk
[39:04.310 --> 39:07.510]  or Island Sweet Skunk, Hawaiian Sativa, and Romulan.
[39:07.510 --> 39:10.810]  Then right under that, it's going to show you that Lemon Skunk is a cross of this
