[00:18.810 --> 00:25.670]  Yeah, welcome back podcast world. I'm your host. My friends call me Rasta Jeff and this is episode
[23:19.410 --> 23:21.810]  Have you ever thought about predicated testing?
[23:22.090 --> 23:27.530]  We can plant as many a population of seeds from both so you got short and squat cross to your male
[23:27.850 --> 23:31.430]  You got tall and skinny cross to your male. You got those seeds growing
[23:31.430 --> 23:34.530]  You can get little test kits that you can you basically
[23:34.770 --> 23:40.650]  Open up full unfold a matchbook and you rub part of the leaf tissue on the matchbook and you close it back up and then
[23:40.650 --> 23:47.010]  You put a number on it short and squat plant number two short and squat plant number three and continue label each one according to
[23:47.010 --> 23:50.210]  What plant number you've got you send those tests off to a laboratory?
[23:50.370 --> 23:55.090]  They can tell you if that plant is a male or a female which is a great thing to have
[23:55.090 --> 23:58.610]  We already can eliminate the plants. We don't need if we're looking for males and females
[23:58.650 --> 24:02.970]  They can also detect the presence of cannabinoid precursors
[24:03.010 --> 24:09.610]  Which means they can tell you if those plants later on in their life will develop high THC high CBD high
[24:10.090 --> 24:15.890]  THC V they can dictate and print and predict all of the cannabinoids that may be present in that plant
[24:15.890 --> 24:19.770]  They're in very very low concentrations and low ratios at this time
[24:19.930 --> 24:23.930]  But they know that if the presence of this cannabinoid and this other
[24:24.130 --> 24:26.570]  I'm not sure the detectors and the markers on the test
[24:26.570 --> 24:31.890]  But they can say this plant has potential for being a high THC potency plant
[24:31.890 --> 24:35.550]  They can tell you that when the plants are three four five or six inches tall
[24:35.550 --> 24:37.390]  So you don't have to waste a lot of time
[24:37.390 --> 24:42.270]  so if your main goal is for potency you can send in a lab test and
[24:42.590 --> 24:45.870]  This is this is kind of new science backwards breeding
[24:46.470 --> 24:50.470]  Be open-minded to this. This is a new way in a backwards way of doing it
[24:50.550 --> 24:58.150]  You can send in a lab test then they will send you back the numbers find the outliers within those populations
[24:58.150 --> 25:03.910]  So if you're looking for high THC and you've got 50 plants find the top 10 THC
[25:04.270 --> 25:07.830]  Plants in those tests and get rid of get rid of the other 40
[25:07.830 --> 25:13.410]  So you've got your 10 highest THC potency females left from each side now
[25:13.410 --> 25:19.690]  You just went from a hundred plants down to 20 and we know that these are all gonna be high THC highly potent plants
[25:19.830 --> 25:22.310]  Now we grow them we flower them out
[25:22.310 --> 25:25.430]  We finish them and now we look for all of the other traits
[25:25.430 --> 25:30.390]  Which we may desire to make those plants what we want for the market for ourselves
[25:30.390 --> 25:34.270]  We already know they're gonna have high THC now we find the one with the turps now
[25:34.270 --> 25:36.750]  We find the one that doesn't get powdery mildew now
[25:36.750 --> 25:38.910]  We find the one that grows the way we want it to grow
[25:39.150 --> 25:43.470]  Does it grow tall and skinny does it grow short and squat you find the one that works for you?
[25:43.470 --> 25:48.430]  Is there one that tastes amazing to a couple of them tastes like burnt pubes like we talked about earlier now
[25:48.430 --> 25:51.550]  You already know that what you've got is all high potency plants
[25:51.550 --> 25:56.630]  They're gonna have the potency you're looking for now. We just got to find the other markers in that population
[25:56.630 --> 26:03.430]  So that's another option is predicated testing to remove the outliers or include the outliers from a population
[26:03.430 --> 26:07.390]  Then select from those that will definitely minimize population quite quickly
[26:07.390 --> 26:13.390]  But if you don't have access and funding for that type of lab what you would do is grow them dude
[26:13.470 --> 26:17.430]  Grow them out just like any other pheno hunt and smoke them smoke them yourself
[26:17.870 --> 26:21.790]  Smoke them with your friends and see what turns heads and what gets attention
[26:21.790 --> 26:26.110]  You will know some stuff will definitely turn some heads some stuff will get ignored
[26:26.110 --> 26:30.110]  It may be completely different for you and your crew. I said earlier
[26:30.110 --> 26:32.670]  Maybe sometimes you'll create some shit that everybody goes dude
[26:32.670 --> 26:33.230]  What is that?
[26:33.230 --> 26:38.510]  like I've been at concerts before and lit up a joint and I've had everybody for 50 feet turn and look at me like what
[26:38.510 --> 26:44.230]  The fuck are you smoking? They've all wanted to buy seeds or buy an eighth off me. They all circled around like vultures
[26:44.270 --> 26:48.870]  That's how you know, you hit gold. Sometimes you light up some weed and you try to pass it to your friends and they go
[26:49.790 --> 26:53.030]  I'm good. That smells like you're smoking your fingernails over there
[26:53.830 --> 26:55.710]  Sometimes you smoke some shit that you're like
[26:55.710 --> 26:59.310]  I'm not super fond of this and you smoke it with one of your friends and they're like dude
[26:59.310 --> 27:02.550]  I've got this medical problem that I've had my whole life and when I smoke that shit
[27:02.550 --> 27:04.710]  I feel amazing and you're like when I smoked it
[27:04.710 --> 27:09.950]  I didn't notice anything there might be a terp a cannabinoid a compound in there that works beautifully for something
[27:09.950 --> 27:10.830]  They've got going on
[27:10.830 --> 27:15.630]  That's always beautiful to find because then you give them a clone of that plan or you give them seeds or whatever
[27:15.630 --> 27:17.630]  You're like here you go, buddy. That's your magic medicine
[27:17.630 --> 27:20.810]  Now that feels good that you've helped out a friend for the rest of their fucking life
[27:20.810 --> 27:25.670]  They found relief from something that bugged them for a long time. You didn't even know you made their medicine
[27:25.670 --> 27:28.230]  I've had that happen before big up to those people
[27:28.230 --> 27:31.030]  They know who they are, but the real answer here
[27:31.070 --> 27:37.550]  The only real way to know this is to grow out these seeds. I would cross the male to the shortened squat
[27:37.550 --> 27:43.390]  I would cross the male the selected male one male pick one dude that you really like pick one dude and
[27:43.630 --> 27:49.310]  Pollinate all of the plants the squatty and the tall one pollinate both of those with the same dude
[27:49.390 --> 27:55.630]  Get those seeds clearly label them and grow them both under the same conditions and see how you like that
[27:55.630 --> 27:59.850]  That's the only way to find out is to run the plants run the mix and see what you made
[28:00.030 --> 28:01.510]  Otherwise, you're just kind of guessing
[28:01.510 --> 28:06.030]  I have no way of telling you like which is gonna have higher THC by looking at these plants
[28:06.030 --> 28:11.190]  I would have to smoke it maybe run it through a lab. I don't have that ability and keep in mind again
[28:11.510 --> 28:16.230]  I know I've said this but I just want to stress this part because this we all get consumed by
[28:16.910 --> 28:21.630]  Lab reports and lab numbers and terpene reports and test results and all that shit
[28:21.710 --> 28:26.390]  But here's something that I said the other day in a live chat and all the growers in their life pretty hard
[28:26.390 --> 28:30.810]  I've never had a liquid chromatography machine come back and try to buy another bag
[28:31.430 --> 28:33.430]  No matter how high the lab report was
[28:33.910 --> 28:36.630]  None of those machines have ever called me and hit me up for another eighth
[28:36.750 --> 28:40.670]  Does that make any sense to you people buy weed we're not growing machine
[28:40.670 --> 28:46.870]  We're not growing weed for machines people smoke weed people smoke dabs not high-pressure liquid chromatography machines
[28:47.350 --> 28:50.750]  We can impress those machines very easily. I know how to manipulate a lab test
[28:50.750 --> 28:53.390]  We can get high fucking numbers if we really really wanted to push it
[28:53.390 --> 28:57.110]  We could really push it to where people are showing up at the grow going. What the fuck are you guys doing?
[28:57.110 --> 28:59.990]  We get CNN there. It wouldn't be hard to manipulate a lab test
[29:00.590 --> 29:06.590]  But what's the point like the numbers are just like if you smoke it and it doesn't get you where you want to be
[29:06.630 --> 29:11.750]  It could say a hundred percent THC on the label and it doesn't matter to me. It's got to have some turps
[29:11.750 --> 29:16.750]  It's got to have a few other things to get my attention. It's got to be tasty. I can smoke all the weed
[29:16.750 --> 29:21.030]  I want I live in Colorado. There's all the weed like I can go to the store and I could buy
[29:21.550 --> 29:25.630]  Two ounces today and two ounces tomorrow and if I can smoke two ounces by myself in a day
[29:25.630 --> 29:27.030]  I got to get better weed
[29:27.030 --> 29:30.790]  But my point is I can smoke all the weed we can get dabs and get edibles
[29:30.790 --> 29:34.870]  We can get as fucked up as we want. I need it to taste good. That's one of the most important parts to me
[29:34.870 --> 29:40.510]  I don't want to smoke bad tasting herb herb that burns my throat or herb that makes my tongue feel weird
[29:40.510 --> 29:43.510]  I'm not into it. Why smoke that shit when there's good shit
[29:43.510 --> 29:48.030]  So my point is I don't focus too much on the numbers because the machines aren't gonna come by another eighth
[29:48.030 --> 29:52.470]  The people are gonna come by another eighth and they're the ones that are gonna say damn that smells skunky
[29:52.470 --> 29:55.910]  Damn, that was super sticky. Damn that tastes like bubblegum and popsicles
[29:55.910 --> 30:00.270]  They're the ones that are gonna come back with some money not the machine. So don't focus too much on those numbers
[30:00.270 --> 30:04.030]  That's my main point here. Let me get my high ass back on track
[30:04.030 --> 30:06.030]  Obviously, I've been smoking something fucking good today
[30:06.550 --> 30:09.990]  Since he loco. Thank you for the great message, dude. I think I answered this honestly
[30:10.950 --> 30:12.990]  Which one will help me get to that goal quicker?
[30:12.990 --> 30:15.390]  I shouldn't harp too much on that part
[30:15.390 --> 30:21.750]  But when you're breeding don't focus on getting to the goal more quickly focus on getting the goal accurately
[30:21.990 --> 30:26.510]  There's no fast tracking and breeding doing it the fast way. We'll get you fucked up
[30:26.510 --> 30:28.110]  That's the way to fuck it all up do it the quick way
[30:28.110 --> 30:31.230]  So grow from your heart breathe with love and take your time man
[30:31.230 --> 30:35.270]  Put some love and art into your art put some love skills some passion and do it correctly
[30:36.310 --> 30:40.070]  It's only gonna you're gonna do two plants side by side. It's not gonna take you much longer
[30:40.070 --> 30:43.030]  The hard part will be growing both of them, but it's fun
[30:43.030 --> 30:46.750]  Then you get to compare you get to take a bunch of notes, which we're gonna talk about in a future episode
[30:46.750 --> 30:52.390]  All right, it goes on to say I prefer let's see since he loco or since he nasty would be preferred
[30:52.950 --> 30:54.950]  Then he asked what gave me the nasty vibe?
[30:55.830 --> 30:59.270]  Nothing to do with any of the things that you listed. I think I explained that a moment ago
[30:59.630 --> 31:02.310]  It all stemmed from a pair of shoes from the Cincinnati Reds
[31:03.070 --> 31:09.310]  Triggered my brain got the ADD going speaking of ADD. It is time to wrap up this podcast episode you guys since II
[31:09.310 --> 31:10.510]  Thank you for the great message, bro
[31:10.510 --> 31:14.470]  I want to thank you guys again for listening to another episode of the grow from your heart podcast
[31:16.430 --> 31:20.890]  676 episodes that's amazing. That's fucking tremendous to me. I haven't done anything else
[31:21.870 --> 31:26.370]  676 times successfully. So thank you for all the support. Thank you for listening hanging out
[31:26.370 --> 31:32.050]  It was pointed out recently that episode 710 is coming up. What are we gonna do for episode 710?
[31:32.450 --> 31:33.530]  What's gonna happen?
[31:33.530 --> 31:37.250]  I have to take some dabs or do something but I'm afraid to dab on the show because I don't want YouTube
[31:37.570 --> 31:40.890]  To get mad at me and put me on restriction for something weird
[31:41.490 --> 31:43.730]  Anyway, I'm rambling. I'm stoned. I hope you had a good time
[31:43.730 --> 31:46.530]  I hope you had as much fun as I did it would not have been the same without you
[31:46.530 --> 31:50.730]  So make sure you pop in for the next episode if you have any questions corrections comments or concerns
[31:50.730 --> 31:54.170]  You know, I would love to hear from you. The email address is grow from your heart at hotmail.com
[31:54.810 --> 31:58.930]  Don't be shy send me your feedback. Don't worry about my little ego. I could take some bruises
[31:58.930 --> 32:03.410]  Let me know your real honest opinion of the show if we need to make some adjustments or corrections. I'll take your feedback
[32:04.010 --> 32:05.890]  We'll see what happens from there
[32:05.890 --> 32:10.930]  Don't forget about patreon.com. If you feel like the episode was educational informative or entertaining
[32:10.930 --> 32:12.770]  Maybe you just like to send me a tip on patreon
[32:12.770 --> 32:17.770]  All you have to do is visit patreon.com forward slash grow from your heart big up and big
[32:17.770 --> 32:22.750]  Thanks to everybody who supports the show if you need any more information, please do check out the website
[32:23.390 --> 32:28.590]  I read genetics calm all the information you need is that I read genetics calm. There's a link to the patreon
[32:28.590 --> 32:34.030]  There's a link to the web store. There are links to seed vendors on there. There's a link to the discord everything you need
[32:34.030 --> 32:39.990]  I read genetics calm ladies and gentlemen boys and girls that is all I've got for you for this episode
[32:39.990 --> 32:42.910]  You know, I'll be back in just a couple of days with fresh new content
[32:42.910 --> 32:44.630]  I want to give a giant shout out to my buddy
[32:44.630 --> 32:49.470]  OG Tony and it's all next time take a fat dab and give your mom a hug for me
[32:52.750 --> 32:54.750]  I
